school_type,academic_year,codice_istituto,rows,avg_score,min_score,low_score_rows,weak_score_rows,proxy_rows,keyword_hits,proxy_rate,school_proxy_flag
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàPàIàCà8à1à0à0à0àVà,4,4.75,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàPàIàCà8à1à1à0à0àPà,4,4.75,4,0,0,1,2,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàPàIàCà8à1à3à0à0àAà,4,4.75,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàPàIàCà8à1à9à0à0à9à,4,4.25,4,0,0,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàPàIàCà8à2à2à0à0à5à,4,5.75,5,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàPàIàSà0à0à2à0à0à4à,4,5.5,4,0,0,1,2,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàPàPàMà0à1à0à0à0àDà,4,3.75,2,1,1,1,0,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàPàPàSà0à1à0à0à0àCà,4,5.0,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàCà8à0à1à0à0à9à,4,3.75,3,0,2,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàCà8à0à7à0à0à8à,4,4.75,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàCà8à0à8à0à0à4à,4,4.5,3,0,1,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàCà8à1à3à0à0àGà,4,5.75,5,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàCà8à1à9à0à0àEà,4,4.0,3,0,2,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàCà8à2à3à0à0à6à,4,5.0,4,0,0,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàCà8à2à5à0à0àTà,4,6.0,5,0,0,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàCà8à3à0à0à0à9à,4,4.0,3,0,1,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàCà8à3à3à0à0àRà,4,3.5,3,0,2,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàCà8à3à6à0à0à8à,4,4.75,4,0,0,1,2,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàCà8à3à7à0à0à4à,4,4.75,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàCà8à3à8à0à0àXà,4,5.0,4,0,0,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàCà8à4à0à0à0àXà,4,6.0,5,0,0,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàCà8à4à4à0à0à7à,4,5.0,4,0,0,1,2,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàCà8à4à5à0à0à3à,4,5.25,5,0,0,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàCà8à4à8à0à0àEà,4,3.75,3,0,2,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàCà8à5à0à0à0àEà,4,4.5,3,0,1,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàCà8à5à1à0à0àAà,4,4.75,4,0,0,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàCà8à5à2à0à0à6à,4,4.25,3,0,1,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàCà8à5à4à0à0àTà,4,4.75,4,0,0,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàCà8à5à5à0à0àNà,4,3.75,3,0,1,1,2,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàCà8à5à6à0à0àDà,4,4.5,3,0,1,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàCà8à5à8à0à0à5à,4,3.25,3,0,3,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàCà8à6à2à0à0àRà,4,4.25,4,0,0,1,2,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàCà8à6à3à0à0àLà,4,4.5,4,0,0,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàCà8à6à4à0à0àCà,4,4.5,3,0,1,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàSà0à0à6à0à0àLà,4,3.75,3,0,1,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàSà0à0à9à0à0à4à,4,3.75,2,1,1,1,0,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàSà0à1à1à0à0à4à,4,3.75,3,0,2,1,2,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàSà0à1à4à0à0àGà,4,3.5,2,1,2,1,0,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàSà0à1à6à0à0à7à,4,4.0,3,0,1,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàSà0à1à7à0à0à3à,4,3.75,2,1,1,1,0,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàSà0à2à1à0à0àPà,4,4.25,3,0,1,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàIàSà0à2à7à0à0àNà,4,3.75,3,0,1,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàRàTàFà0à1à0à0à0àQà,4,4.75,3,0,1,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàEàEà0à0à5à0à0à6à,4,5.25,5,0,0,1,2,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàEàEà0à0à8à0à0àNà,4,5.25,3,0,1,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàEàEà0à2à5à0à0àBà,4,4.0,2,1,1,1,0,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàEàEà0à5à8à0à0àPà,4,3.75,2,1,1,1,0,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàIàCà8à0à8à0à0àGà,4,4.25,3,0,1,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàIàCà8à0à9à0à0àBà,4,3.75,3,0,2,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàIàCà8à1à1à0à0àBà,4,3.75,3,0,2,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàIàCà8à2à2à0à0àTà,4,3.75,2,1,1,1,0,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàIàCà8à2à5à0à0à9à,4,4.5,4,0,0,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàIàCà8à2à6à0à0à5à,4,5.25,4,0,0,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàIàCà8à2à8à0à0àRà,4,4.0,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàIàCà8à2à9à0à0àLà,4,5.0,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàIàCà8à3à3à0à0à8à,4,4.25,2,1,1,1,0,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàIàCà8à3à5à0à0àXà,4,4.5,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàIàCà8à3à8à0à0àBà,4,3.5,3,0,2,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàIàCà8à3à9à0à0à7à,4,3.5,1,1,1,1,0,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàIàCà8à4à1à0à0à7à,4,4.75,3,0,1,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàIàCà8à4à2à0à0à3à,4,3.5,3,0,2,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàIàCà8à4à3à0à0àVà,4,4.25,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàIàCà8à4à4à0à0àPà,4,4.5,3,0,2,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàIàCà8à4à5à0à0àEà,4,4.5,4,0,0,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàIàCà8à4à8à0à0à2à,4,5.25,4,0,0,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàIàCà8à4à9à0à0àTà,4,4.0,3,0,1,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàIàCà8à5à0à0à0à2à,4,3.5,3,0,2,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàIàSà0à0à4à0à0àCà,4,4.0,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàIàSà0à1à7à0à0àEà,4,3.75,3,0,2,1,2,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàIàSà0à1à8à0à0àAà,4,3.75,3,0,1,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàIàSà0à2à3à0à0àTà,4,5.75,5,0,0,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàIàSà0à2à4à0à0àNà,4,4.5,3,0,1,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàIàSà0à2à7à0à0à5à,4,4.0,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàIàSà0à2à9à0à0àRà,4,4.0,3,0,1,1,2,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàPàCà0à2à0à0à0àLà,4,5.75,5,0,0,1,2,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàPàCà0à4à0à0à0àTà,4,4.75,4,0,0,1,2,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàTàDà0à1à0à0à0à1à,4,4.25,2,1,1,1,0,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàTàEà0à1à0à0à0àCà,4,3.0,3,0,4,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàSàTàFà0à1à0à0à0à7à,4,3.5,3,0,2,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàVàIàCà8à0à1à0à0àEà,4,5.0,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàVàIàCà8à0à4à0à0à2à,4,5.25,5,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàVàIàCà8à0à5à0à0àTà,4,5.25,4,0,0,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàVàIàCà8à0à8à0à0à9à,4,6.25,5,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàVàIàCà8à1à0à0à0à9à,4,5.0,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàVàIàCà8à1à1à0à0à5à,4,4.25,2,1,1,1,0,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàVàIàCà8à1à2à0à0à1à,4,5.0,4,0,0,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàVàIàCà8à1à6à0à0à8à,4,4.75,4,0,0,1,2,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàVàIàCà8à1à7à0à0à4à,4,4.75,4,0,0,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàVàIàCà8à1à8à0à0àXà,4,4.5,4,0,0,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàVàIàCà8à2à1à0à0àQà,4,5.0,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàVàIàSà0à0à1à0à0àPà,4,4.5,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàVàIàSà0à0à3à0à0àAà,4,3.5,3,0,2,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàVàIàSà0à0à6à0à0àTà,4,3.75,3,0,2,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàVàIàSà0à0à8à0à0àDà,4,5.0,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àSàVàPàSà0à3à0à0à0à4à,4,5.25,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàEàEà0à1à2à0à0àRà,4,4.0,3,0,1,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàEàEà0à1à6à0à0à4à,4,3.0,2,1,3,1,0,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàCà8à0à3à0à0àXà,4,3.5,3,0,2,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàCà8à0à6à0à0àBà,4,4.0,3,0,1,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàCà8à1à1à0à0àVà,4,4.5,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàCà8à1à7à0à0àTà,4,5.0,5,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàCà8à1à9à0à0àDà,4,5.5,5,0,0,1,2,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàCà8à2à2à0à0à9à,4,4.5,4,0,0,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàCà8à2à4à0à0à1à,4,4.75,3,0,1,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàCà8à2à5à0à0àRà,4,5.0,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàCà8à3à2à0à0àXà,4,4.75,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàCà8à3à4à0à0àGà,4,4.0,3,0,1,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàCà8à3à8à0à0àVà,4,4.75,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàCà8à3à9à0à0àPà,4,4.75,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàCà8à4à2à0à0àEà,4,5.0,5,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàCà8à4à3à0à0àAà,4,3.0,2,1,3,1,0,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàCà8à4à5à0à0à2à,4,4.0,3,0,1,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàCà8à4à6à0à0àTà,4,5.0,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàCà8à4à7à0à0àNà,4,5.75,5,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàCà8à4à8à0à0àDà,4,4.0,4,0,0,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàCà8à4à9à0à0à9à,4,4.5,3,0,1,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàCà8à5à2à0à0à5à,4,3.75,2,1,1,1,0,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàCà8à5à3à0à0à1à,4,5.25,5,0,0,1,2,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàCà8à5à4à0à0àRà,4,3.0,2,1,3,1,0,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàCà8à6à0à0à0à4à,4,4.75,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàCà8à6à2à0à0àQà,4,4.5,3,0,1,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàCà8à6à3à0à0àGà,4,5.5,4,0,0,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàCà8à6à4à0à0àBà,4,3.5,2,1,2,1,0,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàCà8à6à5à0à0à7à,4,5.75,5,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàCà8à6à6à0à0à3à,4,4.75,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàCà8à6à7à0à0àVà,4,4.5,4,0,0,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàSà0à0à6à0à0àGà,4,4.5,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàSà0à1à2à0à0àVà,4,4.0,3,0,1,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàSà0à2à4à0à0à5à,4,4.25,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàSà0à2à6à0à0àRà,4,2.75,2,1,4,1,0,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàSà0à2à8à0à0àCà,4,3.75,3,0,2,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàSà0à3à1à0à0à8à,4,4.25,3,0,1,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàSà0à3à8à0à0à3à,4,4.0,4,0,0,1,2,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàIàSà0à3à9à0à0àVà,4,3.75,3,0,2,1,2,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàMàMà0à0à6à0à0àCà,4,5.25,4,0,0,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàPàCà0à4à0à0à0à9à,4,5.75,5,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàPàCà0à7à0à0à0à5à,4,6.0,4,0,0,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàPàCà1à0à0à0à0àQà,4,3.75,2,1,1,1,0,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàPàCà1à1à0à0à0àAà,4,5.5,3,0,1,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàPàSà0à7à0à0à0à8à,4,5.0,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàAàRàCà0à5à0à0à0àGà,4,4.0,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàEàIàCà8à1à0à0à0àDà,4,3.75,2,1,1,1,0,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàEàIàCà8à1à3à0à0à1à,4,5.5,5,0,0,1,2,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàEàIàCà8à2à1à0à0àXà,4,3.75,3,0,2,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàEàIàCà8à2à2à0à0àQà,4,3.75,3,0,1,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàEàIàCà8à2à3à0à0àGà,4,4.5,3,0,1,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàEàIàCà8à2à4à0à0àBà,4,4.0,3,0,1,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàEàIàCà8à2à8à0à0àPà,4,4.25,4,0,0,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàEàIàCà8à2à9à0à0àEà,4,4.5,4,0,0,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàEàIàCà8à3à0à0à0àPà,4,4.0,4,0,0,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàEàIàCà8à3à1à0à0àEà,4,4.0,3,0,1,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàEàIàCà8à3à4à0à0à2à,4,5.0,3,0,1,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàEàIàCà8à3à6à0à0àNà,4,3.0,2,1,3,1,2,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàEàIàCà8à3à7à0à0àDà,4,4.75,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàEàIàCà8à4à0à0à0à9à,4,3.25,2,1,2,1,0,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàEàIàCà8à4à1à0à0à5à,4,5.25,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàEàIàCà8à4à3à0à0àRà,4,4.75,4,0,0,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàEàIàCà8à4à4à0à0àLà,4,4.0,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàEàIàSà0à0à1à0à0àVà,4,5.0,4,0,0,1,3,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàEàIàSà0à0à9à0à0àDà,4,3.5,2,1,1,1,0,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàEàIàSà0à1à2à0à0à9à,4,4.5,4,0,0,1,2,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàEàPàMà0à1à0à0à0à4à,4,3.25,3,0,3,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàOàEàEà0à0à5à0à0àLà,4,5.25,5,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàOàEàEà0à1à4à0à0àBà,4,6.25,6,0,0,1,2,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàOàEàEà0à1à7à0à0àVà,4,5.25,4,0,0,1,2,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàOàEàEà0à2à4à0à0à2à,4,3.75,3,0,1,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàOàEàEà0à3à4à0à0àLà,4,5.75,5,0,0,1,2,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàOàEàEà0à4à1à0à0àQà,4,4.25,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàOàEàEà0à4à7à0à0àPà,4,4.25,2,1,1,1,0,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàOàEàEà0à6à1à0à0à1à,4,5.0,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàOàEàEà0à6à4à0à0àCà,4,3.75,2,1,1,1,0,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàOàEàEà0à8à4à0à0àNà,4,5.25,5,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàOàEàEà0à9à8à0à0àGà,4,3.75,2,1,2,1,0,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàOàEàEà0à9à9à0à0àBà,4,4.75,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàOàEàEà1à0à5à0à0àDà,4,5.0,5,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàOàEàEà1à4à3à0à0à8à,4,5.0,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàOàEàEà1à5à2à0à0à3à,4,4.5,3,0,1,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàOàEàEà1à5à4à0à0àPà,4,5.0,5,0,0,1,2,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàOàEàEà1à6à8à0à0àLà,4,5.75,5,0,0,1,2,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàOàEàEà1à7à5à0à0àQà,4,5.0,4,0,0,1,2,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàOàEàEà1à8à2à0à0àVà,4,5.0,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàOàEàEà1à8à5à0à0àAà,4,5.5,4,0,0,1,1,0.25,True
àsàtàaàtàaàlàeà,à2à0à1à5à/à1à6à,àTàOàIàCà8à0à4à0à0àPà,4,5.0,5,0,0,1,1,0.25,True
