Entity,Code,Year,Completion rate in upper secondary education,Normalized  harmonized test scores among all students,Expected years of schooling,Population,World regions according to WB
Finland,FIN,1780,,,,817722.0,
Finland,FIN,1790,,,,894145.0,
Finland,FIN,1800,,,,800000.0,
Finland,FIN,1801,,,,815316.0,
Finland,FIN,1802,,,,830926.0,
Finland,FIN,1803,,,,846835.0,
Finland,FIN,1804,,,,863048.0,
Finland,FIN,1805,,,,879571.0,
Finland,FIN,1806,,,,896411.0,
Finland,FIN,1807,,,,913574.0,
Finland,FIN,1808,,,,931065.0,
Finland,FIN,1809,,,,948890.0,
Finland,FIN,1810,,,,967405.0,
Finland,FIN,1811,,,,985927.0,
Finland,FIN,1812,,,,1004803.0,
Finland,FIN,1813,,,,1024040.0,
Finland,FIN,1814,,,,1043646.0,
Finland,FIN,1815,,,,1063628.0,
Finland,FIN,1816,,,,1083991.0,
Finland,FIN,1817,,,,1104745.0,
Finland,FIN,1818,,,,1125896.0,
Finland,FIN,1819,,,,1146610.0,
Finland,FIN,1820,,,,1166867.0,
Finland,FIN,1821,,,,1186644.0,
Finland,FIN,1822,,,,1205918.0,
Finland,FIN,1823,,,,1224666.0,
Finland,FIN,1824,,,,1243706.0,
Finland,FIN,1825,,,,1263042.0,
Finland,FIN,1826,,,,1282678.0,
Finland,FIN,1827,,,,1302620.0,
Finland,FIN,1828,,,,1322872.0,
Finland,FIN,1829,,,,1340699.0,
Finland,FIN,1830,,,,1356050.0,
Finland,FIN,1831,,,,1368870.0,
Finland,FIN,1832,,,,1379105.0,
Finland,FIN,1833,,,,1386699.0,
Finland,FIN,1834,,,,1394336.0,
Finland,FIN,1835,,,,1402014.0,
Finland,FIN,1836,,,,1409734.0,
Finland,FIN,1837,,,,1417497.0,
Finland,FIN,1838,,,,1425303.0,
Finland,FIN,1839,,,,1435103.0,
Finland,FIN,1840,,,,1446931.0,
Finland,FIN,1841,,,,1460824.0,
Finland,FIN,1842,,,,1476817.0,
Finland,FIN,1843,,,,1494947.0,
Finland,FIN,1844,,,,1513299.0,
Finland,FIN,1845,,,,1531877.0,
Finland,FIN,1846,,,,1550683.0,
Finland,FIN,1847,,,,1569719.0,
Finland,FIN,1848,,,,1588989.0,
Finland,FIN,1849,,,,1606635.0,
Finland,FIN,1850,,,,1622623.0,
Finland,FIN,1851,,,,1636889.0,
Finland,FIN,1852,,,,1649431.0,
Finland,FIN,1853,,,,1660217.0,
Finland,FIN,1854,,,,1671073.0,
Finland,FIN,1855,,,,1682000.0,
Finland,FIN,1856,,,,1692999.0,
Finland,FIN,1857,,,,1704069.0,
Finland,FIN,1858,,,,1715212.0,
Finland,FIN,1859,,,,1724467.0,
Finland,FIN,1860,,,,1731819.0,
Finland,FIN,1861,,,,1737255.0,
Finland,FIN,1862,,,,1740760.0,
Finland,FIN,1863,,,,1742320.0,
Finland,FIN,1864,,,,1743882.0,
Finland,FIN,1865,,,,1745445.0,
Finland,FIN,1866,,,,1747009.0,
Finland,FIN,1867,,,,1748575.0,
Finland,FIN,1868,,,,1750142.0,
Finland,FIN,1869,,,,1756848.0,
Finland,FIN,1870,,,,1768777.0,
Finland,FIN,1871,,,,1786015.0,
Finland,FIN,1872,,,,1808650.0,
Finland,FIN,1873,,,,1836768.0,
Finland,FIN,1874,,,,1865324.0,
Finland,FIN,1875,,,,1894323.0,
Finland,FIN,1876,,,,1923774.0,
Finland,FIN,1877,,,,1953682.0,
Finland,FIN,1878,,,,1984055.0,
Finland,FIN,1879,,,,2014465.0,
Finland,FIN,1880,,,,2044905.0,
Finland,FIN,1881,,,,2075370.0,
Finland,FIN,1882,,,,2105853.0,
Finland,FIN,1883,,,,2136348.0,
Finland,FIN,1884,,,,2167285.0,
Finland,FIN,1885,,,,2198670.0,
Finland,FIN,1886,,,,2230510.0,
Finland,FIN,1887,,,,2262810.0,
Finland,FIN,1888,,,,2295579.0,
Finland,FIN,1889,,,,2327324.0,
Finland,FIN,1890,,,,2358016.0,
Finland,FIN,1891,,,,2387621.0,
Finland,FIN,1892,,,,2416106.0,
Finland,FIN,1893,,,,2443438.0,
Finland,FIN,1894,,,,2471079.0,
Finland,FIN,1895,,,,2499032.0,
Finland,FIN,1896,,,,2527302.0,
Finland,FIN,1897,,,,2555892.0,
Finland,FIN,1898,,,,2584805.0,
Finland,FIN,1899,,,,2613453.0,
Finland,FIN,1900,,,,2641827.0,
Finland,FIN,1901,,,,2669917.0,
Finland,FIN,1902,,,,2697715.0,
Finland,FIN,1903,,,,2725211.0,
Finland,FIN,1904,,,,2752987.0,
Finland,FIN,1905,,,,2781046.0,
Finland,FIN,1906,,,,2809391.0,
Finland,FIN,1907,,,,2838025.0,
Finland,FIN,1908,,,,2866950.0,
Finland,FIN,1909,,,,2894148.0,
Finland,FIN,1910,,,,2919587.0,
Finland,FIN,1911,,,,2943234.0,
Finland,FIN,1912,,,,2965059.0,
Finland,FIN,1913,,,,2985029.0,
Finland,FIN,1914,,,,3005133.0,
Finland,FIN,1915,,,,3025373.0,
Finland,FIN,1916,,,,3045749.0,
Finland,FIN,1917,,,,3066262.0,
Finland,FIN,1918,,,,3086976.0,
Finland,FIN,1919,,,,3109646.0,
Finland,FIN,1920,,,,3134300.0,
Finland,FIN,1921,,,,3160971.0,
Finland,FIN,1922,,,,3189690.0,
Finland,FIN,1923,,,,3220489.0,
Finland,FIN,1924,,,,3251585.0,
Finland,FIN,1925,,,,3282981.0,
Finland,FIN,1926,,,,3314680.0,
Finland,FIN,1927,,,,3346685.0,
Finland,FIN,1928,,,,3379000.0,
Finland,FIN,1929,,,,3409794.0,
Finland,FIN,1930,,,,3439039.0,
Finland,FIN,1931,,,,3466709.0,
Finland,FIN,1932,,,,3492774.0,
Finland,FIN,1933,,,,3517206.0,
Finland,FIN,1934,,,,3541810.0,
Finland,FIN,1935,,,,3566585.0,
Finland,FIN,1936,,,,3591534.0,
Finland,FIN,1937,,,,3616657.0,
Finland,FIN,1938,,,,3641956.0,
Finland,FIN,1939,,,,3668252.0,
Finland,FIN,1940,,,,3695558.0,
Finland,FIN,1941,,,,3723889.0,
Finland,FIN,1942,,,,3753257.0,
Finland,FIN,1943,,,,3783678.0,
Finland,FIN,1944,,,,3814345.0,
Finland,FIN,1945,,,,3845261.0,
Finland,FIN,1946,,,,3876427.0,
Finland,FIN,1947,,,,3907846.0,
Finland,FIN,1948,,,,3939520.0,
Finland,FIN,1949,,,,3972991.0,
Finland,FIN,1950,,,,4008410.0,
Finland,FIN,1951,,,,4047646.0,
Finland,FIN,1952,,,,4090839.0,
Finland,FIN,1953,,,,4139764.0,
Finland,FIN,1954,,,,4187256.0,
Finland,FIN,1955,,,,4235197.0,
Finland,FIN,1956,,,,4281930.0,
Finland,FIN,1957,,,,4324192.0,
Finland,FIN,1958,,,,4359882.0,
Finland,FIN,1959,,,,4394750.0,
Finland,FIN,1960,,,,4429631.0,
Finland,FIN,1961,,,,4460998.0,
Finland,FIN,1962,,,,4491739.0,
Finland,FIN,1963,,,,4523897.0,
Finland,FIN,1964,,,,4549092.0,
Finland,FIN,1965,,,,4564150.0,
Finland,FIN,1966,,,,4581446.0,
Finland,FIN,1967,,,,4606642.0,
Finland,FIN,1968,,,,4627352.0,
Finland,FIN,1969,,,,4624083.0,
Finland,FIN,1970,,,,4606308.0,
Finland,FIN,1971,,,,4612135.0,
Finland,FIN,1972,,,,4639548.0,
Finland,FIN,1973,,,,4665909.0,
Finland,FIN,1974,,,,4690366.0,
Finland,FIN,1975,,,,4711172.0,
Finland,FIN,1976,,,,4725340.0,
Finland,FIN,1977,,,,4738581.0,
Finland,FIN,1978,,,,4752243.0,
Finland,FIN,1979,,,,4764437.0,
Finland,FIN,1980,,,,4779358.0,
Finland,FIN,1981,,,,4799849.0,
Finland,FIN,1982,,,,4826884.0,
Finland,FIN,1983,,,,4855791.0,
Finland,FIN,1984,,,,4881827.0,
Finland,FIN,1985,,,,4902262.0,
Finland,FIN,1986,,,,4918256.0,
Finland,FIN,1987,,,,4932257.0,
Finland,FIN,1988,,,,4946629.0,
Finland,FIN,1989,,,,4964525.0,
Finland,FIN,2024,,,,5617311.0,
Finland,FIN,2025,,,,5623328.0,
Finland,FIN,2026,,,,5621731.0,
Finland,FIN,2027,,,,5615999.0,
Finland,FIN,2028,,,,5608807.0,
Finland,FIN,2029,,,,5600775.0,
Finland,FIN,2030,,,,5592044.0,
Finland,FIN,2031,,,,5582720.0,
Finland,FIN,2032,,,,5572879.0,
Finland,FIN,2033,,,,5562632.0,
Finland,FIN,2034,,,,5551881.0,
Finland,FIN,2035,,,,5540653.0,
Finland,FIN,2036,,,,5529046.0,
Finland,FIN,2037,,,,5517118.0,
Finland,FIN,2038,,,,5504989.0,
Finland,FIN,2039,,,,5492754.0,
Finland,FIN,2040,,,,5480517.0,
Finland,FIN,2041,,,,5468305.0,
Finland,FIN,2042,,,,5456010.0,
Finland,FIN,2043,,,,5443569.0,
Finland,FIN,2044,,,,5431001.0,
Finland,FIN,2045,,,,5418352.0,
Finland,FIN,2046,,,,5405569.0,
Finland,FIN,2047,,,,5392603.0,
Finland,FIN,2048,,,,5379290.0,
Finland,FIN,2049,,,,5365644.0,
Finland,FIN,2050,,,,5351645.0,
Finland,FIN,2051,,,,5337093.0,
Finland,FIN,2052,,,,5322069.0,
Finland,FIN,2053,,,,5306876.0,
Finland,FIN,2054,,,,5291383.0,
Finland,FIN,2055,,,,5275472.0,
Finland,FIN,2056,,,,5259380.0,
Finland,FIN,2057,,,,5243487.0,
Finland,FIN,2058,,,,5228231.0,
Finland,FIN,2059,,,,5213219.0,
Finland,FIN,2060,,,,5198119.0,
Finland,FIN,2061,,,,5183362.0,
Finland,FIN,2062,,,,5169006.0,
Finland,FIN,2063,,,,5154808.0,
Finland,FIN,2064,,,,5140663.0,
Finland,FIN,2065,,,,5126562.0,
Finland,FIN,2066,,,,5112847.0,
Finland,FIN,2067,,,,5099546.0,
Finland,FIN,2068,,,,5086191.0,
Finland,FIN,2069,,,,5072909.0,
Finland,FIN,2070,,,,5059520.0,
Finland,FIN,2071,,,,5045909.0,
Finland,FIN,2072,,,,5032180.0,
Finland,FIN,2073,,,,5018155.0,
Finland,FIN,2074,,,,5003707.0,
Finland,FIN,2075,,,,4988994.0,
Finland,FIN,2076,,,,4974020.0,
Finland,FIN,2077,,,,4958820.0,
Finland,FIN,2078,,,,4943722.0,
Finland,FIN,2079,,,,4928460.0,
Finland,FIN,2080,,,,4912830.0,
Finland,FIN,2081,,,,4897037.0,
Finland,FIN,2082,,,,4881288.0,
Finland,FIN,2083,,,,4865751.0,
Finland,FIN,2084,,,,4850467.0,
Finland,FIN,2085,,,,4834928.0,
Finland,FIN,2086,,,,4819065.0,
Finland,FIN,2087,,,,4803142.0,
Finland,FIN,2088,,,,4787438.0,
Finland,FIN,2089,,,,4771960.0,
Finland,FIN,2090,,,,4756413.0,
Finland,FIN,2091,,,,4740888.0,
Finland,FIN,2092,,,,4725623.0,
Finland,FIN,2093,,,,4710434.0,
Finland,FIN,2094,,,,4695270.0,
Finland,FIN,2095,,,,4680085.0,
Finland,FIN,2096,,,,4664822.0,
Finland,FIN,2097,,,,4649386.0,
Finland,FIN,2098,,,,4633583.0,
Finland,FIN,2099,,,,4617545.0,
Finland,FIN,2100,,,,4601057.0,
France,FRA,2010,,0.8779219,15.38066,63417366.0,
France,FRA,2017,,0.8649573,15.74036,65284775.0,
France,FRA,2018,,0.86481935,15.84355,65519537.0,
France,FRA,2020,,0.8722403,15.95796,65905273.0,
France,FRA,1990,,,13.98426,56990239.0,
France,FRA,1991,,,14.46944,57271564.0,
France,FRA,1992,,,14.6991,57554867.0,
France,FRA,1993,,,14.81359,57801261.0,
France,FRA,1994,,,15.64418,57999868.0,
France,FRA,1995,,,15.77267,58192207.0,
France,FRA,1996,,,15.86017,58380638.0,
France,FRA,1997,,,15.8194,58568662.0,
France,FRA,1998,,,15.76199,58778817.0,
France,FRA,1999,,,15.72314,59084209.0,
France,FRA,2000,,,14.93727,59483716.0,
France,FRA,2001,,,14.85168,59905131.0,
France,FRA,2002,,,14.78316,60327247.0,
France,FRA,2003,,,14.86872,60741119.0,
France,FRA,2004,,,14.85524,61175244.0,
France,FRA,2005,,,15.43264,61625031.0,
France,FRA,2006,,,15.41829,62049831.0,
France,FRA,2007,,,15.35235,62432438.0,
France,FRA,2008,,,15.29781,62780187.0,
France,FRA,2009,,,15.27202,63106460.0,
France,FRA,2011,,,15.41706,63733776.0,
France,FRA,2012,,,15.48921,64058465.0,
France,FRA,2013,,,15.46125,64387736.0,
France,FRA,2014,,,15.44229,64692495.0,
France,FRA,2015,,,15.51357,64916337.0,
France,FRA,2016,,,15.62283,65086853.0,
France,FRA,2019,,,15.86799,65729460.0,
France,FRA,2021,,,16.01965,66083547.0,
France,FRA,2022,,,16.09512,66277412.0,
France,FRA,2023,,,16.09512,66438828.0,Europe and Central Asia (WB)
France,FRA,-10000,,,,16785.0,
France,FRA,-9000,,,,24260.0,
France,FRA,-8000,,,,35250.0,
France,FRA,-7000,,,,51458.0,
France,FRA,-6000,,,,77188.0,
France,FRA,-5000,,,,103544.0,
France,FRA,-4000,,,,204276.0,
France,FRA,-3000,,,,404335.0,
France,FRA,-2000,,,,998175.0,
France,FRA,-1000,,,,1986860.0,
France,FRA,0,,,,4938643.0,
France,FRA,100,,,,5694368.0,
France,FRA,200,,,,6430046.0,
France,FRA,300,,,,5697015.0,
France,FRA,400,,,,4964011.0,
France,FRA,500,,,,4720614.0,
France,FRA,600,,,,4477245.0,
France,FRA,700,,,,4723484.0,
France,FRA,800,,,,4969753.0,
France,FRA,900,,,,5705631.0,
France,FRA,1000,,,,6441540.0,
France,FRA,1100,,,,7667059.0,
France,FRA,1200,,,,10361347.0,
France,FRA,1300,,,,15806719.0,
France,FRA,1400,,,,10930934.0,
France,FRA,1500,,,,14867569.0,
France,FRA,1600,,,,18314626.0,
France,FRA,1700,,,,21992348.0,
France,FRA,1710,,,,22592830.0,
France,FRA,1720,,,,23193320.0,
France,FRA,1730,,,,23793820.0,
France,FRA,1740,,,,24394332.0,
France,FRA,1750,,,,24994858.0,
France,FRA,1760,,,,25571336.0,
France,FRA,1770,,,,26147834.0,
France,FRA,1780,,,,26724356.0,
France,FRA,1790,,,,27300910.0,
France,FRA,1800,,,,29000000.0,
France,FRA,1801,,,,29108552.0,
France,FRA,1802,,,,29217510.0,
France,FRA,1803,,,,29326876.0,
France,FRA,1804,,,,29436651.0,
France,FRA,1805,,,,29546838.0,
France,FRA,1806,,,,29657436.0,
France,FRA,1807,,,,29768449.0,
France,FRA,1808,,,,29879877.0,
France,FRA,1809,,,,29991722.0,
France,FRA,1810,,,,30104407.0,
France,FRA,1811,,,,30217092.0,
France,FRA,1812,,,,30330200.0,
France,FRA,1813,,,,30443731.0,
France,FRA,1814,,,,30557687.0,
France,FRA,1815,,,,30672069.0,
France,FRA,1816,,,,30786880.0,
France,FRA,1817,,,,30902120.0,
France,FRA,1818,,,,31017792.0,
France,FRA,1819,,,,31150340.0,
France,FRA,1820,,,,31299931.0,
France,FRA,1821,,,,31466736.0,
France,FRA,1822,,,,31650924.0,
France,FRA,1823,,,,31852668.0,
France,FRA,1824,,,,32055698.0,
France,FRA,1825,,,,32260022.0,
France,FRA,1826,,,,32465648.0,
France,FRA,1827,,,,32672585.0,
France,FRA,1828,,,,32880842.0,
France,FRA,1829,,,,33079302.0,
France,FRA,1830,,,,33267853.0,
France,FRA,1831,,,,33446379.0,
France,FRA,1832,,,,33614762.0,
France,FRA,1833,,,,33772885.0,
France,FRA,1834,,,,33931751.0,
France,FRA,1835,,,,34091365.0,
France,FRA,1836,,,,34251730.0,
France,FRA,1837,,,,34412849.0,
France,FRA,1838,,,,34574726.0,
France,FRA,1839,,,,34733003.0,
France,FRA,1840,,,,34887644.0,
France,FRA,1841,,,,35038615.0,
France,FRA,1842,,,,35185880.0,
France,FRA,1843,,,,35329405.0,
France,FRA,1844,,,,35473515.0,
France,FRA,1845,,,,35618212.0,
France,FRA,1846,,,,35763500.0,
France,FRA,1847,,,,35909381.0,
France,FRA,1848,,,,36055856.0,
France,FRA,1849,,,,36192055.0,
France,FRA,1850,,,,36317907.0,
France,FRA,1851,,,,36422915.0,
France,FRA,1852,,,,36517375.0,
France,FRA,1853,,,,36601225.0,
France,FRA,1854,,,,36685264.0,
France,FRA,1855,,,,36769494.0,
France,FRA,1856,,,,36853914.0,
France,FRA,1857,,,,36938524.0,
France,FRA,1858,,,,37023326.0,
France,FRA,1859,,,,37111533.0,
France,FRA,1860,,,,37203159.0,
France,FRA,1861,,,,37298222.0,
France,FRA,1862,,,,37396737.0,
France,FRA,1863,,,,37498719.0,
France,FRA,1864,,,,37600976.0,
France,FRA,1865,,,,37703510.0,
France,FRA,1866,,,,37806319.0,
France,FRA,1867,,,,37909406.0,
France,FRA,1868,,,,38012770.0,
France,FRA,1869,,,,38105310.0,
France,FRA,1870,,,,38186983.0,
France,FRA,1871,,,,38257751.0,
France,FRA,1872,,,,38317571.0,
France,FRA,1873,,,,38366403.0,
France,FRA,1874,,,,38415294.0,
France,FRA,1875,,,,38464245.0,
France,FRA,1876,,,,38513254.0,
France,FRA,1877,,,,38562323.0,
France,FRA,1878,,,,38611451.0,
France,FRA,1879,,,,38667543.0,
France,FRA,1880,,,,38730622.0,
France,FRA,1881,,,,38800708.0,
France,FRA,1882,,,,38877824.0,
France,FRA,1883,,,,38961992.0,
France,FRA,1884,,,,39046339.0,
France,FRA,1885,,,,39130866.0,
France,FRA,1886,,,,39215572.0,
France,FRA,1887,,,,39300458.0,
France,FRA,1888,,,,39385524.0,
France,FRA,1889,,,,39462823.0,
France,FRA,1890,,,,39532330.0,
France,FRA,1891,,,,39594021.0,
France,FRA,1892,,,,39647872.0,
France,FRA,1893,,,,39693861.0,
France,FRA,1894,,,,39739899.0,
France,FRA,1895,,,,39785987.0,
France,FRA,1896,,,,39832125.0,
France,FRA,1897,,,,39878314.0,
France,FRA,1898,,,,39924553.0,
France,FRA,1899,,,,39971493.0,
France,FRA,1900,,,,40019136.0,
France,FRA,1901,,,,40067484.0,
France,FRA,1902,,,,40116538.0,
France,FRA,1903,,,,40166299.0,
France,FRA,1904,,,,40216118.0,
France,FRA,1905,,,,40265996.0,
France,FRA,1906,,,,40315932.0,
France,FRA,1907,,,,40365927.0,
France,FRA,1908,,,,40415980.0,
France,FRA,1909,,,,40408851.0,
France,FRA,1910,,,,40344819.0,
France,FRA,1911,,,,40224160.0,
France,FRA,1912,,,,40047151.0,
France,FRA,1913,,,,39814066.0,
France,FRA,1914,,,,39582334.0,
France,FRA,1915,,,,39351947.0,
France,FRA,1916,,,,39122898.0,
France,FRA,1917,,,,38895178.0,
France,FRA,1918,,,,38680067.0,
France,FRA,1919,,,,38558175.0,
France,FRA,1920,,,,38529587.0,
France,FRA,1921,,,,38594388.0,
France,FRA,1922,,,,38752667.0,
France,FRA,1923,,,,39004517.0,
France,FRA,1924,,,,39258004.0,
France,FRA,1925,,,,39513139.0,
France,FRA,1926,,,,39769931.0,
France,FRA,1927,,,,40028393.0,
France,FRA,1928,,,,40288534.0,
France,FRA,1929,,,,40485273.0,
France,FRA,1930,,,,40618294.0,
France,FRA,1931,,,,40687278.0,
France,FRA,1932,,,,40691906.0,
France,FRA,1933,,,,40631855.0,
France,FRA,1934,,,,40571892.0,
France,FRA,1935,,,,40512018.0,
France,FRA,1936,,,,40452232.0,
France,FRA,1937,,,,40392535.0,
France,FRA,1938,,,,40332925.0,
France,FRA,1939,,,,40314566.0,
France,FRA,1940,,,,40337546.0,
France,FRA,1941,,,,40401955.0,
France,FRA,1942,,,,40507882.0,
France,FRA,1943,,,,40655418.0,
France,FRA,1944,,,,40803492.0,
France,FRA,1945,,,,40952105.0,
France,FRA,1946,,,,41101259.0,
France,FRA,1947,,,,41250956.0,
France,FRA,1948,,,,41401199.0,
France,FRA,1949,,,,41598134.0,
France,FRA,1950,,,,41883122.0,
France,FRA,1951,,,,42333662.0,
France,FRA,1952,,,,42780274.0,
France,FRA,1953,,,,43227873.0,
France,FRA,1954,,,,43676898.0,
France,FRA,1955,,,,44136093.0,
France,FRA,1956,,,,44588525.0,
France,FRA,1957,,,,45036374.0,
France,FRA,1958,,,,45493502.0,
France,FRA,1959,,,,45963766.0,
France,FRA,1960,,,,46428136.0,
France,FRA,1961,,,,46893841.0,
France,FRA,1962,,,,47352626.0,
France,FRA,1963,,,,47817823.0,
France,FRA,1964,,,,48319087.0,
France,FRA,1965,,,,48772824.0,
France,FRA,1966,,,,49184651.0,
France,FRA,1967,,,,49574907.0,
France,FRA,1968,,,,49947252.0,
France,FRA,1969,,,,50355300.0,
France,FRA,1970,,,,50813071.0,
France,FRA,1971,,,,51293056.0,
France,FRA,1972,,,,51743877.0,
France,FRA,1973,,,,52162210.0,
France,FRA,1974,,,,52504744.0,
France,FRA,1975,,,,52746324.0,
France,FRA,1976,,,,52959120.0,
France,FRA,1977,,,,53197133.0,
France,FRA,1978,,,,53429668.0,
France,FRA,1979,,,,53660898.0,
France,FRA,1980,,,,53941061.0,
France,FRA,1981,,,,54255004.0,
France,FRA,1982,,,,54582405.0,
France,FRA,1983,,,,54889407.0,
France,FRA,1984,,,,55176626.0,
France,FRA,1985,,,,55467153.0,
France,FRA,1986,,,,55752833.0,
France,FRA,1987,,,,56048366.0,
France,FRA,1988,,,,56361846.0,
France,FRA,1989,,,,56685081.0,
France,FRA,2024,,,,66548532.0,
France,FRA,2025,,,,66650804.0,
France,FRA,2026,,,,66746398.0,
France,FRA,2027,,,,66838262.0,
France,FRA,2028,,,,66928636.0,
France,FRA,2029,,,,67018331.0,
France,FRA,2030,,,,67107690.0,
France,FRA,2031,,,,67194857.0,
France,FRA,2032,,,,67281986.0,
France,FRA,2033,,,,67369321.0,
France,FRA,2034,,,,67458153.0,
France,FRA,2035,,,,67547942.0,
France,FRA,2036,,,,67635323.0,
France,FRA,2037,,,,67721114.0,
France,FRA,2038,,,,67801927.0,
France,FRA,2039,,,,67873408.0,
France,FRA,2040,,,,67938905.0,
France,FRA,2041,,,,68002578.0,
France,FRA,2042,,,,68063860.0,
France,FRA,2043,,,,68115787.0,
France,FRA,2044,,,,68157082.0,
France,FRA,2045,,,,68190957.0,
France,FRA,2046,,,,68214671.0,
France,FRA,2047,,,,68229077.0,
France,FRA,2048,,,,68235299.0,
France,FRA,2049,,,,68231376.0,
France,FRA,2050,,,,68219681.0,
France,FRA,2051,,,,68200255.0,
France,FRA,2052,,,,68175779.0,
France,FRA,2053,,,,68146930.0,
France,FRA,2054,,,,68111010.0,
France,FRA,2055,,,,68067631.0,
France,FRA,2056,,,,68022156.0,
France,FRA,2057,,,,67978668.0,
France,FRA,2058,,,,67935852.0,
France,FRA,2059,,,,67892957.0,
France,FRA,2060,,,,67850297.0,
France,FRA,2061,,,,67810550.0,
France,FRA,2062,,,,67772612.0,
France,FRA,2063,,,,67739667.0,
France,FRA,2064,,,,67713647.0,
France,FRA,2065,,,,67691808.0,
France,FRA,2066,,,,67677301.0,
France,FRA,2067,,,,67669051.0,
France,FRA,2068,,,,67664283.0,
France,FRA,2069,,,,67668109.0,
France,FRA,2070,,,,67678907.0,
France,FRA,2071,,,,67698394.0,
France,FRA,2072,,,,67724508.0,
France,FRA,2073,,,,67752339.0,
France,FRA,2074,,,,67784580.0,
France,FRA,2075,,,,67822259.0,
France,FRA,2076,,,,67863937.0,
France,FRA,2077,,,,67905317.0,
France,FRA,2078,,,,67945203.0,
France,FRA,2079,,,,67984812.0,
France,FRA,2080,,,,68024940.0,
France,FRA,2081,,,,68066811.0,
France,FRA,2082,,,,68108435.0,
France,FRA,2083,,,,68153328.0,
France,FRA,2084,,,,68198946.0,
France,FRA,2085,,,,68237655.0,
France,FRA,2086,,,,68276455.0,
France,FRA,2087,,,,68316289.0,
France,FRA,2088,,,,68354444.0,
France,FRA,2089,,,,68389695.0,
France,FRA,2090,,,,68421874.0,
France,FRA,2091,,,,68451049.0,
France,FRA,2092,,,,68475270.0,
France,FRA,2093,,,,68498696.0,
France,FRA,2094,,,,68518862.0,
France,FRA,2095,,,,68529644.0,
France,FRA,2096,,,,68529524.0,
France,FRA,2097,,,,68523857.0,
France,FRA,2098,,,,68516583.0,
France,FRA,2099,,,,68503749.0,
France,FRA,2100,,,,68484560.0,
Germany,DEU,2010,,0.9017337,16.87987,80830916.0,
Germany,DEU,2017,,0.9025641,16.98994,83104010.0,
Germany,DEU,2018,,0.90282637,17.04192,83368507.0,
Germany,DEU,2020,,0.88424176,17.22598,83628711.0,
Germany,DEU,1990,,,14.376788,79707963.0,
Germany,DEU,1991,,,14.56479,80303190.0,
Germany,DEU,1992,,,14.75525,80934901.0,
Germany,DEU,1993,,,15.47786,81486771.0,
Germany,DEU,1994,,,15.64467,81773613.0,
Germany,DEU,1995,,,15.75278,82019890.0,
Germany,DEU,1996,,,15.86442,82263195.0,
Germany,DEU,1997,,,15.94838,82389631.0,
Germany,DEU,1998,,,16.020033,82011933.0,
Germany,DEU,1999,,,16.091686,81678279.0,
Germany,DEU,2000,,,16.16334,81797255.0,
Germany,DEU,2001,,,16.234993,81933882.0,
Germany,DEU,2002,,,16.306646,82068328.0,
Germany,DEU,2003,,,16.3783,82111619.0,
Germany,DEU,2004,,,16.449951,82092706.0,
Germany,DEU,2005,,,16.521605,82046733.0,
Germany,DEU,2006,,,16.593258,81701971.0,
Germany,DEU,2007,,,16.664911,81298546.0,
Germany,DEU,2008,,,16.736565,81110780.0,
Germany,DEU,2009,,,16.808218,80935276.0,
Germany,DEU,2011,,,16.951523,80857877.0,
Germany,DEU,2012,,,17.023176,80916391.0,
Germany,DEU,2013,,,17.09483,81041581.0,
Germany,DEU,2014,,,17.1184,81376078.0,
Germany,DEU,2015,,,17.11218,82077546.0,
Germany,DEU,2016,,,16.87517,82760102.0,
Germany,DEU,2019,,,17.22438,83559184.0,
Germany,DEU,2021,,,17.34335,83697080.0,
Germany,DEU,2022,,,17.30922,84086227.0,
Germany,DEU,2023,,,17.30922,84548233.0,Europe and Central Asia (WB)
Germany,DEU,-10000,,,,6576.0,
Germany,DEU,-9000,,,,9864.0,
Germany,DEU,-8000,,,,14796.0,
Germany,DEU,-7000,,,,22195.0,
Germany,DEU,-6000,,,,33292.0,
Germany,DEU,-5000,,,,44939.0,
Germany,DEU,-4000,,,,87409.0,
Germany,DEU,-3000,,,,161113.0,
Germany,DEU,-2000,,,,316670.0,
Germany,DEU,-1000,,,,625005.0,
Germany,DEU,0,,,,3000000.0,
Germany,DEU,100,,,,3250000.0,
Germany,DEU,200,,,,3500000.0,
Germany,DEU,300,,,,3500000.0,
Germany,DEU,400,,,,3500000.0,
Germany,DEU,500,,,,3250000.0,
Germany,DEU,600,,,,3000000.0,
Germany,DEU,700,,,,3125000.0,
Germany,DEU,800,,,,3250000.0,
Germany,DEU,900,,,,3375000.0,
Germany,DEU,1000,,,,3500000.0,
Germany,DEU,1100,,,,4000000.0,
Germany,DEU,1200,,,,6000000.0,
Germany,DEU,1300,,,,9000000.0,
Germany,DEU,1400,,,,6500000.0,
Germany,DEU,1500,,,,9000000.0,
Germany,DEU,1600,,,,12000000.0,
Germany,DEU,1700,,,,13000000.0,
Germany,DEU,1710,,,,13978611.0,
Germany,DEU,1720,,,,14957593.0,
Germany,DEU,1730,,,,15936975.0,
Germany,DEU,1740,,,,16916784.0,
Germany,DEU,1750,,,,17897050.0,
Germany,DEU,1760,,,,18891900.0,
Germany,DEU,1770,,,,19886750.0,
Germany,DEU,1780,,,,20881600.0,
Germany,DEU,1790,,,,21876450.0,
Germany,DEU,1800,,,,18000000.0,
Germany,DEU,1801,,,,18294612.0,
Germany,DEU,1802,,,,18594046.0,
