DATAFLOW,LAST UPDATE,freq,sex,age,training,wstatus,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,CY,2024,6.8,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,CY,2025,6.3,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,CZ,2005,10.6,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,CZ,2006,9.0,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,CZ,2007,6.4,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,CZ,2008,4.8,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,CZ,2009,7.1,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,CZ,2010,7.1,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,CZ,2011,6.6,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,CZ,2012,7.1,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,CZ,2013,7.1,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,CZ,2014,6.5,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,CZ,2015,5.9,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,CZ,2016,5.4,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,CZ,2017,4.2,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,CZ,2018,3.7,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,CZ,2019,3.3,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,CZ,2020,4.6,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,CZ,2021,3.9,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,CZ,2022,7.0,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,CZ,2023,10.1,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,CZ,2024,9.5,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,CZ,2025,8.8,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DE,2005,11.5,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DE,2006,11.0,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DE,2007,9.9,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DE,2008,9.3,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DE,2009,8.2,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DE,2010,7.7,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DE,2011,7.1,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DE,2012,7.2,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DE,2013,6.9,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DE,2014,6.6,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DE,2015,6.3,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DE,2016,6.3,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DE,2017,5.9,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DE,2018,5.3,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DE,2019,5.0,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DE,2020,6.5,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DE,2021,6.5,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DE,2022,6.2,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DE,2023,6.2,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DE,2024,6.3,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DE,2025,6.9,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DK,2005,5.7,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DK,2006,4.1,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DK,2007,5.0,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DK,2008,5.1,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DK,2009,5.5,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DK,2010,6.6,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DK,2011,7.4,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DK,2012,6.5,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DK,2013,6.5,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DK,2014,6.9,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DK,2015,6.4,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DK,2016,7.9,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DK,2017,8.8,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DK,2018,7.6,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DK,2019,8.0,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DK,2020,8.2,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DK,2021,6.4,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DK,2022,5.5,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DK,2023,6.4,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DK,2024,6.6,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,DK,2025,7.0,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EA21,2005,12.5,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EA21,2006,11.8,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EA21,2007,11.2,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EA21,2008,11.0,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EA21,2009,12.1,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EA21,2010,12.6,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EA21,2011,13.0,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EA21,2012,13.7,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EA21,2013,14.0,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EA21,2014,13.7,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EA21,2015,13.2,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EA21,2016,12.4,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EA21,2017,11.5,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EA21,2018,10.7,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EA21,2019,9.8,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EA21,2020,11.3,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EA21,2021,10.3,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EA21,2022,9.0,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EA21,2023,8.9,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EA21,2024,8.4,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EA21,2025,8.5,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EE,2005,9.4,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EE,2006,7.8,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EE,2007,7.6,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EE,2008,6.6,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EE,2009,10.4,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EE,2010,12.6,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EE,2011,10.7,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EE,2012,10.0,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EE,2013,8.6,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EE,2014,7.1,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EE,2015,8.3,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EE,2016,7.8,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EE,2017,6.3,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EE,2018,5.6,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EE,2019,7.4,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EE,2020,9.2,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EE,2021,6.6,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EE,2022,5.8,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EE,2023,5.9,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EE,2024,7.7,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EE,2025,5.7,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EL,2005,15.1,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EL,2006,15.0,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EL,2007,14.2,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EL,2008,12.6,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EL,2009,14.7,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EL,2010,17.8,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EL,2011,22.4,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EL,2012,27.3,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EL,2013,29.0,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EL,2014,27.9,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EL,2015,25.8,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EL,2016,23.1,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EL,2017,22.3,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EL,2018,20.4,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EL,2019,17.4,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EL,2020,18.1,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EL,2021,17.3,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EL,2022,16.5,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EL,2023,15.2,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EL,2024,12.3,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EL,2025,11.3,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,ES,2005,11.9,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,ES,2006,10.8,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,ES,2007,10.3,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,ES,2008,11.9,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,ES,2009,16.1,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,ES,2010,17.3,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,ES,2011,18.1,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,ES,2012,20.0,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,ES,2013,21.0,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,ES,2014,19.6,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,ES,2015,17.9,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,ES,2016,16.7,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,ES,2017,14.9,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,ES,2018,13.0,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,ES,2019,12.3,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,ES,2020,15.4,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,ES,2021,12.2,bd,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,ES,2022,11.0,d,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,ES,2023,10.2,d,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,ES,2024,9.6,d,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,ES,2025,8.8,d,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EU27_2020,2005,12.9,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EU27_2020,2006,12.0,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EU27_2020,2007,11.1,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EU27_2020,2008,10.6,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EU27_2020,2009,11.8,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EU27_2020,2010,12.3,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EU27_2020,2011,12.6,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EU27_2020,2012,13.3,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EU27_2020,2013,13.6,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EU27_2020,2014,13.2,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EU27_2020,2015,12.5,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EU27_2020,2016,11.7,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EU27_2020,2017,10.8,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EU27_2020,2018,10.0,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EU27_2020,2019,9.2,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EU27_2020,2020,10.6,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EU27_2020,2021,9.5,b,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EU27_2020,2022,8.4,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EU27_2020,2023,8.4,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EU27_2020,2024,8.0,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,EU27_2020,2025,8.1,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,FI,2005,6.0,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,FI,2006,6.1,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,FI,2007,5.2,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,FI,2008,4.9,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,FI,2009,7.0,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,FI,2010,6.0,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,FI,2011,6.1,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,FI,2012,6.1,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,FI,2013,6.2,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,FI,2014,6.6,,
ESTAT:EDAT_LFSE_20(1.0),16/04/26 23:00:00,A,F,Y18-29,NO_FE_NO_NFE,WANT,PC,FI,2015,8.3,,
