ANNOSCOLASTICO,CODICEISTITUTO,SEZIONE,CODICECRITERIO,PUNTEGGIOSCUOLA,MOTIVAZIONEPUNTEGGIOSCUOLA,_source_file,_dataset_id,_extracted_at
201617,IMIC81500V,Esiti,22,4,"La criticita' evidenziata e' probabilmente da imputare all'elevato numero di alunni per classe oltre che ad una alta variabilita' di competenze, abilita' e risultati dovuti anche all'inserimento di numerosi alunni extracomunitari non alfabetizzati in lingua italiana e senza la possibilita' di avere la presenza di un mediatore culturale.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,MTIC83400D,Esiti,23,5,"Dopo attenta osservazione delle risultanze rilevate dalla certificazione delle competenze emerge che non vengono rilevate ne' documentate particolari forme di conflittualita' e aggressivita' ne' nella relazione educativa ne' tra pari anche se il senso di isolamento e la mancanza di opportunita' culturali sfociano talvolta in comportamenti poco opportuni, che non favoriscono lo sfruttamento delle potenzialita' personali degli alunni.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,TVIS018005,Esiti,23,4,"La scuola valuta in modo oggettivo e sistematico le competenze chiave di cittadinanza in Alternanza Scuola Lavoro. Il livello delle competenze chiave di cittadinanza risulta in miglioramento riguardo alle competenze sociali e civiche. Anche se il numero di provvedimenti disciplinari e' ancora elevato, la situazione e' in miglioramento. In contesto lavorativo gli studenti dimostrano di aver raggiunto buoni livelli di responsabilita' riguardo al rispetto delle norme di sicurezza e degli orari di lavoro. La scuola adotta criteri comuni per la valutazione del comportamento, sta lavorando alla predisposizione di strumenti per valutare il raggiungimento delle competenze chiave e di cittadinanza degli studenti oltre che in alternanza anche in attivita' curricolari.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,CEIC8A4001,Esiti,24,4,"I risultati degli studenti nel successivo percorso di studio sono sostanzialmente positivi pochi studenti incontrano difficolta' di apprendimento (non sono ammessi alla classe successiva, hanno debiti formativi o cambiano l'indirizzo di studio) e il numero di abbandoni nel percorso di studi successivo e' contenuto. L'azione della scuola in relazione al consiglio orientativo puo' ritenersi efficace. Da monitorare in maniera piu' sistematica i risultati a distanza, con particolare riferimento all'andamento nelle prove Invalsi.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,MIIC879004,Esiti,22,5,"Il punteggio di italiano e matematica della scuola alle prove INVALSI e' in linea con quello di scuole con background socio economico e culturale simile. La varianza tra classi in italiano e in matematica alcune volte si discosta dalla media, sia in positivo che in negativo.Nella scuola primaria i punteggi delle classi, sia in matematica che in italiano, sono piu' alti degli standard e la quota di studenti nei livelli 1 e 2 e' inferiore alla media.Nella scuola secondaria di primo grado i punteggi delle classi non si discostano molto dalla media della scuola, anche se ci sono casi di singole classi in matematica che si discostano in negativo la quota di studenti collocata nei livelli 1 e 2 in matematica e'inferiore a livello 1 in alcuni casi.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,CHIC80700E,Esiti,22,5,"Nelle classi II della Primaria vi e' un incremento dei risultati, rispetto all'anno precedente, che sono superiori alle medie di riferimento, sia in Italiano che in Matematica.Nelle classi quinte, in Italiano, i risultati sono migliori rispetto all'anno precedente, da 58,4% a 66,2% ed il punteggio e' superiore ai dati di riferimento. In matematica si registra invece un peggioramento del punteggio, da 57,9 a 46,6 ed il punteggio e' inferiore sensibilmente alle medie di riferimento.Nella classe III in Italiano si registra un leggero incremento rispetto allo scorso anno, da 61,2% a 62,2% in Matematica si ottiene il punteggio di 51,6% inferiore rispetto al 57,7 dell'anno precedente ma al di sopra delle medie di riferimento dell'a.s. 2015 16.In sintesi, il dato inferiore rispetto alle medie di riferimento si concentra solo sulle classi quinte della Primaria, per tutte le altre classi e prove i risultati sono positivi.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,PIIC838002,Esiti,23,2,"Il livello delle competenze chiave e di cittadinanza raggiunto dagli studenti e' disomogeneo in alcune situazioni le competenze sociali e civiche sono scarsamente sviluppate (collaborazione tra pari, responsabilita' e contributo proficuo alla vita della comunita'). Non e' sufficientemente stimolato il raggiungimento di una adeguata autonomia nell'organizzazione del lavoro e nell'autoregolazione dell'apprendimento da parte degli alunni. Sono generalmente condivisi i criteri per la valutazione del comportamento. Rimane da sviluppare l'ambito delle competenze digitali e del coding.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,SAPS170004,Esiti,21,7,"Valutati tutti gli indicatori, non si evincono sostanziali punti di criticita' e la scuola garantisce il successo formativo quasi alla totalita' della popolazione scolastica.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,PAIS00800L,Esiti,21,4,la stabilita' del corpo docenti negli anni ha influito sulla capacita' della scuola di garantire una costanza educativa ed una pronta risposta alle prime avvisaglie degli abbandoni.essendo stata predisposta una batteria di test in ingresso e' stato possibile definire delle classi omogenee.,VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,MIIC8AW00T,Esiti,22,4,I livelli raggiunti dalla scuola sono al di sopra di quelli di scuole con medesimo background socio culturale. I risultati tra una classe e l'altra non si discostano in maniera vistosa. La quota di studenti collocati a livelli 4 e 5 e' superiore nella maggior parte dei casi alla media di Lombardia e nord ovest,VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,CAPM04000N,Esiti,21,4,"Le motivazioni del giudizio di quasi positivita' si basano sull'osservazione che quasi tutti i parametri dei risultati scolastici sono in linea con quelli nazionali. Un elemento che si discosta e' il voto di diploma, il quale, nonostantela scientificita' nell'attribuzione di punteggi alle singole prove d'esame, e' ancora molto ancorato alla soggettivita' della Commissione. A dimostrazione di quanto detto si puo' osservare la netta incoerenza tra voto di diploma e risultati a distanza, essendo i secondi piu' positivi di quanto si potrebbe prevedere in relazione al voto finale. Le motivazioni potrebbero pero' anche essere legate ad una certa demotivazione allo studio da parte di gruppi di studenti, conseguente alla scarsa possibilita' di prospettive future. Gli interventi della scuola per contenere il fenomeno della dispersione scolastica hanno ottenuto risultatiin situazioni singole e particolari (disagio psicologico, problematiche adolescenziali, ecc..), ma ancora non son risolte tutte le situazioni specifiche.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,PZIC878004,Esiti,24,6,"I risultati degli studenti nel percorso successivo di studio sono buoni: in una classe si registrano risultati in salita sia per l'italiano che per la matematica, rispetto all'area geografica di appartenenza e nazionale. Per le altre due classi i risultati sono o in linea o in lieve discesa.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,BRMM06500N,Esiti,22,6,Il punteggio di italiano e matematica della scuola nelle prove INVALSI e' superiore a quello di scuole con background socio economico e culturale simile ed e' superiore alla media nazionale. La varianza tra classi in italiano e matematica e' inferiore a quella media. I punteggi delle diverse classi in italiano e matematica non si discostano molto dalla media della scuola. La quota di studenti collocata nei livelli 1 e 2 in italiano e in matematica e' decisamente inferiore alla media nazionale.,VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,PNIC80800P,Esiti,23,4,Generalmente il livello delle competenze di cittadinanza raggiunto dagli studenti puo' dirsi accettabile nelle classi e nei plessi sono presenti casi di studenti con difficolta' sia negli apprendimenti che nel comportamento. Tuttavia l'istituto si e' dotato di strumenti valutativi uniformi cosi' da rendere piu' omogenea possibile la valutazione delle competenze chiave e di cittadinanza,VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,BAIC867006,Esiti,21,6,"Il nostro istituto comprensivo si colloca nella fascia di valutazione 6, tra positivo ed eccellente , perche' il nostro PTOF risponde pienamente alle esigenze del nostro bacino d'utenza permettendoci di garantire il successo formativo dei nostri studenti. La nostra scuola anche se ubicata in una zona non piu' in espansione, riceve iscrizioni o trasferimenti da altre scuole. Inoltre la distribuzione degli studenti per fasce di voto evidenzia una situazione di sostanziale equilibrio.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,CEIC82900P,Esiti,23,5,"Il livello delle competenze chiave e di cittadinanza raggiunto dagli studenti e' buono le competenze sociali e civiche sono adeguatamente sviluppate (collaborazione tra pari, responsabilita' e rispetto delle regole). La maggior parte degli studenti raggiunge una adeguata autonomia nell'organizzazione dello studio e nell'autoregolazione dell'apprendimento. Non sono presenti concentrazioni anomale di comportamenti problematici in specifiche sezioni, plessi, indirizzi di scuola. La scuola adotta criteri comuni per la valutazione del comportamento e utilizza almeno uno strumento per valutare il raggiungimento delle competenze chiave e di cittadinanza degli studenti.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,MIIC8C800T,Esiti,23,4,"Il livello delle competenze chiave e di cittadinanza raggiunto dagli studenti e' discreto sono presenti alcune situazioni (classi, plessi, ecc.) nelle quali le competenze sociali e civiche non sono adeguatamente sviluppate (collaborazione tra pari, responsabilita' e rispetto delle regole). In generale gli studenti raggiungono una sufficiente autonomia nell'organizzazione dello studio e nell'autoregolazione dell'apprendimento, ma alcuni studenti non raggiungono un'autonomia del tutto adeguata. La scuola adotta criteri comuni per la valutazione del comportamento e per raggiungimento delle competenze chiave e di cittadinanza degli studenti.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,FOIC82500A,Esiti,21,5,I dati non sono completi poiche' non esiste lo storico dell'istituto.,VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,NAIS04100B,Esiti,21,3,La scuola presenta diversi casi di abbandono ed irregolarita' nel percorso di studio e numerosi debiti formativi al termine dell'anno scolastico,VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,RMIC8EF00X,Esiti,23,6,"nell'istituto si procede alla valutazione delle competenze di cittadinanza e alla loro certificazione, sulla base di una griglia di valutazione del comportamento deliberata in Collegio dei Docenti e inserita nel POF.La valutazione avviene a seguito dell'osservazione dei comportamenti in merito a:  gestione delle proprieta' e degli spazi personali  rapporti tra pari e con gli adulti gestione del tempo libero e del tempo dedicato al lavoro di classe gestione dello studio autonomo al di fuori del tempo scuola  capacita' di autovalutazione dei comportamenti e dei risultati.La scuola ha strutturato le valutazioni raccolte in forma di indicatore per monitorare l'andamento.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,RMIS08200L,Esiti,24,4,La scuola deve attivare processi piu' incidenti che possano produrre maggiore successo nel percorso post scolastico. E' opportuno attivare un'attivita' di monitoraggio della fase post diploma. I risultati a distanza nei percorsi di studio o nell'inserimento nel mondo del lavoro costituiscono infatti una verifica importante per l'efficacia di una didattica spendibile e misurabile.,VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,FRPM08000L,Esiti,23,5,"Il livello delle competenze chiave e di cittadinanza raggiunto dagli studenti e' buono le competenze sociali e civiche sono adeguatamente sviluppate (collaborazione tra pari, responsabilita' e rispetto delle regole). La maggior parte degli studenti raggiunge una adeguata autonomia nell'organizzazione dello studio e nell'autoregolazione dell'apprendimento. Non sono presenti concentrazioni anomale di comportamenti problematici in specifiche sezioni, plessi, indirizzi di scuola. La scuola adotta criteri comuni per la valutazione del comportamento e utilizza almeno uno strumento per valutare il raggiungimento delle competenze chiave e di cittadinanza degli studenti.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,CSIC850007,Esiti,22,4,"Dall'analisi effettuata dalla raccolta dei dati Invalsi riguardanti le Prove dell'anno scolastico 2015/2016 ,  risulta che la scuola si colloca in una posizione uguale e in alcuni casi, superiore alla media nazionale, come descritto nei punti di forza dell'Istituto Comprensivo Federico II di Rocca Imperiale. Cio' e dovuto alla metodologia usata dai docenti nei vari ordini di scuola che lavorano sullo sviluppo delle competenze e non solo delle conoscenze degli argomenti nelle varie discipline. Bisogna sicuramente migliorare i livelli degli studenti all'interno delle classi, anche se resta bassa la concentrazione del livello 1 nella Scuola Primaria e Secondaria di I grado.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,LCIC81700P,Esiti,22,5,"Il punteggio di italiano e matematica e' superiore alla media nazionale, ma non in tutte le classi. La scuola assicura variabilita' alle classi e il dato e' leggermente piu' basso rispetto ai dati nazionali. La quota degli studenti che si collocano ai livelli 1 e 2 non sempre e' inferiore al dato regionale.La scuola, nonostante i risultati positivi, ha effetto e incidenza sui risultati ottenuti dagli studenti pari alla media.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,MEIC864003,Esiti,23,4,"La maggior parte degli studenti della scuola nell'ordine primaria raggiunge livelli piu' che buoni in relazione ad almeno due competenze chiave tra quelle considerate nella Scuola Secondaria di 1^ grado, invece, i livelli si fermano tra Base e Iniziale (competenze sociali e civiche, imparare a imparare, competenze digitali, spirito di iniziativa e imprenditorialita')",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,CBIS002003,Esiti,21,4,"La scuola perde alcuni studenti nel passaggio da un anno all'altro a causa di un metodo di studio non adeguato e/o a carenze pregresse o anche per scarsa propensione per le materie d'indirizzo, anche se nei Licei artistico e scientifico tale percentuale e' inferiore alla media nazionale, mentre al Liceo classico la percentuale era di poco superiore alla media nazionale nell'a.s. 2013/2014 negli ultimi anni la percentuale dei non promossi nei tre Licei e' diminuita. Ci sono alcuni trasferimenti e abbandoni soltanto al Liceo artistico sia per scelte iniziali superficiali, sia a causa del contesto socio/culturale di provenienza, sia per motivazioni personali. La distribuzione degli studenti per fasce di voto evidenzia una situazione nel complesso equilibrata se pur differenziata tra i tre licei: si evidenzia una concentrazione nella fascia di voto 71/80 ai Licei artistico e scientifico, mentre invece la percentuale maggiore di studenti si colloca nella fascia tra 81 e 100 al Liceo classico (meglio della media regionale e nazionale) in quanto gli studenti di quest'ultimo liceo sono maggiormente motivati rispetto allo studio anche in vista del proseguimento universitario.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,PAIC86000D,Esiti,24,2,"La popolazione degli studenti che si iscrivealla scuola secondaria di secondo grado presenta le seguenti caratteristiche: una buona parte si iscrive alla scuola superiore solo per assolvere l'obbligo scolastico/formativo per poi dedicarsi ad altre attivita', la restante parte e' composta da coloro i quali conseguono il titolo di studio superiore con risultati modesti e da coloro i quali fanno registrare ottimi risultati iscrivendosi anche all' Universita'. Gli studenti usciti dalla primaria e dalla secondaria dopo due o tre anni ottengono risultati medi nelle prove INVALSI di italiano e matematica di poco inferiori a quelli medi nazionali.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,TOIC84100N,Esiti,24,4,Il giudizio e' stato assegnato poiche' la scuola si colloca tra i criteri esplicati al punto 3 ed i criteri esplicati al punto 5 in quanto i risultati degli studenti nel successivo percorso di studio sono buoni ma alcuni studenti incontrano difficolta' nel cambio di ordine e soprattutto nella classe prima di scuola secondaria di primo grado laddove la percentuale di non promossi risulta essere superiore alla media provinciale.Il numero degli abbandoni e' molto contenuto.,VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,CEIC8AC005,Esiti,22,6,"Il punteggio di italiano e matematica della scuola alle prove INVALSI e' superiore a quello di scuole con background socio economico e culturale simile. La varianza tra classi in italiano e matematica e' in linea con quella media, i punteggi delle classi non si discostano dalla media della scuola. Tenuto conto delle esigue diversita' cognitivo prestazionali nelle performance vanno maggiormente migliorate le quote di studenti collocati nei livelli bassi.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,TVIC84200T,Esiti,23,4,"Il livello delle competenze chiave e di cittadinanza raggiunto dagli studenti e' generalmente buono, le competenze sociali e civiche sono adeguatamente sviluppate (collaborazione tra pari, responsabilita' e rispetto delle regole) anche se sono presenti casi nei quali le competenze sociali e civiche sono scarsamente sviluppate. La maggior parte degli studenti raggiunge una adeguata autonomia nell'organizzazione dello studio e nell'autoregolazione dell'apprendimento. La scuola adotta criteri comuni per la valutazione del comportamento ma non utilizza in modo sistematico e concordato strumenti per valutare il raggiungimento delle competenze chiave e di cittadinanza degli studenti.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,BSPS03000P,Esiti,21,6,"La scuola non perde studenti nel passaggio da un anno all'altro, fatta eccezione per un numero limitato di spostamenti verso altri Indirizzi, e accoglie studenti provenienti da altre scuole. La distribuzione degli studenti per fasce di voto evidenzia una situazione di parziale equilibrio. I criteri di selezione adottati dalla scuola sono adeguati a garantire il successo formativo della maggioranza degli studenti, permettendo anche esiti eccellenti.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,CTIC89700G,Esiti,23,4,"La scuola valuta le competenze di cittadinanza degli studenti come il rispetto delle regole, lo sviluppo del senso di legalita' e di un'etica della responsabilita', la collaborazione e lo spirito di gruppo. Essa adotta, inoltre, criteri di valutazione comuni per l'assegnazione del voto di comportamento. La valutazione di queste competenze avviene tramite osservazione del comportamento nelle diverse situazioni e contesti. Il livello delle competenze chiave e di cittadinanza raggiunto dagli studenti nel loro percorso scolastico e' buono. Si riscontrano alcune differenze nei vari Plessi dell'Istituto.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,LEIC8AL00L,Esiti,22,4,"Il punteggio di italiano e matematica della scuola alle prove INVALSI e' superiore a quello di scuole con background socio economico e culturale simile. La varianza tra classi in italiano e matematica e' in linea o di poco inferiore a quella media, i punteggi delle classi non si discostano dalla media della scuola oppure in alcune classi si discostano in positivo.La quota di studenti collocata nei livelli 1 e 2 in italiano e in matematica e' in linea con la media nazionale.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,VBIC813002,Esiti,23,4,La scuola si trova in una fase di transizione tra un vecchio modello trasmissivo e uno nuovo frutto di una riflessione gia' avviata e parzialmente strutturata. Cio' e' particolarmente evidente nella strutturazione di un nuovo curricolo (verticale e interdisciplinare aggregato per competenze chiave) e l'elaborazione e somministrazione delle prove comuni disciplinari per classi parallele che ha dato modo di avviare una riflessione collegiale sull'opportunita' di impostare una didattica per competenze.,VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,LTIS004008,Esiti,23,4,Il giudizio 4 e' motivato col fatto che le competenze sociali e civiche non sono egualmente sviluppate nelle diverse classi e mancano strumenti comuni per valutare il raggiungimento delle competenze chiave e di cittadinanza degli studenti.,VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,MTIC814008,Esiti,23,3,"Il livello di competenze chiave e di cittadinanza raggiunto dagli studenti e' accettabile sono presenti alcune situazioni nelle quali le competenze sociali e civiche sono scarsamente sviluppate( rispetto delle regole scolastiche). In generale gli studenti raggiungono una sufficiente autonomia nell'organizzazione dello studio e dell'autoregolazione dell'apprendimento, ma alcuni studenti non raggiungono una adeguata autonomia. La Scuola, pur avendo adottato criteri comportamentali, non utilizza strumenti per valutare il raggiungimento delle competenze chiave e di cittadinanza degli allievi.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,MOIC837007,Esiti,22,6,"Nell'a.s. 2015/16 il punteggio di italiano e matematica della Scuola alle prove INVALSI e' superiore al livello nazionale in tutte classi 5^ della scuola primaria e 3^ della scuola secondaria di I grado.I punteggi delle classi non si discostano molto dalla media della Scuola, anche se ci sono casi di singole classi in italiano e matematica che si discostano in negativo ma anche in positivo.La variabilita' tra le classi impegnera' ulteriormente la scuola in azioni di miglioramento.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,PVIS007004,Esiti,24,5,"La maggior parte degli studenti che proseguono gli studi nei corsi universitari completano i loro studi con successo. Quelli che si impiegano nel modo del lavoro ottengono buone gratificazioni da parte del datore di lavoro. Ne abbiamo riscontro dagli stessi datori di lavoro con i quali abbiamo un rapporto costante e proficuo. La preparazione scolastica, nei vari settori, e' sufficiente come preparazione di base e adeguata per intraprendere una nuova attivita'.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,CNIC83600N,Esiti,23,4,"Il livello delle competenze chiave e di cittadinanza raggiunto dagli studenti e' accettabile.In alcuni casi il livello di autonomia nel reperire e organizzare informazioni da fonti diverse, nell'organizzazione del proprio tempo di studio, nel rispetto delle regole e del patto di corresponsabilita' condiviso, nel partecipare attivamente alle attivita' scolastiche non sono ancora adeguate.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,TOIC8AA00T,Esiti,21,7,Motivazione non dichiarata,VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,BAIS05800G,Esiti,23,4,"Il livello delle competenze chiave e di cittadinanza raggiunto dagli studenti e' buono le competenze sociali e civiche sono adeguatamente sviluppate (collaborazione tra pari, responsabilita' e rispetto delle regole). Una meta' degli studenti raggiunge una adeguata autonomia nell'organizzazione dello studio e nell'autoregolazione dell'apprendimento, quasi un terzo riesce ad organizzare il proprio apprendimento in modo sufficiente, la restante parte non raggiunge tale finalita'. La scuola adotta criteri comuni per la valutazione del comportamento attraverso una griglia con cui attribuisce il voto di condotta ma non utilizza sempre strumenti specifici per valutare il raggiungimento di tutte le competenze chiave e di cittadinanza degli studenti.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,COIC83400P,Esiti,22,4,"Nelle classi della scuola primaria il punteggio di italiano e matematica e' inferiore a quello di scuole con background socio economico e culturale simile. I punteggi conseguiti sono eterogenei e in alcune classi tendenti al negativo. La quota di studenti collocata nei livelli 1 e 2 sia in italiano sia in matematica e' superiore alla media nazionale, mentre il livello 5 e' generalmente inferiore. Nella prova nazionale il punteggio di italiano e matematica della scuola e' superiore a quello di scuole con background socio economico e culturale simile.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,NAIC8FC004,Esiti,23,5,Motivazione non dichiarata,VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,NAIC82200T,Esiti,24,6,Successo scolastico a lungo termine.,VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,PZIC86000V,Esiti,24,5,"Quasi tutti gli alunni di Scuola Primaria si iscrivono al primo anno di scuola secondaria di I grado dell'Istituto comprensivo, il che pone lebasi per il raggiungimento di obiettivi di miglioramento della continuita' verticale e crea i presupposti per una proficua continuita' orizzontalequale sviluppo di relazioni e sinergia tra scuola e territorio di appartenenza. La scuola non raccoglie in modo sistematico, informazioni sui risultati dei propri alunni di scuola secondaria di I grado, nei successivi percorsi di studio. Inferiore alla media provinciale e' il n. degli alunni, promossi nella scuola superiore, che hanno seguito il consiglio orientativo. Non ci sono abbandoni e trasferimenti.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,SSEE02500B,Esiti,24,4,Motivazione non dichiarata,VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,CHMM062004,Esiti,21,4,"Gli studenti non ammessi all'anno successivo e/o gli abbandoni in generale sono in linea con i riferimenti nazionali, anche se nell'ITET ci sono maggiori criticita'. Nella secondaria di II grado la quota di studenti sospesi in giudizio per debiti scolastici e' pari ai riferimenti nazionali e superiore ai riferimenti per il Liceo Scientifico ma inferiore per l'ITET. La distribuzione dei voti all'Esame di Stato evidenzia una concentrazione lievemente superiore ai riferimenti nazionali di studenti collocati nelle fasce di punteggio dal 7 al 9 nel primo ciclo. La quota di studenti collocata nelle fasce di voto medio basse all'Esame di stato (6 7 nel I ciclo 60 70 nel II ciclo) e' in linea ai riferimenti nazionali. Nell'anno di riferimento 2015/16, determinante per gli abbandoni e' stato il fenomeno di ritorno nei paesi di origine di alcuni studenti stranieri iscritti all'ITET, cosi' come il riorientamento di alcuni studenti verso scuole piu' consone alle loro attitudini e potenzialita'.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,BSIS01300G,Esiti,22,5,Motivazione non dichiarata,VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,CEIC819004,Esiti,22,4,"La scuola ,  nelle prove standardizzate, non raggiunge risultati soddisfacenti ad eccezione di singole classi che ottengono buoni esiti, soprattutto nelle prove di matematica.Non si evincono sostanziali disparita' di livello tra alunni meno dotati e quelli piu' dotati.I risultati delle prove INVALSI risultano i seguenti:le classi seconde della scuola primaria hanno, in italiano, una media piu' alta rispetto a quella delle scuole con lo stesso contesto socio economico e culturale e anche rispetto a quella nazionale la media risultapiu' bassa invece nell'ambito di matematica.",VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
201617,RMIC8CD003,Esiti,22,4,Il punteggio medio degli studenti dell'Istituto nelle prove INVALSI di italiano e matematica e' di poco inferiore rispetto alle scuole con background socio economico e culturale simile. La variabilita' tra le classi in italiano e in matematica e' di poco inferiore a quella media anche se ci sono casi di singole classi che si discostano in negativo. La quota di studenti collocata nel livello 1 in italiano e in matematica e' in linea con la media regionale anche se ci sono singoli casi in cui tale quota e' superiore alla media.L'effetto attribuibile alla scuola sugli apprendimenti e' pari all'effetto medio regionale e i punteggi medi di scuola sono intorno a quelli medi regionali. Il livello raggiunto nelle prove INVALSI dagli studenti dell'Istituto e' da ritenersi affidabile.,VALUTAZIONE_ESITI_STA20161720170831.csv,VALUTAZIONE_ESITI_STA,2026-06-15T00:39:05.252660
