REF_AREA,REF_AREA_LABEL,TIME_PERIOD,lower_disability_per_1000_t_minus_1,lower_class_size_t_minus_1,lower_exam_success_t_minus_1,lower_foreign_share_t_minus_1,lower_median_grade_t_minus_1,lower_public_share_t_minus_1,lower_exam_failure_t_minus_1,upper_repeaters_all_t,upper_repeaters_fir_t,upper_lic_t,upper_tec_t,upper_voc_t,upper_voc_minus_lic_t,upper_tec_minus_lic_t,transition_jump_all_t,transition_jump_fir_t
àIàTàCà2à,àVàaàlàlàeà àdà'àAàoàsàtàaà à/à àVàaàlàlàéàeà àdà'àAàoàsàtàeà,2022,45.4,19.7,99.8,6.4,8.0,96.2,0.2,7.4,9.8,6.1,11.9,6.9,0.8,5.8,7.2,9.6
àIàTàCà3à,àLàiàgàuàràiàaà,2022,47.2,20.9,99.9,13.9,8.0,95.7,0.1,7.7,8.5,3.9,9.9,14.3,10.4,6.0,7.6,8.4
àIàTàCà4à,àLàoàmàbàaàràdàiàaà,2022,53.4,21.5,99.9,16.6,8.0,90.9,0.1,6.8,8.2,3.8,8.8,10.8,7.0,5.0,6.7,8.1
àIàTàDà1à,àPàràoàvàiànàcàiàaà àAàuàtàoànàoàmàaà àBàoàlàzàaànàoà à/à àBàoàzàeànà,2022,49.7,17.7,100.0,13.4,8.0,94.0,0.0,6.6,8.6,4.3,9.0,10.0,5.7,4.7,6.6,8.6
àIàTàDà2à,àPàràoàvàiànàcàiàaà àAàuàtàoànàoàmàaà àTàràeànàtàoà,2022,46.0,19.2,99.9,12.9,8.0,92.4,0.1,5.3,5.6,3.4,7.7,11.6,8.2,4.3,5.2,5.5
àIàTàDà3à,àVàeànàeàtàoà,2022,38.4,21.0,99.9,14.7,8.0,94.9,0.1,6.3,7.5,3.4,7.7,10.2,6.8,4.3,6.2,7.4
àIàTàDà4à,àFàràiàuàlàià-àVàeànàeàzàiàaà àGàiàuàlàiàaà,2022,35.8,19.8,99.9,13.7,8.0,95.7,0.1,6.7,7.5,3.3,8.6,12.9,9.6,5.3,6.6,7.4
àIàTàDà5à,àEàmàiàlàiàaà-àRàoàmàaàgànàaà,2022,40.2,22.2,99.9,16.9,8.0,95.3,0.1,7.5,8.7,3.7,9.1,13.1,9.4,5.4,7.4,8.6
àIàTàDàAà,àTàràeànàtàiànàoà àAàlàtàoà àAàdàiàgàeà à/à àSàüàdàtàiàràoàlà,2022,22.6,18.4,100.0,13.2,8.0,93.2,0.0,5.9,7.1,3.8,8.3,10.6,6.8,4.5,5.9,7.1
àIàTàEà1à,àTàoàsàcàaànàaà,2022,41.2,21.4,99.9,15.2,8.0,98.1,0.1,8.1,8.7,4.2,9.6,15.6,11.4,5.4,8.0,8.6
àIàTàEà2à,àUàmàbàràiàaà,2022,44.4,20.4,99.9,14.2,8.0,99.3,0.1,3.9,3.9,1.4,5.0,9.9,8.5,3.6,3.8,3.8
àIàTàEà3à,àMàaàràcàhàeà,2022,39.9,20.9,99.8,11.8,8.0,99.3,0.2,6.0,6.4,2.6,6.5,14.2,11.6,3.9,5.8,6.2
àIàTàEà4à,àLàaàzàiàoà,2022,45.2,20.7,99.9,10.4,8.0,94.7,0.1,5.3,5.7,2.8,8.7,10.9,8.1,5.9,5.2,5.6
àIàTàFà1à,àAàbàràuàzàzàoà,2022,45.5,19.5,99.9,8.1,8.0,99.7,0.1,5.9,6.4,2.4,8.8,15.2,12.8,6.4,5.8,6.3
àIàTàFà2à,àMàoàlàiàsàeà,2022,37.4,16.6,99.9,4.0,8.0,100.0,0.1,4.5,4.5,1.8,6.7,9.4,7.6,4.9,4.4,4.4
àIàTàFà3à,àCàaàmàpàaànàiàaà,2022,42.5,19.0,99.9,3.1,8.0,98.9,0.1,6.0,7.2,2.2,8.4,12.0,9.8,6.2,5.9,7.1
àIàTàFà4à,àPàuàgàlàiàaà,2022,41.6,20.6,99.9,3.3,8.0,99.5,0.1,5.9,6.1,1.8,7.9,13.3,11.5,6.1,5.8,6.0
àIàTàFà5à,àBàaàsàiàlàiàcàaàtàaà,2022,30.8,17.3,100.0,3.9,8.0,100.0,0.0,5.0,4.3,1.7,6.3,11.9,10.2,4.6,5.0,4.3
àIàTàFà6à,àCàaàlàaàbàràiàaà,2022,40.5,17.1,100.0,4.5,8.0,99.2,0.0,6.2,7.3,1.7,8.2,15.0,13.3,6.5,6.2,7.3
àIàTàGà1à,àSàiàcàiàlàiàaà,2022,52.5,18.9,99.9,3.7,8.0,99.1,0.1,7.4,7.1,3.3,10.0,15.5,12.2,6.7,7.3,7.0
àIàTàGà2à,àSàaàràdàeàgànàaà,2022,50.9,17.6,100.0,2.9,8.0,98.8,0.0,11.9,10.5,6.3,16.6,19.7,13.4,10.3,11.9,10.5
àIàTàCà1à,àPàiàeàmàoànàtàeà,2023,42.0,20.6,99.9,14.7,8.0,94.4,0.1,6.0,8.7,3.2,7.6,11.1,7.9,4.4,5.9,8.6
àIàTàCà2à,àVàaàlàlàeà àdà'àAàoàsàtàaà à/à àVàaàlàlàéàeà àdà'àAàoàsàtàeà,2023,46.3,19.4,99.7,6.8,7.0,96.3,0.3,2.7,4.1,1.0,4.4,3.9,2.9,3.4,2.4,3.8
àIàTàCà3à,àLàiàgàuàràiàaà,2023,50.1,21.0,99.8,14.6,8.0,95.8,0.2,6.6,9.5,3.5,7.7,13.3,9.8,4.2,6.4,9.3
àIàTàCà4à,àLàoàmàbàaàràdàiàaà,2023,57.0,21.3,99.9,17.0,8.0,90.7,0.1,6.0,9.2,3.3,7.6,10.6,7.3,4.3,5.9,9.1
àIàTàDà1à,àPàràoàvàiànàcàiàaà àAàuàtàoànàoàmàaà àBàoàlàzàaànàoà à/à àBàoàzàeànà,2023,54.75,18.9,100.0,13.6,8.0,93.7,0.0,5.8,10.2,3.7,7.7,11.3,7.6,4.0,5.8,10.2
àIàTàDà2à,àPàràoàvàiànàcàiàaà àAàuàtàoànàoàmàaà àTàràeànàtàoà,2023,52.5,20.1,100.0,12.5,8.0,92.5,0.0,4.9,6.2,3.1,7.0,11.3,8.2,3.9,4.9,6.2
àIàTàDà3à,àVàeànàeàtàoà,2023,40.9,20.9,99.9,15.4,8.0,94.8,0.1,5.2,8.0,2.8,6.4,8.7,5.9,3.6,5.1,7.9
àIàTàDà4à,àFàràiàuàlàià-àVàeànàeàzàiàaà àGàiàuàlàiàaà,2023,37.3,19.7,99.9,14.1,8.0,95.4,0.1,6.1,9.4,3.2,7.8,11.5,8.3,4.6,6.0,9.3
àIàTàDà5à,àEàmàiàlàiàaà-àRàoàmàaàgànàaà,2023,41.6,22.1,99.9,17.5,8.0,95.2,0.1,6.3,9.8,2.9,7.3,11.9,9.0,4.4,6.2,9.7
àIàTàDàAà,àTàràeànàtàiànàoà àAàlàtàoà àAàdàiàgàeà à/à àSàüàdàtàiàràoàlà,2023,26.1,19.5,100.0,13.1,8.0,93.1,0.0,5.3,8.1,3.3,7.4,11.3,8.0,4.1,5.3,8.1
àIàTàEà1à,àTàoàsàcàaànàaà,2023,42.4,21.4,99.9,15.6,8.0,98.0,0.1,6.9,9.9,3.4,8.0,14.4,11.0,4.6,6.8,9.8
àIàTàEà2à,àUàmàbàràiàaà,2023,46.4,20.4,99.9,14.7,8.0,99.2,0.1,3.9,4.8,1.5,5.1,9.8,8.3,3.6,3.8,4.7
àIàTàEà3à,àMàaàràcàhàeà,2023,41.0,20.7,99.9,12.0,8.0,99.3,0.1,5.5,7.6,2.4,6.0,13.4,11.0,3.6,5.4,7.5
àIàTàEà4à,àLàaàzàiàoà,2023,47.3,20.7,99.9,10.4,8.0,94.6,0.1,4.7,6.4,2.6,7.5,9.3,6.7,4.9,4.6,6.3
àIàTàFà1à,àAàbàràuàzàzàoà,2023,49.9,19.3,99.9,8.1,8.0,99.5,0.1,5.5,7.7,2.5,8.8,12.4,9.9,6.3,5.4,7.6
àIàTàFà2à,àMàoàlàiàsàeà,2023,42.0,16.4,100.0,3.8,8.0,100.0,0.0,3.9,5.6,1.6,6.0,8.5,6.9,4.4,3.9,5.6
àIàTàFà3à,àCàaàmàpàaànàiàaà,2023,44.0,18.5,99.9,3.1,8.0,98.9,0.1,6.3,8.6,2.4,8.6,12.8,10.4,6.2,6.2,8.5
àIàTàFà4à,àPàuàgàlàiàaà,2023,43.3,20.3,99.9,3.6,8.0,99.4,0.1,6.0,7.0,1.9,7.8,13.8,11.9,5.9,5.9,6.9
àIàTàFà5à,àBàaàsàiàlàiàcàaàtàaà,2023,33.3,17.0,100.0,4.5,8.0,100.0,0.0,4.9,6.0,1.9,6.0,11.7,9.8,4.1,4.9,6.0
àIàTàFà6à,àCàaàlàaàbàràiàaà,2023,40.8,17.1,99.9,4.6,8.0,99.3,0.1,6.0,8.0,1.8,7.8,15.0,13.2,6.0,5.9,7.9
àIàTàGà1à,àSàiàcàiàlàiàaà,2023,55.3,19.1,99.9,3.9,8.0,99.0,0.1,6.3,7.5,2.8,8.5,13.5,10.7,5.7,6.2,7.4
àIàTàGà2à,àSàaàràdàeàgànàaà,2023,52.2,17.3,99.8,3.0,8.0,98.7,0.2,10.3,12.2,5.5,14.0,18.5,13.0,8.5,10.1,12.0
àIàTàCà1à,àPàiàeàmàoànàtàeà,2024,46.3,20.6,99.9,15.4,8.0,94.1,0.1,5.6,9.2,3.2,7.0,9.7,6.5,3.8,5.5,9.1
àIàTàCà2à,àVàaàlàlàeà àdà'àAàoàsàtàaà à/à àVàaàlàlàéàeà àdà'àAàoàsàtàeà,2024,53.0,19.4,99.6,7.2,7.0,96.9,0.4,7.7,14.3,5.9,11.7,8.1,2.2,5.8,7.3,13.9
àIàTàCà3à,àLàiàgàuàràiàaà,2024,55.2,21.1,99.8,16.1,8.0,95.8,0.2,6.5,10.2,3.2,8.3,12.4,9.2,5.1,6.3,10.0
àIàTàCà4à,àLàoàmàbàaàràdàiàaà,2024,61.7,21.3,99.9,17.8,8.0,90.6,0.1,5.9,9.7,3.4,7.4,10.1,6.7,4.0,5.8,9.6
àIàTàDà1à,àPàràoàvàiànàcàiàaà àAàuàtàoànàoàmàaà àBàoàlàzàaànàoà à/à àBàoàzàeànà,2024,58.55,19.2,100.0,14.5,8.0,93.7,0.0,5.4,11.4,3.5,6.7,10.1,6.6,3.2,5.4,11.4
àIàTàDà2à,àPàràoàvàiànàcàiàaà àAàuàtàoànàoàmàaà àTàràeànàtàoà,2024,55.4,20.4,99.9,12.9,8.0,92.5,0.1,4.9,6.6,3.1,7.1,11.2,8.1,4.0,4.8,6.5
àIàTàDà3à,àVàeànàeàtàoà,2024,42.8,20.8,99.9,15.9,8.0,94.7,0.1,5.5,9.0,2.8,6.5,9.8,7.0,3.7,5.4,8.9
àIàTàDà4à,àFàràiàuàlàià-àVàeànàeàzàiàaà àGàiàuàlàiàaà,2024,41.2,19.8,99.8,14.8,8.0,95.2,0.2,5.9,9.3,2.8,8.1,10.4,7.6,5.3,5.7,9.1
àIàTàDà5à,àEàmàiàlàiàaà-àRàoàmàaàgànàaà,2024,43.1,22.2,99.9,18.4,8.0,95.1,0.1,6.6,11.1,3.2,7.7,12.3,9.1,4.5,6.5,11.0
àIàTàDàAà,àTàràeànàtàiànàoà àAàlàtàoà àAàdàiàgàeà à/à àSàüàdàtàiàràoàlà,2024,27.6,19.8,100.0,13.7,8.0,93.1,0.0,5.2,8.9,3.3,6.9,10.4,7.1,3.6,5.2,8.9
àIàTàEà1à,àTàoàsàcàaànàaà,2024,45.0,21.4,99.9,15.9,8.0,97.9,0.1,6.9,10.7,3.5,8.1,13.9,10.4,4.6,6.8,10.6
àIàTàEà2à,àUàmàbàràiàaà,2024,49.3,20.6,100.0,15.2,8.0,99.2,0.0,3.8,4.7,1.5,4.8,10.0,8.5,3.3,3.8,4.7
àIàTàEà3à,àMàaàràcàhàeà,2024,42.8,20.9,99.9,12.6,8.0,99.3,0.1,5.0,7.8,2.3,5.5,12.3,10.0,3.2,4.9,7.7
àIàTàEà4à,àLàaàzàiàoà,2024,51.6,20.8,99.9,10.7,8.0,94.5,0.1,4.5,6.8,2.5,7.1,9.2,6.7,4.6,4.4,6.7
àIàTàFà1à,àAàbàràuàzàzàoà,2024,55.9,19.4,99.9,9.1,8.0,99.5,0.1,5.4,8.6,2.2,8.2,14.3,12.1,6.0,5.3,8.5
àIàTàFà2à,àMàoàlàiàsàeà,2024,47.1,16.3,100.0,3.8,8.0,99.8,0.0,3.9,7.3,1.8,6.1,8.3,6.5,4.3,3.9,7.3
àIàTàFà3à,àCàaàmàpàaànàiàaà,2024,48.3,18.2,99.9,3.7,8.0,98.9,0.1,5.6,8.0,1.9,7.6,12.6,10.7,5.7,5.5,7.9
àIàTàFà4à,àPàuàgàlàiàaà,2024,47.4,20.1,99.9,3.7,8.0,99.4,0.1,5.2,6.7,1.5,6.4,12.8,11.3,4.9,5.1,6.6
àIàTàFà5à,àBàaàsàiàlàiàcàaàtàaà,2024,35.0,16.6,99.9,5.4,8.0,100.0,0.1,4.1,5.1,1.5,5.5,9.7,8.2,4.0,4.0,5.0
àIàTàFà6à,àCàaàlàaàbàràiàaà,2024,43.4,17.0,99.8,5.2,8.0,99.2,0.2,5.4,7.4,1.5,7.2,13.5,12.0,5.7,5.2,7.2
àIàTàGà1à,àSàiàcàiàlàiàaà,2024,58.4,18.8,99.8,4.3,8.0,98.9,0.2,5.7,7.3,2.4,7.9,12.7,10.3,5.5,5.5,7.1
àIàTàGà2à,àSàaàràdàeàgànàaà,2024,58.6,17.2,99.8,3.2,8.0,98.6,0.2,9.3,11.1,4.9,12.7,16.8,11.9,7.8,9.1,10.9
