AnnoS;AteneoNOME;AteneoCOD;Nome Gruppo Disciplinare;SESSO;Lau
2023;Udine;3001;Politico-Sociale e Comunicazione                                                                                                                                                                                                                          ;M;62
2023;Urbino;4101;Politico-Sociale e Comunicazione                                                                                                                                                                                                                          ;M;114
2023;Verona;2301;Politico-Sociale e Comunicazione                                                                                                                                                                                                                          ;M;71
2023;Aosta;701;Psicologico                                                                                                                                                                                                                                               ;F;65
2023;Bari;7201;Psicologico                                                                                                                                                                                                                                               ;F;283
2023;Benevento Giustino Fortunato - telematica;6202;Psicologico                                                                                                                                                                                                                                               ;F;197
2023;Bergamo;1601;Psicologico                                                                                                                                                                                                                                               ;F;336
2023;Bologna;3701;Psicologico                                                                                                                                                                                                                                               ;F;400
2023;Cagliari;9201;Psicologico                                                                                                                                                                                                                                               ;F;205
2023;Catania;8701;Psicologico                                                                                                                                                                                                                                               ;F;258
2023;Catanzaro;7901;Psicologico                                                                                                                                                                                                                                               ;F;188
2023;Chieti e Pescara;6901;Psicologico                                                                                                                                                                                                                                               ;F;601
2023;Enna KORE;8601;Psicologico                                                                                                                                                                                                                                               ;F;127
2023;Firenze;4801;Psicologico                                                                                                                                                                                                                                               ;F;467
2023;Firenze IUL - telematica;4804;Psicologico                                                                                                                                                                                                                                               ;F;14
2023;Genova;1001;Psicologico                                                                                                                                                                                                                                               ;F;178
2023;L'Aquila;6601;Psicologico                                                                                                                                                                                                                                               ;F;167
2023;Messina;8301;Psicologico                                                                                                                                                                                                                                               ;F;330
2023;Milano;1501;Psicologico                                                                                                                                                                                                                                               ;F;48
2023;Milano Bicocca;1509;Psicologico                                                                                                                                                                                                                                               ;F;719
2023;Milano Cattolica;1504;Psicologico                                                                                                                                                                                                                                               ;F;819
2023;Milano San Raffaele;1508;Psicologico                                                                                                                                                                                                                                               ;F;144
2023;Modena e Reggio Emilia;3601;Psicologico                                                                                                                                                                                                                                               ;F;156
2023;Napoli Benincasa;6304;Psicologico                                                                                                                                                                                                                                               ;F;248
2023;Napoli Federico II;6301;Psicologico                                                                                                                                                                                                                                               ;F;314
2023;Napoli Vanvitelli;6306;Psicologico                                                                                                                                                                                                                                               ;F;292
2023;Novedrate e-Campus - telematica;1301;Psicologico                                                                                                                                                                                                                                               ;F;962
2023;Padova;2801;Psicologico                                                                                                                                                                                                                                               ;F;1367
2023;Palermo;8201;Psicologico                                                                                                                                                                                                                                               ;F;453
2023;Parma;3401;Psicologico                                                                                                                                                                                                                                               ;F;198
2023;Pavia;1801;Psicologico                                                                                                                                                                                                                                               ;F;212
2023;Perugia;5401;Psicologico                                                                                                                                                                                                                                               ;F;377
2023;Pisa;5001;Psicologico                                                                                                                                                                                                                                               ;F;83
2023;Reggio Calabria - Dante Alighieri;8003;Psicologico                                                                                                                                                                                                                                               ;F;7
2023;Roma  Mercatorum - telematica;5814;Psicologico                                                                                                                                                                                                                                               ;F;1302
2023;Roma Europea;5812;Psicologico                                                                                                                                                                                                                                               ;F;199
2023;Roma La Sapienza;5801;Psicologico                                                                                                                                                                                                                                               ;F;1023
2023;Roma LUMSA;5803;Psicologico                                                                                                                                                                                                                                               ;F;461
2023;Roma Marconi - telematica;5810;Psicologico                                                                                                                                                                                                                                               ;F;463
2023;Roma UNICUSANO - telematica;5815;Psicologico                                                                                                                                                                                                                                               ;F;963
2023;Roma UNINETTUNO - telematica;5813;Psicologico                                                                                                                                                                                                                                               ;F;255
2023;Salento;7501;Psicologico                                                                                                                                                                                                                                               ;F;184
2023;Salerno;6501;Psicologico                                                                                                                                                                                                                                               ;F;3
2023;Sassari;9001;Psicologico                                                                                                                                                                                                                                               ;F;77
2023;Torino;101;Psicologico                                                                                                                                                                                                                                               ;F;629
2023;Trento;2201;Psicologico                                                                                                                                                                                                                                               ;F;300
2023;Trieste;3201;Psicologico                                                                                                                                                                                                                                               ;F;157
2023;Urbino;4101;Psicologico                                                                                                                                                                                                                                               ;F;217
2023;Verona;2301;Psicologico                                                                                                                                                                                                                                               ;F;223
2023;Aosta;701;Psicologico                                                                                                                                                                                                                                               ;M;11
2023;Bari;7201;Psicologico                                                                                                                                                                                                                                               ;M;53
2023;Benevento Giustino Fortunato - telematica;6202;Psicologico                                                                                                                                                                                                                                               ;M;59
2023;Bergamo;1601;Psicologico                                                                                                                                                                                                                                               ;M;70
2023;Bologna;3701;Psicologico                                                                                                                                                                                                                                               ;M;97
2023;Cagliari;9201;Psicologico                                                                                                                                                                                                                                               ;M;51
2023;Catania;8701;Psicologico                                                                                                                                                                                                                                               ;M;52
2023;Catanzaro;7901;Psicologico                                                                                                                                                                                                                                               ;M;30
2023;Chieti e Pescara;6901;Psicologico                                                                                                                                                                                                                                               ;M;127
2023;Enna KORE;8601;Psicologico                                                                                                                                                                                                                                               ;M;16
2023;Firenze;4801;Psicologico                                                                                                                                                                                                                                               ;M;126
2023;Firenze IUL - telematica;4804;Psicologico                                                                                                                                                                                                                                               ;M;12
2023;Genova;1001;Psicologico                                                                                                                                                                                                                                               ;M;42
2023;L'Aquila;6601;Psicologico                                                                                                                                                                                                                                               ;M;45
2023;Messina;8301;Psicologico                                                                                                                                                                                                                                               ;M;48
2023;Milano;1501;Psicologico                                                                                                                                                                                                                                               ;M;22
2023;Milano Bicocca;1509;Psicologico                                                                                                                                                                                                                                               ;M;145
2023;Milano Cattolica;1504;Psicologico                                                                                                                                                                                                                                               ;M;118
2023;Milano San Raffaele;1508;Psicologico                                                                                                                                                                                                                                               ;M;29
2023;Modena e Reggio Emilia;3601;Psicologico                                                                                                                                                                                                                                               ;M;44
2023;Napoli Benincasa;6304;Psicologico                                                                                                                                                                                                                                               ;M;55
2023;Napoli Federico II;6301;Psicologico                                                                                                                                                                                                                                               ;M;73
2023;Napoli Vanvitelli;6306;Psicologico                                                                                                                                                                                                                                               ;M;58
2023;Novedrate e-Campus - telematica;1301;Psicologico                                                                                                                                                                                                                                               ;M;230
2023;Padova;2801;Psicologico                                                                                                                                                                                                                                               ;M;354
2023;Palermo;8201;Psicologico                                                                                                                                                                                                                                               ;M;98
2023;Parma;3401;Psicologico                                                                                                                                                                                                                                               ;M;30
2023;Pavia;1801;Psicologico                                                                                                                                                                                                                                               ;M;62
2023;Perugia;5401;Psicologico                                                                                                                                                                                                                                               ;M;71
2023;Pisa;5001;Psicologico                                                                                                                                                                                                                                               ;M;12
2023;Roma  Mercatorum - telematica;5814;Psicologico                                                                                                                                                                                                                                               ;M;510
2023;Roma Europea;5812;Psicologico                                                                                                                                                                                                                                               ;M;36
2023;Roma La Sapienza;5801;Psicologico                                                                                                                                                                                                                                               ;M;251
2023;Roma LUMSA;5803;Psicologico                                                                                                                                                                                                                                               ;M;78
2023;Roma Marconi - telematica;5810;Psicologico                                                                                                                                                                                                                                               ;M;124
2023;Roma UNICUSANO - telematica;5815;Psicologico                                                                                                                                                                                                                                               ;M;243
2023;Roma UNINETTUNO - telematica;5813;Psicologico                                                                                                                                                                                                                                               ;M;62
2023;Salento;7501;Psicologico                                                                                                                                                                                                                                               ;M;33
2023;Sassari;9001;Psicologico                                                                                                                                                                                                                                               ;M;18
2023;Torino;101;Psicologico                                                                                                                                                                                                                                               ;M;157
2023;Trento;2201;Psicologico                                                                                                                                                                                                                                               ;M;87
2023;Trieste;3201;Psicologico                                                                                                                                                                                                                                               ;M;46
2023;Urbino;4101;Psicologico                                                                                                                                                                                                                                               ;M;49
2023;Verona;2301;Psicologico                                                                                                                                                                                                                                               ;M;38
2023;Bari;7201;Scientifico                                                                                                                                                                                                                                               ;F;414
2023;Basilicata;7601;Scientifico                                                                                                                                                                                                                                               ;F;62
2023;Benevento Giustino Fortunato - telematica;6202;Scientifico                                                                                                                                                                                                                                               ;F;10
2023;Bologna;3701;Scientifico                                                                                                                                                                                                                                               ;F;1202
2023;Brescia;1701;Scientifico                                                                                                                                                                                                                                               ;F;39
2023;Ca' Foscari Venezia;2701;Scientifico                                                                                                                                                                                                                                               ;F;113
2023;Cagliari;9201;Scientifico                                                                                                                                                                                                                                               ;F;230
2023;Calabria;7801;Scientifico                                                                                                                                                                                                                                               ;F;395
2023;Camerino;4302;Scientifico                                                                                                                                                                                                                                               ;F;202
2023;Catania;8701;Scientifico                                                                                                                                                                                                                                               ;F;367
2023;Catanzaro;7901;Scientifico                                                                                                                                                                                                                                               ;F;53
2023;Chieti e Pescara;6901;Scientifico                                                                                                                                                                                                                                               ;F;54
2023;Ferrara;3801;Scientifico                                                                                                                                                                                                                                               ;F;919
2023;Firenze;4801;Scientifico                                                                                                                                                                                                                                               ;F;687
2023;Foggia;7101;Scientifico                                                                                                                                                                                                                                               ;F;69
2023;Genova;1001;Scientifico                                                                                                                                                                                                                                               ;F;293
2023;Insubria;1202;Scientifico                                                                                                                                                                                                                                               ;F;215
2023;L'Aquila;6601;Scientifico                                                                                                                                                                                                                                               ;F;142
2023;Marche;4201;Scientifico                                                                                                                                                                                                                                               ;F;231
2023;Messina;8301;Scientifico                                                                                                                                                                                                                                               ;F;231
2023;Milano;1501;Scientifico                                                                                                                                                                                                                                               ;F;1170
2023;Milano Bicocca;1509;Scientifico                                                                                                                                                                                                                                               ;F;729
2023;Milano Bocconi;1503;Scientifico                                                                                                                                                                                                                                               ;F;27
2023;Milano Cattolica;1504;Scientifico                                                                                                                                                                                                                                               ;F;134
2023;Milano San Raffaele;1508;Scientifico                                                                                                                                                                                                                                               ;F;71
2023;Modena e Reggio Emilia;3601;Scientifico                                                                                                                                                                                                                                               ;F;250
2023;Molise;7001;Scientifico                                                                                                                                                                                                                                               ;F;53
2023;Napoli Federico II;6301;Scientifico                                                                                                                                                                                                                                               ;F;1349
2023;Napoli Parthenope;6302;Scientifico                                                                                                                                                                                                                                               ;F;81
2023;Napoli Vanvitelli;6306;Scientifico                                                                                                                                                                                                                                               ;F;252
2023;Novedrate e-Campus - telematica;1301;Scientifico                                                                                                                                                                                                                                               ;F;180
2023;Padova;2801;Scientifico                                                                                                                                                                                                                                               ;F;934
2023;Palermo;8201;Scientifico                                                                                                                                                                                                                                               ;F;288
2023;Parma;3401;Scientifico                                                                                                                                                                                                                                               ;F;531
2023;Pavia;1801;Scientifico                                                                                                                                                                                                                                               ;F;604
2023;Perugia;5401;Scientifico                                                                                                                                                                                                                                               ;F;318
2023;Piemonte Orientale;201;Scientifico                                                                                                                                                                                                                                               ;F;432
2023;Pisa;5001;Scientifico                                                                                                                                                                                                                                               ;F;521
2023;Roma  Mercatorum - telematica;5814;Scientifico                                                                                                                                                                                                                                               ;F;11
2023;Roma Biomedico;5808;Scientifico                                                                                                                                                                                                                                               ;F;105
2023;Roma La Sapienza;5801;Scientifico                                                                                                                                                                                                                                               ;F;1356
2023;Roma Saint Camillus;5818;Scientifico                                                                                                                                                                                                                                               ;F;112
2023;Roma San Raffaele - telematica;5816;Scientifico                                                                                                                                                                                                                                               ;F;630
2023;Roma Tor Vergata;5802;Scientifico                                                                                                                                                                                                                                               ;F;325
2023;Roma Tre;5807;Scientifico                                                                                                                                                                                                                                               ;F;168
2023;Salento;7501;Scientifico                                                                                                                                                                                                                                               ;F;216
2023;Salerno;6501;Scientifico                                                                                                                                                                                                                                               ;F;230
2023;Sannio;6201;Scientifico                                                                                                                                                                                                                                               ;F;180
2023;Sassari;9001;Scientifico                                                                                                                                                                                                                                               ;F;102
2023;Siena;5201;Scientifico                                                                                                                                                                                                                                               ;F;245
2023;Teramo;6701;Scientifico                                                                                                                                                                                                                                               ;F;89
2023;Torino;101;Scientifico                                                                                                                                                                                                                                               ;F;895
2023;Torino Politecnico;102;Scientifico                                                                                                                                                                                                                                               ;F;35
2023;Trento;2201;Scientifico                                                                                                                                                                                                                                               ;F;178
2023;Trieste;3201;Scientifico                                                                                                                                                                                                                                               ;F;305
2023;Tuscia;5601;Scientifico                                                                                                                                                                                                                                               ;F;153
2023;Udine;3001;Scientifico                                                                                                                                                                                                                                               ;F;60
2023;Urbino;4101;Scientifico                                                                                                                                                                                                                                               ;F;211
2023;Verona;2301;Scientifico                                                                                                                                                                                                                                               ;F;244
2023;Bari;7201;Scientifico                                                                                                                                                                                                                                               ;M;405
2023;Basilicata;7601;Scientifico                                                                                                                                                                                                                                               ;M;36
2023;Benevento Giustino Fortunato - telematica;6202;Scientifico                                                                                                                                                                                                                                               ;M;52
2023;Bologna;3701;Scientifico                                                                                                                                                                                                                                               ;M;1137
2023;Brescia;1701;Scientifico                                                                                                                                                                                                                                               ;M;19
2023;Ca' Foscari Venezia;2701;Scientifico                                                                                                                                                                                                                                               ;M;96
2023;Cagliari;9201;Scientifico                                                                                                                                                                                                                                               ;M;142
2023;Calabria;7801;Scientifico                                                                                                                                                                                                                                               ;M;207
2023;Camerino;4302;Scientifico                                                                                                                                                                                                                                               ;M;153
