ANNO;AteneoCOD;AteneoNOME;CorsoTIPO;PROVENIENZA;Genere;ISC
2024/2025;05201;Siena - Università degli studi;Vecchio Ordinamento;1;M;14
2024/2025;05202;Siena - Università per stranieri;Laurea;0;F;539
2024/2025;05202;Siena - Università per stranieri;Laurea;0;M;146
2024/2025;05202;Siena - Università per stranieri;Laurea;1;F;515
2024/2025;05202;Siena - Università per stranieri;Laurea;1;M;142
2024/2025;05202;Siena - Università per stranieri;Laurea Magistrale;0;F;86
2024/2025;05202;Siena - Università per stranieri;Laurea Magistrale;0;M;20
2024/2025;05202;Siena - Università per stranieri;Laurea Magistrale;1;F;133
2024/2025;05202;Siena - Università per stranieri;Laurea Magistrale;1;M;20
2024/2025;05401;Perugia - Università degli studi;Laurea;0;F;6209
2024/2025;05401;Perugia - Università degli studi;Laurea;0;M;5410
2024/2025;05401;Perugia - Università degli studi;Laurea;1;F;4624
2024/2025;05401;Perugia - Università degli studi;Laurea;1;M;2691
2024/2025;05401;Perugia - Università degli studi;Laurea Magistrale;0;F;1253
2024/2025;05401;Perugia - Università degli studi;Laurea Magistrale;0;M;1021
2024/2025;05401;Perugia - Università degli studi;Laurea Magistrale;1;F;1168
2024/2025;05401;Perugia - Università degli studi;Laurea Magistrale;1;M;665
2024/2025;05401;Perugia - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;2649
2024/2025;05401;Perugia - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;1005
2024/2025;05401;Perugia - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;2029
2024/2025;05401;Perugia - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;802
2024/2025;05403;Perugia - Università per stranieri;Laurea;0;F;172
2024/2025;05403;Perugia - Università per stranieri;Laurea;0;M;107
2024/2025;05403;Perugia - Università per stranieri;Laurea;1;F;141
2024/2025;05403;Perugia - Università per stranieri;Laurea;1;M;110
2024/2025;05403;Perugia - Università per stranieri;Laurea Magistrale;0;F;142
2024/2025;05403;Perugia - Università per stranieri;Laurea Magistrale;0;M;52
2024/2025;05403;Perugia - Università per stranieri;Laurea Magistrale;1;F;283
2024/2025;05403;Perugia - Università per stranieri;Laurea Magistrale;1;M;91
2024/2025;05601;Viterbo - Università della Tuscia;Laurea;0;F;2119
2024/2025;05601;Viterbo - Università della Tuscia;Laurea;0;M;2015
2024/2025;05601;Viterbo - Università della Tuscia;Laurea;1;F;585
2024/2025;05601;Viterbo - Università della Tuscia;Laurea;1;M;992
2024/2025;05601;Viterbo - Università della Tuscia;Laurea Magistrale;0;F;584
2024/2025;05601;Viterbo - Università della Tuscia;Laurea Magistrale;0;M;458
2024/2025;05601;Viterbo - Università della Tuscia;Laurea Magistrale;1;F;321
2024/2025;05601;Viterbo - Università della Tuscia;Laurea Magistrale;1;M;298
2024/2025;05601;Viterbo - Università della Tuscia;Laurea Magistrale Ciclo Unico;0;F;222
2024/2025;05601;Viterbo - Università della Tuscia;Laurea Magistrale Ciclo Unico;0;M;88
2024/2025;05601;Viterbo - Università della Tuscia;Laurea Magistrale Ciclo Unico;1;F;28
2024/2025;05601;Viterbo - Università della Tuscia;Laurea Magistrale Ciclo Unico;1;M;14
2024/2025;05801;"Roma - Università degli studi ""La Sapienza""";Laurea;0;F;27281
2024/2025;05801;"Roma - Università degli studi ""La Sapienza""";Laurea;0;M;22866
2024/2025;05801;"Roma - Università degli studi ""La Sapienza""";Laurea;1;F;8066
2024/2025;05801;"Roma - Università degli studi ""La Sapienza""";Laurea;1;M;4968
2024/2025;05801;"Roma - Università degli studi ""La Sapienza""";Laurea Magistrale;0;F;10505
2024/2025;05801;"Roma - Università degli studi ""La Sapienza""";Laurea Magistrale;0;M;8661
2024/2025;05801;"Roma - Università degli studi ""La Sapienza""";Laurea Magistrale;1;F;5008
2024/2025;05801;"Roma - Università degli studi ""La Sapienza""";Laurea Magistrale;1;M;2966
2024/2025;05801;"Roma - Università degli studi ""La Sapienza""";Laurea Magistrale Ciclo Unico;0;F;10183
2024/2025;05801;"Roma - Università degli studi ""La Sapienza""";Laurea Magistrale Ciclo Unico;0;M;4938
2024/2025;05801;"Roma - Università degli studi ""La Sapienza""";Laurea Magistrale Ciclo Unico;1;F;3564
2024/2025;05801;"Roma - Università degli studi ""La Sapienza""";Laurea Magistrale Ciclo Unico;1;M;1652
2024/2025;05801;"Roma - Università degli studi ""La Sapienza""";Vecchio Ordinamento;0;F;658
2024/2025;05801;"Roma - Università degli studi ""La Sapienza""";Vecchio Ordinamento;0;M;418
2024/2025;05801;"Roma - Università degli studi ""La Sapienza""";Vecchio Ordinamento;1;F;180
2024/2025;05801;"Roma - Università degli studi ""La Sapienza""";Vecchio Ordinamento;1;M;86
2024/2025;05802;"Roma - Università degli studi di ""Tor Vergata""";Laurea;0;F;9897
2024/2025;05802;"Roma - Università degli studi di ""Tor Vergata""";Laurea;0;M;7845
2024/2025;05802;"Roma - Università degli studi di ""Tor Vergata""";Laurea;1;F;2098
2024/2025;05802;"Roma - Università degli studi di ""Tor Vergata""";Laurea;1;M;1146
2024/2025;05802;"Roma - Università degli studi di ""Tor Vergata""";Laurea Magistrale;0;F;1839
2024/2025;05802;"Roma - Università degli studi di ""Tor Vergata""";Laurea Magistrale;0;M;1654
2024/2025;05802;"Roma - Università degli studi di ""Tor Vergata""";Laurea Magistrale;1;F;1272
2024/2025;05802;"Roma - Università degli studi di ""Tor Vergata""";Laurea Magistrale;1;M;900
2024/2025;05802;"Roma - Università degli studi di ""Tor Vergata""";Laurea Magistrale Ciclo Unico;0;F;1902
2024/2025;05802;"Roma - Università degli studi di ""Tor Vergata""";Laurea Magistrale Ciclo Unico;0;M;980
2024/2025;05802;"Roma - Università degli studi di ""Tor Vergata""";Laurea Magistrale Ciclo Unico;1;F;988
2024/2025;05802;"Roma - Università degli studi di ""Tor Vergata""";Laurea Magistrale Ciclo Unico;1;M;636
2024/2025;05802;"Roma - Università degli studi di ""Tor Vergata""";Vecchio Ordinamento;0;F;11
2024/2025;05802;"Roma - Università degli studi di ""Tor Vergata""";Vecchio Ordinamento;0;M;8
2024/2025;05802;"Roma - Università degli studi di ""Tor Vergata""";Vecchio Ordinamento;1;F;3
2024/2025;05802;"Roma - Università degli studi di ""Tor Vergata""";Vecchio Ordinamento;1;M;2
2024/2025;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Laurea;0;F;2053
2024/2025;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Laurea;0;M;1203
2024/2025;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Laurea;1;F;680
2024/2025;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Laurea;1;M;245
2024/2025;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Laurea Magistrale;0;F;1020
2024/2025;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Laurea Magistrale;0;M;370
2024/2025;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Laurea Magistrale;1;F;866
2024/2025;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Laurea Magistrale;1;M;217
2024/2025;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Laurea Magistrale Ciclo Unico;0;F;1332
2024/2025;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Laurea Magistrale Ciclo Unico;0;M;401
2024/2025;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Laurea Magistrale Ciclo Unico;1;F;530
2024/2025;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Laurea Magistrale Ciclo Unico;1;M;107
2024/2025;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Vecchio Ordinamento;0;F;2
2024/2025;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Vecchio Ordinamento;1;F;1
2024/2025;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;Laurea;0;F;972
2024/2025;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;Laurea;0;M;1472
2024/2025;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;Laurea;1;F;1381
2024/2025;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;Laurea;1;M;1462
2024/2025;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;Laurea Magistrale;0;F;628
2024/2025;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;Laurea Magistrale;0;M;837
2024/2025;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;Laurea Magistrale;1;F;1051
2024/2025;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;Laurea Magistrale;1;M;1185
2024/2025;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;Laurea Magistrale Ciclo Unico;0;F;636
2024/2025;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;Laurea Magistrale Ciclo Unico;0;M;458
2024/2025;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;Laurea Magistrale Ciclo Unico;1;F;1079
2024/2025;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;Laurea Magistrale Ciclo Unico;1;M;588
2024/2025;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;Vecchio Ordinamento;0;F;2
2024/2025;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;Vecchio Ordinamento;0;M;2
2024/2025;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;Vecchio Ordinamento;1;F;2
2024/2025;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;Vecchio Ordinamento;1;M;6
2024/2025;05806;"Roma - Università degli studi del ""Foro Italico""";Laurea;0;F;379
2024/2025;05806;"Roma - Università degli studi del ""Foro Italico""";Laurea;0;M;1218
2024/2025;05806;"Roma - Università degli studi del ""Foro Italico""";Laurea;1;F;83
2024/2025;05806;"Roma - Università degli studi del ""Foro Italico""";Laurea;1;M;200
2024/2025;05806;"Roma - Università degli studi del ""Foro Italico""";Laurea Magistrale;0;F;102
2024/2025;05806;"Roma - Università degli studi del ""Foro Italico""";Laurea Magistrale;0;M;211
2024/2025;05806;"Roma - Università degli studi del ""Foro Italico""";Laurea Magistrale;1;F;79
2024/2025;05806;"Roma - Università degli studi del ""Foro Italico""";Laurea Magistrale;1;M;173
2024/2025;05807;Roma - III Università degli studi;Laurea;0;F;11249
2024/2025;05807;Roma - III Università degli studi;Laurea;0;M;8563
2024/2025;05807;Roma - III Università degli studi;Laurea;1;F;1943
2024/2025;05807;Roma - III Università degli studi;Laurea;1;M;1362
2024/2025;05807;Roma - III Università degli studi;Laurea Magistrale;0;F;2929
2024/2025;05807;Roma - III Università degli studi;Laurea Magistrale;0;M;1990
2024/2025;05807;Roma - III Università degli studi;Laurea Magistrale;1;F;1171
2024/2025;05807;Roma - III Università degli studi;Laurea Magistrale;1;M;590
2024/2025;05807;Roma - III Università degli studi;Laurea Magistrale Ciclo Unico;0;F;3531
2024/2025;05807;Roma - III Università degli studi;Laurea Magistrale Ciclo Unico;0;M;1056
2024/2025;05807;Roma - III Università degli studi;Laurea Magistrale Ciclo Unico;1;F;579
2024/2025;05807;Roma - III Università degli studi;Laurea Magistrale Ciclo Unico;1;M;146
2024/2025;05808;"Roma - Università ""Campus Bio-Medico""";Laurea;0;F;403
2024/2025;05808;"Roma - Università ""Campus Bio-Medico""";Laurea;0;M;362
2024/2025;05808;"Roma - Università ""Campus Bio-Medico""";Laurea;1;F;193
2024/2025;05808;"Roma - Università ""Campus Bio-Medico""";Laurea;1;M;120
2024/2025;05808;"Roma - Università ""Campus Bio-Medico""";Laurea Magistrale;0;F;250
2024/2025;05808;"Roma - Università ""Campus Bio-Medico""";Laurea Magistrale;0;M;156
2024/2025;05808;"Roma - Università ""Campus Bio-Medico""";Laurea Magistrale;1;F;76
2024/2025;05808;"Roma - Università ""Campus Bio-Medico""";Laurea Magistrale;1;M;68
2024/2025;05808;"Roma - Università ""Campus Bio-Medico""";Laurea Magistrale Ciclo Unico;0;F;369
2024/2025;05808;"Roma - Università ""Campus Bio-Medico""";Laurea Magistrale Ciclo Unico;0;M;191
2024/2025;05808;"Roma - Università ""Campus Bio-Medico""";Laurea Magistrale Ciclo Unico;1;F;691
2024/2025;05808;"Roma - Università ""Campus Bio-Medico""";Laurea Magistrale Ciclo Unico;1;M;371
2024/2025;05809;Roma - Università degli Studi Internazionali – UNINT;Laurea;0;F;176
2024/2025;05809;Roma - Università degli Studi Internazionali – UNINT;Laurea;0;M;58
2024/2025;05809;Roma - Università degli Studi Internazionali – UNINT;Laurea;1;F;83
2024/2025;05809;Roma - Università degli Studi Internazionali – UNINT;Laurea;1;M;25
2024/2025;05809;Roma - Università degli Studi Internazionali – UNINT;Laurea Magistrale;0;F;285
2024/2025;05809;Roma - Università degli Studi Internazionali – UNINT;Laurea Magistrale;0;M;53
2024/2025;05809;Roma - Università degli Studi Internazionali – UNINT;Laurea Magistrale;1;F;409
2024/2025;05809;Roma - Università degli Studi Internazionali – UNINT;Laurea Magistrale;1;M;52
2024/2025;05809;Roma - Università degli Studi Internazionali – UNINT;Laurea Magistrale Ciclo Unico;0;F;7
2024/2025;05809;Roma - Università degli Studi Internazionali – UNINT;Laurea Magistrale Ciclo Unico;0;M;1
2024/2025;05809;Roma - Università degli Studi Internazionali – UNINT;Laurea Magistrale Ciclo Unico;1;F;30
2024/2025;05809;Roma - Università degli Studi Internazionali – UNINT;Laurea Magistrale Ciclo Unico;1;M;13
2024/2025;05810;"Roma - Università telematica ""Guglielmo Marconi""";Laurea;0;F;1911
2024/2025;05810;"Roma - Università telematica ""Guglielmo Marconi""";Laurea;0;M;1337
2024/2025;05810;"Roma - Università telematica ""Guglielmo Marconi""";Laurea;1;F;9187
2024/2025;05810;"Roma - Università telematica ""Guglielmo Marconi""";Laurea;1;M;5073
2024/2025;05810;"Roma - Università telematica ""Guglielmo Marconi""";Laurea Magistrale;0;F;618
2024/2025;05810;"Roma - Università telematica ""Guglielmo Marconi""";Laurea Magistrale;0;M;341
2024/2025;05810;"Roma - Università telematica ""Guglielmo Marconi""";Laurea Magistrale;1;F;2823
2024/2025;05810;"Roma - Università telematica ""Guglielmo Marconi""";Laurea Magistrale;1;M;1307
2024/2025;05810;"Roma - Università telematica ""Guglielmo Marconi""";Laurea Magistrale Ciclo Unico;0;F;123
2024/2025;05810;"Roma - Università telematica ""Guglielmo Marconi""";Laurea Magistrale Ciclo Unico;0;M;107
2024/2025;05810;"Roma - Università telematica ""Guglielmo Marconi""";Laurea Magistrale Ciclo Unico;1;F;413
2024/2025;05810;"Roma - Università telematica ""Guglielmo Marconi""";Laurea Magistrale Ciclo Unico;1;M;293
2024/2025;05811;"Roma - Università telematica ""Unitelma Sapienza""";Laurea;0;F;459
2024/2025;05811;"Roma - Università telematica ""Unitelma Sapienza""";Laurea;0;M;392
2024/2025;05811;"Roma - Università telematica ""Unitelma Sapienza""";Laurea;1;F;752
2024/2025;05811;"Roma - Università telematica ""Unitelma Sapienza""";Laurea;1;M;678
2024/2025;05811;"Roma - Università telematica ""Unitelma Sapienza""";Laurea Magistrale;0;F;166
2024/2025;05811;"Roma - Università telematica ""Unitelma Sapienza""";Laurea Magistrale;0;M;135
2024/2025;05811;"Roma - Università telematica ""Unitelma Sapienza""";Laurea Magistrale;1;F;466
2024/2025;05811;"Roma - Università telematica ""Unitelma Sapienza""";Laurea Magistrale;1;M;315
2024/2025;05811;"Roma - Università telematica ""Unitelma Sapienza""";Laurea Magistrale Ciclo Unico;0;F;161
2024/2025;05811;"Roma - Università telematica ""Unitelma Sapienza""";Laurea Magistrale Ciclo Unico;0;M;95
2024/2025;05811;"Roma - Università telematica ""Unitelma Sapienza""";Laurea Magistrale Ciclo Unico;1;F;281
2024/2025;05811;"Roma - Università telematica ""Unitelma Sapienza""";Laurea Magistrale Ciclo Unico;1;M;201
2024/2025;05812;Roma - Università Europea;Laurea;0;F;548
2024/2025;05812;Roma - Università Europea;Laurea;0;M;238
2024/2025;05812;Roma - Università Europea;Laurea;1;F;167
2024/2025;05812;Roma - Università Europea;Laurea;1;M;63
2024/2025;05812;Roma - Università Europea;Laurea Magistrale;0;F;210
2024/2025;05812;Roma - Università Europea;Laurea Magistrale;0;M;91
2024/2025;05812;Roma - Università Europea;Laurea Magistrale;1;F;100
2024/2025;05812;Roma - Università Europea;Laurea Magistrale;1;M;34
2024/2025;05812;Roma - Università Europea;Laurea Magistrale Ciclo Unico;0;F;581
2024/2025;05812;Roma - Università Europea;Laurea Magistrale Ciclo Unico;0;M;83
2024/2025;05812;Roma - Università Europea;Laurea Magistrale Ciclo Unico;1;F;408
2024/2025;05812;Roma - Università Europea;Laurea Magistrale Ciclo Unico;1;M;43
2024/2025;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Laurea;0;F;1555
2024/2025;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Laurea;0;M;1631
2024/2025;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Laurea;1;F;5450
2024/2025;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Laurea;1;M;6795
2024/2025;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Laurea Magistrale;0;F;187
2024/2025;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Laurea Magistrale;0;M;171
2024/2025;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Laurea Magistrale;1;F;805
2024/2025;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Laurea Magistrale;1;M;734
2024/2025;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Laurea Magistrale Ciclo Unico;0;F;9
2024/2025;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Laurea Magistrale Ciclo Unico;0;M;12
2024/2025;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Laurea Magistrale Ciclo Unico;1;F;48
2024/2025;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Laurea Magistrale Ciclo Unico;1;M;38
2024/2025;05814;Roma - Universitas telematica Mercatorum;Laurea;0;F;3099
2024/2025;05814;Roma - Universitas telematica Mercatorum;Laurea;0;M;4010
2024/2025;05814;Roma - Universitas telematica Mercatorum;Laurea;1;F;21245
2024/2025;05814;Roma - Universitas telematica Mercatorum;Laurea;1;M;26585
2024/2025;05814;Roma - Universitas telematica Mercatorum;Laurea Magistrale;0;F;665
2024/2025;05814;Roma - Universitas telematica Mercatorum;Laurea Magistrale;0;M;606
2024/2025;05814;Roma - Universitas telematica Mercatorum;Laurea Magistrale;1;F;3996
2024/2025;05814;Roma - Universitas telematica Mercatorum;Laurea Magistrale;1;M;3542
2024/2025;05814;Roma - Universitas telematica Mercatorum;Laurea Magistrale Ciclo Unico;0;F;45
2024/2025;05814;Roma - Universitas telematica Mercatorum;Laurea Magistrale Ciclo Unico;0;M;100
2024/2025;05814;Roma - Universitas telematica Mercatorum;Laurea Magistrale Ciclo Unico;1;F;410
2024/2025;05814;Roma - Universitas telematica Mercatorum;Laurea Magistrale Ciclo Unico;1;M;438
2024/2025;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Laurea;0;F;1699
2024/2025;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Laurea;0;M;1680
2024/2025;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Laurea;1;F;4536
2024/2025;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Laurea;1;M;4165
2024/2025;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Laurea Magistrale;0;F;650
2024/2025;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Laurea Magistrale;0;M;431
2024/2025;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Laurea Magistrale;1;F;2526
2024/2025;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Laurea Magistrale;1;M;1233
2024/2025;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Laurea Magistrale Ciclo Unico;0;F;241
2024/2025;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Laurea Magistrale Ciclo Unico;0;M;206
2024/2025;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Laurea Magistrale Ciclo Unico;1;F;574
2024/2025;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Laurea Magistrale Ciclo Unico;1;M;642
2024/2025;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";Laurea;0;F;616
2024/2025;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";Laurea;0;M;716
2024/2025;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";Laurea;1;F;3324
2024/2025;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";Laurea;1;M;3217
2024/2025;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";Laurea Magistrale;0;F;607
2024/2025;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";Laurea Magistrale;0;M;565
2024/2025;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";Laurea Magistrale;1;F;4335
2024/2025;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";Laurea Magistrale;1;M;3739
2024/2025;05817;Roma - Link Campus University;Laurea;0;F;81
2024/2025;05817;Roma - Link Campus University;Laurea;0;M;196
2024/2025;05817;Roma - Link Campus University;Laurea;1;F;94
2024/2025;05817;Roma - Link Campus University;Laurea;1;M;207
2024/2025;05817;Roma - Link Campus University;Laurea Magistrale;0;F;14
2024/2025;05817;Roma - Link Campus University;Laurea Magistrale;0;M;19
2024/2025;05817;Roma - Link Campus University;Laurea Magistrale;1;F;14
2024/2025;05817;Roma - Link Campus University;Laurea Magistrale;1;M;17
2024/2025;05817;Roma - Link Campus University;Laurea Magistrale Ciclo Unico;0;F;143
2024/2025;05817;Roma - Link Campus University;Laurea Magistrale Ciclo Unico;0;M;82
2024/2025;05817;Roma - Link Campus University;Laurea Magistrale Ciclo Unico;1;F;458
2024/2025;05817;Roma - Link Campus University;Laurea Magistrale Ciclo Unico;1;M;123
2024/2025;05818;Roma - Saint Camillus International;Laurea;0;F;229
2024/2025;05818;Roma - Saint Camillus International;Laurea;0;M;138
2024/2025;05818;Roma - Saint Camillus International;Laurea;1;F;272
2024/2025;05818;Roma - Saint Camillus International;Laurea;1;M;172
2024/2025;05818;Roma - Saint Camillus International;Laurea Magistrale;0;F;30
2024/2025;05818;Roma - Saint Camillus International;Laurea Magistrale;0;M;16
2024/2025;05818;Roma - Saint Camillus International;Laurea Magistrale;1;F;42
2024/2025;05818;Roma - Saint Camillus International;Laurea Magistrale;1;M;30
2024/2025;05818;Roma - Saint Camillus International;Laurea Magistrale Ciclo Unico;0;F;458
2024/2025;05818;Roma - Saint Camillus International;Laurea Magistrale Ciclo Unico;0;M;279
2024/2025;05818;Roma - Saint Camillus International;Laurea Magistrale Ciclo Unico;1;F;1193
2024/2025;05818;Roma - Saint Camillus International;Laurea Magistrale Ciclo Unico;1;M;645
2024/2025;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Laurea;0;F;1417
2024/2025;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Laurea;0;M;1482
2024/2025;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Laurea;1;F;1132
2024/2025;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Laurea;1;M;906
2024/2025;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Laurea Magistrale;0;F;448
2024/2025;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Laurea Magistrale;0;M;354
2024/2025;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Laurea Magistrale;1;F;485
2024/2025;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Laurea Magistrale;1;M;499
2024/2025;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Laurea Magistrale Ciclo Unico;0;F;376
2024/2025;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Laurea Magistrale Ciclo Unico;0;M;112
2024/2025;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Laurea Magistrale Ciclo Unico;1;F;119
2024/2025;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Laurea Magistrale Ciclo Unico;1;M;51
2024/2025;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Vecchio Ordinamento;0;F;20
2024/2025;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Vecchio Ordinamento;0;M;16
2024/2025;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Vecchio Ordinamento;1;F;10
2024/2025;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Vecchio Ordinamento;1;M;6
2024/2025;06201;Benevento - Università degli studi del Sannio;Laurea;0;F;1141
2024/2025;06201;Benevento - Università degli studi del Sannio;Laurea;0;M;1371
2024/2025;06201;Benevento - Università degli studi del Sannio;Laurea;1;F;65
2024/2025;06201;Benevento - Università degli studi del Sannio;Laurea;1;M;82
2024/2025;06201;Benevento - Università degli studi del Sannio;Laurea Magistrale;0;9;1
2024/2025;06201;Benevento - Università degli studi del Sannio;Laurea Magistrale;0;F;277
2024/2025;06201;Benevento - Università degli studi del Sannio;Laurea Magistrale;0;M;332
2024/2025;06201;Benevento - Università degli studi del Sannio;Laurea Magistrale;1;F;18
2024/2025;06201;Benevento - Università degli studi del Sannio;Laurea Magistrale;1;M;18
2024/2025;06201;Benevento - Università degli studi del Sannio;Laurea Magistrale Ciclo Unico;0;F;281
2024/2025;06201;Benevento - Università degli studi del Sannio;Laurea Magistrale Ciclo Unico;0;M;140
2024/2025;06201;Benevento - Università degli studi del Sannio;Laurea Magistrale Ciclo Unico;1;F;5
2024/2025;06201;Benevento - Università degli studi del Sannio;Laurea Magistrale Ciclo Unico;1;M;5
2024/2025;06201;Benevento - Università degli studi del Sannio;Vecchio Ordinamento;0;F;18
2024/2025;06201;Benevento - Università degli studi del Sannio;Vecchio Ordinamento;0;M;8
2024/2025;06201;Benevento - Università degli studi del Sannio;Vecchio Ordinamento;1;F;4
2024/2025;06201;Benevento - Università degli studi del Sannio;Vecchio Ordinamento;1;M;2
2024/2025;06202;"Benevento - Università telematica ""Giustino Fortunato""";Laurea;0;F;268
2024/2025;06202;"Benevento - Università telematica ""Giustino Fortunato""";Laurea;0;M;214
2024/2025;06202;"Benevento - Università telematica ""Giustino Fortunato""";Laurea;1;F;312
2024/2025;06202;"Benevento - Università telematica ""Giustino Fortunato""";Laurea;1;M;362
2024/2025;06202;"Benevento - Università telematica ""Giustino Fortunato""";Laurea Magistrale;0;F;286
2024/2025;06202;"Benevento - Università telematica ""Giustino Fortunato""";Laurea Magistrale;0;M;128
2024/2025;06202;"Benevento - Università telematica ""Giustino Fortunato""";Laurea Magistrale;1;F;557
2024/2025;06202;"Benevento - Università telematica ""Giustino Fortunato""";Laurea Magistrale;1;M;218
2024/2025;06202;"Benevento - Università telematica ""Giustino Fortunato""";Laurea Magistrale Ciclo Unico;0;F;104
2024/2025;06202;"Benevento - Università telematica ""Giustino Fortunato""";Laurea Magistrale Ciclo Unico;0;M;68
2024/2025;06202;"Benevento - Università telematica ""Giustino Fortunato""";Laurea Magistrale Ciclo Unico;1;F;155
2024/2025;06202;"Benevento - Università telematica ""Giustino Fortunato""";Laurea Magistrale Ciclo Unico;1;M;88
2024/2025;06301;"Napoli - Università degli studi ""Federico II""";Laurea;0;F;20939
2024/2025;06301;"Napoli - Università degli studi ""Federico II""";Laurea;0;M;18094
2024/2025;06301;"Napoli - Università degli studi ""Federico II""";Laurea;1;F;1146
2024/2025;06301;"Napoli - Università degli studi ""Federico II""";Laurea;1;M;886
2024/2025;06301;"Napoli - Università degli studi ""Federico II""";Laurea Magistrale;0;F;7459
