Anno;CODICE_ATENEO;NOME_ATENEO;REGIONE;AREA_GEO;CLASSE_ETA;GENERE;PERC_CL-ETA_PERS_TA
2024;05003;"Scuola superiore di studi universitari e perfezionamento ""S. Anna"" di Pisa";Toscana;CENTRO;Minore di 35 anni;M;8,6%
2024;05003;"Scuola superiore di studi universitari e perfezionamento ""S. Anna"" di Pisa";Toscana;CENTRO;35- 44 anni;M;22,9%
2024;05003;"Scuola superiore di studi universitari e perfezionamento ""S. Anna"" di Pisa";Toscana;CENTRO;45 - 54 anni;M;31,4%
2024;05003;"Scuola superiore di studi universitari e perfezionamento ""S. Anna"" di Pisa";Toscana;CENTRO;55 - 64 anni;M;35,7%
2024;05003;"Scuola superiore di studi universitari e perfezionamento ""S. Anna"" di Pisa";Toscana;CENTRO;Maggiore di 64 anni;M;1,4%
2024;05201;Università degli Studi di SIENA;Toscana;CENTRO;Minore di 35 anni;M;2,4%
2024;05201;Università degli Studi di SIENA;Toscana;CENTRO;35- 44 anni;M;4,9%
2024;05201;Università degli Studi di SIENA;Toscana;CENTRO;45 - 54 anni;M;32,8%
2024;05201;Università degli Studi di SIENA;Toscana;CENTRO;55 - 64 anni;M;55,5%
2024;05201;Università degli Studi di SIENA;Toscana;CENTRO;Maggiore di 64 anni;M;4,5%
2024;05202;Università per Stranieri di SIENA;Toscana;CENTRO;Minore di 35 anni;M;18,8%
2024;05202;Università per Stranieri di SIENA;Toscana;CENTRO;35- 44 anni;M;25,0%
2024;05202;Università per Stranieri di SIENA;Toscana;CENTRO;45 - 54 anni;M;37,5%
2024;05202;Università per Stranieri di SIENA;Toscana;CENTRO;55 - 64 anni;M;15,6%
2024;05202;Università per Stranieri di SIENA;Toscana;CENTRO;Maggiore di 64 anni;M;3,1%
2024;05401;Università degli Studi di PERUGIA;Umbria;CENTRO;Minore di 35 anni;M;2,8%
2024;05401;Università degli Studi di PERUGIA;Umbria;CENTRO;35- 44 anni;M;9,0%
2024;05401;Università degli Studi di PERUGIA;Umbria;CENTRO;45 - 54 anni;M;32,6%
2024;05401;Università degli Studi di PERUGIA;Umbria;CENTRO;55 - 64 anni;M;49,6%
2024;05401;Università degli Studi di PERUGIA;Umbria;CENTRO;Maggiore di 64 anni;M;5,9%
2024;05403;Università per Stranieri di PERUGIA;Umbria;CENTRO;Minore di 35 anni;M;8,3%
2024;05403;Università per Stranieri di PERUGIA;Umbria;CENTRO;35- 44 anni;M;18,8%
2024;05403;Università per Stranieri di PERUGIA;Umbria;CENTRO;45 - 54 anni;M;14,6%
2024;05403;Università per Stranieri di PERUGIA;Umbria;CENTRO;55 - 64 anni;M;52,1%
2024;05403;Università per Stranieri di PERUGIA;Umbria;CENTRO;Maggiore di 64 anni;M;6,3%
2024;05601;Università degli Studi della TUSCIA;Lazio;CENTRO;Minore di 35 anni;M;10,4%
2024;05601;Università degli Studi della TUSCIA;Lazio;CENTRO;35- 44 anni;M;11,3%
2024;05601;Università degli Studi della TUSCIA;Lazio;CENTRO;45 - 54 anni;M;18,3%
2024;05601;Università degli Studi della TUSCIA;Lazio;CENTRO;55 - 64 anni;M;54,8%
2024;05601;Università degli Studi della TUSCIA;Lazio;CENTRO;Maggiore di 64 anni;M;5,2%
2024;05801;Università degli studi di Roma La Sapienza;Lazio;CENTRO;Minore di 35 anni;M;8,0%
2024;05801;Università degli studi di Roma La Sapienza;Lazio;CENTRO;35- 44 anni;M;16,3%
2024;05801;Università degli studi di Roma La Sapienza;Lazio;CENTRO;45 - 54 anni;M;24,4%
2024;05801;Università degli studi di Roma La Sapienza;Lazio;CENTRO;55 - 64 anni;M;45,0%
2024;05801;Università degli studi di Roma La Sapienza;Lazio;CENTRO;Maggiore di 64 anni;M;6,3%
2024;05802;Università degli studi di Roma Tor Vergata;Lazio;CENTRO;Minore di 35 anni;M;7,8%
2024;05802;Università degli studi di Roma Tor Vergata;Lazio;CENTRO;35- 44 anni;M;14,4%
2024;05802;Università degli studi di Roma Tor Vergata;Lazio;CENTRO;45 - 54 anni;M;26,9%
2024;05802;Università degli studi di Roma Tor Vergata;Lazio;CENTRO;55 - 64 anni;M;44,9%
2024;05802;Università degli studi di Roma Tor Vergata;Lazio;CENTRO;Maggiore di 64 anni;M;6,0%
2024;05806;"Università degli Studi di ROMA ""Foro Italico""";Lazio;CENTRO;Minore di 35 anni;M;5,7%
2024;05806;"Università degli Studi di ROMA ""Foro Italico""";Lazio;CENTRO;35- 44 anni;M;15,1%
2024;05806;"Università degli Studi di ROMA ""Foro Italico""";Lazio;CENTRO;45 - 54 anni;M;26,4%
2024;05806;"Università degli Studi di ROMA ""Foro Italico""";Lazio;CENTRO;55 - 64 anni;M;41,5%
2024;05806;"Università degli Studi di ROMA ""Foro Italico""";Lazio;CENTRO;Maggiore di 64 anni;M;11,3%
2024;05807;Università degli Studi ROMA TRE;Lazio;CENTRO;Minore di 35 anni;M;11,7%
2024;05807;Università degli Studi ROMA TRE;Lazio;CENTRO;35- 44 anni;M;13,8%
2024;05807;Università degli Studi ROMA TRE;Lazio;CENTRO;45 - 54 anni;M;42,8%
2024;05807;Università degli Studi ROMA TRE;Lazio;CENTRO;55 - 64 anni;M;30,7%
2024;05807;Università degli Studi ROMA TRE;Lazio;CENTRO;Maggiore di 64 anni;M;1,0%
2024;06001;Università degli Studi di CASSINO e del LAZIO MERIDIONALE;Lazio;CENTRO;Minore di 35 anni;M;0,9%
2024;06001;Università degli Studi di CASSINO e del LAZIO MERIDIONALE;Lazio;CENTRO;35- 44 anni;M;5,4%
2024;06001;Università degli Studi di CASSINO e del LAZIO MERIDIONALE;Lazio;CENTRO;45 - 54 anni;M;28,6%
2024;06001;Università degli Studi di CASSINO e del LAZIO MERIDIONALE;Lazio;CENTRO;55 - 64 anni;M;58,0%
2024;06001;Università degli Studi di CASSINO e del LAZIO MERIDIONALE;Lazio;CENTRO;Maggiore di 64 anni;M;7,1%
2024;06201;Università degli Studi del Sannio;Campania;SUD;Minore di 35 anni;M;5,6%
2024;06201;Università degli Studi del Sannio;Campania;SUD;35- 44 anni;M;15,5%
2024;06201;Università degli Studi del Sannio;Campania;SUD;45 - 54 anni;M;32,4%
2024;06201;Università degli Studi del Sannio;Campania;SUD;55 - 64 anni;M;40,8%
2024;06201;Università degli Studi del Sannio;Campania;SUD;Maggiore di 64 anni;M;5,6%
2024;06301;Università degli Studi di Napoli Federico II;Campania;SUD;Minore di 35 anni;M;8,3%
2024;06301;Università degli Studi di Napoli Federico II;Campania;SUD;35- 44 anni;M;15,8%
2024;06301;Università degli Studi di Napoli Federico II;Campania;SUD;45 - 54 anni;M;27,3%
2024;06301;Università degli Studi di Napoli Federico II;Campania;SUD;55 - 64 anni;M;41,0%
2024;06301;Università degli Studi di Napoli Federico II;Campania;SUD;Maggiore di 64 anni;M;7,5%
2024;06302;Università degli studi di Napoli - Parthenope;Campania;SUD;Minore di 35 anni;M;16,9%
2024;06302;Università degli studi di Napoli - Parthenope;Campania;SUD;35- 44 anni;M;16,9%
2024;06302;Università degli studi di Napoli - Parthenope;Campania;SUD;45 - 54 anni;M;30,7%
2024;06302;Università degli studi di Napoli - Parthenope;Campania;SUD;55 - 64 anni;M;29,5%
2024;06302;Università degli studi di Napoli - Parthenope;Campania;SUD;Maggiore di 64 anni;M;6,0%
2024;06303;Università degli studi L'Orientale di Napoli;Campania;SUD;Minore di 35 anni;M;6,3%
2024;06303;Università degli studi L'Orientale di Napoli;Campania;SUD;35- 44 anni;M;20,0%
2024;06303;Università degli studi L'Orientale di Napoli;Campania;SUD;45 - 54 anni;M;20,0%
2024;06303;Università degli studi L'Orientale di Napoli;Campania;SUD;55 - 64 anni;M;45,3%
2024;06303;Università degli studi L'Orientale di Napoli;Campania;SUD;Maggiore di 64 anni;M;8,4%
2024;06306;"Università degli Studi della Campania ""Luigi Vanvitelli""";Campania;SUD;Minore di 35 anni;M;11,8%
2024;06306;"Università degli Studi della Campania ""Luigi Vanvitelli""";Campania;SUD;35- 44 anni;M;15,1%
2024;06306;"Università degli Studi della Campania ""Luigi Vanvitelli""";Campania;SUD;45 - 54 anni;M;25,2%
2024;06306;"Università degli Studi della Campania ""Luigi Vanvitelli""";Campania;SUD;55 - 64 anni;M;39,9%
2024;06306;"Università degli Studi della Campania ""Luigi Vanvitelli""";Campania;SUD;Maggiore di 64 anni;M;8,0%
2024;06501;Università degli Studi di SALERNO;Campania;SUD;Minore di 35 anni;M;9,4%
2024;06501;Università degli Studi di SALERNO;Campania;SUD;35- 44 anni;M;19,5%
2024;06501;Università degli Studi di SALERNO;Campania;SUD;45 - 54 anni;M;30,7%
2024;06501;Università degli Studi di SALERNO;Campania;SUD;55 - 64 anni;M;35,8%
2024;06501;Università degli Studi di SALERNO;Campania;SUD;Maggiore di 64 anni;M;4,5%
2024;06601;Università degli studi di L'Aquila;Abruzzo;SUD;Minore di 35 anni;M;6,3%
2024;06601;Università degli studi di L'Aquila;Abruzzo;SUD;35- 44 anni;M;15,7%
2024;06601;Università degli studi di L'Aquila;Abruzzo;SUD;45 - 54 anni;M;19,4%
2024;06601;Università degli studi di L'Aquila;Abruzzo;SUD;55 - 64 anni;M;51,3%
2024;06601;Università degli studi di L'Aquila;Abruzzo;SUD;Maggiore di 64 anni;M;7,3%
2024;06603;Gran Sasso Science Institute - Scuola di dottorato internazionale dell'Aquila;Abruzzo;SUD;Minore di 35 anni;M;33,3%
2024;06603;Gran Sasso Science Institute - Scuola di dottorato internazionale dell'Aquila;Abruzzo;SUD;35- 44 anni;M;27,8%
2024;06603;Gran Sasso Science Institute - Scuola di dottorato internazionale dell'Aquila;Abruzzo;SUD;45 - 54 anni;M;22,2%
2024;06603;Gran Sasso Science Institute - Scuola di dottorato internazionale dell'Aquila;Abruzzo;SUD;55 - 64 anni;M;16,7%
2024;06701;Università degli Studi di TERAMO;Abruzzo;SUD;Minore di 35 anni;M;9,8%
2024;06701;Università degli Studi di TERAMO;Abruzzo;SUD;35- 44 anni;M;4,9%
2024;06701;Università degli Studi di TERAMO;Abruzzo;SUD;45 - 54 anni;M;40,2%
2024;06701;Università degli Studi di TERAMO;Abruzzo;SUD;55 - 64 anni;M;42,7%
2024;06701;Università degli Studi di TERAMO;Abruzzo;SUD;Maggiore di 64 anni;M;2,4%
2024;06901;Università degli studi Gabriele D'Annunzio di Chieti e Pescara;Abruzzo;SUD;Minore di 35 anni;M;3,9%
2024;06901;Università degli studi Gabriele D'Annunzio di Chieti e Pescara;Abruzzo;SUD;35- 44 anni;M;12,4%
2024;06901;Università degli studi Gabriele D'Annunzio di Chieti e Pescara;Abruzzo;SUD;45 - 54 anni;M;20,3%
2024;06901;Università degli studi Gabriele D'Annunzio di Chieti e Pescara;Abruzzo;SUD;55 - 64 anni;M;55,6%
2024;06901;Università degli studi Gabriele D'Annunzio di Chieti e Pescara;Abruzzo;SUD;Maggiore di 64 anni;M;7,8%
2024;07001;Università degli Studi del MOLISE;Molise;SUD;Minore di 35 anni;M;5,0%
2024;07001;Università degli Studi del MOLISE;Molise;SUD;35- 44 anni;M;6,9%
2024;07001;Università degli Studi del MOLISE;Molise;SUD;45 - 54 anni;M;36,6%
2024;07001;Università degli Studi del MOLISE;Molise;SUD;55 - 64 anni;M;48,5%
2024;07001;Università degli Studi del MOLISE;Molise;SUD;Maggiore di 64 anni;M;3,0%
2024;07101;Università degli Studi di FOGGIA;Puglia;SUD;Minore di 35 anni;M;7,6%
2024;07101;Università degli Studi di FOGGIA;Puglia;SUD;35- 44 anni;M;6,9%
2024;07101;Università degli Studi di FOGGIA;Puglia;SUD;45 - 54 anni;M;45,8%
2024;07101;Università degli Studi di FOGGIA;Puglia;SUD;55 - 64 anni;M;35,4%
2024;07101;Università degli Studi di FOGGIA;Puglia;SUD;Maggiore di 64 anni;M;4,2%
2024;07201;Università degli studi di Bari;Puglia;SUD;Minore di 35 anni;M;13,1%
2024;07201;Università degli studi di Bari;Puglia;SUD;35- 44 anni;M;14,0%
2024;07201;Università degli studi di Bari;Puglia;SUD;45 - 54 anni;M;31,4%
2024;07201;Università degli studi di Bari;Puglia;SUD;55 - 64 anni;M;36,9%
2024;07201;Università degli studi di Bari;Puglia;SUD;Maggiore di 64 anni;M;4,6%
2024;07202;Politecnico di BARI;Puglia;SUD;Minore di 35 anni;M;5,3%
2024;07202;Politecnico di BARI;Puglia;SUD;35- 44 anni;M;11,5%
2024;07202;Politecnico di BARI;Puglia;SUD;45 - 54 anni;M;40,5%
2024;07202;Politecnico di BARI;Puglia;SUD;55 - 64 anni;M;36,6%
2024;07202;Politecnico di BARI;Puglia;SUD;Maggiore di 64 anni;M;6,1%
2024;07501;Università del SALENTO;Puglia;SUD;Minore di 35 anni;M;2,4%
2024;07501;Università del SALENTO;Puglia;SUD;35- 44 anni;M;10,3%
2024;07501;Università del SALENTO;Puglia;SUD;45 - 54 anni;M;42,3%
2024;07501;Università del SALENTO;Puglia;SUD;55 - 64 anni;M;41,1%
2024;07501;Università del SALENTO;Puglia;SUD;Maggiore di 64 anni;M;4,0%
2024;07601;Università degli Studi della BASILICATA;Basilicata;SUD;Minore di 35 anni;M;8,7%
2024;07601;Università degli Studi della BASILICATA;Basilicata;SUD;35- 44 anni;M;7,1%
2024;07601;Università degli Studi della BASILICATA;Basilicata;SUD;45 - 54 anni;M;18,9%
2024;07601;Università degli Studi della BASILICATA;Basilicata;SUD;55 - 64 anni;M;55,1%
2024;07601;Università degli Studi della BASILICATA;Basilicata;SUD;Maggiore di 64 anni;M;10,2%
2024;07801;Università della CALABRIA;Calabria;SUD;Minore di 35 anni;M;6,1%
2024;07801;Università della CALABRIA;Calabria;SUD;35- 44 anni;M;14,7%
2024;07801;Università della CALABRIA;Calabria;SUD;45 - 54 anni;M;37,1%
2024;07801;Università della CALABRIA;Calabria;SUD;55 - 64 anni;M;34,7%
2024;07801;Università della CALABRIA;Calabria;SUD;Maggiore di 64 anni;M;7,4%
2024;07901;Università degli studi di Catanzaro - Magna Grecia;Calabria;SUD;Minore di 35 anni;M;3,6%
2024;07901;Università degli studi di Catanzaro - Magna Grecia;Calabria;SUD;35- 44 anni;M;14,3%
2024;07901;Università degli studi di Catanzaro - Magna Grecia;Calabria;SUD;45 - 54 anni;M;31,0%
2024;07901;Università degli studi di Catanzaro - Magna Grecia;Calabria;SUD;55 - 64 anni;M;42,9%
2024;07901;Università degli studi di Catanzaro - Magna Grecia;Calabria;SUD;Maggiore di 64 anni;M;8,3%
2024;08001;Università degli studi Mediterranea di Reggio Calabria;Calabria;SUD;Minore di 35 anni;M;2,6%
2024;08001;Università degli studi Mediterranea di Reggio Calabria;Calabria;SUD;35- 44 anni;M;9,0%
2024;08001;Università degli studi Mediterranea di Reggio Calabria;Calabria;SUD;45 - 54 anni;M;25,6%
2024;08001;Università degli studi Mediterranea di Reggio Calabria;Calabria;SUD;55 - 64 anni;M;51,3%
2024;08001;Università degli studi Mediterranea di Reggio Calabria;Calabria;SUD;Maggiore di 64 anni;M;11,5%
2024;08201;Università degli Studi di PALERMO;Sicilia;ISOLE;Minore di 35 anni;M;3,8%
2024;08201;Università degli Studi di PALERMO;Sicilia;ISOLE;35- 44 anni;M;12,2%
2024;08201;Università degli Studi di PALERMO;Sicilia;ISOLE;45 - 54 anni;M;35,2%
2024;08201;Università degli Studi di PALERMO;Sicilia;ISOLE;55 - 64 anni;M;42,0%
2024;08201;Università degli Studi di PALERMO;Sicilia;ISOLE;Maggiore di 64 anni;M;6,9%
2024;08301;Università degli Studi di MESSINA;Sicilia;ISOLE;Minore di 35 anni;M;1,4%
2024;08301;Università degli Studi di MESSINA;Sicilia;ISOLE;35- 44 anni;M;6,8%
2024;08301;Università degli Studi di MESSINA;Sicilia;ISOLE;45 - 54 anni;M;30,4%
2024;08301;Università degli Studi di MESSINA;Sicilia;ISOLE;55 - 64 anni;M;53,2%
2024;08301;Università degli Studi di MESSINA;Sicilia;ISOLE;Maggiore di 64 anni;M;8,2%
2024;08701;Università degli Studi di CATANIA;Sicilia;ISOLE;Minore di 35 anni;M;2,2%
2024;08701;Università degli Studi di CATANIA;Sicilia;ISOLE;35- 44 anni;M;14,9%
2024;08701;Università degli Studi di CATANIA;Sicilia;ISOLE;45 - 54 anni;M;30,4%
2024;08701;Università degli Studi di CATANIA;Sicilia;ISOLE;55 - 64 anni;M;48,0%
2024;08701;Università degli Studi di CATANIA;Sicilia;ISOLE;Maggiore di 64 anni;M;4,4%
2024;09001;Università degli Studi di SASSARI;Sardegna;ISOLE;Minore di 35 anni;M;1,0%
2024;09001;Università degli Studi di SASSARI;Sardegna;ISOLE;35- 44 anni;M;8,8%
2024;09001;Università degli Studi di SASSARI;Sardegna;ISOLE;45 - 54 anni;M;32,7%
2024;09001;Università degli Studi di SASSARI;Sardegna;ISOLE;55 - 64 anni;M;52,2%
2024;09001;Università degli Studi di SASSARI;Sardegna;ISOLE;Maggiore di 64 anni;M;5,4%
2024;09201;Università degli Studi di CAGLIARI;Sardegna;ISOLE;Minore di 35 anni;M;6,9%
2024;09201;Università degli Studi di CAGLIARI;Sardegna;ISOLE;35- 44 anni;M;16,1%
2024;09201;Università degli Studi di CAGLIARI;Sardegna;ISOLE;45 - 54 anni;M;28,9%
2024;09201;Università degli Studi di CAGLIARI;Sardegna;ISOLE;55 - 64 anni;M;43,3%
2024;09201;Università degli Studi di CAGLIARI;Sardegna;ISOLE;Maggiore di 64 anni;M;4,7%
2024;06308;Scuola Superiore Meridionale di Napoli;Campania;SUD;Minore di 35 anni;M;54,5%
2024;06308;Scuola Superiore Meridionale di Napoli;Campania;SUD;35- 44 anni;M;27,3%
2024;06308;Scuola Superiore Meridionale di Napoli;Campania;SUD;45 - 54 anni;M;18,2%
2023;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Minore di 35 anni;F;7,5%
2023;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;35- 44 anni;F;17,1%
2023;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;45 - 54 anni;F;34,6%
2023;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;55 - 64 anni;F;37,8%
2023;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Maggiore di 64 anni;F;3,0%
2023;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Minore di 35 anni;M;7,0%
2023;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;35- 44 anni;M;15,2%
2023;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;45 - 54 anni;M;33,3%
2023;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;55 - 64 anni;M;40,2%
2023;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Maggiore di 64 anni;M;4,3%
2023;00101;Università degli Studi di TORINO;Piemonte;NORD-OVEST;Minore di 35 anni;F;7,0%
2023;00101;Università degli Studi di TORINO;Piemonte;NORD-OVEST;35- 44 anni;F;17,3%
2023;00101;Università degli Studi di TORINO;Piemonte;NORD-OVEST;45 - 54 anni;F;40,3%
2023;00101;Università degli Studi di TORINO;Piemonte;NORD-OVEST;55 - 64 anni;F;33,9%
2023;00101;Università degli Studi di TORINO;Piemonte;NORD-OVEST;Maggiore di 64 anni;F;1,5%
2023;00102;Politecnico di TORINO;Piemonte;NORD-OVEST;Minore di 35 anni;F;7,6%
2023;00102;Politecnico di TORINO;Piemonte;NORD-OVEST;35- 44 anni;F;23,5%
2023;00102;Politecnico di TORINO;Piemonte;NORD-OVEST;45 - 54 anni;F;38,4%
2023;00102;Politecnico di TORINO;Piemonte;NORD-OVEST;55 - 64 anni;F;29,0%
2023;00102;Politecnico di TORINO;Piemonte;NORD-OVEST;Maggiore di 64 anni;F;1,5%
2023;00201;"Università degli studi del Piemonte orientale ""Amedeo Avogadro""";Piemonte;NORD-OVEST;Minore di 35 anni;F;7,9%
2023;00201;"Università degli studi del Piemonte orientale ""Amedeo Avogadro""";Piemonte;NORD-OVEST;35- 44 anni;F;13,9%
2023;00201;"Università degli studi del Piemonte orientale ""Amedeo Avogadro""";Piemonte;NORD-OVEST;45 - 54 anni;F;50,0%
2023;00201;"Università degli studi del Piemonte orientale ""Amedeo Avogadro""";Piemonte;NORD-OVEST;55 - 64 anni;F;27,3%
2023;00201;"Università degli studi del Piemonte orientale ""Amedeo Avogadro""";Piemonte;NORD-OVEST;Maggiore di 64 anni;F;0,9%
2023;01001;Università degli Studi di GENOVA;Liguria;NORD-OVEST;Minore di 35 anni;F;3,3%
2023;01001;Università degli Studi di GENOVA;Liguria;NORD-OVEST;35- 44 anni;F;14,6%
2023;01001;Università degli Studi di GENOVA;Liguria;NORD-OVEST;45 - 54 anni;F;36,9%
2023;01001;Università degli Studi di GENOVA;Liguria;NORD-OVEST;55 - 64 anni;F;42,6%
2023;01001;Università degli Studi di GENOVA;Liguria;NORD-OVEST;Maggiore di 64 anni;F;2,5%
2023;01202;Università degli studi dell' Insubria;Lombardia;NORD-OVEST;Minore di 35 anni;F;9,8%
2023;01202;Università degli studi dell' Insubria;Lombardia;NORD-OVEST;35- 44 anni;F;15,6%
2023;01202;Università degli studi dell' Insubria;Lombardia;NORD-OVEST;45 - 54 anni;F;50,0%
2023;01202;Università degli studi dell' Insubria;Lombardia;NORD-OVEST;55 - 64 anni;F;24,2%
2023;01202;Università degli studi dell' Insubria;Lombardia;NORD-OVEST;Maggiore di 64 anni;F;0,4%
2023;01501;Università degli Studi di MILANO;Lombardia;NORD-OVEST;Minore di 35 anni;F;11,6%
2023;01501;Università degli Studi di MILANO;Lombardia;NORD-OVEST;35- 44 anni;F;18,1%
2023;01501;Università degli Studi di MILANO;Lombardia;NORD-OVEST;45 - 54 anni;F;30,3%
2023;01501;Università degli Studi di MILANO;Lombardia;NORD-OVEST;55 - 64 anni;F;36,9%
2023;01501;Università degli Studi di MILANO;Lombardia;NORD-OVEST;Maggiore di 64 anni;F;3,1%
2023;01502;Politecnico di MILANO;Lombardia;NORD-OVEST;Minore di 35 anni;F;9,2%
2023;01502;Politecnico di MILANO;Lombardia;NORD-OVEST;35- 44 anni;F;17,1%
2023;01502;Politecnico di MILANO;Lombardia;NORD-OVEST;45 - 54 anni;F;39,4%
2023;01502;Politecnico di MILANO;Lombardia;NORD-OVEST;55 - 64 anni;F;32,5%
2023;01502;Politecnico di MILANO;Lombardia;NORD-OVEST;Maggiore di 64 anni;F;1,8%
2023;01509;Università degli Studi di MILANO-BICOCCA;Lombardia;NORD-OVEST;Minore di 35 anni;F;11,2%
2023;01509;Università degli Studi di MILANO-BICOCCA;Lombardia;NORD-OVEST;35- 44 anni;F;25,1%
2023;01509;Università degli Studi di MILANO-BICOCCA;Lombardia;NORD-OVEST;45 - 54 anni;F;37,1%
2023;01509;Università degli Studi di MILANO-BICOCCA;Lombardia;NORD-OVEST;55 - 64 anni;F;25,1%
2023;01509;Università degli Studi di MILANO-BICOCCA;Lombardia;NORD-OVEST;Maggiore di 64 anni;F;1,5%
2023;01601;Università degli Studi di BERGAMO;Lombardia;NORD-OVEST;Minore di 35 anni;F;12,5%
2023;01601;Università degli Studi di BERGAMO;Lombardia;NORD-OVEST;35- 44 anni;F;20,5%
2023;01601;Università degli Studi di BERGAMO;Lombardia;NORD-OVEST;45 - 54 anni;F;45,5%
2023;01601;Università degli Studi di BERGAMO;Lombardia;NORD-OVEST;55 - 64 anni;F;21,0%
2023;01601;Università degli Studi di BERGAMO;Lombardia;NORD-OVEST;Maggiore di 64 anni;F;0,4%
2023;01701;Università degli Studi di BRESCIA;Lombardia;NORD-OVEST;Minore di 35 anni;F;9,1%
2023;01701;Università degli Studi di BRESCIA;Lombardia;NORD-OVEST;35- 44 anni;F;18,4%
2023;01701;Università degli Studi di BRESCIA;Lombardia;NORD-OVEST;45 - 54 anni;F;27,5%
2023;01701;Università degli Studi di BRESCIA;Lombardia;NORD-OVEST;55 - 64 anni;F;43,1%
2023;01701;Università degli Studi di BRESCIA;Lombardia;NORD-OVEST;Maggiore di 64 anni;F;1,9%
2023;01801;Università degli Studi di PAVIA;Lombardia;NORD-OVEST;Minore di 35 anni;F;7,9%
2023;01801;Università degli Studi di PAVIA;Lombardia;NORD-OVEST;35- 44 anni;F;16,8%
2023;01801;Università degli Studi di PAVIA;Lombardia;NORD-OVEST;45 - 54 anni;F;32,0%
2023;01801;Università degli Studi di PAVIA;Lombardia;NORD-OVEST;55 - 64 anni;F;42,0%
2023;01801;Università degli Studi di PAVIA;Lombardia;NORD-OVEST;Maggiore di 64 anni;F;1,4%
2023;01802;Istituto universitario di studi superiori di Pavia;Lombardia;NORD-OVEST;Minore di 35 anni;F;22,2%
2023;01802;Istituto universitario di studi superiori di Pavia;Lombardia;NORD-OVEST;35- 44 anni;F;29,6%
2023;01802;Istituto universitario di studi superiori di Pavia;Lombardia;NORD-OVEST;45 - 54 anni;F;37,0%
2023;01802;Istituto universitario di studi superiori di Pavia;Lombardia;NORD-OVEST;55 - 64 anni;F;11,1%
2023;02201;Università degli Studi di TRENTO;Trentino-Alto Adige;NORD-EST;Minore di 35 anni;F;8,5%
2023;02201;Università degli Studi di TRENTO;Trentino-Alto Adige;NORD-EST;35- 44 anni;F;25,6%
2023;02201;Università degli Studi di TRENTO;Trentino-Alto Adige;NORD-EST;45 - 54 anni;F;42,3%
2023;02201;Università degli Studi di TRENTO;Trentino-Alto Adige;NORD-EST;55 - 64 anni;F;22,9%
2023;02201;Università degli Studi di TRENTO;Trentino-Alto Adige;NORD-EST;Maggiore di 64 anni;F;0,6%
2023;02301;Università degli Studi di VERONA;Veneto;NORD-EST;Minore di 35 anni;F;6,2%
2023;02301;Università degli Studi di VERONA;Veneto;NORD-EST;35- 44 anni;F;17,7%
2023;02301;Università degli Studi di VERONA;Veneto;NORD-EST;45 - 54 anni;F;42,7%
2023;02301;Università degli Studi di VERONA;Veneto;NORD-EST;55 - 64 anni;F;32,4%
2023;02301;Università degli Studi di VERONA;Veneto;NORD-EST;Maggiore di 64 anni;F;1,0%
2023;02701;Università Ca' Foscari Venezia;Veneto;NORD-EST;Minore di 35 anni;F;15,6%
2023;02701;Università Ca' Foscari Venezia;Veneto;NORD-EST;35- 44 anni;F;25,2%
2023;02701;Università Ca' Foscari Venezia;Veneto;NORD-EST;45 - 54 anni;F;32,3%
2023;02701;Università Ca' Foscari Venezia;Veneto;NORD-EST;55 - 64 anni;F;25,6%
2023;02701;Università Ca' Foscari Venezia;Veneto;NORD-EST;Maggiore di 64 anni;F;1,3%
2023;02702;Università IUAV di VENEZIA;Veneto;NORD-EST;Minore di 35 anni;F;11,3%
2023;02702;Università IUAV di VENEZIA;Veneto;NORD-EST;35- 44 anni;F;17,0%
2023;02702;Università IUAV di VENEZIA;Veneto;NORD-EST;45 - 54 anni;F;29,6%
2023;02702;Università IUAV di VENEZIA;Veneto;NORD-EST;55 - 64 anni;F;40,3%
2023;02702;Università IUAV di VENEZIA;Veneto;NORD-EST;Maggiore di 64 anni;F;1,9%
2023;02801;Università degli Studi di PADOVA;Veneto;NORD-EST;Minore di 35 anni;F;7,5%
2023;02801;Università degli Studi di PADOVA;Veneto;NORD-EST;35- 44 anni;F;24,0%
2023;02801;Università degli Studi di PADOVA;Veneto;NORD-EST;45 - 54 anni;F;36,0%
2023;02801;Università degli Studi di PADOVA;Veneto;NORD-EST;55 - 64 anni;F;30,5%
2023;02801;Università degli Studi di PADOVA;Veneto;NORD-EST;Maggiore di 64 anni;F;2,1%
2023;03001;Università degli Studi di UDINE;Friuli-Venezia Giulia;NORD-EST;Minore di 35 anni;F;10,4%
2023;03001;Università degli Studi di UDINE;Friuli-Venezia Giulia;NORD-EST;35- 44 anni;F;14,8%
2023;03001;Università degli Studi di UDINE;Friuli-Venezia Giulia;NORD-EST;45 - 54 anni;F;32,5%
