Decreto Ministeriale;Cod_settore;Settore_Descrizione;Area_Descrizione;FoRD;Area STEM
DM ottobre 2000;GEO/11;GEO/11 GEOFISICA APPLICATA;04 - Scienze della terra;01 - Natural sciences;Sì
DM ottobre 2000;GEO/12;GEO/12 OCEANOGRAFIA E FISICA DELL'ATMOSFERA;04 - Scienze della terra;01 - Natural sciences;Sì
DM  639/2024 ;GEOG-01/A;GEOG-01/A Geografia;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;No
DM  639/2024 ;GEOG-01/B;GEOG-01/B Geografia economico-politica;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;No
DM  639/2024 ;GEOS-01/A;GEOS-01/A Mineralogia;04 - Scienze della terra;01 - Natural sciences;Sì
DM  639/2024 ;GEOS-01/B;GEOS-01/B Petrologia;04 - Scienze della terra;01 - Natural sciences;Sì
DM  639/2024 ;GEOS-01/C;GEOS-01/C Geochimica e vulcanologia;04 - Scienze della terra;01 - Natural sciences;Sì
DM  639/2024 ;GEOS-01/D;GEOS-01/D Georisorse minerarie e applicazioni mineralogico-petrografiche per l’ambiente e per i beni culturali;04 - Scienze della terra;01 - Natural sciences;Sì
DM  639/2024 ;GEOS-02/A;GEOS-02/A Paleontologia e paleoecologia;04 - Scienze della terra;01 - Natural sciences;Sì
DM  639/2024 ;GEOS-02/B;GEOS-02/B Geologia stratigrafica e sedimentologia;04 - Scienze della terra;01 - Natural sciences;Sì
DM  639/2024 ;GEOS-02/C;GEOS-02/C Geologia strutturale e tettonica;04 - Scienze della terra;01 - Natural sciences;Sì
DM  639/2024 ;GEOS-03/A;GEOS-03/A Geografia fisica e geomorfologia;04 - Scienze della terra;01 - Natural sciences;Sì
DM  639/2024 ;GEOS-03/B;GEOS-03/B Geologia applicata;04 - Scienze della terra;01 - Natural sciences;Sì
DM  639/2024 ;GEOS-04/A;GEOS-04/A Geofisica della Terra solida;04 - Scienze della terra;01 - Natural sciences;Sì
DM  639/2024 ;GEOS-04/B;GEOS-04/B Geofisica applicata;04 - Scienze della terra;01 - Natural sciences;Sì
DM  639/2024 ;GEOS-04/C;GEOS-04/C Oceanografia, meteorologia e climatologia;04 - Scienze della terra;01 - Natural sciences;Sì
DM  639/2024 ;GERM-01/A;GERM-01/A Filologia e linguistica germanica;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;GERM-01/B;GERM-01/B Letteratura tedesca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;GERM-01/C;GERM-01/C Lingua, traduzione e linguistica tedesca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;GERM-01/D;GERM-01/D Lingue e letterature nordiche;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;GERM-01/E;GERM-01/E Lingua e letteratura nederlandese;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;GIUR-01/A;GIUR-01/A Diritto privato;12 - Scienze giuridiche;05 - Social sciences;No
DM  639/2024 ;GIUR-02/A;GIUR-02/A Diritto commerciale;12 - Scienze giuridiche;05 - Social sciences;No
DM  639/2024 ;GIUR-02/B;GIUR-02/B Diritto della navigazione e dei trasporti;12 - Scienze giuridiche;05 - Social sciences;No
DM  639/2024 ;GIUR-03/A;GIUR-03/A Diritto dell’economia;12 - Scienze giuridiche;05 - Social sciences;No
DM  639/2024 ;GIUR-03/B;GIUR-03/B Diritto agrario e alimentare;12 - Scienze giuridiche;05 - Social sciences;No
DM  639/2024 ;GIUR-04/A;GIUR-04/A Diritto del lavoro;12 - Scienze giuridiche;05 - Social sciences;No
DM  639/2024 ;GIUR-05/A;GIUR-05/A Diritto costituzionale e pubblico;12 - Scienze giuridiche;05 - Social sciences;No
DM  639/2024 ;GIUR-06/A;GIUR-06/A Diritto amministrativo e pubblico;12 - Scienze giuridiche;05 - Social sciences;No
DM  639/2024 ;GIUR-07/A;GIUR-07/A Diritto e religione;12 - Scienze giuridiche;05 - Social sciences;No
DM  639/2024 ;GIUR-08/A;GIUR-08/A Diritto tributario;12 - Scienze giuridiche;05 - Social sciences;No
DM  639/2024 ;GIUR-09/A;GIUR-09/A Diritto internazionale;12 - Scienze giuridiche;05 - Social sciences;No
DM  639/2024 ;GIUR-10/A;GIUR-10/A Diritto dell’unione europea;12 - Scienze giuridiche;05 - Social sciences;No
DM  639/2024 ;GIUR-11/A;GIUR-11/A Diritto privato comparato;12 - Scienze giuridiche;05 - Social sciences;No
DM  639/2024 ;GIUR-11/B;GIUR-11/B Diritto pubblico comparato;12 - Scienze giuridiche;05 - Social sciences;No
DM  639/2024 ;GIUR-12/A;GIUR-12/A Diritto processuale civile;12 - Scienze giuridiche;05 - Social sciences;No
DM  639/2024 ;GIUR-13/A;GIUR-13/A Diritto processuale penale;12 - Scienze giuridiche;05 - Social sciences;No
DM  639/2024 ;GIUR-14/A;GIUR-14/A Diritto penale;12 - Scienze giuridiche;05 - Social sciences;No
DM  639/2024 ;GIUR-15/A;GIUR-15/A Diritto romano e fondamenti del diritto europeo;12 - Scienze giuridiche;05 - Social sciences;No
DM  639/2024 ;GIUR-16/A;GIUR-16/A Storia del diritto medievale e moderno;12 - Scienze giuridiche;05 - Social sciences;No
DM  639/2024 ;GIUR-17/A;GIUR-17/A Filosofia del diritto;12 - Scienze giuridiche;05 - Social sciences;No
DM  639/2024 ;GLOT-01/A;GLOT-01/A Glottologia e linguistica;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;GLOT-01/B;GLOT-01/B Didattica delle lingue moderne;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;GLOT-01/C;GLOT-01/C Lingua e letteratura albanese;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;GLOT-01/D;GLOT-01/D Filologia ugro-finnica;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;GSPS-01/A;GSPS-01/A Filosofia politica;14 - Scienze politiche e sociali;05 - Social sciences;No
DM  639/2024 ;GSPS-02/A;GSPS-02/A Scienza politica;14 - Scienze politiche e sociali;05 - Social sciences;No
DM  639/2024 ;GSPS-03/A;GSPS-03/A Storia del pensiero politico;14 - Scienze politiche e sociali;05 - Social sciences;No
DM  639/2024 ;GSPS-03/B;GSPS-03/B Storia delle istituzioni politiche;14 - Scienze politiche e sociali;05 - Social sciences;No
DM  639/2024 ;GSPS-04/A;GSPS-04/A Storia e istituzioni delle Americhe;14 - Scienze politiche e sociali;05 - Social sciences;No
DM  639/2024 ;GSPS-04/B;GSPS-04/B Storia delle relazioni internazionali;14 - Scienze politiche e sociali;05 - Social sciences;No
DM  639/2024 ;GSPS-04/C;GSPS-04/C Storia e istituzioni dell’Africa;14 - Scienze politiche e sociali;05 - Social sciences;No
DM  639/2024 ;GSPS-04/D;GSPS-04/D Storia e istituzioni dell’Asia;14 - Scienze politiche e sociali;05 - Social sciences;No
DM  639/2024 ;GSPS-05/A;GSPS-05/A Sociologia generale;14 - Scienze politiche e sociali;05 - Social sciences;No
DM  639/2024 ;GSPS-06/A;GSPS-06/A Sociologia dei processi culturali e comunicativi;14 - Scienze politiche e sociali;05 - Social sciences;No
DM  639/2024 ;GSPS-07/A;GSPS-07/A Sociologia dei fenomeni politici;14 - Scienze politiche e sociali;05 - Social sciences;No
DM  639/2024 ;GSPS-07/B;GSPS-07/B Sociologia del diritto e della devianza;14 - Scienze politiche e sociali;05 - Social sciences;No
DM  639/2024 ;GSPS-08/A;GSPS-08/A Sociologia dei processi economici e del lavoro;14 - Scienze politiche e sociali;05 - Social sciences;No
DM  639/2024 ;GSPS-08/B;GSPS-08/B Sociologia dell’ambiente e del territorio;14 - Scienze politiche e sociali;05 - Social sciences;No
DM  639/2024 ;HELL-01/A;HELL-01/A Filologia e civiltà dell’Egeo e del Mediterraneo preclassico;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;HELL-01/B;HELL-01/B Lingua e letteratura greca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;HELL-01/C;HELL-01/C Civiltà bizantina;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;HELL-01/D;HELL-01/D Lingua e letteratura neogreca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;HIST-01/A;HIST-01/A Storia medievale;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM  639/2024 ;HIST-02/A;HIST-02/A Storia moderna;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM  639/2024 ;HIST-03/A;HIST-03/A Storia contemporanea;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM  639/2024 ;HIST-03/B;HIST-03/B Storia dell'europa orientale;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM  639/2024 ;HIST-04/A;HIST-04/A Storia delle religioni;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM  639/2024 ;HIST-04/B;HIST-04/B Storia del cristianesimo e delle chiese;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM  639/2024 ;HIST-04/C;HIST-04/C Archivistica, bibliografia e biblioteconomia;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM  639/2024 ;HIST-04/D;HIST-04/D Paleografia;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM  639/2024 ;IBIO-01/A;IBIO-01/A Bioingegneria;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ICAR/01;ICAR/01 IDRAULICA;08 - Ingegneria civile e Architettura;02 - Engineering and technology;Sì
DM ottobre 2000;ICAR/02;ICAR/02 COSTRUZIONI IDRAULICHE E MARITTIME E IDROLOGIA;08 - Ingegneria civile e Architettura;02 - Engineering and technology;Sì
DM ottobre 2000;ICAR/03;ICAR/03 INGEGNERIA SANITARIA-AMBIENTALE;08 - Ingegneria civile e Architettura;02 - Engineering and technology;Sì
DM ottobre 2000;ICAR/04;ICAR/04 STRADE, FERROVIE ED AEROPORTI;08 - Ingegneria civile e Architettura;02 - Engineering and technology;Sì
DM ottobre 2000;ICAR/05;ICAR/05 TRASPORTI;08 - Ingegneria civile e Architettura;02 - Engineering and technology;Sì
DM ottobre 2000;ICAR/06;ICAR/06 TOPOGRAFIA E CARTOGRAFIA;08 - Ingegneria civile e Architettura;02 - Engineering and technology;Sì
DM ottobre 2000;ICAR/07;ICAR/07 GEOTECNICA;08 - Ingegneria civile e Architettura;02 - Engineering and technology;Sì
DM ottobre 2000;ICAR/08;ICAR/08 SCIENZA DELLE COSTRUZIONI;08 - Ingegneria civile e Architettura;02 - Engineering and technology;Sì
DM ottobre 2000;ICAR/09;ICAR/09 TECNICA DELLE COSTRUZIONI;08 - Ingegneria civile e Architettura;02 - Engineering and technology;Sì
DM ottobre 2000;ICAR/10;ICAR/10 ARCHITETTURA TECNICA;08 - Ingegneria civile e Architettura;02 - Engineering and technology;Sì
DM ottobre 2000;ICAR/11;ICAR/11 PRODUZIONE EDILIZIA;08 - Ingegneria civile e Architettura;02 - Engineering and technology;Sì
DM ottobre 2000;ICAR/12;ICAR/12 TECNOLOGIA DELL'ARCHITETTURA;08 - Ingegneria civile e Architettura;02 - Engineering and technology;Sì
DM ottobre 2000;ICAR/13;ICAR/13 DISEGNO INDUSTRIALE;08 - Ingegneria civile e Architettura;02 - Engineering and technology;Sì
DM ottobre 2000;ICAR/14;ICAR/14 COMPOSIZIONE ARCHITETTONICA E URBANA;08 - Ingegneria civile e Architettura;02 - Engineering and technology;Sì
DM ottobre 2000;ICAR/15;ICAR/15 ARCHITETTURA DEL PAESAGGIO;08 - Ingegneria civile e Architettura;02 - Engineering and technology;Sì
DM ottobre 2000;ICAR/16;ICAR/16 ARCHITETTURA DEGLI INTERNI E ALLESTIMENTO;08 - Ingegneria civile e Architettura;02 - Engineering and technology;Sì
DM ottobre 2000;ICAR/17;ICAR/17 DISEGNO;08 - Ingegneria civile e Architettura;02 - Engineering and technology;Sì
DM ottobre 2000;ICAR/18;ICAR/18 STORIA DELL'ARCHITETTURA;08 - Ingegneria civile e Architettura;02 - Engineering and technology;Sì
DM ottobre 2000;ICAR/19;ICAR/19 RESTAURO;08 - Ingegneria civile e Architettura;02 - Engineering and technology;Sì
DM ottobre 2000;ICAR/20;ICAR/20 TECNICA E PIANIFICAZIONE URBANISTICA;08 - Ingegneria civile e Architettura;02 - Engineering and technology;Sì
DM ottobre 2000;ICAR/21;ICAR/21 URBANISTICA;08 - Ingegneria civile e Architettura;02 - Engineering and technology;Sì
DM ottobre 2000;ICAR/22;ICAR/22 ESTIMO;08 - Ingegneria civile e Architettura;02 - Engineering and technology;Sì
DM  639/2024 ;ICHI-01/A;ICHI-01/A Chimica fisica applicata;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;ICHI-01/B;ICHI-01/B Principi di ingegneria chimica;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;ICHI-01/C;ICHI-01/C Teoria dello sviluppo dei processi chimici;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;ICHI-02/A;ICHI-02/A Impianti chimici;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;ICHI-02/B;ICHI-02/B Chimica industriale e tecnologica;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IEGE-01/A;IEGE-01/A Ingegneria economico-gestionale;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IIET-01/A;IIET-01/A Elettrotecnica;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IIND-01/A;IIND-01/A Architettura navale;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IIND-01/B;IIND-01/B Costruzioni e impianti navali;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IIND-01/C;IIND-01/C Meccanica del volo;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IIND-01/D;IIND-01/D Costruzioni e strutture aerospaziali;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IIND-01/E;IIND-01/E Impianti e sistemi aerospaziali;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IIND-01/F;IIND-01/F Fluidodinamica;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IIND-01/G;IIND-01/G Propulsione aerospaziale;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IIND-02/A;IIND-02/A Meccanica applicata alle macchine;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IIND-03/A;IIND-03/A Progettazione meccanica e costruzione di macchine;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IIND-03/B;IIND-03/B Disegno e metodi dell'ingegneria industriale;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IIND-03/C;IIND-03/C Metallurgia;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IIND-04/A;IIND-04/A Tecnologie e sistemi di lavorazione;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IIND-05/A;IIND-05/A Impianti industriali meccanici;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IIND-06/A;IIND-06/A Macchine a fluido;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IIND-06/B;IIND-06/B Sistemi per l'energia e l'ambiente;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IIND-07/A;IIND-07/A Fisica tecnica industriale;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IIND-07/B;IIND-07/B Fisica tecnica ambientale;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IIND-07/C;IIND-07/C Fisica dei reattori nucleari;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IIND-07/D;IIND-07/D Impianti nucleari;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IIND-07/E;IIND-07/E Misure e strumentazione nucleari;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IIND-08/A;IIND-08/A Convertitori, macchine e azionamenti elettrici;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IIND-08/B;IIND-08/B Sistemi elettrici per l’energia;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IINF-01/A;IINF-01/A Elettronica;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IINF-02/A;IINF-02/A Campi elettromagnetici;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IINF-03/A;IINF-03/A Telecomunicazioni;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IINF-04/A;IINF-04/A Automatica;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IINF-05/A;IINF-05/A Sistemi di elaborazione delle informazioni;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IMAT-01/A;IMAT-01/A Scienza e tecnologia dei materiali;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IMIS-01/A;IMIS-01/A Misure meccaniche e termiche;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;IMIS-01/B;IMIS-01/B Misure elettriche ed elettroniche;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;INF/01;INF/01 INFORMATICA ;01 - Scienze matematiche e informatiche;01 - Natural sciences;Sì
DM  639/2024 ;INFO-01/A;INFO-01/A Informatica;01 - Scienze matematiche e informatiche;01 - Natural sciences;Sì
DM ottobre 2000;ING-IND/01;ING-IND/01 ARCHITETTURA NAVALE;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/02;ING-IND/02 COSTRUZIONI E IMPIANTI NAVALI E MARINI;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/03;ING-IND/03 MECCANICA DEL VOLO;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/04;ING-IND/04 COSTRUZIONI E STRUTTURE AEROSPAZIALI;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/05;ING-IND/05 IMPIANTI E SISTEMI AEROSPAZIALI;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/06;ING-IND/06 FLUIDODINAMICA;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/07;ING-IND/07 PROPULSIONE AEROSPAZIALE;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/08;ING-IND/08 MACCHINE A FLUIDO;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/09;ING-IND/09 SISTEMI PER L'ENERGIA E L'AMBIENTE;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/10;ING-IND/10 FISICA TECNICA INDUSTRIALE;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/11;ING-IND/11 FISICA TECNICA AMBIENTALE;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/12;ING-IND/12 MISURE MECCANICHE E TERMICHE;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/13;ING-IND/13 MECCANICA APPLICATA ALLE MACCHINE;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/14;ING-IND/14 PROGETTAZIONE MECCANICA E COSTRUZIONE DI MACCHINE;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/15;ING-IND/15 DISEGNO E METODI DELL'INGEGNERIA INDUSTRIALE;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/16;ING-IND/16 TECNOLOGIE E SISTEMI DI LAVORAZIONE;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/17;ING-IND/17 IMPIANTI INDUSTRIALI MECCANICI;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/18;ING-IND/18 FISICA DEI REATTORI NUCLEARI;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/19;ING-IND/19 IMPIANTI NUCLEARI;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/20;ING-IND/20 MISURE E STRUMENTAZIONE NUCLEARI;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/21;ING-IND/21 METALLURGIA;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/22;ING-IND/22 SCIENZA E TECNOLOGIA DEI MATERIALI;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/23;ING-IND/23 CHIMICA FISICA APPLICATA;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/24;ING-IND/24 PRINCIPI DI INGEGNERIA CHIMICA;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/25;ING-IND/25 IMPIANTI CHIMICI;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/26;ING-IND/26 TEORIA DELLO SVILUPPO DEI PROCESSI CHIMICI;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/27;ING-IND/27 CHIMICA INDUSTRIALE E TECNOLOGICA;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/28;ING-IND/28 INGEGNERIA E SICUREZZA DEGLI SCAVI;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/29;ING-IND/29 INGEGNERIA DELLE MATERIE PRIME;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/30;ING-IND/30 IDROCARBURI E FLUIDI DEL SOTTOSUOLO;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/31;ING-IND/31 ELETTROTECNICA;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/32;ING-IND/32 CONVERTITORI, MACCHINE E AZIONAMENTI ELETTRICI;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/33;ING-IND/33 SISTEMI ELETTRICI PER L'ENERGIA;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/34;ING-IND/34 BIOINGEGNERIA INDUSTRIALE;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-IND/35;ING-IND/35 INGEGNERIA ECONOMICO-GESTIONALE;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-INF/01;ING-INF/01 ELETTRONICA;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-INF/02;ING-INF/02 CAMPI ELETTROMAGNETICI;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-INF/03;ING-INF/03 TELECOMUNICAZIONI;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-INF/04;ING-INF/04 AUTOMATICA;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-INF/05;ING-INF/05 SISTEMI DI ELABORAZIONE DELLE INFORMAZIONI;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-INF/06;ING-INF/06 BIOINGEGNERIA ELETTRONICA E INFORMATICA;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM ottobre 2000;ING-INF/07;ING-INF/07 MISURE ELETTRICHE E ELETTRONICHE;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;Sì
DM  639/2024 ;ITAL-01/A;ITAL-01/A Letteratura italiana;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;IUS/01;IUS/01 DIRITTO PRIVATO;12 - Scienze giuridiche;05 - Social sciences;No
DM ottobre 2000;IUS/02;IUS/02 DIRITTO PRIVATO COMPARATO;12 - Scienze giuridiche;05 - Social sciences;No
DM ottobre 2000;IUS/03;IUS/03 DIRITTO AGRARIO;12 - Scienze giuridiche;05 - Social sciences;No
DM ottobre 2000;IUS/04;IUS/04 DIRITTO COMMERCIALE;12 - Scienze giuridiche;05 - Social sciences;No
DM ottobre 2000;IUS/05;IUS/05 DIRITTO DELL'ECONOMIA;12 - Scienze giuridiche;05 - Social sciences;No
DM ottobre 2000;IUS/06;IUS/06 DIRITTO DELLA NAVIGAZIONE;12 - Scienze giuridiche;05 - Social sciences;No
DM ottobre 2000;IUS/07;IUS/07 DIRITTO DEL LAVORO;12 - Scienze giuridiche;05 - Social sciences;No
DM ottobre 2000;IUS/08;IUS/08 DIRITTO COSTITUZIONALE;12 - Scienze giuridiche;05 - Social sciences;No
DM ottobre 2000;IUS/09;IUS/09 ISTITUZIONI DI DIRITTO PUBBLICO;12 - Scienze giuridiche;05 - Social sciences;No
DM ottobre 2000;IUS/10;IUS/10 DIRITTO AMMINISTRATIVO;12 - Scienze giuridiche;05 - Social sciences;No
DM ottobre 2000;IUS/11;IUS/11 DIRITTO CANONICO E DIRITTO ECCLESIASTICO;12 - Scienze giuridiche;05 - Social sciences;No
DM ottobre 2000;IUS/12;IUS/12 DIRITTO TRIBUTARIO;12 - Scienze giuridiche;05 - Social sciences;No
DM ottobre 2000;IUS/13;IUS/13 DIRITTO INTERNAZIONALE;12 - Scienze giuridiche;05 - Social sciences;No
