ANNO;CODICE_ATENEO;NOME_ATENEO;REGIONE;AREA_GEO;GRADE;GENERE;CLASSE_ETA';N_AcStaff
2021;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;C;M;< 35;21
2021;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;C;F;35 - 44;82
2021;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;C;M;35 - 44;84
2021;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;C;M;45 - 54;60
2021;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;C;F;45 - 54;87
2021;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;C;M;>= 55;120
2021;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;C;F;>= 55;68
2021;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;D;F;< 35;108
2021;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;D;M;< 35;62
2021;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;D;F;35 - 44;52
2021;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;D;M;35 - 44;26
2021;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;D;F;45 - 54;5
2021;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;D;M;45 - 54;5
2021;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;D;F;>= 55;2
2021;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;D;M;>= 55;3
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;A;M;45 - 54;3
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;A;F;>= 55;4
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;A;M;>= 55;12
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;B;F;35 - 44;3
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;B;M;35 - 44;4
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;B;F;45 - 54;9
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;B;M;45 - 54;15
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;B;F;>= 55;11
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;B;M;>= 55;8
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;C;M;< 35;1
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;C;F;35 - 44;9
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;C;M;35 - 44;2
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;C;F;45 - 54;5
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;C;M;45 - 54;2
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;C;F;>= 55;5
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;C;M;>= 55;1
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;D;F;< 35;1
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;D;M;< 35;1
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;D;M;35 - 44;4
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;D;F;35 - 44;7
2021;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;D;M;45 - 54;1
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;A;M;35 - 44;3
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;A;F;45 - 54;2
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;A;M;45 - 54;5
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;A;M;>= 55;56
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;A;F;>= 55;8
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;B;M;35 - 44;10
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;B;F;35 - 44;4
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;B;F;45 - 54;15
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;B;M;45 - 54;15
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;B;F;>= 55;7
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;B;M;>= 55;26
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;C;F;< 35;8
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;C;M;< 35;2
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;C;F;35 - 44;10
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;C;M;35 - 44;23
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;C;M;45 - 54;4
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;C;F;45 - 54;1
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;C;M;>= 55;1
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;D;F;< 35;28
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;D;M;< 35;16
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;D;F;35 - 44;11
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;D;M;35 - 44;6
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;D;F;45 - 54;1
2021;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;D;M;45 - 54;1
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;A;F;35 - 44;2
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;A;M;35 - 44;10
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;A;F;45 - 54;33
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;A;M;45 - 54;45
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;A;F;>= 55;60
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;A;M;>= 55;119
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;B;M;< 35;1
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;B;F;35 - 44;29
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;B;M;35 - 44;69
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;B;M;45 - 54;95
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;B;F;45 - 54;86
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;B;F;>= 55;64
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;B;M;>= 55;92
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;C;F;< 35;8
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;C;M;< 35;20
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;C;M;35 - 44;97
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;C;F;35 - 44;59
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;C;M;45 - 54;39
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;C;F;45 - 54;53
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;C;F;>= 55;24
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;C;M;>= 55;21
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;D;F;< 35;153
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;D;M;< 35;131
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;D;F;35 - 44;70
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;D;M;35 - 44;45
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;D;F;45 - 54;7
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;D;M;45 - 54;5
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;D;M;>= 55;1
2021;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;D;F;>= 55;3
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;A;M;35 - 44;2
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;A;F;45 - 54;2
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;A;M;45 - 54;7
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;A;F;>= 55;2
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;A;M;>= 55;17
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;B;F;35 - 44;1
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;B;M;35 - 44;10
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;B;F;45 - 54;5
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;B;M;45 - 54;12
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;B;F;>= 55;2
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;B;M;>= 55;2
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;C;F;< 35;1
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;C;M;< 35;4
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;C;M;35 - 44;24
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;C;F;35 - 44;12
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;C;F;45 - 54;3
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;C;M;45 - 54;3
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;C;F;>= 55;2
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;D;F;< 35;13
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;D;M;< 35;4
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;D;F;35 - 44;7
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;D;M;35 - 44;4
2021;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;D;F;45 - 54;1
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;A;M;35 - 44;4
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;A;M;45 - 54;28
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;A;F;45 - 54;10
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;A;F;>= 55;31
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;A;M;>= 55;38
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;B;F;35 - 44;25
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;B;M;35 - 44;27
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;B;F;45 - 54;28
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;B;M;45 - 54;33
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;B;F;>= 55;18
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;B;M;>= 55;32
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;C;M;< 35;6
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;C;F;< 35;7
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;C;F;35 - 44;31
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;C;M;35 - 44;34
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;C;F;45 - 54;19
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;C;M;45 - 54;18
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;C;M;>= 55;7
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;C;F;>= 55;10
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;D;M;< 35;34
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;D;F;< 35;17
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;D;F;35 - 44;13
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;D;M;35 - 44;18
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;D;F;45 - 54;1
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;D;M;45 - 54;1
2021;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;D;F;>= 55;1
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;A;M;35 - 44;6
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;A;F;35 - 44;1
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;A;F;45 - 54;14
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;A;M;45 - 54;41
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;A;F;>= 55;32
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;A;M;>= 55;100
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;B;F;35 - 44;21
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;B;M;35 - 44;30
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;B;F;45 - 54;46
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;B;M;45 - 54;56
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;B;F;>= 55;26
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;B;M;>= 55;47
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;C;F;< 35;9
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;C;M;< 35;13
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;C;F;35 - 44;40
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;C;M;35 - 44;50
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;C;F;45 - 54;29
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;C;M;45 - 54;26
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;C;M;>= 55;16
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;C;F;>= 55;16
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;D;F;< 35;39
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;D;M;< 35;49
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;D;F;35 - 44;25
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;D;M;35 - 44;15
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;D;F;45 - 54;3
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;D;M;45 - 54;1
2021;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;D;M;>= 55;1
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;A;M;35 - 44;5
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;A;F;35 - 44;2
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;A;M;45 - 54;44
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;A;F;45 - 54;18
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;A;F;>= 55;53
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;A;M;>= 55;123
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;B;F;< 35;1
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;B;F;35 - 44;26
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;B;M;35 - 44;47
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;B;M;45 - 54;77
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;B;F;45 - 54;64
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;B;F;>= 55;59
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;B;M;>= 55;84
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;C;F;< 35;11
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;C;M;< 35;19
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;C;F;35 - 44;57
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;C;M;35 - 44;72
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;C;F;45 - 54;37
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;C;M;45 - 54;26
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;C;F;>= 55;29
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;C;M;>= 55;47
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;D;F;< 35;97
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;D;M;< 35;77
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;D;F;35 - 44;33
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;D;M;35 - 44;24
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;D;F;45 - 54;6
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;D;M;45 - 54;5
2021;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;D;F;>= 55;2
2021;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;A;M;35 - 44;1
2021;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;A;M;45 - 54;2
2021;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;A;M;>= 55;7
2021;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;B;F;35 - 44;2
2021;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;B;M;35 - 44;4
2021;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;B;M;45 - 54;5
2021;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;B;M;>= 55;1
2021;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;C;M;< 35;3
2021;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;C;M;35 - 44;2
2021;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;C;F;35 - 44;5
2021;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;C;M;45 - 54;2
2021;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;D;F;< 35;10
2021;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;D;M;< 35;9
2021;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;D;F;35 - 44;3
2021;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;D;M;35 - 44;3
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;A;F;35 - 44;2
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;A;M;35 - 44;7
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;A;M;45 - 54;23
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;A;F;45 - 54;7
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;A;F;>= 55;10
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;A;M;>= 55;33
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;B;F;< 35;1
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;B;M;< 35;1
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;B;F;35 - 44;5
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;B;M;35 - 44;10
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;B;F;45 - 54;15
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;B;M;45 - 54;17
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;B;F;>= 55;3
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;B;M;>= 55;6
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;C;F;< 35;11
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;C;M;< 35;13
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;C;F;35 - 44;26
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;C;M;35 - 44;46
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;C;F;45 - 54;20
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;C;M;45 - 54;17
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;C;M;>= 55;2
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;C;F;>= 55;3
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;D;F;< 35;48
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;D;M;< 35;64
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;D;F;35 - 44;26
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;D;M;35 - 44;29
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;D;F;45 - 54;7
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;D;M;45 - 54;6
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;D;F;>= 55;2
2021;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;D;M;>= 55;2
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;A;F;35 - 44;3
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;A;M;35 - 44;7
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;A;F;45 - 54;19
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;A;M;45 - 54;66
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;A;F;>= 55;28
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;A;M;>= 55;121
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;B;F;< 35;1
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;B;F;35 - 44;29
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;B;M;35 - 44;59
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;B;F;45 - 54;46
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;B;M;45 - 54;97
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;B;M;>= 55;55
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;B;F;>= 55;28
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;C;F;< 35;7
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;C;M;< 35;23
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;C;F;35 - 44;32
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;C;M;35 - 44;64
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;C;M;45 - 54;16
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;C;F;45 - 54;13
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;C;M;>= 55;13
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;C;F;>= 55;8
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;D;F;< 35;127
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;D;M;< 35;156
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;D;F;35 - 44;53
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;D;M;35 - 44;44
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;D;F;45 - 54;5
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;D;M;45 - 54;9
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;D;F;>= 55;1
2021;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;D;M;>= 55;2
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;A;M;35 - 44;7
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;A;F;35 - 44;1
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;A;F;45 - 54;14
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;A;M;45 - 54;31
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;A;F;>= 55;29
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;A;M;>= 55;93
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;B;M;35 - 44;53
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;B;F;35 - 44;32
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;B;M;45 - 54;88
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;B;F;45 - 54;68
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;B;F;>= 55;49
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;B;M;>= 55;75
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;C;F;< 35;10
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;C;M;< 35;11
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;C;F;35 - 44;57
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;C;M;35 - 44;52
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;C;F;45 - 54;45
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;C;M;45 - 54;34
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;C;M;>= 55;20
2021;02301;Verona - Università degli studi;Veneto;NORD-EST;C;F;>= 55;23
