ANNO;CODICE_ATENEO;NOME_ATENEO;REGIONE;AREA_GEO;ORG_GOV;COMP_ORG_GOV;GENERE;N_COMP_ORG_GOV
2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";Campania;SUD;06-Collegio dei revisori dei conti;Componenti;M;2
2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";Campania;SUD;07-Nucleo di valutazione;Componenti;F;2
2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";Campania;SUD;07-Nucleo di valutazione;Componenti;M;2
2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";Campania;SUD;08-Comitato unico di garanzia;Componenti;F;0
2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";Campania;SUD;08-Comitato unico di garanzia;Componenti;M;0
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;01-Rettore;Componenti;F;0
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;01-Rettore;Componenti;M;1
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;02-Prorettore vicario;Componenti;F;1
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;02-Prorettore vicario;Componenti;M;0
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;03-Direttore generale;Componenti;F;0
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;03-Direttore generale;Componenti;M;1
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;04-Senato accademico;Componenti;F;12
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;04-Senato accademico;Componenti;M;23
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;05-Consiglio di amministrazione;Componenti;F;5
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;05-Consiglio di amministrazione;Componenti;M;6
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;06-Collegio dei revisori dei conti;Componenti;F;3
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;06-Collegio dei revisori dei conti;Componenti;M;1
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;07-Nucleo di valutazione;Componenti;F;3
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;07-Nucleo di valutazione;Componenti;M;3
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;08-Comitato unico di garanzia;Componenti;F;4
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;08-Comitato unico di garanzia;Componenti;M;7
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;01-Rettore;Componenti;F;0
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;01-Rettore;Componenti;M;1
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;02-Prorettore vicario;Componenti;F;0
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;02-Prorettore vicario;Componenti;M;1
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;03-Direttore generale;Componenti;F;0
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;03-Direttore generale;Componenti;M;1
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;04-Senato accademico;Componenti;F;12
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;04-Senato accademico;Componenti;M;7
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;05-Consiglio di amministrazione;Componenti;F;4
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;05-Consiglio di amministrazione;Componenti;M;5
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;06-Collegio dei revisori dei conti;Componenti;F;2
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;06-Collegio dei revisori dei conti;Componenti;M;2
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;07-Nucleo di valutazione;Componenti;F;1
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;07-Nucleo di valutazione;Componenti;M;3
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;08-Comitato unico di garanzia;Componenti;F;19
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;08-Comitato unico di garanzia;Componenti;M;10
2024;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;01-Rettore;Componenti;F;0
2024;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;01-Rettore;Componenti;M;1
2024;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;02-Prorettore vicario;Componenti;F;0
2024;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;02-Prorettore vicario;Componenti;M;1
2024;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;03-Direttore generale;Componenti;F;0
2024;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;03-Direttore generale;Componenti;M;1
2024;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;04-Senato accademico;Componenti;F;7
2024;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;04-Senato accademico;Componenti;M;5
2024;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;05-Consiglio di amministrazione;Componenti;F;6
2024;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;05-Consiglio di amministrazione;Componenti;M;3
2024;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;06-Collegio dei revisori dei conti;Componenti;F;2
2024;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;06-Collegio dei revisori dei conti;Componenti;M;2
2024;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;07-Nucleo di valutazione;Componenti;F;2
2024;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;07-Nucleo di valutazione;Componenti;M;3
2024;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;08-Comitato unico di garanzia;Componenti;F;7
2024;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;08-Comitato unico di garanzia;Componenti;M;2
2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;01-Rettore;Componenti;F;0
2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;01-Rettore;Componenti;M;1
2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;02-Prorettore vicario;Componenti;F;1
2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;02-Prorettore vicario;Componenti;M;1
2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;03-Direttore generale;Componenti;F;0
2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;03-Direttore generale;Componenti;M;1
2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;04-Senato accademico;Componenti;F;4
2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;04-Senato accademico;Componenti;M;4
2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;05-Consiglio di amministrazione;Componenti;F;6
2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;05-Consiglio di amministrazione;Componenti;M;3
2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;06-Collegio dei revisori dei conti;Componenti;F;1
2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;06-Collegio dei revisori dei conti;Componenti;M;1
2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;07-Nucleo di valutazione;Componenti;F;3
2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;07-Nucleo di valutazione;Componenti;M;1
2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;08-Comitato unico di garanzia;Componenti;F;4
2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;08-Comitato unico di garanzia;Componenti;M;1
2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;01-Rettore;Componenti;F;0
2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;01-Rettore;Componenti;M;1
2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;02-Prorettore vicario;Componenti;F;0
2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;02-Prorettore vicario;Componenti;M;1
2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;03-Direttore generale;Componenti;F;1
2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;03-Direttore generale;Componenti;M;0
2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;04-Senato accademico;Componenti;F;8
2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;04-Senato accademico;Componenti;M;18
2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;05-Consiglio di amministrazione;Componenti;F;1
2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;05-Consiglio di amministrazione;Componenti;M;9
2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;06-Collegio dei revisori dei conti;Componenti;F;0
2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;06-Collegio dei revisori dei conti;Componenti;M;4
2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;07-Nucleo di valutazione;Componenti;F;3
2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;07-Nucleo di valutazione;Componenti;M;3
2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;08-Comitato unico di garanzia;Componenti;F;7
2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;08-Comitato unico di garanzia;Componenti;M;3
2024;06307;"Napoli - Università telematica ""Pegaso""";Campania;SUD;01-Rettore;Componenti;F;0
2024;06307;"Napoli - Università telematica ""Pegaso""";Campania;SUD;01-Rettore;Componenti;M;1
2024;06307;"Napoli - Università telematica ""Pegaso""";Campania;SUD;02-Prorettore vicario;Componenti;F;0
2024;06307;"Napoli - Università telematica ""Pegaso""";Campania;SUD;02-Prorettore vicario;Componenti;M;1
2024;06307;"Napoli - Università telematica ""Pegaso""";Campania;SUD;03-Direttore generale;Componenti;F;0
2024;06307;"Napoli - Università telematica ""Pegaso""";Campania;SUD;03-Direttore generale;Componenti;M;1
2024;06307;"Napoli - Università telematica ""Pegaso""";Campania;SUD;04-Senato accademico;Componenti;F;4
2024;06307;"Napoli - Università telematica ""Pegaso""";Campania;SUD;04-Senato accademico;Componenti;M;7
2024;06307;"Napoli - Università telematica ""Pegaso""";Campania;SUD;05-Consiglio di amministrazione;Componenti;F;0
2024;06307;"Napoli - Università telematica ""Pegaso""";Campania;SUD;05-Consiglio di amministrazione;Componenti;M;4
2024;06307;"Napoli - Università telematica ""Pegaso""";Campania;SUD;06-Collegio dei revisori dei conti;Componenti;F;1
2024;06307;"Napoli - Università telematica ""Pegaso""";Campania;SUD;06-Collegio dei revisori dei conti;Componenti;M;3
2024;06307;"Napoli - Università telematica ""Pegaso""";Campania;SUD;07-Nucleo di valutazione;Componenti;F;3
2024;06307;"Napoli - Università telematica ""Pegaso""";Campania;SUD;07-Nucleo di valutazione;Componenti;M;2
2024;06307;"Napoli - Università telematica ""Pegaso""";Campania;SUD;08-Comitato unico di garanzia;Componenti;F;0
2024;06307;"Napoli - Università telematica ""Pegaso""";Campania;SUD;08-Comitato unico di garanzia;Componenti;M;0
2024;06308;Napoli - Scuola Superiore Meridionale;Campania;SUD;01-Rettore;Componenti;F;0
2024;06308;Napoli - Scuola Superiore Meridionale;Campania;SUD;01-Rettore;Componenti;M;0
2024;06308;Napoli - Scuola Superiore Meridionale;Campania;SUD;02-Prorettore vicario;Componenti;F;0
2024;06308;Napoli - Scuola Superiore Meridionale;Campania;SUD;02-Prorettore vicario;Componenti;M;0
2024;06308;Napoli - Scuola Superiore Meridionale;Campania;SUD;03-Direttore generale;Componenti;F;0
2024;06308;Napoli - Scuola Superiore Meridionale;Campania;SUD;03-Direttore generale;Componenti;M;1
2024;06308;Napoli - Scuola Superiore Meridionale;Campania;SUD;04-Senato accademico;Componenti;F;0
2024;06308;Napoli - Scuola Superiore Meridionale;Campania;SUD;04-Senato accademico;Componenti;M;0
2024;06308;Napoli - Scuola Superiore Meridionale;Campania;SUD;05-Consiglio di amministrazione;Componenti;F;0
2024;06308;Napoli - Scuola Superiore Meridionale;Campania;SUD;05-Consiglio di amministrazione;Componenti;M;0
2024;06308;Napoli - Scuola Superiore Meridionale;Campania;SUD;06-Collegio dei revisori dei conti;Componenti;F;3
2024;06308;Napoli - Scuola Superiore Meridionale;Campania;SUD;06-Collegio dei revisori dei conti;Componenti;M;1
2024;06308;Napoli - Scuola Superiore Meridionale;Campania;SUD;07-Nucleo di valutazione;Componenti;F;0
2024;06308;Napoli - Scuola Superiore Meridionale;Campania;SUD;07-Nucleo di valutazione;Componenti;M;4
2024;06308;Napoli - Scuola Superiore Meridionale;Campania;SUD;08-Comitato unico di garanzia;Componenti;F;0
2024;06308;Napoli - Scuola Superiore Meridionale;Campania;SUD;08-Comitato unico di garanzia;Componenti;M;0
2024;06501;Salerno - Università degli studi;Campania;SUD;01-Rettore;Componenti;F;0
2024;06501;Salerno - Università degli studi;Campania;SUD;01-Rettore;Componenti;M;1
2024;06501;Salerno - Università degli studi;Campania;SUD;02-Prorettore vicario;Componenti;F;0
2024;06501;Salerno - Università degli studi;Campania;SUD;02-Prorettore vicario;Componenti;M;1
2024;06501;Salerno - Università degli studi;Campania;SUD;03-Direttore generale;Componenti;F;0
2024;06501;Salerno - Università degli studi;Campania;SUD;03-Direttore generale;Componenti;M;1
2024;06501;Salerno - Università degli studi;Campania;SUD;04-Senato accademico;Componenti;F;3
2024;06501;Salerno - Università degli studi;Campania;SUD;04-Senato accademico;Componenti;M;17
2024;06501;Salerno - Università degli studi;Campania;SUD;05-Consiglio di amministrazione;Componenti;F;3
2024;06501;Salerno - Università degli studi;Campania;SUD;05-Consiglio di amministrazione;Componenti;M;5
2024;06501;Salerno - Università degli studi;Campania;SUD;06-Collegio dei revisori dei conti;Componenti;F;2
2024;06501;Salerno - Università degli studi;Campania;SUD;06-Collegio dei revisori dei conti;Componenti;M;2
2024;06501;Salerno - Università degli studi;Campania;SUD;07-Nucleo di valutazione;Componenti;F;1
2024;06501;Salerno - Università degli studi;Campania;SUD;07-Nucleo di valutazione;Componenti;M;4
2024;06501;Salerno - Università degli studi;Campania;SUD;08-Comitato unico di garanzia;Componenti;F;11
2024;06501;Salerno - Università degli studi;Campania;SUD;08-Comitato unico di garanzia;Componenti;M;2
2024;06601;L'Aquila - Università degli studi;Abruzzo;SUD;01-Rettore;Componenti;F;0
2024;06601;L'Aquila - Università degli studi;Abruzzo;SUD;01-Rettore;Componenti;M;1
2024;06601;L'Aquila - Università degli studi;Abruzzo;SUD;02-Prorettore vicario;Componenti;F;1
2024;06601;L'Aquila - Università degli studi;Abruzzo;SUD;02-Prorettore vicario;Componenti;M;0
2024;06601;L'Aquila - Università degli studi;Abruzzo;SUD;03-Direttore generale;Componenti;F;0
2024;06601;L'Aquila - Università degli studi;Abruzzo;SUD;03-Direttore generale;Componenti;M;1
2024;06601;L'Aquila - Università degli studi;Abruzzo;SUD;04-Senato accademico;Componenti;F;13
2024;06601;L'Aquila - Università degli studi;Abruzzo;SUD;04-Senato accademico;Componenti;M;14
2024;06601;L'Aquila - Università degli studi;Abruzzo;SUD;05-Consiglio di amministrazione;Componenti;F;4
2024;06601;L'Aquila - Università degli studi;Abruzzo;SUD;05-Consiglio di amministrazione;Componenti;M;5
2024;06601;L'Aquila - Università degli studi;Abruzzo;SUD;06-Collegio dei revisori dei conti;Componenti;F;3
2024;06601;L'Aquila - Università degli studi;Abruzzo;SUD;06-Collegio dei revisori dei conti;Componenti;M;1
2024;06601;L'Aquila - Università degli studi;Abruzzo;SUD;07-Nucleo di valutazione;Componenti;F;1
2024;06601;L'Aquila - Università degli studi;Abruzzo;SUD;07-Nucleo di valutazione;Componenti;M;5
2024;06601;L'Aquila - Università degli studi;Abruzzo;SUD;08-Comitato unico di garanzia;Componenti;F;2
2024;06601;L'Aquila - Università degli studi;Abruzzo;SUD;08-Comitato unico di garanzia;Componenti;M;3
2024;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;01-Rettore;Componenti;F;1
2024;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;01-Rettore;Componenti;M;0
2024;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;02-Prorettore vicario;Componenti;F;0
2024;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;02-Prorettore vicario;Componenti;M;1
2024;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;03-Direttore generale;Componenti;F;0
2024;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;03-Direttore generale;Componenti;M;1
2024;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;04-Senato accademico;Componenti;F;1
2024;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;04-Senato accademico;Componenti;M;10
2024;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;05-Consiglio di amministrazione;Componenti;F;3
2024;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;05-Consiglio di amministrazione;Componenti;M;1
2024;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;06-Collegio dei revisori dei conti;Componenti;F;1
2024;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;06-Collegio dei revisori dei conti;Componenti;M;1
2024;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;07-Nucleo di valutazione;Componenti;F;1
2024;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;07-Nucleo di valutazione;Componenti;M;3
2024;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;08-Comitato unico di garanzia;Componenti;F;4
2024;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;08-Comitato unico di garanzia;Componenti;M;2
2024;06701;Teramo - Università degli studi;Abruzzo;SUD;01-Rettore;Componenti;F;0
2024;06701;Teramo - Università degli studi;Abruzzo;SUD;01-Rettore;Componenti;M;1
2024;06701;Teramo - Università degli studi;Abruzzo;SUD;02-Prorettore vicario;Componenti;F;0
2024;06701;Teramo - Università degli studi;Abruzzo;SUD;02-Prorettore vicario;Componenti;M;1
2024;06701;Teramo - Università degli studi;Abruzzo;SUD;03-Direttore generale;Componenti;F;0
2024;06701;Teramo - Università degli studi;Abruzzo;SUD;03-Direttore generale;Componenti;M;1
2024;06701;Teramo - Università degli studi;Abruzzo;SUD;04-Senato accademico;Componenti;F;9
2024;06701;Teramo - Università degli studi;Abruzzo;SUD;04-Senato accademico;Componenti;M;8
2024;06701;Teramo - Università degli studi;Abruzzo;SUD;05-Consiglio di amministrazione;Componenti;F;6
2024;06701;Teramo - Università degli studi;Abruzzo;SUD;05-Consiglio di amministrazione;Componenti;M;3
2024;06701;Teramo - Università degli studi;Abruzzo;SUD;06-Collegio dei revisori dei conti;Componenti;F;1
2024;06701;Teramo - Università degli studi;Abruzzo;SUD;06-Collegio dei revisori dei conti;Componenti;M;3
2024;06701;Teramo - Università degli studi;Abruzzo;SUD;07-Nucleo di valutazione;Componenti;F;4
2024;06701;Teramo - Università degli studi;Abruzzo;SUD;07-Nucleo di valutazione;Componenti;M;2
2024;06701;Teramo - Università degli studi;Abruzzo;SUD;08-Comitato unico di garanzia;Componenti;F;9
2024;06701;Teramo - Università degli studi;Abruzzo;SUD;08-Comitato unico di garanzia;Componenti;M;10
2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;01-Rettore;Componenti;F;0
2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;01-Rettore;Componenti;M;1
2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;02-Prorettore vicario;Componenti;F;0
2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;02-Prorettore vicario;Componenti;M;1
2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;03-Direttore generale;Componenti;F;0
2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;03-Direttore generale;Componenti;M;1
2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;04-Senato accademico;Componenti;F;6
2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;04-Senato accademico;Componenti;M;20
2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;05-Consiglio di amministrazione;Componenti;F;3
2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;05-Consiglio di amministrazione;Componenti;M;7
2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;06-Collegio dei revisori dei conti;Componenti;F;0
2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;06-Collegio dei revisori dei conti;Componenti;M;4
2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;07-Nucleo di valutazione;Componenti;F;1
2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;07-Nucleo di valutazione;Componenti;M;4
2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;08-Comitato unico di garanzia;Componenti;F;13
2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;08-Comitato unico di garanzia;Componenti;M;5
2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Abruzzo;SUD;01-Rettore;Componenti;F;0
2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Abruzzo;SUD;01-Rettore;Componenti;M;1
2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Abruzzo;SUD;02-Prorettore vicario;Componenti;F;0
2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Abruzzo;SUD;02-Prorettore vicario;Componenti;M;0
2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Abruzzo;SUD;03-Direttore generale;Componenti;F;0
2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Abruzzo;SUD;03-Direttore generale;Componenti;M;1
2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Abruzzo;SUD;04-Senato accademico;Componenti;F;2
2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Abruzzo;SUD;04-Senato accademico;Componenti;M;2
2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Abruzzo;SUD;05-Consiglio di amministrazione;Componenti;F;2
2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Abruzzo;SUD;05-Consiglio di amministrazione;Componenti;M;4
2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Abruzzo;SUD;06-Collegio dei revisori dei conti;Componenti;F;0
2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Abruzzo;SUD;06-Collegio dei revisori dei conti;Componenti;M;2
2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Abruzzo;SUD;07-Nucleo di valutazione;Componenti;F;3
2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Abruzzo;SUD;07-Nucleo di valutazione;Componenti;M;1
2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Abruzzo;SUD;08-Comitato unico di garanzia;Componenti;F;0
2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Abruzzo;SUD;08-Comitato unico di garanzia;Componenti;M;0
2024;07001;Campobasso - Università degli studi del Molise;Molise;SUD;01-Rettore;Componenti;F;0
2024;07001;Campobasso - Università degli studi del Molise;Molise;SUD;01-Rettore;Componenti;M;1
2024;07001;Campobasso - Università degli studi del Molise;Molise;SUD;02-Prorettore vicario;Componenti;F;0
2024;07001;Campobasso - Università degli studi del Molise;Molise;SUD;02-Prorettore vicario;Componenti;M;1
2024;07001;Campobasso - Università degli studi del Molise;Molise;SUD;03-Direttore generale;Componenti;F;0
2024;07001;Campobasso - Università degli studi del Molise;Molise;SUD;03-Direttore generale;Componenti;M;1
2024;07001;Campobasso - Università degli studi del Molise;Molise;SUD;04-Senato accademico;Componenti;F;7
2024;07001;Campobasso - Università degli studi del Molise;Molise;SUD;04-Senato accademico;Componenti;M;8
2024;07001;Campobasso - Università degli studi del Molise;Molise;SUD;05-Consiglio di amministrazione;Componenti;F;3
2024;07001;Campobasso - Università degli studi del Molise;Molise;SUD;05-Consiglio di amministrazione;Componenti;M;5
2024;07001;Campobasso - Università degli studi del Molise;Molise;SUD;06-Collegio dei revisori dei conti;Componenti;F;0
2024;07001;Campobasso - Università degli studi del Molise;Molise;SUD;06-Collegio dei revisori dei conti;Componenti;M;3
2024;07001;Campobasso - Università degli studi del Molise;Molise;SUD;07-Nucleo di valutazione;Componenti;F;1
2024;07001;Campobasso - Università degli studi del Molise;Molise;SUD;07-Nucleo di valutazione;Componenti;M;3
2024;07001;Campobasso - Università degli studi del Molise;Molise;SUD;08-Comitato unico di garanzia;Componenti;F;14
2024;07001;Campobasso - Università degli studi del Molise;Molise;SUD;08-Comitato unico di garanzia;Componenti;M;7
2024;07101;Foggia - Università degli studi;Puglia;SUD;01-Rettore;Componenti;F;0
2024;07101;Foggia - Università degli studi;Puglia;SUD;01-Rettore;Componenti;M;1
2024;07101;Foggia - Università degli studi;Puglia;SUD;02-Prorettore vicario;Componenti;F;1
2024;07101;Foggia - Università degli studi;Puglia;SUD;02-Prorettore vicario;Componenti;M;0
2024;07101;Foggia - Università degli studi;Puglia;SUD;03-Direttore generale;Componenti;F;1
2024;07101;Foggia - Università degli studi;Puglia;SUD;03-Direttore generale;Componenti;M;0
2024;07101;Foggia - Università degli studi;Puglia;SUD;04-Senato accademico;Componenti;F;9
2024;07101;Foggia - Università degli studi;Puglia;SUD;04-Senato accademico;Componenti;M;14
2024;07101;Foggia - Università degli studi;Puglia;SUD;05-Consiglio di amministrazione;Componenti;F;2
2024;07101;Foggia - Università degli studi;Puglia;SUD;05-Consiglio di amministrazione;Componenti;M;7
2024;07101;Foggia - Università degli studi;Puglia;SUD;06-Collegio dei revisori dei conti;Componenti;F;1
2024;07101;Foggia - Università degli studi;Puglia;SUD;06-Collegio dei revisori dei conti;Componenti;M;3
2024;07101;Foggia - Università degli studi;Puglia;SUD;07-Nucleo di valutazione;Componenti;F;2
2024;07101;Foggia - Università degli studi;Puglia;SUD;07-Nucleo di valutazione;Componenti;M;2
2024;07101;Foggia - Università degli studi;Puglia;SUD;08-Comitato unico di garanzia;Componenti;F;17
2024;07101;Foggia - Università degli studi;Puglia;SUD;08-Comitato unico di garanzia;Componenti;M;6
2024;07201;Bari - Università degli studi;Puglia;SUD;01-Rettore;Componenti;F;0
