Anno;CODICE_ATENEO;NOME_ATENEO;REGIONE;AREA_GEO;Qualifica;GENERE;PERC_QUAL_PERS_TA
2024;06301;Università degli Studi di Napoli Federico II;Campania;SUD;DIRETTORE GENERALE;F;0,0%
2024;06301;Università degli Studi di Napoli Federico II;Campania;SUD;DIRETTORE GENERALE;M;100,0%
2024;06301;Università degli Studi di Napoli Federico II;Campania;SUD;DIRIGENTE II FASCIA;F;62,5%
2024;06301;Università degli Studi di Napoli Federico II;Campania;SUD;DIRIGENTE II FASCIA;M;37,5%
2024;06301;Università degli Studi di Napoli Federico II;Campania;SUD;FUNZIONARIO;F;56,8%
2024;06301;Università degli Studi di Napoli Federico II;Campania;SUD;FUNZIONARIO;M;43,2%
2024;06301;Università degli Studi di Napoli Federico II;Campania;SUD;OPERATORE;F;33,2%
2024;06301;Università degli Studi di Napoli Federico II;Campania;SUD;OPERATORE;M;66,8%
2024;06301;Università degli Studi di Napoli Federico II;Campania;SUD;POSIZIONE ECONOMICA EP;F;66,0%
2024;06301;Università degli Studi di Napoli Federico II;Campania;SUD;POSIZIONE ECONOMICA EP;M;34,0%
2024;06302;Università degli studi di Napoli - Parthenope;Campania;SUD;COLLABORATORE;F;48,0%
2024;06302;Università degli studi di Napoli - Parthenope;Campania;SUD;COLLABORATORE;M;52,0%
2024;06302;Università degli studi di Napoli - Parthenope;Campania;SUD;DIRETTORE GENERALE;F;0,0%
2024;06302;Università degli studi di Napoli - Parthenope;Campania;SUD;DIRETTORE GENERALE;M;100,0%
2024;06302;Università degli studi di Napoli - Parthenope;Campania;SUD;DIRIGENTE II FASCIA;F;40,0%
2024;06302;Università degli studi di Napoli - Parthenope;Campania;SUD;DIRIGENTE II FASCIA;M;60,0%
2024;06302;Università degli studi di Napoli - Parthenope;Campania;SUD;FUNZIONARIO;F;44,6%
2024;06302;Università degli studi di Napoli - Parthenope;Campania;SUD;FUNZIONARIO;M;55,4%
2024;06302;Università degli studi di Napoli - Parthenope;Campania;SUD;OPERATORE;F;34,5%
2024;06302;Università degli studi di Napoli - Parthenope;Campania;SUD;OPERATORE;M;65,5%
2024;06302;Università degli studi di Napoli - Parthenope;Campania;SUD;POSIZIONE ECONOMICA EP;F;65,7%
2024;06302;Università degli studi di Napoli - Parthenope;Campania;SUD;POSIZIONE ECONOMICA EP;M;34,3%
2024;06303;Università degli studi L'Orientale di Napoli;Campania;SUD;COLLABORATORE;F;61,3%
2024;06303;Università degli studi L'Orientale di Napoli;Campania;SUD;COLLABORATORE;M;38,7%
2024;06303;Università degli studi L'Orientale di Napoli;Campania;SUD;DIRETTORE GENERALE;F;0,0%
2024;06303;Università degli studi L'Orientale di Napoli;Campania;SUD;DIRETTORE GENERALE;M;100,0%
2024;06303;Università degli studi L'Orientale di Napoli;Campania;SUD;DIRIGENTE II FASCIA;F;0,0%
2024;06303;Università degli studi L'Orientale di Napoli;Campania;SUD;DIRIGENTE II FASCIA;M;100,0%
2024;06303;Università degli studi L'Orientale di Napoli;Campania;SUD;FUNZIONARIO;F;59,6%
2024;06303;Università degli studi L'Orientale di Napoli;Campania;SUD;FUNZIONARIO;M;40,4%
2024;06303;Università degli studi L'Orientale di Napoli;Campania;SUD;OPERATORE;F;61,5%
2024;06303;Università degli studi L'Orientale di Napoli;Campania;SUD;OPERATORE;M;38,5%
2024;06303;Università degli studi L'Orientale di Napoli;Campania;SUD;POSIZIONE ECONOMICA EP;F;40,0%
2024;06303;Università degli studi L'Orientale di Napoli;Campania;SUD;POSIZIONE ECONOMICA EP;M;60,0%
2024;06306;"Università degli Studi della Campania ""Luigi Vanvitelli""";Campania;SUD;COLLABORATORE;F;55,4%
2024;06306;"Università degli Studi della Campania ""Luigi Vanvitelli""";Campania;SUD;COLLABORATORE;M;44,6%
2024;06306;"Università degli Studi della Campania ""Luigi Vanvitelli""";Campania;SUD;DIRETTORE GENERALE;F;100,0%
2024;06306;"Università degli Studi della Campania ""Luigi Vanvitelli""";Campania;SUD;DIRETTORE GENERALE;M;0,0%
2024;06306;"Università degli Studi della Campania ""Luigi Vanvitelli""";Campania;SUD;DIRIGENTE II FASCIA;F;63,6%
2024;06306;"Università degli Studi della Campania ""Luigi Vanvitelli""";Campania;SUD;DIRIGENTE II FASCIA;M;36,4%
2024;06306;"Università degli Studi della Campania ""Luigi Vanvitelli""";Campania;SUD;FUNZIONARIO;F;50,6%
2024;06306;"Università degli Studi della Campania ""Luigi Vanvitelli""";Campania;SUD;FUNZIONARIO;M;49,4%
2024;06306;"Università degli Studi della Campania ""Luigi Vanvitelli""";Campania;SUD;OPERATORE;F;40,5%
2024;06306;"Università degli Studi della Campania ""Luigi Vanvitelli""";Campania;SUD;OPERATORE;M;59,5%
2024;06306;"Università degli Studi della Campania ""Luigi Vanvitelli""";Campania;SUD;POSIZIONE ECONOMICA EP;F;62,5%
2024;06306;"Università degli Studi della Campania ""Luigi Vanvitelli""";Campania;SUD;POSIZIONE ECONOMICA EP;M;37,5%
2024;06308;Scuola Superiore Meridionale di Napoli;Campania;SUD;COLLABORATORE;F;77,8%
2024;06308;Scuola Superiore Meridionale di Napoli;Campania;SUD;COLLABORATORE;M;22,2%
2024;06308;Scuola Superiore Meridionale di Napoli;Campania;SUD;DIRETTORE GENERALE;F;0,0%
2024;06308;Scuola Superiore Meridionale di Napoli;Campania;SUD;DIRETTORE GENERALE;M;100,0%
2024;06308;Scuola Superiore Meridionale di Napoli;Campania;SUD;DIRIGENTE II FASCIA;F;50,0%
2024;06308;Scuola Superiore Meridionale di Napoli;Campania;SUD;DIRIGENTE II FASCIA;M;50,0%
2024;06308;Scuola Superiore Meridionale di Napoli;Campania;SUD;FUNZIONARIO;F;50,0%
2024;06308;Scuola Superiore Meridionale di Napoli;Campania;SUD;FUNZIONARIO;M;50,0%
2024;06308;Scuola Superiore Meridionale di Napoli;Campania;SUD;OPERATORE;F;25,0%
2024;06308;Scuola Superiore Meridionale di Napoli;Campania;SUD;OPERATORE;M;75,0%
2024;06308;Scuola Superiore Meridionale di Napoli;Campania;SUD;POSIZIONE ECONOMICA EP;F;33,3%
2024;06308;Scuola Superiore Meridionale di Napoli;Campania;SUD;POSIZIONE ECONOMICA EP;M;66,7%
2024;06501;Università degli Studi di SALERNO;Campania;SUD;COLLABORATORE;F;51,4%
2024;06501;Università degli Studi di SALERNO;Campania;SUD;COLLABORATORE;M;48,6%
2024;06501;Università degli Studi di SALERNO;Campania;SUD;DIRIGENTE II FASCIA;F;0,0%
2024;06501;Università degli Studi di SALERNO;Campania;SUD;DIRIGENTE II FASCIA;M;100,0%
2024;06501;Università degli Studi di SALERNO;Campania;SUD;FUNZIONARIO;F;53,2%
2024;06501;Università degli Studi di SALERNO;Campania;SUD;FUNZIONARIO;M;46,8%
2024;06501;Università degli Studi di SALERNO;Campania;SUD;OPERATORE;F;47,5%
2024;06501;Università degli Studi di SALERNO;Campania;SUD;OPERATORE;M;52,5%
2024;06501;Università degli Studi di SALERNO;Campania;SUD;POSIZIONE ECONOMICA EP;F;38,9%
2024;06501;Università degli Studi di SALERNO;Campania;SUD;POSIZIONE ECONOMICA EP;M;61,1%
2024;06601;Università degli studi di L'Aquila;Abruzzo;SUD;COLLABORATORE;F;61,3%
2024;06601;Università degli studi di L'Aquila;Abruzzo;SUD;COLLABORATORE;M;38,7%
2024;06601;Università degli studi di L'Aquila;Abruzzo;SUD;DIRETTORE GENERALE;F;0,0%
2024;06601;Università degli studi di L'Aquila;Abruzzo;SUD;DIRETTORE GENERALE;M;100,0%
2024;06601;Università degli studi di L'Aquila;Abruzzo;SUD;FUNZIONARIO;F;50,9%
2024;06601;Università degli studi di L'Aquila;Abruzzo;SUD;FUNZIONARIO;M;49,1%
2024;06601;Università degli studi di L'Aquila;Abruzzo;SUD;OPERATORE;F;54,9%
2024;06601;Università degli studi di L'Aquila;Abruzzo;SUD;OPERATORE;M;45,1%
2024;06601;Università degli studi di L'Aquila;Abruzzo;SUD;POSIZIONE ECONOMICA EP;F;66,7%
2024;06601;Università degli studi di L'Aquila;Abruzzo;SUD;POSIZIONE ECONOMICA EP;M;33,3%
2024;06603;Gran Sasso Science Institute - Scuola di dottorato internazionale dell'Aquila;Abruzzo;SUD;COLLABORATORE;F;57,1%
2024;06603;Gran Sasso Science Institute - Scuola di dottorato internazionale dell'Aquila;Abruzzo;SUD;COLLABORATORE;M;42,9%
2024;06603;Gran Sasso Science Institute - Scuola di dottorato internazionale dell'Aquila;Abruzzo;SUD;DIRETTORE GENERALE;F;0,0%
2024;06603;Gran Sasso Science Institute - Scuola di dottorato internazionale dell'Aquila;Abruzzo;SUD;DIRETTORE GENERALE;M;100,0%
2024;06603;Gran Sasso Science Institute - Scuola di dottorato internazionale dell'Aquila;Abruzzo;SUD;DIRIGENTE II FASCIA;F;100,0%
2024;06603;Gran Sasso Science Institute - Scuola di dottorato internazionale dell'Aquila;Abruzzo;SUD;DIRIGENTE II FASCIA;M;0,0%
2024;06603;Gran Sasso Science Institute - Scuola di dottorato internazionale dell'Aquila;Abruzzo;SUD;FUNZIONARIO;F;57,9%
2024;06603;Gran Sasso Science Institute - Scuola di dottorato internazionale dell'Aquila;Abruzzo;SUD;FUNZIONARIO;M;42,1%
2024;06603;Gran Sasso Science Institute - Scuola di dottorato internazionale dell'Aquila;Abruzzo;SUD;POSIZIONE ECONOMICA EP;F;25,0%
2024;06603;Gran Sasso Science Institute - Scuola di dottorato internazionale dell'Aquila;Abruzzo;SUD;POSIZIONE ECONOMICA EP;M;75,0%
2024;06701;Università degli Studi di TERAMO;Abruzzo;SUD;COLLABORATORE;F;54,8%
2024;06701;Università degli Studi di TERAMO;Abruzzo;SUD;COLLABORATORE;M;45,2%
2024;06701;Università degli Studi di TERAMO;Abruzzo;SUD;DIRETTORE GENERALE;F;0,0%
2024;06701;Università degli Studi di TERAMO;Abruzzo;SUD;DIRETTORE GENERALE;M;100,0%
2024;06701;Università degli Studi di TERAMO;Abruzzo;SUD;FUNZIONARIO;F;65,5%
2024;06701;Università degli Studi di TERAMO;Abruzzo;SUD;FUNZIONARIO;M;34,5%
2024;06701;Università degli Studi di TERAMO;Abruzzo;SUD;OPERATORE;F;53,8%
2024;06701;Università degli Studi di TERAMO;Abruzzo;SUD;OPERATORE;M;46,2%
2024;06701;Università degli Studi di TERAMO;Abruzzo;SUD;POSIZIONE ECONOMICA EP;F;50,0%
2024;06701;Università degli Studi di TERAMO;Abruzzo;SUD;POSIZIONE ECONOMICA EP;M;50,0%
2024;06901;Università degli studi Gabriele D'Annunzio di Chieti e Pescara;Abruzzo;SUD;COLLABORATORE;F;58,8%
2024;06901;Università degli studi Gabriele D'Annunzio di Chieti e Pescara;Abruzzo;SUD;COLLABORATORE;M;41,2%
2024;06901;Università degli studi Gabriele D'Annunzio di Chieti e Pescara;Abruzzo;SUD;DIRETTORE GENERALE;F;0,0%
2024;06901;Università degli studi Gabriele D'Annunzio di Chieti e Pescara;Abruzzo;SUD;DIRETTORE GENERALE;M;100,0%
2024;06901;Università degli studi Gabriele D'Annunzio di Chieti e Pescara;Abruzzo;SUD;DIRIGENTE II FASCIA;F;50,0%
2024;06901;Università degli studi Gabriele D'Annunzio di Chieti e Pescara;Abruzzo;SUD;DIRIGENTE II FASCIA;M;50,0%
2024;06901;Università degli studi Gabriele D'Annunzio di Chieti e Pescara;Abruzzo;SUD;FUNZIONARIO;F;60,8%
2024;06901;Università degli studi Gabriele D'Annunzio di Chieti e Pescara;Abruzzo;SUD;FUNZIONARIO;M;39,2%
2024;06901;Università degli studi Gabriele D'Annunzio di Chieti e Pescara;Abruzzo;SUD;OPERATORE;F;55,6%
2024;06901;Università degli studi Gabriele D'Annunzio di Chieti e Pescara;Abruzzo;SUD;OPERATORE;M;44,4%
2024;06901;Università degli studi Gabriele D'Annunzio di Chieti e Pescara;Abruzzo;SUD;POSIZIONE ECONOMICA EP;F;41,7%
2024;06901;Università degli studi Gabriele D'Annunzio di Chieti e Pescara;Abruzzo;SUD;POSIZIONE ECONOMICA EP;M;58,3%
2024;07001;Università degli Studi del MOLISE;Molise;SUD;COLLABORATORE;F;54,3%
2024;07001;Università degli Studi del MOLISE;Molise;SUD;COLLABORATORE;M;45,7%
2024;07001;Università degli Studi del MOLISE;Molise;SUD;DIRETTORE GENERALE;F;0,0%
2024;07001;Università degli Studi del MOLISE;Molise;SUD;DIRETTORE GENERALE;M;100,0%
2024;07001;Università degli Studi del MOLISE;Molise;SUD;DIRIGENTE II FASCIA;F;0,0%
2024;07001;Università degli Studi del MOLISE;Molise;SUD;DIRIGENTE II FASCIA;M;100,0%
2024;07001;Università degli Studi del MOLISE;Molise;SUD;FUNZIONARIO;F;64,2%
2024;07001;Università degli Studi del MOLISE;Molise;SUD;FUNZIONARIO;M;35,8%
2024;07001;Università degli Studi del MOLISE;Molise;SUD;OPERATORE;F;32,3%
2024;07001;Università degli Studi del MOLISE;Molise;SUD;OPERATORE;M;67,7%
2024;07001;Università degli Studi del MOLISE;Molise;SUD;POSIZIONE ECONOMICA EP;F;73,7%
2024;07001;Università degli Studi del MOLISE;Molise;SUD;POSIZIONE ECONOMICA EP;M;26,3%
2024;07101;Università degli Studi di FOGGIA;Puglia;SUD;COLLABORATORE;F;59,2%
2024;07101;Università degli Studi di FOGGIA;Puglia;SUD;COLLABORATORE;M;40,8%
2024;07101;Università degli Studi di FOGGIA;Puglia;SUD;DIRETTORE GENERALE;F;100,0%
2024;07101;Università degli Studi di FOGGIA;Puglia;SUD;DIRETTORE GENERALE;M;0,0%
2024;07101;Università degli Studi di FOGGIA;Puglia;SUD;DIRIGENTE II FASCIA;F;33,3%
2024;07101;Università degli Studi di FOGGIA;Puglia;SUD;DIRIGENTE II FASCIA;M;66,7%
2024;07101;Università degli Studi di FOGGIA;Puglia;SUD;FUNZIONARIO;F;59,3%
2024;07101;Università degli Studi di FOGGIA;Puglia;SUD;FUNZIONARIO;M;40,7%
2024;07101;Università degli Studi di FOGGIA;Puglia;SUD;OPERATORE;F;35,7%
2024;07101;Università degli Studi di FOGGIA;Puglia;SUD;OPERATORE;M;64,3%
2024;07101;Università degli Studi di FOGGIA;Puglia;SUD;POSIZIONE ECONOMICA EP;F;48,1%
2024;07101;Università degli Studi di FOGGIA;Puglia;SUD;POSIZIONE ECONOMICA EP;M;51,9%
2024;07201;Università degli studi di Bari;Puglia;SUD;COLLABORATORE;F;56,0%
2024;07201;Università degli studi di Bari;Puglia;SUD;COLLABORATORE;M;44,0%
2024;07201;Università degli studi di Bari;Puglia;SUD;DIRETTORE GENERALE;F;0,0%
2024;07201;Università degli studi di Bari;Puglia;SUD;DIRETTORE GENERALE;M;100,0%
2024;07201;Università degli studi di Bari;Puglia;SUD;DIRIGENTE II FASCIA;F;25,0%
2024;07201;Università degli studi di Bari;Puglia;SUD;DIRIGENTE II FASCIA;M;75,0%
2024;07201;Università degli studi di Bari;Puglia;SUD;FUNZIONARIO;F;63,9%
2024;07201;Università degli studi di Bari;Puglia;SUD;FUNZIONARIO;M;36,1%
2024;07201;Università degli studi di Bari;Puglia;SUD;OPERATORE;F;51,5%
2024;07201;Università degli studi di Bari;Puglia;SUD;OPERATORE;M;48,5%
2024;07201;Università degli studi di Bari;Puglia;SUD;POSIZIONE ECONOMICA EP;F;59,5%
2024;07201;Università degli studi di Bari;Puglia;SUD;POSIZIONE ECONOMICA EP;M;40,5%
2024;07202;Politecnico di BARI;Puglia;SUD;COLLABORATORE;F;51,6%
2024;07202;Politecnico di BARI;Puglia;SUD;COLLABORATORE;M;48,4%
2024;07202;Politecnico di BARI;Puglia;SUD;DIRETTORE GENERALE;F;0,0%
2024;07202;Politecnico di BARI;Puglia;SUD;DIRETTORE GENERALE;M;100,0%
2024;07202;Politecnico di BARI;Puglia;SUD;DIRIGENTE II FASCIA;F;100,0%
2024;07202;Politecnico di BARI;Puglia;SUD;DIRIGENTE II FASCIA;M;0,0%
2024;07202;Politecnico di BARI;Puglia;SUD;FUNZIONARIO;F;52,3%
2024;07202;Politecnico di BARI;Puglia;SUD;FUNZIONARIO;M;47,7%
2024;07202;Politecnico di BARI;Puglia;SUD;OPERATORE;F;25,0%
2024;07202;Politecnico di BARI;Puglia;SUD;OPERATORE;M;75,0%
2024;07202;Politecnico di BARI;Puglia;SUD;POSIZIONE ECONOMICA EP;F;40,0%
2024;07202;Politecnico di BARI;Puglia;SUD;POSIZIONE ECONOMICA EP;M;60,0%
2024;07501;Università del SALENTO;Puglia;SUD;COLLABORATORE;F;46,7%
2024;07501;Università del SALENTO;Puglia;SUD;COLLABORATORE;M;53,3%
2024;07501;Università del SALENTO;Puglia;SUD;DIRETTORE GENERALE;F;0,0%
2024;07501;Università del SALENTO;Puglia;SUD;DIRETTORE GENERALE;M;100,0%
2024;07501;Università del SALENTO;Puglia;SUD;DIRIGENTE II FASCIA;F;100,0%
2024;07501;Università del SALENTO;Puglia;SUD;DIRIGENTE II FASCIA;M;0,0%
2024;07501;Università del SALENTO;Puglia;SUD;FUNZIONARIO;F;51,1%
2024;07501;Università del SALENTO;Puglia;SUD;FUNZIONARIO;M;48,9%
2024;07501;Università del SALENTO;Puglia;SUD;OPERATORE;F;30,4%
2024;07501;Università del SALENTO;Puglia;SUD;OPERATORE;M;69,6%
2024;07501;Università del SALENTO;Puglia;SUD;POSIZIONE ECONOMICA EP;F;56,5%
2024;07501;Università del SALENTO;Puglia;SUD;POSIZIONE ECONOMICA EP;M;43,5%
2024;07601;Università degli Studi della BASILICATA;Basilicata;SUD;COLLABORATORE;F;50,7%
2024;07601;Università degli Studi della BASILICATA;Basilicata;SUD;COLLABORATORE;M;49,3%
2024;07601;Università degli Studi della BASILICATA;Basilicata;SUD;DIRETTORE GENERALE;F;0,0%
2024;07601;Università degli Studi della BASILICATA;Basilicata;SUD;DIRETTORE GENERALE;M;100,0%
2024;07601;Università degli Studi della BASILICATA;Basilicata;SUD;DIRIGENTE II FASCIA;F;0,0%
2024;07601;Università degli Studi della BASILICATA;Basilicata;SUD;DIRIGENTE II FASCIA;M;100,0%
2024;07601;Università degli Studi della BASILICATA;Basilicata;SUD;FUNZIONARIO;F;49,3%
2024;07601;Università degli Studi della BASILICATA;Basilicata;SUD;FUNZIONARIO;M;50,7%
2024;07601;Università degli Studi della BASILICATA;Basilicata;SUD;OPERATORE;F;25,0%
2024;07601;Università degli Studi della BASILICATA;Basilicata;SUD;OPERATORE;M;75,0%
2024;07601;Università degli Studi della BASILICATA;Basilicata;SUD;POSIZIONE ECONOMICA EP;F;25,0%
2024;07601;Università degli Studi della BASILICATA;Basilicata;SUD;POSIZIONE ECONOMICA EP;M;75,0%
2024;07801;Università della CALABRIA;Calabria;SUD;COLLABORATORE;F;48,0%
2024;07801;Università della CALABRIA;Calabria;SUD;COLLABORATORE;M;52,0%
2024;07801;Università della CALABRIA;Calabria;SUD;DIRETTORE GENERALE;F;100,0%
2024;07801;Università della CALABRIA;Calabria;SUD;DIRETTORE GENERALE;M;0,0%
2024;07801;Università della CALABRIA;Calabria;SUD;DIRIGENTE II FASCIA;F;0,0%
2024;07801;Università della CALABRIA;Calabria;SUD;DIRIGENTE II FASCIA;M;100,0%
2024;07801;Università della CALABRIA;Calabria;SUD;FUNZIONARIO;F;55,9%
2024;07801;Università della CALABRIA;Calabria;SUD;FUNZIONARIO;M;44,1%
2024;07801;Università della CALABRIA;Calabria;SUD;OPERATORE;F;31,9%
2024;07801;Università della CALABRIA;Calabria;SUD;OPERATORE;M;68,1%
2024;07801;Università della CALABRIA;Calabria;SUD;POSIZIONE ECONOMICA EP;F;44,4%
2024;07801;Università della CALABRIA;Calabria;SUD;POSIZIONE ECONOMICA EP;M;55,6%
2024;07901;Università degli studi di Catanzaro - Magna Grecia;Calabria;SUD;COLLABORATORE;F;56,3%
2024;07901;Università degli studi di Catanzaro - Magna Grecia;Calabria;SUD;COLLABORATORE;M;43,7%
2024;07901;Università degli studi di Catanzaro - Magna Grecia;Calabria;SUD;DIRETTORE GENERALE;F;0,0%
2024;07901;Università degli studi di Catanzaro - Magna Grecia;Calabria;SUD;DIRETTORE GENERALE;M;100,0%
2024;07901;Università degli studi di Catanzaro - Magna Grecia;Calabria;SUD;FUNZIONARIO;F;62,5%
2024;07901;Università degli studi di Catanzaro - Magna Grecia;Calabria;SUD;FUNZIONARIO;M;37,5%
2024;07901;Università degli studi di Catanzaro - Magna Grecia;Calabria;SUD;OPERATORE;F;59,8%
2024;07901;Università degli studi di Catanzaro - Magna Grecia;Calabria;SUD;OPERATORE;M;40,2%
2024;07901;Università degli studi di Catanzaro - Magna Grecia;Calabria;SUD;POSIZIONE ECONOMICA EP;F;50,0%
2024;07901;Università degli studi di Catanzaro - Magna Grecia;Calabria;SUD;POSIZIONE ECONOMICA EP;M;50,0%
2024;08001;Università degli studi Mediterranea di Reggio Calabria;Calabria;SUD;COLLABORATORE;F;53,4%
2024;08001;Università degli studi Mediterranea di Reggio Calabria;Calabria;SUD;COLLABORATORE;M;46,6%
2024;08001;Università degli studi Mediterranea di Reggio Calabria;Calabria;SUD;DIRETTORE GENERALE;F;0,0%
2024;08001;Università degli studi Mediterranea di Reggio Calabria;Calabria;SUD;DIRETTORE GENERALE;M;100,0%
2024;08001;Università degli studi Mediterranea di Reggio Calabria;Calabria;SUD;FUNZIONARIO;F;52,5%
2024;08001;Università degli studi Mediterranea di Reggio Calabria;Calabria;SUD;FUNZIONARIO;M;47,5%
2024;08001;Università degli studi Mediterranea di Reggio Calabria;Calabria;SUD;OPERATORE;F;33,3%
2024;08001;Università degli studi Mediterranea di Reggio Calabria;Calabria;SUD;OPERATORE;M;66,7%
2024;08001;Università degli studi Mediterranea di Reggio Calabria;Calabria;SUD;POSIZIONE ECONOMICA EP;F;75,0%
2024;08001;Università degli studi Mediterranea di Reggio Calabria;Calabria;SUD;POSIZIONE ECONOMICA EP;M;25,0%
2024;08201;Università degli Studi di PALERMO;Sicilia;ISOLE;COLLABORATORE;F;48,3%
2024;08201;Università degli Studi di PALERMO;Sicilia;ISOLE;COLLABORATORE;M;51,7%
2024;08201;Università degli Studi di PALERMO;Sicilia;ISOLE;DIRETTORE GENERALE;F;0,0%
2024;08201;Università degli Studi di PALERMO;Sicilia;ISOLE;DIRETTORE GENERALE;M;100,0%
2024;08201;Università degli Studi di PALERMO;Sicilia;ISOLE;DIRIGENTE II FASCIA;F;16,7%
2024;08201;Università degli Studi di PALERMO;Sicilia;ISOLE;DIRIGENTE II FASCIA;M;83,3%
2024;08201;Università degli Studi di PALERMO;Sicilia;ISOLE;FUNZIONARIO;F;55,1%
2024;08201;Università degli Studi di PALERMO;Sicilia;ISOLE;FUNZIONARIO;M;44,9%
2024;08201;Università degli Studi di PALERMO;Sicilia;ISOLE;OPERATORE;F;41,0%
2024;08201;Università degli Studi di PALERMO;Sicilia;ISOLE;OPERATORE;M;59,0%
2024;08201;Università degli Studi di PALERMO;Sicilia;ISOLE;POSIZIONE ECONOMICA EP;F;45,9%
2024;08201;Università degli Studi di PALERMO;Sicilia;ISOLE;POSIZIONE ECONOMICA EP;M;54,1%
2024;08301;Università degli Studi di MESSINA;Sicilia;ISOLE;COLLABORATORE;F;50,3%
2024;08301;Università degli Studi di MESSINA;Sicilia;ISOLE;COLLABORATORE;M;49,7%
2024;08301;Università degli Studi di MESSINA;Sicilia;ISOLE;DIRETTORE GENERALE;F;0,0%
2024;08301;Università degli Studi di MESSINA;Sicilia;ISOLE;DIRETTORE GENERALE;M;100,0%
2024;08301;Università degli Studi di MESSINA;Sicilia;ISOLE;DIRIGENTE II FASCIA;F;40,0%
2024;08301;Università degli Studi di MESSINA;Sicilia;ISOLE;DIRIGENTE II FASCIA;M;60,0%
2024;08301;Università degli Studi di MESSINA;Sicilia;ISOLE;FUNZIONARIO;F;56,8%
2024;08301;Università degli Studi di MESSINA;Sicilia;ISOLE;FUNZIONARIO;M;43,2%
2024;08301;Università degli Studi di MESSINA;Sicilia;ISOLE;OPERATORE;F;33,3%
2024;08301;Università degli Studi di MESSINA;Sicilia;ISOLE;OPERATORE;M;66,7%
2024;08301;Università degli Studi di MESSINA;Sicilia;ISOLE;POSIZIONE ECONOMICA EP;F;48,8%
2024;08301;Università degli Studi di MESSINA;Sicilia;ISOLE;POSIZIONE ECONOMICA EP;M;51,2%
2024;08701;Università degli Studi di CATANIA;Sicilia;ISOLE;COLLABORATORE;F;51,0%
2024;08701;Università degli Studi di CATANIA;Sicilia;ISOLE;COLLABORATORE;M;49,0%
2024;08701;Università degli Studi di CATANIA;Sicilia;ISOLE;DIRETTORE GENERALE;F;0,0%
2024;08701;Università degli Studi di CATANIA;Sicilia;ISOLE;DIRETTORE GENERALE;M;100,0%
2024;08701;Università degli Studi di CATANIA;Sicilia;ISOLE;DIRIGENTE II FASCIA;F;33,3%
2024;08701;Università degli Studi di CATANIA;Sicilia;ISOLE;DIRIGENTE II FASCIA;M;66,7%
2024;08701;Università degli Studi di CATANIA;Sicilia;ISOLE;FUNZIONARIO;F;62,3%
2024;08701;Università degli Studi di CATANIA;Sicilia;ISOLE;FUNZIONARIO;M;37,7%
2024;08701;Università degli Studi di CATANIA;Sicilia;ISOLE;OPERATORE;F;38,5%
2024;08701;Università degli Studi di CATANIA;Sicilia;ISOLE;OPERATORE;M;61,5%
2024;08701;Università degli Studi di CATANIA;Sicilia;ISOLE;POSIZIONE ECONOMICA EP;F;57,8%
2024;08701;Università degli Studi di CATANIA;Sicilia;ISOLE;POSIZIONE ECONOMICA EP;M;42,2%
2024;09001;Università degli Studi di SASSARI;Sardegna;ISOLE;COLLABORATORE;F;51,2%
2024;09001;Università degli Studi di SASSARI;Sardegna;ISOLE;COLLABORATORE;M;48,8%
2024;09001;Università degli Studi di SASSARI;Sardegna;ISOLE;DIRETTORE GENERALE;F;0,0%
2024;09001;Università degli Studi di SASSARI;Sardegna;ISOLE;DIRETTORE GENERALE;M;100,0%
2024;09001;Università degli Studi di SASSARI;Sardegna;ISOLE;DIRIGENTE II FASCIA;F;33,3%
2024;09001;Università degli Studi di SASSARI;Sardegna;ISOLE;DIRIGENTE II FASCIA;M;66,7%
2024;09001;Università degli Studi di SASSARI;Sardegna;ISOLE;FUNZIONARIO;F;69,3%
2024;09001;Università degli Studi di SASSARI;Sardegna;ISOLE;FUNZIONARIO;M;30,7%
2024;09001;Università degli Studi di SASSARI;Sardegna;ISOLE;OPERATORE;F;35,5%
2024;09001;Università degli Studi di SASSARI;Sardegna;ISOLE;OPERATORE;M;64,5%
2024;09001;Università degli Studi di SASSARI;Sardegna;ISOLE;POSIZIONE ECONOMICA EP;F;46,7%
2024;09001;Università degli Studi di SASSARI;Sardegna;ISOLE;POSIZIONE ECONOMICA EP;M;53,3%
2024;09201;Università degli Studi di CAGLIARI;Sardegna;ISOLE;COLLABORATORE;F;63,5%
2024;09201;Università degli Studi di CAGLIARI;Sardegna;ISOLE;COLLABORATORE;M;36,5%
2024;09201;Università degli Studi di CAGLIARI;Sardegna;ISOLE;DIRETTORE GENERALE;F;0,0%
2024;09201;Università degli Studi di CAGLIARI;Sardegna;ISOLE;DIRETTORE GENERALE;M;100,0%
2024;09201;Università degli Studi di CAGLIARI;Sardegna;ISOLE;DIRIGENTE II FASCIA;F;40,0%
2024;09201;Università degli Studi di CAGLIARI;Sardegna;ISOLE;DIRIGENTE II FASCIA;M;60,0%
2024;09201;Università degli Studi di CAGLIARI;Sardegna;ISOLE;FUNZIONARIO;F;66,6%
2024;09201;Università degli Studi di CAGLIARI;Sardegna;ISOLE;FUNZIONARIO;M;33,4%
2024;09201;Università degli Studi di CAGLIARI;Sardegna;ISOLE;OPERATORE;F;49,5%
2024;09201;Università degli Studi di CAGLIARI;Sardegna;ISOLE;OPERATORE;M;50,5%
