ANNO_SOLARE;TIPOLOGIA_COLLEGIO;CODICE_COLLEGIO;NOME_COLLEGIO;TIPOLOGIA_ISTITUTO;CODICE_SPESA;DESCRIZIONE_SPESA;SPESA_LAUREA;SPESA_DOTTORATO;SPESA_SPECIALIZZAZIONE
2024;CLR;0508;"Collegio universitario ''don Nicola Mazza""";S_AF;6;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;;
2024;CLR;0508;"Collegio universitario ''don Nicola Mazza""";S_AF;7;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazione a tempo parziale;0;;
2024;CLR;0508;"Collegio universitario ''don Nicola Mazza""";S_AF;8;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;;
2024;CLR;0508;"Collegio universitario ''don Nicola Mazza""";S_AF;9;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;;
2024;CLR;0508;"Collegio universitario ''don Nicola Mazza""";S_AF;10;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;;
2024;CLR;0508;"Collegio universitario ''don Nicola Mazza""";S_AF;11;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;;
2024;CLR;0604;Collegio Universitario L. Fonda di Trieste;S   ;1;Posti alloggio e contributi-alloggio - Spesa per posti alloggio assegnati gratuitamente;257555;0;0
2024;CLR;0604;Collegio Universitario L. Fonda di Trieste;S   ;2;Posti alloggio e contributi-alloggio - Spesa per posti alloggio a tariffa agevolata;6978,36;0;0
2024;CLR;0604;Collegio Universitario L. Fonda di Trieste;S   ;3;Posti alloggio e contributi-alloggio - Spesa per contributi assegnati per alloggio esterno;0;0;0
2024;CLR;0604;Collegio Universitario L. Fonda di Trieste;S   ;4;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;0;0
2024;CLR;0604;Collegio Universitario L. Fonda di Trieste;S   ;5;Mobilità internazionale - Spesa per contributi concessi;14000;0;0
2024;CLR;0604;Collegio Universitario L. Fonda di Trieste;S   ;6;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;0;0
2024;CLR;0604;Collegio Universitario L. Fonda di Trieste;S   ;7;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazione a tempo parziale;0;0;0
2024;CLR;0604;Collegio Universitario L. Fonda di Trieste;S   ;8;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;0;0
2024;CLR;0604;Collegio Universitario L. Fonda di Trieste;S   ;9;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;0;0
2024;CLR;0604;Collegio Universitario L. Fonda di Trieste;S   ;10;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;0;0
2024;CLR;0604;Collegio Universitario L. Fonda di Trieste;S   ;11;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;29600;0;0
2024;CLR;0604;Collegio Universitario L. Fonda di Trieste;S_AF;1;Posti alloggio e contributi-alloggio - Spesa per posti alloggio assegnati gratuitamente;0;;
2024;CLR;0604;Collegio Universitario L. Fonda di Trieste;S_AF;2;Posti alloggio e contributi-alloggio - Spesa per posti alloggio a tariffa agevolata;0;;
2024;CLR;0604;Collegio Universitario L. Fonda di Trieste;S_AF;3;Posti alloggio e contributi-alloggio - Spesa per contributi assegnati per alloggio esterno;0;;
2024;CLR;0604;Collegio Universitario L. Fonda di Trieste;S_AF;4;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;;
2024;CLR;0604;Collegio Universitario L. Fonda di Trieste;S_AF;5;Mobilità internazionale - Spesa per contributi concessi;0;;
2024;CLR;0604;Collegio Universitario L. Fonda di Trieste;S_AF;6;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;;
2024;CLR;0604;Collegio Universitario L. Fonda di Trieste;S_AF;7;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazione a tempo parziale;0;;
2024;CLR;0604;Collegio Universitario L. Fonda di Trieste;S_AF;8;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;;
2024;CLR;0604;Collegio Universitario L. Fonda di Trieste;S_AF;9;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;;
2024;CLR;0604;Collegio Universitario L. Fonda di Trieste;S_AF;10;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;;
2024;CLR;0604;Collegio Universitario L. Fonda di Trieste;S_AF;11;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;;
2024;CLR;0805;Fondazione Ceur - Centro europeo università e ricerca;S   ;1;Posti alloggio e contributi-alloggio - Spesa per posti alloggio assegnati gratuitamente;172398;0;0
2024;CLR;0805;Fondazione Ceur - Centro europeo università e ricerca;S   ;2;Posti alloggio e contributi-alloggio - Spesa per posti alloggio a tariffa agevolata;0;0;8729,54
2024;CLR;0805;Fondazione Ceur - Centro europeo università e ricerca;S   ;3;Posti alloggio e contributi-alloggio - Spesa per contributi assegnati per alloggio esterno;0;0;0
2024;CLR;0805;Fondazione Ceur - Centro europeo università e ricerca;S   ;4;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;0;0
2024;CLR;0805;Fondazione Ceur - Centro europeo università e ricerca;S   ;5;Mobilità internazionale - Spesa per contributi concessi;0;0;0
2024;CLR;0805;Fondazione Ceur - Centro europeo università e ricerca;S   ;6;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;0;0
2024;CLR;0805;Fondazione Ceur - Centro europeo università e ricerca;S   ;7;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazione a tempo parziale;0;0;0
2024;CLR;0805;Fondazione Ceur - Centro europeo università e ricerca;S   ;8;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;0;0
2024;CLR;0805;Fondazione Ceur - Centro europeo università e ricerca;S   ;9;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;0;0
2024;CLR;0805;Fondazione Ceur - Centro europeo università e ricerca;S   ;10;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;0;0
2024;CLR;0805;Fondazione Ceur - Centro europeo università e ricerca;S   ;11;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;0;0
2024;CLR;0805;Fondazione Ceur - Centro europeo università e ricerca;S_AF;1;Posti alloggio e contributi-alloggio - Spesa per posti alloggio assegnati gratuitamente;11300;;
2024;CLR;0805;Fondazione Ceur - Centro europeo università e ricerca;S_AF;2;Posti alloggio e contributi-alloggio - Spesa per posti alloggio a tariffa agevolata;0;;
2024;CLR;0805;Fondazione Ceur - Centro europeo università e ricerca;S_AF;3;Posti alloggio e contributi-alloggio - Spesa per contributi assegnati per alloggio esterno;0;;
2024;CLR;0805;Fondazione Ceur - Centro europeo università e ricerca;S_AF;4;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;;
2024;CLR;0805;Fondazione Ceur - Centro europeo università e ricerca;S_AF;5;Mobilità internazionale - Spesa per contributi concessi;0;;
2024;CLR;0805;Fondazione Ceur - Centro europeo università e ricerca;S_AF;6;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;;
2024;CLR;0805;Fondazione Ceur - Centro europeo università e ricerca;S_AF;7;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazione a tempo parziale;0;;
2024;CLR;0805;Fondazione Ceur - Centro europeo università e ricerca;S_AF;8;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;;
2024;CLR;0805;Fondazione Ceur - Centro europeo università e ricerca;S_AF;9;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;;
2024;CLR;0805;Fondazione Ceur - Centro europeo università e ricerca;S_AF;10;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;;
2024;CLR;0805;Fondazione Ceur - Centro europeo università e ricerca;S_AF;11;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;;
2024;CLR;0806;Fondazione Collegio San Carlo di Modena;S   ;1;Posti alloggio e contributi-alloggio - Spesa per posti alloggio assegnati gratuitamente;43636;0;0
2024;CLR;0806;Fondazione Collegio San Carlo di Modena;S   ;2;Posti alloggio e contributi-alloggio - Spesa per posti alloggio a tariffa agevolata;279068;0;0
2024;CLR;0806;Fondazione Collegio San Carlo di Modena;S   ;3;Posti alloggio e contributi-alloggio - Spesa per contributi assegnati per alloggio esterno;0;0;0
2024;CLR;0806;Fondazione Collegio San Carlo di Modena;S   ;4;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;0;0
2024;CLR;0806;Fondazione Collegio San Carlo di Modena;S   ;5;Mobilità internazionale - Spesa per contributi concessi;0;0;0
2024;CLR;0806;Fondazione Collegio San Carlo di Modena;S   ;6;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;0;0
2024;CLR;0806;Fondazione Collegio San Carlo di Modena;S   ;7;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazione a tempo parziale;0;0;0
2024;CLR;0806;Fondazione Collegio San Carlo di Modena;S   ;8;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;0;0
2024;CLR;0806;Fondazione Collegio San Carlo di Modena;S   ;9;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;0;0
2024;CLR;0806;Fondazione Collegio San Carlo di Modena;S   ;10;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;0;0
2024;CLR;0806;Fondazione Collegio San Carlo di Modena;S   ;11;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;72013;0
2024;CLR;0806;Fondazione Collegio San Carlo di Modena;S_AF;1;Posti alloggio e contributi-alloggio - Spesa per posti alloggio assegnati gratuitamente;0;;
2024;CLR;0806;Fondazione Collegio San Carlo di Modena;S_AF;2;Posti alloggio e contributi-alloggio - Spesa per posti alloggio a tariffa agevolata;18236;;
2024;CLR;0806;Fondazione Collegio San Carlo di Modena;S_AF;3;Posti alloggio e contributi-alloggio - Spesa per contributi assegnati per alloggio esterno;0;;
2024;CLR;0806;Fondazione Collegio San Carlo di Modena;S_AF;4;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;;
2024;CLR;0806;Fondazione Collegio San Carlo di Modena;S_AF;5;Mobilità internazionale - Spesa per contributi concessi;0;;
2024;CLR;0806;Fondazione Collegio San Carlo di Modena;S_AF;6;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;;
2024;CLR;0806;Fondazione Collegio San Carlo di Modena;S_AF;7;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazione a tempo parziale;0;;
2024;CLR;0806;Fondazione Collegio San Carlo di Modena;S_AF;8;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;;
2024;CLR;0806;Fondazione Collegio San Carlo di Modena;S_AF;9;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;;
2024;CLR;0806;Fondazione Collegio San Carlo di Modena;S_AF;10;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;;
2024;CLR;0806;Fondazione Collegio San Carlo di Modena;S_AF;11;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;;
2024;CS;0904;Scuola normale superiore;S   ;1;Posti alloggio e contributi-alloggio - Spesa per posti alloggio assegnati gratuitamente;1353449,86;0;0
2024;CS;0904;Scuola normale superiore;S   ;2;Posti alloggio e contributi-alloggio - Spesa per posti alloggio a tariffa agevolata;0;0;0
2024;CS;0904;Scuola normale superiore;S   ;3;Posti alloggio e contributi-alloggio - Spesa per contributi assegnati per alloggio esterno;467314,6;723983,98;0
2024;CS;0904;Scuola normale superiore;S   ;4;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;0;0
2024;CS;0904;Scuola normale superiore;S   ;5;Mobilità internazionale - Spesa per contributi concessi;216024,21;375174,025;0
2024;CS;0904;Scuola normale superiore;S   ;6;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;42512,5;108732;0
2024;CS;0904;Scuola normale superiore;S   ;7;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazione a tempo parziale;68510;29500;0
2024;CS;0904;Scuola normale superiore;S   ;8;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;0;0
2024;CS;0904;Scuola normale superiore;S   ;9;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;7421,275738;1880,734262;0
2024;CS;0904;Scuola normale superiore;S   ;10;Altri interventi di tipo finanziario - Spesa per contributi straordinari;26857,63636;22381,36364;0
2024;CS;0904;Scuola normale superiore;S   ;11;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;433268,3121;4238,637869;0
2024;CS;0905;Scuola Superiore di studi universitari e di perfezionamento Sant'Anna;S   ;1;Posti alloggio e contributi-alloggio - Spesa per posti alloggio assegnati gratuitamente;2215179;0;0
2024;CS;0905;Scuola Superiore di studi universitari e di perfezionamento Sant'Anna;S   ;2;Posti alloggio e contributi-alloggio - Spesa per posti alloggio a tariffa agevolata;0;16000;0
2024;CS;0905;Scuola Superiore di studi universitari e di perfezionamento Sant'Anna;S   ;3;Posti alloggio e contributi-alloggio - Spesa per contributi assegnati per alloggio esterno;37400;312400;0
2024;CS;0905;Scuola Superiore di studi universitari e di perfezionamento Sant'Anna;S   ;4;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;0;0
2024;CS;0905;Scuola Superiore di studi universitari e di perfezionamento Sant'Anna;S   ;5;Mobilità internazionale - Spesa per contributi concessi;250015,05;446200;0
2024;CS;0905;Scuola Superiore di studi universitari e di perfezionamento Sant'Anna;S   ;6;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;0;2000
2024;CS;0905;Scuola Superiore di studi universitari e di perfezionamento Sant'Anna;S   ;7;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazione a tempo parziale;14720;0;0
2024;CS;0905;Scuola Superiore di studi universitari e di perfezionamento Sant'Anna;S   ;8;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;0;0
2024;CS;0905;Scuola Superiore di studi universitari e di perfezionamento Sant'Anna;S   ;9;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;8056,92;0;0
2024;CS;0905;Scuola Superiore di studi universitari e di perfezionamento Sant'Anna;S   ;10;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;0;0
2024;CS;0905;Scuola Superiore di studi universitari e di perfezionamento Sant'Anna;S   ;11;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;1318754;337511;0
2024;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;S   ;1;Posti alloggio e contributi-alloggio - Spesa per posti alloggio assegnati gratuitamente;188325;60264;0
2024;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;S   ;2;Posti alloggio e contributi-alloggio - Spesa per posti alloggio a tariffa agevolata;0;0;0
2024;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;S   ;3;Posti alloggio e contributi-alloggio - Spesa per contributi assegnati per alloggio esterno;0;0;0
2024;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;S   ;4;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;0;0
2024;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;S   ;5;Mobilità internazionale - Spesa per contributi concessi;0;0;0
2024;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;S   ;6;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;0;0
2024;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;S   ;7;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazione a tempo parziale;0;0;0
2024;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;S   ;8;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;2000;0;0
2024;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;S   ;9;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;0;0
2024;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;S   ;10;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;0;0
2024;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;S   ;11;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;0;0
2024;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;S_AF;1;Posti alloggio e contributi-alloggio - Spesa per posti alloggio assegnati gratuitamente;7533;;
2024;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;S_AF;2;Posti alloggio e contributi-alloggio - Spesa per posti alloggio a tariffa agevolata;0;;
2024;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;S_AF;3;Posti alloggio e contributi-alloggio - Spesa per contributi assegnati per alloggio esterno;0;;
2024;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;S_AF;4;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;;
2024;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;S_AF;5;Mobilità internazionale - Spesa per contributi concessi;0;;
2024;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;S_AF;6;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;;
2024;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;S_AF;7;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazione a tempo parziale;0;;
2024;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;S_AF;8;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;;
2024;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;S_AF;9;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;;
2024;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;S_AF;10;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;;
2024;CLR;1002;Collegio della Sapienza - Fondazione ONAOSI di Perugia;S_AF;11;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;;
2024;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";S   ;1;Posti alloggio e contributi-alloggio - Spesa per posti alloggio assegnati gratuitamente;475730,64;24026,8;4805,36
2024;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";S   ;2;Posti alloggio e contributi-alloggio - Spesa per posti alloggio a tariffa agevolata;0;0;0
2024;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";S   ;3;Posti alloggio e contributi-alloggio - Spesa per contributi assegnati per alloggio esterno;0;0;0
2024;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";S   ;4;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;0;0
2024;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";S   ;5;Mobilità internazionale - Spesa per contributi concessi;7897,87;0;0
2024;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";S   ;6;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;0;0
2024;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";S   ;7;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazione a tempo parziale;0;0;0
2024;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";S   ;8;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;0;0
2024;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";S   ;9;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;0;0
2024;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";S   ;10;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;0;0
2024;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";S   ;11;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;0;0
2024;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";S_AF;1;Posti alloggio e contributi-alloggio - Spesa per posti alloggio assegnati gratuitamente;9610,72;;
2024;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";S_AF;2;Posti alloggio e contributi-alloggio - Spesa per posti alloggio a tariffa agevolata;0;;
2024;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";S_AF;3;Posti alloggio e contributi-alloggio - Spesa per contributi assegnati per alloggio esterno;0;;
2024;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";S_AF;4;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;;
2024;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";S_AF;5;Mobilità internazionale - Spesa per contributi concessi;0;;
2024;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";S_AF;6;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;;
2024;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";S_AF;7;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazione a tempo parziale;0;;
2024;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";S_AF;8;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;;
2024;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";S_AF;9;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;;
2024;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";S_AF;10;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;;
2024;CLR;1210;"Fondazione  ''Comunità  Domenico Tardini""";S_AF;11;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;;
2024;CLR;1211;Associazione Cuir ;S   ;1;Posti alloggio e contributi-alloggio - Spesa per posti alloggio assegnati gratuitamente;0;0;0
2024;CLR;1211;Associazione Cuir ;S   ;2;Posti alloggio e contributi-alloggio - Spesa per posti alloggio a tariffa agevolata;896664;0;0
2024;CLR;1211;Associazione Cuir ;S   ;3;Posti alloggio e contributi-alloggio - Spesa per contributi assegnati per alloggio esterno;0;0;0
2024;CLR;1211;Associazione Cuir ;S   ;4;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;0;0
2024;CLR;1211;Associazione Cuir ;S   ;5;Mobilità internazionale - Spesa per contributi concessi;0;0;0
2024;CLR;1211;Associazione Cuir ;S   ;6;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;0;0
2024;CLR;1211;Associazione Cuir ;S   ;7;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazione a tempo parziale;0;0;0
2024;CLR;1211;Associazione Cuir ;S   ;8;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;0;0
2024;CLR;1211;Associazione Cuir ;S   ;9;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;0;0
2024;CLR;1211;Associazione Cuir ;S   ;10;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;0;0
2024;CLR;1211;Associazione Cuir ;S   ;11;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;0;0
2024;CLR;1211;Associazione Cuir ;S_AF;1;Posti alloggio e contributi-alloggio - Spesa per posti alloggio assegnati gratuitamente;0;;
2024;CLR;1211;Associazione Cuir ;S_AF;2;Posti alloggio e contributi-alloggio - Spesa per posti alloggio a tariffa agevolata;0;;
2024;CLR;1211;Associazione Cuir ;S_AF;3;Posti alloggio e contributi-alloggio - Spesa per contributi assegnati per alloggio esterno;0;;
2024;CLR;1211;Associazione Cuir ;S_AF;4;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;;
2024;CLR;1211;Associazione Cuir ;S_AF;5;Mobilità internazionale - Spesa per contributi concessi;0;;
2024;CLR;1211;Associazione Cuir ;S_AF;6;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;;
2024;CLR;1211;Associazione Cuir ;S_AF;7;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazione a tempo parziale;0;;
2024;CLR;1211;Associazione Cuir ;S_AF;8;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;;
2024;CLR;1211;Associazione Cuir ;S_AF;9;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;;
2024;CLR;1211;Associazione Cuir ;S_AF;10;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;;
2024;CLR;1211;Associazione Cuir ;S_AF;11;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;;
2024;CLR;1212;Fondazione Rui - ROMA;S   ;1;Posti alloggio e contributi-alloggio - Spesa per posti alloggio assegnati gratuitamente;28240;0;0
2024;CLR;1212;Fondazione Rui - ROMA;S   ;2;Posti alloggio e contributi-alloggio - Spesa per posti alloggio a tariffa agevolata;2132933;28866;5143
2024;CLR;1212;Fondazione Rui - ROMA;S   ;3;Posti alloggio e contributi-alloggio - Spesa per contributi assegnati per alloggio esterno;0;0;0
2024;CLR;1212;Fondazione Rui - ROMA;S   ;4;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;0;0
2024;CLR;1212;Fondazione Rui - ROMA;S   ;5;Mobilità internazionale - Spesa per contributi concessi;0;0;0
2024;CLR;1212;Fondazione Rui - ROMA;S   ;6;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;0;0
2024;CLR;1212;Fondazione Rui - ROMA;S   ;7;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazione a tempo parziale;0;0;0
2024;CLR;1212;Fondazione Rui - ROMA;S   ;8;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;0;0
2024;CLR;1212;Fondazione Rui - ROMA;S   ;9;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;0;0
2024;CLR;1212;Fondazione Rui - ROMA;S   ;10;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;0;0
2024;CLR;1212;Fondazione Rui - ROMA;S   ;11;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;0;0
2024;CLR;1212;Fondazione Rui - ROMA;S_AF;1;Posti alloggio e contributi-alloggio - Spesa per posti alloggio assegnati gratuitamente;0;;
2024;CLR;1212;Fondazione Rui - ROMA;S_AF;2;Posti alloggio e contributi-alloggio - Spesa per posti alloggio a tariffa agevolata;0;;
2024;CLR;1212;Fondazione Rui - ROMA;S_AF;3;Posti alloggio e contributi-alloggio - Spesa per contributi assegnati per alloggio esterno;0;;
2024;CLR;1212;Fondazione Rui - ROMA;S_AF;4;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;;
2024;CLR;1212;Fondazione Rui - ROMA;S_AF;5;Mobilità internazionale - Spesa per contributi concessi;0;;
2024;CLR;1212;Fondazione Rui - ROMA;S_AF;6;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;;
2024;CLR;1212;Fondazione Rui - ROMA;S_AF;7;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazione a tempo parziale;0;;
2024;CLR;1212;Fondazione Rui - ROMA;S_AF;8;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;;
2024;CLR;1212;Fondazione Rui - ROMA;S_AF;9;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;;
2024;CLR;1212;Fondazione Rui - ROMA;S_AF;10;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;;
2024;CLR;1212;Fondazione Rui - ROMA;S_AF;11;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;;
2024;CLR;1214;Collegio Universitario Pozzani di Roma;S   ;1;Posti alloggio e contributi-alloggio - Spesa per posti alloggio assegnati gratuitamente;357279;0;0
2024;CLR;1214;Collegio Universitario Pozzani di Roma;S   ;2;Posti alloggio e contributi-alloggio - Spesa per posti alloggio a tariffa agevolata;0;0;0
