DATAFLOW,REF_AREA,SEX,AGE,ATTAINMENT_LEV,EDUCATION_FIELD,MEASURE,INCOME,BIRTH_PLACE,MIGRATION_AGE,EDU_STATUS,LABOUR_FORCE_STATUS,DURATION_UNEMP,UNIT_MEASURE,STATISTICAL_OPERATION,WORK_TIME_ARNGMNT,QUESTIONNAIRE,FREQ,TIME_PERIOD,OBS_VALUE,OBS_STATUS,CONF_STATUS,UNIT_MULT,DECIMALS
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),ISR,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,58.67267227,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),PRT,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,28.83273888,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),ESP,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,43.3886528,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),NLD,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,43.12560654,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),AUT,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,10.09620953,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),ROU,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,18.58439255,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),DEU,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,35.68546295,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),POL,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,5.716356277,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),GRC,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,35.84442902,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),CAN,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,5.750560284,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),CRI,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,66.87591553,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),LVA,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,43.5748024,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),BGR,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,54.79957199,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),ITA,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,44.13784027,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),CHL,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2022,25.79639816,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),LTU,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,46.37329102,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),USA,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,4.82494545,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),LVA,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,49.67399597,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),SWE,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,49.60296631,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),GRC,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,46.30613327,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),GRC,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,18.86882019,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),CRI,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,19.72923851,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),CAN,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,58.50442886,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),CHL,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2022,32.17416382,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),HUN,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,11.40337658,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),EST,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,53.45915222,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),AUT,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,36.77476501,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),SVK,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,64.94944,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),MEX,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,20.86810875,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),ESP,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,28.5496769,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),FRA,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,43.52770996,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),ITA,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,32.90027618,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),CZE,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,35.47780991,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),NZL,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,21.99846458,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),SVK,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,53.96113968,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),HUN,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,39.60985184,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),SVK,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,39.82294846,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),EST,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,11.80908871,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),NLD,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,29.14793587,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),ROU,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,19.61933327,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),SVN,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,59.49367142,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),ROU,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,,A,C,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),CHE,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,46.85208511,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),BGR,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,4.878228664,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),ESP,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,21.04017067,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),USA,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,44.86714172,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),PRT,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,43.27254486,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),NZL,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,35.92984009,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),DEU,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,29.33109093,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),CZE,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,26.26926231,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),OECD,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,41.98069865,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),GBR,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,14.58166218,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),USA,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,52.19411469,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),NZL,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,51.31377029,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),GRC,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,17.84943771,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),AUS,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,24.16026306,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),POL,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,55.66636276,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),USA,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,34.67574692,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),SVN,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,15.1898737,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),COL,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,42.85206604,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),ROU,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,52.87546539,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),BGR,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,37.57933426,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),OECD,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,35.21255935,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),GBR,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,33.09085083,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),BEL,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,46.47327042,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),CHE,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,26.9880352,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),AUT,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,24.1504612,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),BEL,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,39.37535477,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),NOR,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,49.38158417,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),LTU,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,3.949197531,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),CRI,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,13.39484596,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),LVA,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,49.98078156,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),NLD,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,39.9494133,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),AUS,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,8.64324379,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),CHL,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2022,38.92288208,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),POL,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,41.49289703,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),MEX,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,23.43372154,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),LVA,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,6.444416523,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),LTU,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,46.33892059,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),SWE,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,41.6648407,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),GBR,_T,Y25T64,ISCED11A_5T8,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,71.93881989,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),LUX,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,21.19512558,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),SVN,_T,Y25T64,ISCED11A_0T2,_T,POP,_Z,NB,_Z,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,9.156378746,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),LUX,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,21.11701584,A,,0,1
OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),EST,_T,Y25T64,ISCED11A_3_4,_T,POP,_Z,FB,_T,ED_NED,POP,_Z,PT_POP_SEX_AGE,OBS,_Z,NEAC_MIGR,A3,2023,43.77045441,A,,0,1
