slug,title,resource_name,resource_url,status,error
2025-diritto-allo-studio-universitario-dsu-regionale,2025 Diritto allo Studio Universitario (DSU) Regionale,2025 Spesa per interventi,https://dati-ustat.mur.gov.it/dataset/b89d46ba-1b59-4a45-9165-5b09df42a884/resource/03e1eb94-9bb6-49f6-a50a-0f25a0e140ee/download/2025_dsu_spesa.csv,OK,
immatricolati,Immatricolati (nuovi ingressi) e Iscritti al 1° anno,Immatricolati per a.a. 1998/99-2024/25,https://dati-ustat.mur.gov.it/dataset/14aeb712-4665-4311-9e90-3e13639e8f50/resource/c39e6e60-d92e-46f2-bfaa-f865d3fb1771/download/01_immatricolatixanno.csv,OK,
immatricolati,Immatricolati (nuovi ingressi) e Iscritti al 1° anno,Immatricolati per ateneo. 1998/99-2024/25,https://dati-ustat.mur.gov.it/dataset/14aeb712-4665-4311-9e90-3e13639e8f50/resource/14938cd2-7683-4fff-b5e0-0741402a0dd2/download/02_immatricolatixateneo.csv,OK,
immatricolati,Immatricolati (nuovi ingressi) e Iscritti al 1° anno,Immatricolati per gruppo. 1999/98-2024/25,https://dati-ustat.mur.gov.it/dataset/14aeb712-4665-4311-9e90-3e13639e8f50/resource/81536e13-c15d-4be4-8a12-c74367233bc0/download/03_immatricolatixgruppo.csv,OK,
immatricolati,Immatricolati (nuovi ingressi) e Iscritti al 1° anno,Immatricolati per anno di nascita. 2009/10-2024/25,https://dati-ustat.mur.gov.it/dataset/14aeb712-4665-4311-9e90-3e13639e8f50/resource/4db426bf-895f-4ba5-be5b-5dc9fa3f4fa4/download/04_immatricolatixannonascita.csv,OK,
immatricolati,Immatricolati (nuovi ingressi) e Iscritti al 1° anno,Immatricolati per residenza. 2009/10-2024/25,https://dati-ustat.mur.gov.it/dataset/14aeb712-4665-4311-9e90-3e13639e8f50/resource/81c9d10d-5476-40bb-af1d-cc5d33cb64e7/download/05_immatricolatixresidenza.csv,OK,
immatricolati,Immatricolati (nuovi ingressi) e Iscritti al 1° anno,Immatricolati internazionali. 2009/10-2024/25,https://dati-ustat.mur.gov.it/dataset/14aeb712-4665-4311-9e90-3e13639e8f50/resource/e5dbae47-4a51-410b-8540-a37ed7bedd12/download/06_immatricolatiinternazionalixanno.csv,OK,
immatricolati,Immatricolati (nuovi ingressi) e Iscritti al 1° anno,Immatricolati internazionali per paese e ateneo. 2009/10 - 2024/25,https://dati-ustat.mur.gov.it/dataset/14aeb712-4665-4311-9e90-3e13639e8f50/resource/48155707-f37a-448a-a7c3-102a38d170ec/download/07bis_immatricolatiinternazionalixpaeseateneo.csv,OK,
immatricolati,Immatricolati (nuovi ingressi) e Iscritti al 1° anno,Immatricolati internazionali per classe. 2009/10-2024/25,https://dati-ustat.mur.gov.it/dataset/14aeb712-4665-4311-9e90-3e13639e8f50/resource/860588ca-15ec-48fb-9e2a-54c2576d6545/download/09_immatricolatiinternazionalixclasse.csv,OK,
immatricolati,Immatricolati (nuovi ingressi) e Iscritti al 1° anno,Immatricolati per tipo di diploma di scuola secondaria superiore e classe di laurea. 2009/10-2024/25,https://dati-ustat.mur.gov.it/dataset/14aeb712-4665-4311-9e90-3e13639e8f50/resource/439173be-ea2d-4140-8747-35133bd72132/download/10_immatricolatixdiplomascuolasecondariaxclasse.csv,OK,
immatricolati,Immatricolati (nuovi ingressi) e Iscritti al 1° anno,Immatricolati per tipo di diploma di scuola secondaria e residenza. 2009/10-2024/25,https://dati-ustat.mur.gov.it/dataset/14aeb712-4665-4311-9e90-3e13639e8f50/resource/b60dde55-b664-41b3-9ee8-33c8d90f8146/download/11_immatricolatixdiplomascuolaxresidenza.csv,OK,
immatricolati,Immatricolati (nuovi ingressi) e Iscritti al 1° anno,"Immatricolati per residenza, ateneo e sede didattica e gruppo del corso di studio. 2009/10-2024/25",https://dati-ustat.mur.gov.it/dataset/14aeb712-4665-4311-9e90-3e13639e8f50/resource/fa028588-c0a3-4dc3-a73f-915162ed99b4/download/12_immatricolatixresidenzasedecorsogruppo.csv,OK,
immatricolati,Immatricolati (nuovi ingressi) e Iscritti al 1° anno,"Immatricolati ""In Sede/Fuori Sede"". 2009/10-2024/25",https://dati-ustat.mur.gov.it/dataset/14aeb712-4665-4311-9e90-3e13639e8f50/resource/ebf47017-1033-4481-aa02-7a7137be6923/download/13_immatricolatixsedescuolasecondariasedecorso.csv,OK,
immatricolati,Immatricolati (nuovi ingressi) e Iscritti al 1° anno,Immatricolati per residenza e anno di nascita. 2009/10 - 2024/2025,https://dati-ustat.mur.gov.it/dataset/14aeb712-4665-4311-9e90-3e13639e8f50/resource/8996efe1-60ab-419a-bc82-ec9e6f7177e9/download/14_immatricolatixresidenzaannonascita-.csv,OK,
immatricolati,Immatricolati (nuovi ingressi) e Iscritti al 1° anno,Immatricolati per voto di diploma di scuola secondaria. 2009/10 - 2024/25,https://dati-ustat.mur.gov.it/dataset/14aeb712-4665-4311-9e90-3e13639e8f50/resource/b513dd1c-a621-4db2-92c0-f992f90e3be3/download/16_immatricolatixvotodiplomascuolasec.csv,OK,
immatricolati,Immatricolati (nuovi ingressi) e Iscritti al 1° anno,Immatricolati per classe. 1998/99-2024/25,https://dati-ustat.mur.gov.it/dataset/14aeb712-4665-4311-9e90-3e13639e8f50/resource/9bb0cf6d-1d4e-47f3-8ae9-0c665617b158/download/17_immatricolatixclasse.csv,OK,
immatricolati,Immatricolati (nuovi ingressi) e Iscritti al 1° anno,Iscritti al 1° anno. 2010/11-2024/25,https://dati-ustat.mur.gov.it/dataset/14aeb712-4665-4311-9e90-3e13639e8f50/resource/2da0e7d8-ae2d-4704-a293-03e3bb683bde/download/20_iscritti1anno.csv,OK,
immatricolati,Immatricolati (nuovi ingressi) e Iscritti al 1° anno,Iscritti al 1° anno per ateneo e classe di laurea. 2010/11-2024/25,https://dati-ustat.mur.gov.it/dataset/14aeb712-4665-4311-9e90-3e13639e8f50/resource/75da19ea-bc6d-4d0f-8892-3628736f02aa/download/21_iscritti1annoxateneoclasse.csv,OK,
immatricolati,Immatricolati (nuovi ingressi) e Iscritti al 1° anno,Iscritti al 1° anno per anno di nascita. 2010/11-2024/25,https://dati-ustat.mur.gov.it/dataset/14aeb712-4665-4311-9e90-3e13639e8f50/resource/4a84642e-f3ca-4b43-811c-d7e36126b941/download/22_iscritti1annoxannonascita.csv,OK,
