AnnoA;AteneoNOME;AteneoCOD;SESSO;Imm
2021/2022;Napoli Pegaso - telematica;6307;F;1689
2021/2022;Napoli Pegaso - telematica;6307;M;3971
2021/2022;Napoli Vanvitelli;6306;F;2054
2021/2022;Napoli Vanvitelli;6306;M;1433
2021/2022;Novedrate e-Campus - telematica;1301;F;3399
2021/2022;Novedrate e-Campus - telematica;1301;M;3479
2021/2022;Padova;2801;F;6855
2021/2022;Padova;2801;M;5937
2021/2022;Palermo;8201;F;4662
2021/2022;Palermo;8201;M;3546
2021/2022;Parma;3401;F;3508
2021/2022;Parma;3401;M;2507
2021/2022;Pavia;1801;F;2644
2021/2022;Pavia;1801;M;2114
2021/2022;Perugia;5401;F;3534
2021/2022;Perugia;5401;M;2428
2021/2022;Perugia Stranieri;5403;F;89
2021/2022;Perugia Stranieri;5403;M;74
2021/2022;Piemonte Orientale;201;F;2340
2021/2022;Piemonte Orientale;201;M;1444
2021/2022;Pisa;5001;F;3539
2021/2022;Pisa;5001;M;3562
2021/2022;Reggio Calabria;8001;F;446
2021/2022;Reggio Calabria;8001;M;390
2021/2022;Reggio Calabria - Dante Alighieri;8003;F;33
2021/2022;Reggio Calabria - Dante Alighieri;8003;M;8
2021/2022;Roma  Mercatorum - telematica;5814;F;2518
2021/2022;Roma  Mercatorum - telematica;5814;M;3767
2021/2022;Roma Biomedico;5808;F;290
2021/2022;Roma Biomedico;5808;M;185
2021/2022;Roma Europea;5812;F;281
2021/2022;Roma Europea;5812;M;106
2021/2022;Roma Foro Italico;5806;F;104
2021/2022;Roma Foro Italico;5806;M;346
2021/2022;Roma La Sapienza;5801;F;10838
2021/2022;Roma La Sapienza;5801;M;7757
2021/2022;Roma Link Campus;5817;F;28
2021/2022;Roma Link Campus;5817;M;69
2021/2022;Roma Luiss;5805;F;963
2021/2022;Roma Luiss;5805;M;988
2021/2022;Roma LUMSA;5803;F;872
2021/2022;Roma LUMSA;5803;M;413
2021/2022;Roma Marconi - telematica;5810;F;849
2021/2022;Roma Marconi - telematica;5810;M;483
2021/2022;Roma Saint Camillus;5818;F;376
2021/2022;Roma Saint Camillus;5818;M;235
2021/2022;Roma San Raffaele - telematica;5816;F;390
2021/2022;Roma San Raffaele - telematica;5816;M;475
2021/2022;Roma Tor Vergata;5802;F;2948
2021/2022;Roma Tor Vergata;5802;M;2561
2021/2022;Roma Tre;5807;F;3485
2021/2022;Roma Tre;5807;M;2632
2021/2022;Roma UNICUSANO - telematica;5815;F;1027
2021/2022;Roma UNICUSANO - telematica;5815;M;1036
2021/2022;Roma UNINETTUNO - telematica;5813;F;674
2021/2022;Roma UNINETTUNO - telematica;5813;M;621
2021/2022;Roma UNINT;5809;F;117
2021/2022;Roma UNINT;5809;M;36
2021/2022;Roma UNITELMA - telematica;5811;F;177
2021/2022;Roma UNITELMA - telematica;5811;M;166
2021/2022;Rozzano (MI) Humanitas University;1510;F;253
2021/2022;Rozzano (MI) Humanitas University;1510;M;157
2021/2022;Salento;7501;F;2424
2021/2022;Salento;7501;M;1487
2021/2022;Salerno;6501;F;2804
2021/2022;Salerno;6501;M;2603
2021/2022;Sannio;6201;F;368
2021/2022;Sannio;6201;M;399
2021/2022;Sassari;9001;F;1183
2021/2022;Sassari;9001;M;783
2021/2022;Siena;5201;F;1493
2021/2022;Siena;5201;M;844
2021/2022;Siena Stranieri;5202;F;269
2021/2022;Siena Stranieri;5202;M;72
2021/2022;Teramo;6701;F;487
2021/2022;Teramo;6701;M;400
2021/2022;Torino;101;F;7547
2021/2022;Torino;101;M;4703
2021/2022;Torino Politecnico;102;F;1663
2021/2022;Torino Politecnico;102;M;3697
2021/2022;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;10
2021/2022;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;5
2021/2022;Trento;2201;F;1470
2021/2022;Trento;2201;M;1481
2021/2022;Trieste;3201;F;1672
2021/2022;Trieste;3201;M;1282
2021/2022;Tuscia;5601;F;776
2021/2022;Tuscia;5601;M;681
2021/2022;Udine;3001;F;1405
2021/2022;Udine;3001;M;1291
2021/2022;Urbino;4101;F;1760
2021/2022;Urbino;4101;M;997
2021/2022;Venezia Iuav;2702;F;411
2021/2022;Venezia Iuav;2702;M;272
2021/2022;Verona;2301;F;3221
2021/2022;Verona;2301;M;1729
2020/2021;Aosta;701;F;167
2020/2021;Aosta;701;M;77
2020/2021;Bari;7201;F;4396
2020/2021;Bari;7201;M;3310
2020/2021;Bari Politecnico;7202;F;547
2020/2021;Bari Politecnico;7202;M;1341
2020/2021;Basilicata;7601;F;522
2020/2021;Basilicata;7601;M;439
2020/2021;Benevento Giustino Fortunato - telematica;6202;F;105
2020/2021;Benevento Giustino Fortunato - telematica;6202;M;96
2020/2021;Bergamo;1601;F;2150
2020/2021;Bergamo;1601;M;1375
2020/2021;Bologna;3701;F;8153
2020/2021;Bologna;3701;M;6279
2020/2021;Bolzano;2101;F;468
2020/2021;Bolzano;2101;M;203
2020/2021;Bra Scienze Gastronomiche;401;F;47
2020/2021;Bra Scienze Gastronomiche;401;M;41
2020/2021;Brescia;1701;F;1489
2020/2021;Brescia;1701;M;1745
2020/2021;Ca' Foscari Venezia;2701;F;2315
2020/2021;Ca' Foscari Venezia;2701;M;1367
2020/2021;Cagliari;9201;F;2511
2020/2021;Cagliari;9201;M;1857
2020/2021;Calabria;7801;F;2309
2020/2021;Calabria;7801;M;1807
2020/2021;Camerino;4302;F;622
2020/2021;Camerino;4302;M;815
2020/2021;Casamassima – LUM G. Degennaro;7203;F;81
2020/2021;Casamassima – LUM G. Degennaro;7203;M;141
2020/2021;Cassino;6001;F;666
2020/2021;Cassino;6001;M;578
2020/2021;Castellanza LIUC;1201;F;132
2020/2021;Castellanza LIUC;1201;M;308
2020/2021;Catania;8701;F;4278
2020/2021;Catania;8701;M;3030
2020/2021;Catanzaro;7901;F;960
2020/2021;Catanzaro;7901;M;715
2020/2021;Chieti e Pescara;6901;F;2489
2020/2021;Chieti e Pescara;6901;M;1386
2020/2021;Enna KORE;8601;F;564
2020/2021;Enna KORE;8601;M;320
2020/2021;Ferrara;3801;F;4576
2020/2021;Ferrara;3801;M;2724
2020/2021;Firenze;4801;F;5751
2020/2021;Firenze;4801;M;4285
2020/2021;Firenze IUL - telematica;4804;F;148
2020/2021;Firenze IUL - telematica;4804;M;75
2020/2021;Foggia;7101;F;1633
2020/2021;Foggia;7101;M;1013
2020/2021;Genova;1001;F;4089
2020/2021;Genova;1001;M;3178
2020/2021;Insubria;1202;F;1633
2020/2021;Insubria;1202;M;1460
2020/2021;L'Aquila;6601;F;1164
2020/2021;L'Aquila;6601;M;1101
2020/2021;Macerata;4301;F;1199
2020/2021;Macerata;4301;M;434
2020/2021;Marche;4201;F;1235
2020/2021;Marche;4201;M;1562
2020/2021;Messina;8301;F;2839
2020/2021;Messina;8301;M;2030
2020/2021;Milano;1501;F;7367
2020/2021;Milano;1501;M;4582
2020/2021;Milano Bicocca;1509;F;3750
2020/2021;Milano Bicocca;1509;M;2271
2020/2021;Milano Bocconi;1503;F;1167
2020/2021;Milano Bocconi;1503;M;1641
2020/2021;Milano Cattolica;1504;F;5455
2020/2021;Milano Cattolica;1504;M;2714
2020/2021;Milano IULM;1505;F;1345
2020/2021;Milano IULM;1505;M;433
2020/2021;Milano Politecnico;1502;F;2596
2020/2021;Milano Politecnico;1502;M;5161
2020/2021;Milano San Raffaele;1508;F;309
2020/2021;Milano San Raffaele;1508;M;176
2020/2021;Modena e Reggio Emilia;3601;F;2728
2020/2021;Modena e Reggio Emilia;3601;M;2635
2020/2021;Molise;7001;F;588
2020/2021;Molise;7001;M;480
2020/2021;Napoli Benincasa;6304;F;1221
2020/2021;Napoli Benincasa;6304;M;232
2020/2021;Napoli Federico II;6301;F;7922
2020/2021;Napoli Federico II;6301;M;6435
2020/2021;Napoli L'Orientale;6303;F;1621
2020/2021;Napoli L'Orientale;6303;M;433
2020/2021;Napoli Parthenope;6302;F;909
2020/2021;Napoli Parthenope;6302;M;1421
2020/2021;Napoli Pegaso - telematica;6307;F;1912
2020/2021;Napoli Pegaso - telematica;6307;M;4679
2020/2021;Napoli Vanvitelli;6306;F;2036
2020/2021;Napoli Vanvitelli;6306;M;1423
2020/2021;Novedrate e-Campus - telematica;1301;F;2662
2020/2021;Novedrate e-Campus - telematica;1301;M;2631
2020/2021;Padova;2801;F;6518
2020/2021;Padova;2801;M;5785
2020/2021;Palermo;8201;F;4805
2020/2021;Palermo;8201;M;3739
2020/2021;Parma;3401;F;3321
2020/2021;Parma;3401;M;2369
2020/2021;Pavia;1801;F;2529
2020/2021;Pavia;1801;M;2126
2020/2021;Perugia;5401;F;3687
2020/2021;Perugia;5401;M;2474
2020/2021;Perugia Stranieri;5403;F;111
2020/2021;Perugia Stranieri;5403;M;69
2020/2021;Piemonte Orientale;201;F;2077
2020/2021;Piemonte Orientale;201;M;1413
2020/2021;Pisa;5001;F;3781
2020/2021;Pisa;5001;M;3556
2020/2021;Reggio Calabria;8001;F;442
2020/2021;Reggio Calabria;8001;M;362
2020/2021;Reggio Calabria - Dante Alighieri;8003;F;33
2020/2021;Reggio Calabria - Dante Alighieri;8003;M;6
2020/2021;Roma  Mercatorum - telematica;5814;F;2134
2020/2021;Roma  Mercatorum - telematica;5814;M;2984
2020/2021;Roma Biomedico;5808;F;233
2020/2021;Roma Biomedico;5808;M;169
2020/2021;Roma Europea;5812;F;223
2020/2021;Roma Europea;5812;M;102
2020/2021;Roma Foro Italico;5806;F;108
2020/2021;Roma Foro Italico;5806;M;344
2020/2021;Roma La Sapienza;5801;F;10753
2020/2021;Roma La Sapienza;5801;M;7596
2020/2021;Roma Link Campus;5817;F;27
2020/2021;Roma Link Campus;5817;M;70
2020/2021;Roma Luiss;5805;F;864
2020/2021;Roma Luiss;5805;M;990
2020/2021;Roma LUMSA;5803;F;752
2020/2021;Roma LUMSA;5803;M;356
2020/2021;Roma Marconi - telematica;5810;F;467
2020/2021;Roma Marconi - telematica;5810;M;355
2020/2021;Roma Saint Camillus;5818;F;293
2020/2021;Roma Saint Camillus;5818;M;186
2020/2021;Roma San Raffaele - telematica;5816;F;356
2020/2021;Roma San Raffaele - telematica;5816;M;496
2020/2021;Roma Tor Vergata;5802;F;2684
2020/2021;Roma Tor Vergata;5802;M;2522
2020/2021;Roma Tre;5807;F;3747
2020/2021;Roma Tre;5807;M;2879
2020/2021;Roma UNICUSANO - telematica;5815;F;1073
2020/2021;Roma UNICUSANO - telematica;5815;M;1473
2020/2021;Roma UNINETTUNO - telematica;5813;F;898
2020/2021;Roma UNINETTUNO - telematica;5813;M;872
2020/2021;Roma UNINT;5809;F;119
2020/2021;Roma UNINT;5809;M;37
2020/2021;Roma UNITELMA - telematica;5811;F;195
2020/2021;Roma UNITELMA - telematica;5811;M;187
2020/2021;Rozzano (MI) Humanitas University;1510;F;215
2020/2021;Rozzano (MI) Humanitas University;1510;M;135
2020/2021;Salento;7501;F;2318
2020/2021;Salento;7501;M;1595
2020/2021;Salerno;6501;F;3124
2020/2021;Salerno;6501;M;2695
2020/2021;Sannio;6201;F;418
2020/2021;Sannio;6201;M;410
2020/2021;Sassari;9001;F;1423
2020/2021;Sassari;9001;M;946
2020/2021;Siena;5201;F;1596
2020/2021;Siena;5201;M;942
2020/2021;Siena Stranieri;5202;F;366
2020/2021;Siena Stranieri;5202;M;75
2020/2021;Teramo;6701;F;534
2020/2021;Teramo;6701;M;416
2020/2021;Torino;101;F;8741
2020/2021;Torino;101;M;5765
2020/2021;Torino Politecnico;102;F;1575
2020/2021;Torino Politecnico;102;M;3521
2020/2021;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;3
2020/2021;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;2
2020/2021;Trento;2201;F;1531
2020/2021;Trento;2201;M;1469
2020/2021;Trieste;3201;F;1676
2020/2021;Trieste;3201;M;1280
2020/2021;Tuscia;5601;F;839
2020/2021;Tuscia;5601;M;797
2020/2021;Udine;3001;F;1639
2020/2021;Udine;3001;M;1482
2020/2021;Urbino;4101;F;1827
2020/2021;Urbino;4101;M;1064
2020/2021;Venezia Iuav;2702;F;415
2020/2021;Venezia Iuav;2702;M;281
2020/2021;Verona;2301;F;3094
2020/2021;Verona;2301;M;1612
2019/2020;Aosta;701;F;157
2019/2020;Aosta;701;M;69
2019/2020;Bari;7201;F;4451
2019/2020;Bari;7201;M;2996
2019/2020;Bari Politecnico;7202;F;647
2019/2020;Bari Politecnico;7202;M;1309
2019/2020;Basilicata;7601;F;482
2019/2020;Basilicata;7601;M;482
2019/2020;Benevento Giustino Fortunato - telematica;6202;F;53
2019/2020;Benevento Giustino Fortunato - telematica;6202;M;44
2019/2020;Bergamo;1601;F;3418
2019/2020;Bergamo;1601;M;1985
2019/2020;Bologna;3701;F;7996
2019/2020;Bologna;3701;M;6299
2019/2020;Bolzano;2101;F;514
2019/2020;Bolzano;2101;M;225
2019/2020;Bra Scienze Gastronomiche;401;F;53
2019/2020;Bra Scienze Gastronomiche;401;M;39
2019/2020;Brescia;1701;F;1452
2019/2020;Brescia;1701;M;1796
2019/2020;Ca' Foscari Venezia;2701;F;2478
2019/2020;Ca' Foscari Venezia;2701;M;1399
2019/2020;Cagliari;9201;F;2405
2019/2020;Cagliari;9201;M;1824
2019/2020;Calabria;7801;F;2136
2019/2020;Calabria;7801;M;1695
2019/2020;Camerino;4302;F;526
2019/2020;Camerino;4302;M;563
2019/2020;Casamassima – LUM G. Degennaro;7203;F;107
2019/2020;Casamassima – LUM G. Degennaro;7203;M;150
2019/2020;Cassino;6001;F;618
2019/2020;Cassino;6001;M;619
2019/2020;Castellanza LIUC;1201;F;130
2019/2020;Castellanza LIUC;1201;M;260
2019/2020;Catania;8701;F;3316
2019/2020;Catania;8701;M;2706
2019/2020;Catanzaro;7901;F;963
2019/2020;Catanzaro;7901;M;651
2019/2020;Chieti e Pescara;6901;F;2501
2019/2020;Chieti e Pescara;6901;M;1353
2019/2020;Enna KORE;8601;F;555
2019/2020;Enna KORE;8601;M;317
2019/2020;Ferrara;3801;F;4206
2019/2020;Ferrara;3801;M;2547
2019/2020;Firenze;4801;F;5049
2019/2020;Firenze;4801;M;3848
2019/2020;Firenze IUL - telematica;4804;F;46
2019/2020;Firenze IUL - telematica;4804;M;23
2019/2020;Foggia;7101;F;1165
2019/2020;Foggia;7101;M;809
2019/2020;Genova;1001;F;3215
2019/2020;Genova;1001;M;2605
2019/2020;Insubria;1202;F;1635
2019/2020;Insubria;1202;M;1477
2019/2020;L'Aquila;6601;F;982
2019/2020;L'Aquila;6601;M;1042
2019/2020;Macerata;4301;F;1240
2019/2020;Macerata;4301;M;442
2019/2020;Marche;4201;F;1312
2019/2020;Marche;4201;M;1610
2019/2020;Messina;8301;F;2408
2019/2020;Messina;8301;M;1565
2019/2020;Milano;1501;F;7602
2019/2020;Milano;1501;M;4890
2019/2020;Milano Bicocca;1509;F;3121
2019/2020;Milano Bicocca;1509;M;2187
2019/2020;Milano Bocconi;1503;F;1073
2019/2020;Milano Bocconi;1503;M;1687
2019/2020;Milano Cattolica;1504;F;5492
2019/2020;Milano Cattolica;1504;M;2702
2019/2020;Milano IULM;1505;F;1264
2019/2020;Milano IULM;1505;M;426
2019/2020;Milano Politecnico;1502;F;2553
2019/2020;Milano Politecnico;1502;M;5139
2019/2020;Milano San Raffaele;1508;F;292
2019/2020;Milano San Raffaele;1508;M;189
2019/2020;Modena e Reggio Emilia;3601;F;2995
2019/2020;Modena e Reggio Emilia;3601;M;2788
2019/2020;Molise;7001;F;618
2019/2020;Molise;7001;M;490
2019/2020;Napoli Benincasa;6304;F;1250
2019/2020;Napoli Benincasa;6304;M;221
2019/2020;Napoli Federico II;6301;F;7550
2019/2020;Napoli Federico II;6301;M;6435
2019/2020;Napoli L'Orientale;6303;F;1706
2019/2020;Napoli L'Orientale;6303;M;451
2019/2020;Napoli Parthenope;6302;F;803
2019/2020;Napoli Parthenope;6302;M;1144
2019/2020;Napoli Pegaso - telematica;6307;F;1459
2019/2020;Napoli Pegaso - telematica;6307;M;3846
2019/2020;Napoli Vanvitelli;6306;F;1873
2019/2020;Napoli Vanvitelli;6306;M;1421
2019/2020;Novedrate e-Campus - telematica;1301;F;1555
2019/2020;Novedrate e-Campus - telematica;1301;M;1675
2019/2020;Padova;2801;F;5884
2019/2020;Padova;2801;M;5423
2019/2020;Palermo;8201;F;4675
2019/2020;Palermo;8201;M;3479
2019/2020;Parma;3401;F;3107
2019/2020;Parma;3401;M;2253
2019/2020;Pavia;1801;F;2374
2019/2020;Pavia;1801;M;2005
2019/2020;Perugia;5401;F;2593
2019/2020;Perugia;5401;M;1822
2019/2020;Perugia Stranieri;5403;F;87
2019/2020;Perugia Stranieri;5403;M;60
2019/2020;Piemonte Orientale;201;F;2159
2019/2020;Piemonte Orientale;201;M;1349
2019/2020;Pisa;5001;F;3634
2019/2020;Pisa;5001;M;3572
2019/2020;Reggio Calabria;8001;F;315
2019/2020;Reggio Calabria;8001;M;342
2019/2020;Reggio Calabria - Dante Alighieri;8003;F;62
2019/2020;Reggio Calabria - Dante Alighieri;8003;M;22
2019/2020;Roma  Mercatorum - telematica;5814;F;613
2019/2020;Roma  Mercatorum - telematica;5814;M;1183
2019/2020;Roma Biomedico;5808;F;258
2019/2020;Roma Biomedico;5808;M;158
2019/2020;Roma Europea;5812;F;203
2019/2020;Roma Europea;5812;M;86
2019/2020;Roma Foro Italico;5806;F;87
2019/2020;Roma Foro Italico;5806;M;275
2019/2020;Roma La Sapienza;5801;F;9924
2019/2020;Roma La Sapienza;5801;M;7168
2019/2020;Roma Link Campus;5817;F;30
2019/2020;Roma Link Campus;5817;M;78
2019/2020;Roma Luiss;5805;F;802
2019/2020;Roma Luiss;5805;M;865
2019/2020;Roma LUMSA;5803;F;710
2019/2020;Roma LUMSA;5803;M;347
2019/2020;Roma Marconi - telematica;5810;F;377
2019/2020;Roma Marconi - telematica;5810;M;375
2019/2020;Roma Saint Camillus;5818;F;183
2019/2020;Roma Saint Camillus;5818;M;94
2019/2020;Roma San Raffaele - telematica;5816;F;275
2019/2020;Roma San Raffaele - telematica;5816;M;456
2019/2020;Roma Tor Vergata;5802;F;2513
2019/2020;Roma Tor Vergata;5802;M;2364
2019/2020;Roma Tre;5807;F;2910
2019/2020;Roma Tre;5807;M;2132
2019/2020;Roma UNICUSANO - telematica;5815;F;1009
2019/2020;Roma UNICUSANO - telematica;5815;M;1580
2019/2020;Roma UNINETTUNO - telematica;5813;F;611
2019/2020;Roma UNINETTUNO - telematica;5813;M;828
2019/2020;Roma UNINT;5809;F;114
2019/2020;Roma UNINT;5809;M;32
2019/2020;Roma UNITELMA - telematica;5811;F;174
2019/2020;Roma UNITELMA - telematica;5811;M;188
2019/2020;Rozzano (MI) Humanitas University;1510;F;188
2019/2020;Rozzano (MI) Humanitas University;1510;M;113
2019/2020;Salento;7501;F;2154
2019/2020;Salento;7501;M;1445
2019/2020;Salerno;6501;F;3167
2019/2020;Salerno;6501;M;2851
2019/2020;Sannio;6201;F;389
2019/2020;Sannio;6201;M;410
2019/2020;Sassari;9001;F;1345
2019/2020;Sassari;9001;M;924
2019/2020;Siena;5201;F;1532
2019/2020;Siena;5201;M;947
2019/2020;Siena Stranieri;5202;F;411
2019/2020;Siena Stranieri;5202;M;86
2019/2020;Teramo;6701;F;544
2019/2020;Teramo;6701;M;400
2019/2020;Torino;101;F;8299
2019/2020;Torino;101;M;5344
2019/2020;Torino Politecnico;102;F;1497
2019/2020;Torino Politecnico;102;M;3611
2019/2020;Trento;2201;F;1576
2019/2020;Trento;2201;M;1504
2019/2020;Trieste;3201;F;1674
2019/2020;Trieste;3201;M;1053
2019/2020;Tuscia;5601;F;643
2019/2020;Tuscia;5601;M;657
2019/2020;Udine;3001;F;1590
2019/2020;Udine;3001;M;1510
2019/2020;Urbino;4101;F;1769
2019/2020;Urbino;4101;M;1154
2019/2020;Venezia Iuav;2702;F;385
2019/2020;Venezia Iuav;2702;M;260
2019/2020;Verona;2301;F;2563
2019/2020;Verona;2301;M;1359
2018/2019;Aosta;701;F;153
2018/2019;Aosta;701;M;67
2018/2019;Bari;7201;F;4330
2018/2019;Bari;7201;M;2971
2018/2019;Bari Politecnico;7202;F;540
2018/2019;Bari Politecnico;7202;M;1336
2018/2019;Basilicata;7601;F;479
2018/2019;Basilicata;7601;M;445
2018/2019;Benevento Giustino Fortunato - telematica;6202;F;38
2018/2019;Benevento Giustino Fortunato - telematica;6202;M;55
2018/2019;Bergamo;1601;F;2657
2018/2019;Bergamo;1601;M;1623
2018/2019;Bologna;3701;F;7679
2018/2019;Bologna;3701;M;6018
2018/2019;Bolzano;2101;F;460
2018/2019;Bolzano;2101;M;177
2018/2019;Bra Scienze Gastronomiche;401;F;35
2018/2019;Bra Scienze Gastronomiche;401;M;43
2018/2019;Brescia;1701;F;1225
2018/2019;Brescia;1701;M;1559
2018/2019;Ca' Foscari Venezia;2701;F;2755
2018/2019;Ca' Foscari Venezia;2701;M;1434
2018/2019;Cagliari;9201;F;2128
2018/2019;Cagliari;9201;M;1778
2018/2019;Calabria;7801;F;2265
2018/2019;Calabria;7801;M;1786
2018/2019;Camerino;4302;F;629
2018/2019;Camerino;4302;M;647
2018/2019;Casamassima – LUM G. Degennaro;7203;F;81
2018/2019;Casamassima – LUM G. Degennaro;7203;M;145
2018/2019;Cassino;6001;F;660
2018/2019;Cassino;6001;M;635
2018/2019;Castellanza LIUC;1201;F;142
2018/2019;Castellanza LIUC;1201;M;256
2018/2019;Catania;8701;F;3244
2018/2019;Catania;8701;M;2785
2018/2019;Catanzaro;7901;F;1037
2018/2019;Catanzaro;7901;M;694
2018/2019;Chieti e Pescara;6901;F;2352
2018/2019;Chieti e Pescara;6901;M;1357
2018/2019;Enna KORE;8601;F;435
2018/2019;Enna KORE;8601;M;251
2018/2019;Ferrara;3801;F;4036
2018/2019;Ferrara;3801;M;2407
2018/2019;Firenze;4801;F;4636
2018/2019;Firenze;4801;M;3596
2018/2019;Firenze IUL - telematica;4804;F;26
2018/2019;Firenze IUL - telematica;4804;M;8
2018/2019;Foggia;7101;F;1166
2018/2019;Foggia;7101;M;782
2018/2019;Genova;1001;F;3017
2018/2019;Genova;1001;M;2592
2018/2019;Insubria;1202;F;1671
2018/2019;Insubria;1202;M;1258
2018/2019;L'Aquila;6601;F;939
2018/2019;L'Aquila;6601;M;925
2018/2019;Macerata;4301;F;1305
2018/2019;Macerata;4301;M;433
2018/2019;Marche;4201;F;1211
2018/2019;Marche;4201;M;1599
2018/2019;Messina;8301;F;2266
2018/2019;Messina;8301;M;1392
2018/2019;Milano;1501;F;6298
2018/2019;Milano;1501;M;4323
2018/2019;Milano Bicocca;1509;F;3225
2018/2019;Milano Bicocca;1509;M;2161
2018/2019;Milano Bocconi;1503;F;1072
2018/2019;Milano Bocconi;1503;M;1665
2018/2019;Milano Cattolica;1504;F;5108
2018/2019;Milano Cattolica;1504;M;2653
2018/2019;Milano IULM;1505;F;1179
2018/2019;Milano IULM;1505;M;440
2018/2019;Milano Politecnico;1502;F;2547
2018/2019;Milano Politecnico;1502;M;5258
2018/2019;Milano San Raffaele;1508;F;284
2018/2019;Milano San Raffaele;1508;M;190
2018/2019;Modena e Reggio Emilia;3601;F;2742
2018/2019;Modena e Reggio Emilia;3601;M;2466
2018/2019;Molise;7001;F;573
2018/2019;Molise;7001;M;499
2018/2019;Napoli Benincasa;6304;F;1062
2018/2019;Napoli Benincasa;6304;M;194
2018/2019;Napoli Federico II;6301;F;7374
2018/2019;Napoli Federico II;6301;M;6246
2018/2019;Napoli L'Orientale;6303;F;1835
2018/2019;Napoli L'Orientale;6303;M;444
2018/2019;Napoli Parthenope;6302;F;716
2018/2019;Napoli Parthenope;6302;M;1077
2018/2019;Napoli Pegaso - telematica;6307;F;2311
2018/2019;Napoli Pegaso - telematica;6307;M;3498
2018/2019;Napoli Vanvitelli;6306;F;1898
2018/2019;Napoli Vanvitelli;6306;M;1461
2018/2019;Novedrate e-Campus - telematica;1301;F;1153
2018/2019;Novedrate e-Campus - telematica;1301;M;1251
2018/2019;Padova;2801;F;5553
2018/2019;Padova;2801;M;5153
2018/2019;Palermo;8201;F;4032
2018/2019;Palermo;8201;M;3122
2018/2019;Parma;3401;F;2969
2018/2019;Parma;3401;M;2131
2018/2019;Pavia;1801;F;2693
2018/2019;Pavia;1801;M;2177
2018/2019;Perugia;5401;F;2460
2018/2019;Perugia;5401;M;1959
2018/2019;Perugia Stranieri;5403;F;116
2018/2019;Perugia Stranieri;5403;M;76
2018/2019;Piemonte Orientale;201;F;2036
2018/2019;Piemonte Orientale;201;M;1233
2018/2019;Pisa;5001;F;3633
2018/2019;Pisa;5001;M;3496
2018/2019;Reggio Calabria;8001;F;298
2018/2019;Reggio Calabria;8001;M;333
2018/2019;Reggio Calabria - Dante Alighieri;8003;F;78
2018/2019;Reggio Calabria - Dante Alighieri;8003;M;23
2018/2019;Roma Biomedico;5808;F;204
2018/2019;Roma Biomedico;5808;M;131
2018/2019;Roma Europea;5812;F;158
2018/2019;Roma Europea;5812;M;69
2018/2019;Roma Foro Italico;5806;F;89
2018/2019;Roma Foro Italico;5806;M;260
2018/2019;Roma La Sapienza;5801;F;9714
2018/2019;Roma La Sapienza;5801;M;7016
2018/2019;Roma Link Campus;5817;F;48
2018/2019;Roma Link Campus;5817;M;145
2018/2019;Roma Luiss;5805;F;784
2018/2019;Roma Luiss;5805;M;911
2018/2019;Roma LUMSA;5803;F;638
2018/2019;Roma LUMSA;5803;M;289
2018/2019;Roma Marconi - telematica;5810;F;441
2018/2019;Roma Marconi - telematica;5810;M;386
2018/2019;Roma Saint Camillus;5818;F;63
2018/2019;Roma Saint Camillus;5818;M;37
2018/2019;Roma San Raffaele - telematica;5816;F;218
2018/2019;Roma San Raffaele - telematica;5816;M;395
2018/2019;Roma Tor Vergata;5802;F;2347
2018/2019;Roma Tor Vergata;5802;M;2283
2018/2019;Roma Tre;5807;F;2729
2018/2019;Roma Tre;5807;M;2086
2018/2019;Roma UNICUSANO - telematica;5815;F;636
2018/2019;Roma UNICUSANO - telematica;5815;M;1479
2018/2019;Roma UNINETTUNO - telematica;5813;F;492
2018/2019;Roma UNINETTUNO - telematica;5813;M;654
2018/2019;Roma UNINT;5809;F;127
2018/2019;Roma UNINT;5809;M;32
2018/2019;Roma UNITELMA - telematica;5811;F;93
2018/2019;Roma UNITELMA - telematica;5811;M;104
2018/2019;Rozzano (MI) Humanitas University;1510;F;161
2018/2019;Rozzano (MI) Humanitas University;1510;M;58
2018/2019;Salento;7501;F;1962
2018/2019;Salento;7501;M;1396
2018/2019;Salerno;6501;F;3146
2018/2019;Salerno;6501;M;2808
2018/2019;Sannio;6201;F;410
2018/2019;Sannio;6201;M;415
2018/2019;Sassari;9001;F;1293
2018/2019;Sassari;9001;M;869
2018/2019;Siena;5201;F;1506
2018/2019;Siena;5201;M;947
2018/2019;Siena Stranieri;5202;F;456
2018/2019;Siena Stranieri;5202;M;82
2018/2019;Teramo;6701;F;480
2018/2019;Teramo;6701;M;446
2018/2019;Torino;101;F;7994
2018/2019;Torino;101;M;4947
2018/2019;Torino Politecnico;102;F;1464
2018/2019;Torino Politecnico;102;M;3556
2018/2019;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;1
2018/2019;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;1
2018/2019;Trento;2201;F;1447
2018/2019;Trento;2201;M;1490
2018/2019;Trieste;3201;F;1640
2018/2019;Trieste;3201;M;1082
2018/2019;Tuscia;5601;F;591
2018/2019;Tuscia;5601;M;579
2018/2019;Udine;3001;F;1572
2018/2019;Udine;3001;M;1447
