ANNO;CODICE_ATENEO;NOME_ATENEO;REGIONE;AREA_GEO;Cod_qualifica;Desc_qualifica;GENERE;Età_MEDIA
2024;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 79/2022;F;38
2024;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 79/2022;M;39
2024;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;F;56
2024;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;M;57
2024;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;4AR;Titolare di assegno di ricerca;F;33
2024;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;4AR;Titolare di assegno di ricerca;M;34
2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;1PO;Prof. I fascia (ordinario);F;59
2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;1PO;Prof. I fascia (ordinario);M;59
2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;2PA;Prof. II fascia (associato);F;54
2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;2PA;Prof. II fascia (associato);M;54
2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 79/2022;M;39
2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;38
2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;37
2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;43
2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;43
2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 79/2022;F;40
2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;F;59
2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;M;61
2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;4AR;Titolare di assegno di ricerca;F;33
2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;4AR;Titolare di assegno di ricerca;M;33
2024;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;1PO;Prof. I fascia (ordinario);F;59
2024;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;1PO;Prof. I fascia (ordinario);M;59
2024;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;2PA;Prof. II fascia (associato);F;54
2024;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;2PA;Prof. II fascia (associato);M;53
2024;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;43
2024;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 79/2022;M;38
2024;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;42
2024;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;39
2024;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 79/2022;F;41
2024;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;39
2024;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;F;57
2024;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;M;57
2024;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;4AR;Titolare di assegno di ricerca;F;34
2024;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;4AR;Titolare di assegno di ricerca;M;35
2024;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Lazio;CENTRO;1PO;Prof. I fascia (ordinario);F;59
2024;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Lazio;CENTRO;1PO;Prof. I fascia (ordinario);M;56
2024;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Lazio;CENTRO;2PA;Prof. II fascia (associato);M;51
2024;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Lazio;CENTRO;2PA;Prof. II fascia (associato);F;50
2024;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;38
2024;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;38
2024;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;M;57
2024;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Lazio;CENTRO;4AR;Titolare di assegno di ricerca;F;36
2024;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Lazio;CENTRO;4AR;Titolare di assegno di ricerca;M;38
2024;05805;Roma - LUISS Libera Università internazionale degli studi sociali Guido Carli;Lazio;CENTRO;1PO;Prof. I fascia (ordinario);F;59
2024;05805;Roma - LUISS Libera Università internazionale degli studi sociali Guido Carli;Lazio;CENTRO;1PO;Prof. I fascia (ordinario);M;56
2024;05805;Roma - LUISS Libera Università internazionale degli studi sociali Guido Carli;Lazio;CENTRO;2PA;Prof. II fascia (associato);F;46
2024;05805;Roma - LUISS Libera Università internazionale degli studi sociali Guido Carli;Lazio;CENTRO;2PA;Prof. II fascia (associato);M;51
2024;05805;Roma - LUISS Libera Università internazionale degli studi sociali Guido Carli;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;39
2024;05805;Roma - LUISS Libera Università internazionale degli studi sociali Guido Carli;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 79/2022;M;35
2024;05805;Roma - LUISS Libera Università internazionale degli studi sociali Guido Carli;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 79/2022;F;36
2024;05805;Roma - LUISS Libera Università internazionale degli studi sociali Guido Carli;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;39
2024;05805;Roma - LUISS Libera Università internazionale degli studi sociali Guido Carli;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;32
2024;05805;Roma - LUISS Libera Università internazionale degli studi sociali Guido Carli;Lazio;CENTRO;4AR;Titolare di assegno di ricerca;F;32
2024;05805;Roma - LUISS Libera Università internazionale degli studi sociali Guido Carli;Lazio;CENTRO;4AR;Titolare di assegno di ricerca;M;32
2024;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;1PO;Prof. I fascia (ordinario);F;59
2024;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;1PO;Prof. I fascia (ordinario);M;61
2024;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;2PA;Prof. II fascia (associato);F;55
2024;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;2PA;Prof. II fascia (associato);M;55
2024;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;45
2024;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;38
2024;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;37
2024;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;39
2024;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;M;51
2024;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;F;53
2024;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;4AR;Titolare di assegno di ricerca;F;31
2024;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;4AR;Titolare di assegno di ricerca;M;32
2024;05807;Roma - III Università degli studi;Lazio;CENTRO;1PO;Prof. I fascia (ordinario);F;58
2024;05807;Roma - III Università degli studi;Lazio;CENTRO;1PO;Prof. I fascia (ordinario);M;58
2024;05807;Roma - III Università degli studi;Lazio;CENTRO;2PA;Prof. II fascia (associato);F;50
2024;05807;Roma - III Università degli studi;Lazio;CENTRO;2PA;Prof. II fascia (associato);M;51
2024;05807;Roma - III Università degli studi;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;38
2024;05807;Roma - III Università degli studi;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 79/2022;M;35
2024;05807;Roma - III Università degli studi;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 79/2022;F;38
2024;05807;Roma - III Università degli studi;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;37
2024;05807;Roma - III Università degli studi;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;42
2024;05807;Roma - III Università degli studi;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;42
2024;05807;Roma - III Università degli studi;Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;F;58
2024;05807;Roma - III Università degli studi;Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;M;55
2024;05807;Roma - III Università degli studi;Lazio;CENTRO;4AR;Titolare di assegno di ricerca;F;35
2024;05807;Roma - III Università degli studi;Lazio;CENTRO;4AR;Titolare di assegno di ricerca;M;35
2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;1PO;Prof. I fascia (ordinario);F;56
2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;1PO;Prof. I fascia (ordinario);M;57
2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;2PA;Prof. II fascia (associato);F;54
2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;2PA;Prof. II fascia (associato);M;50
2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;38
2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;48
2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;45
2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;40
2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;F;59
2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;M;58
2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;4AR;Titolare di assegno di ricerca;F;32
2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;4AR;Titolare di assegno di ricerca;M;35
2024;05809;Roma - Università degli Studi Internazionali – UNINT;Lazio;CENTRO;1PO;Prof. I fascia (ordinario);F;56
2024;05809;Roma - Università degli Studi Internazionali – UNINT;Lazio;CENTRO;1PO;Prof. I fascia (ordinario);M;60
2024;05809;Roma - Università degli Studi Internazionali – UNINT;Lazio;CENTRO;2PA;Prof. II fascia (associato);F;49
2024;05809;Roma - Università degli Studi Internazionali – UNINT;Lazio;CENTRO;2PA;Prof. II fascia (associato);M;52
2024;05809;Roma - Università degli Studi Internazionali – UNINT;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;36
2024;05809;Roma - Università degli Studi Internazionali – UNINT;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;55
2024;05809;Roma - Università degli Studi Internazionali – UNINT;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;59
2024;05809;Roma - Università degli Studi Internazionali – UNINT;Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;F;53
2024;05809;Roma - Università degli Studi Internazionali – UNINT;Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;M;60
2024;05809;Roma - Università degli Studi Internazionali – UNINT;Lazio;CENTRO;4AR;Titolare di assegno di ricerca;M;36
2024;05809;Roma - Università degli Studi Internazionali – UNINT;Lazio;CENTRO;4AR;Titolare di assegno di ricerca;F;33
2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;1PO;Prof. I fascia (ordinario);F;53
2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;1PO;Prof. I fascia (ordinario);M;53
2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;2PA;Prof. II fascia (associato);F;47
2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;2PA;Prof. II fascia (associato);M;50
2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;43
2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;42
2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;41
2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 79/2022;F;33
2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 79/2022;M;37
2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;M;60
2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;F;54
2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;4AR;Titolare di assegno di ricerca;F;35
2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";Lazio;CENTRO;1PO;Prof. I fascia (ordinario);F;52
2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";Lazio;CENTRO;1PO;Prof. I fascia (ordinario);M;52
2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";Lazio;CENTRO;2PA;Prof. II fascia (associato);F;44
2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";Lazio;CENTRO;2PA;Prof. II fascia (associato);M;52
2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;38
2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;37
2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 79/2022;F;38
2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 79/2022;M;32
2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;F;49
2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";Lazio;CENTRO;4AR;Titolare di assegno di ricerca;F;34
2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";Lazio;CENTRO;4AR;Titolare di assegno di ricerca;M;39
2024;05812;Roma - Università Europea;Lazio;CENTRO;1PO;Prof. I fascia (ordinario);M;52
2024;05812;Roma - Università Europea;Lazio;CENTRO;1PO;Prof. I fascia (ordinario);F;54
2024;05812;Roma - Università Europea;Lazio;CENTRO;2PA;Prof. II fascia (associato);F;54
2024;05812;Roma - Università Europea;Lazio;CENTRO;2PA;Prof. II fascia (associato);M;48
2024;05812;Roma - Università Europea;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;42
2024;05812;Roma - Università Europea;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;34
2024;05812;Roma - Università Europea;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 79/2022;F;38
2024;05812;Roma - Università Europea;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 79/2022;M;35
2024;05812;Roma - Università Europea;Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;M;53
2024;05812;Roma - Università Europea;Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;F;45
2024;05812;Roma - Università Europea;Lazio;CENTRO;4AR;Titolare di assegno di ricerca;M;34
2024;05812;Roma - Università Europea;Lazio;CENTRO;4AR;Titolare di assegno di ricerca;F;35
2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Lazio;CENTRO;1PO;Prof. I fascia (ordinario);M;62
2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Lazio;CENTRO;2PA;Prof. II fascia (associato);F;49
2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Lazio;CENTRO;2PA;Prof. II fascia (associato);M;51
2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;40
2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;40
2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;46
2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;53
2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;F;54
2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;M;61
2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Lazio;CENTRO;4AR;Titolare di assegno di ricerca;M;41
2024;05814;Roma - Universitas telematica Mercatorum;Lazio;CENTRO;1PO;Prof. I fascia (ordinario);F;50
2024;05814;Roma - Universitas telematica Mercatorum;Lazio;CENTRO;1PO;Prof. I fascia (ordinario);M;54
2024;05814;Roma - Universitas telematica Mercatorum;Lazio;CENTRO;2PA;Prof. II fascia (associato);F;46
2024;05814;Roma - Universitas telematica Mercatorum;Lazio;CENTRO;2PA;Prof. II fascia (associato);M;47
2024;05814;Roma - Universitas telematica Mercatorum;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 79/2022;F;40
2024;05814;Roma - Universitas telematica Mercatorum;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 79/2022;M;38
2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Lazio;CENTRO;1PO;Prof. I fascia (ordinario);F;50
2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Lazio;CENTRO;1PO;Prof. I fascia (ordinario);M;52
2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Lazio;CENTRO;2PA;Prof. II fascia (associato);F;48
2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Lazio;CENTRO;2PA;Prof. II fascia (associato);M;48
2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;43
2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;46
2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;43
2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;38
2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 79/2022;F;42
2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 79/2022;M;40
2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;F;49
2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;M;57
2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Lazio;CENTRO;4AR;Titolare di assegno di ricerca;M;39
2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Lazio;CENTRO;4AR;Titolare di assegno di ricerca;F;39
2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";Lazio;CENTRO;1PO;Prof. I fascia (ordinario);F;54
2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";Lazio;CENTRO;1PO;Prof. I fascia (ordinario);M;55
2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";Lazio;CENTRO;2PA;Prof. II fascia (associato);F;46
2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";Lazio;CENTRO;2PA;Prof. II fascia (associato);M;52
2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;47
2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;41
2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;45
2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 79/2022;F;39
2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 79/2022;M;36
2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";Lazio;CENTRO;4AR;Titolare di assegno di ricerca;F;29
2024;05817;Roma - Link Campus University;Lazio;CENTRO;1PO;Prof. I fascia (ordinario);F;54
2024;05817;Roma - Link Campus University;Lazio;CENTRO;1PO;Prof. I fascia (ordinario);M;51
2024;05817;Roma - Link Campus University;Lazio;CENTRO;2PA;Prof. II fascia (associato);F;47
2024;05817;Roma - Link Campus University;Lazio;CENTRO;2PA;Prof. II fascia (associato);M;47
2024;05817;Roma - Link Campus University;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;42
2024;05817;Roma - Link Campus University;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;42
2024;05817;Roma - Link Campus University;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 79/2022;F;38
2024;05817;Roma - Link Campus University;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 79/2022;M;38
2024;05817;Roma - Link Campus University;Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;F;53
2024;05817;Roma - Link Campus University;Lazio;CENTRO;4AR;Titolare di assegno di ricerca;F;36
2024;05817;Roma - Link Campus University;Lazio;CENTRO;4AR;Titolare di assegno di ricerca;M;36
2024;05818;Roma - Saint Camillus International;Lazio;CENTRO;1PO;Prof. I fascia (ordinario);F;61
2024;05818;Roma - Saint Camillus International;Lazio;CENTRO;1PO;Prof. I fascia (ordinario);M;67
2024;05818;Roma - Saint Camillus International;Lazio;CENTRO;2PA;Prof. II fascia (associato);M;46
2024;05818;Roma - Saint Camillus International;Lazio;CENTRO;2PA;Prof. II fascia (associato);F;46
2024;05818;Roma - Saint Camillus International;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;38
2024;05818;Roma - Saint Camillus International;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;34
2024;05818;Roma - Saint Camillus International;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;51
2024;05818;Roma - Saint Camillus International;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;45
2024;05818;Roma - Saint Camillus International;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 79/2022;F;40
2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;Lazio;CENTRO;1PO;Prof. I fascia (ordinario);F;49
2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;Lazio;CENTRO;1PO;Prof. I fascia (ordinario);M;44
2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;Lazio;CENTRO;2PA;Prof. II fascia (associato);M;49
2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;39
2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;51
2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;1PO;Prof. I fascia (ordinario);F;61
2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;1PO;Prof. I fascia (ordinario);M;59
2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;2PA;Prof. II fascia (associato);F;53
2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;2PA;Prof. II fascia (associato);M;52
2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 79/2022;F;45
2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 79/2022;M;37
2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;42
2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;42
2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;36
2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;34
2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;3RU;Ricercatore a tempo indeterminato;M;57
