ANNO_SOLARE;CODICE_REGIONE;NOME_REGIONE;CODICE_ENTE;NOME_ENTE;CODICE_ISTITUTO;NOME_ISTITUTO;TIPO_ISTITUTO;CODICE_SPESA;DESCRIZIONE_SPESA;SPESA_LAUREA;SPESA_DOTTORATO;SPESA_SPECIALIZZAZIONE
2024;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;7;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati;0;0;0
2024;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;8;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a borsisti (non beneficiari di alloggio);0;0;0
2024;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;9;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a idonei non borsisti (non beneficiari di alloggio);0;0;0
2024;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;10;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a studenti non idonei alla borsa;0;0;0
2024;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;11;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;0;0
2024;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;12;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;948815,7;0;0
2024;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;13;Altri interventi di tipo finanziario - Spesa per contributi straordinari;184320;0;0
2024;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;14;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;981912;5154;0
2024;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;1;Borse di studio - Spesa per borse concesse;6072821,7;0;0
2024;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;2;Borse di studio - Spesa per borse concesse - di cui FSE e altri fondi europei (PON, PNRR);1122735;0;0
2024;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;3;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;0;0
2024;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;4;Mobilità internazionale - Spesa per contributi concessi;499546;0;0
2024;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;5;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;0;0
2024;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;6;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazioni a tempo parziale;0;0;0
2024;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;7;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati;0;0;0
2024;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;8;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a borsisti (non beneficiari di alloggio);0;0;0
2024;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;9;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a idonei non borsisti (non beneficiari di alloggio);0;0;0
2024;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;10;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a studenti non idonei alla borsa;0;0;0
2024;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;11;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;0;0
2024;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;12;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;0;0
2024;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;13;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;0;0
2024;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;14;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;0;0
2024;03;Lombardia;0305;SIS - Università degli studi di Bergamo;01601;Università degli Studi di Bergamo;Ateneo;1;Borse di studio - Spesa per borse concesse;8343713,81;2051;0
2024;03;Lombardia;0305;SIS - Università degli studi di Bergamo;01601;Università degli Studi di Bergamo;Ateneo;2;Borse di studio - Spesa per borse concesse - di cui FSE e altri fondi europei (PON, PNRR);1194683,13;0;0
2024;03;Lombardia;0305;SIS - Università degli studi di Bergamo;01601;Università degli Studi di Bergamo;Ateneo;3;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;0;0
2024;03;Lombardia;0305;SIS - Università degli studi di Bergamo;01601;Università degli Studi di Bergamo;Ateneo;4;Mobilità internazionale - Spesa per contributi concessi;46361,48;0;0
2024;03;Lombardia;0305;SIS - Università degli studi di Bergamo;01601;Università degli Studi di Bergamo;Ateneo;5;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;4193,2;0;0
2024;03;Lombardia;0305;SIS - Università degli studi di Bergamo;01601;Università degli Studi di Bergamo;Ateneo;6;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazioni a tempo parziale;80547,5;0;0
2024;03;Lombardia;0305;SIS - Università degli studi di Bergamo;01601;Università degli Studi di Bergamo;Ateneo;7;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati;0;0;0
2024;03;Lombardia;0305;SIS - Università degli studi di Bergamo;01601;Università degli Studi di Bergamo;Ateneo;8;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a borsisti (non beneficiari di alloggio);0;0;0
2024;03;Lombardia;0305;SIS - Università degli studi di Bergamo;01601;Università degli Studi di Bergamo;Ateneo;9;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a idonei non borsisti (non beneficiari di alloggio);0;0;0
2024;03;Lombardia;0305;SIS - Università degli studi di Bergamo;01601;Università degli Studi di Bergamo;Ateneo;10;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a studenti non idonei alla borsa;0;0;0
2024;03;Lombardia;0305;SIS - Università degli studi di Bergamo;01601;Università degli Studi di Bergamo;Ateneo;11;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;433692,65;0;0
2024;03;Lombardia;0305;SIS - Università degli studi di Bergamo;01601;Università degli Studi di Bergamo;Ateneo;12;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;543061,07;0;0
2024;03;Lombardia;0305;SIS - Università degli studi di Bergamo;01601;Università degli Studi di Bergamo;Ateneo;13;Altri interventi di tipo finanziario - Spesa per contributi straordinari;6080;0;0
2024;03;Lombardia;0305;SIS - Università degli studi di Bergamo;01601;Università degli Studi di Bergamo;Ateneo;14;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;0;0
2024;03;Lombardia;0306;CEDISU  - Università degli studi di Brescia;01701;Università degli Studi di Brescia;Ateneo;1;Borse di studio - Spesa per borse concesse;4987023,02;0;18984
2024;03;Lombardia;0306;CEDISU  - Università degli studi di Brescia;01701;Università degli Studi di Brescia;Ateneo;2;Borse di studio - Spesa per borse concesse - di cui FSE e altri fondi europei (PON, PNRR);928704,33;0;7782
2024;03;Lombardia;0306;CEDISU  - Università degli studi di Brescia;01701;Università degli Studi di Brescia;Ateneo;3;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;0;0
2024;03;Lombardia;0306;CEDISU  - Università degli studi di Brescia;01701;Università degli Studi di Brescia;Ateneo;4;Mobilità internazionale - Spesa per contributi concessi;0;0;0
2024;03;Lombardia;0306;CEDISU  - Università degli studi di Brescia;01701;Università degli Studi di Brescia;Ateneo;5;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;0;0
2024;03;Lombardia;0306;CEDISU  - Università degli studi di Brescia;01701;Università degli Studi di Brescia;Ateneo;6;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazioni a tempo parziale;0;0;0
2024;03;Lombardia;0306;CEDISU  - Università degli studi di Brescia;01701;Università degli Studi di Brescia;Ateneo;7;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati;0;0;0
2024;03;Lombardia;0306;CEDISU  - Università degli studi di Brescia;01701;Università degli Studi di Brescia;Ateneo;8;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a borsisti (non beneficiari di alloggio);0;0;0
2024;03;Lombardia;0306;CEDISU  - Università degli studi di Brescia;01701;Università degli Studi di Brescia;Ateneo;9;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a idonei non borsisti (non beneficiari di alloggio);0;0;0
2024;03;Lombardia;0306;CEDISU  - Università degli studi di Brescia;01701;Università degli Studi di Brescia;Ateneo;10;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a studenti non idonei alla borsa;0;0;0
2024;03;Lombardia;0306;CEDISU  - Università degli studi di Brescia;01701;Università degli Studi di Brescia;Ateneo;11;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;0;0
2024;03;Lombardia;0306;CEDISU  - Università degli studi di Brescia;01701;Università degli Studi di Brescia;Ateneo;12;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;0;0
2024;03;Lombardia;0306;CEDISU  - Università degli studi di Brescia;01701;Università degli Studi di Brescia;Ateneo;13;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;0;0
2024;03;Lombardia;0306;CEDISU  - Università degli studi di Brescia;01701;Università degli Studi di Brescia;Ateneo;14;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150404;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Milano);Ateneo;1;Borse di studio - Spesa per borse concesse;6477341,9;15312;44755,8
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150404;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Milano);Ateneo;2;Borse di studio - Spesa per borse concesse - di cui FSE e altri fondi europei (PON, PNRR);489427;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150404;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Milano);Ateneo;3;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150404;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Milano);Ateneo;4;Mobilità internazionale - Spesa per contributi concessi;68213,1;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150404;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Milano);Ateneo;5;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;50544;0;1790
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150404;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Milano);Ateneo;6;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazioni a tempo parziale;159303,04;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150404;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Milano);Ateneo;7;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati;0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150404;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Milano);Ateneo;8;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a borsisti (non beneficiari di alloggio);0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150404;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Milano);Ateneo;9;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a idonei non borsisti (non beneficiari di alloggio);0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150404;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Milano);Ateneo;10;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a studenti non idonei alla borsa;0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150404;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Milano);Ateneo;11;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;251122,9;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150404;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Milano);Ateneo;12;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150404;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Milano);Ateneo;13;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150404;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Milano);Ateneo;14;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150405;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Brescia);Ateneo;1;Borse di studio - Spesa per borse concesse;1600633,5;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150405;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Brescia);Ateneo;2;Borse di studio - Spesa per borse concesse - di cui FSE e altri fondi europei (PON, PNRR);1216658,9;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150405;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Brescia);Ateneo;3;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150405;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Brescia);Ateneo;4;Mobilità internazionale - Spesa per contributi concessi;6249,91;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150405;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Brescia);Ateneo;5;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;13048,8;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150405;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Brescia);Ateneo;6;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazioni a tempo parziale;30852,64;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150405;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Brescia);Ateneo;7;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati;0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150405;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Brescia);Ateneo;8;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a borsisti (non beneficiari di alloggio);0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150405;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Brescia);Ateneo;9;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a idonei non borsisti (non beneficiari di alloggio);0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150405;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Brescia);Ateneo;10;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a studenti non idonei alla borsa;0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150405;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Brescia);Ateneo;11;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;44867,3;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150405;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Brescia);Ateneo;12;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150405;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Brescia);Ateneo;13;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150405;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Brescia);Ateneo;14;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150406;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Piacenza);Ateneo;1;Borse di studio - Spesa per borse concesse;1022692,5;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150406;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Piacenza);Ateneo;2;Borse di studio - Spesa per borse concesse - di cui FSE e altri fondi europei (PON, PNRR);71479;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150406;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Piacenza);Ateneo;3;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150406;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Piacenza);Ateneo;4;Mobilità internazionale - Spesa per contributi concessi;6513,92;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150406;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Piacenza);Ateneo;5;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;8817,2;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150406;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Piacenza);Ateneo;6;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazioni a tempo parziale;51809,5;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150406;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Piacenza);Ateneo;7;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati;0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150406;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Piacenza);Ateneo;8;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a borsisti (non beneficiari di alloggio);0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150406;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Piacenza);Ateneo;9;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a idonei non borsisti (non beneficiari di alloggio);0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150406;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Piacenza);Ateneo;10;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a studenti non idonei alla borsa;0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150406;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Piacenza);Ateneo;11;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;32647;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150406;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Piacenza);Ateneo;12;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150406;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Piacenza);Ateneo;13;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150406;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Piacenza);Ateneo;14;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150407;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Cremona);Ateneo;1;Borse di studio - Spesa per borse concesse;131406;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150407;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Cremona);Ateneo;2;Borse di studio - Spesa per borse concesse - di cui FSE e altri fondi europei (PON, PNRR);41028,5;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150407;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Cremona);Ateneo;3;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150407;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Cremona);Ateneo;4;Mobilità internazionale - Spesa per contributi concessi;1411,67;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150407;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Cremona);Ateneo;5;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;1790;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150407;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Cremona);Ateneo;6;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazioni a tempo parziale;0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150407;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Cremona);Ateneo;7;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati;0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150407;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Cremona);Ateneo;8;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a borsisti (non beneficiari di alloggio);0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150407;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Cremona);Ateneo;9;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a idonei non borsisti (non beneficiari di alloggio);0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150407;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Cremona);Ateneo;10;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a studenti non idonei alla borsa;0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150407;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Cremona);Ateneo;11;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;17182,83;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150407;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Cremona);Ateneo;12;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150407;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Cremona);Ateneo;13;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150407;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Cremona);Ateneo;14;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150408;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Roma);Ateneo;1;Borse di studio - Spesa per borse concesse;2120709,04;0;29061
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150408;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Roma);Ateneo;2;Borse di studio - Spesa per borse concesse - di cui FSE e altri fondi europei (PON, PNRR);465787,4;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150408;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Roma);Ateneo;3;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150408;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Roma);Ateneo;4;Mobilità internazionale - Spesa per contributi concessi;1481;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150408;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Roma);Ateneo;5;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;22020,4;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150408;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Roma);Ateneo;6;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazioni a tempo parziale;21531,34;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150408;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Roma);Ateneo;7;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati;0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150408;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Roma);Ateneo;8;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a borsisti (non beneficiari di alloggio);0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150408;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Roma);Ateneo;9;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a idonei non borsisti (non beneficiari di alloggio);0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150408;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Roma);Ateneo;10;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a studenti non idonei alla borsa;0;0;0
2024;03;Lombardia;0307;Fondazione EDUCatt di Milano;0150408;Università Cattolica del Sacro Cuore di Milano (corsi attivati nella sede di Roma);Ateneo;11;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;41467,7;0;0
