ANNOSCOLASTICO,AREAGEOGRAFICA,REGIONE,PROVINCIA,CODICEISTITUTORIFERIMENTO,DENOMINAZIONEISTITUTORIFERIMENTO,CODICESCUOLA,DENOMINAZIONESCUOLA,INDIRIZZOSCUOLA,CAPSCUOLA,CODICECOMUNESCUOLA,DESCRIZIONECOMUNE,DESCRIZIONECARATTERISTICASCUOLA,DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA,INDICAZIONESEDEDIRETTIVO,INDICAZIONESEDEOMNICOMPRENSIVO,INDIRIZZOEMAILSCUOLA,INDIRIZZOPECSCUOLA,SITOWEBSCUOLA,SEDESCOLASTICA,CAP,average_income_per_capita,income_clean,taxpayers,Track_Type
202526,ISOLE,SICILIA,CATANIA,CTIS00400R,IIS CUCUZZA - EUCLIDE,CTTF004019,CUCUZZA-EUCLIDE - SEZ. ITI,VIA MARIO SCELBA N.1,95041,B428,CALTAGIRONE,NORMALE,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,CTIS00400R@istruzione.it,Non Disponibile,www.iiscucuzzaeuclide.edu.it,NO,,,,,Istituto Tecnico
202526,ISOLE,SICILIA,CATANIA,CTIC887001,IC F. DE ROBERTO - CATANIA,CTAA887041,PLESSO VIA DELL'ATLETA,VIA DELL'ATLETA 1,95123,C351,CATANIA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC887001@istruzione.it,Non Disponibile,www.derobertoct.edu.it,NO,95123,21151.818810386474,700548239.0,33120.0,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC85500D,IC P. G. M. ALLEGRA-VALVERDE,CTAA85503C,ACI BONACCORSI,VIA ISTITUTO CANOSSIANO,95020,A025,ACI BONACCORSI,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC85500D@istruzione.it,Non Disponibile,www.scuolavalverde.edu.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC83700X,I.C. MOTTA SANT'ANASTASIA,CTMM837011,I.C. GABRIELE D'ANNUNZIO,VIA RAGUSA,95040,F781,MOTTA SANT'ANASTASIA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,CTIC83700X@istruzione.it,Non Disponibile,www.icsdannunziomotta.it,NO,,,,,Medie
202526,ISOLE,SICILIA,CATANIA,CTIC886005,IC V.BRANCATI - CATANIA,CTEE886039,STRADALE CARDINALE,VIALE B. PECORINO,95121,C351,CATANIA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC886005@istruzione.it,Non Disponibile,www.icbrancati.gov.it,NO,95121,15005.508239789826,502624504.0,33496.0,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIS00900X,IS VEN. IGNAZIO CAPIZZI,CTPS00901A,LICEO SCIENTIFICO VEN.I.CAPIZZI,V.LE J.F.KENNEDY,95034,B202,BRONTE,NORMALE,LICEO SCIENTIFICO,NO,Non Disponibile,CTIS00900X@istruzione.it,Non Disponibile,www.iscapizzi.gov.it,NO,,,,,Liceo
202526,ISOLE,SICILIA,CATANIA,CTIC8AF00V,IC M. MONTESSORI - P.MASCAGNI,CTMM8AF01X,SM MONTESSORI- MASCAGNI,VIA G. DI GREGORIO 22 - 26,95100,C351,CATANIA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,CTIC8AF00V@istruzione.it,Non Disponibile,https//www.montessorimascagnict.edu.it/,NO,,,,,Medie
202526,ISOLE,SICILIA,CATANIA,CTRH010007,IPSSAR GIOVANNI FALCONE,CTRH010007,IPSSAR GIOVANNI FALCONE,VIA VENETO 4,95014,E017,GIARRE,NORMALE,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,SI,Non Disponibile,CTRH010007@istruzione.it,ctrh010007@pec.istruzione.it,www.ipssarfalconegiarre.it,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC8AN003,"I.C.S. "" G. VERGA"" SCORDIA",CTEE8AN015,"SCUOLA PRIMARIA ""G. VERGA""",PIAZZA C.ALBERTO,95048,I548,SCORDIA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC8AN003@istruzione.it,Non Disponibile,www.icsvergascordia.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC80800X,IC MAZZARRONE - LICODIA EUBEA,CTEE808012,L. SCIASCIA,VIA LIBERTA',95040,M271,MAZZARRONE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC80800X@istruzione.it,Non Disponibile,www.icmazzarronelicodiaeubea.gov.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8BQ005,IC T.DI CALCUTTA - SANZIO,CTAA8BQ045,IMMACOLATA 2,VIA CARDUCCI,95030,L369,TREMESTIERI ETNEO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.cdbelpasso.edu.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIS00600C,IS ENRICO MEDI,CTTD00601P,ENRICO MEDI,VIA PAPA GIOVANNI PAOLO II,95036,H175,RANDAZZO,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,CTIS00600C@istruzione.it,Non Disponibile,www.iissmedirandazzo.it,NO,,,,,Istituto Tecnico
202526,ISOLE,SICILIA,CATANIA,CTIC8AS00G,II - I.C. A. DE GASPERI,CTEE8AS03Q,PRIMARIA LAVINA,VIA LAVINA N. 352/A (SEDE CENTRALE),95025,A029,ACI SANT'ANTONIO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC8AS00G@istruzione.it,Non Disponibile,www.icadegasperi.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC856009,IC GIOVANNI VERGA - VIAGRANDE,CTAA856038,VIA COLLEGIO 1,VIA COLLEGIO 1,95029,L828,VIAGRANDE,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC856009@istruzione.it,Non Disponibile,www.vergaviagrande.gov.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC830005,II -IC FUCCIO-LASPINA ACIREALE,CTIC830005,II -IC FUCCIO-LASPINA ACIREALE,VIA MONETARIO FLORISTELLA 4,95024,A028,ACIREALE,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,CTIC830005@istruzione.it,ctic830005@pec.istruzione.it,www.fucciolaspina.edu.it,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC83800Q,IC S. CASELLA PEDARA,CTAA83803P,GIUSEPPINA FARO,VIA SAN GIOVANNI BOSCO,95030,G402,PEDARA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC83800Q@istruzione.it,Non Disponibile,WWW.ICSCASELLAPEDARA.IT,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC886005,IC V.BRANCATI - CATANIA,CTAA886045,CRAVONE,VIA STRADALE CRAVONE 10,95121,C351,CATANIA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC886005@istruzione.it,Non Disponibile,www.icbrancati.it,NO,95121,15005.508239789826,502624504.0,33496.0,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIS01100X,IISS BENEDETTO RADICE,CTTD011016,BENEDETTO RADICE,VIA SARAJEVO1,95034,B202,BRONTE,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,CTIS01100X@istruzione.it,Non Disponibile,www.isradice.edu.it,NO,,,,,Istituto Tecnico
202526,ISOLE,SICILIA,CATANIA,CTRH03000C,I.P.S.S.E.O.A. KAROL WOJTYLA CATANIA,CTRH03000C,I.P.S.S.E.O.A. KAROL WOJTYLA CATANIA,VIA GIOVANNI BATTISTA DE LA SALLE 12,95125,C351,CATANIA,NORMALE,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,SI,Non Disponibile,CTRH03000C@istruzione.it,ctrh03000c@pec.istruzione.it,www.alberghierowojtyla.gov.it,NO,95125,24856.823729002113,446875977.0,17978.0,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC8AN003,"I.C.S. "" G. VERGA"" SCORDIA",CTAA8AN01X,SCUOLA INFANZIA VIA BOLOGNA,VIA BOLOGNA,95048,I548,SCORDIA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC8AN003@istruzione.it,Non Disponibile,www.icsvergascordia.gov.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTRH03000C,I.P.S.S.E.O.A. KAROL WOJTYLA CATANIA,CTRH03005N,CASA CIRCONDARIALE DI CATANIA-BICOCCA,C/O CASA CIRCONDARIALE DI CATANIA-BICOCCA,95121,C351,CATANIA,SPEC. PER CARCERARI,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,NO,Non Disponibile,CTRH03000C@istruzione.it,Non Disponibile,www. ipssar.eu,NO,95121,15005.508239789826,502624504.0,33496.0,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC8AS00G,II - I.C. A. DE GASPERI,CTMM8AS01L,SMS A. DE GASPERI-ACI S.ANTONIO,VIA T. NICOLA MAUGERI N. 4,95025,A029,ACI SANT'ANTONIO,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,CTIC8AS00G@istruzione.it,Non Disponibile,www.icadegasperi.edu.it,NO,,,,,Medie
202526,ISOLE,SICILIA,CATANIA,CTIS00600C,IS ENRICO MEDI,CTRH00601L,IPSSAR MEDI SEZ. ASS. IISS MEDI RANDAZZO,VIA PAPA GIOVANNI PAOLO II,95136,H175,RANDAZZO,NORMALE,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,NO,Non Disponibile,CTIS00600C@istruzione.it,Non Disponibile,www.iissmedirandazzo.gov.it,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC80800X,IC MAZZARRONE - LICODIA EUBEA,CTIC80800X,IC MAZZARRONE - LICODIA EUBEA,VIA ALCIDE DE GASPERI 1,95040,M271,MAZZARRONE,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,CTIC80800X@istruzione.it,ctic80800x@pec.istruzione.it,www.icmazzarronelicodiaeubea.edu.it,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC8AS00G,II - I.C. A. DE GASPERI,CTAA8AS04G,INFANZIA LAVINAIO,VIA FRANCESCO PULVIRENTI N. 3,95020,A029,ACI SANT'ANTONIO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC8AS00G@istruzione.it,Non Disponibile,www.icadegasperi.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8BQ005,IC T.DI CALCUTTA - SANZIO,CTAA8BQ034,SETTEBELLO INFANZIA,VIA MONTI IBLEI,95030,L369,TREMESTIERI ETNEO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.cdbelpasso.edu.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC856009,IC GIOVANNI VERGA - VIAGRANDE,CTMM85601A,GIOVANNI VERGA - VIAGRANDE,VIA PACINI,95029,L828,VIAGRANDE,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,CTIC856009@istruzione.it,Non Disponibile,www.vergaviagrande.gov.it,NO,,,,,Medie
202526,ISOLE,SICILIA,CATANIA,CTIC83800Q,IC S. CASELLA PEDARA,CTIC83800Q,IC S. CASELLA PEDARA,VIA E.D'ANGIO' N.14,95030,G402,PEDARA,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,CTIC83800Q@istruzione.it,ctic83800q@pec.istruzione.it,www.icscasellapedara.gov.it/wordpress/,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC886005,IC V.BRANCATI - CATANIA,CTIC886005,IC V.BRANCATI - CATANIA,VIALE S. TEODORO N. 2,95121,C351,CATANIA,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,CTIC886005@istruzione.it,ctic886005@pec.istruzione.it,www.icbrancati.gov.it,NO,95121,15005.508239789826,502624504.0,33496.0,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC83800Q,IC S. CASELLA PEDARA,CTMM83801R,S.CASELLA - PEDARA,VIA E.D'ANGIO' N.14,95030,G402,PEDARA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,CTIC83800Q@istruzione.it,Non Disponibile,www.icscasellapedara.gov.it/wordpress/,NO,,,,,Medie
202526,ISOLE,SICILIA,CATANIA,CTIC8AP00P,"I.C. ""SALVO BASSO""",CTAA8AP01G,PONTICELLO,095/7936163,95048,I548,SCORDIA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC8AP00P@istruzione.it,Non Disponibile,WWW.ICSALVOBASSOSCORDIA.IT,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8AS00G,II - I.C. A. DE GASPERI,CTAA8AS03E,INFANZIA LAVINA,VIA LAVINA 352/A,95025,A029,ACI SANT'ANTONIO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC8AS00G@istruzione.it,Non Disponibile,www.icadegasperi.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIS016003,FRANCESCO REDI,CTRA01650B,"""SANTO ASERO"" SERALE",VIA LUCANIA 1,95047,G371,PATERNO',PERCORSO II LIVELLO,IST PROF PER L'AGRICOLTURA E L'AMBIENTE,NO,Non Disponibile,Non Disponibile,Non Disponibile,WWW.isfrancescoredi.gov.it,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC82100A,IC G.MACHERIONE -CALATABIANO,CTEE82103E,I.C. MACHERIONE,VIA VITT.VENETO 54,95011,B384,CALATABIANO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC82100A@istruzione.it,Non Disponibile,www.icmacherionecalatabiano.gov.it/Default.aspx,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC80900Q,I.C. E. DE AMICIS MIRABELLA I.,CTMM80903V,ISTITUTO COMPRENSIVO,VIA M. KOLBE S.N.,95040,I035,SAN MICHELE DI GANZARIA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,CTIC80900Q@istruzione.it,Non Disponibile,www.icmirabella.gov.it,NO,,,,,Medie
202526,ISOLE,SICILIA,CATANIA,CTIC8AS00G,II - I.C. A. DE GASPERI,CTAA8AS02D,INFANZIA CIRCONVALLAZIONE,VIA ALDO MORO,95025,A029,ACI SANT'ANTONIO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC8AS00G@istruzione.it,Non Disponibile,www.icadegasperi.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8BQ005,IC T.DI CALCUTTA - SANZIO,CTAA8BQ023,GARDEN PARK,VIA DEL PARCO,95030,L369,TREMESTIERI ETNEO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.cdbelpasso.edu.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC81800E,V - I.C. P.VASTA ACIREALE,CTAA81802C,SCUOLA DELL'INFANZIA S. MICHELE,VIA DAFNICA N. 160,95028,A028,ACIREALE,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC81800E@istruzione.it,Non Disponibile,www.icspaolovasta.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIS00400R,IIS CUCUZZA - EUCLIDE,CTTL00401D,CUCUZZA-EUCLIDE CALTAGIRONE -SEZ. ITG,VIA MARIO SCELBA 5,95041,B428,CALTAGIRONE,NORMALE,ISTITUTO TECNICO PER GEOMETRI,NO,Non Disponibile,CTIS00400R@istruzione.it,Non Disponibile,www.iiscucuzzaeuclide.edu.it,NO,,,,,Istituto Tecnico
202526,ISOLE,SICILIA,CATANIA,CTIC886005,IC V.BRANCATI - CATANIA,CTAA886023,"""VIALE S. TEODORO""",VIALE S. TEODORO,95121,C351,CATANIA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC886005@istruzione.it,Non Disponibile,www.icbrancati.it,NO,95121,15005.508239789826,502624504.0,33496.0,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC856009,IC GIOVANNI VERGA - VIAGRANDE,CTIC856009,IC GIOVANNI VERGA - VIAGRANDE,VIA PACINI 62,95029,L828,VIAGRANDE,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,CTIC856009@istruzione.it,ctic856009@pec.istruzione.it,www.vergaviagrande.edu.it,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC8AP00P,"I.C. ""SALVO BASSO""",CTIC8AP00P,"I.C. ""SALVO BASSO""",VIA BACHELET N. 01,95048,I548,SCORDIA,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,CTIC8AP00P@istruzione.it,ctic8ap00p@pec.istruzione.it,https//www.icsalvobasso.edu.it/,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC83800Q,IC S. CASELLA PEDARA,CTAA83802N,ALDE DE GASPERI,VIA ALCIDE DE GASPERI,95030,G402,PEDARA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC83800Q@istruzione.it,Non Disponibile,WWW.ICSCASELLAPEDARA.IT,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8A100Q,"""GIUSEPPE GUZZARDI""",CTEE8A101T,GIOBBE,VIA CATANIA,95031,A056,ADRANO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC8A100Q@istruzione.it,Non Disponibile,www.scuolaguzzardi.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC83200R,SANTO CALI',CTEE83201V,PIETRO SCUDERI,VIA L.RADICE,95015,E602,LINGUAGLOSSA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC83200R@istruzione.it,Non Disponibile,www.iclinguaglossacali.gov.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8AS00G,II - I.C. A. DE GASPERI,CTAA8AS01C,INFANZIA MONTEROSSO ETNEO,VIA LEONARDO DA VINCI N. 1,95025,A029,ACI SANT'ANTONIO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC8AS00G@istruzione.it,Non Disponibile,www.icadegasperi.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIS016003,FRANCESCO REDI,CTPS01601D,SCIENTIFICO BELPASSO,"""ANTONINO RUSSO GIUSTI""",95032,A766,BELPASSO,NORMALE,LICEO SCIENTIFICO,NO,Non Disponibile,CTIS016003@istruzione.it,Non Disponibile,WWW.isfrancescoredi.gov.it,NO,,,,,Liceo
202526,ISOLE,SICILIA,CATANIA,CTIC82100A,IC G.MACHERIONE -CALATABIANO,CTEE82101C,CALATABIANO - PASTERIA,VIA NAZIONALE,95011,B384,CALATABIANO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC82100A@istruzione.it,Non Disponibile,www.icmacherionecalatabiano.gov.it/Default.aspx,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC80900Q,I.C. E. DE AMICIS MIRABELLA I.,CTEE80901T,ISTITUTO COMPRENSIVO,VIA ROMA 111,95040,F231,MIRABELLA IMBACCARI,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC80900Q@istruzione.it,Non Disponibile,https//www.icmirabella.edu.it/,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8AS00G,II - I.C. A. DE GASPERI,CTIC8AS00G,II - I.C. A. DE GASPERI,VIA T. NICOLA MAUGERI N. 4,95025,A029,ACI SANT'ANTONIO,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,CTIC8AS00G@istruzione.it,ctic8as00g@pec.istruzione.it,www.icadegasperi.edu.it,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC81800E,V - I.C. P.VASTA ACIREALE,CTAA81801B,WAGNER,VIA WAGNER N. 50,95024,A028,ACIREALE,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC81800E@istruzione.it,Non Disponibile,www.icspaolovasta.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIS03400L,I.S. DE FELICE GIUFFRIDA - OLIVETTI,CTIS03400L,I.S. DE FELICE GIUFFRIDA - OLIVETTI,PIAZZA ROMA 4,95125,C351,CATANIA,NORMALE,ISTITUTO SUPERIORE,SI,Non Disponibile,CTIS03400L@istruzione.it,ctis03400l@pec.istruzione.it,www.vincenzoscuderi.it,NO,95125,24856.823729002113,446875977.0,17978.0,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC88800R,I.C. LEONARDO SCIASCIA,CTAA88803Q,S. CARLO,VIA FEDERICO DI SVEVIA S.N.,95045,F250,MISTERBIANCO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC88800R@istruzione.it,Non Disponibile,www.icsciasciamisterbianco.gov.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC856009,IC GIOVANNI VERGA - VIAGRANDE,CTAA856049,VIA MAZZINI 48,VIA MAZZINI 48,95029,L828,VIAGRANDE,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC856009@istruzione.it,Non Disponibile,www.vergaviagrande.gov.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8AP00P,"I.C. ""SALVO BASSO""",CTMM8AP01Q,"S M "" M.AMARI - L. DA VINCI""",VIA SIMETO 6,95048,I548,SCORDIA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,CTIC8AP00P@istruzione.it,Non Disponibile,https//www.icsalvobasso.edu.it/,NO,,,,,Medie
202526,ISOLE,SICILIA,CATANIA,CTIS03400L,I.S. DE FELICE GIUFFRIDA - OLIVETTI,CTRC03401G,IPS A. OLIVETTI,VIA ETNEA N. 732,95125,C351,CATANIA,NORMALE,IST PROF PER I SERVIZI COMMERCIALI E TURISTICI,NO,Non Disponibile,CTIS03400L@istruzione.it,Non Disponibile,www.defeliceolivetti.gov.it,NO,95125,24856.823729002113,446875977.0,17978.0,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC8A100Q,"""GIUSEPPE GUZZARDI""",CTIC8A100Q,"""GIUSEPPE GUZZARDI""",VIA SAN GIOVANNI30,95031,A056,ADRANO,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,CTIC8A100Q@istruzione.it,ctic8a100q@pec.istruzione.it,www.scuolaguzzardi.edu.it,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC83800Q,IC S. CASELLA PEDARA,CTEE83801T,I.C. CASELLA - GIUSEPPINA FARO,VIA S.GIOVANNI BOSCO,95030,G402,PEDARA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC83800Q@istruzione.it,Non Disponibile,WWW.ICSCASELLAPEDARA.IT,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC85000A,IC DON BOSCO - S.M.LICODIA,CTAA850039,VIA ENNA,VIA ENNA,95038,I240,SANTA MARIA DI LICODIA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC85000A@istruzione.it,Non Disponibile,https//www.icsdonbosco.edu.it/,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC88900L,IC P. PIO DA PIETRALCINA MISTER,CTEE88901P,IC P.P. PIETRALCINA MISTERBIANC,VIA MODENA 21,95045,F250,MISTERBIANCO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC88900L@istruzione.it,Non Disponibile,www.icspadrepio-misterbianco.gov.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC83200R,SANTO CALI',CTEE832053,Non Disponibile,Non Disponibile,Non Disponibile,C297,CASTIGLIONE DI SICILIA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC83200R@istruzione.it,Non Disponibile,www.iclinguaglossacali.gov.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC82100A,IC G.MACHERIONE -CALATABIANO,CTEE82102D,CALATABIANO - VIA MAZZINI,VIA MAZZINI,95011,B384,CALATABIANO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC82100A@istruzione.it,Non Disponibile,www.icmacherionecalatabiano.gov.it/Default.aspx,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8AS00G,II - I.C. A. DE GASPERI,CTEE8AS01N,PRIMARIA CIRCONVALLAZIONE,VIA ALDO MORO 25,95025,A029,ACI SANT'ANTONIO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC8AS00G@istruzione.it,Non Disponibile,www.icadegasperi.edu.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIS016003,FRANCESCO REDI,CTTF01601G,"""GALILEO FERRARIS""",VIA LEONARDO SCIASCIA 3,95032,A766,BELPASSO,NORMALE,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,CTIS016003@istruzione.it,Non Disponibile,WWW.isfrancescoredi.gov.it,NO,,,,,Istituto Tecnico
202526,ISOLE,SICILIA,CATANIA,CTIC80900Q,I.C. E. DE AMICIS MIRABELLA I.,CTMM80902T,ISTITUTO COMPRENSIVO,VIA F.P. FIRRARELLO N.9,95040,H805,SAN CONO,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,CTIC80900Q@istruzione.it,Non Disponibile,https//www.icmirabella.edu.it/,NO,,,,,Medie
202526,ISOLE,SICILIA,CATANIA,CTIC8AS00G,II - I.C. A. DE GASPERI,CTEE8AS02P,PRIMARIA LAVINAIO,VIA MARIO RAPISARDI N. 2,95020,A029,ACI SANT'ANTONIO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC8AS00G@istruzione.it,Non Disponibile,www.icadegasperi.edu.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC81800E,V - I.C. P.VASTA ACIREALE,CTEE81801L,SCUOLA PRIMARIA SAN MICHELE,VIA DAFNICA N. 154,95024,A028,ACIREALE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC81800E@istruzione.it,Non Disponibile,www.icspaolovasta.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIS016003,FRANCESCO REDI,CTTF01650X,GALILEO FERRARIS SERALE,VIA LEONARDO SCIASCIA 3,95032,A766,BELPASSO,PERCORSO II LIVELLO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,Non Disponibile,Non Disponibile,WWW.isfrancescoredi.gov.it,NO,,,,,Istituto Tecnico
202526,ISOLE,SICILIA,CATANIA,CTIC86300C,IC CAMPANELLA-STURZO CATANIA,CTEE86301E,IC CAMPANELLA-STURZO CATANIA,VIALE BUMMACARO 13,95121,C351,CATANIA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC86300C@istruzione.it,Non Disponibile,https//www.iccampanellasturzo.edu.it/,NO,95121,15005.508239789826,502624504.0,33496.0,Primaria/Infanzia
