FREQ,REF_AREA,DATA_TYPE,SEX,CITIZENSHIP,SCHOOL_LEVEL,TYPE_SCHOOL_MANAGEMENT,SCHOOL_YEAR,TYPE_SCHOOL,TIME_PERIOD,OBS_VALUE,SOURCE,FLOW_ID,FLOW_TITLE_IT,REF_AREA_LABEL,TYPE_SCHOOL_LABEL,SCHOOL_YEAR_LABEL,TYPE_SCHOOL_MANAGEMENT_LABEL,SCHOOL_YEAR_PROXY
A,ITC47,REPEA,T,TOTAL,UPP,PUB,FIR,ALL,2021,1.1,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,ALL,FIR,PUB,2021/2022
A,ITC47,REPEA,T,TOTAL,UPP,PUB,FIR,ALL,2022,9.7,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,ALL,FIR,PUB,2022/2023
A,ITC47,REPEA,T,TOTAL,UPP,PUB,FIR,ALL,2023,10.6,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,ALL,FIR,PUB,2023/2024
A,ITC47,REPEA,T,TOTAL,UPP,PUB,FIR,ALL,2024,11.2,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,ALL,FIR,PUB,2024/2025
A,ITC47,REPEA,T,TOTAL,UPP,PUB,FIR,LIC,2020,5.9,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,LIC,FIR,PUB,2020/2021
A,ITC47,REPEA,T,TOTAL,UPP,PUB,FIR,LIC,2021,0.2,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,LIC,FIR,PUB,2021/2022
A,ITC47,REPEA,T,TOTAL,UPP,PUB,FIR,LIC,2022,5.6,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,LIC,FIR,PUB,2022/2023
A,ITC47,REPEA,T,TOTAL,UPP,PUB,FIR,LIC,2023,5.4,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,LIC,FIR,PUB,2023/2024
A,ITC47,REPEA,T,TOTAL,UPP,PUB,FIR,LIC,2024,6.5,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,LIC,FIR,PUB,2024/2025
A,ITC47,REPEA,T,TOTAL,UPP,PUB,FIR,TEC,2020,11.8,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,TEC,FIR,PUB,2020/2021
A,ITC47,REPEA,T,TOTAL,UPP,PUB,FIR,TEC,2021,0.8,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,TEC,FIR,PUB,2021/2022
A,ITC47,REPEA,T,TOTAL,UPP,PUB,FIR,TEC,2022,10.7,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,TEC,FIR,PUB,2022/2023
A,ITC47,REPEA,T,TOTAL,UPP,PUB,FIR,TEC,2023,12.0,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,TEC,FIR,PUB,2023/2024
A,ITC47,REPEA,T,TOTAL,UPP,PUB,FIR,TEC,2024,12.0,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,TEC,FIR,PUB,2024/2025
A,ITC47,REPEA,T,TOTAL,UPP,PUB,FIR,VOC,2020,19.7,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,VOC,FIR,PUB,2020/2021
A,ITC47,REPEA,T,TOTAL,UPP,PUB,FIR,VOC,2021,3.8,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,VOC,FIR,PUB,2021/2022
A,ITC47,REPEA,T,TOTAL,UPP,PUB,FIR,VOC,2022,15.4,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,VOC,FIR,PUB,2022/2023
A,ITC47,REPEA,T,TOTAL,UPP,PUB,FIR,VOC,2023,17.4,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,VOC,FIR,PUB,2023/2024
A,ITC47,REPEA,T,TOTAL,UPP,PUB,FIR,VOC,2024,17.5,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,VOC,FIR,PUB,2024/2025
A,ITC47,REPEA,T,TOTAL,UPP,PUB,SEC,ALL,2015,8.5,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,ALL,SEC,PUB,2015/2016
A,ITC47,REPEA,T,TOTAL,UPP,PUB,SEC,ALL,2016,8.3,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,ALL,SEC,PUB,2016/2017
A,ITC47,REPEA,T,TOTAL,UPP,PUB,SEC,ALL,2017,6.4,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,ALL,SEC,PUB,2017/2018
A,ITC47,REPEA,T,TOTAL,UPP,PUB,SEC,ALL,2018,7.6,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,ALL,SEC,PUB,2018/2019
A,ITC47,REPEA,T,TOTAL,UPP,PUB,SEC,ALL,2019,7.2,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,ALL,SEC,PUB,2019/2020
A,ITC47,REPEA,T,TOTAL,UPP,PUB,SEC,ALL,2020,6.9,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,ALL,SEC,PUB,2020/2021
A,ITC47,REPEA,T,TOTAL,UPP,PUB,SEC,ALL,2021,0.5,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,ALL,SEC,PUB,2021/2022
A,ITC47,REPEA,T,TOTAL,UPP,PUB,SEC,ALL,2022,11.0,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,ALL,SEC,PUB,2022/2023
A,ITC47,REPEA,T,TOTAL,UPP,PUB,SEC,ALL,2023,7.1,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,ALL,SEC,PUB,2023/2024
A,ITC47,REPEA,T,TOTAL,UPP,PUB,SEC,ALL,2024,6.9,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,ALL,SEC,PUB,2024/2025
A,ITC47,REPEA,T,TOTAL,UPP,PUB,SEC,LIC,2020,3.8,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,LIC,SEC,PUB,2020/2021
A,ITC47,REPEA,T,TOTAL,UPP,PUB,SEC,LIC,2021,0.1,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,LIC,SEC,PUB,2021/2022
A,ITC47,REPEA,T,TOTAL,UPP,PUB,SEC,LIC,2022,6.2,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,LIC,SEC,PUB,2022/2023
A,ITC47,REPEA,T,TOTAL,UPP,PUB,SEC,LIC,2023,3.4,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,LIC,SEC,PUB,2023/2024
A,ITC47,REPEA,T,TOTAL,UPP,PUB,SEC,LIC,2024,3.4,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,LIC,SEC,PUB,2024/2025
A,ITC47,REPEA,T,TOTAL,UPP,PUB,SEC,TEC,2020,7.8,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,TEC,SEC,PUB,2020/2021
A,ITC47,REPEA,T,TOTAL,UPP,PUB,SEC,TEC,2021,0.5,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,TEC,SEC,PUB,2021/2022
A,ITC47,REPEA,T,TOTAL,UPP,PUB,SEC,TEC,2022,13.1,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,TEC,SEC,PUB,2022/2023
A,ITC47,REPEA,T,TOTAL,UPP,PUB,SEC,TEC,2023,7.9,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,TEC,SEC,PUB,2023/2024
A,ITC47,REPEA,T,TOTAL,UPP,PUB,SEC,TEC,2024,8.2,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,TEC,SEC,PUB,2024/2025
A,ITC47,REPEA,T,TOTAL,UPP,PUB,SEC,VOC,2020,10.6,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,VOC,SEC,PUB,2020/2021
A,ITC47,REPEA,T,TOTAL,UPP,PUB,SEC,VOC,2021,1.2,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,VOC,SEC,PUB,2021/2022
A,ITC47,REPEA,T,TOTAL,UPP,PUB,SEC,VOC,2022,15.3,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,VOC,SEC,PUB,2022/2023
A,ITC47,REPEA,T,TOTAL,UPP,PUB,SEC,VOC,2023,12.2,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,VOC,SEC,PUB,2023/2024
A,ITC47,REPEA,T,TOTAL,UPP,PUB,SEC,VOC,2024,10.3,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,VOC,SEC,PUB,2024/2025
A,ITC47,REPEA,T,TOTAL,UPP,PUB,THIR,ALL,2015,8.3,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,ALL,THIR,PUB,2015/2016
A,ITC47,REPEA,T,TOTAL,UPP,PUB,THIR,ALL,2016,7.0,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,ALL,THIR,PUB,2016/2017
A,ITC47,REPEA,T,TOTAL,UPP,PUB,THIR,ALL,2017,5.9,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,ALL,THIR,PUB,2017/2018
A,ITC47,REPEA,T,TOTAL,UPP,PUB,THIR,ALL,2018,6.1,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,ALL,THIR,PUB,2018/2019
A,ITC47,REPEA,T,TOTAL,UPP,PUB,THIR,ALL,2019,6.3,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,ALL,THIR,PUB,2019/2020
A,ITC47,REPEA,T,TOTAL,UPP,PUB,THIR,ALL,2020,6.8,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,ALL,THIR,PUB,2020/2021
A,ITC47,REPEA,T,TOTAL,UPP,PUB,THIR,ALL,2021,1.0,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,ALL,THIR,PUB,2021/2022
A,ITC47,REPEA,T,TOTAL,UPP,PUB,THIR,ALL,2022,9.0,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,ALL,THIR,PUB,2022/2023
A,ITC47,REPEA,T,TOTAL,UPP,PUB,THIR,ALL,2023,8.1,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,ALL,THIR,PUB,2023/2024
A,ITC47,REPEA,T,TOTAL,UPP,PUB,THIR,ALL,2024,6.4,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,ALL,THIR,PUB,2024/2025
A,ITC47,REPEA,T,TOTAL,UPP,PUB,THIR,LIC,2020,4.3,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,LIC,THIR,PUB,2020/2021
A,ITC47,REPEA,T,TOTAL,UPP,PUB,THIR,LIC,2021,0.2,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,LIC,THIR,PUB,2021/2022
A,ITC47,REPEA,T,TOTAL,UPP,PUB,THIR,LIC,2022,4.5,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,LIC,THIR,PUB,2022/2023
A,ITC47,REPEA,T,TOTAL,UPP,PUB,THIR,LIC,2023,3.5,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,LIC,THIR,PUB,2023/2024
A,ITC47,REPEA,T,TOTAL,UPP,PUB,THIR,LIC,2024,2.9,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,LIC,THIR,PUB,2024/2025
A,ITC47,REPEA,T,TOTAL,UPP,PUB,THIR,TEC,2020,8.6,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,TEC,THIR,PUB,2020/2021
A,ITC47,REPEA,T,TOTAL,UPP,PUB,THIR,TEC,2021,1.1,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,TEC,THIR,PUB,2021/2022
A,ITC47,REPEA,T,TOTAL,UPP,PUB,THIR,TEC,2022,11.4,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,TEC,THIR,PUB,2022/2023
A,ITC47,REPEA,T,TOTAL,UPP,PUB,THIR,TEC,2023,10.7,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,TEC,THIR,PUB,2023/2024
A,ITC47,REPEA,T,TOTAL,UPP,PUB,THIR,TEC,2024,7.7,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,TEC,THIR,PUB,2024/2025
A,ITC47,REPEA,T,TOTAL,UPP,PUB,THIR,VOC,2020,8.0,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,VOC,THIR,PUB,2020/2021
A,ITC47,REPEA,T,TOTAL,UPP,PUB,THIR,VOC,2021,2.2,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,VOC,THIR,PUB,2021/2022
A,ITC47,REPEA,T,TOTAL,UPP,PUB,THIR,VOC,2022,11.9,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,VOC,THIR,PUB,2022/2023
A,ITC47,REPEA,T,TOTAL,UPP,PUB,THIR,VOC,2023,11.2,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,VOC,THIR,PUB,2023/2024
A,ITC47,REPEA,T,TOTAL,UPP,PUB,THIR,VOC,2024,10.0,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Brescia,VOC,THIR,PUB,2024/2025
A,ITC48,REPEA,F,TOTAL,UPP,ALL,ALL,ALL,2015,5.2,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,ALL,ALL,ALL,2015/2016
A,ITC48,REPEA,F,TOTAL,UPP,ALL,ALL,ALL,2016,4.6,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,ALL,ALL,ALL,2016/2017
A,ITC48,REPEA,F,TOTAL,UPP,ALL,ALL,ALL,2017,4.8,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,ALL,ALL,ALL,2017/2018
A,ITC48,REPEA,F,TOTAL,UPP,ALL,ALL,ALL,2018,5.4,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,ALL,ALL,ALL,2018/2019
A,ITC48,REPEA,F,TOTAL,UPP,ALL,ALL,ALL,2019,5.2,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,ALL,ALL,ALL,2019/2020
A,ITC48,REPEA,F,TOTAL,UPP,ALL,ALL,ALL,2020,5.7,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,ALL,ALL,ALL,2020/2021
A,ITC48,REPEA,F,TOTAL,UPP,ALL,ALL,ALL,2021,1.1,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,ALL,ALL,ALL,2021/2022
A,ITC48,REPEA,F,TOTAL,UPP,ALL,ALL,ALL,2022,5.4,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,ALL,ALL,ALL,2022/2023
A,ITC48,REPEA,F,TOTAL,UPP,ALL,ALL,ALL,2023,5.3,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,ALL,ALL,ALL,2023/2024
A,ITC48,REPEA,F,TOTAL,UPP,ALL,ALL,ALL,2024,5.7,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,ALL,ALL,ALL,2024/2025
A,ITC48,REPEA,F,TOTAL,UPP,ALL,ALL,LIC,2020,3.4,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,LIC,ALL,ALL,2020/2021
A,ITC48,REPEA,F,TOTAL,UPP,ALL,ALL,LIC,2021,0.6,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,LIC,ALL,ALL,2021/2022
A,ITC48,REPEA,F,TOTAL,UPP,ALL,ALL,LIC,2022,3.9,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,LIC,ALL,ALL,2022/2023
A,ITC48,REPEA,F,TOTAL,UPP,ALL,ALL,LIC,2023,3.1,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,LIC,ALL,ALL,2023/2024
A,ITC48,REPEA,F,TOTAL,UPP,ALL,ALL,LIC,2024,3.5,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,LIC,ALL,ALL,2024/2025
A,ITC48,REPEA,F,TOTAL,UPP,ALL,ALL,TEC,2020,6.9,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,TEC,ALL,ALL,2020/2021
A,ITC48,REPEA,F,TOTAL,UPP,ALL,ALL,TEC,2021,0.7,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,TEC,ALL,ALL,2021/2022
A,ITC48,REPEA,F,TOTAL,UPP,ALL,ALL,TEC,2022,6.7,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,TEC,ALL,ALL,2022/2023
A,ITC48,REPEA,F,TOTAL,UPP,ALL,ALL,TEC,2023,6.6,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,TEC,ALL,ALL,2023/2024
A,ITC48,REPEA,F,TOTAL,UPP,ALL,ALL,TEC,2024,6.8,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,TEC,ALL,ALL,2024/2025
A,ITC48,REPEA,F,TOTAL,UPP,ALL,ALL,VOC,2020,11.0,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,VOC,ALL,ALL,2020/2021
A,ITC48,REPEA,F,TOTAL,UPP,ALL,ALL,VOC,2021,3.4,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,VOC,ALL,ALL,2021/2022
A,ITC48,REPEA,F,TOTAL,UPP,ALL,ALL,VOC,2022,8.3,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,VOC,ALL,ALL,2022/2023
A,ITC48,REPEA,F,TOTAL,UPP,ALL,ALL,VOC,2023,11.1,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,VOC,ALL,ALL,2023/2024
A,ITC48,REPEA,F,TOTAL,UPP,ALL,ALL,VOC,2024,11.8,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,VOC,ALL,ALL,2024/2025
A,ITC48,REPEA,F,TOTAL,UPP,PRI,ALL,ALL,2015,3.7,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,ALL,ALL,PRI,2015/2016
A,ITC48,REPEA,F,TOTAL,UPP,PRI,ALL,ALL,2016,5.5,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,ALL,ALL,PRI,2016/2017
A,ITC48,REPEA,F,TOTAL,UPP,PRI,ALL,ALL,2017,5.7,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,ALL,ALL,PRI,2017/2018
A,ITC48,REPEA,F,TOTAL,UPP,PRI,ALL,ALL,2018,10.2,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,ALL,ALL,PRI,2018/2019
A,ITC48,REPEA,F,TOTAL,UPP,PRI,ALL,ALL,2019,8.6,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,ALL,ALL,PRI,2019/2020
A,ITC48,REPEA,F,TOTAL,UPP,PRI,ALL,ALL,2020,9.9,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,ALL,ALL,PRI,2020/2021
A,ITC48,REPEA,F,TOTAL,UPP,PRI,ALL,ALL,2021,0.3,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,ALL,ALL,PRI,2021/2022
A,ITC48,REPEA,F,TOTAL,UPP,PRI,ALL,ALL,2022,8.7,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,ALL,ALL,PRI,2022/2023
A,ITC48,REPEA,F,TOTAL,UPP,PRI,ALL,ALL,2023,7.2,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,ALL,ALL,PRI,2023/2024
A,ITC48,REPEA,F,TOTAL,UPP,PRI,ALL,ALL,2024,7.4,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,ALL,ALL,PRI,2024/2025
A,ITC48,REPEA,F,TOTAL,UPP,PRI,ALL,LIC,2020,8.1,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,LIC,ALL,PRI,2020/2021
A,ITC48,REPEA,F,TOTAL,UPP,PRI,ALL,LIC,2021,0.4,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,LIC,ALL,PRI,2021/2022
A,ITC48,REPEA,F,TOTAL,UPP,PRI,ALL,LIC,2022,9.3,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,LIC,ALL,PRI,2022/2023
A,ITC48,REPEA,F,TOTAL,UPP,PRI,ALL,LIC,2023,5.7,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,LIC,ALL,PRI,2023/2024
A,ITC48,REPEA,F,TOTAL,UPP,PRI,ALL,LIC,2024,5.8,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,LIC,ALL,PRI,2024/2025
A,ITC48,REPEA,F,TOTAL,UPP,PRI,ALL,TEC,2020,32.1,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,TEC,ALL,PRI,2020/2021
A,ITC48,REPEA,F,TOTAL,UPP,PRI,ALL,TEC,2021,0.0,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,TEC,ALL,PRI,2021/2022
A,ITC48,REPEA,F,TOTAL,UPP,PRI,ALL,TEC,2022,10.8,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,TEC,ALL,PRI,2022/2023
A,ITC48,REPEA,F,TOTAL,UPP,PRI,ALL,TEC,2023,22.9,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,TEC,ALL,PRI,2023/2024
A,ITC48,REPEA,F,TOTAL,UPP,PRI,ALL,TEC,2024,16.7,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,TEC,ALL,PRI,2024/2025
A,ITC48,REPEA,F,TOTAL,UPP,PRI,ALL,VOC,2020,6.3,ISTAT SDMX,52_1044_DF_DCIS_SCUOLE_15,Secondaria II grado - ripetenti per anno di corso,Pavia,VOC,ALL,PRI,2020/2021
