COD_ISTITUTO;Area_Istituto;STATUS;COD_TIPO_ISTITUTO;TIPO_ISTITUTO_SIGLA;TIPO_ISTITUTO;NOME_ISTITUTO;COMUNE_SEDE;CAP;Indirizzo;COD_RIPGEO;RIPGEO;COD_REG_ISTAT;REGIONE_ISTITUTO;COD_PROV_ISTAT;PROVINCIA_ISTITUTO;web;Stato attività;Data_Chiusura;Annotazioni;ID_ISTITUTO
7214;Area Musicale/Coreutica;Statale;4;CON;Conservatorio di Musica statale;Conservatorio di Musica statale di SALERNO Giuseppe Martucci;SALERNO;84125;via s.de renzi, 62;4;Sud e Isole;15;CAMPANIA;65;SALERNO;https://www.consalerno.com;1;;;89
7211;Area Musicale/Coreutica;Statale;4;CON;Conservatorio di Musica statale;Conservatorio di Musica statale di SASSARI Luigi Canepa;SASSARI;7100;piazzale cappuccini;4;Sud e Isole;20;SARDEGNA;90;SASSARI;https://www.conservatorio.sassari.it;1;;;90
54174;Area Musicale/Coreutica;Statale;4;CON;Conservatorio di Musica statale;Conservatorio di Musica statale di SIENA R. Franci;SIENA;53100;Prato S.Agostino,1;3;Centro;9;TOSCANA;52;SIENA;https://www.conservatoriosiena.it/;1;;NB. Statizzazione dal 2023 con D.M.n.1189 del 14-10-2022 (disattivato IMP SIENA - COD_ISTITUTO 7226);111
54181;Area Musicale/Coreutica;Statale;4;CON;Conservatorio di Musica statale;Conservatorio di Musica statale di TARANTO Giovanni Paisiello;TARANTO;74100;Via Duomo, 276 - Taranto (TA);4;Sud e Isole;16;PUGLIA;73;TARANTO;https://www.paisiello.it/;1;;NB. Statizzazione dal 2023 con D.M.n.1194 del 14-10-2022 (disattivato IMP TARANTO - COD_ISTITUTO 7261);112
19454;Area Musicale/Coreutica;Statale;4;CON;Conservatorio di Musica statale;Conservatorio di Musica statale di TERAMO Gaetano Braga;TERAMO;64100;Corso San Giorgio n. 14/16;4;Sud e Isole;13;ABRUZZO;67;TERAMO;https://www.conservatoriobraga.it/;1;;NB. Statizzazione dal 2016 con decreto del Commissario ad acta in data 24 febbraio 2015 (disattivato IMP TERAMO -COD_ISTITUTO 7218);165
54175;Area Musicale/Coreutica;Statale;4;CON;Conservatorio di Musica statale;Conservatorio di Musica statale di TERNI Giulio Briccialdi;TERNI;5100;Via del Tribunale, 22-24;3;Centro;10;UMBRIA;55;TERNI;https://www.briccialditerni.it/;1;;NB. Statizzazione dal 2023 con D.M.n.1191 del 14-10-2022(disattivato IMP TERNI - COD_ISTITUTO 7227);114
7311;Area Musicale/Coreutica;Statale;4;CON;Conservatorio di Musica statale;Conservatorio di Musica statale di TORINO Giuseppe Verdi;TORINO;10123;via mazzini,11;1;Nord Ovest;1;PIEMONTE;1;TORINO;https://www.conservatoriotorino.eu/;1;;;91
7269;Area Musicale/Coreutica;Statale;4;CON;Conservatorio di Musica statale;Conservatorio di Musica statale di TRAPANI Antonio Scontrino;TRAPANI;91100;via  francesco sceusa, 1;4;Sud e Isole;19;SICILIA;81;TRAPANI;https://www.conservatorioscontrino.it/;1;;;92
7288;Area Musicale/Coreutica;Statale;4;CON;Conservatorio di Musica statale;Conservatorio di Musica statale di TRENTO Francesco Antonio Bonporti;TRENTO;38122;via s. maria maddalena, 1;2;Nord Est;4;TRENTINO-ALTO ADIGE;22;TRENTO;https://www.conservatorio.tn.it;1;;;93
7260;Area Musicale/Coreutica;Statale;4;CON;Conservatorio di Musica statale;Conservatorio di Musica statale di TRENTO - RIVA DEL GARDA (TN) Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);38066;l.go marconi, 5;2;Nord Est;4;TRENTINO-ALTO ADIGE;22;TRENTO;https://www.conservatorio.tn.it/;1;;;85
7289;Area Musicale/Coreutica;Statale;4;CON;Conservatorio di Musica statale;Conservatorio di Musica statale di TRIESTE Giuseppe Tartini;TRIESTE;34123;via carlo ghega, 12;2;Nord Est;6;FRIULI VENEZIA GIULIA;32;TRIESTE;https://conts.it/;1;;;94
7335;Area Musicale/Coreutica;Statale;4;CON;Conservatorio di Musica statale;Conservatorio di Musica statale di UDINE Jacopo Tomadini;UDINE;33100;piazza 1° maggio, 29;2;Nord Est;6;FRIULI VENEZIA GIULIA;30;UDINE;https://www.conservatorio.udine.it/;1;;;95
7207;Area Musicale/Coreutica;Statale;4;CON;Conservatorio di Musica statale;Conservatorio di Musica statale di VENEZIA Benedetto Marcello - Palazzo Pisani;VENEZIA;30124;sestriere s.marco, 2810;2;Nord Est;5;VENETO;27;VENEZIA;https://www.conservatoriovenezia.net;1;;;96
7208;Area Musicale/Coreutica;Statale;4;CON;Conservatorio di Musica statale;Conservatorio di Musica statale di VERONA Felice E. Dall'Abaco;VERONA;37121;via massalongo,2;2;Nord Est;5;VENETO;23;VERONA;https://www.conservatorioverona.it;1;;;97
7284;Area Musicale/Coreutica;Statale;4;CON;Conservatorio di Musica statale;Conservatorio di Musica statale di VIBO VALENTIA Fausto Torrefranca;VIBO VALENTIA;89900;via corsea snc;4;Sud e Isole;18;CALABRIA;102;VIBO VALENTIA;https://www.conservatoriovibovalentia.it;1;;;98
7325;Area Musicale/Coreutica;Statale;4;CON;Conservatorio di Musica statale;Conservatorio di Musica statale di VICENZA Arrigo Pedrollo;VICENZA;36100;contrà.domenico,33;2;Nord Est;5;VENETO;24;VICENZA;https://www.consvi.it;1;;;99
7254;Area Musicale/Coreutica;Non Statale;5;IMP;Istituto Musicale Pareggiato;Istituto Musicale Pareggiato di ANCONA G.B. Pergolesi;ANCONA;;;3;Centro;11;MARCHE;42;ANCONA;;0;2014;cessazione riconoscimento;9999
7265;Area Musicale/Coreutica;Non Statale;5;IMP;Istituto Musicale Pareggiato;Istituto Musicale Pareggiato di AOSTA della VALLE D'AOSTA;AOSTA;11100;via san giocondo, 8;1;Nord Ovest;2;VALLE D'AOSTA;7;VALLE D'AOSTA;https://www.imaosta.com;1;;;115
7315;Area Musicale/Coreutica;Non Statale;5;IMP;Istituto Musicale Pareggiato;Istituto Musicale Pareggiato di BERGAMO Gaetano Donizetti;BERGAMO;;;1;Nord Ovest;3;LOMBARDIA;16;BERGAMO;;0;2023;NB. Statizzazione dal 2023 diventa CON e confluisce nel Politecnico delle Arti di Bergamo;9999
7329;Area Musicale/Coreutica;Non Statale;5;IMP;Istituto Musicale Pareggiato;Istituto Musicale Pareggiato di CALTANISSETTA Vincenzo Bellini;CALTANISSETTA;;;4;Sud e Isole;19;SICILIA;85;CALTANISSETTA;;0;2023;NB. Statizzazione dal 2023 diventa CON;9999
7224;Area Musicale/Coreutica;Non Statale;5;IMP;Istituto Musicale Pareggiato;Istituto Musicale Pareggiato di CATANIA Istituto Superiore di Studi Musicali Vincenzo Bellini;CATANIA;;;4;Sud e Isole;19;SICILIA;87;CATANIA;;0;2023;NB. Statizzazione dal 2023 diventa CON;9999
7249;Area Musicale/Coreutica;Non Statale;5;IMP;Istituto Musicale Pareggiato;Istituto Musicale Pareggiato di CREMONA Claudio Monteverdi;CREMONA;;;1;Nord Ovest;3;LOMBARDIA;19;CREMONA;;0;2023;NB. Statizzazione dal 2023 diventa CON;9999
7323;Area Musicale/Coreutica;Non Statale;5;IMP;Istituto Musicale Pareggiato;Istituto Musicale Pareggiato di GALLARATE (VA) Giacomo Puccini;GALLARATE (VA);;;1;Nord Ovest;3;LOMBARDIA;12;VARESE;;0;2023;NB. Statizzazione dal 2023 diventa CON;9999
7298;Area Musicale/Coreutica;Non Statale;5;IMP;Istituto Musicale Pareggiato;Istituto Musicale Pareggiato di LIVORNO Pietro Mascagni;LIVORNO;;;3;Centro;9;TOSCANA;49;LIVORNO;;0;2023;NB. Statizzazione dal 2023 diventa CON;9999
7268;Area Musicale/Coreutica;Non Statale;5;IMP;Istituto Musicale Pareggiato;Istituto Musicale Pareggiato di LUCCA Luigi Boccherini;LUCCA;;;3;Centro;9;TOSCANA;46;LUCCA;;0;2023;NB. Statizzazione dal 2023 diventa CON;9999
7264;Area Musicale/Coreutica;Non Statale;5;IMP;Istituto Musicale Pareggiato;Istituto Musicale Pareggiato di MODENA e CARPI (MO) Orazio Vecchi - Antonio Tonelli;MODENA e CARPI (MO);;;2;Nord Est;8;EMILIA ROMAGNA;36;MODENA;;0;2023;NB. Statizzazione dal 2023 diventa CON;9999
7253;Area Musicale/Coreutica;Non Statale;5;IMP;Istituto Musicale Pareggiato;Istituto Musicale Pareggiato di NOCERA TERINESE (CZ) P.I. Tchaikovsky;NOCERA TERINESE (CZ);;;4;Sud e Isole;18;CALABRIA;79;CATANZARO;;0;2023;NB. Statizzazione dal 2023 diventa CON;9999
7255;Area Musicale/Coreutica;Non Statale;5;IMP;Istituto Musicale Pareggiato;Istituto Musicale Pareggiato di PAVIA Franco Vittadini;PAVIA;;;1;Nord Ovest;3;LOMBARDIA;18;PAVIA;;0;2023;NB. Statizzazione dal 2023 diventa CON;9999
7225;Area Musicale/Coreutica;Non Statale;5;IMP;Istituto Musicale Pareggiato;Istituto Musicale Pareggiato di RAVENNA Giuseppe Verdi;RAVENNA;;;2;Nord Est;8;EMILIA ROMAGNA;39;RAVENNA;;0;2023;NB. Statizzazione dal 2023 diventa CON;9999
7248;Area Musicale/Coreutica;Non Statale;5;IMP;Istituto Musicale Pareggiato;Istituto Musicale Pareggiato di REGGIO EMILIA e CASTELNOVO NE' MONTI (RE) Achille Peri;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);;;2;Nord Est;8;EMILIA ROMAGNA;35;REGGIO EMILIA;;0;2023;NB. Statizzazione dal 2023 diventa CON;9999
7283;Area Musicale/Coreutica;Non Statale;5;IMP;Istituto Musicale Pareggiato;Istituto Musicale Pareggiato di RIBERA (AG) Arturo Toscanini;RIBERA (AG);;;4;Sud e Isole;19;SICILIA;84;AGRIGENTO;;0;2023;NB. Statizzazione dal 2023 diventa CON;9999
7319;Area Musicale/Coreutica;Non Statale;5;IMP;Istituto Musicale Pareggiato;Istituto Musicale Pareggiato di RIMINI G. Lettimi;RIMINI;;;2;Nord Est;8;EMILIA ROMAGNA;99;RIMINI;;0;2023;NB. Statizzazione dal 2023 con D.M.n.1180 del 14-10-2022 (disattivato IMP RIMINI - COD_ISTITUTO 7319);9999
7226;Area Musicale/Coreutica;Non Statale;5;IMP;Istituto Musicale Pareggiato;Istituto Musicale Pareggiato di SIENA R. Franci;SIENA;;;3;Centro;9;TOSCANA;52;SIENA;;0;2023;NB. Statizzazione dal 2023 diventa CON;9999
7261;Area Musicale/Coreutica;Non Statale;5;IMP;Istituto Musicale Pareggiato;Istituto Musicale Pareggiato di TARANTO Giovanni Paisiello;TARANTO;;;4;Sud e Isole;16;PUGLIA;73;TARANTO;;0;2023;NB. Statizzazione dal 2023 diventa CON;9999
7218;Area Musicale/Coreutica;Non Statale;5;IMP;Istituto Musicale Pareggiato;Istituto Musicale Pareggiato di TERAMO Gaetano Braga;TERAMO;;;4;Sud e Isole;13;ABRUZZO;67;TERAMO;;0;2015;NB. Statizzazione dal 2015 diventa CON;9999
7227;Area Musicale/Coreutica;Non Statale;5;IMP;Istituto Musicale Pareggiato;Istituto Musicale Pareggiato di TERNI Giulio Briccialdi;TERNI;;;3;Centro;10;UMBRIA;55;TERNI;;0;2023;NB. Statizzazione dal 2023 diventa CON;9999
7303;Area Artistica;Statale;6;ISIA;Istituto superiore per le Industrie Artistiche;Istituto superiore per le Industrie Artistiche di FAENZA (RA) ;FAENZA (RA);48018;corso mazzini, 93;2;Nord Est;8;EMILIA ROMAGNA;39;RAVENNA;https://www.isiafaenza.it;1;;;38
7197;Area Artistica;Statale;6;ISIA;Istituto superiore per le Industrie Artistiche;Istituto superiore per le Industrie Artistiche di FIRENZE ;FIRENZE;50143;via Pisana, 79;3;Centro;9;TOSCANA;48;FIRENZE;https://www.isiadesign.fi.it;1;;;39
34050;Area Artistica;Statale;6;ISIA;Istituto superiore per le Industrie Artistiche;Istituto superiore per le Industrie Artistiche di PESCARA ;PESCARA;65122;Corso Umberto I, 87;4;Sud e Isole;13;ABRUZZO;68;PESCARA;https://www.isiadesign.pe.it;1;;;171
7241_;Area Artistica;Statale;6;ISIA;Istituto superiore per le Industrie Artistiche;Istituto superiore per le Industrie Artistiche di PORDENONE (sede decentrata Isia di ROMA);PORDENONE;33170;Via Prasecco, 3a;2;Nord Est;6;FRIULI VENEZIA GIULIA;93;PORDENONE;https://www.isiaroma.it/;1;;;400
7241;Area Artistica;Statale;6;ISIA;Istituto superiore per le Industrie Artistiche;Istituto superiore per le Industrie Artistiche di ROMA ;ROMA;186;piazza della maddalena, 53;3;Centro;12;LAZIO;58;ROMA;https://www.isiaroma.it/;1;;;40
7252;Area Artistica;Statale;6;ISIA;Istituto superiore per le Industrie Artistiche;Istituto superiore per le Industrie Artistiche di URBINO (PU) ;URBINO (PU);61029;via s. chiara, 36;3;Centro;11;MARCHE;41;PESARO E URBINO;https://www.isiaurbino.net/;1;;;41
7217;Area Artistica;Non Statale;7;ALR;Accademia Legalmente Riconosciuta;Accademia Legalmente Riconosciuta Michelangelo di AGRIGENTO;AGRIGENTO;;;4;Sud e Isole;19;SICILIA;84;AGRIGENTO;;0;2016;cessazione riconoscimento;9999
7313;Area Artistica;Non Statale;7;ALR;Accademia Legalmente Riconosciuta;Accademia Legalmente Riconosciuta Carrara di BERGAMO;BERGAMO;;;1;Nord Ovest;3;LOMBARDIA;16;BERGAMO;;0;2023;NB. Statizzazione dal 2023 diventa ABA e confluisce nel Politecnico delle Arti di Bergamo;9999
7228;Area Artistica;Non Statale;7;ALR;Accademia Legalmente Riconosciuta;Accademia Legalmente Riconosciuta SantaGiulia di BRESCIA;BRESCIA;25128;via n. tommaseo, 49;1;Nord Ovest;3;LOMBARDIA;17;BRESCIA;https://www.accademiasantagiulia.it/;1;;;117
7296;Area Artistica;Non Statale;7;ALR;Accademia Legalmente Riconosciuta;Accademia Legalmente Riconosciuta Libera Accademia di Belle Arti - LABA di BRESCIA;BRESCIA;25128;via don g. vender, 66;1;Nord Ovest;3;LOMBARDIA;17;BRESCIA;https://www.laba.edu;1;;;118
7230;Area Artistica;Non Statale;7;ALR;Accademia Legalmente Riconosciuta;Accademia Legalmente Riconosciuta Nike di CATANIA;CATANIA;;;4;Sud e Isole;19;SICILIA;87;CATANIA;;0;2016;cessazione riconoscimento;9999
7231;Area Artistica;Non Statale;7;ALR;Accademia Legalmente Riconosciuta;Accademia Legalmente Riconosciuta Aldo Galli di COMO;COMO;22100;via francesco petrarca, 9;1;Nord Ovest;3;LOMBARDIA;13;COMO;https://www.accademiagalli.com;1;;;24
7336;Area Artistica;Non Statale;7;ALR;Accademia Legalmente Riconosciuta;Accademia Legalmente Riconosciuta di CUNEO ;CUNEO;12100;via savigliano, 8/b;1;Nord Ovest;1;PIEMONTE;4;CUNEO;https://www.accademiabellearticuneo.it;1;;;25
7267;Area Artistica;Non Statale;7;ALR;Accademia Legalmente Riconosciuta;Accademia Legalmente Riconosciuta Acc. Ligustica di GENOVA;GENOVA;;;1;Nord Ovest;7;LIGURIA;10;GENOVA;;0;2023;NB. Statizzazione dal 2023 diventa ABA;9999
7232;Area Artistica;Non Statale;7;ALR;Accademia Legalmente Riconosciuta;Accademia Legalmente Riconosciuta Nuova Accademia di Belle Arti di MILANO;MILANO;20143;via darwin, 20;1;Nord Ovest;3;LOMBARDIA;15;MILANO;https://www.naba.it;1;;;27
7308;Area Artistica;Non Statale;7;ALR;Accademia Legalmente Riconosciuta;Accademia Legalmente Riconosciuta A.C.M.E di MILANO;MILANO;20154;via cagnola, 17;1;Nord Ovest;3;LOMBARDIA;15;MILANO;https://www.acmemilano.it;1;;;128
59071;Area Artistica;Non Statale;7;ALR;Accademia Legalmente Riconosciuta;Accademia Legalmente Riconosciuta Rome University of fine arts - Accademia di Belle Arti RUFA di MILANO  (sede decentrata dell'Accademia RUFA di ROMA);MILANO;20158;Piazzale Lugano, 19;1;Nord Ovest;3;LOMBARDIA;15;MILANO;https://www.unirufa.it/;1;;;1211
52391;Area Artistica;Non Statale;7;ALR;Accademia Legalmente Riconosciuta;Accademia Legalmente Riconosciuta Accademia di Belle Arti Istituto I. Duncan di MILANO - (sede decentrata Istituto I. Duncan di SANREMO);MILANO;20125;Via Privata Chioggia 2/4;1;Nord Ovest;3;LOMBARDIA;15;MILANO;https://www2.accademiabelleartisanremo.it/accademia/index.asp;1;;;1240
7221;Area Artistica;Non Statale;7;ALR;Accademia Legalmente Riconosciuta;Accademia Legalmente Riconosciuta A.C.M.E di NOVARA;NOVARA;;;1;Nord Ovest;1;PIEMONTE;3;NOVARA;;0;2023;cessazione riconoscimento;9999
7234;Area Artistica;Non Statale;7;ALR;Accademia Legalmente Riconosciuta;Accademia Legalmente Riconosciuta Pietro Vannucci di PERUGIA;PERUGIA;;;3;Centro;10;UMBRIA;54;PERUGIA;;0;2023;NB. Statizzazione dal 2023 diventa ABA;9999
7256;Area Artistica;Non Statale;7;ALR;Accademia Legalmente Riconosciuta;Accademia Legalmente Riconosciuta Accademia di Belle Arti Mediterranea di RAGUSA;RAGUSA;;;4;Sud e Isole;19;SICILIA;88;RAGUSA;;0;2016;cessazione riconoscimento;9999
7291;Area Artistica;Non Statale;7;ALR;Accademia Legalmente Riconosciuta;Accademia Legalmente Riconosciuta di RAVENNA ;RAVENNA;;;2;Nord Est;8;EMILIA ROMAGNA;39;RAVENNA;;0;2023;NB. Statizzazione dal 2023 diventa ABA;9999
7330;Area Artistica;Non Statale;7;ALR;Accademia Legalmente Riconosciuta;Accademia Legalmente Riconosciuta Rome University of fine arts  - Accademia di Belle Arti RUFA di ROMA;ROMA;199;via benaco, n. 2;3;Centro;12;LAZIO;58;ROMA;https://www.unirufa.it;1;;;121
41230;Area Artistica;Non Statale;7;ALR;Accademia Legalmente Riconosciuta;Accademia Legalmente Riconosciuta Nuova Accademia di Belle Arti di ROMA - (sede decentrata Nuova Accademia di Belle Arti di MILANO);ROMA;154;Via Ostiense, 92;3;Centro;12;LAZIO;58;ROMA;https://www.naba.it/it/chi-siamo/campus-roma;1;;;270
7236_;Area Artistica;Non Statale;7;ALR;Accademia Legalmente Riconosciuta;"Accademia Legalmente Riconosciuta di S.AGATA LI BATTIATI (CT) ""ABADIR"" Accademia di Belle Arti e Restauro";S.AGATA LI BATTIATI (CT);;;4;Sud e Isole;19;SICILIA;87;CATANIA;;0;2017;cessazione riconoscimento diventa Art11;9999
7235;Area Artistica;Non Statale;7;ALR;Accademia Legalmente Riconosciuta;Accademia Legalmente Riconosciuta di S.MARTINO DELLE SCALE  (PA) Abadir;S.MARTINO DELLE SCALE  (PA);;;4;Sud e Isole;19;SICILIA;82;PALERMO;;0;2023;cessazione riconoscimento;9999
7251;Area Artistica;Non Statale;7;ALR;Accademia Legalmente Riconosciuta;Accademia Legalmente Riconosciuta Accademia di Belle Arti Istituto I. Duncan di SANREMO;SANREMO (IM);18038;Via Val Del Ponte, 34;1;Nord Ovest;7;LIGURIA;8;IMPERIA;https://www2.accademiabelleartisanremo.it/accademia/index.asp;1;;;124
7244;Area Artistica;Non Statale;7;ALR;Accademia Legalmente Riconosciuta;Accademia Legalmente Riconosciuta Rosario Gagliardi di SIRACUSA;SIRACUSA;96100;via Cairoli, 20;4;Sud e Isole;19;SICILIA;89;SIRACUSA;https://www.madeprogram.it;1;;;36
7302;Area Artistica;Non Statale;7;ALR;Accademia Legalmente Riconosciuta;Accademia Legalmente Riconosciuta di STEFANACONI (VV) Fidia;STEFANACONI (VV);;;4;Sud e Isole;18;CALABRIA;102;VIBO VALENTIA;;0;2020;cessazione riconoscimento;9999
7229;Area Artistica;Non Statale;7;ALR;Accademia Legalmente Riconosciuta;Accademia Legalmente Riconosciuta di TRAPANI Kandinskij;TRAPANI;;;4;Sud e Isole;19;SICILIA;81;TRAPANI;;0;2017;cessazione riconoscimento;9999
7306;Area Artistica;Non Statale;7;ALR;Accademia Legalmente Riconosciuta;Accademia Legalmente Riconosciuta Accademia Belle Arti legalmente riconosciuta  di VERONA;VERONA;;;2;Nord Est;5;VENETO;23;VERONA;;0;2023;NB. Statizzazione dal 2023 diventa ABA;9999
7266;Area Artistica;Non Statale;7;ALR;Accademia Legalmente Riconosciuta;Accademia Legalmente Riconosciuta di VITERBO Lorenzo da Viterbo;VITERBO;1100;via col moschin,17;3;Centro;12;LAZIO;56;VITERBO;https://www.abav.it;1;;;32
35471;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Accademia di Belle Arti Michelangelo di AGRIGENTO;AGRIGENTO;;;4;Sud e Isole;19;SICILIA;84;AGRIGENTO;;0;2023;cessazione riconoscimento;9999
32950;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Istituto Poliarte di ANCONA;ANCONA;60125;Via Miano, 41 a/b ;3;Centro;11;MARCHE;42;ANCONA;https://poliarte.net;1;;;168
48770;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) The Bernstein School of Musical Theater di BOLOGNA;BOLOGNA;40133;Via Paolo Nanni Costa 12/6 ;2;Nord Est;8;EMILIA ROMAGNA;37;BOLOGNA;https://www.bsmt.it;1;;;184
39394;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Istituto Polo Michelangelo Arte e Design di BOLOGNA;BOLOGNA;;;2;Nord Est;8;EMILIA ROMAGNA;37;BOLOGNA;;0;2023;cessazione riconoscimento;9999
16008;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Istituto Europeo del Design (IED) di CAGLIARI;CAGLIARI;9123;Villa Satta - Viale Trento, 39;4;Sud e Isole;20;SARDEGNA;92;CAGLIARI;https://www.ied.it;1;;;1463
16009;Area Musicale/Coreutica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Scuola di Musica di FIESOLE;FIESOLE (FI);50014;Via delle Fontanelle, 24;3;Centro;9;TOSCANA;48;FIRENZE;https://www.scuolamusica.fiesole.fi.it;1;;;161
15848;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Accademia Italiana di Arte, Moda e Design di FIRENZE;FIRENZE;50125;Piazza Pitti, 15;3;Centro;9;TOSCANA;48;FIRENZE;https://www.accademiaitaliana.com;1;;;155
33890;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Libera Accademia di Belle Arti di FIRENZE;FIRENZE;50126;Piazza di Badia a Ripoli 1/a;3;Centro;9;TOSCANA;48;FIRENZE;https://www.laba.biz;1;;;176
33932;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Istituto Europeo del Design (IED) di FIRENZE - (sede decentrata dello IED di MILANO);FIRENZE;50122;Via M. Bufalini 6/r;3;Centro;9;TOSCANA;48;FIRENZE;https://www.ied.it;1;;;1464
38122;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Istituto Marangoni di FIRENZE - (sede decentrata dell'Istituto Marangoni di MILANO);FIRENZE;50123;Via de' Tornabuoni, 17;3;Centro;9;TOSCANA;48;FIRENZE;https://www.istitutomarangoni.com/;1;;;1660
15848_;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Accademia Italiana di Arte, Moda e Design;FIRENZE e ROMA;;;3;Centro;9;TOSCANA;48;FIRENZE;;0;2012;suddivisione in 2 sedi distinte;9999
52371;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Istituto del Design (IFOR s.r.l.) di MATERA;MATERA;75100;Via Pasquale Vena 66/C;4;Sud e Isole;17;BASILICATA;77;MATERA;https://www.istitutodeldesign.it;1;;autorizzazione dal 2021/22;186
11892;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Istituto Europeo del Design (IED) di MILANO;MILANO;20153;via Bezzecca, 5 Firenze: Via M. Bufa;1;Nord Ovest;3;LOMBARDIA;15;MILANO;https://www.ied.it;1;;;146
59070;Area Musicale/Coreutica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Saint Louis Music Center, College of Music di Milano (sede decentrata del SLMC di ROMA);MILANO;184;Via Urbana 49/a, 50;1;Nord Ovest;3;LOMBARDIA;15;MILANO;https://www.slmc.it;1;;;151
16007;Area Musicale/Coreutica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Milano Civica Scuola di Musica di MILANO;MILANO;20154;Via Stilicone, 36;1;Nord Ovest;3;LOMBARDIA;15;MILANO;https://www.fondazionemilano.eu;1;;;158
30557;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Istituto Marangoni di MILANO;MILANO;20121;Via Verri, 4;1;Nord Ovest;3;LOMBARDIA;15;MILANO;https://www.istitutomarangoni.com;1;;;166
33750;Area Musicale/Coreutica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Istituto Mussida Music Publishing di MILANO;MILANO;20125;Via Elio Reguzzoni, 15 ;1;Nord Ovest;3;LOMBARDIA;15;MILANO;https://www.cpm.it;1;;;174
33752;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) SAE Italia International Technology College di MILANO;MILANO;20134;Via Trentacoste, 14;1;Nord Ovest;3;LOMBARDIA;15;MILANO;https://www.sae.edu;1;;;175
