DATA;CODICE_REGIONE;NOME_REGIONE;CODICE_TIPOLOGIA_PERSONALE;DESCRIZIONE_TIPOLOGIA_PERSONALE;NUMERO
31/12/2024;17;Basilicata;110;Dipendente da altro Ente Pubblico parz time a tempo indeterminato femmina;0
31/12/2024;18;Calabria;95;Dipendente dall'Ente full time a tempo indeterminato maschio;4
31/12/2024;18;Calabria;96;Dipendente dall'Ente full time a tempo indeterminato femmina;4
31/12/2024;18;Calabria;97;Dipendente dall'Ente part time a tempo indeterminato maschio;3
31/12/2024;18;Calabria;98;Dipendente dall'Ente part time a tempo indeterminato femmina;1
31/12/2024;18;Calabria;99;Dipendente dalla Regione full time a tempo indeterminato maschio;0
31/12/2024;18;Calabria;100;Dipendente dalla Regione full time a tempo indeterminato femmina;0
31/12/2024;18;Calabria;101;Dipendente dalla Regione part time a tempo indeterminato maschio;0
31/12/2024;18;Calabria;102;Dipendente dalla Regione part time a tempo indeterminato femmina;0
31/12/2024;18;Calabria;103;Dipendente dall'ateneo full time a tempo indeterminato maschio;19
31/12/2024;18;Calabria;104;Dipendente dall'ateneo full time a tempo indeterminato femmina;13
31/12/2024;18;Calabria;105;Dipendente dall'ateneo part time a tempo indeterminato maschio;2
31/12/2024;18;Calabria;106;Dipendente dall'ateneo part time a tempo indeterminato femmina;1
31/12/2024;18;Calabria;107;Dipendente da altro Ente Pubblico full time a tempo indeterminato maschio;0
31/12/2024;18;Calabria;108;Dipendente da altro Ente Pubblico full time a tempo indeterminato femmina;0
31/12/2024;18;Calabria;109;Dipendente da altro Ente Pubblico part time a tempo indeterminato maschio;0
31/12/2024;18;Calabria;110;Dipendente da altro Ente Pubblico parz time a tempo indeterminato femmina;0
31/12/2024;19;Sicilia;95;Dipendente dall'Ente full time a tempo indeterminato maschio;11
31/12/2024;19;Sicilia;96;Dipendente dall'Ente full time a tempo indeterminato femmina;4
31/12/2024;19;Sicilia;97;Dipendente dall'Ente part time a tempo indeterminato maschio;0
31/12/2024;19;Sicilia;98;Dipendente dall'Ente part time a tempo indeterminato femmina;0
31/12/2024;19;Sicilia;99;Dipendente dalla Regione full time a tempo indeterminato maschio;41
31/12/2024;19;Sicilia;100;Dipendente dalla Regione full time a tempo indeterminato femmina;59
31/12/2024;19;Sicilia;101;Dipendente dalla Regione part time a tempo indeterminato maschio;0
31/12/2024;19;Sicilia;102;Dipendente dalla Regione part time a tempo indeterminato femmina;0
31/12/2024;19;Sicilia;103;Dipendente dall'ateneo full time a tempo indeterminato maschio;0
31/12/2024;19;Sicilia;104;Dipendente dall'ateneo full time a tempo indeterminato femmina;0
31/12/2024;19;Sicilia;105;Dipendente dall'ateneo part time a tempo indeterminato maschio;0
31/12/2024;19;Sicilia;106;Dipendente dall'ateneo part time a tempo indeterminato femmina;0
31/12/2024;19;Sicilia;107;Dipendente da altro Ente Pubblico full time a tempo indeterminato maschio;1
31/12/2024;19;Sicilia;108;Dipendente da altro Ente Pubblico full time a tempo indeterminato femmina;2
31/12/2024;19;Sicilia;109;Dipendente da altro Ente Pubblico part time a tempo indeterminato maschio;0
31/12/2024;19;Sicilia;110;Dipendente da altro Ente Pubblico parz time a tempo indeterminato femmina;0
31/12/2024;20;Sardegna;95;Dipendente dall'Ente full time a tempo indeterminato maschio;55
31/12/2024;20;Sardegna;96;Dipendente dall'Ente full time a tempo indeterminato femmina;52
31/12/2024;20;Sardegna;97;Dipendente dall'Ente part time a tempo indeterminato maschio;0
31/12/2024;20;Sardegna;98;Dipendente dall'Ente part time a tempo indeterminato femmina;0
31/12/2024;20;Sardegna;99;Dipendente dalla Regione full time a tempo indeterminato maschio;1
31/12/2024;20;Sardegna;100;Dipendente dalla Regione full time a tempo indeterminato femmina;5
31/12/2024;20;Sardegna;101;Dipendente dalla Regione part time a tempo indeterminato maschio;0
31/12/2024;20;Sardegna;102;Dipendente dalla Regione part time a tempo indeterminato femmina;0
31/12/2024;20;Sardegna;103;Dipendente dall'ateneo full time a tempo indeterminato maschio;0
31/12/2024;20;Sardegna;104;Dipendente dall'ateneo full time a tempo indeterminato femmina;0
31/12/2024;20;Sardegna;105;Dipendente dall'ateneo part time a tempo indeterminato maschio;0
31/12/2024;20;Sardegna;106;Dipendente dall'ateneo part time a tempo indeterminato femmina;0
31/12/2024;20;Sardegna;107;Dipendente da altro Ente Pubblico full time a tempo indeterminato maschio;3
31/12/2024;20;Sardegna;108;Dipendente da altro Ente Pubblico full time a tempo indeterminato femmina;3
31/12/2024;20;Sardegna;109;Dipendente da altro Ente Pubblico part time a tempo indeterminato maschio;0
31/12/2024;20;Sardegna;110;Dipendente da altro Ente Pubblico parz time a tempo indeterminato femmina;0
