ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSO,TIPOPERCORSO,PERCORSO,INDIRIZZO,ALUNNIMASCHI,ALUNNIFEMMINE
202425,ORPM01000T,SCUOLA SECONDARIA II GRADO,1,LICEO,MUSICALE E COREUTICO,MUSICALE E COREUTICO - SEZ. MUSICALE,12,5
202425,CSTD067013,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,16,6
202425,APPS02000E,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,14,7
202425,VEPC06000T,SCUOLA SECONDARIA II GRADO,4,LICEO,CLASSICO,CLASSICO,11,36
202425,ARPS01901L,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,22,21
202425,BOSL02000A,SCUOLA SECONDARIA II GRADO,3,LICEO,ARTISTICO,DESIGN - CERAMICA,2,13
202425,CSPM070003,SCUOLA SECONDARIA II GRADO,3,LICEO,CLASSICO,CLASSICO,1,11
202425,SAPM050003,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,12,42
202425,RMPS073018,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO,62,39
202425,VRPS019013,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,36,23
202425,VTTD01402V,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,NUOVI PROFESSIONALI,ARTI AUSILIARIE DELLE PROFESSIONI SANITARIE: ODONTOTECNICO,15,9
202425,ANTD01201T,SCUOLA SECONDARIA II GRADO,2,TECNICO,ECONOMICO,TURISMO,9,18
202425,PNTF00701G,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,MECCANICA E MECCATRONICA,8,0
202425,CRTL00101B,SCUOLA SECONDARIA II GRADO,2,TECNICO,TECNOLOGICO,"COSTR., AMB. E TERRITORIO - BIENNIO COM.",11,4
202425,TAPS070008,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO,18,21
202425,LOTF004013,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,AUTOMAZIONE,6,3
202425,CTPS020004,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO,34,28
202425,CSPS18000D,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENTIFICO,SCIENTIFICO,49,49
202425,TVTF04000T,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,30,16
202425,TPTD02202N,SCUOLA SECONDARIA II GRADO,1,TECNICO,ECONOMICO,AMM. FINAN. MARKETING - BIENNIO COMUNE,28,14
202425,PATD01301A,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,SISTEMI INFORMATIVI AZIENDALI,16,6
202425,RNTD00201X,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,AUTOMAZIONE,17,1
202425,TVTF01901D,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,GRAFICA E COMUNICAZIONE,63,46
202425,SAPM05801P,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,4,15
202425,MORI030007,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE,NUOVI PROFESSIONALI,MANUTENZIONE E ASSISTENZA TECNICA,118,4
202425,PEPM020004,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENZE UMANE,SCIENZE UMANE,9,123
202425,CSTD067013,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,11,12
202425,BARF03301X,SCUOLA SECONDARIA II GRADO,5,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE,3,24
202425,NATD082519,SCUOLA SECONDARIA II GRADO,5,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,5,12
202425,TOPM050003,SCUOLA SECONDARIA II GRADO,1,LICEO,INTERNAZIONALE,LICEO LINGUISTICO INTERNAZIONALE - OPZIONE SPAGNOLA,2,23
202425,NUTD01901L,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,GRAFICA E COMUNICAZIONE,7,9
202425,SRSD02201B,SCUOLA SECONDARIA II GRADO,4,LICEO,ARTISTICO,GRAFICA,4,9
202425,PZPS00102P,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO,5,11
202425,BATF06301G,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,TELECOMUNICAZIONI,14,1
202425,CSPC016028,SCUOLA SECONDARIA II GRADO,4,LICEO,CLASSICO,CLASSICO,4,7
202425,NARI137018,SCUOLA SECONDARIA II GRADO,5,PROFESSIONALE,NUOVI PROFESSIONALI,MANUTENZIONE E ASSISTENZA TECNICA,34,0
202425,RITF00701R,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,AUTOMAZIONE,18,0
202425,SPTF00601X,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,MECCANICA E MECCATRONICA,40,3
202425,LEPS23000N,SCUOLA SECONDARIA II GRADO,5,LICEO,LINGUISTICO,LINGUISTICO,3,14
202425,LTPC00301Q,SCUOLA SECONDARIA II GRADO,5,LICEO,LINGUISTICO,LICEO LINGUISTICO - ESABAC,11,14
202425,LEPM150003,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENZE UMANE,SCIENZE UMANE,2,44
202425,CZTF00701D,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,CHIM. MATER. BIOTECN. - BIENNIO COMUNE,9,17
202425,SRPS014012,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENTIFICO,SCIENTIFICO,27,13
202425,LCPS020004,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENTIFICO,SCIENTIFICO,37,46
202425,TOTF10000X,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,BIOTECNOLOGIE SANITARIE,27,30
202425,BSPS03000P,SCUOLA SECONDARIA II GRADO,4,LICEO,CLASSICO,CLASSICO,2,15
202425,MIRH010009,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,123,84
202425,VIRF020004,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI CULTURALI E DELLO SPETTACOLO,21,21
202425,CZPM00101D,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,2,30
202425,MBRC06050B,SCUOLA SECONDARIA II GRADO,4,PROFESSIONALE,SERVIZI,SERVIZI DI SALA E DI VENDITA - TRIENNIO,1,0
202425,VIRI011019,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE,6,33
202425,RMRI06602B,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,NUOVI PROFESSIONALI,INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY,2,22
202425,PGRH01000R,SCUOLA SECONDARIA II GRADO,4,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,43,37
202425,NATD128014,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,TELECOMUNICAZIONI,27,1
202425,CNTD040504,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,8,10
202425,RGPM01801D,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENZE UMANE,SCIENZE UMANE,3,72
202425,TORH02950Q,SCUOLA SECONDARIA II GRADO,5,PROFESSIONALE,SERVIZI,ENOGASTRONOMIA - TRIENNIO,18,7
202425,FRPS070001,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,25,21
202425,CSPS068013,SCUOLA SECONDARIA II GRADO,2,LICEO,LINGUISTICO,LINGUISTICO,1,11
202425,FIRI023019,SCUOLA SECONDARIA II GRADO,5,PROFESSIONALE,NUOVI PROFESSIONALI,INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY,16,0
202425,METD033506,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE,SERVIZI,ENOGAS. OSPIT. ALBERG. - BIENNIO COMUNE,7,9
202425,PRPS008026,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,11,5
202425,TAPC070005,SCUOLA SECONDARIA II GRADO,2,LICEO,INTERNAZIONALE,LICEO LINGUISTICO INTERNAZIONALE FRANCESE - BIENNIO,8,31
202425,PGRI24000T,SCUOLA SECONDARIA II GRADO,4,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE,5,22
202425,PRPC00301V,SCUOLA SECONDARIA II GRADO,5,LICEO,LINGUISTICO,LINGUISTICO,7,28
202425,TVPC02000B,SCUOLA SECONDARIA II GRADO,4,LICEO,CLASSICO,CLASSICO,4,18
202425,RMTD48000N,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,COSTRUZIONI AMBIENTE E TERRITORIO - TRIENNIO,11,8
202425,TPPM050001,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENZE UMANE,SCIENZE UMANE,5,58
202425,RCRI03401Q,SCUOLA SECONDARIA II GRADO,5,PROFESSIONALE,NUOVI PROFESSIONALI,ARTI AUSILIARIE DELLE PROFESSIONI SANITARIE: OTTICO,6,12
202425,SVTD001011,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,RELAZIONI INTERNAZIONALI PER IL MARKETING,22,20
202425,MBSL062013,SCUOLA SECONDARIA II GRADO,5,LICEO,ARTISTICO,GRAFICA,2,20
202425,CASL01701D,SCUOLA SECONDARIA II GRADO,4,LICEO,ARTISTICO,ARCHITETTURA E AMBIENTE,7,7
202425,CLRA002014,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE,NUOVI PROFESSIONALI,"AGRICOLTURA, SVILUPPO RURALE, VALORIZZAZIONE DEI PRODOTTI DEL TERRITORIO E GESTIONE DELLE RISORSE FORESTALI E MONTANE",30,0
202425,CTPS10000Q,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO,15,28
202425,TOTF00401B,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,MECCANICA E MECCATRONICA,56,0
202425,SAPM026017,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,6,17
202425,RCTF03801X,SCUOLA SECONDARIA II GRADO,2,TECNICO,TECNOLOGICO,MECC. MECCATRON. ENER. - BIENNIO COMUNE,8,2
202425,PSPC018014,SCUOLA SECONDARIA II GRADO,3,LICEO,LINGUISTICO,LICEO LINGUISTICO - ESABAC,5,18
202425,VEPS05000A,SCUOLA SECONDARIA II GRADO,5,LICEO,LINGUISTICO,LINGUISTICO,3,20
202425,CTTF01000G,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,AUTOMAZIONE,7,0
202425,CTPC00102N,SCUOLA SECONDARIA II GRADO,4,LICEO,LINGUISTICO,LINGUISTICO,1,14
202425,TAPS19000A,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,85,43
202425,SSRH02050V,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,SERVIZI,ENOGASTRONOMIA - TRIENNIO,14,17
202425,CHRI01801R,SCUOLA SECONDARIA II GRADO,4,PROFESSIONALE,NUOVI PROFESSIONALI,INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY,2,6
202425,RMTF088014,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,MECCANICA E MECCATRONICA,31,0
202425,BSTD020509,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,12,14
202425,TOTD02101V,SCUOLA SECONDARIA II GRADO,5,TECNICO,ECONOMICO,TURISMO,4,37
202425,BATD09000L,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,COSTRUZIONI AMBIENTE E TERRITORIO - TRIENNIO,17,4
202425,ROTA01201R,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,GESTIONE DELL'AMBIENTE E DEL TERRITORIO,26,6
202425,MOPS02000B,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO,98,71
202425,CTPS06000E,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO,102,83
202425,PAPC12000A,SCUOLA SECONDARIA II GRADO,1,LICEO,CLASSICO,CLASSICO,4,15
202425,ANTD02201C,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,TECNOLOGIE DEL LEGNO NELLE COSTRUZIONE - OPZIONE,6,5
202425,ARPC001018,SCUOLA SECONDARIA II GRADO,4,LICEO,ARTISTICO,AUDIOVISIVO MULTIMEDIA,16,10
202425,PNSD020009,SCUOLA SECONDARIA II GRADO,5,LICEO,ARTISTICO,GRAFICA,7,12
202425,PAPC00150D,SCUOLA SECONDARIA II GRADO,4,LICEO,ARTISTICO,ARTI FIGURATIVE - PLASTICO PITTORICO,3,12
202425,PGSD026014,SCUOLA SECONDARIA II GRADO,5,LICEO,ARTISTICO,SCENOGRAFIA,8,0
202425,CLTE013018,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,CHIM. MATER. BIOTECN. - BIENNIO COMUNE,26,37
202425,PZTD00101D,SCUOLA SECONDARIA II GRADO,5,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,0,7
202425,GRPS00101Q,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO,16,22
202425,LOTD010003,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,RELAZIONI INTERNAZIONALI PER IL MARKETING,13,22
202425,LESL03000R,SCUOLA SECONDARIA II GRADO,3,LICEO,ARTISTICO,SCENOGRAFIA,6,19
202425,TPTF027012,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,ELETTRONICA,60,0
202425,ENRH013013,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,9,5
202425,AGPC060002,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,13,4
202425,ALTF01000R,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,COSTRUZIONI AERONAUTICHE - OPZIONE,8,5
202425,GETF01701Q,SCUOLA SECONDARIA II GRADO,1,TECNICO,ECONOMICO,AMM. FINAN. MARKETING - BIENNIO COMUNE,6,5
202425,TATF02402P,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,TRASPORTI E LOGISTICA - BIENNIO COMUNE,31,0
202425,RNPS05000C,SCUOLA SECONDARIA II GRADO,3,LICEO,ARTISTICO,ARTI FIGURATIVE - PLASTICO SCULTOREO,3,18
202425,ALPC00901C,SCUOLA SECONDARIA II GRADO,3,LICEO,CLASSICO,CLASSICO,8,22
202425,NAPS14000T,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO,81,55
202425,PCPS02000T,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,112,60
202425,GERC006526,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,SERVIZI,SERVIZI SOCIO-SANITARI,4,23
202425,FGTF17000V,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,ELETTROTECNICA,13,2
202425,PCSL007019,SCUOLA SECONDARIA II GRADO,4,LICEO,ARTISTICO,AUDIOVISIVO MULTIMEDIA,8,16
202425,CEPS040003,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENZE UMANE,SCIENZE UMANE,4,41
202425,NATF05000N,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,ELETTROTECNICA,24,0
202425,RMRC12202T,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,NUOVI PROFESSIONALI,INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY,2,27
202425,BATH040009,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,LOGISTICA,10,1
202425,MIRC107016,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE,15,72
202425,MITD012014,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,20,6
202425,VIPC00101A,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,8,15
202425,BSTF00101T,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,MECCANICA E MECCATRONICA,23,0
202425,CAPS06000T,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENZE UMANE,SCIENZE UMANE,1,15
202425,LURI00401B,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE,NUOVI PROFESSIONALI,MANUTENZIONE E ASSISTENZA TECNICA,42,1
202425,FGPM05000Q,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENTIFICO,SCIENTIFICO,20,26
202425,PSTD006527,SCUOLA SECONDARIA II GRADO,1,TECNICO,ECONOMICO,AMM. FINAN. MARKETING - BIENNIO COMUNE,13,0
202425,MCRC00901C,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI CULTURALI E DELLO SPETTACOLO,9,13
202425,CZRC01101G,SCUOLA SECONDARIA II GRADO,4,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,14,12
202425,VIPS004011,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENTIFICO,SCIENTIFICO,4,11
202425,ARRI012013,SCUOLA SECONDARIA II GRADO,4,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE,2,7
202425,PTTA010004,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,GESTIONE DELL'AMBIENTE E DEL TERRITORIO,6,2
202425,CBRH00750P,SCUOLA SECONDARIA II GRADO,5,PROFESSIONALE,SERVIZI,SERVIZI DI SALA E DI VENDITA - TRIENNIO,1,5
202425,NASL12101A,SCUOLA SECONDARIA II GRADO,4,LICEO,ARTISTICO,DESIGN - INDUSTRIA,1,17
202425,MITD09901Q,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,SISTEMI INFORMATIVI AZIENDALI,14,5
202425,VITF02000X,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,INFOR. TELECOM. - BIENNIO COMUNE,108,11
202425,MIPS11000C,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO,89,59
202425,FGPM10000G,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENZE UMANE,SCIENZE UMANE,1,47
202425,TOTL06801E,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,TECNOLOGIE DEL LEGNO NELLE COSTRUZIONE - OPZIONE,27,11
202425,SVPM01000X,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENZE UMANE,SCIENZE UMANE,11,62
202425,CERH002013,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,22,27
202425,CSRA023013,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,16,8
202425,NAPS110002,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO,68,68
202425,PITD04002D,SCUOLA SECONDARIA II GRADO,2,TECNICO,TECNOLOGICO,ELETTR. ED ELETTROTEC.- BIENNIO COMUNE,26,1
202425,MITD03701C,SCUOLA SECONDARIA II GRADO,5,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,21,12
202425,CSTD01801T,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,1,5
202425,MCPC04000Q,SCUOLA SECONDARIA II GRADO,5,LICEO,LINGUISTICO,LICEO LINGUISTICO - ESABAC,17,53
202425,MBTD41000Q,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,45,26
202425,FIPS02601G,SCUOLA SECONDARIA II GRADO,4,LICEO,LINGUISTICO,LINGUISTICO,3,21
202425,UDRI00601V,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,NUOVI PROFESSIONALI,INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY,0,10
202425,CLTD00201A,SCUOLA SECONDARIA II GRADO,3,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,16,4
202425,MEPS02901A,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,16,25
202425,PGRI03101A,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,NUOVI PROFESSIONALI,INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY,0,10
202425,POTD006027,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,SISTEMI INFORMATIVI AZIENDALI,38,10
202425,PGTF03401P,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,MECCANICA E MECCATRONICA,11,1
202425,RMSD09602C,SCUOLA SECONDARIA II GRADO,3,LICEO,ARTISTICO,AUDIOVISIVO MULTIMEDIA,16,33
202425,CTRH01004B,SCUOLA SECONDARIA II GRADO,5,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,12,5
202425,RITD00601P,SCUOLA SECONDARIA II GRADO,2,TECNICO,ECONOMICO,TURISMO,5,2
202425,CATD00901D,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,"TESSILE, ABBIGLIAMENTO E MODA",3,5
202425,PVTA01000P,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,PRODUZIONI E TRASFORMAZIONI,28,11
202425,SSPC031014,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,27,8
202425,TOTD01601B,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,SISTEMI INFORMATIVI AZIENDALI,10,10
202425,ARTD01301D,SCUOLA SECONDARIA II GRADO,5,TECNICO,ECONOMICO,TURISMO,4,8
202425,NATF11401C,SCUOLA SECONDARIA II GRADO,2,TECNICO,TECNOLOGICO,GRAFICA E COMUNICAZIONE,10,11
202425,RAPS030001,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO,18,18
202425,CETF046015,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,TRASPORTI E LOGISTICA - BIENNIO COMUNE,11,0
202425,SRPS14000A,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO,49,33
202425,SAPS03601R,SCUOLA SECONDARIA II GRADO,2,LICEO,LINGUISTICO,LINGUISTICO,2,16
202425,ORTD006012,SCUOLA SECONDARIA II GRADO,5,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,13,9
202425,PDTD00301G,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,ENERGIA,13,0
202425,BSRA02202B,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,NUOVI PROFESSIONALI,"AGRICOLTURA, SVILUPPO RURALE, VALORIZZAZIONE DEI PRODOTTI DEL TERRITORIO E GESTIONE DELLE RISORSE FORESTALI E MONTANE",50,15
202425,BNRH02350B,SCUOLA SECONDARIA II GRADO,4,PROFESSIONALE,SERVIZI,ACCOGLIENZA TURISTICA - TRIENNIO,2,13
202425,NAPM05000L,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENZE UMANE,SCIENZE UMANE,3,39
202425,RGPC00301G,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO QUADRIENNALE,8,6
202425,VETF01951V,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,ELETTROTECNICA,11,0
202425,VITD02000N,SCUOLA SECONDARIA II GRADO,3,TECNICO,ECONOMICO,SISTEMI INFORMATIVI AZIENDALI,17,8
202425,TOTD05000T,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,INFOR. TELECOM. - BIENNIO COMUNE,54,1
202425,BARH03350Q,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,SERVIZI,ENOGASTRONOMIA - TRIENNIO,8,9
202425,ENTD021014,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,COSTRUZIONI AMBIENTE E TERRITORIO - TRIENNIO,7,0
202425,CTRC03401G,SCUOLA SECONDARIA II GRADO,4,PROFESSIONALE IeFP,IeFP,OPERATORE DEL BENESSERE,1,1
202425,PARI024027,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,NUOVI PROFESSIONALI,INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY,0,18
202425,MOTF01801E,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,ELETTROTECNICA,17,0
202425,FERC01301P,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI COMMERCIALI,78,50
202425,ALTD013013,SCUOLA SECONDARIA II GRADO,3,TECNICO,ECONOMICO,TURISMO,12,21
202425,VATN004011,SCUOLA SECONDARIA II GRADO,1,TECNICO,ECONOMICO,TURISMO,7,19
202425,ALPS020009,SCUOLA SECONDARIA II GRADO,4,LICEO,LINGUISTICO,LINGUISTICO,8,19
202425,CBTH01801L,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,TRASPORTI E LOGISTICA - BIENNIO COMUNE,13,7
202425,CSTE05151A,SCUOLA SECONDARIA II GRADO,5,PROFESSIONALE,INDUSTRIA E ARTIGIANATO,PRODUZIONI TESSILI SARTORIALI - OPZIONE,0,21
