DATAFLOW,FREQ,GRUPPO_LAUREA,ATT_ECO,CONDIZIONE_DICH3_OCC,ANNO_CONSEG_LAUREA,ITTER107,ISCO3D,TIPO_OCC,TIPO_LAUREA,SETTORE_IMPIEGO,SESSO,RICHIESTA_LAUREA,UTILITA_LAUREA,TIPO_DATO,TIME_PERIOD,OBS_VALUE,BREAK,CONF_STATUS,OBS_PRE_BREAK,OBS_STATUS,BASE_PER,UNIT_MEAS,UNIT_MULT,METADATA_EN,METADATA_IT 
IT1:612_939(1.1),A,2,0010,B1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,14.3,,,,,,,,,
IT1:612_939(1.1),A,2,0010,B2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,166,,,,,,,,,
IT1:612_939(1.1),A,2,0010,B2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,6.3,,,,,,,,,
IT1:612_939(1.1),A,2,0010,B2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,136,,,,,,,,,
IT1:612_939(1.1),A,2,0010,B2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,2.7,,,,,,,,,
IT1:612_939(1.1),A,2,0010,B2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,302,,,,,,,,,
IT1:612_939(1.1),A,2,0010,B2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,3.9,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,72,9,1,9,9,INC,2015,1400,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,72,9,1,9,9,INC_AC,2015,1400,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,72,9,2,9,9,INC,2015,1140,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,72,9,2,9,9,INC_AC,2015,1100,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,INC,2015,1250,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,INC_AC,2015,1250,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,2631,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,100,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,WORK_NS,2015,1434,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,WORK_O,2015,100,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,73,9,1,9,9,INC,2015,1550,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,73,9,1,9,9,INC_AC,2015,1517,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,73,9,2,9,9,INC,2015,1517,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,73,9,2,9,9,INC_AC,2015,1517,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,INC,2015,1517,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,INC_AC,2015,1517,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,5036,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,100,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,WORK_NS,2015,3806,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,WORK_O,2015,100,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,99,9,1,9,9,INC,2015,1500,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,99,9,1,9,9,INC_AC,2015,1410,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,99,9,2,9,9,INC,2015,1400,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,99,9,2,9,9,INC_AC,2015,1400,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,INC,2015,1435,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,INC_AC,2015,1400,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,7667,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,100,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,WORK_NS,2015,5241,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,WORK_O,2015,100,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ART,9,72,9,9,9,9,WORK_NS,2015,59,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ART,9,72,9,9,9,9,WORK_O,2015,4.1,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ART,9,73,9,9,9,9,WORK_NS,2015,24,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ART,9,73,9,9,9,9,WORK_O,2015,0.6,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ART,9,99,9,9,9,9,WORK_NS,2015,83,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,ART,9,99,9,9,9,9,WORK_O,2015,1.6,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,SERV,9,72,9,9,9,9,WORK_NS,2015,337,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,SERV,9,72,9,9,9,9,WORK_O,2015,23.5,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,SERV,9,73,9,9,9,9,WORK_NS,2015,187,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,SERV,9,73,9,9,9,9,WORK_O,2015,4.9,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,SERV,9,99,9,9,9,9,WORK_NS,2015,524,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,SERV,9,99,9,9,9,9,WORK_O,2015,10,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,SKIL,9,72,9,9,9,9,WORK_NS,2015,486,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,SKIL,9,72,9,9,9,9,WORK_O,2015,33.9,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,SKIL,9,73,9,9,9,9,WORK_NS,2015,3254,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,SKIL,9,73,9,9,9,9,WORK_O,2015,85.5,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,SKIL,9,99,9,9,9,9,WORK_NS,2015,3740,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,SKIL,9,99,9,9,9,9,WORK_O,2015,71.4,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,TECH,9,72,9,9,9,9,WORK_NS,2015,553,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,TECH,9,72,9,9,9,9,WORK_O,2015,38.5,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,TECH,9,73,9,9,9,9,WORK_NS,2015,342,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,TECH,9,73,9,9,9,9,WORK_O,2015,9,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,TECH,9,99,9,9,9,9,WORK_NS,2015,894,,,,,,,,,
IT1:612_939(1.1),A,2,0010,TOT,2011,ITTOT,TECH,9,99,9,9,9,9,WORK_O,2015,17.1,,,,,,,,,
IT1:612_939(1.1),A,3,0010,A1A1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,553,,,,,,,,,
IT1:612_939(1.1),A,3,0010,A1A1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,6.7,,,,,,,,,
IT1:612_939(1.1),A,3,0010,A1A1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,441,,,,,,,,,
IT1:612_939(1.1),A,3,0010,A1A1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,6.9,,,,,,,,,
IT1:612_939(1.1),A,3,0010,A1A1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,994,,,,,,,,,
IT1:612_939(1.1),A,3,0010,A1A1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,6.8,,,,,,,,,
IT1:612_939(1.1),A,3,0010,A1A2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,4256,,,,,,,,,
IT1:612_939(1.1),A,3,0010,A1A2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,51.9,,,,,,,,,
IT1:612_939(1.1),A,3,0010,A1A2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,4421,,,,,,,,,
IT1:612_939(1.1),A,3,0010,A1A2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,69.5,,,,,,,,,
IT1:612_939(1.1),A,3,0010,A1A2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,8677,,,,,,,,,
IT1:612_939(1.1),A,3,0010,A1A2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,59.6,,,,,,,,,
IT1:612_939(1.1),A,3,0010,B1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,2548,,,,,,,,,
IT1:612_939(1.1),A,3,0010,B1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,31.1,,,,,,,,,
IT1:612_939(1.1),A,3,0010,B1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,1274,,,,,,,,,
IT1:612_939(1.1),A,3,0010,B1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,20,,,,,,,,,
IT1:612_939(1.1),A,3,0010,B1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,3821,,,,,,,,,
IT1:612_939(1.1),A,3,0010,B1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,26.2,,,,,,,,,
IT1:612_939(1.1),A,3,0010,B2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,844,,,,,,,,,
IT1:612_939(1.1),A,3,0010,B2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,10.3,,,,,,,,,
IT1:612_939(1.1),A,3,0010,B2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,224,,,,,,,,,
IT1:612_939(1.1),A,3,0010,B2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,3.5,,,,,,,,,
IT1:612_939(1.1),A,3,0010,B2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,1068,,,,,,,,,
IT1:612_939(1.1),A,3,0010,B2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,7.3,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,72,9,1,9,9,INC,2015,1138,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,72,9,1,9,9,INC_AC,2015,1083,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,72,9,2,9,9,INC,2015,1020,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,72,9,2,9,9,INC_AC,2015,1020,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,INC,2015,1020,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,INC_AC,2015,1020,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,8200,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,100,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,WORK_NS,2015,3270,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,WORK_O,2015,100,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,73,9,1,9,9,INC,2015,1350,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,73,9,1,9,9,INC_AC,2015,1300,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,73,9,2,9,9,INC,2015,1200,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,73,9,2,9,9,INC_AC,2015,1138,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,INC,2015,1250,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,INC_AC,2015,1200,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,6360,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,100,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,WORK_NS,2015,3487,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,WORK_O,2015,100,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,99,9,1,9,9,INC,2015,1260,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,99,9,1,9,9,INC_AC,2015,1200,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,99,9,2,9,9,INC,2015,1036,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,99,9,2,9,9,INC_AC,2015,1027,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,INC,2015,1100,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,INC_AC,2015,1057,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,14560,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,100,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,WORK_NS,2015,6758,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,WORK_O,2015,100,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ART,9,72,9,9,9,9,WORK_NS,2015,123,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ART,9,72,9,9,9,9,WORK_O,2015,3.8,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ART,9,73,9,9,9,9,WORK_NS,2015,50,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ART,9,73,9,9,9,9,WORK_O,2015,1.4,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ART,9,99,9,9,9,9,WORK_NS,2015,174,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,ART,9,99,9,9,9,9,WORK_O,2015,2.6,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,SERV,9,72,9,9,9,9,WORK_NS,2015,932,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,SERV,9,72,9,9,9,9,WORK_O,2015,28.5,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,SERV,9,73,9,9,9,9,WORK_NS,2015,455,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,SERV,9,73,9,9,9,9,WORK_O,2015,13,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,SERV,9,99,9,9,9,9,WORK_NS,2015,1386,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,SERV,9,99,9,9,9,9,WORK_O,2015,20.5,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,SKIL,9,72,9,9,9,9,WORK_NS,2015,980,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,SKIL,9,72,9,9,9,9,WORK_O,2015,30,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,SKIL,9,73,9,9,9,9,WORK_NS,2015,2190,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,SKIL,9,73,9,9,9,9,WORK_O,2015,62.8,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,SKIL,9,99,9,9,9,9,WORK_NS,2015,3170,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,SKIL,9,99,9,9,9,9,WORK_O,2015,46.9,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,TECH,9,72,9,9,9,9,WORK_NS,2015,1235,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,TECH,9,72,9,9,9,9,WORK_O,2015,37.8,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,TECH,9,73,9,9,9,9,WORK_NS,2015,793,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,TECH,9,73,9,9,9,9,WORK_O,2015,22.7,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,TECH,9,99,9,9,9,9,WORK_NS,2015,2028,,,,,,,,,
IT1:612_939(1.1),A,3,0010,TOT,2011,ITTOT,TECH,9,99,9,9,9,9,WORK_O,2015,30,,,,,,,,,
IT1:612_939(1.1),A,4,0010,A1A1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,2729,,,,,,,,,
IT1:612_939(1.1),A,4,0010,A1A1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,12.8,,,,,,,,,
IT1:612_939(1.1),A,4,0010,A1A1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,1519,,,,,,,,,
IT1:612_939(1.1),A,4,0010,A1A1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,16.1,,,,,,,,,
IT1:612_939(1.1),A,4,0010,A1A1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,4248,,,,,,,,,
IT1:612_939(1.1),A,4,0010,A1A1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,13.8,,,,,,,,,
IT1:612_939(1.1),A,4,0010,A1A2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,15564,,,,,,,,,
IT1:612_939(1.1),A,4,0010,A1A2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,72.8,,,,,,,,,
IT1:612_939(1.1),A,4,0010,A1A2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,7571,,,,,,,,,
IT1:612_939(1.1),A,4,0010,A1A2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,80.4,,,,,,,,,
IT1:612_939(1.1),A,4,0010,A1A2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,23136,,,,,,,,,
IT1:612_939(1.1),A,4,0010,A1A2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,75.1,,,,,,,,,
IT1:612_939(1.1),A,4,0010,B1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,2503,,,,,,,,,
IT1:612_939(1.1),A,4,0010,B1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,11.7,,,,,,,,,
IT1:612_939(1.1),A,4,0010,B1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,126,,,,,,,,,
IT1:612_939(1.1),A,4,0010,B1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,1.3,,,,,,,,,
IT1:612_939(1.1),A,4,0010,B1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,2630,,,,,,,,,
IT1:612_939(1.1),A,4,0010,B1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,8.5,,,,,,,,,
IT1:612_939(1.1),A,4,0010,B2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,596,,,,,,,,,
IT1:612_939(1.1),A,4,0010,B2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,2.8,,,,,,,,,
IT1:612_939(1.1),A,4,0010,B2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,201,,,,,,,,,
IT1:612_939(1.1),A,4,0010,B2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,2.1,,,,,,,,,
IT1:612_939(1.1),A,4,0010,B2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,797,,,,,,,,,
IT1:612_939(1.1),A,4,0010,B2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,2.6,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,72,9,1,9,9,INC,2015,1517,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,72,9,1,9,9,INC_AC,2015,1517,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,72,9,2,9,9,INC,2015,1417,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,72,9,2,9,9,INC_AC,2015,1408,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,INC,2015,1500,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,INC_AC,2015,1408,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,21392,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,100,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,WORK_NS,2015,18054,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,WORK_O,2015,100,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,73,9,1,9,9,INC,2015,1700,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,73,9,1,9,9,INC_AC,2015,1700,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,73,9,2,9,9,INC,2015,1680,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,73,9,2,9,9,INC_AC,2015,1660,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,INC,2015,1700,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,INC_AC,2015,1660,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,9418,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,100,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,WORK_NS,2015,3261,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,WORK_O,2015,100,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,99,9,1,9,9,INC,2015,1625,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,99,9,1,9,9,INC_AC,2015,1625,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,99,9,2,9,9,INC,2015,1550,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,99,9,2,9,9,INC_AC,2015,1517,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,INC,2015,1600,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,INC_AC,2015,1550,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,30810,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,100,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,WORK_NS,2015,21315,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,WORK_O,2015,100,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ART,9,72,9,9,9,9,WORK_NS,2015,140,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ART,9,72,9,9,9,9,WORK_O,2015,0.8,,,,,,,,,
IT1:612_939(1.1),A,4,0010,TOT,2011,ITTOT,ART,9,73,9,9,9,9,WORK_NS,2015,4,,,,,,,,,
