ANNO_ACCADEMICO;Area_Istituto;TIPO_ISTITUTO;NOME_ISTITUTO;COMUNE_ISTITUTO;COD_ISTITUTO;REGIONE_ISTITUTO;TIPO_CORSO;CLASSE_ETA';ISCRITTIx ETA'
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Rome University of fine arts Libera Accademia di Belle Arti di Roma;ROMA;7330;LAZIO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;479
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Rome University of fine arts Libera Accademia di Belle Arti di Roma;ROMA;7330;LAZIO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;36
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Rome University of fine arts Libera Accademia di Belle Arti di Roma;ROMA;7330;LAZIO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;7
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Rome University of fine arts Libera Accademia di Belle Arti di Roma;ROMA;7330;LAZIO;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;82
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Rome University of fine arts Libera Accademia di Belle Arti di Roma;ROMA;7330;LAZIO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;34
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Rome University of fine arts Libera Accademia di Belle Arti di Roma;ROMA;7330;LAZIO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;2
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;ABADIR Accademia di Belle Arti e Restauro;S.AGATA LI BATTIATI (CT);7236;SICILIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;19
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;ABADIR Accademia di Belle Arti e Restauro;S.AGATA LI BATTIATI (CT);7236;SICILIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;42
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;ABADIR Accademia di Belle Arti e Restauro;S.AGATA LI BATTIATI (CT);7236;SICILIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;3
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;ABADIR Accademia di Belle Arti e Restauro;S.AGATA LI BATTIATI (CT);7236;SICILIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;5
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Accademia di Belle Arti di Sanremo Istituto I. Duncan;SANREMO (IM);7251;LIGURIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;9
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Accademia di Belle Arti di Sanremo Istituto I. Duncan;SANREMO (IM);7251;LIGURIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;35
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Accademia di Belle Arti di Sanremo Istituto I. Duncan;SANREMO (IM);7251;LIGURIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;4
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Rosario Gagliardi;SIRACUSA;7244;SICILIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;1
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Rosario Gagliardi;SIRACUSA;7244;SICILIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;28
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Rosario Gagliardi;SIRACUSA;7244;SICILIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;2
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Rosario Gagliardi;SIRACUSA;7244;SICILIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;5
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Fidia;STEFANACONI (VV);7302;CALABRIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;12
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Fidia;STEFANACONI (VV);7302;CALABRIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;40
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Fidia;STEFANACONI (VV);7302;CALABRIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;20
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Fidia;STEFANACONI (VV);7302;CALABRIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;26
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Fidia;STEFANACONI (VV);7302;CALABRIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;23
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Fidia;STEFANACONI (VV);7302;CALABRIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;15
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Fidia;STEFANACONI (VV);7302;CALABRIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;12
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Accademia Belle Arti legalmente riconosciuta  di Verona;VERONA;7306;VENETO;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;98
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Accademia Belle Arti legalmente riconosciuta  di Verona;VERONA;7306;VENETO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;452
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Accademia Belle Arti legalmente riconosciuta  di Verona;VERONA;7306;VENETO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;35
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Accademia Belle Arti legalmente riconosciuta  di Verona;VERONA;7306;VENETO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;22
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Accademia Belle Arti legalmente riconosciuta  di Verona;VERONA;7306;VENETO;AFAM_Corso Diploma accademico 2L;da 18 a 19 anni;9
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Accademia Belle Arti legalmente riconosciuta  di Verona;VERONA;7306;VENETO;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;74
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Accademia Belle Arti legalmente riconosciuta  di Verona;VERONA;7306;VENETO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;29
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Accademia Belle Arti legalmente riconosciuta  di Verona;VERONA;7306;VENETO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;9
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Lorenzo da Viterbo;VITERBO;7266;LAZIO;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;15
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Lorenzo da Viterbo;VITERBO;7266;LAZIO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;39
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Lorenzo da Viterbo;VITERBO;7266;LAZIO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;4
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Lorenzo da Viterbo;VITERBO;7266;LAZIO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;5
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Lorenzo da Viterbo;VITERBO;7266;LAZIO;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;1
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Lorenzo da Viterbo;VITERBO;7266;LAZIO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;1
2017-2018;Area Artistica;Accademia Legalmente Riconosciuta;Lorenzo da Viterbo;VITERBO;7266;LAZIO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;3
2017-2018;Area Artistica;Accademia Nazionale di Arte Drammatica;Silvio D'Amico;ROMA;7215;LAZIO;AFAM_Corso Post-Diploma accademico (Perfez./Master/Specializz.);da 20 a 24 anni;9
2017-2018;Area Artistica;Accademia Nazionale di Arte Drammatica;Silvio D'Amico;ROMA;7215;LAZIO;AFAM_Corso Post-Diploma accademico (Perfez./Master/Specializz.);da 25 a 29 anni;27
2017-2018;Area Artistica;Accademia Nazionale di Arte Drammatica;Silvio D'Amico;ROMA;7215;LAZIO;AFAM_Corso Post-Diploma accademico (Perfez./Master/Specializz.);30 anni e oltre;18
2017-2018;Area Artistica;Accademia Nazionale di Arte Drammatica;Silvio D'Amico;ROMA;7215;LAZIO;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;6
2017-2018;Area Artistica;Accademia Nazionale di Arte Drammatica;Silvio D'Amico;ROMA;7215;LAZIO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;53
2017-2018;Area Artistica;Accademia Nazionale di Arte Drammatica;Silvio D'Amico;ROMA;7215;LAZIO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;17
2017-2018;Area Artistica;Accademia Nazionale di Arte Drammatica;Silvio D'Amico;ROMA;7215;LAZIO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;1
2017-2018;Area Musicale/Coreutica;Accademia Nazionale di Danza;;ROMA;7285;LAZIO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 17 anni;3
2017-2018;Area Musicale/Coreutica;Accademia Nazionale di Danza;;ROMA;7285;LAZIO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 18 a 19 anni;2
2017-2018;Area Musicale/Coreutica;Accademia Nazionale di Danza;;ROMA;7285;LAZIO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;1
2017-2018;Area Musicale/Coreutica;Accademia Nazionale di Danza;;ROMA;7285;LAZIO;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;28
2017-2018;Area Musicale/Coreutica;Accademia Nazionale di Danza;;ROMA;7285;LAZIO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;150
2017-2018;Area Musicale/Coreutica;Accademia Nazionale di Danza;;ROMA;7285;LAZIO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;30
2017-2018;Area Musicale/Coreutica;Accademia Nazionale di Danza;;ROMA;7285;LAZIO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;9
2017-2018;Area Musicale/Coreutica;Accademia Nazionale di Danza;;ROMA;7285;LAZIO;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;18
2017-2018;Area Musicale/Coreutica;Accademia Nazionale di Danza;;ROMA;7285;LAZIO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;41
2017-2018;Area Musicale/Coreutica;Accademia Nazionale di Danza;;ROMA;7285;LAZIO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;27
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Buzzolla;ADRIA (RO);7198;VENETO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 17 anni;7
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Buzzolla;ADRIA (RO);7198;VENETO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 18 a 19 anni;15
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Buzzolla;ADRIA (RO);7198;VENETO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;13
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Buzzolla;ADRIA (RO);7198;VENETO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;6
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Buzzolla;ADRIA (RO);7198;VENETO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;2
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Buzzolla;ADRIA (RO);7198;VENETO;AFAM_Corso Diploma accademico 1L;da 15 a 17 anni;9
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Buzzolla;ADRIA (RO);7198;VENETO;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;16
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Buzzolla;ADRIA (RO);7198;VENETO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;42
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Buzzolla;ADRIA (RO);7198;VENETO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;34
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Buzzolla;ADRIA (RO);7198;VENETO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;26
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Buzzolla;ADRIA (RO);7198;VENETO;AFAM_Corso Diploma accademico 2L;da 18 a 19 anni;3
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Buzzolla;ADRIA (RO);7198;VENETO;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;11
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Buzzolla;ADRIA (RO);7198;VENETO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;19
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Buzzolla;ADRIA (RO);7198;VENETO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;20
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Vivaldi;ALESSANDRIA;7262;PIEMONTE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 17 anni;3
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Vivaldi;ALESSANDRIA;7262;PIEMONTE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 18 a 19 anni;20
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Vivaldi;ALESSANDRIA;7262;PIEMONTE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;20
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Vivaldi;ALESSANDRIA;7262;PIEMONTE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;7
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Vivaldi;ALESSANDRIA;7262;PIEMONTE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;6
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Vivaldi;ALESSANDRIA;7262;PIEMONTE;AFAM_Corso Diploma accademico 1L;da 15 a 17 anni;7
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Vivaldi;ALESSANDRIA;7262;PIEMONTE;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;17
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Vivaldi;ALESSANDRIA;7262;PIEMONTE;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;64
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Vivaldi;ALESSANDRIA;7262;PIEMONTE;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;33
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Vivaldi;ALESSANDRIA;7262;PIEMONTE;AFAM_Corso Diploma accademico 1L;30 anni e oltre;28
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Vivaldi;ALESSANDRIA;7262;PIEMONTE;AFAM_Corso Diploma accademico 2L;da 18 a 19 anni;1
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Vivaldi;ALESSANDRIA;7262;PIEMONTE;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;16
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Vivaldi;ALESSANDRIA;7262;PIEMONTE;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;22
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Vivaldi;ALESSANDRIA;7262;PIEMONTE;AFAM_Corso Diploma accademico 2L;30 anni e oltre;21
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Domenico Cimarosa;AVELLINO;7257;CAMPANIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 17 anni;10
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Domenico Cimarosa;AVELLINO;7257;CAMPANIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 18 a 19 anni;29
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Domenico Cimarosa;AVELLINO;7257;CAMPANIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;89
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Domenico Cimarosa;AVELLINO;7257;CAMPANIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;17
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Domenico Cimarosa;AVELLINO;7257;CAMPANIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;7
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Domenico Cimarosa;AVELLINO;7257;CAMPANIA;AFAM_Corso Diploma accademico 1L;da 12 a 14 anni;2
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Domenico Cimarosa;AVELLINO;7257;CAMPANIA;AFAM_Corso Diploma accademico 1L;da 15 a 17 anni;23
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Domenico Cimarosa;AVELLINO;7257;CAMPANIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;68
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Domenico Cimarosa;AVELLINO;7257;CAMPANIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;214
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Domenico Cimarosa;AVELLINO;7257;CAMPANIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;61
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Domenico Cimarosa;AVELLINO;7257;CAMPANIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;43
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Domenico Cimarosa;AVELLINO;7257;CAMPANIA;AFAM_Corso Diploma accademico 2L;da 18 a 19 anni;4
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Domenico Cimarosa;AVELLINO;7257;CAMPANIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;53
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Domenico Cimarosa;AVELLINO;7257;CAMPANIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;76
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Domenico Cimarosa;AVELLINO;7257;CAMPANIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;84
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Niccolò Piccinni;BARI;7305;PUGLIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 12 a 14 anni;1
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Niccolò Piccinni;BARI;7305;PUGLIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 17 anni;29
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Niccolò Piccinni;BARI;7305;PUGLIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 18 a 19 anni;60
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Niccolò Piccinni;BARI;7305;PUGLIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;134
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Niccolò Piccinni;BARI;7305;PUGLIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;37
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Niccolò Piccinni;BARI;7305;PUGLIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;13
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Niccolò Piccinni;BARI;7305;PUGLIA;AFAM_Corso Diploma accademico 1L;da 15 a 17 anni;2
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Niccolò Piccinni;BARI;7305;PUGLIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;29
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Niccolò Piccinni;BARI;7305;PUGLIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;154
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Niccolò Piccinni;BARI;7305;PUGLIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;50
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Niccolò Piccinni;BARI;7305;PUGLIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;60
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Niccolò Piccinni;BARI;7305;PUGLIA;AFAM_Corso Diploma accademico 2L;da 18 a 19 anni;1
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Niccolò Piccinni;BARI;7305;PUGLIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;45
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Niccolò Piccinni;BARI;7305;PUGLIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;65
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Niccolò Piccinni;BARI;7305;PUGLIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;48
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Nicola Sala;BENEVENTO;7301;CAMPANIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 12 a 14 anni;5
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Nicola Sala;BENEVENTO;7301;CAMPANIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 17 anni;17
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Nicola Sala;BENEVENTO;7301;CAMPANIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 18 a 19 anni;17
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Nicola Sala;BENEVENTO;7301;CAMPANIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;52
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Nicola Sala;BENEVENTO;7301;CAMPANIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;22
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Nicola Sala;BENEVENTO;7301;CAMPANIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;8
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Nicola Sala;BENEVENTO;7301;CAMPANIA;AFAM_Corso Diploma accademico 1L;da 15 a 17 anni;92
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Nicola Sala;BENEVENTO;7301;CAMPANIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;143
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Nicola Sala;BENEVENTO;7301;CAMPANIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;210
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Nicola Sala;BENEVENTO;7301;CAMPANIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;56
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Nicola Sala;BENEVENTO;7301;CAMPANIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;68
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Nicola Sala;BENEVENTO;7301;CAMPANIA;AFAM_Corso Diploma accademico 2L;da 18 a 19 anni;2
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Nicola Sala;BENEVENTO;7301;CAMPANIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;49
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Nicola Sala;BENEVENTO;7301;CAMPANIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;53
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Nicola Sala;BENEVENTO;7301;CAMPANIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;42
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 17 anni;3
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 18 a 19 anni;18
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;34
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;9
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;3
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 15 a 17 anni;12
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;44
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;162
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;52
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;28
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 18 a 19 anni;2
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;67
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;74
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;40
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Claudio Monteverdi;BOLZANO;7270;TRENTINO-ALTO ADIGE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 17 anni;1
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Claudio Monteverdi;BOLZANO;7270;TRENTINO-ALTO ADIGE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 18 a 19 anni;3
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Claudio Monteverdi;BOLZANO;7270;TRENTINO-ALTO ADIGE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;2
2017-2018;Area Musicale/Coreutica;Conservatorio di Musica;Claudio Monteverdi;BOLZANO;7270;TRENTINO-ALTO ADIGE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;2
