ANNO_SOLARE;CODICE_REGIONE;NOME_REGIONE;CODICE_ENTE;NOME_ENTE;CODICE_TIPOLOGIA;DESCRIZIONE_TIPOLOGIA;NUMERO
2024;11;Marche;1100;ERDIS Marche;12;Pasti erogati in mense a gestione indiretta;535457
2024;11;Marche;1100;ERDIS Marche;13;Pasti erogati in servizi di ristorazione convenzionati;68577
2024;11;Marche;1100;ERDIS Marche;14;Studenti che usufruiscono delle mense;12755
2024;12;Lazio;1200;LAZIODISCO;11;Pasti erogati in mense a gestione diretta;0
2024;12;Lazio;1200;LAZIODISCO;12;Pasti erogati in mense a gestione indiretta;983251
2024;12;Lazio;1200;LAZIODISCO;13;Pasti erogati in servizi di ristorazione convenzionati;89952
2024;12;Lazio;1200;LAZIODISCO;14;Studenti che usufruiscono delle mense;50816
2024;13;Abruzzo;1301;ADSU di L'Aquila;11;Pasti erogati in mense a gestione diretta;0
2024;13;Abruzzo;1301;ADSU di L'Aquila;12;Pasti erogati in mense a gestione indiretta;187575
2024;13;Abruzzo;1301;ADSU di L'Aquila;13;Pasti erogati in servizi di ristorazione convenzionati;0
2024;13;Abruzzo;1301;ADSU di L'Aquila;14;Studenti che usufruiscono delle mense;4865
2024;13;Abruzzo;1302;ADSU di Teramo;11;Pasti erogati in mense a gestione diretta;0
2024;13;Abruzzo;1302;ADSU di Teramo;12;Pasti erogati in mense a gestione indiretta;25067
2024;13;Abruzzo;1302;ADSU di Teramo;13;Pasti erogati in servizi di ristorazione convenzionati;335
2024;13;Abruzzo;1302;ADSU di Teramo;14;Studenti che usufruiscono delle mense;-2
2024;13;Abruzzo;1303;ADSU di Chieti;11;Pasti erogati in mense a gestione diretta;0
2024;13;Abruzzo;1303;ADSU di Chieti;12;Pasti erogati in mense a gestione indiretta;305140
2024;13;Abruzzo;1303;ADSU di Chieti;13;Pasti erogati in servizi di ristorazione convenzionati;18976
2024;13;Abruzzo;1303;ADSU di Chieti;14;Studenti che usufruiscono delle mense;6874
2024;14;Molise;1401;ESU del Molise;11;Pasti erogati in mense a gestione diretta;0
2024;14;Molise;1401;ESU del Molise;12;Pasti erogati in mense a gestione indiretta;0
2024;14;Molise;1401;ESU del Molise;13;Pasti erogati in servizi di ristorazione convenzionati;8222
2024;14;Molise;1401;ESU del Molise;14;Studenti che usufruiscono delle mense;0
2024;15;Campania;1500;ADISURC Campania;11;Pasti erogati in mense a gestione diretta;0
2024;15;Campania;1500;ADISURC Campania;12;Pasti erogati in mense a gestione indiretta;389224
2024;15;Campania;1500;ADISURC Campania;13;Pasti erogati in servizi di ristorazione convenzionati;976758
2024;15;Campania;1500;ADISURC Campania;14;Studenti che usufruiscono delle mense;15352
2024;16;Puglia;1600;ADISU Puglia;11;Pasti erogati in mense a gestione diretta;502433
2024;16;Puglia;1600;ADISU Puglia;12;Pasti erogati in mense a gestione indiretta;330500
2024;16;Puglia;1600;ADISU Puglia;13;Pasti erogati in servizi di ristorazione convenzionati;25206
2024;16;Puglia;1600;ADISU Puglia;14;Studenti che usufruiscono delle mense;16031
2024;17;Basilicata;1701;ARDSU della Basilicata;11;Pasti erogati in mense a gestione diretta;0
2024;17;Basilicata;1701;ARDSU della Basilicata;12;Pasti erogati in mense a gestione indiretta;85736
2024;17;Basilicata;1701;ARDSU della Basilicata;13;Pasti erogati in servizi di ristorazione convenzionati;0
2024;17;Basilicata;1701;ARDSU della Basilicata;14;Studenti che usufruiscono delle mense;3815
2024;18;Calabria;1801;Università Mediterranea di Reggio Calabria - Serv. Speciale DSU;11;Pasti erogati in mense a gestione diretta;0
2024;18;Calabria;1801;Università Mediterranea di Reggio Calabria - Serv. Speciale DSU;12;Pasti erogati in mense a gestione indiretta;3920
2024;18;Calabria;1801;Università Mediterranea di Reggio Calabria - Serv. Speciale DSU;13;Pasti erogati in servizi di ristorazione convenzionati;0
2024;18;Calabria;1801;Università Mediterranea di Reggio Calabria - Serv. Speciale DSU;14;Studenti che usufruiscono delle mense;146
2024;18;Calabria;1802;Centro residenziale dell'Università degli studi della Calabria;11;Pasti erogati in mense a gestione diretta;0
2024;18;Calabria;1802;Centro residenziale dell'Università degli studi della Calabria;12;Pasti erogati in mense a gestione indiretta;797155
2024;18;Calabria;1802;Centro residenziale dell'Università degli studi della Calabria;13;Pasti erogati in servizi di ristorazione convenzionati;0
2024;18;Calabria;1802;Centro residenziale dell'Università degli studi della Calabria;14;Studenti che usufruiscono delle mense;17222
2024;18;Calabria;1804;"Università per stranieri ""Dante Alighieri"" di Reggio Calabria - DSU";11;Pasti erogati in mense a gestione diretta;0
2024;18;Calabria;1804;"Università per stranieri ""Dante Alighieri"" di Reggio Calabria - DSU";12;Pasti erogati in mense a gestione indiretta;0
2024;18;Calabria;1804;"Università per stranieri ""Dante Alighieri"" di Reggio Calabria - DSU";13;Pasti erogati in servizi di ristorazione convenzionati;0
2024;18;Calabria;1804;"Università per stranieri ""Dante Alighieri"" di Reggio Calabria - DSU";14;Studenti che usufruiscono delle mense;0
2024;18;Calabria;1805;Fondazione UMG - Catanzaro;11;Pasti erogati in mense a gestione diretta;79976
2024;18;Calabria;1805;Fondazione UMG - Catanzaro;12;Pasti erogati in mense a gestione indiretta;4219
2024;18;Calabria;1805;Fondazione UMG - Catanzaro;13;Pasti erogati in servizi di ristorazione convenzionati;0
2024;18;Calabria;1805;Fondazione UMG - Catanzaro;14;Studenti che usufruiscono delle mense;5787
2024;19;Sicilia;1901;ERSU Palermo;11;Pasti erogati in mense a gestione diretta;0
2024;19;Sicilia;1901;ERSU Palermo;12;Pasti erogati in mense a gestione indiretta;493451
2024;19;Sicilia;1901;ERSU Palermo;13;Pasti erogati in servizi di ristorazione convenzionati;0
2024;19;Sicilia;1901;ERSU Palermo;14;Studenti che usufruiscono delle mense;14615
2024;19;Sicilia;1902;ERSU Messina;11;Pasti erogati in mense a gestione diretta;0
2024;19;Sicilia;1902;ERSU Messina;12;Pasti erogati in mense a gestione indiretta;313616
2024;19;Sicilia;1902;ERSU Messina;13;Pasti erogati in servizi di ristorazione convenzionati;0
2024;19;Sicilia;1902;ERSU Messina;14;Studenti che usufruiscono delle mense;5636
2024;19;Sicilia;1903;ERSU Catania;11;Pasti erogati in mense a gestione diretta;0
2024;19;Sicilia;1903;ERSU Catania;12;Pasti erogati in mense a gestione indiretta;300917
2024;19;Sicilia;1903;ERSU Catania;13;Pasti erogati in servizi di ristorazione convenzionati;12240
2024;19;Sicilia;1903;ERSU Catania;14;Studenti che usufruiscono delle mense;7417
2024;19;Sicilia;1904;ERSU di Enna;11;Pasti erogati in mense a gestione diretta;0
2024;19;Sicilia;1904;ERSU di Enna;12;Pasti erogati in mense a gestione indiretta;29655
2024;19;Sicilia;1904;ERSU di Enna;13;Pasti erogati in servizi di ristorazione convenzionati;0
2024;19;Sicilia;1904;ERSU di Enna;14;Studenti che usufruiscono delle mense;1554
2024;20;Sardegna;2001;ERSU di Cagliari;11;Pasti erogati in mense a gestione diretta;206769
2024;20;Sardegna;2001;ERSU di Cagliari;12;Pasti erogati in mense a gestione indiretta;351160
2024;20;Sardegna;2001;ERSU di Cagliari;13;Pasti erogati in servizi di ristorazione convenzionati;4600
2024;20;Sardegna;2001;ERSU di Cagliari;14;Studenti che usufruiscono delle mense;10650
2024;20;Sardegna;2002;ERSU di Sassari;11;Pasti erogati in mense a gestione diretta;0
2024;20;Sardegna;2002;ERSU di Sassari;12;Pasti erogati in mense a gestione indiretta;0
2024;20;Sardegna;2002;ERSU di Sassari;13;Pasti erogati in servizi di ristorazione convenzionati;0
2024;20;Sardegna;2002;ERSU di Sassari;14;Studenti che usufruiscono delle mense;0
