AnnoS;AteneoCOD;AteneoNOME;ClasseNUMERO;CorsoNOME;SedeC;SedeP;Sesso;Lau
2017;8201;Palermo;39;Economia e Gestione dei Servizi Turistici;PALERMO;82;F;6
2017;8201;Palermo;4/S-cu;Laurea Specialistica in Architettura (Sede Pa);PALERMO;82;M;6
2017;8201;Palermo;5;Lettere Moderne;PALERMO;82;F;30
2017;8201;Palermo;6;Servizio Sociale (Sede Tp);TRAPANI;81;F;9
2017;8201;Palermo;8;Ingegneria Civile;PALERMO;82;M;7
2017;8201;Palermo;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);PALERMO;82;F;87
2017;8201;Palermo;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);PALERMO;82;M;64
2017;8201;Palermo;L/SNT1;Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o);PALERMO;82;F;21
2017;8201;Palermo;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);PALERMO;82;F;15
2017;8201;Palermo;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);PALERMO;82;M;23
2017;8201;Palermo;L/SNT2;Logopedia (Abilitante alla Professione Sanitaria di Logopedista);PALERMO;82;F;24
2017;8201;Palermo;L/SNT2;Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica);PALERMO;82;F;9
2017;8201;Palermo;L/SNT3;Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico);PALERMO;82;F;15
2017;8201;Palermo;L/SNT3;Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico);PALERMO;82;M;8
2017;8201;Palermo;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);PALERMO;82;F;12
2017;8201;Palermo;L/SNT4;Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro);PALERMO;82;F;8
2017;8201;Palermo;L/SNT4;Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro);PALERMO;82;M;9
2017;8201;Palermo;L-1;Beni Culturali;AGRIGENTO;84;F;15
2017;8201;Palermo;L-1;Beni Culturali;AGRIGENTO;84;M;9
2017;8201;Palermo;L-10;Lettere;PALERMO;82;F;99
2017;8201;Palermo;L-10;Lettere;PALERMO;82;M;22
2017;8201;Palermo;L-11;Lingue e Letterature Moderne e Mediazione Linguistica - Italiano Come Lingua Seconda;PALERMO;82;F;48
2017;8201;Palermo;L-11;Lingue e Letterature Moderne e Mediazione Linguistica - Italiano Come Lingua Seconda;PALERMO;82;M;9
2017;8201;Palermo;L-12;Lingue e Letterature Moderne e Mediazione Linguistica - Italiano Come Lingua Seconda;PALERMO;82;F;99
2017;8201;Palermo;L-12;Lingue e Letterature Moderne e Mediazione Linguistica - Italiano Come Lingua Seconda;PALERMO;82;M;26
2017;8201;Palermo;L-13;Scienze Biologiche;PALERMO;82;F;69
2017;8201;Palermo;L-13;Scienze Biologiche;PALERMO;82;M;25
2017;8201;Palermo;L-13;Scienze Biologiche;TRAPANI;81;F;21
2017;8201;Palermo;L-15;Scienze del Turismo;PALERMO;82;F;34
2017;8201;Palermo;L-15;Scienze del Turismo;PALERMO;82;M;25
2017;8201;Palermo;L-16;Scienze dell'Amministrazione, dell'Organizzazione e Consulenza del Lavoro;PALERMO;82;F;31
2017;8201;Palermo;L-16;Scienze dell'Amministrazione, dell'Organizzazione e Consulenza del Lavoro;PALERMO;82;M;30
2017;8201;Palermo;L-18;Economia e Amministrazione Aziendale;PALERMO;82;F;97
2017;8201;Palermo;L-18;Economia e Amministrazione Aziendale;PALERMO;82;M;86
2017;8201;Palermo;L-19;Educazione di Comunita;PALERMO;82;F;88
2017;8201;Palermo;L-19;Educazione di Comunita;PALERMO;82;M;6
2017;8201;Palermo;L-19;Scienze dell'Educazione;PALERMO;82;F;136
2017;8201;Palermo;L-19;Scienze dell'Educazione;PALERMO;82;M;6
2017;8201;Palermo;L-2;Biotecnologie;PALERMO;82;F;27
2017;8201;Palermo;L-2;Biotecnologie;PALERMO;82;M;9
2017;8201;Palermo;L-20;Scienze della Comunicazione per i Media e le Istituzioni;PALERMO;82;F;94
2017;8201;Palermo;L-20;Scienze della Comunicazione per i Media e le Istituzioni;PALERMO;82;M;43
2017;8201;Palermo;L-20;Scienze della Comunicazione per le Culture e le Arti;PALERMO;82;F;94
2017;8201;Palermo;L-20;Scienze della Comunicazione per le Culture e le Arti;PALERMO;82;M;11
2017;8201;Palermo;L-21;Scienze della Pianificazione Territoriale, Urbanistica, Paesaggistica e Ambientale;PALERMO;82;F;22
2017;8201;Palermo;L-21;Scienze della Pianificazione Territoriale, Urbanistica, Paesaggistica e Ambientale;PALERMO;82;M;26
2017;8201;Palermo;L-22;Scienze delle Attivita Motorie e Sportive;PALERMO;82;F;70
2017;8201;Palermo;L-22;Scienze delle Attivita Motorie e Sportive;PALERMO;82;M;78
2017;8201;Palermo;L-24;Scienze e Tecniche Psicologiche;PALERMO;82;F;182
2017;8201;Palermo;L-24;Scienze e Tecniche Psicologiche;PALERMO;82;M;37
2017;8201;Palermo;L-25;Agroingegneria;PALERMO;82;F;12
2017;8201;Palermo;L-25;Agroingegneria;PALERMO;82;M;24
2017;8201;Palermo;L-25;Scienze e Tecnologie Agrarie;PALERMO;82;F;20
2017;8201;Palermo;L-25;Scienze e Tecnologie Agrarie;PALERMO;82;M;33
2017;8201;Palermo;L-25;Scienze Forestali ed Ambientali;PALERMO;82;F;21
2017;8201;Palermo;L-25;Scienze Forestali ed Ambientali;PALERMO;82;M;16
2017;8201;Palermo;L-25;Viticoltura ed Enologia;MARSALA;81;M;18
2017;8201;Palermo;L-27;Chimica;PALERMO;82;F;12
2017;8201;Palermo;L-27;Chimica;PALERMO;82;M;17
2017;8201;Palermo;L-30;Scienze Fisiche;PALERMO;82;M;16
2017;8201;Palermo;L-31;Informatica;PALERMO;82;F;7
2017;8201;Palermo;L-31;Informatica;PALERMO;82;M;34
2017;8201;Palermo;L-32;Scienze della Natura e dell'Ambiente;PALERMO;82;F;14
2017;8201;Palermo;L-32;Scienze della Natura e dell'Ambiente;PALERMO;82;M;6
2017;8201;Palermo;L-32;Scienze Naturali;PALERMO;82;F;8
2017;8201;Palermo;L-33;Economia e Finanza;PALERMO;82;F;55
2017;8201;Palermo;L-33;Economia e Finanza;PALERMO;82;M;61
2017;8201;Palermo;L-34;Scienze Geologiche;PALERMO;82;F;8
2017;8201;Palermo;L-34;Scienze Geologiche;PALERMO;82;M;21
2017;8201;Palermo;L-35;Matematica;PALERMO;82;F;10
2017;8201;Palermo;L-35;Matematica;PALERMO;82;M;10
2017;8201;Palermo;L-36;Scienze Politiche e delle Relazioni Internazionali;PALERMO;82;F;56
2017;8201;Palermo;L-36;Scienze Politiche e delle Relazioni Internazionali;PALERMO;82;M;41
2017;8201;Palermo;L-37;Sviluppo Economico e Cooperazione Internazionale;PALERMO;82;F;21
2017;8201;Palermo;L-37;Sviluppo Economico e Cooperazione Internazionale;PALERMO;82;M;19
2017;8201;Palermo;L-39;Scienze del Servizio Sociale;PALERMO;82;F;26
2017;8201;Palermo;L-39;Servizio Sociale;AGRIGENTO;84;F;29
2017;8201;Palermo;L-39;Servizio Sociale;PALERMO;82;F;7
2017;8201;Palermo;L-4;Disegno Industriale;PALERMO;82;F;44
2017;8201;Palermo;L-4;Disegno Industriale;PALERMO;82;M;46
2017;8201;Palermo;L-41;Statistica per l'Analisi dei Dati;PALERMO;82;F;7
2017;8201;Palermo;L-41;Statistica per l'Analisi dei Dati;PALERMO;82;M;10
2017;8201;Palermo;L-42;Storia;PALERMO;82;M;7
2017;8201;Palermo;L-5;Studi Filosofici e Storici;PALERMO;82;F;28
2017;8201;Palermo;L-5;Studi Filosofici e Storici;PALERMO;82;M;33
2017;8201;Palermo;L-7;Ingegneria Civile;PALERMO;82;M;9
2017;8201;Palermo;L-7;Ingegneria Civile ed Edile;PALERMO;82;F;11
2017;8201;Palermo;L-7;Ingegneria Civile ed Edile;PALERMO;82;M;30
2017;8201;Palermo;L-7;Ingegneria per l'Ambiente ed il Territorio;PALERMO;82;F;21
2017;8201;Palermo;L-7;Ingegneria per l'Ambiente ed il Territorio;PALERMO;82;M;25
2017;8201;Palermo;L-8;Ingegneria Elettronica;PALERMO;82;M;36
2017;8201;Palermo;L-8;Ingegneria Gestionale e Informatica;AGRIGENTO;84;F;6
2017;8201;Palermo;L-8;Ingegneria Gestionale e Informatica;AGRIGENTO;84;M;17
2017;8201;Palermo;L-8;Ingegneria Gestionale e Informatica;PALERMO;82;M;7
2017;8201;Palermo;L-8;Ingegneria Informatica e delle Telecomunicazioni;PALERMO;82;F;8
2017;8201;Palermo;L-8;Ingegneria Informatica e delle Telecomunicazioni;PALERMO;82;M;34
2017;8201;Palermo;L-9;Ingegneria Chimica;PALERMO;82;F;28
2017;8201;Palermo;L-9;Ingegneria Chimica;PALERMO;82;M;36
2017;8201;Palermo;L-9;Ingegneria dell'Energia;PALERMO;82;F;20
2017;8201;Palermo;L-9;Ingegneria dell'Energia;PALERMO;82;M;60
2017;8201;Palermo;L-9;Ingegneria Elettrica;CALTANISSETTA;85;M;21
2017;8201;Palermo;L-9;Ingegneria Gestionale;PALERMO;82;F;36
2017;8201;Palermo;L-9;Ingegneria Gestionale;PALERMO;82;M;65
2017;8201;Palermo;L-9;Ingegneria Meccanica;PALERMO;82;F;9
2017;8201;Palermo;L-9;Ingegneria Meccanica;PALERMO;82;M;84
2017;8201;Palermo;LM/SNT1;Scienze Infermieristiche e Ostetriche;PALERMO;82;F;23
2017;8201;Palermo;LM/SNT1;Scienze Infermieristiche e Ostetriche;PALERMO;82;M;16
2017;8201;Palermo;LM/SNT2;Scienze Riabilitative delle Professioni Sanitarie;PALERMO;82;F;16
2017;8201;Palermo;LM-13;Chimica e Tecnologia Farmaceutiche;PALERMO;82;F;38
2017;8201;Palermo;LM-13;Chimica e Tecnologia Farmaceutiche;PALERMO;82;M;13
2017;8201;Palermo;LM-13;Farmacia;PALERMO;82;F;41
2017;8201;Palermo;LM-13;Farmacia;PALERMO;82;M;12
2017;8201;Palermo;LM-14;Filologia Moderna e Italianistica;PALERMO;82;F;78
2017;8201;Palermo;LM-14;Filologia Moderna e Italianistica;PALERMO;82;M;8
2017;8201;Palermo;LM-15;Scienze dell'Antichita;PALERMO;82;F;41
2017;8201;Palermo;LM-15;Scienze dell'Antichita;PALERMO;82;M;10
2017;8201;Palermo;LM-17;Fisica;PALERMO;82;F;7
2017;8201;Palermo;LM-17;Fisica;PALERMO;82;M;11
2017;8201;Palermo;LM-18;Informatica;PALERMO;82;M;6
2017;8201;Palermo;LM-2;Archeologia;AGRIGENTO;84;F;15
2017;8201;Palermo;LM-2;Archeologia;AGRIGENTO;84;M;7
2017;8201;Palermo;LM-20;Ingegneria Aerospaziale;PALERMO;82;M;12
2017;8201;Palermo;LM-22;Ingegneria Chimica;PALERMO;82;F;13
2017;8201;Palermo;LM-22;Ingegneria Chimica;PALERMO;82;M;25
2017;8201;Palermo;LM-23;Ingegneria Civile;PALERMO;82;M;30
2017;8201;Palermo;LM-24;Ingegneria dei Sistemi Edilizi;PALERMO;82;F;15
2017;8201;Palermo;LM-24;Ingegneria dei Sistemi Edilizi;PALERMO;82;M;34
2017;8201;Palermo;LM-27;Ingegneria delle Telecomunicazioni;PALERMO;82;M;8
2017;8201;Palermo;LM-28;Ingegneria Elettrica;PALERMO;82;M;18
2017;8201;Palermo;LM-29;Ingegneria Elettronica;PALERMO;82;M;11
2017;8201;Palermo;LM-30;Ingegneria Energetica e Nucleare;PALERMO;82;F;7
2017;8201;Palermo;LM-30;Ingegneria Energetica e Nucleare;PALERMO;82;M;19
2017;8201;Palermo;LM-31;Ingegneria Gestionale;PALERMO;82;F;22
2017;8201;Palermo;LM-31;Ingegneria Gestionale;PALERMO;82;M;45
2017;8201;Palermo;LM-32;Ingegneria Informatica;PALERMO;82;M;40
2017;8201;Palermo;LM-33;Ingegneria Meccanica;PALERMO;82;F;6
2017;8201;Palermo;LM-33;Ingegneria Meccanica;PALERMO;82;M;44
2017;8201;Palermo;LM-35;Ingegneria per l'Ambiente e il Territorio;PALERMO;82;F;13
2017;8201;Palermo;LM-35;Ingegneria per l'Ambiente e il Territorio;PALERMO;82;M;14
2017;8201;Palermo;LM-37;Lingue e Letterature Moderne dell'Occidente e dell'Oriente;PALERMO;82;F;42
2017;8201;Palermo;LM-37;Lingue e Letterature Moderne dell'Occidente e dell'Oriente;PALERMO;82;M;7
2017;8201;Palermo;LM-38;Lingue Moderne e Traduzione per le Relazioni Internazionali;PALERMO;82;F;57
2017;8201;Palermo;LM-38;Lingue Moderne e Traduzione per le Relazioni Internazionali;PALERMO;82;M;10
2017;8201;Palermo;LM-40;Matematica;PALERMO;82;F;13
2017;8201;Palermo;LM-41;Medicina e Chirurgia;CALTANISSETTA;85;F;11
2017;8201;Palermo;LM-41;Medicina e Chirurgia;CALTANISSETTA;85;M;14
2017;8201;Palermo;LM-41;Medicina e Chirurgia;PALERMO;82;F;191
2017;8201;Palermo;LM-41;Medicina e Chirurgia;PALERMO;82;M;153
2017;8201;Palermo;LM-45;Musicologia;PALERMO;82;F;9
2017;8201;Palermo;LM-46;Odontoiatria e Protesi Dentaria;PALERMO;82;F;7
2017;8201;Palermo;LM-46;Odontoiatria e Protesi Dentaria;PALERMO;82;M;12
2017;8201;Palermo;LM-47;Management dello Sport e delle Attività Motorie;PALERMO;82;M;9
2017;8201;Palermo;LM-48;Pianificazione Territoriale, Urbanistica e Ambientale;PALERMO;82;F;16
2017;8201;Palermo;LM-48;Pianificazione Territoriale, Urbanistica e Ambientale;PALERMO;82;M;20
2017;8201;Palermo;LM-4cu;Architettura;AGRIGENTO;84;F;22
2017;8201;Palermo;LM-4cu;Architettura;AGRIGENTO;84;M;19
2017;8201;Palermo;LM-4cu;Architettura;PALERMO;82;F;78
2017;8201;Palermo;LM-4cu;Architettura;PALERMO;82;M;49
2017;8201;Palermo;LM-4cu;Ingegneria Edile-Architettura;PALERMO;82;F;19
2017;8201;Palermo;LM-4cu;Ingegneria Edile-Architettura;PALERMO;82;M;21
2017;8201;Palermo;LM-51;Psicologia Clinica;PALERMO;82;F;91
2017;8201;Palermo;LM-51;Psicologia Clinica;PALERMO;82;M;14
2017;8201;Palermo;LM-51;Psicologia Clinica dell'Arco di Vita;PALERMO;82;F;57
2017;8201;Palermo;LM-51;Psicologia del Ciclo di Vita;PALERMO;82;F;25
2017;8201;Palermo;LM-51;Psicologia Sociale, del Lavoro e delle Organizzazioni;PALERMO;82;F;41
2017;8201;Palermo;LM-52;Relazioni Internazionali per la Cooperazione e Lo Sviluppo;PALERMO;82;F;6
2017;8201;Palermo;LM-53;Ingegneria dei Materiali;PALERMO;82;M;10
2017;8201;Palermo;LM-54;Chimica;PALERMO;82;F;14
2017;8201;Palermo;LM-54;Chimica;PALERMO;82;M;9
2017;8201;Palermo;LM-56;Scienze Economiche e Finanziarie;PALERMO;82;F;42
2017;8201;Palermo;LM-56;Scienze Economiche e Finanziarie;PALERMO;82;M;27
2017;8201;Palermo;LM-57;Scienze della Formazione Continua;PALERMO;82;F;59
2017;8201;Palermo;LM-59;Scienze della Comunicazione Pubblica, d'Impresa e Pubblicita;PALERMO;82;F;39
2017;8201;Palermo;LM-59;Scienze della Comunicazione Pubblica, d'Impresa e Pubblicita;PALERMO;82;M;14
2017;8201;Palermo;LM-59;Scienze della Comunicazione Pubblica, d'Impresa e Pubblicità;PALERMO;82;F;12
2017;8201;Palermo;LM-6;Biodiversita ed Evoluzione;PALERMO;82;F;11
2017;8201;Palermo;LM-6;Biodiversita ed Evoluzione;PALERMO;82;M;7
2017;8201;Palermo;LM-6;Biologia Cellulare e Molecolare;PALERMO;82;F;9
2017;8201;Palermo;LM-6;Biologia della Salute;PALERMO;82;F;34
2017;8201;Palermo;LM-6;Biologia della Salute;PALERMO;82;M;9
2017;8201;Palermo;LM-6;Ecologia Marina;PALERMO;82;M;6
2017;8201;Palermo;LM-63;Scienze delle Amministrazioni e delle Organizzazioni Complesse;PALERMO;82;F;20
2017;8201;Palermo;LM-63;Scienze delle Amministrazioni e delle Organizzazioni Complesse;PALERMO;82;M;9
2017;8201;Palermo;LM-65;Teatro, Cinema e Spettacolo Multimediale;PALERMO;82;F;11
2017;8201;Palermo;LM-67;Scienze e Tecniche delle Attività Motorie Preventive e Adattate e delle Attività Sportive;PALERMO;82;F;29
2017;8201;Palermo;LM-67;Scienze e Tecniche delle Attività Motorie Preventive e Adattate e delle Attività Sportive;PALERMO;82;M;21
2017;8201;Palermo;LM-68;Scienze e Tecniche delle Attività Motorie Preventive e Adattate e delle Attività Sportive;PALERMO;82;M;9
2017;8201;Palermo;LM-68;Scienze e Tecniche delle Attivita Sportive;PALERMO;82;F;6
2017;8201;Palermo;LM-69;Imprenditorialita e Qualita per il Sistema Agroalimentare;PALERMO;82;F;6
2017;8201;Palermo;LM-69;Imprenditorialita e Qualita per il Sistema Agroalimentare;PALERMO;82;M;9
2017;8201;Palermo;LM-69;Imprenditorialità e Qualità per il Sistema Agroalimentare;PALERMO;82;M;12
2017;8201;Palermo;LM-69;Scienze delle Produzioni e delle Tecnologie Agrarie;PALERMO;82;M;16
2017;8201;Palermo;LM-74;Scienze e Tecnologie Geologiche;PALERMO;82;F;13
2017;8201;Palermo;LM-74;Scienze e Tecnologie Geologiche;PALERMO;82;M;27
2017;8201;Palermo;LM-75;Riqualificazione Ambientale ed Ingegneria Naturalistica;PALERMO;82;F;7
2017;8201;Palermo;LM-75;Riqualificazione Ambientale ed Ingegneria Naturalistica;PALERMO;82;M;6
2017;8201;Palermo;LM-75;Scienze Ambientali;PALERMO;82;F;6
2017;8201;Palermo;LM-75;Scienze Ambientali;PALERMO;82;M;6
2017;8201;Palermo;LM-77;Scienze Economico-Aziendali;PALERMO;82;F;43
2017;8201;Palermo;LM-77;Scienze Economico-Aziendali;PALERMO;82;M;28
2017;8201;Palermo;LM-78;Scienze Filosofiche;PALERMO;82;F;22
2017;8201;Palermo;LM-78;Scienze Filosofiche;PALERMO;82;M;10
2017;8201;Palermo;LM-8;Biotecnologie per l'Industria e per la Ricerca Scientifica;PALERMO;82;F;16
2017;8201;Palermo;LM-8;Biotecnologie per l'Industria e per la Ricerca Scientifica;PALERMO;82;M;9
2017;8201;Palermo;LM-81;Cooperazione e Sviluppo;PALERMO;82;F;12
2017;8201;Palermo;LM-81;Cooperazione e Sviluppo;PALERMO;82;M;7
2017;8201;Palermo;LM-82;Scienze Statistiche;PALERMO;82;F;9
2017;8201;Palermo;LM-82;Scienze Statistiche;PALERMO;82;M;8
2017;8201;Palermo;LM-84;Studi Storici, Antropologici e Geografici;PALERMO;82;F;25
2017;8201;Palermo;LM-84;Studi Storici, Antropologici e Geografici;PALERMO;82;M;25
2017;8201;Palermo;LM-85;Scienze Pedagogiche;PALERMO;82;F;46
2017;8201;Palermo;LM-85 bis;Scienze della Formazione Primaria;PALERMO;82;F;223
2017;8201;Palermo;LM-85 bis;Scienze della Formazione Primaria;PALERMO;82;M;9
2017;8201;Palermo;LM-87;Servizio Sociale e Politiche Sociali;PALERMO;82;F;6
2017;8201;Palermo;LM-89;Storia dell'Arte;PALERMO;82;F;30
2017;8201;Palermo;LM-9;Biotecnologie Mediche e Medicina Molecolare;PALERMO;82;F;19
2017;8201;Palermo;LM-92;Teorie della Comunicazione;PALERMO;82;F;12
2017;8201;Palermo;LMG/01;Giurisprudenza;AGRIGENTO;84;F;51
2017;8201;Palermo;LMG/01;Giurisprudenza;AGRIGENTO;84;M;18
2017;8201;Palermo;LMG/01;Giurisprudenza;PALERMO;82;F;251
2017;8201;Palermo;LMG/01;Giurisprudenza;PALERMO;82;M;121
2017;8201;Palermo;LMG/01;Giurisprudenza;TRAPANI;81;F;49
2017;8201;Palermo;LMG/01;Giurisprudenza;TRAPANI;81;M;30
2017;8201;Palermo;LMR/02;Conservazione e Restauro dei Beni Culturali (Abilitante Ai Sensi del D.Lgs N.42/2004);PALERMO;82;F;9
2017;8301;Messina;11;Lingue e Letterature Straniere;MESSINA;83;F;7
2017;8301;Messina;33;Scienze Motorie e Sportive;MESSINA;83;M;9
2017;8301;Messina;46/S;Medicina e Chirurgia;MESSINA;83;F;9
2017;8301;Messina;46/S;Medicina e Chirurgia;MESSINA;83;M;17
2017;8301;Messina;47/S;Medicina Veterinaria;MESSINA;83;F;7
2017;8301;Messina;47/S;Medicina Veterinaria;MESSINA;83;M;11
2017;8301;Messina;9;Ingegneria Informatica e delle Telecomunicazioni;MESSINA;83;M;7
2017;8301;Messina;99999;Giurisprudenza;MESSINA;83;F;12
2017;8301;Messina;99999;Giurisprudenza;MESSINA;83;M;8
2017;8301;Messina;99999;Lettere;MESSINA;83;F;9
2017;8301;Messina;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);CALTAGIRONE;87;F;6
2017;8301;Messina;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);CALTAGIRONE;87;M;8
2017;8301;Messina;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);MESSINA;83;F;77
2017;8301;Messina;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);MESSINA;83;M;60
2017;8301;Messina;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);PIAZZA ARMERINA;86;F;36
2017;8301;Messina;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);PIAZZA ARMERINA;86;M;17
2017;8301;Messina;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);SIRACUSA;89;F;18
2017;8301;Messina;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);SIRACUSA;89;M;13
2017;8301;Messina;L/SNT1;Infermieristica Pediatrica (Abilitante alla Professione Sanitaria di Infermiere Pediatrico);MESSINA;83;F;15
2017;8301;Messina;L/SNT1;Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o);MESSINA;83;F;9
2017;8301;Messina;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);MESSINA;83;F;15
2017;8301;Messina;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);MESSINA;83;M;41
2017;8301;Messina;L/SNT2;Logopedia (Abilitante alla Professione Sanitaria di Logopedista);MESSINA;83;F;11
2017;8301;Messina;L/SNT2;Ortottica ed Assistenza Oftalmologica (Abilitante alla Professione Sanitaria di Ortottista ed Assistente di Oftalmologia);MESSINA;83;F;6
2017;8301;Messina;L/SNT2;Terapia della Neuro e Psicomotricita dell'Eta Evolutiva (Abilitante alla Professione Sanitaria di Terapista della Neuro e Psicomotricita dell'Eta Evolutiva);MESSINA;83;F;10
2017;8301;Messina;L/SNT4;Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro);MESSINA;83;F;9
2017;8301;Messina;L/SNT4;Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro);MESSINA;83;M;7
2017;8301;Messina;L-10;Lettere;MESSINA;83;F;59
2017;8301;Messina;L-10;Lettere;MESSINA;83;M;21
2017;8301;Messina;L-11;Lingue, Letterature Straniere e Tecniche della Mediazione Linguistica;MESSINA;83;F;70
2017;8301;Messina;L-11;Lingue, Letterature Straniere e Tecniche della Mediazione Linguistica;MESSINA;83;M;10
2017;8301;Messina;L-12;Lingue, Letterature Straniere e Tecniche della Mediazione Linguistica;MESSINA;83;F;22
2017;8301;Messina;L-12;Lingue, Letterature Straniere e Tecniche della Mediazione Linguistica;MESSINA;83;M;7
2017;8301;Messina;L-13;Biologia ed Ecologia Marina;MESSINA;83;F;8
2017;8301;Messina;L-13;Scienze Biologiche;MESSINA;83;F;75
2017;8301;Messina;L-13;Scienze Biologiche;MESSINA;83;M;25
2017;8301;Messina;L-14;Consulente del Lavoro;MESSINA;83;F;16
2017;8301;Messina;L-14;Consulente del Lavoro;MESSINA;83;M;12
2017;8301;Messina;L-14;Consulente del Lavoro e Scienze dei Servizi Giuridici;MESSINA;83;F;10
2017;8301;Messina;L-14;Giurista delle Amministrazioni Pubbliche e di Impresa;MESSINA;83;F;8
2017;8301;Messina;L-15;Turismo Culturale e Discipline delle Arti, della Musica e dello Spettacolo;MESSINA;83;F;26
2017;8301;Messina;L-15;Turismo Culturale e Discipline delle Arti, della Musica e dello Spettacolo;MESSINA;83;M;6
2017;8301;Messina;L-16;Scienze dell'Amministrazione e dell'Organizzazione;MESSINA;83;M;8
2017;8301;Messina;L-18;Economia Aziendale;MESSINA;83;F;87
2017;8301;Messina;L-18;Economia Aziendale;MESSINA;83;M;79
2017;8301;Messina;L-18;Management d'Impresa;MESSINA;83;F;10
2017;8301;Messina;L-18;Management d'Impresa;MESSINA;83;M;10
2017;8301;Messina;L-19;Scienze della Formazione e della Comunicazione;MESSINA;83;F;49
2017;8301;Messina;L-19;Scienze della Formazione e della Comunicazione;NOTO;89;F;27
2017;8301;Messina;L-19;Scienze dell'Educazione e della Formazione;MESSINA;83;F;97
2017;8301;Messina;L-19;Scienze dell'Educazione e della Formazione;MESSINA;83;M;6
2017;8301;Messina;L-19;Scienze dell'Educazione e della Formazione;NOTO;89;F;20
2017;8301;Messina;L-2;Biotecnologie;MESSINA;83;F;14
2017;8301;Messina;L-20;Scienze della Comunicazione;MESSINA;83;F;27
2017;8301;Messina;L-20;Scienze della Comunicazione;NOTO;89;F;8
2017;8301;Messina;L-20;Scienze della Comunicazione;NOTO;89;M;6
2017;8301;Messina;L-20;Scienze della Formazione e della Comunicazione;MESSINA;83;F;9
2017;8301;Messina;L-20;Scienze dell'Informazione: Comunicazione Pubblica e Tecniche Giornalistiche;MESSINA;83;F;11
2017;8301;Messina;L-22;Scienze Motorie, Sport e Salute;MESSINA;83;F;21
2017;8301;Messina;L-22;Scienze Motorie, Sport e Salute;MESSINA;83;M;51
2017;8301;Messina;L-23;Ingegneria Civile e dei Sistemi Edilizi;MESSINA;83;F;9
2017;8301;Messina;L-24;Scienze e Tecniche Psicologiche;MESSINA;83;F;160
2017;8301;Messina;L-24;Scienze e Tecniche Psicologiche;MESSINA;83;M;18
2017;8301;Messina;L-26;Scienze Gastronomiche;MESSINA;83;F;27
2017;8301;Messina;L-26;Scienze Gastronomiche;MESSINA;83;M;10
2017;8301;Messina;L-27;Chimica;MESSINA;83;F;11
2017;8301;Messina;L-27;Chimica;MESSINA;83;M;14
2017;8301;Messina;L-29;Scienze Farmaceutiche Applicate Ai Prodotti per la Salute;MESSINA;83;F;14
2017;8301;Messina;L-3;Turismo Culturale e Discipline delle Arti, della Musica e dello Spettacolo;MESSINA;83;F;19
2017;8301;Messina;L-3;Turismo Culturale e Discipline delle Arti, della Musica e dello Spettacolo;MESSINA;83;M;6
2017;8301;Messina;L-31;Informatica;MESSINA;83;M;13
2017;8301;Messina;L-32;Scienze dell'Ambiente e della Natura;MESSINA;83;F;6
2017;8301;Messina;L-33;Economia, Banca e Finanza;MESSINA;83;M;8
2017;8301;Messina;L-33;Scienze Economiche;MESSINA;83;F;36
2017;8301;Messina;L-33;Scienze Economiche;MESSINA;83;M;19
