Title: ,"School year in Europe: Recommended compulsory instruction time and holidays, 2024/2025",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,:,not available
AT,MS,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
AT,MS,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
BA,,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
BA,,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
BE_de,,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
BE_de,,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
BE_fr,,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
BE_fr,,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
BE_nl,,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
BE_nl,,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
BG,,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
BG,,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
CY,,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
CY,,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
CZ,,2024/2025,ISCED 1,Vertical flexibility,Vertical,2749.95,0.8220338983050848,-
CZ,,2024/2025,ISCED 24,Vertical flexibility,Vertical,2778.3,0.8032786885245902,-
DE,,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,The data represent the weighted average instruction time for the compulsory core curriculum subjects based on the number of students enrolled in the different types of school (school year n-1).
DE,,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,The data represent the weighted average instruction time for the compulsory core curriculum subjects based on the number of students enrolled in the different types of school (school year n-1).
DK,,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
DK,,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
EE,,2024/2025,ISCED 1,Vertical flexibility,Vertical,3963.75,1,-
EE,,2024/2025,ISCED 24,Vertical flexibility,Vertical,2467.5,1,-
EL,,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
EL,,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
ES,,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,"National regulations allow for vertical flexibility across two-year cycles for all subjects (grades 1-6) in primary education, as well as throughout the three years of lower secondary education (grades 7-9). However, only about half of the autonomous communities include provisions in their recommended instruction time frameworks enabling schools to apply vertical flexibility in primary education. 
Data are based on national and regional regulations on the curriculum and school calendars (school year n). To calculate the weighted averages, statistics on the number of students per grade and autonomous community reported by the Statistics Office of the Ministry of Education and Vocational Training were used (school year n-1)."
ES,,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,"National regulations allow for vertical flexibility across two-year cycles for all subjects (grades 1-6) in primary education, as well as throughout the three years of lower secondary education (grades 7-9). However, only about half of the autonomous communities include provisions in their recommended instruction time frameworks enabling schools to apply vertical flexibility in primary education. 
Data are based on national and regional regulations on the curriculum and school calendars (school year n). To calculate the weighted averages, statistics on the number of students per grade and autonomous community reported by the Statistics Office of the Ministry of Education and Vocational Training were used (school year n-1)."
FI,,2024/2025,ISCED 1,Vertical flexibility,Vertical,3961.5,1,-
FI,,2024/2025,ISCED 24,Vertical flexibility,Vertical,2451,1,-
FR,,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
FR,,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
HR,,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
HR,,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
HU,,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
HU,,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
IE,,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
IE,,2024/2025,ISCED 24,Vertical flexibility,Vertical,2769.9999999999995,1,-
IS,,2024/2025,ISCED 1,Vertical flexibility,Vertical,5100,1,-
IS,,2024/2025,ISCED 24,Vertical flexibility,Vertical,2516,1,-
IT,,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
IT,,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
LI,Gymnasium,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
LI,Gymnasium,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
LI,Realschule,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
LI,Realschule,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
LI,Oberschule,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
LI,Oberschule,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
LT,,2024/2025,ISCED 1,Vertical flexibility,Vertical,2677.5,1,-
LT,,2024/2025,ISCED 24,Vertical flexibility,Vertical,1222.125,0.23790057668442952,-
LU,classic,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
LU,classic,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
LU,general_orientation,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
LU,general_orientation,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
LU,general_preparation,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
LU,general_preparation,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
LV,,2024/2025,ISCED 1,Vertical flexibility,Vertical,3496.111111111111,1,-
LV,,2024/2025,ISCED 24,Vertical flexibility,Vertical,2334.2222222222226,1,-
ME,,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
ME,,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
MK,,2024/2025,ISCED 1,Vertical flexibility,Vertical,(:),(:),No data available.
MK,,2024/2025,ISCED 24,Vertical flexibility,Vertical,(:),(:),No data available.
MT,,2024/2025,ISCED 1,Vertical flexibility,Vertical,4700.500000000001,1,-
MT,,2024/2025,ISCED 24,Vertical flexibility,Vertical,2329.5,1,-
NL,VWO,2024/2025,ISCED 1,Vertical flexibility,Vertical,5640,1,-
NL,VWO,2024/2025,ISCED 24,Vertical flexibility,Vertical,3000,1,-
NL,HAVO,2024/2025,ISCED 1,Vertical flexibility,Vertical,5640,1,-
NL,HAVO,2024/2025,ISCED 24,Vertical flexibility,Vertical,3000,1,-
NL,VMBO,2024/2025,ISCED 1,Vertical flexibility,Vertical,5640,1,-
NL,VMBO,2024/2025,ISCED 24,Vertical flexibility,Vertical,3000,0.8108108108108109,-
NO,,2024/2025,ISCED 1,Vertical flexibility,Vertical,5272,1,-
NO,,2024/2025,ISCED 24,Vertical flexibility,Vertical,2622,1,-
PL,,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
PL,,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
PT,,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
PT,,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
RO,,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
RO,,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
RS,,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
RS,,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
SE,,2024/2025,ISCED 1,Vertical flexibility,Vertical,4256,1,-
SE,,2024/2025,ISCED 24,Vertical flexibility,Vertical,2634,1,-
SI,,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
SI,,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
SK,,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
SK,,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
TR,AHS,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
TR,AHS,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
TR,IPLSS,2024/2025,ISCED 1,Vertical flexibility,Vertical,,,-
TR,IPLSS,2024/2025,ISCED 24,Vertical flexibility,Vertical,,,-
