freq,ref_area,data_type,econ_activity_nace_2007,pers_empl_size_class,info_innov_enterprises,enterprise_goals,enterprises_strategies,obstacles,degree_importance,time_period,obs_value,year,source,flow_id,description
A,IT,POPI_MAN2018,26,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,211,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,26,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,104,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,26,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,152,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,27,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,1584,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,27,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,374,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,27,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,297,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,27,W_GE10,EMPUD2,ALL,ALL,ALL,ALL,2022,174,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,27,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,308,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,27,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,247,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,27,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,79,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,27,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,105,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,28,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,5724,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,28,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,1545,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,28,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,775,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,28,W_GE10,EMPUD2,ALL,ALL,ALL,ALL,2022,984,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,28,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,948,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,28,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,697,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,28,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,356,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,28,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,418,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,29,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,776,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,29,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,82,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,29,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,285,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,29,W_GE10,EMPUD2,ALL,ALL,ALL,ALL,2022,79,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,29,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,216,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,29,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,39,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,29,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,17,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,29,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,58,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,30,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,496,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,30,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,45,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,30,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,97,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,30,W_GE10,EMPUD2,ALL,ALL,ALL,ALL,2022,32,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,30,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,98,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,30,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,79,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,30,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,86,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,30,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,58,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,31,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,1777,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,31,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,836,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,31,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,339,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,31,W_GE10,EMPUD2,ALL,ALL,ALL,ALL,2022,130,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,31,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,248,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,31,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,120,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,31,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,41,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,31,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,58,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,32,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,1200,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,32,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,473,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,32,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,172,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,32,W_GE10,EMPUD2,ALL,ALL,ALL,ALL,2022,94,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,32,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,162,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,32,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,112,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,32,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,93,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,32,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,94,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,33,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,1722,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,33,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,460,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,33,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,363,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,33,W_GE10,EMPUD2,ALL,ALL,ALL,ALL,2022,336,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,33,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,148,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,33,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,140,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,33,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,72,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,33,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,174,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,45,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,2530,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,45,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,1118,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,45,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,461,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,45,W_GE10,EMPUD2,ALL,ALL,ALL,ALL,2022,295,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,45,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,217,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,45,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,175,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,45,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,130,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,45,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,113,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,46,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,10306,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,46,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,2718,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,46,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,1951,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,46,W_GE10,EMPUD2,ALL,ALL,ALL,ALL,2022,1261,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,46,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,1449,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,46,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,1151,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,46,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,747,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,46,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,890,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,47,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,6905,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,47,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,2307,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,47,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,1068,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,47,W_GE10,EMPUD2,ALL,ALL,ALL,ALL,2022,800,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,47,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,535,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,47,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,542,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,47,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,514,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,47,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,1084,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,49_51,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,4255,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,49_51,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,1917,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,49_51,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,948,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,49_51,W_GE10,EMPUD2,ALL,ALL,ALL,ALL,2022,379,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,49_51,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,310,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,49_51,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,329,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,49_51,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,114,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,49_51,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,183,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,52_53,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,2527,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,52_53,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,663,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,52_53,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,595,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,52_53,W_GE10,EMPUD2,ALL,ALL,ALL,ALL,2022,240,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,52_53,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,292,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,52_53,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,302,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,52_53,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,202,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,52_53,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,222,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,58_60,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,598,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,58_60,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,19,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,58_60,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,39,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,58_60,W_GE10,EMPUD2,ALL,ALL,ALL,ALL,2022,50,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,58_60,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,50,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,58_60,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,156,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,58_60,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,101,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,58_60,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,183,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,61,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,180,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,61,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,2,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,61,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,9,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,61,W_GE10,EMPUD2,ALL,ALL,ALL,ALL,2022,12,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,61,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,48,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,61,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,42,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,61,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,31,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,61,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,37,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,62,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,2915,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,62,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,93,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,62,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,133,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,62,W_GE10,EMPUD2,ALL,ALL,ALL,ALL,2022,114,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,62,W_GE10,EMPUD3,ALL,ALL,ALL,ALL,2022,263,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,62,W_GE10,EMPUD4,ALL,ALL,ALL,ALL,2022,503,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,62,W_GE10,EMPUD5,ALL,ALL,ALL,ALL,2022,647,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,62,W_GE10,EMPUD6,ALL,ALL,ALL,ALL,2022,1142,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,63,W_GE10,ALL,ALL,ALL,ALL,ALL,2022,882,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,63,W_GE10,EMPUD0,ALL,ALL,ALL,ALL,2022,40,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
A,IT,POPI_MAN2018,63,W_GE10,EMPUD1,ALL,ALL,ALL,ALL,2022,99,2022,ISTAT SDMX,6_471_DF_DCSP_LACIS_13,Employees with a tertiary degree and economic activities (Nace 2 digit)
