ANNOSCOLASTICO,ANNOFINANZIARIO,REGIONE,CODICESCUOLA,DATAAPPROVAZIONEDS,DATAAPPROVAZIONEGIUNTA,DATAAPPROVAZIONECONSIGLIO,TIPOLOGIAVOCE,CODICELIVELLO1,CODICELIVELLO2,IMPORTO,IMPORTOACCERTATOIMPEGNATO,IMPORTORISCOSSOPAGATO,IMPORTODARISCUOTEREDAPAGARE
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,01,02,186736.41,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,05,04,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,SPESA,P,P02,149938.04,28439.31,28439.31,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,09,20,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,12,03,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,10,03,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,SPESA,A,A04,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,02,02,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,SPESA,P,P03,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,10,02,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,SPESA,A,A06,347.73,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,09,01,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,SPESA,R,98,1000,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,06,11,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,06,11,433.1,433.1,433.1,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,SPESA,P,P02,3091.59,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,09,07,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,03,02,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,06,05,77,77,77,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,13,02,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,09,13,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,06,10,18677.5,18677.5,18677.5,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,05,03,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,13,01,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,SPESA,G,G01,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,06,05,3000,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,09,13,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,04,02,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,SPESA,G,G01,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,SPESA,A,A03,170733.72,66874.18,10697.91,56176.27
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,04,01,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,03,02,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,11,03,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,09,14,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,08,02,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,09,07,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,03,01,27101.86,27101.86,27101.86,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,07,03,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,03,04,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,07,03,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,08,02,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,12,01,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,10,04,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,09,08,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,10,01,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,06,09,400,400,400,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,06,05,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,06,09,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,SPESA,P,P01,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,SPESA,R,98,1714.66,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,07,01,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,09,03,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,07,07,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,07,02,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,13,01,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,07,04,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,SPESA,P,P05,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,SPESA,G,G03,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,09,19,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,05,01,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,09,04,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,03,03,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,SPESA,G,G04,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,SPESA,P,P04,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,06,11,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,SPESA,G,G03,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,09,21,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,01,02,384378.74,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,08,04,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,09,05,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,06,02,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,SPESA,A,A03,411901.66,149771.23,149771.23,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,08,03,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,12,01,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,SPESA,G,G04,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,SPESA,P,P04,469.2,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,09,09,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,09,12,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,08,05,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,02,02,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,03,06,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,13,01,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,07,06,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,11,03,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,07,04,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,11,03,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,09,22,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,SPESA,A,A04,12703.5,11660.57,11660.57,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,07,07,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,10,04,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,09,21,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,06,12,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,SPESA,P,P04,5527.24,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,SPESA,A,A05,43816.97,39281.67,39281.67,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,06,06,1000,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,06,12,2000,2000,0,2000
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,09,21,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,06,06,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,09,20,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,01,02,249188.04,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,09,11,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,03,04,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,06,06,11,11,11,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,04,02,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,04,04,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,SPESA,A,A01,18759.82,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,07,04,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,04,02,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,07,01,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,08,06,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,05,02,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,09,10,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,07,07,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,09,15,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,04,02,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,10,02,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,09,08,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,09,09,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,07,04,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,SPESA,P,P04,1179.01,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,02,01,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,08,05,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,SPESA,A,A04,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,09,18,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,09,10,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,SPESA,G,G01,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,06,01,31653.5,31653.5,31653.5,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,13,02,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,03,03,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,12,01,35.91,35.91,35.91,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,09,16,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,06,05,1332,1332,1332,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,02,01,47655,47655,0,47655
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,SPESA,G,G02,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,07,03,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,SPESA,P,P02,141060,12610.77,12610.77,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,07,02,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,06,07,250,250,250,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,06,09,600,600,600,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,06,02,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,09,19,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,06,01,3000,11.2,11.2,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,07,07,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,01,01,44760.52,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,09,14,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,SPESA,P,P02,78586.37,12856.49,12856.49,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,08,04,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,13,02,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,05,01,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,08,06,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,06,11,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,10,04,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,08,05,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,09,20,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,03,02,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,08,05,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,09,02,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,11,04,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,11,01,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,SPESA,P,P02,168435.32,108251.74,60081.78,48169.96
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,03,01,12522,12522,12522,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,05,04,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,09,08,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,04,02,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,06,09,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,12,03,1280,1280,1280,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,07,05,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,09,03,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,07,02,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,05,01,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,SPESA,A,A06,2726.37,2726.04,2726.04,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,SPESA,G,G01,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,09,09,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,09,01,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,08,01,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,SPESA,P,P02,74438.92,1770.76,1770.76,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,07,02,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,03,01,5801.47,5801.47,5801.47,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,08,01,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,03,03,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,09,09,0,0,0,0
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,SPESA,P,P03,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,SPESA,P,P05,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,06,09,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,SPESA,G,G01,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,ENTRATA,11,01,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,09,22,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,06,04,57173.2,57173.2,57173.2,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,ENTRATA,05,04,13172.65,13172.65,8704.28,4468.37
202526,2025,PUGLIA,LEPC120003,2025-08-25,2025-08-27,2025-08-27,ENTRATA,09,13,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,05,05,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,04,02,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,07,02,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,10,01,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,09,02,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,09,13,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,01,01,45617.23,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,05,03,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,SPESA,P,P01,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,12,03,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,12,02,0.1,0.1,0.1,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,09,05,0,0,0,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,07,06,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,09,16,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,01,01,143523.69,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,SPESA,A,A04,16706.8,14603.37,14603.37,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,06,07,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,13,02,0,0,0,0
202526,2025,SICILIA,AGPM02000Q,2025-08-25,2025-08-26,2025-08-29,ENTRATA,06,10,2297.6,2297.6,2297.6,0
202526,2025,CAMPANIA,NAIC8D900T,2025-08-28,2025-08-28,2025-08-28,ENTRATA,02,02,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,09,17,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,SPESA,G,G03,0,0,0,0
202526,2025,LIGURIA,GEIC82100P,2025-08-29,-,2025-08-29,SPESA,P,P05,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,08,04,0,0,0,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,06,04,7161.48,7161.48,7161.48,0
202526,2025,PUGLIA,LERH03000N,2025-08-26,2025-08-26,2025-08-29,ENTRATA,02,01,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,03,05,0,0,0,0
202526,2025,LIGURIA,GEIC81900P,2025-08-22,2025-09-29,2025-09-29,ENTRATA,09,12,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,SPESA,G,G04,0,0,0,0
202526,2025,PUGLIA,LEEE07100P,2025-08-25,2025-08-29,2025-08-29,ENTRATA,05,02,0,0,0,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,12,03,0,0,0,0
202526,2025,PUGLIA,FGIC820009,2025-08-31,2025-08-31,2025-09-23,ENTRATA,06,04,16900,10344.4,10344.4,0
202526,2025,LAZIO,FRIS028005,2025-08-31,2025-08-31,2025-10-08,ENTRATA,06,08,214,214,214,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,09,12,0,0,0,0
202526,2025,PUGLIA,TAIC84600T,2025-08-29,-,2025-08-29,SPESA,G,G01,0,0,0,0
202526,2025,PUGLIA,LEIS02600V,2025-08-26,2025-08-26,2025-08-28,ENTRATA,03,06,0,0,0,0
