ANNO;CODICE_ATENEO;NOME_ATENEO;REGIONE;AREA_GEO;COD_QUALIFICA;DESC_QUALIFICA;GRADE;AREA_SD;FoRD;GENERE;N_AcStaff
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;04 - Scienze della terra;01 - Natural sciences;M;9
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;04 - Scienze della terra;01 - Natural sciences;F;2
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;04 - Scienze della terra;01 - Natural sciences;M;3
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;05 - Scienze biologiche;01 - Natural sciences;M;10
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;05 - Scienze biologiche;01 - Natural sciences;F;17
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;05 - Scienze biologiche;01 - Natural sciences;M;12
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;05 - Scienze biologiche;01 - Natural sciences;F;47
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;06 - Scienze mediche;03 - Medical and health sciences;M;39
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;06 - Scienze mediche;03 - Medical and health sciences;F;30
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;06 - Scienze mediche;03 - Medical and health sciences;M;26
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;06 - Scienze mediche;03 - Medical and health sciences;F;70
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;F;22
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;M;17
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;F;9
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;M;5
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 79/2022;C;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;M;1
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;08 - Ingegneria civile e Architettura;02 - Engineering and technology;F;15
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;08 - Ingegneria civile e Architettura;02 - Engineering and technology;M;14
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;08 - Ingegneria civile e Architettura;02 - Engineering and technology;M;16
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;08 - Ingegneria civile e Architettura;02 - Engineering and technology;F;36
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;M;60
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;F;8
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;M;39
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 79/2022;C;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;M;4
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;F;31
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;F;6
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;M;10
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;M;5
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;F;9
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;M;2
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 79/2022;C;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;F;1
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;M;2
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;F;6
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;F;3
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;M;5
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;M;2
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;F;3
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;F;3
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;12 - Scienze giuridiche;05 - Social sciences;F;13
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;12 - Scienze giuridiche;05 - Social sciences;M;6
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;12 - Scienze giuridiche;05 - Social sciences;F;7
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;12 - Scienze giuridiche;05 - Social sciences;M;9
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;13 - Scienze economiche e statistiche;05 - Social sciences;M;10
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 79/2022;C;13 - Scienze economiche e statistiche;05 - Social sciences;M;2
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;13 - Scienze economiche e statistiche;05 - Social sciences;F;9
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;13 - Scienze economiche e statistiche;05 - Social sciences;M;11
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;13 - Scienze economiche e statistiche;05 - Social sciences;F;18
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;14 - Scienze politiche e sociali;05 - Social sciences;M;8
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;14 - Scienze politiche e sociali;05 - Social sciences;F;2
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;C;14 - Scienze politiche e sociali;05 - Social sciences;M;7
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;C;14 - Scienze politiche e sociali;05 - Social sciences;F;4
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;C;01 - Scienze matematiche e informatiche;01 - Natural sciences;F;8
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;C;01 - Scienze matematiche e informatiche;01 - Natural sciences;M;3
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;C;02 - Scienze fisiche;01 - Natural sciences;F;2
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;C;02 - Scienze fisiche;01 - Natural sciences;M;3
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;C;03 - Scienze chimiche;01 - Natural sciences;F;5
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;C;03 - Scienze chimiche;01 - Natural sciences;M;3
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;C;04 - Scienze della terra;01 - Natural sciences;M;4
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;C;04 - Scienze della terra;01 - Natural sciences;F;1
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;C;05 - Scienze biologiche;01 - Natural sciences;M;9
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;C;05 - Scienze biologiche;01 - Natural sciences;F;12
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;C;06 - Scienze mediche;03 - Medical and health sciences;F;9
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;C;06 - Scienze mediche;03 - Medical and health sciences;M;10
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;C;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;F;4
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;C;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;M;5
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;C;08 - Ingegneria civile e Architettura;02 - Engineering and technology;F;1
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;C;08 - Ingegneria civile e Architettura;02 - Engineering and technology;M;1
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;C;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;F;1
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;C;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;M;1
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;C;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;F;4
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;C;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;M;2
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;C;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;M;2
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;C;12 - Scienze giuridiche;05 - Social sciences;F;12
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;C;12 - Scienze giuridiche;05 - Social sciences;M;11
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;C;13 - Scienze economiche e statistiche;05 - Social sciences;F;2
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;C;13 - Scienze economiche e statistiche;05 - Social sciences;M;7
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;C;14 - Scienze politiche e sociali;05 - Social sciences;F;3
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;3RU;Ricercatore a tempo indeterminato;C;14 - Scienze politiche e sociali;05 - Social sciences;M;2
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;01 - Scienze matematiche e informatiche;01 - Natural sciences;F;8
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;01 - Scienze matematiche e informatiche;01 - Natural sciences;M;24
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;02 - Scienze fisiche;01 - Natural sciences;F;23
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;02 - Scienze fisiche;01 - Natural sciences;M;44
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;03 - Scienze chimiche;01 - Natural sciences;F;51
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;03 - Scienze chimiche;01 - Natural sciences;M;36
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;04 - Scienze della terra;01 - Natural sciences;F;8
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;04 - Scienze della terra;01 - Natural sciences;M;4
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;05 - Scienze biologiche;01 - Natural sciences;F;86
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;05 - Scienze biologiche;01 - Natural sciences;M;32
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;06 - Scienze mediche;03 - Medical and health sciences;F;88
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;06 - Scienze mediche;03 - Medical and health sciences;M;30
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;F;58
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;M;32
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;08 - Ingegneria civile e Architettura;02 - Engineering and technology;F;67
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;08 - Ingegneria civile e Architettura;02 - Engineering and technology;M;61
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;F;60
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;M;107
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;M;18
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;F;51
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;M;9
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;F;14
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;M;6
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;03 - Medical and health sciences;F;1
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;F;20
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;12 - Scienze giuridiche;05 - Social sciences;F;10
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;12 - Scienze giuridiche;05 - Social sciences;M;19
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;13 - Scienze economiche e statistiche;05 - Social sciences;F;19
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;13 - Scienze economiche e statistiche;05 - Social sciences;M;21
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;14 - Scienze politiche e sociali;05 - Social sciences;F;23
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;14 - Scienze politiche e sociali;05 - Social sciences;M;22
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;99 - Non definito;99 - Unknown;M;2
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;4AR;Titolare di assegno di ricerca;D;99 - Non definito;99 - Unknown;F;3
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;1PO;Prof. I fascia (ordinario);A;01 - Scienze matematiche e informatiche;01 - Natural sciences;M;2
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;1PO;Prof. I fascia (ordinario);A;02 - Scienze fisiche;01 - Natural sciences;F;1
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;1PO;Prof. I fascia (ordinario);A;04 - Scienze della terra;01 - Natural sciences;M;3
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;1PO;Prof. I fascia (ordinario);A;05 - Scienze biologiche;01 - Natural sciences;F;1
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;1PO;Prof. I fascia (ordinario);A;05 - Scienze biologiche;01 - Natural sciences;M;4
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;1PO;Prof. I fascia (ordinario);A;06 - Scienze mediche;03 - Medical and health sciences;F;4
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;1PO;Prof. I fascia (ordinario);A;06 - Scienze mediche;03 - Medical and health sciences;M;2
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;1PO;Prof. I fascia (ordinario);A;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;F;3
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;1PO;Prof. I fascia (ordinario);A;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;M;1
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;1PO;Prof. I fascia (ordinario);A;08 - Ingegneria civile e Architettura;02 - Engineering and technology;F;2
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;1PO;Prof. I fascia (ordinario);A;08 - Ingegneria civile e Architettura;02 - Engineering and technology;M;8
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;1PO;Prof. I fascia (ordinario);A;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;M;16
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;1PO;Prof. I fascia (ordinario);A;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;F;3
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;1PO;Prof. I fascia (ordinario);A;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;F;1
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;1PO;Prof. I fascia (ordinario);A;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;M;1
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;1PO;Prof. I fascia (ordinario);A;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;F;3
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;1PO;Prof. I fascia (ordinario);A;12 - Scienze giuridiche;05 - Social sciences;F;8
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;1PO;Prof. I fascia (ordinario);A;12 - Scienze giuridiche;05 - Social sciences;M;14
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;1PO;Prof. I fascia (ordinario);A;13 - Scienze economiche e statistiche;05 - Social sciences;F;17
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;1PO;Prof. I fascia (ordinario);A;13 - Scienze economiche e statistiche;05 - Social sciences;M;33
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;2PA;Prof. II fascia (associato);B;01 - Scienze matematiche e informatiche;01 - Natural sciences;F;7
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;2PA;Prof. II fascia (associato);B;01 - Scienze matematiche e informatiche;01 - Natural sciences;M;5
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;2PA;Prof. II fascia (associato);B;02 - Scienze fisiche;01 - Natural sciences;F;1
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;2PA;Prof. II fascia (associato);B;02 - Scienze fisiche;01 - Natural sciences;M;3
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;2PA;Prof. II fascia (associato);B;03 - Scienze chimiche;01 - Natural sciences;M;1
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;2PA;Prof. II fascia (associato);B;03 - Scienze chimiche;01 - Natural sciences;F;3
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;2PA;Prof. II fascia (associato);B;04 - Scienze della terra;01 - Natural sciences;M;1
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;2PA;Prof. II fascia (associato);B;04 - Scienze della terra;01 - Natural sciences;F;1
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;2PA;Prof. II fascia (associato);B;05 - Scienze biologiche;01 - Natural sciences;F;7
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;2PA;Prof. II fascia (associato);B;05 - Scienze biologiche;01 - Natural sciences;M;2
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;2PA;Prof. II fascia (associato);B;06 - Scienze mediche;03 - Medical and health sciences;F;5
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;2PA;Prof. II fascia (associato);B;06 - Scienze mediche;03 - Medical and health sciences;M;3
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;2PA;Prof. II fascia (associato);B;07 - Scienze agrarie e veterinarie;04 - Agricultural and veterinary sciences;F;1
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;2PA;Prof. II fascia (associato);B;08 - Ingegneria civile e Architettura;02 - Engineering and technology;F;3
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;2PA;Prof. II fascia (associato);B;08 - Ingegneria civile e Architettura;02 - Engineering and technology;M;6
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;2PA;Prof. II fascia (associato);B;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;F;2
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;2PA;Prof. II fascia (associato);B;09 - Ingegneria industriale e dell'informazione;02 - Engineering and technology;M;14
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;2PA;Prof. II fascia (associato);B;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;F;5
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;2PA;Prof. II fascia (associato);B;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;M;1
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;2PA;Prof. II fascia (associato);B;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;F;2
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;2PA;Prof. II fascia (associato);B;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;05 - Social Sciences;M;1
