STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_H8,Which institution acts as a certifying authority?,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_J3-SQ003,Training,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MCC_D2-SQ007,Support responsible business conduct,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D4-SQ003_SQ004,Innovation procurement-Central purchasing body (CPB),2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D4-SQ002_SQ007,Circular public procurement-We put in place a different institutional structure,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_D1-SQ008,Support social enterprises,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_D1-SQ006,Support small and medium-sized enterprises (SMEs),2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D4-SQ003_SQ005,Innovation procurement-An independent organisation,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D4-SQ011_SQ001,Addressing long-term unemployment-Line ministry,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D4-SQ008_SQ003,Support social enterprises-Procurement authority,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_E3,Which mechanisms do you use to enable citizen’s participation in public procurement?,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_F7,Are there any of the following features available in your national e-procurement system?,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D4-SQ002_SQ006,Circular public procurement-Competence centre* or similar,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D4-SQ007_SQ001,Support responsible business conduct-Line ministry,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MCC_E1,"In cases of formal changes to public procurement laws and regulations, how are relevant stakeholders consulted?",2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D4-SQ005_SQ004,Human and labour rights-Central purchasing body (CPB),2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D4-SQ010_SQ005,Promoting accessibility-An independent organisation,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MCC_E1-SQ003,Optional consultation,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D3-SQ007_SQ002,Support responsible business conduct-Conduct cost-benefits analysis in individual procurement,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_D1-SQ009,Support to indigenous people,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_A2,Please specify where such information is published or which systems are used.,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_A6-SQ001,Uncompetitive procedures,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_G10,How are emerging/innovative technologies being used?,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MCC_H6,What is the structure of the competency matrix?,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_H13-SQ004,Performance-based bonus,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D3,How does your country balance and prioritise these objectives through public procurement? .,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_H1-SQ006,No entities are in charge of capacity-building initiatives,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MCC_B2-SQ005,Public procurement officials have to disclose their meeting agendas,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D3-SQ001_SQ001,Green public procurement-Prioritisation based on product categories,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MCC_B6-SQ004,Bidders declare this information at the request of a contracting authority.,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D4-SQ010_SQ002,Promoting accessibility-Inter-ministerial body,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_F2-SQ001_SQ005,Management of framework agreements / DPS-Other,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D3-SQ003_SQ001,Innovation procurement-Prioritisation based on product categories,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D4-SQ001_SQ002,Green public procurement-Inter-ministerial body,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D3-SQ006_SQ003,Support small and medium-sized enterprises (SMEs)-Conduct business cases in individual procurement,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MCC_J4,Which of the following tools have you implemented for the management of public procurement risks?,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MCC_D2,Are there certain quantitative targets set in relation to the strategic objectives presented in the previous question?,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MCC_K7-SQ008,All emergency procurement is carried out electronically,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_D1-SQ012,Support for re-industrialisation,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_F2-SQ004_SQ003,Trainings-From user fees,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_F3-SQ006,Joint procurements,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D4-SQ007_SQ002,Support responsible business conduct-Inter-ministerial body,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D4-SQ005_SQ003,Human and labour rights-Procurement authority,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MCC_J4-SQ002,Risk registers,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MCC_H6-SQ001,"By level (e.g., Basic, Intermediate, Expert)",2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D3-SQ005_SQ003,Human and labour rights-Conduct business cases in individual procurement,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D4-SQ002_SQ002,Circular public procurement-Inter-ministerial body,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D4-SQ005_SQ005,Human and labour rights-An independent organisation,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MCC_J2,Does the strategy address the following categories of public procurement risk?,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_G6-SQ007,Social security database,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MCC_B5-SQ005,Certifications (e.g. ISO),2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_A7-SQ005,Bidding documents,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D4-SQ002_SQ004,Circular public procurement-Central purchasing body (CPB),2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MCC_D2-SQ011,Addressing long-term unemployment,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MCC_C5,"Are there policies to improve access to procurement processes for specific categories of businesses (e.g. indigenous businesses, women-owned businesses, social enterprises etc.)?",2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_H1-SQ005,CPB,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MCC_D2-SQ003,Innovation procurement,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_H1-SQ002,Ministry responsible for public administration,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_G6-SQ005,Business registries,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_A1-SQ005,Bids,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D4-SQ006_SQ005,Support small and medium-sized enterprises (SMEs)-An independent organisation,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D3-SQ009_SQ004,"Indigenous people-Others, please specify",2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D4-SQ001_SQ006,Green public procurement-Competence centre* or similar,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MCC_B1-SQ006,Other integrity provisions and/or mechanisms,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_F6,Have you developed any of the following tools at the national level?,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D4-SQ011_SQ004,Addressing long-term unemployment-Central purchasing body (CPB),2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MCC_B6-SQ005,Bidders have to declare this information for certain public procurement processes.,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MCC_K7-SQ009,E-appeals,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D3-SQ007_SQ001,Support responsible business conduct-Prioritisation based on product categories,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MCC_D8,Are they incentives (financial or non-financial) to promote the uptake of strategic policy objectives?,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MCC_F5-SQ004,"Yes, in post-award stage",2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D4-SQ003_SQ007,Innovation procurement-We put in place a different institutional structure,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MCC_B6-SQ001,Systematically shared through information exchange with other government information system (e.g. tax registry),2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MCC_C5-SQ003,Social enterprises,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D3-SQ002_SQ002,Circular public procurement-Conduct cost-benefits analysis in individual procurement,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_D1-SQ002,Circular public procurement,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_B3,Please provide an estimation of the average submission rate of interest declarations by public procurement officials over the past three years?,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D4-SQ010_SQ006,Promoting accessibility-Competence centre* or similar,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_J3-SQ002,Dedicated guidance,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_B3-SQ004,Less than 50%,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D3-SQ005_SQ001,Human and labour rights-Prioritisation based on product categories,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_B3-SQ001,1,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_J3-SQ004,Helpdesk,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_A6-SQ003,Small-value purchases,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_E4-SQ004,Voluntary preliminary market consultation,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D4-SQ011_SQ006,Addressing long-term unemployment-Competence centre* or similar,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D4-SQ007_SQ007,Support responsible business conduct-We put in place a different institutional structure,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D4-SQ003_SQ001,Innovation procurement-Line ministry,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D3-SQ003_SQ003,Innovation procurement-Conduct business cases in individual procurement,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_F6-SQ003,Award criteria,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D3-SQ013_SQ002,Increased resilience (securing supply chains)-Conduct cost-benefits analysis in individual procurement,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D4-SQ011_SQ005,Addressing long-term unemployment-An independent organisation,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MCC_J2-SQ004,Regulatory and compliance risks,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_H1-SQ004,Each contracting authority,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_A1-SQ004,Tender documents,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_MC_D9-SQ004,Aggregating results by policy objective,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D3-SQ007_SQ004,"Support responsible business conduct-Others, please specify",2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,HUN,Hungary,A,Annual,Q_AN_D3-SQ010_SQ002,Promoting accessibility-Conduct cost-benefits analysis in individual procurement,2024,,,,A,Normal value,0,Units
