ANNO;CODICE_ATENEO;NOME_ATENEO;REGIONE;AREA_GEO;QUALIFICA;GENERE;ETA-MEDIA_PERS_TA
2024;03601;Modena e Reggio Emilia - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA D/FUNZIONARIO;M;50
2024;03601;Modena e Reggio Emilia - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA C/COLLABORATORE;M;48
2024;03601;Modena e Reggio Emilia - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA B/OPERATORE;M;48
2024;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;DIRIGENTE II FASCIA;M;56
2024;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA EP;M;55
2024;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA D/FUNZIONARIO;M;47
2024;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA C/COLLABORATORE;M;49
2024;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA B/OPERATORE;M;52
2024;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;DIRETTORE GENERALE;M;54
2024;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;DIRIGENTE II FASCIA;M;64
2024;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA EP;M;57
2024;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA D/FUNZIONARIO;M;50
2024;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA C/COLLABORATORE;M;47
2024;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA B/OPERATORE;M;58
2024;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;DIRETTORE GENERALE;M;63
2024;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;DIRIGENTE II FASCIA;M;61
2024;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;POSIZIONE ECONOMICA EP;M;50
2024;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;M;55
2024;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;M;52
2024;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;M;58
2024;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;DIRETTORE GENERALE;M;49
2024;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;POSIZIONE ECONOMICA EP;M;59
2024;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;M;50
2024;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;M;47
2024;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;M;57
2024;04301;Macerata - Università degli studi;Marche;CENTRO;DIRETTORE GENERALE;M;61
2024;04301;Macerata - Università degli studi;Marche;CENTRO;DIRIGENTE II FASCIA;M;56
2024;04301;Macerata - Università degli studi;Marche;CENTRO;POSIZIONE ECONOMICA EP;M;57
2024;04301;Macerata - Università degli studi;Marche;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;M;54
2024;04301;Macerata - Università degli studi;Marche;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;M;49
2024;04301;Macerata - Università degli studi;Marche;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;M;54
2024;04302;Camerino - Università degli studi;Marche;CENTRO;DIRETTORE GENERALE;M;53
2024;04302;Camerino - Università degli studi;Marche;CENTRO;POSIZIONE ECONOMICA EP;M;57
2024;04302;Camerino - Università degli studi;Marche;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;M;53
2024;04302;Camerino - Università degli studi;Marche;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;M;51
2024;04302;Camerino - Università degli studi;Marche;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;M;55
2024;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;POSIZIONE ECONOMICA EP;M;43
2024;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;M;41
2024;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;M;36
2024;04801;Firenze - Università degli studi;Toscana;CENTRO;DIRETTORE GENERALE;M;58
2024;04801;Firenze - Università degli studi;Toscana;CENTRO;DIRIGENTE II FASCIA;M;58
2024;04801;Firenze - Università degli studi;Toscana;CENTRO;POSIZIONE ECONOMICA EP;M;56
2024;04801;Firenze - Università degli studi;Toscana;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;M;50
2024;04801;Firenze - Università degli studi;Toscana;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;M;47
2024;04801;Firenze - Università degli studi;Toscana;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;M;55
2024;05001;Pisa - Università degli studi;Toscana;CENTRO;DIRETTORE GENERALE;M;58
2024;05001;Pisa - Università degli studi;Toscana;CENTRO;DIRIGENTE II FASCIA;M;56
2024;05001;Pisa - Università degli studi;Toscana;CENTRO;POSIZIONE ECONOMICA EP;M;58
2024;05001;Pisa - Università degli studi;Toscana;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;M;54
2024;05001;Pisa - Università degli studi;Toscana;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;M;53
2024;05001;Pisa - Università degli studi;Toscana;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;M;52
2024;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;DIRETTORE GENERALE;M;60
2024;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;DIRIGENTE II FASCIA;M;63
2024;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;POSIZIONE ECONOMICA EP;M;59
2024;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;M;51
2024;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;M;52
2024;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;M;55
2024;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;DIRIGENTE II FASCIA;M;57
2024;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;POSIZIONE ECONOMICA EP;M;58
2024;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;M;49
2024;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;M;48
2024;05201;Siena - Università degli studi;Toscana;CENTRO;POSIZIONE ECONOMICA EP;M;59
2024;05201;Siena - Università degli studi;Toscana;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;M;58
2024;05201;Siena - Università degli studi;Toscana;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;M;54
2024;05201;Siena - Università degli studi;Toscana;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;M;53
2024;05202;Siena - Università per stranieri;Toscana;CENTRO;POSIZIONE ECONOMICA EP;M;59
2024;05202;Siena - Università per stranieri;Toscana;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;M;43
2024;05202;Siena - Università per stranieri;Toscana;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;M;46
2024;05202;Siena - Università per stranieri;Toscana;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;M;44
2024;05401;Perugia - Università degli studi;Umbria;CENTRO;DIRIGENTE II FASCIA;M;52
2024;05401;Perugia - Università degli studi;Umbria;CENTRO;POSIZIONE ECONOMICA EP;M;59
2024;05401;Perugia - Università degli studi;Umbria;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;M;55
2024;05401;Perugia - Università degli studi;Umbria;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;M;54
2024;05401;Perugia - Università degli studi;Umbria;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;M;55
2024;05403;Perugia - Università per stranieri;Umbria;CENTRO;DIRETTORE GENERALE;M;55
2024;05403;Perugia - Università per stranieri;Umbria;CENTRO;POSIZIONE ECONOMICA EP;M;50
2024;05403;Perugia - Università per stranieri;Umbria;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;M;54
2024;05403;Perugia - Università per stranieri;Umbria;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;M;52
2024;05403;Perugia - Università per stranieri;Umbria;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;M;54
2024;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;POSIZIONE ECONOMICA EP;M;52
2024;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;M;55
2024;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;M;53
2024;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;M;51
2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;DIRIGENTE II FASCIA;M;55
2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;POSIZIONE ECONOMICA EP;M;57
2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;M;55
2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;M;50
2024;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;M;47
2024;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;DIRIGENTE II FASCIA;M;55
2024;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;POSIZIONE ECONOMICA EP;M;57
2024;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;M;55
2024;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;M;50
2024;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;M;48
2024;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;M;56
2024;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;M;52
2024;05806;"Roma - Università degli studi del ""Foro Italico""";Lazio;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;M;51
2024;05807;Roma - III Università degli studi;Lazio;CENTRO;DIRETTORE GENERALE;M;55
2024;05807;Roma - III Università degli studi;Lazio;CENTRO;DIRIGENTE II FASCIA;M;55
2024;05807;Roma - III Università degli studi;Lazio;CENTRO;POSIZIONE ECONOMICA EP;M;53
2024;05807;Roma - III Università degli studi;Lazio;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;M;50
2024;05807;Roma - III Università degli studi;Lazio;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;M;48
2024;05807;Roma - III Università degli studi;Lazio;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;M;49
2024;06001;Cassino - Università degli studi;Lazio;CENTRO;DIRIGENTE II FASCIA;M;53
2024;06001;Cassino - Università degli studi;Lazio;CENTRO;POSIZIONE ECONOMICA EP;M;56
2024;06001;Cassino - Università degli studi;Lazio;CENTRO;POSIZIONE ECONOMICA D/FUNZIONARIO;M;59
2024;06001;Cassino - Università degli studi;Lazio;CENTRO;POSIZIONE ECONOMICA C/COLLABORATORE;M;54
2024;06001;Cassino - Università degli studi;Lazio;CENTRO;POSIZIONE ECONOMICA B/OPERATORE;M;58
2024;06201;Benevento - Università degli studi del Sannio;Campania;SUD;DIRETTORE GENERALE;M;56
2024;06201;Benevento - Università degli studi del Sannio;Campania;SUD;DIRIGENTE II FASCIA;M;64
2024;06201;Benevento - Università degli studi del Sannio;Campania;SUD;POSIZIONE ECONOMICA EP;M;55
2024;06201;Benevento - Università degli studi del Sannio;Campania;SUD;POSIZIONE ECONOMICA D/FUNZIONARIO;M;53
2024;06201;Benevento - Università degli studi del Sannio;Campania;SUD;POSIZIONE ECONOMICA C/COLLABORATORE;M;50
2024;06201;Benevento - Università degli studi del Sannio;Campania;SUD;POSIZIONE ECONOMICA B/OPERATORE;M;57
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;DIRETTORE GENERALE;M;57
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;DIRIGENTE II FASCIA;M;57
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;POSIZIONE ECONOMICA EP;M;56
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;POSIZIONE ECONOMICA D/FUNZIONARIO;M;50
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;POSIZIONE ECONOMICA C/COLLABORATORE;M;52
2024;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;POSIZIONE ECONOMICA B/OPERATORE;M;53
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;DIRETTORE GENERALE;M;58
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;DIRIGENTE II FASCIA;M;55
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;POSIZIONE ECONOMICA EP;M;53
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;POSIZIONE ECONOMICA D/FUNZIONARIO;M;52
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;POSIZIONE ECONOMICA C/COLLABORATORE;M;49
2024;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;POSIZIONE ECONOMICA B/OPERATORE;M;45
2024;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;DIRETTORE GENERALE;M;60
2024;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;DIRIGENTE II FASCIA;M;59
2024;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;POSIZIONE ECONOMICA EP;M;56
2024;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;POSIZIONE ECONOMICA D/FUNZIONARIO;M;49
2024;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;POSIZIONE ECONOMICA C/COLLABORATORE;M;52
2024;06303;"Napoli - Università degli studi ""L' Orientale""";Campania;SUD;POSIZIONE ECONOMICA B/OPERATORE;M;52
2024;06306;Napoli - Seconda Università degli studi;Campania;SUD;DIRIGENTE II FASCIA;M;52
2024;06306;Napoli - Seconda Università degli studi;Campania;SUD;POSIZIONE ECONOMICA EP;M;58
2024;06306;Napoli - Seconda Università degli studi;Campania;SUD;POSIZIONE ECONOMICA D/FUNZIONARIO;M;54
2024;06306;Napoli - Seconda Università degli studi;Campania;SUD;POSIZIONE ECONOMICA C/COLLABORATORE;M;50
2024;06306;Napoli - Seconda Università degli studi;Campania;SUD;POSIZIONE ECONOMICA B/OPERATORE;M;48
2024;06308;Scuola Superiore Meridionale di Napoli;Campania;SUD;DIRETTORE GENERALE;M;52
2024;06308;Scuola Superiore Meridionale di Napoli;Campania;SUD;DIRIGENTE II FASCIA;M;54
2024;06308;Scuola Superiore Meridionale di Napoli;Campania;SUD;POSIZIONE ECONOMICA EP;M;35
2024;06308;Scuola Superiore Meridionale di Napoli;Campania;SUD;POSIZIONE ECONOMICA D/FUNZIONARIO;M;39
2024;06308;Scuola Superiore Meridionale di Napoli;Campania;SUD;POSIZIONE ECONOMICA C/COLLABORATORE;M;31
2024;06308;Scuola Superiore Meridionale di Napoli;Campania;SUD;POSIZIONE ECONOMICA B/OPERATORE;M;24
2024;06501;Salerno - Università degli studi;Campania;SUD;DIRIGENTE II FASCIA;M;50
2024;06501;Salerno - Università degli studi;Campania;SUD;POSIZIONE ECONOMICA EP;M;58
2024;06501;Salerno - Università degli studi;Campania;SUD;POSIZIONE ECONOMICA D/FUNZIONARIO;M;51
2024;06501;Salerno - Università degli studi;Campania;SUD;POSIZIONE ECONOMICA C/COLLABORATORE;M;49
2024;06501;Salerno - Università degli studi;Campania;SUD;POSIZIONE ECONOMICA B/OPERATORE;M;45
2024;06601;L'Aquila - Università degli studi;Abruzzo;SUD;DIRETTORE GENERALE;M;62
2024;06601;L'Aquila - Università degli studi;Abruzzo;SUD;POSIZIONE ECONOMICA EP;M;58
2024;06601;L'Aquila - Università degli studi;Abruzzo;SUD;POSIZIONE ECONOMICA D/FUNZIONARIO;M;53
2024;06601;L'Aquila - Università degli studi;Abruzzo;SUD;POSIZIONE ECONOMICA C/COLLABORATORE;M;53
2024;06601;L'Aquila - Università degli studi;Abruzzo;SUD;POSIZIONE ECONOMICA B/OPERATORE;M;57
2024;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;DIRETTORE GENERALE;M;60
2024;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;POSIZIONE ECONOMICA EP;M;41
2024;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;POSIZIONE ECONOMICA D/FUNZIONARIO;M;41
2024;06603;L'Aquila - Gran Sasso Science Institute;Abruzzo;SUD;POSIZIONE ECONOMICA C/COLLABORATORE;M;42
2024;06701;Teramo - Università degli studi;Abruzzo;SUD;DIRETTORE GENERALE;M;58
2024;06701;Teramo - Università degli studi;Abruzzo;SUD;POSIZIONE ECONOMICA EP;M;57
2024;06701;Teramo - Università degli studi;Abruzzo;SUD;POSIZIONE ECONOMICA D/FUNZIONARIO;M;53
2024;06701;Teramo - Università degli studi;Abruzzo;SUD;POSIZIONE ECONOMICA C/COLLABORATORE;M;52
2024;06701;Teramo - Università degli studi;Abruzzo;SUD;POSIZIONE ECONOMICA B/OPERATORE;M;49
2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;DIRETTORE GENERALE;M;58
2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;DIRIGENTE II FASCIA;M;49
2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;POSIZIONE ECONOMICA EP;M;56
2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;POSIZIONE ECONOMICA D/FUNZIONARIO;M;53
2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;POSIZIONE ECONOMICA C/COLLABORATORE;M;56
2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;POSIZIONE ECONOMICA B/OPERATORE;M;60
2024;07001;Campobasso - Università degli studi del Molise;Molise;SUD;DIRETTORE GENERALE;M;59
2024;07001;Campobasso - Università degli studi del Molise;Molise;SUD;DIRIGENTE II FASCIA;M;59
2024;07001;Campobasso - Università degli studi del Molise;Molise;SUD;POSIZIONE ECONOMICA EP;M;56
2024;07001;Campobasso - Università degli studi del Molise;Molise;SUD;POSIZIONE ECONOMICA D/FUNZIONARIO;M;53
2024;07001;Campobasso - Università degli studi del Molise;Molise;SUD;POSIZIONE ECONOMICA C/COLLABORATORE;M;53
2024;07001;Campobasso - Università degli studi del Molise;Molise;SUD;POSIZIONE ECONOMICA B/OPERATORE;M;52
2024;07101;Foggia - Università degli studi;Puglia;SUD;DIRIGENTE II FASCIA;M;56
2024;07101;Foggia - Università degli studi;Puglia;SUD;POSIZIONE ECONOMICA EP;M;54
2024;07101;Foggia - Università degli studi;Puglia;SUD;POSIZIONE ECONOMICA D/FUNZIONARIO;M;53
2024;07101;Foggia - Università degli studi;Puglia;SUD;POSIZIONE ECONOMICA C/COLLABORATORE;M;49
2024;07101;Foggia - Università degli studi;Puglia;SUD;POSIZIONE ECONOMICA B/OPERATORE;M;63
2024;07201;Bari - Università degli studi;Puglia;SUD;DIRETTORE GENERALE;M;67
2024;07201;Bari - Università degli studi;Puglia;SUD;DIRIGENTE II FASCIA;M;58
2024;07201;Bari - Università degli studi;Puglia;SUD;POSIZIONE ECONOMICA EP;M;61
2024;07201;Bari - Università degli studi;Puglia;SUD;POSIZIONE ECONOMICA D/FUNZIONARIO;M;55
2024;07201;Bari - Università degli studi;Puglia;SUD;POSIZIONE ECONOMICA C/COLLABORATORE;M;50
2024;07201;Bari - Università degli studi;Puglia;SUD;POSIZIONE ECONOMICA B/OPERATORE;M;43
2024;07202;Bari - Politecnico;Puglia;SUD;DIRETTORE GENERALE;M;62
2024;07202;Bari - Politecnico;Puglia;SUD;POSIZIONE ECONOMICA EP;M;58
2024;07202;Bari - Politecnico;Puglia;SUD;POSIZIONE ECONOMICA D/FUNZIONARIO;M;52
2024;07202;Bari - Politecnico;Puglia;SUD;POSIZIONE ECONOMICA C/COLLABORATORE;M;51
2024;07202;Bari - Politecnico;Puglia;SUD;POSIZIONE ECONOMICA B/OPERATORE;M;60
2024;07501;Lecce - Università del Salento;Puglia;SUD;DIRETTORE GENERALE;M;56
2024;07501;Lecce - Università del Salento;Puglia;SUD;POSIZIONE ECONOMICA EP;M;55
2024;07501;Lecce - Università del Salento;Puglia;SUD;POSIZIONE ECONOMICA D/FUNZIONARIO;M;54
2024;07501;Lecce - Università del Salento;Puglia;SUD;POSIZIONE ECONOMICA C/COLLABORATORE;M;52
2024;07501;Lecce - Università del Salento;Puglia;SUD;POSIZIONE ECONOMICA B/OPERATORE;M;55
2024;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;DIRETTORE GENERALE;M;54
2024;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;DIRIGENTE II FASCIA;M;59
2024;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;POSIZIONE ECONOMICA EP;M;61
2024;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;POSIZIONE ECONOMICA D/FUNZIONARIO;M;53
2024;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;POSIZIONE ECONOMICA C/COLLABORATORE;M;54
2024;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;POSIZIONE ECONOMICA B/OPERATORE;M;62
2024;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;DIRIGENTE II FASCIA;M;53
2024;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;POSIZIONE ECONOMICA EP;M;55
2024;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;POSIZIONE ECONOMICA D/FUNZIONARIO;M;54
2024;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;POSIZIONE ECONOMICA C/COLLABORATORE;M;49
2024;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;POSIZIONE ECONOMICA B/OPERATORE;M;58
2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;DIRETTORE GENERALE;M;63
2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;POSIZIONE ECONOMICA EP;M;58
2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;POSIZIONE ECONOMICA D/FUNZIONARIO;M;62
2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;POSIZIONE ECONOMICA C/COLLABORATORE;M;58
2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;POSIZIONE ECONOMICA B/OPERATORE;M;48
2024;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;DIRETTORE GENERALE;M;61
2024;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;POSIZIONE ECONOMICA EP;M;57
2024;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;POSIZIONE ECONOMICA D/FUNZIONARIO;M;56
2024;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;POSIZIONE ECONOMICA C/COLLABORATORE;M;55
2024;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;POSIZIONE ECONOMICA B/OPERATORE;M;59
2024;08201;Palermo - Università degli studi;Sicilia;ISOLE;DIRETTORE GENERALE;M;54
2024;08201;Palermo - Università degli studi;Sicilia;ISOLE;DIRIGENTE II FASCIA;M;56
2024;08201;Palermo - Università degli studi;Sicilia;ISOLE;POSIZIONE ECONOMICA EP;M;56
2024;08201;Palermo - Università degli studi;Sicilia;ISOLE;POSIZIONE ECONOMICA D/FUNZIONARIO;M;54
2024;08201;Palermo - Università degli studi;Sicilia;ISOLE;POSIZIONE ECONOMICA C/COLLABORATORE;M;52
2024;08201;Palermo - Università degli studi;Sicilia;ISOLE;POSIZIONE ECONOMICA B/OPERATORE;M;52
2024;08301;Messina - Università degli studi;Sicilia;ISOLE;DIRETTORE GENERALE;M;57
2024;08301;Messina - Università degli studi;Sicilia;ISOLE;DIRIGENTE II FASCIA;M;45
2024;08301;Messina - Università degli studi;Sicilia;ISOLE;POSIZIONE ECONOMICA EP;M;54
2024;08301;Messina - Università degli studi;Sicilia;ISOLE;POSIZIONE ECONOMICA D/FUNZIONARIO;M;54
2024;08301;Messina - Università degli studi;Sicilia;ISOLE;POSIZIONE ECONOMICA C/COLLABORATORE;M;56
2024;08301;Messina - Università degli studi;Sicilia;ISOLE;POSIZIONE ECONOMICA B/OPERATORE;M;57
2024;08701;Catania - Università degli studi;Sicilia;ISOLE;DIRETTORE GENERALE;M;62
2024;08701;Catania - Università degli studi;Sicilia;ISOLE;DIRIGENTE II FASCIA;M;62
2024;08701;Catania - Università degli studi;Sicilia;ISOLE;POSIZIONE ECONOMICA EP;M;56
2024;08701;Catania - Università degli studi;Sicilia;ISOLE;POSIZIONE ECONOMICA D/FUNZIONARIO;M;51
2024;08701;Catania - Università degli studi;Sicilia;ISOLE;POSIZIONE ECONOMICA C/COLLABORATORE;M;54
2024;08701;Catania - Università degli studi;Sicilia;ISOLE;POSIZIONE ECONOMICA B/OPERATORE;M;56
2024;09001;Sassari - Università degli studi;Sardegna;ISOLE;DIRETTORE GENERALE;M;54
2024;09001;Sassari - Università degli studi;Sardegna;ISOLE;DIRIGENTE II FASCIA;M;62
2024;09001;Sassari - Università degli studi;Sardegna;ISOLE;POSIZIONE ECONOMICA EP;M;53
2024;09001;Sassari - Università degli studi;Sardegna;ISOLE;POSIZIONE ECONOMICA D/FUNZIONARIO;M;54
2024;09001;Sassari - Università degli studi;Sardegna;ISOLE;POSIZIONE ECONOMICA C/COLLABORATORE;M;55
2024;09001;Sassari - Università degli studi;Sardegna;ISOLE;POSIZIONE ECONOMICA B/OPERATORE;M;56
2024;09201;Cagliari - Università degli studi;Sardegna;ISOLE;DIRETTORE GENERALE;M;61
2024;09201;Cagliari - Università degli studi;Sardegna;ISOLE;DIRIGENTE II FASCIA;M;53
2024;09201;Cagliari - Università degli studi;Sardegna;ISOLE;POSIZIONE ECONOMICA EP;M;52
2024;09201;Cagliari - Università degli studi;Sardegna;ISOLE;POSIZIONE ECONOMICA D/FUNZIONARIO;M;51
