ANNO_ACCADEMICO;TIPO_ISTITUTO;Area_Istituto;NOME_ISTITUTO;COMUNE_SEDE;COD_ISTITUTO;REGIONE_ISTITUTO;AREA_CORSO;TIPO_CORSO;SCUOLA;CLASSE;CORSO;GENERE;ISCRITTI
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;ORGANO E COMPOSIZIONE ORGANISTICA;DCSL66;ORGANO E MUSICA LITURGICA;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL31;MAESTRO COLLABORATORE;F;9
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL31;MAESTRO COLLABORATORE;M;7
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;M;5
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;F;6
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;ARPA;DCPL01;ARPA;F;4
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;CHITARRA;F;5
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;CHITARRA;M;8
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CONTRABBASSO;DCPL16;CONTRABBASSO;F;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CONTRABBASSO;DCPL16;CONTRABBASSO;M;3
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLA;DCPL52;VIOLA;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;VIOLINO;M;9
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;VIOLINO;F;23
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL55;VIOLINO BAROCCO;F;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLONCELLO;DCPL57;VIOLONCELLO;F;7
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLONCELLO;DCPL57;VIOLONCELLO;M;3
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CHITARRA;DCSL09;CHITARRA;F;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CHITARRA;DCSL09;CHITARRA;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;LIUTO;DCSL30;LIUTO;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLA;DCSL52;VIOLA;M;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLA DA GAMBA;DCSL53;VIOLA DA GAMBA;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLA DA GAMBA;DCSL53;VIOLA DA GAMBA;F;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;VIOLINO;F;5
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;VIOLINO;M;7
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL55;VIOLINO BAROCCO;F;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL55;VIOLINO BAROCCO;M;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLONCELLO;DCSL57;VIOLONCELLO;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLONCELLO;DCSL57;VIOLONCELLO;F;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLONCELLO;DCSL58;VIOLONCELLO BAROCCO;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLONCELLO;DCSL58;VIOLONCELLO BAROCCO;F;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;COMPOSIZIONE;DCPL15;COMPOSIZIONE;F;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;COMPOSIZIONE;DCPL15;COMPOSIZIONE;M;9
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;COMPOSIZIONE;DCSL15;COMPOSIZIONE;F;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;COMPOSIZIONE;DCSL15;COMPOSIZIONE;M;10
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;DIDATTICA DELLA MUSICA;DCSL72;TEORIE E TECNICHE IN MUSICOTERAPIA;M;4
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;DIDATTICA DELLA MUSICA;DCSL72;TEORIE E TECNICHE IN MUSICOTERAPIA;F;14
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;MUSICA CORALE E DIREZIONE DI CORO;DCSL33;DIREZIONE DI CORO E COMPOSIZIONE CORALE;F;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;MUSICA CORALE E DIREZIONE DI CORO;DCSL33;DIREZIONE DI CORO E COMPOSIZIONE CORALE;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208 ;VENETO;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;STRUMENTAZIONE PER BANDA;DCSL43;STRUMENTAZIONE PER ORCHESTRA DI FIATI;M;5
2024-2025;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Fondazione Accademia d’Arti e Mestieri dello spettacolo Teatro alla Scala di MILANO;MILANO;38190;LOMBARDIA;Arte coreutica;AFAM_Corso Diploma accademico 1L;DANZA CLASSICA;DDPL01;DANZA CLASSICA - tecnico-didattico;F;34
2024-2025;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Fondazione Accademia d’Arti e Mestieri dello spettacolo Teatro alla Scala di MILANO;MILANO;38190;LOMBARDIA;Arte coreutica;AFAM_Corso Diploma accademico 2L;DANZA CLASSICA;DDSL01;DIDATTICA DELLE DISCIPLINE COREUTICHE - Danza classica;F;9
2024-2025;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Fondazione Accademia d’Arti e Mestieri dello spettacolo Teatro alla Scala di MILANO;MILANO;38190;LOMBARDIA;Arte coreutica;AFAM_Corso Diploma accademico 2L;DANZA CLASSICA;DDSL01;DIDATTICA DELLE DISCIPLINE COREUTICHE - Danza classica;M;1
2024-2025;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Fondazione Accademia d’Arti e Mestieri dello spettacolo Teatro alla Scala di MILANO;MILANO;38190;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;MULTIMEDIA PER LE PERFORMING ARTS;F;5
2024-2025;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Fondazione Accademia d’Arti e Mestieri dello spettacolo Teatro alla Scala di MILANO;MILANO;38190;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;MULTIMEDIA PER LE PERFORMING ARTS;M;3
2024-2025;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Fondazione Accademia d’Arti e Mestieri dello spettacolo Teatro alla Scala di MILANO;MILANO;38190;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;COSTUME PER LO SPETTACOLO;F;8
2024-2025;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Fondazione Accademia d’Arti e Mestieri dello spettacolo Teatro alla Scala di MILANO;MILANO;38190;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;COSTUME PER LO SPETTACOLO;M;3
2024-2025;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Fondazione Accademia d’Arti e Mestieri dello spettacolo Teatro alla Scala di MILANO;MILANO;38190;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;TECNICHE DI ALLESTIMENTO SCENICO;F;8
2024-2025;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Fondazione Accademia d’Arti e Mestieri dello spettacolo Teatro alla Scala di MILANO;MILANO;38190;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;TECNICHE DI ALLESTIMENTO SCENICO;M;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260 ;TRENTINO-ALTO ADIGE;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;F;4
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260 ;TRENTINO-ALTO ADIGE;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260 ;TRENTINO-ALTO ADIGE;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL08;CANTO RINASCIMENTALE E BAROCCO;F;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260 ;TRENTINO-ALTO ADIGE;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260 ;TRENTINO-ALTO ADIGE;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;M;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260 ;TRENTINO-ALTO ADIGE;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA D'INSIEME;DCSL68;MUSICA DA CAMERA;F;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260 ;TRENTINO-ALTO ADIGE;Musica d'insieme;AFAM_Corso Diploma accademico 2L;MUSICA D'INSIEME;DCSL68;MUSICA D'INSIEME;F;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260 ;TRENTINO-ALTO ADIGE;Musica d'insieme;AFAM_Corso Diploma accademico 2L;MUSICA D'INSIEME;DCSL68;MUSICA D'INSIEME;M;5
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260 ;TRENTINO-ALTO ADIGE;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FLAUTO;DCPL27;FLAUTO;F;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260 ;TRENTINO-ALTO ADIGE;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBONE;DCPL23;EUFONIO;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260 ;TRENTINO-ALTO ADIGE;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBONE;DCPL49;TROMBONE;M;3
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260 ;TRENTINO-ALTO ADIGE;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;FLAUTO;DCSL27;FLAUTO;F;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260 ;TRENTINO-ALTO ADIGE;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;TROMBONE;DCSL49;TROMBONE;M;3
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260 ;TRENTINO-ALTO ADIGE;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;FISARMONICA;DCPL26;FISARMONICA;M;4
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260 ;TRENTINO-ALTO ADIGE;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;PIANOFORTE;F;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260 ;TRENTINO-ALTO ADIGE;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;STRUMENTI A PERCUSSIONE;DCPL44;STRUMENTI A PERCUSSIONE;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260 ;TRENTINO-ALTO ADIGE;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;FISARMONICA;DCSL26;FISARMONICA;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260 ;TRENTINO-ALTO ADIGE;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;STRUMENTI A PERCUSSIONE;DCSL44;STRUMENTI A PERCUSSIONE;F;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260 ;TRENTINO-ALTO ADIGE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;CHITARRA;F;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260 ;TRENTINO-ALTO ADIGE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;CHITARRA;M;3
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260 ;TRENTINO-ALTO ADIGE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;VIOLINO;F;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260 ;TRENTINO-ALTO ADIGE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;VIOLINO;M;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260 ;TRENTINO-ALTO ADIGE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CHITARRA;DCSL09;CHITARRA;M;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260 ;TRENTINO-ALTO ADIGE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;VIOLINO;F;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260 ;TRENTINO-ALTO ADIGE;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;COMPOSIZIONE;DCPL15;COMPOSIZIONE - storico musicologico;M;7
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260 ;TRENTINO-ALTO ADIGE;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;COMPOSIZIONE;DCPL15;COMPOSIZIONE - storico musicologico;F;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260 ;TRENTINO-ALTO ADIGE;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;COMPOSIZIONE;DCSL15;COMPOSIZIONE;M;3
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco Antonio Bonporti;TRENTO;7288 ;TRENTINO-ALTO ADIGE;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;F;4
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco Antonio Bonporti;TRENTO;7288 ;TRENTINO-ALTO ADIGE;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;M;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco Antonio Bonporti;TRENTO;7288 ;TRENTINO-ALTO ADIGE;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco Antonio Bonporti;TRENTO;7288 ;TRENTINO-ALTO ADIGE;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;M;3
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco Antonio Bonporti;TRENTO;7288 ;TRENTINO-ALTO ADIGE;Didattica della musica;AFAM_Corso Diploma accademico 1L;DIDATTICA DELLA MUSICA;DCPL21;DIDATTICA DELLA MUSICA;F;9
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco Antonio Bonporti;TRENTO;7288 ;TRENTINO-ALTO ADIGE;Didattica della musica;AFAM_Corso Diploma accademico 1L;DIDATTICA DELLA MUSICA;DCPL21;DIDATTICA DELLA MUSICA;M;3
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco Antonio Bonporti;TRENTO;7288 ;TRENTINO-ALTO ADIGE;Didattica della musica;AFAM_Corso Diploma accademico 2L;DIDATTICA DELLA MUSICA;DCSL21;DIDATTICA DELLA MUSICA;F;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco Antonio Bonporti;TRENTO;7288 ;TRENTINO-ALTO ADIGE;Didattica della musica;AFAM_Corso Diploma accademico 2L;DIDATTICA DELLA MUSICA;DCSL21;DIDATTICA DELLA MUSICA;M;3
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco Antonio Bonporti;TRENTO;7288 ;TRENTINO-ALTO ADIGE;Didattica della musica;AFAM_Corso Diploma accademico 2L;DIDATTICA DELLA MUSICA;DCSL21;DIDATTICA DELLA MUSICA - Didattica dello strumento;F;6
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco Antonio Bonporti;TRENTO;7288 ;TRENTINO-ALTO ADIGE;Didattica della musica;AFAM_Corso Diploma accademico 2L;DIDATTICA DELLA MUSICA;DCSL21;DIDATTICA DELLA MUSICA - Didattica dello strumento;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco Antonio Bonporti;TRENTO;7288 ;TRENTINO-ALTO ADIGE;Musica d'insieme;AFAM_Corso Diploma accademico 2L;MUSICA D'INSIEME;DCSL68;MUSICA D'INSIEME;F;3
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco Antonio Bonporti;TRENTO;7288 ;TRENTINO-ALTO ADIGE;Musica d'insieme;AFAM_Corso Diploma accademico 2L;MUSICA D'INSIEME;DCSL68;MUSICA D'INSIEME;M;4
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco Antonio Bonporti;TRENTO;7288 ;TRENTINO-ALTO ADIGE;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL03;BASSO ELETTRICO;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco Antonio Bonporti;TRENTO;7288 ;TRENTINO-ALTO ADIGE;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL03;BASSO ELETTRICO;F;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco Antonio Bonporti;TRENTO;7288 ;TRENTINO-ALTO ADIGE;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL05;BATTERIA E PERCUSSIONI JAZZ;F;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco Antonio Bonporti;TRENTO;7288 ;TRENTINO-ALTO ADIGE;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL05;BATTERIA E PERCUSSIONI JAZZ;M;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco Antonio Bonporti;TRENTO;7288 ;TRENTINO-ALTO ADIGE;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL07;CANTO JAZZ;F;3
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco Antonio Bonporti;TRENTO;7288 ;TRENTINO-ALTO ADIGE;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL07;CANTO JAZZ;M;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco Antonio Bonporti;TRENTO;7288 ;TRENTINO-ALTO ADIGE;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL10;CHITARRA JAZZ;M;4
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Francesco Antonio Bonporti;TRENTO;7288 ;TRENTINO-ALTO ADIGE;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL17;CONTRABBASSO JAZZ;M;1
