freq,itter107,misura1,gest_scuola,ordinescol,tipo_dato,time_period,obs_value,year
A,ITC20,9,1,1,3,2010,3038.0,2010
A,ITC20,9,1,1,3,2011,3068.0,2011
A,ITC20,9,1,1,3,2012,3148.0,2012
A,ITC20,9,1,1,3,2013,3193.0,2013
A,ITC20,9,1,1,3,2014,3108.0,2014
A,ITC20,9,1,1,4,2010,1459.0,2010
A,ITC20,9,1,1,4,2011,1455.0,2011
A,ITC20,9,1,1,4,2012,1497.0,2012
A,ITC20,9,1,1,4,2013,1534.0,2013
A,ITC20,9,1,1,4,2014,1521.0,2014
A,ITC20,9,1,1,7,2010,328.0,2010
A,ITC20,9,1,1,7,2011,347.0,2011
A,ITC20,9,1,1,7,2012,387.0,2012
A,ITC20,9,1,1,7,2013,403.0,2013
A,ITC20,9,1,1,7,2014,388.0,2014
A,ITC20,9,1,1,8,2010,161.0,2010
A,ITC20,9,1,1,8,2011,178.0,2011
A,ITC20,9,1,1,8,2012,184.0,2012
A,ITC20,9,1,1,8,2013,197.0,2013
A,ITC20,9,1,1,8,2014,177.0,2014
A,ITC20,9,1B,1,1,2010,81.0,2010
A,ITC20,9,1B,1,1,2011,85.0,2011
A,ITC20,9,1B,1,1,2012,85.0,2012
A,ITC20,9,1B,1,1,2013,86.0,2013
A,ITC20,9,1B,1,1,2014,86.0,2014
A,ITC20,9,1B,1,2,2010,168.0,2010
A,ITC20,9,1B,1,2,2011,171.0,2011
A,ITC20,9,1B,1,2,2012,178.0,2012
A,ITC20,9,1B,1,2,2013,185.0,2013
A,ITC20,9,1B,1,2,2014,181.0,2014
A,ITC20,9,1B,1,3,2010,3038.0,2010
A,ITC20,9,1B,1,3,2011,3068.0,2011
A,ITC20,9,1B,1,3,2012,3148.0,2012
A,ITC20,9,1B,1,3,2013,3193.0,2013
A,ITC20,9,1B,1,3,2014,3108.0,2014
A,ITC20,9,1B,1,4,2010,1459.0,2010
A,ITC20,9,1B,1,4,2011,1455.0,2011
A,ITC20,9,1B,1,4,2012,1497.0,2012
A,ITC20,9,1B,1,4,2013,1534.0,2013
A,ITC20,9,1B,1,4,2014,1521.0,2014
A,ITC20,9,1B,1,7,2010,328.0,2010
A,ITC20,9,1B,1,7,2011,347.0,2011
A,ITC20,9,1B,1,7,2012,387.0,2012
A,ITC20,9,1B,1,7,2013,403.0,2013
A,ITC20,9,1B,1,7,2014,388.0,2014
A,ITC20,9,1B,1,8,2010,161.0,2010
A,ITC20,9,1B,1,8,2011,178.0,2011
A,ITC20,9,1B,1,8,2012,184.0,2012
A,ITC20,9,1B,1,8,2013,197.0,2013
A,ITC20,9,1B,1,8,2014,177.0,2014
A,ITC20,9,2,1,1,2010,9.0,2010
A,ITC20,9,2,1,1,2011,9.0,2011
A,ITC20,9,2,1,1,2012,9.0,2012
A,ITC20,9,2,1,1,2013,8.0,2013
A,ITC20,9,2,1,1,2014,8.0,2014
A,ITC20,9,2,1,2,2010,24.0,2010
A,ITC20,9,2,1,2,2011,24.0,2011
A,ITC20,9,2,1,2,2012,26.0,2012
A,ITC20,9,2,1,2,2013,23.0,2013
A,ITC20,9,2,1,2,2014,23.0,2014
A,ITC20,9,2,1,3,2010,523.0,2010
A,ITC20,9,2,1,3,2011,544.0,2011
A,ITC20,9,2,1,3,2012,581.0,2012
A,ITC20,9,2,1,3,2013,507.0,2013
A,ITC20,9,2,1,3,2014,503.0,2014
A,ITC20,9,2,1,4,2010,262.0,2010
A,ITC20,9,2,1,4,2011,263.0,2011
A,ITC20,9,2,1,4,2012,279.0,2012
A,ITC20,9,2,1,4,2013,246.0,2013
A,ITC20,9,2,1,4,2014,243.0,2014
A,ITC20,9,2,1,7,2010,9.0,2010
A,ITC20,9,2,1,7,2011,16.0,2011
A,ITC20,9,2,1,7,2012,13.0,2012
A,ITC20,9,2,1,7,2013,22.0,2013
A,ITC20,9,2,1,7,2014,22.0,2014
A,ITC20,9,2,1,8,2010,6.0,2010
A,ITC20,9,2,1,8,2011,10.0,2011
A,ITC20,9,2,1,8,2012,9.0,2012
A,ITC20,9,2,1,8,2013,13.0,2013
A,ITC20,9,2,1,8,2014,10.0,2014
A,ITC20,9,9,1,1,2010,90.0,2010
A,ITC20,9,9,1,1,2011,94.0,2011
A,ITC20,9,9,1,1,2012,94.0,2012
A,ITC20,9,9,1,1,2013,94.0,2013
A,ITC20,9,9,1,1,2014,94.0,2014
A,ITC20,9,9,1,2,2010,192.0,2010
A,ITC20,9,9,1,2,2011,195.0,2011
A,ITC20,9,9,1,2,2012,204.0,2012
A,ITC20,9,9,1,2,2013,208.0,2013
A,ITC20,9,9,1,2,2014,204.0,2014
A,ITC20,9,9,1,3,2010,3561.0,2010
A,ITC20,9,9,1,3,2011,3612.0,2011
A,ITC20,9,9,1,3,2012,3729.0,2012
A,ITC20,9,9,1,3,2013,3700.0,2013
A,ITC20,9,9,1,3,2014,3611.0,2014
A,ITC20,9,9,1,4,2010,1721.0,2010
A,ITC20,9,9,1,4,2011,1718.0,2011
A,ITC20,9,9,1,4,2012,1776.0,2012
A,ITC20,9,9,1,4,2013,1780.0,2013
A,ITC20,9,9,1,4,2014,1764.0,2014
A,ITC20,9,9,1,7,2010,337.0,2010
A,ITC20,9,9,1,7,2011,363.0,2011
A,ITC20,9,9,1,7,2012,400.0,2012
A,ITC20,9,9,1,7,2013,425.0,2013
A,ITC20,9,9,1,7,2014,410.0,2014
A,ITC20,9,9,1,8,2010,167.0,2010
A,ITC20,9,9,1,8,2011,188.0,2011
A,ITC20,9,9,1,8,2012,193.0,2012
A,ITC20,9,9,1,8,2013,210.0,2013
A,ITC20,9,9,1,8,2014,187.0,2014
A,ITC3,9,1,1,1,2010,383.0,2010
A,ITC3,9,1,1,1,2011,385.0,2011
A,ITC3,9,1,1,1,2012,382.0,2012
A,ITC3,9,1,1,1,2013,386.0,2013
A,ITC3,9,1,1,1,2014,384.0,2014
A,ITC3,9,1,1,2,2010,1094.0,2010
A,ITC3,9,1,1,2,2011,1108.0,2011
A,ITC3,9,1,1,2,2012,1100.0,2012
A,ITC3,9,1,1,2,2013,1087.0,2013
A,ITC3,9,1,1,2,2014,1087.0,2014
A,ITC3,9,1,1,3,2010,26370.0,2010
A,ITC3,9,1,1,3,2011,26563.0,2011
A,ITC3,9,1,1,3,2012,26699.0,2012
A,ITC3,9,1,1,3,2013,26614.0,2013
A,ITC3,9,1,1,3,2014,26367.0,2014
A,ITC3,9,1,1,4,2010,12796.0,2010
A,ITC3,9,1,1,4,2011,12710.0,2011
A,ITC3,9,1,1,4,2012,12827.0,2012
A,ITC3,9,1,1,4,2013,12859.0,2013
A,ITC3,9,1,1,4,2014,12860.0,2014
A,ITC3,9,1,1,7,2010,3288.0,2010
A,ITC3,9,1,1,7,2011,3571.0,2011
A,ITC3,9,1,1,7,2012,3896.0,2012
A,ITC3,9,1,1,7,2013,4068.0,2013
A,ITC3,9,1,1,7,2014,4058.0,2014
A,ITC3,9,1,1,8,2010,1612.0,2010
A,ITC3,9,1,1,8,2011,1747.0,2011
A,ITC3,9,1,1,8,2012,1903.0,2012
A,ITC3,9,1,1,8,2013,1986.0,2013
A,ITC3,9,1,1,8,2014,1943.0,2014
A,ITC3,9,1A,1,1,2010,307.0,2010
A,ITC3,9,1A,1,1,2011,310.0,2011
A,ITC3,9,1A,1,1,2012,309.0,2012
A,ITC3,9,1A,1,1,2013,312.0,2013
A,ITC3,9,1A,1,1,2014,311.0,2014
A,ITC3,9,1A,1,2,2010,846.0,2010
A,ITC3,9,1A,1,2,2011,866.0,2011
A,ITC3,9,1A,1,2,2012,865.0,2012
A,ITC3,9,1A,1,2,2013,855.0,2013
A,ITC3,9,1A,1,2,2014,857.0,2014
A,ITC3,9,1A,1,3,2010,20459.0,2010
A,ITC3,9,1A,1,3,2011,20828.0,2011
A,ITC3,9,1A,1,3,2012,21022.0,2012
A,ITC3,9,1A,1,3,2013,21064.0,2013
A,ITC3,9,1A,1,3,2014,20853.0,2014
A,ITC3,9,1A,1,4,2010,9924.0,2010
A,ITC3,9,1A,1,4,2011,9976.0,2011
A,ITC3,9,1A,1,4,2012,10087.0,2012
A,ITC3,9,1A,1,4,2013,10135.0,2013
A,ITC3,9,1A,1,4,2014,10148.0,2014
A,ITC3,9,1A,1,7,2010,2388.0,2010
A,ITC3,9,1A,1,7,2011,2675.0,2011
A,ITC3,9,1A,1,7,2012,2962.0,2012
A,ITC3,9,1A,1,7,2013,3081.0,2013
A,ITC3,9,1A,1,7,2014,3040.0,2014
A,ITC3,9,1A,1,8,2010,1182.0,2010
A,ITC3,9,1A,1,8,2011,1307.0,2011
A,ITC3,9,1A,1,8,2012,1423.0,2012
A,ITC3,9,1A,1,8,2013,1469.0,2013
A,ITC3,9,1A,1,8,2014,1443.0,2014
A,ITC3,9,1A,1,9,2010,1716.0,2010
A,ITC3,9,1A,1,9,2011,1909.0,2011
A,ITC3,9,1A,1,9,2012,1944.0,2012
A,ITC3,9,1A,1,9,2013,1955.0,2013
A,ITC3,9,1A,1,9,2014,2004.0,2014
A,ITC3,9,1B,1,1,2010,76.0,2010
A,ITC3,9,1B,1,1,2011,75.0,2011
A,ITC3,9,1B,1,1,2012,73.0,2012
A,ITC3,9,1B,1,1,2013,74.0,2013
A,ITC3,9,1B,1,1,2014,73.0,2014
A,ITC3,9,1B,1,2,2010,248.0,2010
A,ITC3,9,1B,1,2,2011,242.0,2011
A,ITC3,9,1B,1,2,2012,235.0,2012
A,ITC3,9,1B,1,2,2013,232.0,2013
A,ITC3,9,1B,1,2,2014,230.0,2014
A,ITC3,9,1B,1,3,2010,5911.0,2010
A,ITC3,9,1B,1,3,2011,5735.0,2011
A,ITC3,9,1B,1,3,2012,5677.0,2012
A,ITC3,9,1B,1,3,2013,5550.0,2013
A,ITC3,9,1B,1,3,2014,5514.0,2014
A,ITC3,9,1B,1,4,2010,2872.0,2010
A,ITC3,9,1B,1,4,2011,2734.0,2011
A,ITC3,9,1B,1,4,2012,2740.0,2012
A,ITC3,9,1B,1,4,2013,2724.0,2013
A,ITC3,9,1B,1,4,2014,2712.0,2014
A,ITC3,9,1B,1,7,2010,900.0,2010
A,ITC3,9,1B,1,7,2011,896.0,2011
A,ITC3,9,1B,1,7,2012,934.0,2012
A,ITC3,9,1B,1,7,2013,987.0,2013
A,ITC3,9,1B,1,7,2014,1018.0,2014
A,ITC3,9,1B,1,8,2010,430.0,2010
A,ITC3,9,1B,1,8,2011,440.0,2011
A,ITC3,9,1B,1,8,2012,480.0,2012
A,ITC3,9,1B,1,8,2013,517.0,2013
A,ITC3,9,1B,1,8,2014,500.0,2014
A,ITC3,9,2,1,1,2010,194.0,2010
A,ITC3,9,2,1,1,2011,194.0,2011
A,ITC3,9,2,1,1,2012,192.0,2012
A,ITC3,9,2,1,1,2013,187.0,2013
A,ITC3,9,2,1,1,2014,188.0,2014
A,ITC3,9,2,1,2,2010,491.0,2010
A,ITC3,9,2,1,2,2011,482.0,2011
A,ITC3,9,2,1,2,2012,475.0,2012
A,ITC3,9,2,1,2,2013,461.0,2013
A,ITC3,9,2,1,2,2014,442.0,2014
A,ITC3,9,2,1,3,2010,10821.0,2010
A,ITC3,9,2,1,3,2011,10791.0,2011
A,ITC3,9,2,1,3,2012,10714.0,2012
A,ITC3,9,2,1,3,2013,10286.0,2013
A,ITC3,9,2,1,3,2014,9905.0,2014
A,ITC3,9,2,1,4,2010,5225.0,2010
A,ITC3,9,2,1,4,2011,5156.0,2011
A,ITC3,9,2,1,4,2012,5182.0,2012
A,ITC3,9,2,1,4,2013,4984.0,2013
A,ITC3,9,2,1,4,2014,4852.0,2014
A,ITC3,9,2,1,7,2010,310.0,2010
A,ITC3,9,2,1,7,2011,380.0,2011
A,ITC3,9,2,1,7,2012,388.0,2012
A,ITC3,9,2,1,7,2013,393.0,2013
A,ITC3,9,2,1,7,2014,369.0,2014
A,ITC3,9,2,1,8,2010,137.0,2010
A,ITC3,9,2,1,8,2011,169.0,2011
A,ITC3,9,2,1,8,2012,177.0,2012
A,ITC3,9,2,1,8,2013,202.0,2013
A,ITC3,9,2,1,8,2014,173.0,2014
A,ITC3,9,9,1,1,2010,577.0,2010
A,ITC3,9,9,1,1,2011,579.0,2011
A,ITC3,9,9,1,1,2012,574.0,2012
A,ITC3,9,9,1,1,2013,573.0,2013
A,ITC3,9,9,1,1,2014,572.0,2014
A,ITC3,9,9,1,2,2010,1585.0,2010
A,ITC3,9,9,1,2,2011,1590.0,2011
A,ITC3,9,9,1,2,2012,1575.0,2012
A,ITC3,9,9,1,2,2013,1548.0,2013
A,ITC3,9,9,1,2,2014,1529.0,2014
A,ITC3,9,9,1,3,2010,37191.0,2010
A,ITC3,9,9,1,3,2011,37354.0,2011
A,ITC3,9,9,1,3,2012,37413.0,2012
A,ITC3,9,9,1,3,2013,36900.0,2013
A,ITC3,9,9,1,3,2014,36272.0,2014
A,ITC3,9,9,1,4,2010,18021.0,2010
A,ITC3,9,9,1,4,2011,17866.0,2011
A,ITC3,9,9,1,4,2012,18009.0,2012
A,ITC3,9,9,1,4,2013,17843.0,2013
A,ITC3,9,9,1,4,2014,17712.0,2014
A,ITC3,9,9,1,7,2010,3598.0,2010
A,ITC3,9,9,1,7,2011,3951.0,2011
A,ITC3,9,9,1,7,2012,4284.0,2012
A,ITC3,9,9,1,7,2013,4461.0,2013
A,ITC3,9,9,1,7,2014,4427.0,2014
A,ITC3,9,9,1,8,2010,1749.0,2010
A,ITC3,9,9,1,8,2011,1916.0,2011
A,ITC3,9,9,1,8,2012,2080.0,2012
A,ITC3,9,9,1,8,2013,2188.0,2013
A,ITC3,9,9,1,8,2014,2116.0,2014
A,ITC31,9,1,1,1,2010,65.0,2010
A,ITC31,9,1,1,1,2011,65.0,2011
A,ITC31,9,1,1,1,2012,65.0,2012
A,ITC31,9,1,1,1,2013,65.0,2013
A,ITC31,9,1,1,1,2014,64.0,2014
A,ITC31,9,1,1,2,2010,162.0,2010
A,ITC31,9,1,1,2,2011,162.0,2011
A,ITC31,9,1,1,2,2012,162.0,2012
A,ITC31,9,1,1,2,2013,162.0,2013
A,ITC31,9,1,1,2,2014,157.0,2014
A,ITC31,9,1,1,3,2010,3849.0,2010
A,ITC31,9,1,1,3,2011,3898.0,2011
A,ITC31,9,1,1,3,2012,3927.0,2012
A,ITC31,9,1,1,3,2013,3936.0,2013
A,ITC31,9,1,1,3,2014,3901.0,2014
A,ITC31,9,1,1,4,2010,1838.0,2010
A,ITC31,9,1,1,4,2011,1848.0,2011
A,ITC31,9,1,1,4,2012,1831.0,2012
A,ITC31,9,1,1,4,2013,1833.0,2013
A,ITC31,9,1,1,4,2014,1888.0,2014
A,ITC31,9,1,1,7,2010,517.0,2010
A,ITC31,9,1,1,7,2011,577.0,2011
A,ITC31,9,1,1,7,2012,603.0,2012
A,ITC31,9,1,1,7,2013,655.0,2013
A,ITC31,9,1,1,7,2014,659.0,2014
A,ITC31,9,1,1,8,2010,254.0,2010
A,ITC31,9,1,1,8,2011,286.0,2011
A,ITC31,9,1,1,8,2012,279.0,2012
A,ITC31,9,1,1,8,2013,307.0,2013
A,ITC31,9,1,1,8,2014,315.0,2014
A,ITC31,9,1A,1,1,2010,62.0,2010
A,ITC31,9,1A,1,1,2011,62.0,2011
A,ITC31,9,1A,1,1,2012,62.0,2012
A,ITC31,9,1A,1,1,2013,62.0,2013
A,ITC31,9,1A,1,1,2014,61.0,2014
A,ITC31,9,1A,1,2,2010,159.0,2010
A,ITC31,9,1A,1,2,2011,159.0,2011
A,ITC31,9,1A,1,2,2012,159.0,2012
A,ITC31,9,1A,1,2,2013,159.0,2013
A,ITC31,9,1A,1,2,2014,154.0,2014
A,ITC31,9,1A,1,3,2010,3803.0,2010
A,ITC31,9,1A,1,3,2011,3857.0,2011
A,ITC31,9,1A,1,3,2012,3887.0,2012
A,ITC31,9,1A,1,3,2013,3901.0,2013
A,ITC31,9,1A,1,3,2014,3869.0,2014
A,ITC31,9,1A,1,4,2010,1812.0,2010
A,ITC31,9,1A,1,4,2011,1828.0,2011
A,ITC31,9,1A,1,4,2012,1816.0,2012
A,ITC31,9,1A,1,4,2013,1822.0,2013
A,ITC31,9,1A,1,4,2014,1880.0,2014
A,ITC31,9,1A,1,7,2010,504.0,2010
A,ITC31,9,1A,1,7,2011,569.0,2011
A,ITC31,9,1A,1,7,2012,593.0,2012
A,ITC31,9,1A,1,7,2013,643.0,2013
A,ITC31,9,1A,1,7,2014,649.0,2014
A,ITC31,9,1A,1,8,2010,248.0,2010
A,ITC31,9,1A,1,8,2011,283.0,2011
A,ITC31,9,1A,1,8,2012,277.0,2012
A,ITC31,9,1A,1,8,2013,303.0,2013
A,ITC31,9,1A,1,8,2014,313.0,2014
A,ITC31,9,1B,1,1,2010,3.0,2010
A,ITC31,9,1B,1,1,2011,3.0,2011
A,ITC31,9,1B,1,1,2012,3.0,2012
A,ITC31,9,1B,1,1,2013,3.0,2013
A,ITC31,9,1B,1,1,2014,3.0,2014
A,ITC31,9,1B,1,2,2010,3.0,2010
A,ITC31,9,1B,1,2,2011,3.0,2011
A,ITC31,9,1B,1,2,2012,3.0,2012
A,ITC31,9,1B,1,2,2013,3.0,2013
A,ITC31,9,1B,1,2,2014,3.0,2014
A,ITC31,9,1B,1,3,2010,46.0,2010
A,ITC31,9,1B,1,3,2011,41.0,2011
A,ITC31,9,1B,1,3,2012,40.0,2012
A,ITC31,9,1B,1,3,2013,35.0,2013
A,ITC31,9,1B,1,3,2014,32.0,2014
A,ITC31,9,1B,1,4,2010,26.0,2010
A,ITC31,9,1B,1,4,2011,20.0,2011
A,ITC31,9,1B,1,4,2012,15.0,2012
A,ITC31,9,1B,1,4,2013,11.0,2013
A,ITC31,9,1B,1,4,2014,8.0,2014
A,ITC31,9,1B,1,7,2010,13.0,2010
A,ITC31,9,1B,1,7,2011,8.0,2011
A,ITC31,9,1B,1,7,2012,10.0,2012
A,ITC31,9,1B,1,7,2013,12.0,2013
A,ITC31,9,1B,1,7,2014,10.0,2014
A,ITC31,9,1B,1,8,2010,6.0,2010
A,ITC31,9,1B,1,8,2011,3.0,2011
A,ITC31,9,1B,1,8,2012,2.0,2012
A,ITC31,9,1B,1,8,2013,4.0,2013
A,ITC31,9,1B,1,8,2014,2.0,2014
A,ITC31,9,2,1,1,2010,31.0,2010
A,ITC31,9,2,1,1,2011,30.0,2011
A,ITC31,9,2,1,1,2012,30.0,2012
A,ITC31,9,2,1,1,2013,27.0,2013
A,ITC31,9,2,1,1,2014,26.0,2014
A,ITC31,9,2,1,2,2010,69.0,2010
A,ITC31,9,2,1,2,2011,67.0,2011
A,ITC31,9,2,1,2,2012,64.0,2012
A,ITC31,9,2,1,2,2013,60.0,2013
A,ITC31,9,2,1,2,2014,54.0,2014
A,ITC31,9,2,1,3,2010,1372.0,2010
A,ITC31,9,2,1,3,2011,1356.0,2011
A,ITC31,9,2,1,3,2012,1310.0,2012
A,ITC31,9,2,1,3,2013,1234.0,2013
A,ITC31,9,2,1,3,2014,1111.0,2014
A,ITC31,9,2,1,4,2010,669.0,2010
A,ITC31,9,2,1,4,2011,654.0,2011
A,ITC31,9,2,1,4,2012,636.0,2012
A,ITC31,9,2,1,4,2013,581.0,2013
A,ITC31,9,2,1,4,2014,549.0,2014
A,ITC31,9,2,1,7,2010,70.0,2010
A,ITC31,9,2,1,7,2011,85.0,2011
A,ITC31,9,2,1,7,2012,86.0,2012
A,ITC31,9,2,1,7,2013,97.0,2013
A,ITC31,9,2,1,7,2014,77.0,2014
A,ITC31,9,2,1,8,2010,27.0,2010
A,ITC31,9,2,1,8,2011,38.0,2011
A,ITC31,9,2,1,8,2012,39.0,2012
A,ITC31,9,2,1,8,2013,50.0,2013
A,ITC31,9,2,1,8,2014,38.0,2014
A,ITC31,9,9,1,1,2010,96.0,2010
A,ITC31,9,9,1,1,2011,95.0,2011
A,ITC31,9,9,1,1,2012,95.0,2012
A,ITC31,9,9,1,1,2013,92.0,2013
A,ITC31,9,9,1,1,2014,90.0,2014
A,ITC31,9,9,1,2,2010,231.0,2010
A,ITC31,9,9,1,2,2011,229.0,2011
A,ITC31,9,9,1,2,2012,226.0,2012
A,ITC31,9,9,1,2,2013,222.0,2013
A,ITC31,9,9,1,2,2014,211.0,2014
A,ITC31,9,9,1,3,2010,5221.0,2010
A,ITC31,9,9,1,3,2011,5254.0,2011
A,ITC31,9,9,1,3,2012,5237.0,2012
A,ITC31,9,9,1,3,2013,5170.0,2013
A,ITC31,9,9,1,3,2014,5012.0,2014
A,ITC31,9,9,1,4,2010,2507.0,2010
A,ITC31,9,9,1,4,2011,2502.0,2011
A,ITC31,9,9,1,4,2012,2467.0,2012
A,ITC31,9,9,1,4,2013,2414.0,2013
A,ITC31,9,9,1,4,2014,2437.0,2014
A,ITC31,9,9,1,7,2010,587.0,2010
A,ITC31,9,9,1,7,2011,662.0,2011
A,ITC31,9,9,1,7,2012,689.0,2012
A,ITC31,9,9,1,7,2013,752.0,2013
A,ITC31,9,9,1,7,2014,736.0,2014
A,ITC31,9,9,1,8,2010,281.0,2010
A,ITC31,9,9,1,8,2011,324.0,2011
A,ITC31,9,9,1,8,2012,318.0,2012
A,ITC31,9,9,1,8,2013,357.0,2013
A,ITC31,9,9,1,8,2014,353.0,2014
A,ITC32,9,1,1,1,2010,72.0,2010
A,ITC32,9,1,1,1,2011,71.0,2011
A,ITC32,9,1,1,1,2012,71.0,2012
A,ITC32,9,1,1,1,2013,71.0,2013
A,ITC32,9,1,1,1,2014,71.0,2014
A,ITC32,9,1,1,2,2010,174.0,2010
A,ITC32,9,1,1,2,2011,173.0,2011
A,ITC32,9,1,1,2,2012,172.0,2012
A,ITC32,9,1,1,2,2013,171.0,2013
A,ITC32,9,1,1,2,2014,174.0,2014
A,ITC32,9,1,1,3,2010,4358.0,2010
A,ITC32,9,1,1,3,2011,4324.0,2011
A,ITC32,9,1,1,3,2012,4351.0,2012
A,ITC32,9,1,1,3,2013,4310.0,2013
A,ITC32,9,1,1,3,2014,4251.0,2014
A,ITC32,9,1,1,4,2010,2101.0,2010
A,ITC32,9,1,1,4,2011,1999.0,2011
A,ITC32,9,1,1,4,2012,2043.0,2012
A,ITC32,9,1,1,4,2013,2041.0,2013
A,ITC32,9,1,1,4,2014,2051.0,2014
A,ITC32,9,1,1,7,2010,558.0,2010
A,ITC32,9,1,1,7,2011,572.0,2011
A,ITC32,9,1,1,7,2012,653.0,2012
A,ITC32,9,1,1,7,2013,641.0,2013
A,ITC32,9,1,1,7,2014,604.0,2014
A,ITC32,9,1,1,8,2010,268.0,2010
A,ITC32,9,1,1,8,2011,251.0,2011
A,ITC32,9,1,1,8,2012,304.0,2012
A,ITC32,9,1,1,8,2013,310.0,2013
A,ITC32,9,1,1,8,2014,301.0,2014
A,ITC32,9,1A,1,1,2010,70.0,2010
A,ITC32,9,1A,1,1,2011,70.0,2011
A,ITC32,9,1A,1,1,2012,70.0,2012
A,ITC32,9,1A,1,1,2013,70.0,2013
A,ITC32,9,1A,1,1,2014,70.0,2014
A,ITC32,9,1A,1,2,2010,171.0,2010
A,ITC32,9,1A,1,2,2011,172.0,2011
A,ITC32,9,1A,1,2,2012,171.0,2012
A,ITC32,9,1A,1,2,2013,170.0,2013
A,ITC32,9,1A,1,2,2014,173.0,2014
A,ITC32,9,1A,1,3,2010,4291.0,2010
A,ITC32,9,1A,1,3,2011,4297.0,2011
A,ITC32,9,1A,1,3,2012,4323.0,2012
A,ITC32,9,1A,1,3,2013,4282.0,2013
A,ITC32,9,1A,1,3,2014,4223.0,2014
A,ITC32,9,1A,1,4,2010,2065.0,2010
A,ITC32,9,1A,1,4,2011,1988.0,2011
A,ITC32,9,1A,1,4,2012,2033.0,2012
A,ITC32,9,1A,1,4,2013,2029.0,2013
A,ITC32,9,1A,1,4,2014,2038.0,2014
A,ITC32,9,1A,1,7,2010,557.0,2010
A,ITC32,9,1A,1,7,2011,572.0,2011
A,ITC32,9,1A,1,7,2012,653.0,2012
A,ITC32,9,1A,1,7,2013,641.0,2013
A,ITC32,9,1A,1,7,2014,603.0,2014
A,ITC32,9,1A,1,8,2010,267.0,2010
A,ITC32,9,1A,1,8,2011,251.0,2011
A,ITC32,9,1A,1,8,2012,304.0,2012
A,ITC32,9,1A,1,8,2013,310.0,2013
A,ITC32,9,1A,1,8,2014,300.0,2014
A,ITC32,9,1B,1,1,2010,2.0,2010
A,ITC32,9,1B,1,1,2011,1.0,2011
A,ITC32,9,1B,1,1,2012,1.0,2012
A,ITC32,9,1B,1,1,2013,1.0,2013
A,ITC32,9,1B,1,1,2014,1.0,2014
A,ITC32,9,1B,1,2,2010,3.0,2010
A,ITC32,9,1B,1,2,2011,1.0,2011
A,ITC32,9,1B,1,2,2012,1.0,2012
A,ITC32,9,1B,1,2,2013,1.0,2013
A,ITC32,9,1B,1,2,2014,1.0,2014
A,ITC32,9,1B,1,3,2010,67.0,2010
A,ITC32,9,1B,1,3,2011,27.0,2011
A,ITC32,9,1B,1,3,2012,28.0,2012
A,ITC32,9,1B,1,3,2013,28.0,2013
A,ITC32,9,1B,1,3,2014,28.0,2014
A,ITC32,9,1B,1,4,2010,36.0,2010
A,ITC32,9,1B,1,4,2011,11.0,2011
A,ITC32,9,1B,1,4,2012,10.0,2012
A,ITC32,9,1B,1,4,2013,12.0,2013
A,ITC32,9,1B,1,4,2014,13.0,2014
A,ITC32,9,1B,1,7,2010,1.0,2010
A,ITC32,9,1B,1,7,2013,0.0,2013
A,ITC32,9,1B,1,7,2014,1.0,2014
A,ITC32,9,1B,1,8,2010,1.0,2010
A,ITC32,9,1B,1,8,2013,0.0,2013
A,ITC32,9,1B,1,8,2014,1.0,2014
A,ITC32,9,2,1,1,2010,39.0,2010
A,ITC32,9,2,1,1,2011,41.0,2011
A,ITC32,9,2,1,1,2012,39.0,2012
A,ITC32,9,2,1,1,2013,39.0,2013
A,ITC32,9,2,1,1,2014,40.0,2014
A,ITC32,9,2,1,2,2010,102.0,2010
A,ITC32,9,2,1,2,2011,101.0,2011
A,ITC32,9,2,1,2,2012,100.0,2012
A,ITC32,9,2,1,2,2013,99.0,2013
A,ITC32,9,2,1,2,2014,99.0,2014
A,ITC32,9,2,1,3,2010,2227.0,2010
A,ITC32,9,2,1,3,2011,2248.0,2011
A,ITC32,9,2,1,3,2012,2237.0,2012
A,ITC32,9,2,1,3,2013,2122.0,2013
A,ITC32,9,2,1,3,2014,2077.0,2014
A,ITC32,9,2,1,4,2010,1064.0,2010
A,ITC32,9,2,1,4,2011,1077.0,2011
A,ITC32,9,2,1,4,2012,1060.0,2012
A,ITC32,9,2,1,4,2013,1004.0,2013
A,ITC32,9,2,1,4,2014,973.0,2014
A,ITC32,9,2,1,7,2010,56.0,2010
A,ITC32,9,2,1,7,2011,83.0,2011
A,ITC32,9,2,1,7,2012,82.0,2012
A,ITC32,9,2,1,7,2013,74.0,2013
A,ITC32,9,2,1,7,2014,59.0,2014
A,ITC32,9,2,1,8,2010,26.0,2010
A,ITC32,9,2,1,8,2011,33.0,2011
A,ITC32,9,2,1,8,2012,35.0,2012
A,ITC32,9,2,1,8,2013,40.0,2013
A,ITC32,9,2,1,8,2014,22.0,2014
A,ITC32,9,9,1,1,2010,111.0,2010
A,ITC32,9,9,1,1,2011,112.0,2011
A,ITC32,9,9,1,1,2012,110.0,2012
A,ITC32,9,9,1,1,2013,110.0,2013
A,ITC32,9,9,1,1,2014,111.0,2014
A,ITC32,9,9,1,2,2010,276.0,2010
A,ITC32,9,9,1,2,2011,274.0,2011
A,ITC32,9,9,1,2,2012,272.0,2012
A,ITC32,9,9,1,2,2013,270.0,2013
A,ITC32,9,9,1,2,2014,273.0,2014
A,ITC32,9,9,1,3,2010,6585.0,2010
