freq,territorio,ind_type,measure,tipo_ateneo,sesso,tipcorsolaurea,grup_corsilaurea,time_period,obs_value,year
A,ITC1,GRAD,9,9,1,LS,99,2019,4522,2019
A,ITC1,GRAD,9,9,1,LS,99,2020,4648,2020
A,ITC1,GRAD,9,9,1,LS,99,2021,5304,2021
A,ITC1,GRAD,9,9,1,LS,99,2022,4804,2022
A,ITC1,GRAD,9,9,1,LSCU,99,2010,336,2010
A,ITC1,GRAD,9,9,1,LSCU,99,2011,369,2011
A,ITC1,GRAD,9,9,1,LSCU,99,2012,374,2012
A,ITC1,GRAD,9,9,1,LSCU,99,2013,489,2013
A,ITC1,GRAD,9,9,1,LSCU,99,2014,460,2014
A,ITC1,GRAD,9,9,1,LSCU,99,2015,509,2015
A,ITC1,GRAD,9,9,1,LSCU,99,2016,587,2016
A,ITC1,GRAD,9,9,1,LSCU,99,2017,603,2017
A,ITC1,GRAD,9,9,1,LSCU,99,2018,616,2018
A,ITC1,GRAD,9,9,1,LSCU,99,2019,592,2019
A,ITC1,GRAD,9,9,1,LSCU,99,2020,565,2020
A,ITC1,GRAD,9,9,1,LSCU,99,2021,560,2021
A,ITC1,GRAD,9,9,1,LSCU,99,2022,513,2022
A,ITC1,GRAD,9,9,2,9999,99,2010,9753,2010
A,ITC1,GRAD,9,9,2,9999,99,2011,9714,2011
A,ITC1,GRAD,9,9,2,9999,99,2012,9933,2012
A,ITC1,GRAD,9,9,2,9999,99,2013,10252,2013
A,ITC1,GRAD,9,9,2,9999,99,2014,10289,2014
A,ITC1,GRAD,9,9,2,9999,99,2015,10528,2015
A,ITC1,GRAD,9,9,2,9999,99,2016,10858,2016
A,ITC1,GRAD,9,9,2,9999,99,2017,11148,2017
A,ITC1,GRAD,9,9,2,9999,99,2018,11661,2018
A,ITC1,GRAD,9,9,2,9999,99,2019,12425,2019
A,ITC1,GRAD,9,9,2,9999,99,2020,12859,2020
A,ITC1,GRAD,9,9,2,9999,99,2021,13535,2021
A,ITC1,GRAD,9,9,2,9999,99,2022,12823,2022
A,ITC1,GRAD,9,9,2,CDL,99,2010,408,2010
A,ITC1,GRAD,9,9,2,CDL,99,2011,499,2011
A,ITC1,GRAD,9,9,2,CDL,99,2012,368,2012
A,ITC1,GRAD,9,9,2,CDL,99,2013,392,2013
A,ITC1,GRAD,9,9,2,CDL,99,2014,373,2014
A,ITC1,GRAD,9,9,2,L,99,2010,5772,2010
A,ITC1,GRAD,9,9,2,L,99,2011,5495,2011
A,ITC1,GRAD,9,9,2,L,99,2012,5701,2012
A,ITC1,GRAD,9,9,2,L,99,2013,6021,2013
A,ITC1,GRAD,9,9,2,L,99,2014,5762,2014
A,ITC1,GRAD,9,9,2,L,99,2015,6029,2015
A,ITC1,GRAD,9,9,2,L,99,2016,6052,2016
A,ITC1,GRAD,9,9,2,L,99,2017,6332,2017
A,ITC1,GRAD,9,9,2,L,99,2018,6668,2018
A,ITC1,GRAD,9,9,2,L,99,2019,7105,2019
A,ITC1,GRAD,9,9,2,L,99,2020,7515,2020
A,ITC1,GRAD,9,9,2,L,99,2021,7671,2021
A,ITC1,GRAD,9,9,2,L,99,2022,6976,2022
A,ITC1,GRAD,9,9,2,LS,99,2010,2873,2010
A,ITC1,GRAD,9,9,2,LS,99,2011,2978,2011
A,ITC1,GRAD,9,9,2,LS,99,2012,3085,2012
A,ITC1,GRAD,9,9,2,LS,99,2013,3032,2013
A,ITC1,GRAD,9,9,2,LS,99,2014,3303,2014
A,ITC1,GRAD,9,9,2,LS,99,2015,3315,2015
A,ITC1,GRAD,9,9,2,LS,99,2016,3619,2016
A,ITC1,GRAD,9,9,2,LS,99,2017,3561,2017
A,ITC1,GRAD,9,9,2,LS,99,2018,3684,2018
A,ITC1,GRAD,9,9,2,LS,99,2019,4046,2019
A,ITC1,GRAD,9,9,2,LS,99,2020,4124,2020
A,ITC1,GRAD,9,9,2,LS,99,2021,4628,2021
A,ITC1,GRAD,9,9,2,LS,99,2022,4562,2022
A,ITC1,GRAD,9,9,2,LSCU,99,2010,700,2010
A,ITC1,GRAD,9,9,2,LSCU,99,2011,742,2011
A,ITC1,GRAD,9,9,2,LSCU,99,2012,779,2012
A,ITC1,GRAD,9,9,2,LSCU,99,2013,807,2013
A,ITC1,GRAD,9,9,2,LSCU,99,2014,851,2014
A,ITC1,GRAD,9,9,2,LSCU,99,2015,1184,2015
A,ITC1,GRAD,9,9,2,LSCU,99,2016,1187,2016
A,ITC1,GRAD,9,9,2,LSCU,99,2017,1255,2017
A,ITC1,GRAD,9,9,2,LSCU,99,2018,1309,2018
A,ITC1,GRAD,9,9,2,LSCU,99,2019,1274,2019
A,ITC1,GRAD,9,9,2,LSCU,99,2020,1220,2020
A,ITC1,GRAD,9,9,2,LSCU,99,2021,1236,2021
A,ITC1,GRAD,9,9,2,LSCU,99,2022,1285,2022
A,ITC1,GRAD,9,9,9,9999,99,2010,17779,2010
A,ITC1,GRAD,9,9,9,9999,99,2011,17660,2011
A,ITC1,GRAD,9,9,9,9999,99,2012,18216,2012
A,ITC1,GRAD,9,9,9,9999,99,2013,19154,2013
A,ITC1,GRAD,9,9,9,9999,99,2014,19438,2014
A,ITC1,GRAD,9,9,9,9999,99,2015,20088,2015
A,ITC1,GRAD,9,9,9,9999,99,2016,20715,2016
A,ITC1,GRAD,9,9,9,9999,99,2017,21221,2017
A,ITC1,GRAD,9,9,9,9999,99,2018,22429,2018
A,ITC1,GRAD,9,9,9,9999,99,2019,23949,2019
A,ITC1,GRAD,9,9,9,9999,99,2020,24848,2020
A,ITC1,GRAD,9,9,9,9999,99,2021,26194,2021
A,ITC1,GRAD,9,9,9,9999,99,2022,24306,2022
A,ITC1,GRAD,9,9,9,CDL,99,2010,580,2010
A,ITC1,GRAD,9,9,9,CDL,99,2011,632,2011
A,ITC1,GRAD,9,9,9,CDL,99,2012,453,2012
A,ITC1,GRAD,9,9,9,CDL,99,2013,461,2013
A,ITC1,GRAD,9,9,9,CDL,99,2014,449,2014
A,ITC1,GRAD,9,9,9,L,99,2010,10508,2010
A,ITC1,GRAD,9,9,9,L,99,2011,9964,2011
A,ITC1,GRAD,9,9,9,L,99,2012,10380,2012
A,ITC1,GRAD,9,9,9,L,99,2013,11282,2013
A,ITC1,GRAD,9,9,9,L,99,2014,10862,2014
A,ITC1,GRAD,9,9,9,L,99,2015,11444,2015
A,ITC1,GRAD,9,9,9,L,99,2016,11379,2016
A,ITC1,GRAD,9,9,9,L,99,2017,11999,2017
A,ITC1,GRAD,9,9,9,L,99,2018,12686,2018
A,ITC1,GRAD,9,9,9,L,99,2019,13515,2019
A,ITC1,GRAD,9,9,9,L,99,2020,14291,2020
A,ITC1,GRAD,9,9,9,L,99,2021,14466,2021
A,ITC1,GRAD,9,9,9,L,99,2022,13142,2022
A,ITC1,GRAD,9,9,9,LS,99,2010,5655,2010
A,ITC1,GRAD,9,9,9,LS,99,2011,5953,2011
A,ITC1,GRAD,9,9,9,LS,99,2012,6230,2012
A,ITC1,GRAD,9,9,9,LS,99,2013,6115,2013
A,ITC1,GRAD,9,9,9,LS,99,2014,6816,2014
A,ITC1,GRAD,9,9,9,LS,99,2015,6951,2015
A,ITC1,GRAD,9,9,9,LS,99,2016,7562,2016
A,ITC1,GRAD,9,9,9,LS,99,2017,7364,2017
A,ITC1,GRAD,9,9,9,LS,99,2018,7818,2018
A,ITC1,GRAD,9,9,9,LS,99,2019,8568,2019
A,ITC1,GRAD,9,9,9,LS,99,2020,8772,2020
A,ITC1,GRAD,9,9,9,LS,99,2021,9932,2021
A,ITC1,GRAD,9,9,9,LS,99,2022,9366,2022
A,ITC1,GRAD,9,9,9,LSCU,99,2010,1036,2010
A,ITC1,GRAD,9,9,9,LSCU,99,2011,1111,2011
A,ITC1,GRAD,9,9,9,LSCU,99,2012,1153,2012
A,ITC1,GRAD,9,9,9,LSCU,99,2013,1296,2013
A,ITC1,GRAD,9,9,9,LSCU,99,2014,1311,2014
A,ITC1,GRAD,9,9,9,LSCU,99,2015,1693,2015
A,ITC1,GRAD,9,9,9,LSCU,99,2016,1774,2016
A,ITC1,GRAD,9,9,9,LSCU,99,2017,1858,2017
A,ITC1,GRAD,9,9,9,LSCU,99,2018,1925,2018
A,ITC1,GRAD,9,9,9,LSCU,99,2019,1866,2019
A,ITC1,GRAD,9,9,9,LSCU,99,2020,1785,2020
A,ITC1,GRAD,9,9,9,LSCU,99,2021,1796,2021
A,ITC1,GRAD,9,9,9,LSCU,99,2022,1798,2022
A,ITC2,GRAD,9,1,1,9999,99,2010,49,2010
A,ITC2,GRAD,9,1,1,9999,99,2011,51,2011
A,ITC2,GRAD,9,1,1,9999,99,2012,63,2012
A,ITC2,GRAD,9,1,1,9999,99,2013,74,2013
A,ITC2,GRAD,9,1,1,9999,99,2014,51,2014
A,ITC2,GRAD,9,1,1,9999,99,2015,52,2015
A,ITC2,GRAD,9,1,1,9999,99,2016,49,2016
A,ITC2,GRAD,9,1,1,9999,99,2017,73,2017
A,ITC2,GRAD,9,1,1,9999,99,2018,61,2018
A,ITC2,GRAD,9,1,1,9999,99,2019,63,2019
A,ITC2,GRAD,9,1,1,9999,99,2020,78,2020
A,ITC2,GRAD,9,1,1,9999,99,2021,61,2021
A,ITC2,GRAD,9,1,1,9999,99,2022,58,2022
A,ITC2,GRAD,9,1,1,CDL,99,2010,3,2010
A,ITC2,GRAD,9,1,1,CDL,99,2011,2,2011
A,ITC2,GRAD,9,1,1,CDL,99,2012,3,2012
A,ITC2,GRAD,9,1,1,CDL,99,2013,3,2013
A,ITC2,GRAD,9,1,1,CDL,99,2014,6,2014
A,ITC2,GRAD,9,1,1,L,99,2010,44,2010
A,ITC2,GRAD,9,1,1,L,99,2011,42,2011
A,ITC2,GRAD,9,1,1,L,99,2012,54,2012
A,ITC2,GRAD,9,1,1,L,99,2013,67,2013
A,ITC2,GRAD,9,1,1,L,99,2014,42,2014
A,ITC2,GRAD,9,1,1,L,99,2015,49,2015
A,ITC2,GRAD,9,1,1,L,99,2016,43,2016
A,ITC2,GRAD,9,1,1,L,99,2017,62,2017
A,ITC2,GRAD,9,1,1,L,99,2018,49,2018
A,ITC2,GRAD,9,1,1,L,99,2019,56,2019
A,ITC2,GRAD,9,1,1,L,99,2020,64,2020
A,ITC2,GRAD,9,1,1,L,99,2021,49,2021
A,ITC2,GRAD,9,1,1,L,99,2022,35,2022
A,ITC2,GRAD,9,1,1,LS,99,2010,2,2010
A,ITC2,GRAD,9,1,1,LS,99,2011,7,2011
A,ITC2,GRAD,9,1,1,LS,99,2012,6,2012
A,ITC2,GRAD,9,1,1,LS,99,2013,4,2013
A,ITC2,GRAD,9,1,1,LS,99,2014,3,2014
A,ITC2,GRAD,9,1,1,LS,99,2015,2,2015
A,ITC2,GRAD,9,1,1,LS,99,2016,4,2016
A,ITC2,GRAD,9,1,1,LS,99,2017,7,2017
A,ITC2,GRAD,9,1,1,LS,99,2018,12,2018
A,ITC2,GRAD,9,1,1,LS,99,2019,5,2019
A,ITC2,GRAD,9,1,1,LS,99,2020,14,2020
A,ITC2,GRAD,9,1,1,LS,99,2021,12,2021
A,ITC2,GRAD,9,1,1,LS,99,2022,20,2022
A,ITC2,GRAD,9,1,1,LSCU,99,2010,0,2010
A,ITC2,GRAD,9,1,1,LSCU,99,2011,0,2011
A,ITC2,GRAD,9,1,1,LSCU,99,2012,0,2012
A,ITC2,GRAD,9,1,1,LSCU,99,2013,0,2013
A,ITC2,GRAD,9,1,1,LSCU,99,2014,0,2014
A,ITC2,GRAD,9,1,1,LSCU,99,2015,1,2015
A,ITC2,GRAD,9,1,1,LSCU,99,2016,2,2016
A,ITC2,GRAD,9,1,1,LSCU,99,2017,4,2017
A,ITC2,GRAD,9,1,1,LSCU,99,2018,0,2018
A,ITC2,GRAD,9,1,1,LSCU,99,2019,2,2019
A,ITC2,GRAD,9,1,1,LSCU,99,2020,0,2020
A,ITC2,GRAD,9,1,1,LSCU,99,2021,0,2021
A,ITC2,GRAD,9,1,1,LSCU,99,2022,3,2022
A,ITC2,GRAD,9,1,2,9999,99,2010,134,2010
A,ITC2,GRAD,9,1,2,9999,99,2011,143,2011
A,ITC2,GRAD,9,1,2,9999,99,2012,145,2012
A,ITC2,GRAD,9,1,2,9999,99,2013,194,2013
A,ITC2,GRAD,9,1,2,9999,99,2014,166,2014
A,ITC2,GRAD,9,1,2,9999,99,2015,153,2015
A,ITC2,GRAD,9,1,2,9999,99,2016,163,2016
A,ITC2,GRAD,9,1,2,9999,99,2017,192,2017
A,ITC2,GRAD,9,1,2,9999,99,2018,180,2018
A,ITC2,GRAD,9,1,2,9999,99,2019,214,2019
A,ITC2,GRAD,9,1,2,9999,99,2020,196,2020
A,ITC2,GRAD,9,1,2,9999,99,2021,174,2021
A,ITC2,GRAD,9,1,2,9999,99,2022,144,2022
A,ITC2,GRAD,9,1,2,CDL,99,2010,22,2010
A,ITC2,GRAD,9,1,2,CDL,99,2011,25,2011
A,ITC2,GRAD,9,1,2,CDL,99,2012,14,2012
A,ITC2,GRAD,9,1,2,CDL,99,2013,25,2013
A,ITC2,GRAD,9,1,2,CDL,99,2014,37,2014
A,ITC2,GRAD,9,1,2,L,99,2010,96,2010
A,ITC2,GRAD,9,1,2,L,99,2011,105,2011
A,ITC2,GRAD,9,1,2,L,99,2012,114,2012
A,ITC2,GRAD,9,1,2,L,99,2013,146,2013
A,ITC2,GRAD,9,1,2,L,99,2014,117,2014
A,ITC2,GRAD,9,1,2,L,99,2015,134,2015
A,ITC2,GRAD,9,1,2,L,99,2016,146,2016
A,ITC2,GRAD,9,1,2,L,99,2017,142,2017
A,ITC2,GRAD,9,1,2,L,99,2018,147,2018
A,ITC2,GRAD,9,1,2,L,99,2019,159,2019
A,ITC2,GRAD,9,1,2,L,99,2020,147,2020
A,ITC2,GRAD,9,1,2,L,99,2021,135,2021
A,ITC2,GRAD,9,1,2,L,99,2022,110,2022
A,ITC2,GRAD,9,1,2,LS,99,2010,16,2010
A,ITC2,GRAD,9,1,2,LS,99,2011,13,2011
A,ITC2,GRAD,9,1,2,LS,99,2012,17,2012
A,ITC2,GRAD,9,1,2,LS,99,2013,23,2013
A,ITC2,GRAD,9,1,2,LS,99,2014,12,2014
A,ITC2,GRAD,9,1,2,LS,99,2015,9,2015
A,ITC2,GRAD,9,1,2,LS,99,2016,8,2016
A,ITC2,GRAD,9,1,2,LS,99,2017,30,2017
A,ITC2,GRAD,9,1,2,LS,99,2018,17,2018
A,ITC2,GRAD,9,1,2,LS,99,2019,30,2019
A,ITC2,GRAD,9,1,2,LS,99,2020,36,2020
A,ITC2,GRAD,9,1,2,LS,99,2021,31,2021
A,ITC2,GRAD,9,1,2,LS,99,2022,23,2022
A,ITC2,GRAD,9,1,2,LSCU,99,2010,0,2010
A,ITC2,GRAD,9,1,2,LSCU,99,2011,0,2011
A,ITC2,GRAD,9,1,2,LSCU,99,2012,0,2012
A,ITC2,GRAD,9,1,2,LSCU,99,2013,0,2013
A,ITC2,GRAD,9,1,2,LSCU,99,2014,0,2014
A,ITC2,GRAD,9,1,2,LSCU,99,2015,10,2015
A,ITC2,GRAD,9,1,2,LSCU,99,2016,9,2016
A,ITC2,GRAD,9,1,2,LSCU,99,2017,20,2017
A,ITC2,GRAD,9,1,2,LSCU,99,2018,16,2018
A,ITC2,GRAD,9,1,2,LSCU,99,2019,25,2019
A,ITC2,GRAD,9,1,2,LSCU,99,2020,13,2020
A,ITC2,GRAD,9,1,2,LSCU,99,2021,8,2021
A,ITC2,GRAD,9,1,2,LSCU,99,2022,11,2022
A,ITC2,GRAD,9,1,9,9999,99,2010,183,2010
A,ITC2,GRAD,9,1,9,9999,99,2011,194,2011
A,ITC2,GRAD,9,1,9,9999,99,2012,208,2012
A,ITC2,GRAD,9,1,9,9999,99,2013,268,2013
A,ITC2,GRAD,9,1,9,9999,99,2014,217,2014
A,ITC2,GRAD,9,1,9,9999,99,2015,205,2015
A,ITC2,GRAD,9,1,9,9999,99,2016,212,2016
A,ITC2,GRAD,9,1,9,9999,99,2017,265,2017
A,ITC2,GRAD,9,1,9,9999,99,2018,241,2018
A,ITC2,GRAD,9,1,9,9999,99,2019,277,2019
A,ITC2,GRAD,9,1,9,9999,99,2020,274,2020
A,ITC2,GRAD,9,1,9,9999,99,2021,235,2021
A,ITC2,GRAD,9,1,9,9999,99,2022,202,2022
A,ITC2,GRAD,9,1,9,CDL,99,2010,25,2010
A,ITC2,GRAD,9,1,9,CDL,99,2011,27,2011
A,ITC2,GRAD,9,1,9,CDL,99,2012,17,2012
A,ITC2,GRAD,9,1,9,CDL,99,2013,28,2013
A,ITC2,GRAD,9,1,9,CDL,99,2014,43,2014
A,ITC2,GRAD,9,1,9,L,99,2010,140,2010
A,ITC2,GRAD,9,1,9,L,99,2011,147,2011
A,ITC2,GRAD,9,1,9,L,99,2012,168,2012
A,ITC2,GRAD,9,1,9,L,99,2013,213,2013
A,ITC2,GRAD,9,1,9,L,99,2014,159,2014
A,ITC2,GRAD,9,1,9,L,99,2015,183,2015
A,ITC2,GRAD,9,1,9,L,99,2016,189,2016
A,ITC2,GRAD,9,1,9,L,99,2017,204,2017
A,ITC2,GRAD,9,1,9,L,99,2018,196,2018
A,ITC2,GRAD,9,1,9,L,99,2019,215,2019
A,ITC2,GRAD,9,1,9,L,99,2020,211,2020
A,ITC2,GRAD,9,1,9,L,99,2021,184,2021
A,ITC2,GRAD,9,1,9,L,99,2022,145,2022
A,ITC2,GRAD,9,1,9,LS,99,2010,18,2010
A,ITC2,GRAD,9,1,9,LS,99,2011,20,2011
A,ITC2,GRAD,9,1,9,LS,99,2012,23,2012
A,ITC2,GRAD,9,1,9,LS,99,2013,27,2013
A,ITC2,GRAD,9,1,9,LS,99,2014,15,2014
A,ITC2,GRAD,9,1,9,LS,99,2015,11,2015
A,ITC2,GRAD,9,1,9,LS,99,2016,12,2016
A,ITC2,GRAD,9,1,9,LS,99,2017,37,2017
A,ITC2,GRAD,9,1,9,LS,99,2018,29,2018
A,ITC2,GRAD,9,1,9,LS,99,2019,35,2019
A,ITC2,GRAD,9,1,9,LS,99,2020,50,2020
A,ITC2,GRAD,9,1,9,LS,99,2021,43,2021
A,ITC2,GRAD,9,1,9,LS,99,2022,43,2022
A,ITC2,GRAD,9,1,9,LSCU,99,2010,0,2010
A,ITC2,GRAD,9,1,9,LSCU,99,2011,0,2011
A,ITC2,GRAD,9,1,9,LSCU,99,2012,0,2012
A,ITC2,GRAD,9,1,9,LSCU,99,2013,0,2013
A,ITC2,GRAD,9,1,9,LSCU,99,2014,0,2014
A,ITC2,GRAD,9,1,9,LSCU,99,2015,11,2015
A,ITC2,GRAD,9,1,9,LSCU,99,2016,11,2016
A,ITC2,GRAD,9,1,9,LSCU,99,2017,24,2017
A,ITC2,GRAD,9,1,9,LSCU,99,2018,16,2018
A,ITC2,GRAD,9,1,9,LSCU,99,2019,27,2019
A,ITC2,GRAD,9,1,9,LSCU,99,2020,13,2020
A,ITC2,GRAD,9,1,9,LSCU,99,2021,8,2021
A,ITC2,GRAD,9,1,9,LSCU,99,2022,14,2022
A,ITC2,GRAD,9,2,1,9999,99,2010,0,2010
A,ITC2,GRAD,9,2,1,9999,99,2011,0,2011
A,ITC2,GRAD,9,2,1,9999,99,2012,0,2012
A,ITC2,GRAD,9,2,1,9999,99,2013,0,2013
A,ITC2,GRAD,9,2,1,9999,99,2014,0,2014
A,ITC2,GRAD,9,2,1,9999,99,2015,0,2015
A,ITC2,GRAD,9,2,1,9999,99,2016,0,2016
A,ITC2,GRAD,9,2,1,9999,99,2017,0,2017
A,ITC2,GRAD,9,2,1,9999,99,2018,0,2018
A,ITC2,GRAD,9,2,1,9999,99,2019,0,2019
A,ITC2,GRAD,9,2,1,9999,99,2020,0,2020
A,ITC2,GRAD,9,2,1,9999,99,2021,0,2021
A,ITC2,GRAD,9,2,1,9999,99,2022,0,2022
A,ITC2,GRAD,9,2,1,CDL,99,2010,0,2010
A,ITC2,GRAD,9,2,1,CDL,99,2011,0,2011
A,ITC2,GRAD,9,2,1,CDL,99,2012,0,2012
A,ITC2,GRAD,9,2,1,CDL,99,2013,0,2013
A,ITC2,GRAD,9,2,1,CDL,99,2014,0,2014
A,ITC2,GRAD,9,2,1,L,99,2010,0,2010
A,ITC2,GRAD,9,2,1,L,99,2011,0,2011
A,ITC2,GRAD,9,2,1,L,99,2012,0,2012
A,ITC2,GRAD,9,2,1,L,99,2013,0,2013
A,ITC2,GRAD,9,2,1,L,99,2014,0,2014
A,ITC2,GRAD,9,2,1,L,99,2015,0,2015
A,ITC2,GRAD,9,2,1,L,99,2016,0,2016
A,ITC2,GRAD,9,2,1,L,99,2017,0,2017
A,ITC2,GRAD,9,2,1,L,99,2018,0,2018
A,ITC2,GRAD,9,2,1,L,99,2019,0,2019
A,ITC2,GRAD,9,2,1,L,99,2020,0,2020
A,ITC2,GRAD,9,2,1,L,99,2021,0,2021
A,ITC2,GRAD,9,2,1,L,99,2022,0,2022
A,ITC2,GRAD,9,2,1,LS,99,2010,0,2010
A,ITC2,GRAD,9,2,1,LS,99,2011,0,2011
A,ITC2,GRAD,9,2,1,LS,99,2012,0,2012
A,ITC2,GRAD,9,2,1,LS,99,2013,0,2013
A,ITC2,GRAD,9,2,1,LS,99,2014,0,2014
A,ITC2,GRAD,9,2,1,LS,99,2015,0,2015
A,ITC2,GRAD,9,2,1,LS,99,2016,0,2016
A,ITC2,GRAD,9,2,1,LS,99,2017,0,2017
A,ITC2,GRAD,9,2,1,LS,99,2018,0,2018
A,ITC2,GRAD,9,2,1,LS,99,2019,0,2019
A,ITC2,GRAD,9,2,1,LS,99,2020,0,2020
A,ITC2,GRAD,9,2,1,LS,99,2021,0,2021
A,ITC2,GRAD,9,2,1,LS,99,2022,0,2022
A,ITC2,GRAD,9,2,1,LSCU,99,2010,0,2010
A,ITC2,GRAD,9,2,1,LSCU,99,2011,0,2011
A,ITC2,GRAD,9,2,1,LSCU,99,2012,0,2012
A,ITC2,GRAD,9,2,1,LSCU,99,2013,0,2013
A,ITC2,GRAD,9,2,1,LSCU,99,2014,0,2014
A,ITC2,GRAD,9,2,1,LSCU,99,2015,0,2015
A,ITC2,GRAD,9,2,1,LSCU,99,2016,0,2016
A,ITC2,GRAD,9,2,1,LSCU,99,2017,0,2017
A,ITC2,GRAD,9,2,1,LSCU,99,2018,0,2018
A,ITC2,GRAD,9,2,1,LSCU,99,2019,0,2019
A,ITC2,GRAD,9,2,1,LSCU,99,2020,0,2020
A,ITC2,GRAD,9,2,1,LSCU,99,2021,0,2021
A,ITC2,GRAD,9,2,1,LSCU,99,2022,0,2022
A,ITC2,GRAD,9,2,2,9999,99,2010,0,2010
A,ITC2,GRAD,9,2,2,9999,99,2011,0,2011
A,ITC2,GRAD,9,2,2,9999,99,2012,0,2012
A,ITC2,GRAD,9,2,2,9999,99,2013,0,2013
A,ITC2,GRAD,9,2,2,9999,99,2014,0,2014
A,ITC2,GRAD,9,2,2,9999,99,2015,0,2015
A,ITC2,GRAD,9,2,2,9999,99,2016,0,2016
A,ITC2,GRAD,9,2,2,9999,99,2017,0,2017
A,ITC2,GRAD,9,2,2,9999,99,2018,0,2018
A,ITC2,GRAD,9,2,2,9999,99,2019,0,2019
A,ITC2,GRAD,9,2,2,9999,99,2020,0,2020
A,ITC2,GRAD,9,2,2,9999,99,2021,0,2021
A,ITC2,GRAD,9,2,2,9999,99,2022,0,2022
A,ITC2,GRAD,9,2,2,CDL,99,2010,0,2010
A,ITC2,GRAD,9,2,2,CDL,99,2011,0,2011
A,ITC2,GRAD,9,2,2,CDL,99,2012,0,2012
A,ITC2,GRAD,9,2,2,CDL,99,2013,0,2013
A,ITC2,GRAD,9,2,2,CDL,99,2014,0,2014
A,ITC2,GRAD,9,2,2,L,99,2010,0,2010
A,ITC2,GRAD,9,2,2,L,99,2011,0,2011
A,ITC2,GRAD,9,2,2,L,99,2012,0,2012
A,ITC2,GRAD,9,2,2,L,99,2013,0,2013
A,ITC2,GRAD,9,2,2,L,99,2014,0,2014
A,ITC2,GRAD,9,2,2,L,99,2015,0,2015
A,ITC2,GRAD,9,2,2,L,99,2016,0,2016
A,ITC2,GRAD,9,2,2,L,99,2017,0,2017
A,ITC2,GRAD,9,2,2,L,99,2018,0,2018
A,ITC2,GRAD,9,2,2,L,99,2019,0,2019
A,ITC2,GRAD,9,2,2,L,99,2020,0,2020
A,ITC2,GRAD,9,2,2,L,99,2021,0,2021
A,ITC2,GRAD,9,2,2,L,99,2022,0,2022
A,ITC2,GRAD,9,2,2,LS,99,2010,0,2010
A,ITC2,GRAD,9,2,2,LS,99,2011,0,2011
A,ITC2,GRAD,9,2,2,LS,99,2012,0,2012
A,ITC2,GRAD,9,2,2,LS,99,2013,0,2013
A,ITC2,GRAD,9,2,2,LS,99,2014,0,2014
A,ITC2,GRAD,9,2,2,LS,99,2015,0,2015
A,ITC2,GRAD,9,2,2,LS,99,2016,0,2016
A,ITC2,GRAD,9,2,2,LS,99,2017,0,2017
A,ITC2,GRAD,9,2,2,LS,99,2018,0,2018
A,ITC2,GRAD,9,2,2,LS,99,2019,0,2019
A,ITC2,GRAD,9,2,2,LS,99,2020,0,2020
A,ITC2,GRAD,9,2,2,LS,99,2021,0,2021
A,ITC2,GRAD,9,2,2,LS,99,2022,0,2022
A,ITC2,GRAD,9,2,2,LSCU,99,2010,0,2010
A,ITC2,GRAD,9,2,2,LSCU,99,2011,0,2011
A,ITC2,GRAD,9,2,2,LSCU,99,2012,0,2012
A,ITC2,GRAD,9,2,2,LSCU,99,2013,0,2013
A,ITC2,GRAD,9,2,2,LSCU,99,2014,0,2014
A,ITC2,GRAD,9,2,2,LSCU,99,2015,0,2015
A,ITC2,GRAD,9,2,2,LSCU,99,2016,0,2016
A,ITC2,GRAD,9,2,2,LSCU,99,2017,0,2017
A,ITC2,GRAD,9,2,2,LSCU,99,2018,0,2018
A,ITC2,GRAD,9,2,2,LSCU,99,2019,0,2019
A,ITC2,GRAD,9,2,2,LSCU,99,2020,0,2020
A,ITC2,GRAD,9,2,2,LSCU,99,2021,0,2021
A,ITC2,GRAD,9,2,2,LSCU,99,2022,0,2022
A,ITC2,GRAD,9,2,9,9999,99,2010,0,2010
A,ITC2,GRAD,9,2,9,9999,99,2011,0,2011
A,ITC2,GRAD,9,2,9,9999,99,2012,0,2012
A,ITC2,GRAD,9,2,9,9999,99,2013,0,2013
A,ITC2,GRAD,9,2,9,9999,99,2014,0,2014
A,ITC2,GRAD,9,2,9,9999,99,2015,0,2015
A,ITC2,GRAD,9,2,9,9999,99,2016,0,2016
A,ITC2,GRAD,9,2,9,9999,99,2017,0,2017
A,ITC2,GRAD,9,2,9,9999,99,2018,0,2018
A,ITC2,GRAD,9,2,9,9999,99,2019,0,2019
A,ITC2,GRAD,9,2,9,9999,99,2020,0,2020
A,ITC2,GRAD,9,2,9,9999,99,2021,0,2021
A,ITC2,GRAD,9,2,9,9999,99,2022,0,2022
A,ITC2,GRAD,9,2,9,CDL,99,2010,0,2010
A,ITC2,GRAD,9,2,9,CDL,99,2011,0,2011
A,ITC2,GRAD,9,2,9,CDL,99,2012,0,2012
A,ITC2,GRAD,9,2,9,CDL,99,2013,0,2013
A,ITC2,GRAD,9,2,9,CDL,99,2014,0,2014
A,ITC2,GRAD,9,2,9,L,99,2010,0,2010
A,ITC2,GRAD,9,2,9,L,99,2011,0,2011
A,ITC2,GRAD,9,2,9,L,99,2012,0,2012
A,ITC2,GRAD,9,2,9,L,99,2013,0,2013
A,ITC2,GRAD,9,2,9,L,99,2014,0,2014
A,ITC2,GRAD,9,2,9,L,99,2015,0,2015
A,ITC2,GRAD,9,2,9,L,99,2016,0,2016
