ANNO_SOLARE;COD_ISTITUTO;TIPO_ISTITUTO;NOME_ISTITUTO;COMUNE_SEDE;COD_SPESA;DESCRIZIONE_SPESA;SPESA_TOTALE
2024;017704017029;Accademie Legalmente Riconosciute;Libera Accademia di Belle Arti LABA di BRESCIA;BRESCIA;011;Borse di studio - Spesa totale;0
2024;017704017029;Accademie Legalmente Riconosciute;Libera Accademia di Belle Arti LABA di BRESCIA;BRESCIA;012;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti privati (banche, donazioni private, ecc.);0
2024;017704017029;Accademie Legalmente Riconosciute;Libera Accademia di Belle Arti LABA di BRESCIA;BRESCIA;013;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti pubblici;0
2024;017704017029;Accademie Legalmente Riconosciute;Libera Accademia di Belle Arti LABA di BRESCIA;BRESCIA;031;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni);0
2024;017704017029;Accademie Legalmente Riconosciute;Libera Accademia di Belle Arti LABA di BRESCIA;BRESCIA;033;Mobilità internazionale - Spesa per iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0
2024;017704017029;Accademie Legalmente Riconosciute;Libera Accademia di Belle Arti LABA di BRESCIA;BRESCIA;034;Mobilità internazionale - Spesa finanziata dall'Unione Europea o da altre istituzioni;32372,39
2024;017704017029;Accademie Legalmente Riconosciute;Libera Accademia di Belle Arti LABA di BRESCIA;BRESCIA;035;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni) - di cui da cofinanziamento MIUR;0
2024;017704017029;Accademie Legalmente Riconosciute;Libera Accademia di Belle Arti LABA di BRESCIA;BRESCIA;041;Interventi a favore di studenti con disabilità - Spesa per interventi diretti;0
2024;017704017029;Accademie Legalmente Riconosciute;Libera Accademia di Belle Arti LABA di BRESCIA;BRESCIA;042;Interventi a favore di studenti con disabilità - Spesa non ripartibile tra studenti;0
2024;017704017029;Accademie Legalmente Riconosciute;Libera Accademia di Belle Arti LABA di BRESCIA;BRESCIA;051;Attività di collaborazione a tempo parziale - Spesa totale;0
2024;017704017029;Accademie Legalmente Riconosciute;Libera Accademia di Belle Arti LABA di BRESCIA;BRESCIA;061;Contributi-alloggio - Spesa totale;0
2024;017704017029;Accademie Legalmente Riconosciute;Libera Accademia di Belle Arti LABA di BRESCIA;BRESCIA;070;Altri interventi di tipo finanziario - Spesa per prestiti agevolati;51800
2024;017704017029;Accademie Legalmente Riconosciute;Libera Accademia di Belle Arti LABA di BRESCIA;BRESCIA;071;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0
2024;017704017029;Accademie Legalmente Riconosciute;Libera Accademia di Belle Arti LABA di BRESCIA;BRESCIA;072;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0
2024;017704017029;Accademie Legalmente Riconosciute;Libera Accademia di Belle Arti LABA di BRESCIA;BRESCIA;073;Altri interventi di tipo finanziario - Spesa per altri sussidi erogati;0
2024;017704017029;Accademie Legalmente Riconosciute;Libera Accademia di Belle Arti LABA di BRESCIA;BRESCIA;074;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0
2024;017704017029;Accademie Legalmente Riconosciute;Libera Accademia di Belle Arti LABA di BRESCIA;BRESCIA;081;Altre spese per il diritto allo studio - Spesa non ripartibile tra studenti;0
2024;018401018110;Conservatori di Musica;Franco Vittadini;PAVIA;011;Borse di studio - Spesa totale;0
2024;018401018110;Conservatori di Musica;Franco Vittadini;PAVIA;012;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti privati (banche, donazioni private, ecc.);0
2024;018401018110;Conservatori di Musica;Franco Vittadini;PAVIA;013;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti pubblici;0
2024;018401018110;Conservatori di Musica;Franco Vittadini;PAVIA;031;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni);0
2024;018401018110;Conservatori di Musica;Franco Vittadini;PAVIA;033;Mobilità internazionale - Spesa per iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0
2024;018401018110;Conservatori di Musica;Franco Vittadini;PAVIA;034;Mobilità internazionale - Spesa finanziata dall'Unione Europea o da altre istituzioni;5950
2024;018401018110;Conservatori di Musica;Franco Vittadini;PAVIA;035;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni) - di cui da cofinanziamento MIUR;0
2024;018401018110;Conservatori di Musica;Franco Vittadini;PAVIA;041;Interventi a favore di studenti con disabilità - Spesa per interventi diretti;0
2024;018401018110;Conservatori di Musica;Franco Vittadini;PAVIA;042;Interventi a favore di studenti con disabilità - Spesa non ripartibile tra studenti;0
2024;018401018110;Conservatori di Musica;Franco Vittadini;PAVIA;051;Attività di collaborazione a tempo parziale - Spesa totale;10000
2024;018401018110;Conservatori di Musica;Franco Vittadini;PAVIA;061;Contributi-alloggio - Spesa totale;0
2024;018401018110;Conservatori di Musica;Franco Vittadini;PAVIA;070;Altri interventi di tipo finanziario - Spesa per prestiti agevolati;0
2024;018401018110;Conservatori di Musica;Franco Vittadini;PAVIA;071;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0
2024;018401018110;Conservatori di Musica;Franco Vittadini;PAVIA;072;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0
2024;018401018110;Conservatori di Musica;Franco Vittadini;PAVIA;073;Altri interventi di tipo finanziario - Spesa per altri sussidi erogati;0
2024;018401018110;Conservatori di Musica;Franco Vittadini;PAVIA;074;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0
2024;018401018110;Conservatori di Musica;Franco Vittadini;PAVIA;081;Altre spese per il diritto allo studio - Spesa non ripartibile tra studenti;0
2024;019401019036;Conservatori di Musica;Claudio Monteverdi;CREMONA;011;Borse di studio - Spesa totale;28824
2024;019401019036;Conservatori di Musica;Claudio Monteverdi;CREMONA;012;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti privati (banche, donazioni private, ecc.);0
2024;019401019036;Conservatori di Musica;Claudio Monteverdi;CREMONA;013;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti pubblici;0
2024;019401019036;Conservatori di Musica;Claudio Monteverdi;CREMONA;031;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni);5162
2024;019401019036;Conservatori di Musica;Claudio Monteverdi;CREMONA;033;Mobilità internazionale - Spesa per iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0
2024;019401019036;Conservatori di Musica;Claudio Monteverdi;CREMONA;034;Mobilità internazionale - Spesa finanziata dall'Unione Europea o da altre istituzioni;5162
2024;019401019036;Conservatori di Musica;Claudio Monteverdi;CREMONA;035;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni) - di cui da cofinanziamento MIUR;5162
2024;019401019036;Conservatori di Musica;Claudio Monteverdi;CREMONA;041;Interventi a favore di studenti con disabilità - Spesa per interventi diretti;0
2024;019401019036;Conservatori di Musica;Claudio Monteverdi;CREMONA;042;Interventi a favore di studenti con disabilità - Spesa non ripartibile tra studenti;0
2024;019401019036;Conservatori di Musica;Claudio Monteverdi;CREMONA;051;Attività di collaborazione a tempo parziale - Spesa totale;4500
2024;019401019036;Conservatori di Musica;Claudio Monteverdi;CREMONA;061;Contributi-alloggio - Spesa totale;0
2024;019401019036;Conservatori di Musica;Claudio Monteverdi;CREMONA;070;Altri interventi di tipo finanziario - Spesa per prestiti agevolati;0
2024;019401019036;Conservatori di Musica;Claudio Monteverdi;CREMONA;071;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0
2024;019401019036;Conservatori di Musica;Claudio Monteverdi;CREMONA;072;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0
2024;019401019036;Conservatori di Musica;Claudio Monteverdi;CREMONA;073;Altri interventi di tipo finanziario - Spesa per altri sussidi erogati;0
2024;019401019036;Conservatori di Musica;Claudio Monteverdi;CREMONA;074;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0
2024;019401019036;Conservatori di Musica;Claudio Monteverdi;CREMONA;081;Altre spese per il diritto allo studio - Spesa non ripartibile tra studenti;0
2024;020401020030;Conservatori di Musica;Lucio Campiani;MANTOVA;011;Borse di studio - Spesa totale;2000
2024;020401020030;Conservatori di Musica;Lucio Campiani;MANTOVA;012;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti privati (banche, donazioni private, ecc.);2000
2024;020401020030;Conservatori di Musica;Lucio Campiani;MANTOVA;013;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti pubblici;0
2024;020401020030;Conservatori di Musica;Lucio Campiani;MANTOVA;031;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni);0
2024;020401020030;Conservatori di Musica;Lucio Campiani;MANTOVA;033;Mobilità internazionale - Spesa per iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0
2024;020401020030;Conservatori di Musica;Lucio Campiani;MANTOVA;034;Mobilità internazionale - Spesa finanziata dall'Unione Europea o da altre istituzioni;10678,4
2024;020401020030;Conservatori di Musica;Lucio Campiani;MANTOVA;035;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni) - di cui da cofinanziamento MIUR;0
2024;020401020030;Conservatori di Musica;Lucio Campiani;MANTOVA;041;Interventi a favore di studenti con disabilità - Spesa per interventi diretti;0
2024;020401020030;Conservatori di Musica;Lucio Campiani;MANTOVA;042;Interventi a favore di studenti con disabilità - Spesa non ripartibile tra studenti;0
2024;020401020030;Conservatori di Musica;Lucio Campiani;MANTOVA;051;Attività di collaborazione a tempo parziale - Spesa totale;0
2024;020401020030;Conservatori di Musica;Lucio Campiani;MANTOVA;061;Contributi-alloggio - Spesa totale;0
2024;020401020030;Conservatori di Musica;Lucio Campiani;MANTOVA;070;Altri interventi di tipo finanziario - Spesa per prestiti agevolati;0
2024;020401020030;Conservatori di Musica;Lucio Campiani;MANTOVA;071;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0
2024;020401020030;Conservatori di Musica;Lucio Campiani;MANTOVA;072;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0
2024;020401020030;Conservatori di Musica;Lucio Campiani;MANTOVA;073;Altri interventi di tipo finanziario - Spesa per altri sussidi erogati;0
2024;020401020030;Conservatori di Musica;Lucio Campiani;MANTOVA;074;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0
2024;020401020030;Conservatori di Musica;Lucio Campiani;MANTOVA;081;Altre spese per il diritto allo studio - Spesa non ripartibile tra studenti;0
2024;021401021008;Conservatori di Musica;Claudio Monteverdi;BOLZANO;011;Borse di studio - Spesa totale;0
2024;021401021008;Conservatori di Musica;Claudio Monteverdi;BOLZANO;012;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti privati (banche, donazioni private, ecc.);0
2024;021401021008;Conservatori di Musica;Claudio Monteverdi;BOLZANO;013;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti pubblici;0
2024;021401021008;Conservatori di Musica;Claudio Monteverdi;BOLZANO;031;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni);9006
2024;021401021008;Conservatori di Musica;Claudio Monteverdi;BOLZANO;033;Mobilità internazionale - Spesa per iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0
2024;021401021008;Conservatori di Musica;Claudio Monteverdi;BOLZANO;034;Mobilità internazionale - Spesa finanziata dall'Unione Europea o da altre istituzioni;30015
2024;021401021008;Conservatori di Musica;Claudio Monteverdi;BOLZANO;035;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni) - di cui da cofinanziamento MIUR;9006
2024;021401021008;Conservatori di Musica;Claudio Monteverdi;BOLZANO;041;Interventi a favore di studenti con disabilità - Spesa per interventi diretti;0
2024;021401021008;Conservatori di Musica;Claudio Monteverdi;BOLZANO;042;Interventi a favore di studenti con disabilità - Spesa non ripartibile tra studenti;0
2024;021401021008;Conservatori di Musica;Claudio Monteverdi;BOLZANO;051;Attività di collaborazione a tempo parziale - Spesa totale;19010
2024;021401021008;Conservatori di Musica;Claudio Monteverdi;BOLZANO;061;Contributi-alloggio - Spesa totale;0
2024;021401021008;Conservatori di Musica;Claudio Monteverdi;BOLZANO;070;Altri interventi di tipo finanziario - Spesa per prestiti agevolati;0
2024;021401021008;Conservatori di Musica;Claudio Monteverdi;BOLZANO;071;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0
2024;021401021008;Conservatori di Musica;Claudio Monteverdi;BOLZANO;072;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0
2024;021401021008;Conservatori di Musica;Claudio Monteverdi;BOLZANO;073;Altri interventi di tipo finanziario - Spesa per altri sussidi erogati;0
2024;021401021008;Conservatori di Musica;Claudio Monteverdi;BOLZANO;074;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0
2024;021401021008;Conservatori di Musica;Claudio Monteverdi;BOLZANO;081;Altre spese per il diritto allo studio - Spesa non ripartibile tra studenti;0
2024;022401022205;Conservatori di Musica;Francesco Antonio Bonporti;TRENTO;011;Borse di studio - Spesa totale;78000
2024;022401022205;Conservatori di Musica;Francesco Antonio Bonporti;TRENTO;012;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti privati (banche, donazioni private, ecc.);0
2024;022401022205;Conservatori di Musica;Francesco Antonio Bonporti;TRENTO;013;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti pubblici;78000
2024;022401022205;Conservatori di Musica;Francesco Antonio Bonporti;TRENTO;031;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni);14598,5
2024;022401022205;Conservatori di Musica;Francesco Antonio Bonporti;TRENTO;033;Mobilità internazionale - Spesa per iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0
2024;022401022205;Conservatori di Musica;Francesco Antonio Bonporti;TRENTO;034;Mobilità internazionale - Spesa finanziata dall'Unione Europea o da altre istituzioni;12081,5
2024;022401022205;Conservatori di Musica;Francesco Antonio Bonporti;TRENTO;035;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni) - di cui da cofinanziamento MIUR;14598,5
2024;022401022205;Conservatori di Musica;Francesco Antonio Bonporti;TRENTO;041;Interventi a favore di studenti con disabilità - Spesa per interventi diretti;0
2024;022401022205;Conservatori di Musica;Francesco Antonio Bonporti;TRENTO;042;Interventi a favore di studenti con disabilità - Spesa non ripartibile tra studenti;0
2024;022401022205;Conservatori di Musica;Francesco Antonio Bonporti;TRENTO;051;Attività di collaborazione a tempo parziale - Spesa totale;33069
2024;022401022205;Conservatori di Musica;Francesco Antonio Bonporti;TRENTO;061;Contributi-alloggio - Spesa totale;0
2024;022401022205;Conservatori di Musica;Francesco Antonio Bonporti;TRENTO;070;Altri interventi di tipo finanziario - Spesa per prestiti agevolati;0
2024;022401022205;Conservatori di Musica;Francesco Antonio Bonporti;TRENTO;071;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0
2024;022401022205;Conservatori di Musica;Francesco Antonio Bonporti;TRENTO;072;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0
2024;022401022205;Conservatori di Musica;Francesco Antonio Bonporti;TRENTO;073;Altri interventi di tipo finanziario - Spesa per altri sussidi erogati;0
2024;022401022205;Conservatori di Musica;Francesco Antonio Bonporti;TRENTO;074;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0
2024;022401022205;Conservatori di Musica;Francesco Antonio Bonporti;TRENTO;081;Altre spese per il diritto allo studio - Spesa non ripartibile tra studenti;0
2024;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);011;Borse di studio - Spesa totale;0
2024;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);012;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti privati (banche, donazioni private, ecc.);0
2024;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);013;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti pubblici;0
2024;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);031;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni);285,1
2024;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);033;Mobilità internazionale - Spesa per iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0
2024;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);034;Mobilità internazionale - Spesa finanziata dall'Unione Europea o da altre istituzioni;2110,5
2024;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);035;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni) - di cui da cofinanziamento MIUR;285,1
2024;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);041;Interventi a favore di studenti con disabilità - Spesa per interventi diretti;0
2024;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);042;Interventi a favore di studenti con disabilità - Spesa non ripartibile tra studenti;0
2024;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);051;Attività di collaborazione a tempo parziale - Spesa totale;0
2024;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);061;Contributi-alloggio - Spesa totale;0
2024;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);070;Altri interventi di tipo finanziario - Spesa per prestiti agevolati;0
2024;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);071;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0
2024;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);072;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0
2024;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);073;Altri interventi di tipo finanziario - Spesa per altri sussidi erogati;0
2024;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);074;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0
2024;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);081;Altre spese per il diritto allo studio - Spesa non ripartibile tra studenti;0
2024;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;011;Borse di studio - Spesa totale;0
2024;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;012;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti privati (banche, donazioni private, ecc.);0
2024;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;013;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti pubblici;0
2024;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;031;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni);0
2024;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;033;Mobilità internazionale - Spesa per iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0
2024;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;034;Mobilità internazionale - Spesa finanziata dall'Unione Europea o da altre istituzioni;0
2024;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;035;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni) - di cui da cofinanziamento MIUR;0
2024;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;041;Interventi a favore di studenti con disabilità - Spesa per interventi diretti;0
2024;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;042;Interventi a favore di studenti con disabilità - Spesa non ripartibile tra studenti;0
2024;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;051;Attività di collaborazione a tempo parziale - Spesa totale;0
2024;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;061;Contributi-alloggio - Spesa totale;0
2024;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;070;Altri interventi di tipo finanziario - Spesa per prestiti agevolati;0
2024;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;071;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0
2024;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;072;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0
2024;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;073;Altri interventi di tipo finanziario - Spesa per altri sussidi erogati;0
2024;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;074;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0
2024;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;081;Altre spese per il diritto allo studio - Spesa non ripartibile tra studenti;0
2024;023102023091;Accademie delle Belle Arti;;VERONA;011;Borse di studio - Spesa totale;0
2024;023102023091;Accademie delle Belle Arti;;VERONA;012;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti privati (banche, donazioni private, ecc.);0
2024;023102023091;Accademie delle Belle Arti;;VERONA;013;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti pubblici;0
2024;023102023091;Accademie delle Belle Arti;;VERONA;031;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni);10008
2024;023102023091;Accademie delle Belle Arti;;VERONA;033;Mobilità internazionale - Spesa per iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0
2024;023102023091;Accademie delle Belle Arti;;VERONA;034;Mobilità internazionale - Spesa finanziata dall'Unione Europea o da altre istituzioni;30563,2
2024;023102023091;Accademie delle Belle Arti;;VERONA;035;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni) - di cui da cofinanziamento MIUR;0
2024;023102023091;Accademie delle Belle Arti;;VERONA;041;Interventi a favore di studenti con disabilità - Spesa per interventi diretti;0
2024;023102023091;Accademie delle Belle Arti;;VERONA;042;Interventi a favore di studenti con disabilità - Spesa non ripartibile tra studenti;0
2024;023102023091;Accademie delle Belle Arti;;VERONA;051;Attività di collaborazione a tempo parziale - Spesa totale;5896
2024;023102023091;Accademie delle Belle Arti;;VERONA;061;Contributi-alloggio - Spesa totale;0
2024;023102023091;Accademie delle Belle Arti;;VERONA;070;Altri interventi di tipo finanziario - Spesa per prestiti agevolati;0
2024;023102023091;Accademie delle Belle Arti;;VERONA;071;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0
2024;023102023091;Accademie delle Belle Arti;;VERONA;072;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0
2024;023102023091;Accademie delle Belle Arti;;VERONA;073;Altri interventi di tipo finanziario - Spesa per altri sussidi erogati;0
2024;023102023091;Accademie delle Belle Arti;;VERONA;074;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0
2024;023102023091;Accademie delle Belle Arti;;VERONA;081;Altre spese per il diritto allo studio - Spesa non ripartibile tra studenti;0
2024;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;011;Borse di studio - Spesa totale;5170
2024;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;012;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti privati (banche, donazioni private, ecc.);5170
2024;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;013;Borse di studio - Spesa totale - di cui da fondi trasferiti da enti pubblici;0
2024;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;031;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni);17523
2024;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;033;Mobilità internazionale - Spesa per iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0
2024;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;034;Mobilità internazionale - Spesa finanziata dall'Unione Europea o da altre istituzioni;21808
2024;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;035;Mobilità internazionale - Spesa per iscritti nell'istituto coinvolti in scambi internazionali (esclusa spesa finanziata dall'UE o da altre istituzioni) - di cui da cofinanziamento MIUR;10147
2024;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;041;Interventi a favore di studenti con disabilità - Spesa per interventi diretti;0
2024;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;042;Interventi a favore di studenti con disabilità - Spesa non ripartibile tra studenti;12662
2024;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;051;Attività di collaborazione a tempo parziale - Spesa totale;28940
2024;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;061;Contributi-alloggio - Spesa totale;0
2024;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;070;Altri interventi di tipo finanziario - Spesa per prestiti agevolati;0
2024;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;071;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0
