ANNO_ACCADEMICO;TIPO_ISTITUTO;Area_Istituto;NOME_ISTITUTO;COMUNE_SEDE;COD_ISTITUTO;REGIONE_ISTITUTO;AREA_CORSO;TIPO_CORSO;SCUOLA_AGGREGAZIONE;CLASSE;CORSO;GENERE;ISCRITTI-I-ANNO
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lorenzo Perosi;CAMPOBASSO;7210;MOLISE;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;DIREZIONE D'ORCHESTRA;DCSL22;Direzione d'Orchestra;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lorenzo Perosi;CAMPOBASSO;7210;MOLISE;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;COMPOSIZIONE;DCPL15;Composizione;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lorenzo Perosi;CAMPOBASSO;7210;MOLISE;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;DIREZIONE D'ORCHESTRA;DCPL22;Direzione d'Orchestra;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lorenzo Perosi;CAMPOBASSO;7210;MOLISE;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;DIREZIONE D'ORCHESTRA;DCPL22;Direzione d'Orchestra;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;Canto;F;4
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;Canto;M;3
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA DA CAMERA;DCSL68;Musica da camera;F;3
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA DA CAMERA;DCSL68;Musica da camera;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;Canto;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL08;Canto rinascimentale barocco;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Didattica;AFAM_Corso Diploma accademico 2L;DIDATTICA DELLA MUSICA E DELLO STRUMENTO;DCSL21;Didattica della Musica;F;5
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Didattica;AFAM_Corso Diploma accademico 2L;DIDATTICA DELLA MUSICA E DELLO STRUMENTO;DCSL21;Didattica della Musica;M;3
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL07;Canto Jazz;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;MUSICA ELETTRONICA;DCSL34;Musica Elettronica;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL05;Batteria e Percussioni Jazz;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL07;Canto Jazz;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL10;Chitarra Jazz;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL64;Composizione Jazz;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;MUSICA ELETTRONICA;DCPL34;Musica Elettronica;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL67;Popular music - Ind. Composizione e arrangiamento Pop/Rock e Songwriting;M;4
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL67;Popular music - Ind. Strumentale;F;7
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL67;Popular music - Ind. Strumentale;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL47;Tromba Jazz;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;CLARINETTO;DCSL11;Clarinetto;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;CLARINETTO;DCSL11;Clarinetto;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;FAGOTTO;DCSL24;Fagotto;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;SAXOFONO;DCSL41;Saxofono;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;TROMBA;DCSL46;Tromba;M;3
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;TROMBONE;DCSL49;Trombone;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CLARINETTO;DCPL11;Clarinetto;F;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CORNO;DCPL19;Corno;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FLAUTO;DCPL27;Flauto;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;OBOE;DCPL36;Oboe;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;OBOE;DCPL36;Oboe;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;SAXOFONO;DCPL41;Saxofono;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBA;DCPL46;Tromba;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBA;DCPL46;Tromba;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL31;Maestro collaboratore;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL31;Maestro collaboratore;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;ORGANO E COMPOSIZIONE ORGANISTICA;DCSL38;Organo;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;ORGANO E COMPOSIZIONE ORGANISTICA;DCSL38;Organo;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;Pianoforte;F;5
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;Pianoforte;M;3
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;STRUMENTI A PERCUSSIONE;DCSL44;Strumenti a percussione;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;CLAVICEMBALO;DCPL14;Clavicembalo e Tastiere Storiche;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;ORGANO E COMPOSIZIONE ORGANISTICA;DCPL38;Organo;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;ORGANO E COMPOSIZIONE ORGANISTICA;DCPL38;Organo;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;ORGANO E COMPOSIZIONE ORGANISTICA;DCPL66;Organo e Musica Liturgica;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;Pianoforte;F;3
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;Pianoforte;M;4
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;STRUMENTI A PERCUSSIONE;DCPL44;Strumenti a percussione;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CHITARRA;DCSL09;Chitarra;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;Violino;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;Violino;M;3
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL55;Violino barocco;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;ARPA;DCPL01;Arpa;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;Chitarra;M;3
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;MANDOLINO;DCPL32;Mandolino;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLA;DCPL52;Viola;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;Violino;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;Violino;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLONCELLO;DCPL57;Violoncello;F;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;COMPOSIZIONE;DCSL15;Composizione;M;3
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;DIREZIONE D'ORCHESTRA;DCSL22;Direzione d'Orchestra;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;COMPOSIZIONE;DCPL15;Composizione;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;DIREZIONE D'ORCHESTRA;DCPL22;Direzione d'Orchestra;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;DIREZIONE D'ORCHESTRA;DCPL22;Direzione d'Orchestra;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio;BRESCIA;7300;LOMBARDIA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;PREPOLIFONIA;DCPL59;Prepolifonia;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio (sezione staccata);BRESCIA - DARFO BOARIO TERME (BS);7242;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;Canto;F;6
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio (sezione staccata);BRESCIA - DARFO BOARIO TERME (BS);7242;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;Canto;M;6
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio (sezione staccata);BRESCIA - DARFO BOARIO TERME (BS);7242;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA VOCALE DA CAMERA;DCSL35;Musica vocale da camera;F;3
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio (sezione staccata);BRESCIA - DARFO BOARIO TERME (BS);7242;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA VOCALE DA CAMERA;DCSL35;Musica vocale da camera;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio (sezione staccata);BRESCIA - DARFO BOARIO TERME (BS);7242;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;Canto;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio (sezione staccata);BRESCIA - DARFO BOARIO TERME (BS);7242;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;CORNO;DCSL19;Corno;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio (sezione staccata);BRESCIA - DARFO BOARIO TERME (BS);7242;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;FLAUTO;DCSL27;Flauto;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio (sezione staccata);BRESCIA - DARFO BOARIO TERME (BS);7242;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CLARINETTO;DCPL11;Clarinetto;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio (sezione staccata);BRESCIA - DARFO BOARIO TERME (BS);7242;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CLARINETTO;DCPL11;Clarinetto;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio (sezione staccata);BRESCIA - DARFO BOARIO TERME (BS);7242;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FLAUTO;DCPL27;Flauto;F;5
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio (sezione staccata);BRESCIA - DARFO BOARIO TERME (BS);7242;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBONE;DCPL49;Trombone;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio (sezione staccata);BRESCIA - DARFO BOARIO TERME (BS);7242;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;FISARMONICA;DCSL26;Fisarmonica;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio (sezione staccata);BRESCIA - DARFO BOARIO TERME (BS);7242;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;FISARMONICA;DCPL26;Fisarmonica;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio (sezione staccata);BRESCIA - DARFO BOARIO TERME (BS);7242;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;Pianoforte;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio (sezione staccata);BRESCIA - DARFO BOARIO TERME (BS);7242;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;Pianoforte;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio (sezione staccata);BRESCIA - DARFO BOARIO TERME (BS);7242;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CHITARRA;DCSL09;Chitarra;M;3
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio (sezione staccata);BRESCIA - DARFO BOARIO TERME (BS);7242;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;Violino;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio (sezione staccata);BRESCIA - DARFO BOARIO TERME (BS);7242;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;Chitarra;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luca Marenzio (sezione staccata);BRESCIA - DARFO BOARIO TERME (BS);7242;LOMBARDIA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;COMPOSIZIONE;DCPL15;Composizione;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;Canto;M;4
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;Canto;F;5
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA VOCALE DA CAMERA;DCSL35;Musica vocale da camera - Ind. Cantanti;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA VOCALE DA CAMERA;DCSL35;Musica vocale da camera - Ind. Cantanti;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA VOCALE DA CAMERA;DCSL35;Musica vocale da camera - Ind. Pianisti;F;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;Canto;F;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;Canto;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL08;Canto rinascimentale barocco;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;MUSICA VOCALE DA CAMERA;DCPL35;Musica vocale da camera - Ind. Cantanti;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL03;Basso Elettrico;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL05;Batteria e Percussioni Jazz;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL07;Canto Jazz;F;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL07;Canto Jazz;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL10;Chitarra Jazz;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL10;Chitarra Jazz;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL12;Clarinetto Jazz;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL42;Saxofono Jazz;M;3
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL47;Tromba jazz;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL03;Basso Elettrico;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL03;Basso Elettrico;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL05;Batteria e Percussioni Jazz;M;3
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL07;Canto Jazz;F;3
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL07;Canto Jazz;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL10;Chitarra Jazz;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL10;Chitarra Jazz;F;1
