ANNO;CODICE_ATENEO;NOME_ATENEO;REGIONE;AREA_GEO;TIPO_CONTRATTO;AREA_FUNZIONALE;GENERE;N_PERS_TA
2023;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo indeterminato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;M;12
2023;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo determinato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;F;0
2023;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo determinato;06-Tecnica, Tecnico-scientifica ed Elaborazione dati;M;5
2023;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo indeterminato;06-Tecnica, Tecnico-scientifica ed Elaborazione dati;F;412
2023;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo determinato;06-Tecnica, Tecnico-scientifica ed Elaborazione dati;F;6
2023;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo indeterminato;06-Tecnica, Tecnico-scientifica ed Elaborazione dati;M;509
2023;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo determinato;07-Area non individuata;F;0
2023;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo determinato;07-Area non individuata;M;0
2023;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo indeterminato;07-Area non individuata;F;0
2023;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo indeterminato;07-Area non individuata;M;0
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo determinato;01-Dirigenza amministrativa;F;0
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo indeterminato;01-Dirigenza amministrativa;M;3
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo determinato;01-Dirigenza amministrativa;M;1
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo indeterminato;01-Dirigenza amministrativa;F;3
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo determinato;02-Amministrativa ed Amministrativa-gestionale;F;5
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo determinato;02-Amministrativa ed Amministrativa-gestionale;M;0
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo indeterminato;02-Amministrativa ed Amministrativa-gestionale;F;240
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo indeterminato;02-Amministrativa ed Amministrativa-gestionale;M;77
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo determinato;03-Biblioteche;F;0
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo determinato;03-Biblioteche;M;0
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo indeterminato;03-Biblioteche;F;21
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo indeterminato;03-Biblioteche;M;5
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo indeterminato;04-Servizi generali e tecnici;M;6
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo determinato;04-Servizi generali e tecnici;F;0
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo determinato;04-Servizi generali e tecnici;M;0
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo indeterminato;04-Servizi generali e tecnici;F;13
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo determinato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;M;0
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo indeterminato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;F;13
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo indeterminato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;M;3
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo determinato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;F;0
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo determinato;06-Tecnica, Tecnico-scientifica ed Elaborazione dati;F;0
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo determinato;06-Tecnica, Tecnico-scientifica ed Elaborazione dati;M;2
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo indeterminato;06-Tecnica, Tecnico-scientifica ed Elaborazione dati;F;72
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo indeterminato;06-Tecnica, Tecnico-scientifica ed Elaborazione dati;M;88
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo determinato;07-Area non individuata;F;0
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo determinato;07-Area non individuata;M;0
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo indeterminato;07-Area non individuata;F;0
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;Personale TA a tempo indeterminato;07-Area non individuata;M;0
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Personale TA a tempo indeterminato;01-Dirigenza amministrativa;F;0
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Personale TA a tempo indeterminato;01-Dirigenza amministrativa;M;1
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Personale TA a tempo determinato;01-Dirigenza amministrativa;M;1
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Personale TA a tempo determinato;01-Dirigenza amministrativa;F;0
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Personale TA a tempo determinato;02-Amministrativa ed Amministrativa-gestionale;M;0
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Personale TA a tempo indeterminato;02-Amministrativa ed Amministrativa-gestionale;F;158
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Personale TA a tempo indeterminato;02-Amministrativa ed Amministrativa-gestionale;M;54
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Personale TA a tempo determinato;02-Amministrativa ed Amministrativa-gestionale;F;2
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Personale TA a tempo determinato;03-Biblioteche;M;0
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Personale TA a tempo indeterminato;03-Biblioteche;F;18
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Personale TA a tempo determinato;03-Biblioteche;F;0
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Personale TA a tempo indeterminato;03-Biblioteche;M;7
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Personale TA a tempo determinato;04-Servizi generali e tecnici;F;0
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Personale TA a tempo determinato;04-Servizi generali e tecnici;M;0
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Personale TA a tempo indeterminato;04-Servizi generali e tecnici;F;9
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Personale TA a tempo indeterminato;04-Servizi generali e tecnici;M;30
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Personale TA a tempo determinato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;F;0
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Personale TA a tempo indeterminato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;M;0
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Personale TA a tempo determinato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;M;0
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Personale TA a tempo indeterminato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;F;0
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Personale TA a tempo determinato;06-Tecnica, Tecnico-scientifica ed Elaborazione dati;F;1
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Personale TA a tempo determinato;06-Tecnica, Tecnico-scientifica ed Elaborazione dati;M;0
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Personale TA a tempo indeterminato;06-Tecnica, Tecnico-scientifica ed Elaborazione dati;F;42
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Personale TA a tempo indeterminato;06-Tecnica, Tecnico-scientifica ed Elaborazione dati;M;59
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Personale TA a tempo determinato;07-Area non individuata;M;0
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Personale TA a tempo indeterminato;07-Area non individuata;F;0
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Personale TA a tempo determinato;07-Area non individuata;F;0
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Personale TA a tempo indeterminato;07-Area non individuata;M;0
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Personale TA a tempo indeterminato;01-Dirigenza amministrativa;M;0
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Personale TA a tempo determinato;01-Dirigenza amministrativa;F;1
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Personale TA a tempo determinato;01-Dirigenza amministrativa;M;2
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Personale TA a tempo indeterminato;01-Dirigenza amministrativa;F;0
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Personale TA a tempo indeterminato;02-Amministrativa ed Amministrativa-gestionale;M;56
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Personale TA a tempo indeterminato;02-Amministrativa ed Amministrativa-gestionale;F;242
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Personale TA a tempo determinato;02-Amministrativa ed Amministrativa-gestionale;F;19
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Personale TA a tempo determinato;02-Amministrativa ed Amministrativa-gestionale;M;7
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Personale TA a tempo determinato;03-Biblioteche;F;0
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Personale TA a tempo determinato;03-Biblioteche;M;0
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Personale TA a tempo indeterminato;03-Biblioteche;F;4
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Personale TA a tempo indeterminato;03-Biblioteche;M;2
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Personale TA a tempo determinato;04-Servizi generali e tecnici;F;0
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Personale TA a tempo determinato;04-Servizi generali e tecnici;M;1
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Personale TA a tempo indeterminato;04-Servizi generali e tecnici;F;12
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Personale TA a tempo indeterminato;04-Servizi generali e tecnici;M;8
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Personale TA a tempo indeterminato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;M;4
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Personale TA a tempo indeterminato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;F;9
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Personale TA a tempo determinato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;M;0
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Personale TA a tempo determinato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;F;0
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Personale TA a tempo determinato;06-Tecnica, Tecnico-scientifica ed Elaborazione dati;M;12
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Personale TA a tempo indeterminato;06-Tecnica, Tecnico-scientifica ed Elaborazione dati;F;75
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Personale TA a tempo indeterminato;06-Tecnica, Tecnico-scientifica ed Elaborazione dati;M;120
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Personale TA a tempo determinato;06-Tecnica, Tecnico-scientifica ed Elaborazione dati;F;18
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Personale TA a tempo determinato;07-Area non individuata;M;0
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Personale TA a tempo indeterminato;07-Area non individuata;F;0
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Personale TA a tempo determinato;07-Area non individuata;F;0
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Personale TA a tempo indeterminato;07-Area non individuata;M;0
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Personale TA a tempo determinato;01-Dirigenza amministrativa;F;0
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Personale TA a tempo determinato;01-Dirigenza amministrativa;M;1
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Personale TA a tempo indeterminato;01-Dirigenza amministrativa;F;0
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Personale TA a tempo indeterminato;01-Dirigenza amministrativa;M;1
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Personale TA a tempo determinato;02-Amministrativa ed Amministrativa-gestionale;M;2
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Personale TA a tempo indeterminato;02-Amministrativa ed Amministrativa-gestionale;F;150
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Personale TA a tempo determinato;02-Amministrativa ed Amministrativa-gestionale;F;7
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Personale TA a tempo indeterminato;02-Amministrativa ed Amministrativa-gestionale;M;36
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Personale TA a tempo determinato;03-Biblioteche;F;0
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Personale TA a tempo determinato;03-Biblioteche;M;0
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Personale TA a tempo indeterminato;03-Biblioteche;F;22
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Personale TA a tempo indeterminato;03-Biblioteche;M;2
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Personale TA a tempo determinato;04-Servizi generali e tecnici;M;0
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Personale TA a tempo indeterminato;04-Servizi generali e tecnici;F;3
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Personale TA a tempo determinato;04-Servizi generali e tecnici;F;0
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Personale TA a tempo indeterminato;04-Servizi generali e tecnici;M;4
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Personale TA a tempo indeterminato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;M;0
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Personale TA a tempo determinato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;F;0
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Personale TA a tempo determinato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;M;0
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Personale TA a tempo indeterminato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;F;0
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Personale TA a tempo indeterminato;06-Tecnica, Tecnico-scientifica ed Elaborazione dati;M;40
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Personale TA a tempo indeterminato;06-Tecnica, Tecnico-scientifica ed Elaborazione dati;F;23
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Personale TA a tempo determinato;06-Tecnica, Tecnico-scientifica ed Elaborazione dati;F;2
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Personale TA a tempo determinato;06-Tecnica, Tecnico-scientifica ed Elaborazione dati;M;2
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Personale TA a tempo determinato;07-Area non individuata;F;0
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Personale TA a tempo determinato;07-Area non individuata;M;0
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Personale TA a tempo indeterminato;07-Area non individuata;F;0
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Personale TA a tempo indeterminato;07-Area non individuata;M;0
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Personale TA a tempo determinato;01-Dirigenza amministrativa;M;1
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Personale TA a tempo indeterminato;01-Dirigenza amministrativa;F;0
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Personale TA a tempo determinato;01-Dirigenza amministrativa;F;0
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Personale TA a tempo indeterminato;01-Dirigenza amministrativa;M;1
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Personale TA a tempo indeterminato;02-Amministrativa ed Amministrativa-gestionale;M;33
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Personale TA a tempo determinato;02-Amministrativa ed Amministrativa-gestionale;F;7
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Personale TA a tempo determinato;02-Amministrativa ed Amministrativa-gestionale;M;2
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Personale TA a tempo indeterminato;02-Amministrativa ed Amministrativa-gestionale;F;113
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Personale TA a tempo indeterminato;03-Biblioteche;M;2
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Personale TA a tempo indeterminato;03-Biblioteche;F;5
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Personale TA a tempo determinato;03-Biblioteche;F;0
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Personale TA a tempo determinato;03-Biblioteche;M;0
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Personale TA a tempo determinato;04-Servizi generali e tecnici;F;0
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Personale TA a tempo determinato;04-Servizi generali e tecnici;M;0
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Personale TA a tempo indeterminato;04-Servizi generali e tecnici;F;9
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Personale TA a tempo indeterminato;04-Servizi generali e tecnici;M;13
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Personale TA a tempo determinato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;F;0
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Personale TA a tempo determinato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;M;0
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Personale TA a tempo indeterminato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;F;0
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Personale TA a tempo indeterminato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;M;0
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Personale TA a tempo determinato;06-Tecnica, Tecnico-scientifica ed Elaborazione dati;F;2
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Personale TA a tempo indeterminato;06-Tecnica, Tecnico-scientifica ed Elaborazione dati;M;54
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Personale TA a tempo determinato;06-Tecnica, Tecnico-scientifica ed Elaborazione dati;M;3
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Personale TA a tempo indeterminato;06-Tecnica, Tecnico-scientifica ed Elaborazione dati;F;25
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Personale TA a tempo determinato;07-Area non individuata;F;0
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Personale TA a tempo determinato;07-Area non individuata;M;0
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Personale TA a tempo indeterminato;07-Area non individuata;F;0
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Personale TA a tempo indeterminato;07-Area non individuata;M;0
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Personale TA a tempo determinato;01-Dirigenza amministrativa;M;1
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Personale TA a tempo indeterminato;01-Dirigenza amministrativa;F;0
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Personale TA a tempo determinato;01-Dirigenza amministrativa;F;0
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Personale TA a tempo indeterminato;01-Dirigenza amministrativa;M;0
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Personale TA a tempo determinato;02-Amministrativa ed Amministrativa-gestionale;F;2
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Personale TA a tempo determinato;02-Amministrativa ed Amministrativa-gestionale;M;0
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Personale TA a tempo indeterminato;02-Amministrativa ed Amministrativa-gestionale;F;31
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Personale TA a tempo indeterminato;02-Amministrativa ed Amministrativa-gestionale;M;5
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Personale TA a tempo determinato;03-Biblioteche;M;0
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Personale TA a tempo indeterminato;03-Biblioteche;F;3
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Personale TA a tempo determinato;03-Biblioteche;F;0
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Personale TA a tempo indeterminato;03-Biblioteche;M;0
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Personale TA a tempo determinato;04-Servizi generali e tecnici;F;0
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Personale TA a tempo determinato;04-Servizi generali e tecnici;M;0
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Personale TA a tempo indeterminato;04-Servizi generali e tecnici;F;0
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Personale TA a tempo indeterminato;04-Servizi generali e tecnici;M;0
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Personale TA a tempo determinato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;M;0
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Personale TA a tempo indeterminato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;F;0
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Personale TA a tempo determinato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;F;0
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Personale TA a tempo indeterminato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;M;0
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Personale TA a tempo indeterminato;06-Tecnica, Tecnico-scientifica ed Elaborazione dati;M;5
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Personale TA a tempo determinato;06-Tecnica, Tecnico-scientifica ed Elaborazione dati;F;0
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Personale TA a tempo determinato;06-Tecnica, Tecnico-scientifica ed Elaborazione dati;M;0
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Personale TA a tempo indeterminato;06-Tecnica, Tecnico-scientifica ed Elaborazione dati;F;0
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Personale TA a tempo indeterminato;07-Area non individuata;M;0
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Personale TA a tempo indeterminato;07-Area non individuata;F;0
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Personale TA a tempo determinato;07-Area non individuata;F;0
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Personale TA a tempo determinato;07-Area non individuata;M;0
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Personale TA a tempo determinato;01-Dirigenza amministrativa;F;2
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Personale TA a tempo determinato;01-Dirigenza amministrativa;M;1
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Personale TA a tempo indeterminato;01-Dirigenza amministrativa;F;3
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Personale TA a tempo indeterminato;01-Dirigenza amministrativa;M;6
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Personale TA a tempo determinato;02-Amministrativa ed Amministrativa-gestionale;M;8
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Personale TA a tempo indeterminato;02-Amministrativa ed Amministrativa-gestionale;F;606
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Personale TA a tempo determinato;02-Amministrativa ed Amministrativa-gestionale;F;20
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Personale TA a tempo indeterminato;02-Amministrativa ed Amministrativa-gestionale;M;165
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Personale TA a tempo indeterminato;03-Biblioteche;M;27
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Personale TA a tempo determinato;03-Biblioteche;F;2
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Personale TA a tempo determinato;03-Biblioteche;M;0
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Personale TA a tempo indeterminato;03-Biblioteche;F;100
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Personale TA a tempo indeterminato;04-Servizi generali e tecnici;M;13
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Personale TA a tempo indeterminato;04-Servizi generali e tecnici;F;7
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Personale TA a tempo determinato;04-Servizi generali e tecnici;F;0
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Personale TA a tempo determinato;04-Servizi generali e tecnici;M;0
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Personale TA a tempo determinato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;F;0
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Personale TA a tempo determinato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;M;0
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Personale TA a tempo indeterminato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;F;15
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Personale TA a tempo indeterminato;05-Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;M;5
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Personale TA a tempo indeterminato;06-Tecnica, Tecnico-scientifica ed Elaborazione dati;M;257
