freq,territorio,ind_type,measure,sesso,decimals,time_period,obs_value,year
A,ITC3,ENR_RATE,1,9,1,2017,39.9,2017
A,ITC3,GRAD_RATE_I,1,1,1,2010,31.1,2010
A,ITC3,GRAD_RATE_I,1,1,1,2011,28.9,2011
A,ITC3,GRAD_RATE_I,1,1,1,2012,29.9,2012
A,ITC3,GRAD_RATE_I,1,1,1,2013,27.5,2013
A,ITC3,GRAD_RATE_I,1,1,1,2014,28.1,2014
A,ITC3,GRAD_RATE_I,1,1,1,2015,27.3,2015
A,ITC3,GRAD_RATE_I,1,1,1,2016,27.3,2016
A,ITC3,GRAD_RATE_I,1,1,1,2017,29.9,2017
A,ITC3,GRAD_RATE_I,1,2,1,2010,44.0,2010
A,ITC3,GRAD_RATE_I,1,2,1,2011,40.1,2011
A,ITC3,GRAD_RATE_I,1,2,1,2012,40.4,2012
A,ITC3,GRAD_RATE_I,1,2,1,2013,42.2,2013
A,ITC3,GRAD_RATE_I,1,2,1,2014,42.2,2014
A,ITC3,GRAD_RATE_I,1,2,1,2015,42.2,2015
A,ITC3,GRAD_RATE_I,1,2,1,2016,39.8,2016
A,ITC3,GRAD_RATE_I,1,2,1,2017,43.1,2017
A,ITC3,GRAD_RATE_I,1,9,1,2010,37.5,2010
A,ITC3,GRAD_RATE_I,1,9,1,2011,34.5,2011
A,ITC3,GRAD_RATE_I,1,9,1,2012,35.1,2012
A,ITC3,GRAD_RATE_I,1,9,1,2013,34.7,2013
A,ITC3,GRAD_RATE_I,1,9,1,2014,35.0,2014
A,ITC3,GRAD_RATE_I,1,9,1,2015,34.7,2015
A,ITC3,GRAD_RATE_I,1,9,1,2016,33.5,2016
A,ITC3,GRAD_RATE_I,1,9,1,2017,36.4,2017
A,ITC3,GRAD_RATE_II,1,1,1,2010,18.4,2010
A,ITC3,GRAD_RATE_II,1,1,1,2011,18.4,2011
A,ITC3,GRAD_RATE_II,1,1,1,2012,18.6,2012
A,ITC3,GRAD_RATE_II,1,1,1,2013,16.9,2013
A,ITC3,GRAD_RATE_II,1,1,1,2014,16.2,2014
A,ITC3,GRAD_RATE_II,1,1,1,2015,16.4,2015
A,ITC3,GRAD_RATE_II,1,1,1,2016,16.2,2016
A,ITC3,GRAD_RATE_II,1,1,1,2017,18.5,2017
A,ITC3,GRAD_RATE_II,1,2,1,2010,25.7,2010
A,ITC3,GRAD_RATE_II,1,2,1,2011,24.8,2011
A,ITC3,GRAD_RATE_II,1,2,1,2012,24.7,2012
A,ITC3,GRAD_RATE_II,1,2,1,2013,26.2,2013
A,ITC3,GRAD_RATE_II,1,2,1,2014,23.1,2014
A,ITC3,GRAD_RATE_II,1,2,1,2015,23.6,2015
A,ITC3,GRAD_RATE_II,1,2,1,2016,22.7,2016
A,ITC3,GRAD_RATE_II,1,2,1,2017,25.0,2017
A,ITC3,GRAD_RATE_II,1,9,1,2010,22.1,2010
A,ITC3,GRAD_RATE_II,1,9,1,2011,21.6,2011
A,ITC3,GRAD_RATE_II,1,9,1,2012,21.6,2012
A,ITC3,GRAD_RATE_II,1,9,1,2013,21.5,2013
A,ITC3,GRAD_RATE_II,1,9,1,2014,19.6,2014
A,ITC3,GRAD_RATE_II,1,9,1,2015,19.9,2015
A,ITC3,GRAD_RATE_II,1,9,1,2016,19.5,2016
A,ITC3,GRAD_RATE_II,1,9,1,2017,21.7,2017
A,ITC4,ENT_RATE_TER,1,1,1,2010,61.2,2010
A,ITC4,ENT_RATE_TER,1,1,1,2011,68.8,2011
A,ITC4,ENT_RATE_TER,1,1,1,2012,58.7,2012
A,ITC4,ENT_RATE_TER,1,1,1,2013,56.1,2013
A,ITC4,ENT_RATE_TER,1,1,1,2014,49.0,2014
A,ITC4,ENT_RATE_TER,1,1,1,2015,48.3,2015
A,ITC4,ENT_RATE_TER,1,1,1,2016,50.4,2016
A,ITC4,ENT_RATE_TER,1,1,1,2017,50.4,2017
A,ITC4,ENT_RATE_TER,1,2,1,2010,67.9,2010
A,ITC4,ENT_RATE_TER,1,2,1,2011,68.8,2011
A,ITC4,ENT_RATE_TER,1,2,1,2012,65.6,2012
A,ITC4,ENT_RATE_TER,1,2,1,2013,64.0,2013
A,ITC4,ENT_RATE_TER,1,2,1,2014,57.8,2014
A,ITC4,ENT_RATE_TER,1,2,1,2015,56.6,2015
A,ITC4,ENT_RATE_TER,1,2,1,2016,58.7,2016
A,ITC4,ENT_RATE_TER,1,2,1,2017,58.1,2017
A,ITC4,ENT_RATE_TER,1,9,1,2010,64.8,2010
A,ITC4,ENT_RATE_TER,1,9,1,2011,64.8,2011
A,ITC4,ENT_RATE_TER,1,9,1,2012,62.4,2012
A,ITC4,ENT_RATE_TER,1,9,1,2013,60.2,2013
A,ITC4,ENT_RATE_TER,1,9,1,2014,53.6,2014
A,ITC4,ENT_RATE_TER,1,9,1,2015,52.6,2015
A,ITC4,ENT_RATE_TER,1,9,1,2016,54.7,2016
A,ITC4,ENT_RATE_TER,1,9,1,2017,54.4,2017
A,ITC4,ENR_RATE,1,1,1,2010,28.3,2010
A,ITC4,ENR_RATE,1,1,1,2011,27.9,2011
A,ITC4,ENR_RATE,1,1,1,2012,27.7,2012
A,ITC4,ENR_RATE,1,1,1,2013,28.8,2013
A,ITC4,ENR_RATE,1,1,1,2014,28.2,2014
A,ITC4,ENR_RATE,1,1,1,2015,27.9,2015
A,ITC4,ENR_RATE,1,1,1,2016,28.4,2016
A,ITC4,ENR_RATE,1,1,1,2017,28.9,2017
A,ITC4,ENR_RATE,1,2,1,2010,37.0,2010
A,ITC4,ENR_RATE,1,2,1,2011,36.3,2011
A,ITC4,ENR_RATE,1,2,1,2012,36.7,2012
A,ITC4,ENR_RATE,1,2,1,2013,37.8,2013
A,ITC4,ENR_RATE,1,2,1,2014,37.0,2014
A,ITC4,ENR_RATE,1,2,1,2015,36.4,2015
A,ITC4,ENR_RATE,1,2,1,2016,36.9,2016
A,ITC4,ENR_RATE,1,2,1,2017,37.5,2017
A,ITC4,ENR_RATE,1,9,1,2010,32.5,2010
A,ITC4,ENR_RATE,1,9,1,2011,32.0,2011
A,ITC4,ENR_RATE,1,9,1,2012,32.1,2012
A,ITC4,ENR_RATE,1,9,1,2013,33.2,2013
A,ITC4,ENR_RATE,1,9,1,2014,32.5,2014
A,ITC4,ENR_RATE,1,9,1,2015,32.0,2015
A,ITC4,ENR_RATE,1,9,1,2016,32.5,2016
A,ITC4,ENR_RATE,1,9,1,2017,33.0,2017
A,ITC4,GRAD_RATE_I,1,1,1,2010,24.4,2010
A,ITC4,GRAD_RATE_I,1,1,1,2011,24.0,2011
A,ITC4,GRAD_RATE_I,1,1,1,2012,24.2,2012
A,ITC4,GRAD_RATE_I,1,1,1,2013,23.9,2013
A,ITC4,GRAD_RATE_I,1,1,1,2014,24.3,2014
A,ITC4,GRAD_RATE_I,1,1,1,2015,25.3,2015
A,ITC4,GRAD_RATE_I,1,1,1,2016,26.1,2016
A,ITC4,GRAD_RATE_I,1,1,1,2017,27.0,2017
A,ITC4,GRAD_RATE_I,1,2,1,2010,33.3,2010
A,ITC4,GRAD_RATE_I,1,2,1,2011,33.0,2011
A,ITC4,GRAD_RATE_I,1,2,1,2012,35.3,2012
A,ITC4,GRAD_RATE_I,1,2,1,2013,35.5,2013
A,ITC4,GRAD_RATE_I,1,2,1,2014,37.4,2014
A,ITC4,GRAD_RATE_I,1,2,1,2015,38.2,2015
A,ITC4,GRAD_RATE_I,1,2,1,2016,37.9,2016
A,ITC4,GRAD_RATE_I,1,2,1,2017,37.7,2017
A,ITC4,GRAD_RATE_I,1,9,1,2010,28.9,2010
A,ITC4,GRAD_RATE_I,1,9,1,2011,28.5,2011
A,ITC4,GRAD_RATE_I,1,9,1,2012,29.7,2012
A,ITC4,GRAD_RATE_I,1,9,1,2013,29.6,2013
A,ITC4,GRAD_RATE_I,1,9,1,2014,30.7,2014
A,ITC4,GRAD_RATE_I,1,9,1,2015,31.6,2015
A,ITC4,GRAD_RATE_I,1,9,1,2016,31.9,2016
A,ITC4,GRAD_RATE_I,1,9,1,2017,32.2,2017
A,ITC4,GRAD_RATE_II,1,1,1,2010,14.2,2010
A,ITC4,GRAD_RATE_II,1,1,1,2011,14.3,2011
A,ITC4,GRAD_RATE_II,1,1,1,2012,14.8,2012
A,ITC4,GRAD_RATE_II,1,1,1,2013,15.2,2013
A,ITC4,GRAD_RATE_II,1,1,1,2014,14.7,2014
A,ITC4,GRAD_RATE_II,1,1,1,2015,14.4,2015
A,ITC4,GRAD_RATE_II,1,1,1,2016,14.8,2016
A,ITC4,GRAD_RATE_II,1,1,1,2017,15.0,2017
A,ITC4,GRAD_RATE_II,1,2,1,2010,19.2,2010
A,ITC4,GRAD_RATE_II,1,2,1,2011,19.5,2011
A,ITC4,GRAD_RATE_II,1,2,1,2012,20.7,2012
A,ITC4,GRAD_RATE_II,1,2,1,2013,21.3,2013
A,ITC4,GRAD_RATE_II,1,2,1,2014,21.3,2014
A,ITC4,GRAD_RATE_II,1,2,1,2015,21.2,2015
A,ITC4,GRAD_RATE_II,1,2,1,2016,20.5,2016
A,ITC4,GRAD_RATE_II,1,2,1,2017,20.9,2017
A,ITC4,GRAD_RATE_II,1,9,1,2010,16.7,2010
A,ITC4,GRAD_RATE_II,1,9,1,2011,16.9,2011
A,ITC4,GRAD_RATE_II,1,9,1,2012,17.7,2012
A,ITC4,GRAD_RATE_II,1,9,1,2013,18.2,2013
A,ITC4,GRAD_RATE_II,1,9,1,2014,17.9,2014
A,ITC4,GRAD_RATE_II,1,9,1,2015,17.7,2015
A,ITC4,GRAD_RATE_II,1,9,1,2016,17.6,2016
A,ITC4,GRAD_RATE_II,1,9,1,2017,17.9,2017
A,ITD,ENT_RATE_TER,1,1,1,2010,60.0,2010
A,ITD,ENT_RATE_TER,1,1,1,2011,57.6,2011
A,ITD,ENT_RATE_TER,1,1,1,2012,53.3,2012
A,ITD,ENT_RATE_TER,1,1,1,2013,52.2,2013
A,ITD,ENT_RATE_TER,1,1,1,2014,47.5,2014
A,ITD,ENT_RATE_TER,1,1,1,2015,46.9,2015
A,ITD,ENT_RATE_TER,1,1,1,2016,47.7,2016
A,ITD,ENT_RATE_TER,1,1,1,2017,46.6,2017
A,ITD,ENT_RATE_TER,1,2,1,2010,67.7,2010
A,ITD,ENT_RATE_TER,1,2,1,2011,64.9,2011
A,ITD,ENT_RATE_TER,1,2,1,2012,61.1,2012
A,ITD,ENT_RATE_TER,1,2,1,2013,60.8,2013
A,ITD,ENT_RATE_TER,1,2,1,2014,55.6,2014
A,ITD,ENT_RATE_TER,1,2,1,2015,54.5,2015
A,ITD,ENT_RATE_TER,1,2,1,2016,56.2,2016
A,ITD,ENT_RATE_TER,1,2,1,2017,55.3,2017
A,ITD,ENT_RATE_TER,1,9,1,2010,64.1,2010
A,ITD,ENT_RATE_TER,1,9,1,2011,61.4,2011
A,ITD,ENT_RATE_TER,1,9,1,2012,57.4,2012
A,ITD,ENT_RATE_TER,1,9,1,2013,56.7,2013
A,ITD,ENT_RATE_TER,1,9,1,2014,51.7,2014
A,ITD,ENT_RATE_TER,1,9,1,2015,50.8,2015
A,ITD,ENT_RATE_TER,1,9,1,2016,52.0,2016
A,ITD,ENT_RATE_TER,1,9,1,2017,51.1,2017
A,ITD,ENR_RATE,1,1,1,2010,30.7,2010
A,ITD,ENR_RATE,1,1,1,2011,30.3,2011
A,ITD,ENR_RATE,1,1,1,2012,29.5,2012
A,ITD,ENR_RATE,1,1,1,2013,30.2,2013
A,ITD,ENR_RATE,1,1,1,2014,29.5,2014
A,ITD,ENR_RATE,1,1,1,2015,29.3,2015
A,ITD,ENR_RATE,1,1,1,2016,29.7,2016
A,ITD,ENR_RATE,1,1,1,2017,29.6,2017
A,ITD,ENR_RATE,1,2,1,2010,40.3,2010
A,ITD,ENR_RATE,1,2,1,2011,39.6,2011
A,ITD,ENR_RATE,1,2,1,2012,38.6,2012
A,ITD,ENR_RATE,1,2,1,2013,39.8,2013
A,ITD,ENR_RATE,1,2,1,2014,38.7,2014
A,ITD,ENR_RATE,1,2,1,2015,38.0,2015
A,ITD,ENR_RATE,1,2,1,2016,38.4,2016
A,ITD,ENR_RATE,1,2,1,2017,38.5,2017
A,ITD,ENR_RATE,1,9,1,2010,35.4,2010
A,ITD,ENR_RATE,1,9,1,2011,34.9,2011
A,ITD,ENR_RATE,1,9,1,2012,34.0,2012
A,ITD,ENR_RATE,1,9,1,2013,34.9,2013
A,ITD,ENR_RATE,1,9,1,2014,34.0,2014
A,ITD,ENR_RATE,1,9,1,2015,33.5,2015
A,ITD,ENR_RATE,1,9,1,2016,33.9,2016
A,ITD,ENR_RATE,1,9,1,2017,33.9,2017
A,ITD,GRAD_RATE_I,1,1,1,2010,25.8,2010
A,ITD,GRAD_RATE_I,1,1,1,2011,25.5,2011
A,ITD,GRAD_RATE_I,1,1,1,2012,25.6,2012
A,ITD,GRAD_RATE_I,1,1,1,2013,25.8,2013
A,ITD,GRAD_RATE_I,1,1,1,2014,25.8,2014
A,ITD,GRAD_RATE_I,1,1,1,2015,26.6,2015
A,ITD,GRAD_RATE_I,1,1,1,2016,27.4,2016
A,ITD,GRAD_RATE_I,1,1,1,2017,27.6,2017
A,ITD,GRAD_RATE_I,1,2,1,2010,36.9,2010
A,ITD,GRAD_RATE_I,1,2,1,2011,35.9,2011
A,ITD,GRAD_RATE_I,1,2,1,2012,38.0,2012
A,ITD,GRAD_RATE_I,1,2,1,2013,37.7,2013
A,ITD,GRAD_RATE_I,1,2,1,2014,40.6,2014
A,ITD,GRAD_RATE_I,1,2,1,2015,41.6,2015
A,ITD,GRAD_RATE_I,1,2,1,2016,40.7,2016
A,ITD,GRAD_RATE_I,1,2,1,2017,40.0,2017
A,ITD,GRAD_RATE_I,1,9,1,2010,31.3,2010
A,ITD,GRAD_RATE_I,1,9,1,2011,30.7,2011
A,ITD,GRAD_RATE_I,1,9,1,2012,31.9,2012
A,ITD,GRAD_RATE_I,1,9,1,2013,31.7,2013
A,ITD,GRAD_RATE_I,1,9,1,2014,33.1,2014
A,ITD,GRAD_RATE_I,1,9,1,2015,34.0,2015
A,ITD,GRAD_RATE_I,1,9,1,2016,34.0,2016
A,ITD,GRAD_RATE_I,1,9,1,2017,33.7,2017
A,ITD,GRAD_RATE_II,1,1,1,2010,14.2,2010
A,ITD,GRAD_RATE_II,1,1,1,2011,14.5,2011
A,ITD,GRAD_RATE_II,1,1,1,2012,15.4,2012
A,ITD,GRAD_RATE_II,1,1,1,2013,16.0,2013
A,ITD,GRAD_RATE_II,1,1,1,2014,15.9,2014
A,ITD,GRAD_RATE_II,1,1,1,2015,15.0,2015
A,ITD,GRAD_RATE_II,1,1,1,2016,15.8,2016
A,ITD,GRAD_RATE_II,1,1,1,2017,16.0,2017
A,ITD,GRAD_RATE_II,1,2,1,2010,20.3,2010
A,ITD,GRAD_RATE_II,1,2,1,2011,20.4,2011
A,ITD,GRAD_RATE_II,1,2,1,2012,21.7,2012
A,ITD,GRAD_RATE_II,1,2,1,2013,22.4,2013
A,ITD,GRAD_RATE_II,1,2,1,2014,23.7,2014
A,ITD,GRAD_RATE_II,1,2,1,2015,22.5,2015
A,ITD,GRAD_RATE_II,1,2,1,2016,21.9,2016
A,ITD,GRAD_RATE_II,1,2,1,2017,21.9,2017
A,ITD,GRAD_RATE_II,1,9,1,2010,17.3,2010
A,ITD,GRAD_RATE_II,1,9,1,2011,17.5,2011
A,ITD,GRAD_RATE_II,1,9,1,2012,18.6,2012
A,ITD,GRAD_RATE_II,1,9,1,2013,19.2,2013
A,ITD,GRAD_RATE_II,1,9,1,2014,19.8,2014
A,ITD,GRAD_RATE_II,1,9,1,2015,18.8,2015
A,ITD,GRAD_RATE_II,1,9,1,2016,18.8,2016
A,ITD,GRAD_RATE_II,1,9,1,2017,18.9,2017
A,ITD1,ENT_RATE_TER,1,1,1,2010,31.3,2010
A,ITD1,ENT_RATE_TER,1,1,1,2011,38.0,2011
A,ITD1,ENT_RATE_TER,1,1,1,2012,23.9,2012
A,ITD1,ENT_RATE_TER,1,1,1,2013,23.5,2013
A,ITD1,ENT_RATE_TER,1,2,1,2010,49.2,2010
A,ITD1,ENT_RATE_TER,1,2,1,2011,38.0,2011
A,ITD1,ENT_RATE_TER,1,2,1,2012,26.9,2012
A,ITD1,ENT_RATE_TER,1,2,1,2013,30.1,2013
A,ITD1,ENT_RATE_TER,1,9,1,2010,41.7,2010
A,ITD1,ENT_RATE_TER,1,9,1,2011,34.3,2011
A,ITD1,ENT_RATE_TER,1,9,1,2012,25.6,2012
A,ITD1,ENT_RATE_TER,1,9,1,2013,27.4,2013
A,ITD1,ENR_RATE,1,1,1,2010,11.7,2010
A,ITD1,ENR_RATE,1,1,1,2011,11.7,2011
A,ITD1,ENR_RATE,1,1,1,2012,10.9,2012
A,ITD1,ENR_RATE,1,1,1,2013,11.1,2013
A,ITD1,ENR_RATE,1,1,1,2014,10.4,2014
A,ITD1,ENR_RATE,1,1,1,2015,10.0,2015
A,ITD1,ENR_RATE,1,1,1,2016,9.9,2016
A,ITD1,ENR_RATE,1,1,1,2017,9.7,2017
A,ITD1,ENR_RATE,1,2,1,2010,20.3,2010
A,ITD1,ENR_RATE,1,2,1,2011,19.4,2011
A,ITD1,ENR_RATE,1,2,1,2012,17.2,2012
A,ITD1,ENR_RATE,1,2,1,2013,17.9,2013
A,ITD1,ENR_RATE,1,2,1,2014,16.3,2014
A,ITD1,ENR_RATE,1,2,1,2015,15.4,2015
A,ITD1,ENR_RATE,1,2,1,2016,16.2,2016
A,ITD1,ENR_RATE,1,2,1,2017,15.9,2017
A,ITD1,ENR_RATE,1,9,1,2010,15.9,2010
A,ITD1,ENR_RATE,1,9,1,2011,15.4,2011
A,ITD1,ENR_RATE,1,9,1,2012,14.0,2012
A,ITD1,ENR_RATE,1,9,1,2013,14.4,2013
A,ITD1,ENR_RATE,1,9,1,2014,13.3,2014
A,ITD1,ENR_RATE,1,9,1,2015,12.6,2015
A,ITD1,ENR_RATE,1,9,1,2016,13.0,2016
A,ITD1,ENR_RATE,1,9,1,2017,12.7,2017
A,ITD1,GRAD_RATE_I,1,1,1,2010,12.1,2010
A,ITD1,GRAD_RATE_I,1,1,1,2011,11.0,2011
A,ITD1,GRAD_RATE_I,1,1,1,2012,11.8,2012
A,ITD1,GRAD_RATE_I,1,1,1,2013,11.5,2013
A,ITD1,GRAD_RATE_I,1,1,1,2014,11.1,2014
A,ITD1,GRAD_RATE_I,1,1,1,2015,11.2,2015
A,ITD1,GRAD_RATE_I,1,1,1,2016,9.3,2016
A,ITD1,GRAD_RATE_I,1,1,1,2017,8.0,2017
A,ITD1,GRAD_RATE_I,1,2,1,2010,25.2,2010
A,ITD1,GRAD_RATE_I,1,2,1,2011,23.2,2011
A,ITD1,GRAD_RATE_I,1,2,1,2012,27.3,2012
A,ITD1,GRAD_RATE_I,1,2,1,2013,19.1,2013
A,ITD1,GRAD_RATE_I,1,2,1,2014,26.4,2014
A,ITD1,GRAD_RATE_I,1,2,1,2015,22.9,2015
A,ITD1,GRAD_RATE_I,1,2,1,2016,17.8,2016
A,ITD1,GRAD_RATE_I,1,2,1,2017,17.7,2017
A,ITD1,GRAD_RATE_I,1,9,1,2010,18.4,2010
A,ITD1,GRAD_RATE_I,1,9,1,2011,17.1,2011
A,ITD1,GRAD_RATE_I,1,9,1,2012,19.4,2012
A,ITD1,GRAD_RATE_I,1,9,1,2013,15.2,2013
A,ITD1,GRAD_RATE_I,1,9,1,2014,18.7,2014
A,ITD1,GRAD_RATE_I,1,9,1,2015,17.0,2015
A,ITD1,GRAD_RATE_I,1,9,1,2016,13.4,2016
A,ITD1,GRAD_RATE_I,1,9,1,2017,12.7,2017
A,ITD1,GRAD_RATE_II,1,1,1,2010,5.0,2010
A,ITD1,GRAD_RATE_II,1,1,1,2011,4.5,2011
A,ITD1,GRAD_RATE_II,1,1,1,2012,5.2,2012
A,ITD1,GRAD_RATE_II,1,1,1,2013,5.3,2013
A,ITD1,GRAD_RATE_II,1,1,1,2014,11.1,2014
A,ITD1,GRAD_RATE_II,1,1,1,2015,5.3,2015
A,ITD1,GRAD_RATE_II,1,1,1,2016,6.2,2016
A,ITD1,GRAD_RATE_II,1,1,1,2017,5.4,2017
A,ITD1,GRAD_RATE_II,1,2,1,2010,10.7,2010
A,ITD1,GRAD_RATE_II,1,2,1,2011,12.0,2011
A,ITD1,GRAD_RATE_II,1,2,1,2012,14.0,2012
A,ITD1,GRAD_RATE_II,1,2,1,2013,13.3,2013
A,ITD1,GRAD_RATE_II,1,2,1,2014,26.4,2014
A,ITD1,GRAD_RATE_II,1,2,1,2015,11.8,2015
A,ITD1,GRAD_RATE_II,1,2,1,2016,6.6,2016
A,ITD1,GRAD_RATE_II,1,2,1,2017,8.1,2017
A,ITD1,GRAD_RATE_II,1,9,1,2010,7.7,2010
A,ITD1,GRAD_RATE_II,1,9,1,2011,8.2,2011
A,ITD1,GRAD_RATE_II,1,9,1,2012,9.5,2012
A,ITD1,GRAD_RATE_II,1,9,1,2013,9.2,2013
A,ITD1,GRAD_RATE_II,1,9,1,2014,18.7,2014
A,ITD1,GRAD_RATE_II,1,9,1,2015,8.5,2015
A,ITD1,GRAD_RATE_II,1,9,1,2016,6.4,2016
A,ITD1,GRAD_RATE_II,1,9,1,2017,6.7,2017
A,ITD2,ENT_RATE_TER,1,1,1,2010,61.8,2010
A,ITD2,ENT_RATE_TER,1,1,1,2011,62.2,2011
A,ITD2,ENT_RATE_TER,1,1,1,2012,56.3,2012
A,ITD2,ENT_RATE_TER,1,1,1,2013,53.6,2013
A,ITD2,ENT_RATE_TER,1,1,1,2014,48.5,2014
A,ITD2,ENT_RATE_TER,1,1,1,2015,46.0,2015
A,ITD2,ENT_RATE_TER,1,1,1,2016,49.8,2016
A,ITD2,ENT_RATE_TER,1,1,1,2017,50.3,2017
A,ITD2,ENT_RATE_TER,1,2,1,2010,68.6,2010
A,ITD2,ENT_RATE_TER,1,2,1,2011,62.2,2011
A,ITD2,ENT_RATE_TER,1,2,1,2012,63.4,2012
A,ITD2,ENT_RATE_TER,1,2,1,2013,60.3,2013
A,ITD2,ENT_RATE_TER,1,2,1,2014,54.6,2014
A,ITD2,ENT_RATE_TER,1,2,1,2015,50.7,2015
A,ITD2,ENT_RATE_TER,1,2,1,2016,53.6,2016
A,ITD2,ENT_RATE_TER,1,2,1,2017,55.4,2017
A,ITD2,ENT_RATE_TER,1,9,1,2010,65.6,2010
A,ITD2,ENT_RATE_TER,1,9,1,2011,58.8,2011
A,ITD2,ENT_RATE_TER,1,9,1,2012,60.2,2012
A,ITD2,ENT_RATE_TER,1,9,1,2013,57.3,2013
A,ITD2,ENT_RATE_TER,1,9,1,2014,51.8,2014
A,ITD2,ENT_RATE_TER,1,9,1,2015,48.6,2015
A,ITD2,ENT_RATE_TER,1,9,1,2016,51.8,2016
A,ITD2,ENT_RATE_TER,1,9,1,2017,53.1,2017
A,ITD2,ENR_RATE,1,1,1,2010,31.7,2010
A,ITD2,ENR_RATE,1,1,1,2011,31.4,2011
A,ITD2,ENR_RATE,1,1,1,2012,30.2,2012
A,ITD2,ENR_RATE,1,1,1,2013,30.8,2013
A,ITD2,ENR_RATE,1,1,1,2014,29.3,2014
A,ITD2,ENR_RATE,1,1,1,2015,28.3,2015
A,ITD2,ENR_RATE,1,1,1,2016,27.6,2016
A,ITD2,ENR_RATE,1,1,1,2017,28.4,2017
A,ITD2,ENR_RATE,1,2,1,2010,44.5,2010
A,ITD2,ENR_RATE,1,2,1,2011,43.4,2011
A,ITD2,ENR_RATE,1,2,1,2012,41.8,2012
A,ITD2,ENR_RATE,1,2,1,2013,42.0,2013
A,ITD2,ENR_RATE,1,2,1,2014,40.4,2014
A,ITD2,ENR_RATE,1,2,1,2015,39.2,2015
A,ITD2,ENR_RATE,1,2,1,2016,38.9,2016
A,ITD2,ENR_RATE,1,2,1,2017,38.9,2017
A,ITD2,ENR_RATE,1,9,1,2010,38.0,2010
A,ITD2,ENR_RATE,1,9,1,2011,37.3,2011
A,ITD2,ENR_RATE,1,9,1,2012,35.9,2012
A,ITD2,ENR_RATE,1,9,1,2013,36.3,2013
A,ITD2,ENR_RATE,1,9,1,2014,34.7,2014
A,ITD2,ENR_RATE,1,9,1,2015,33.6,2015
A,ITD2,ENR_RATE,1,9,1,2016,33.1,2016
A,ITD2,ENR_RATE,1,9,1,2017,33.5,2017
A,ITD2,GRAD_RATE_I,1,1,1,2010,27.2,2010
A,ITD2,GRAD_RATE_I,1,1,1,2011,29.2,2011
A,ITD2,GRAD_RATE_I,1,1,1,2012,27.0,2012
A,ITD2,GRAD_RATE_I,1,1,1,2013,27.6,2013
A,ITD2,GRAD_RATE_I,1,1,1,2014,29.4,2014
A,ITD2,GRAD_RATE_I,1,1,1,2015,28.8,2015
A,ITD2,GRAD_RATE_I,1,1,1,2016,29.3,2016
A,ITD2,GRAD_RATE_I,1,1,1,2017,25.7,2017
A,ITD2,GRAD_RATE_I,1,2,1,2010,44.3,2010
A,ITD2,GRAD_RATE_I,1,2,1,2011,41.2,2011
A,ITD2,GRAD_RATE_I,1,2,1,2012,46.5,2012
A,ITD2,GRAD_RATE_I,1,2,1,2013,40.0,2013
A,ITD2,GRAD_RATE_I,1,2,1,2014,46.8,2014
A,ITD2,GRAD_RATE_I,1,2,1,2015,45.2,2015
A,ITD2,GRAD_RATE_I,1,2,1,2016,44.5,2016
A,ITD2,GRAD_RATE_I,1,2,1,2017,41.7,2017
A,ITD2,GRAD_RATE_I,1,9,1,2010,35.7,2010
A,ITD2,GRAD_RATE_I,1,9,1,2011,35.2,2011
A,ITD2,GRAD_RATE_I,1,9,1,2012,36.7,2012
A,ITD2,GRAD_RATE_I,1,9,1,2013,33.9,2013
A,ITD2,GRAD_RATE_I,1,9,1,2014,38.0,2014
A,ITD2,GRAD_RATE_I,1,9,1,2015,36.9,2015
A,ITD2,GRAD_RATE_I,1,9,1,2016,37.0,2016
A,ITD2,GRAD_RATE_I,1,9,1,2017,33.5,2017
A,ITD2,GRAD_RATE_II,1,1,1,2010,17.3,2010
A,ITD2,GRAD_RATE_II,1,1,1,2011,16.2,2011
A,ITD2,GRAD_RATE_II,1,1,1,2012,17.6,2012
A,ITD2,GRAD_RATE_II,1,1,1,2013,17.5,2013
A,ITD2,GRAD_RATE_II,1,1,1,2014,29.4,2014
A,ITD2,GRAD_RATE_II,1,1,1,2015,15.6,2015
A,ITD2,GRAD_RATE_II,1,1,1,2016,18.3,2016
A,ITD2,GRAD_RATE_II,1,1,1,2017,15.8,2017
A,ITD2,GRAD_RATE_II,1,2,1,2010,22.5,2010
A,ITD2,GRAD_RATE_II,1,2,1,2011,23.3,2011
A,ITD2,GRAD_RATE_II,1,2,1,2012,25.1,2012
A,ITD2,GRAD_RATE_II,1,2,1,2013,26.5,2013
A,ITD2,GRAD_RATE_II,1,2,1,2014,46.8,2014
A,ITD2,GRAD_RATE_II,1,2,1,2015,25.2,2015
A,ITD2,GRAD_RATE_II,1,2,1,2016,26.9,2016
A,ITD2,GRAD_RATE_II,1,2,1,2017,22.7,2017
A,ITD2,GRAD_RATE_II,1,9,1,2010,19.8,2010
A,ITD2,GRAD_RATE_II,1,9,1,2011,19.7,2011
A,ITD2,GRAD_RATE_II,1,9,1,2012,21.3,2012
A,ITD2,GRAD_RATE_II,1,9,1,2013,22.1,2013
A,ITD2,GRAD_RATE_II,1,9,1,2014,38.0,2014
A,ITD2,GRAD_RATE_II,1,9,1,2015,20.4,2015
A,ITD2,GRAD_RATE_II,1,9,1,2016,22.7,2016
A,ITD2,GRAD_RATE_II,1,9,1,2017,19.2,2017
A,ITD3,ENT_RATE_TER,1,1,1,2010,60.2,2010
