freq,ref_area,ind_type,measure,gruppo_spesa,num_componenti,tipologia_fam,cond_prof,time_period,obs_value,unit,year
A,ITC,SPESA_MEDIA,15,1_5_1,99,3,99,2011,8.5,EUR,2011
A,ITC,SPESA_MEDIA,15,1_5_1,99,3,99,2012,11.03,EUR,2012
A,ITC,SPESA_MEDIA,15,1_5_1,99,3,99,2013,8.89,EUR,2013
A,ITC,SPESA_MEDIA,15,1_5_1,99,4,99,2010,5.4,EUR,2010
A,ITC,SPESA_MEDIA,15,1_5_1,99,4,99,2011,7.14,EUR,2011
A,ITC,SPESA_MEDIA,15,1_5_1,99,4,99,2012,7.86,EUR,2012
A,ITC,SPESA_MEDIA,15,1_5_1,99,4,99,2013,7.34,EUR,2013
A,ITC,SPESA_MEDIA,15,1_5_1,99,5,99,2010,10.49,EUR,2010
A,ITC,SPESA_MEDIA,15,1_5_1,99,5,99,2011,10.4,EUR,2011
A,ITC,SPESA_MEDIA,15,1_5_1,99,5,99,2012,9.79,EUR,2012
A,ITC,SPESA_MEDIA,15,1_5_1,99,5,99,2013,10.38,EUR,2013
A,ITC,SPESA_MEDIA,15,1_5_1,99,8,99,2010,13.26,EUR,2010
A,ITC,SPESA_MEDIA,15,1_5_1,99,8,99,2011,12.1,EUR,2011
A,ITC,SPESA_MEDIA,15,1_5_1,99,8,99,2012,14.24,EUR,2012
A,ITC,SPESA_MEDIA,15,1_5_1,99,8,99,2013,12.29,EUR,2013
A,ITC,SPESA_MEDIA,15,1_5_1,99,9,99,2010,6.53,EUR,2010
A,ITC,SPESA_MEDIA,15,1_5_1,99,9,99,2013,8.09,EUR,2013
A,ITC,SPESA_MEDIA,15,1_5_1,99,99,1A1,2010,11.87,EUR,2010
A,ITC,SPESA_MEDIA,15,1_5_1,99,99,1A1,2011,10.22,EUR,2011
A,ITC,SPESA_MEDIA,15,1_5_1,99,99,1A1,2012,12.05,EUR,2012
A,ITC,SPESA_MEDIA,15,1_5_1,99,99,1A1,2013,10.51,EUR,2013
A,ITC,SPESA_MEDIA,15,1_5_1,99,99,1AB,2010,11.38,EUR,2010
A,ITC,SPESA_MEDIA,15,1_5_1,99,99,1AB,2011,12.34,EUR,2011
A,ITC,SPESA_MEDIA,15,1_5_1,99,99,1AB,2012,11.29,EUR,2012
A,ITC,SPESA_MEDIA,15,1_5_1,99,99,1AB,2013,11.9,EUR,2013
A,ITC,SPESA_MEDIA,15,1_5_1,99,99,1B1,2010,9.8,EUR,2010
A,ITC,SPESA_MEDIA,15,1_5_1,99,99,1B1,2011,10.13,EUR,2011
A,ITC,SPESA_MEDIA,15,1_5_1,99,99,1B1,2012,10.77,EUR,2012
A,ITC,SPESA_MEDIA,15,1_5_1,99,99,1B1,2013,10.05,EUR,2013
A,ITC,SPESA_MEDIA,15,1_5_1,99,99,1B2,2010,11.66,EUR,2010
A,ITC,SPESA_MEDIA,15,1_5_1,99,99,1B2,2011,11.47,EUR,2011
A,ITC,SPESA_MEDIA,15,1_5_1,99,99,1B2,2012,11.8,EUR,2012
A,ITC,SPESA_MEDIA,15,1_5_1,99,99,1B2,2013,10.74,EUR,2013
A,ITC,SPESA_MEDIA,15,1_5_1,99,99,2A,2010,13.49,EUR,2010
A,ITC,SPESA_MEDIA,15,1_5_1,99,99,2A,2011,13.06,EUR,2011
A,ITC,SPESA_MEDIA,15,1_5_1,99,99,2A,2012,13.37,EUR,2012
A,ITC,SPESA_MEDIA,15,1_5_1,99,99,2A,2013,12.74,EUR,2013
A,ITC,SPESA_MEDIA,15,1_5_1,99,99,2D,2010,12.19,EUR,2010
A,ITC,SPESA_MEDIA,15,1_5_1,99,99,2D,2011,12.36,EUR,2011
A,ITC,SPESA_MEDIA,15,1_5_1,99,99,2D,2012,11.93,EUR,2012
A,ITC,SPESA_MEDIA,15,1_5_1,99,99,2D,2013,10.59,EUR,2013
A,ITC,SPESA_MEDIA,15,1_5_1,99,99,99,2010,11.96,EUR,2010
A,ITC,SPESA_MEDIA,15,1_5_1,99,99,99,2011,11.82,EUR,2011
A,ITC,SPESA_MEDIA,15,1_5_1,99,99,99,2012,12.17,EUR,2012
A,ITC,SPESA_MEDIA,15,1_5_1,99,99,99,2013,11.4,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6,1,99,99,2010,60.31,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6,1,99,99,2011,63.25,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6,1,99,99,2012,63.98,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6,1,99,99,2013,67.17,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6,2,99,99,2010,85.74,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6,2,99,99,2011,86.62,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6,2,99,99,2012,88.38,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6,2,99,99,2013,93.08,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6,3,99,99,2010,91.5,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6,3,99,99,2011,98.07,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6,3,99,99,2012,96.53,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6,3,99,99,2013,95.0,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6,4,99,99,2010,99.5,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6,4,99,99,2011,105.46,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6,4,99,99,2012,100.82,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6,4,99,99,2013,104.88,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6,7,99,99,2010,124.53,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6,7,99,99,2011,124.05,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6,7,99,99,2012,106.05,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6,7,99,99,2013,117.13,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6,99,10,99,2010,94.83,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6,99,10,99,2011,95.13,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6,99,10,99,2012,92.79,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6,99,10,99,2013,101.91,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6,99,12,99,2010,91.56,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6,99,12,99,2011,97.55,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6,99,12,99,2012,96.09,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6,99,12,99,2013,95.42,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6,99,13,99,2010,99.17,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6,99,13,99,2011,103.34,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6,99,13,99,2012,99.03,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6,99,13,99,2013,104.93,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6,99,14,99,2010,122.33,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6,99,14,99,2011,124.46,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6,99,14,99,2012,108.71,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6,99,14,99,2013,117.17,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6,99,15,99,2010,76.34,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6,99,15,99,2011,85.24,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6,99,15,99,2012,95.04,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6,99,15,99,2013,86.65,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6,99,23,99,2010,106.24,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6,99,23,99,2011,104.64,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6,99,23,99,2012,92.36,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6,99,23,99,2013,100.45,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6,99,3,99,2010,60.24,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6,99,3,99,2011,59.32,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6,99,3,99,2012,61.55,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6,99,3,99,2013,64.14,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6,99,4,99,2010,56.1,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6,99,4,99,2011,58.52,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6,99,4,99,2012,64.78,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6,99,4,99,2013,59.84,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6,99,5,99,2010,61.22,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6,99,5,99,2011,67.78,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6,99,5,99,2012,65.96,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6,99,5,99,2013,71.39,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6,99,8,99,2010,83.34,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6,99,8,99,2011,84.91,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6,99,8,99,2012,86.31,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6,99,8,99,2013,91.97,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6,99,9,99,2010,70.74,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6,99,9,99,2011,72.77,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6,99,9,99,2012,65.53,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6,99,9,99,2013,65.2,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6,99,99,1A1,2010,90.26,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6,99,99,1A1,2011,86.59,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6,99,99,1A1,2012,96.21,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6,99,99,1A1,2013,97.88,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6,99,99,1AB,2010,86.16,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6,99,99,1AB,2011,89.79,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6,99,99,1AB,2012,83.87,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6,99,99,1AB,2013,90.62,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6,99,99,1B1,2010,82.08,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6,99,99,1B1,2011,87.39,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6,99,99,1B1,2012,85.71,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6,99,99,1B1,2013,88.95,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6,99,99,1B2,2010,79.52,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6,99,99,1B2,2011,81.34,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6,99,99,1B2,2012,83.08,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6,99,99,1B2,2013,82.87,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6,99,99,2A,2010,81.89,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6,99,99,2A,2011,83.98,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6,99,99,2A,2012,81.84,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6,99,99,2A,2013,88.43,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6,99,99,2D,2010,74.33,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6,99,99,2D,2011,79.1,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6,99,99,2D,2012,80.61,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6,99,99,2D,2013,73.95,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6,99,99,99,2010,81.46,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6,99,99,99,2011,84.45,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6,99,99,99,2012,83.69,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6,99,99,99,2013,86.77,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6_1,1,99,99,2010,30.37,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6_1,1,99,99,2011,31.76,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6_1,1,99,99,2012,31.85,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6_1,1,99,99,2013,33.52,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6_1,2,99,99,2010,43.93,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6_1,2,99,99,2011,43.63,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6_1,2,99,99,2012,45.11,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6_1,2,99,99,2013,46.67,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6_1,3,99,99,2010,46.5,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6_1,3,99,99,2011,48.62,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6_1,3,99,99,2012,48.1,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6_1,3,99,99,2013,47.65,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6_1,4,99,99,2010,49.32,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6_1,4,99,99,2011,53.05,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6_1,4,99,99,2012,50.46,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6_1,4,99,99,2013,52.09,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6_1,7,99,99,2010,60.01,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6_1,7,99,99,2011,59.7,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6_1,7,99,99,2012,51.61,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6_1,7,99,99,2013,58.49,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6_1,99,10,99,2010,50.98,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6_1,99,10,99,2011,50.17,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6_1,99,10,99,2012,49.2,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6_1,99,10,99,2013,53.61,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6_1,99,12,99,2010,46.45,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6_1,99,12,99,2011,48.38,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6_1,99,12,99,2012,47.63,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6_1,99,12,99,2013,47.95,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6_1,99,13,99,2010,49.16,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6_1,99,13,99,2011,51.98,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6_1,99,13,99,2012,49.6,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6_1,99,13,99,2013,52.08,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6_1,99,14,99,2010,58.99,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6_1,99,14,99,2011,59.57,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6_1,99,14,99,2012,52.5,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6_1,99,14,99,2013,59.68,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6_1,99,15,99,2010,37.96,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6_1,99,15,99,2011,41.83,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6_1,99,15,99,2012,48.09,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6_1,99,15,99,2013,40.59,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6_1,99,23,99,2010,50.78,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6_1,99,23,99,2011,51.58,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6_1,99,23,99,2012,45.46,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6_1,99,23,99,2013,50.65,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6_1,99,3,99,2010,29.32,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6_1,99,3,99,2011,28.63,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6_1,99,3,99,2012,29.05,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6_1,99,3,99,2013,31.61,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6_1,99,4,99,2010,27.56,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6_1,99,4,99,2011,28.2,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6_1,99,4,99,2012,33.9,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6_1,99,4,99,2013,26.29,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6_1,99,5,99,2010,31.8,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6_1,99,5,99,2011,35.32,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6_1,99,5,99,2012,33.96,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6_1,99,5,99,2013,36.67,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6_1,99,8,99,2010,41.38,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6_1,99,8,99,2011,41.61,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6_1,99,8,99,2012,42.98,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6_1,99,8,99,2013,45.26,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6_1,99,9,99,2010,37.14,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6_1,99,9,99,2011,32.46,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6_1,99,9,99,2012,30.21,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6_1,99,9,99,2013,29.32,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6_1,99,99,1A1,2010,46.13,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6_1,99,99,1A1,2011,40.45,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6_1,99,99,1A1,2012,46.98,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6_1,99,99,1A1,2013,49.47,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6_1,99,99,1AB,2010,42.88,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6_1,99,99,1AB,2011,44.1,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6_1,99,99,1AB,2012,41.42,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6_1,99,99,1AB,2013,45.95,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6_1,99,99,1B1,2010,39.71,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6_1,99,99,1B1,2011,42.34,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6_1,99,99,1B1,2012,42.41,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6_1,99,99,1B1,2013,44.13,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6_1,99,99,1B2,2010,39.32,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6_1,99,99,1B2,2011,40.82,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6_1,99,99,1B2,2012,40.85,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6_1,99,99,1B2,2013,39.79,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6_1,99,99,2A,2010,43.08,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6_1,99,99,2A,2011,43.49,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6_1,99,99,2A,2012,42.66,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6_1,99,99,2A,2013,45.35,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6_1,99,99,2D,2010,36.49,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6_1,99,99,2D,2011,38.5,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6_1,99,99,2D,2012,38.07,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6_1,99,99,2D,2013,35.77,EUR,2013
A,ITC,SPESA_MEDIA,15,1_6_1,99,99,99,2010,41.14,EUR,2010
A,ITC,SPESA_MEDIA,15,1_6_1,99,99,99,2011,42.24,EUR,2011
A,ITC,SPESA_MEDIA,15,1_6_1,99,99,99,2012,42.0,EUR,2012
A,ITC,SPESA_MEDIA,15,1_6_1,99,99,99,2013,43.38,EUR,2013
A,ITC,SPESA_MEDIA,15,1_7,1,99,99,2010,22.4,EUR,2010
A,ITC,SPESA_MEDIA,15,1_7,1,99,99,2011,25.37,EUR,2011
A,ITC,SPESA_MEDIA,15,1_7,1,99,99,2012,25.35,EUR,2012
A,ITC,SPESA_MEDIA,15,1_7,1,99,99,2013,27.01,EUR,2013
A,ITC,SPESA_MEDIA,15,1_7,2,99,99,2010,33.86,EUR,2010
A,ITC,SPESA_MEDIA,15,1_7,2,99,99,2011,33.42,EUR,2011
A,ITC,SPESA_MEDIA,15,1_7,2,99,99,2012,34.75,EUR,2012
A,ITC,SPESA_MEDIA,15,1_7,2,99,99,2013,37.02,EUR,2013
A,ITC,SPESA_MEDIA,15,1_7,3,99,99,2010,35.64,EUR,2010
A,ITC,SPESA_MEDIA,15,1_7,3,99,99,2011,40.47,EUR,2011
A,ITC,SPESA_MEDIA,15,1_7,3,99,99,2012,40.7,EUR,2012
A,ITC,SPESA_MEDIA,15,1_7,3,99,99,2013,39.88,EUR,2013
A,ITC,SPESA_MEDIA,15,1_7,4,99,99,2010,43.73,EUR,2010
A,ITC,SPESA_MEDIA,15,1_7,4,99,99,2011,46.59,EUR,2011
A,ITC,SPESA_MEDIA,15,1_7,4,99,99,2012,46.27,EUR,2012
A,ITC,SPESA_MEDIA,15,1_7,4,99,99,2013,43.36,EUR,2013
A,ITC,SPESA_MEDIA,15,1_7,7,99,99,2010,49.62,EUR,2010
A,ITC,SPESA_MEDIA,15,1_7,7,99,99,2011,47.56,EUR,2011
A,ITC,SPESA_MEDIA,15,1_7,7,99,99,2012,61.98,EUR,2012
A,ITC,SPESA_MEDIA,15,1_7,7,99,99,2013,46.1,EUR,2013
A,ITC,SPESA_MEDIA,15,1_7,99,10,99,2010,34.89,EUR,2010
A,ITC,SPESA_MEDIA,15,1_7,99,10,99,2011,34.67,EUR,2011
A,ITC,SPESA_MEDIA,15,1_7,99,10,99,2012,36.91,EUR,2012
A,ITC,SPESA_MEDIA,15,1_7,99,10,99,2013,37.08,EUR,2013
A,ITC,SPESA_MEDIA,15,1_7,99,12,99,2010,36.29,EUR,2010
A,ITC,SPESA_MEDIA,15,1_7,99,12,99,2011,40.39,EUR,2011
A,ITC,SPESA_MEDIA,15,1_7,99,12,99,2012,40.37,EUR,2012
A,ITC,SPESA_MEDIA,15,1_7,99,12,99,2013,40.2,EUR,2013
A,ITC,SPESA_MEDIA,15,1_7,99,13,99,2010,43.62,EUR,2010
A,ITC,SPESA_MEDIA,15,1_7,99,13,99,2011,46.34,EUR,2011
A,ITC,SPESA_MEDIA,15,1_7,99,13,99,2012,45.92,EUR,2012
A,ITC,SPESA_MEDIA,15,1_7,99,13,99,2013,43.48,EUR,2013
A,ITC,SPESA_MEDIA,15,1_7,99,14,99,2010,47.46,EUR,2010
A,ITC,SPESA_MEDIA,15,1_7,99,14,99,2011,48.14,EUR,2011
A,ITC,SPESA_MEDIA,15,1_7,99,14,99,2012,65.75,EUR,2012
A,ITC,SPESA_MEDIA,15,1_7,99,14,99,2013,44.87,EUR,2013
A,ITC,SPESA_MEDIA,15,1_7,99,15,99,2010,32.4,EUR,2010
A,ITC,SPESA_MEDIA,15,1_7,99,15,99,2011,35.52,EUR,2011
A,ITC,SPESA_MEDIA,15,1_7,99,15,99,2012,36.87,EUR,2012
A,ITC,SPESA_MEDIA,15,1_7,99,15,99,2013,36.27,EUR,2013
A,ITC,SPESA_MEDIA,15,1_7,99,23,99,2010,40.08,EUR,2010
A,ITC,SPESA_MEDIA,15,1_7,99,23,99,2011,38.71,EUR,2011
A,ITC,SPESA_MEDIA,15,1_7,99,23,99,2012,39.97,EUR,2012
A,ITC,SPESA_MEDIA,15,1_7,99,23,99,2013,42.44,EUR,2013
A,ITC,SPESA_MEDIA,15,1_7,99,3,99,2010,25.12,EUR,2010
A,ITC,SPESA_MEDIA,15,1_7,99,3,99,2011,25.38,EUR,2011
A,ITC,SPESA_MEDIA,15,1_7,99,3,99,2012,25.92,EUR,2012
A,ITC,SPESA_MEDIA,15,1_7,99,3,99,2013,26.52,EUR,2013
A,ITC,SPESA_MEDIA,15,1_7,99,4,99,2010,25.7,EUR,2010
A,ITC,SPESA_MEDIA,15,1_7,99,4,99,2011,29.21,EUR,2011
A,ITC,SPESA_MEDIA,15,1_7,99,4,99,2012,25.26,EUR,2012
A,ITC,SPESA_MEDIA,15,1_7,99,4,99,2013,26.2,EUR,2013
A,ITC,SPESA_MEDIA,15,1_7,99,5,99,2010,19.5,EUR,2010
A,ITC,SPESA_MEDIA,15,1_7,99,5,99,2011,24.58,EUR,2011
A,ITC,SPESA_MEDIA,15,1_7,99,5,99,2012,24.87,EUR,2012
A,ITC,SPESA_MEDIA,15,1_7,99,5,99,2013,27.63,EUR,2013
A,ITC,SPESA_MEDIA,15,1_7,99,8,99,2010,32.93,EUR,2010
A,ITC,SPESA_MEDIA,15,1_7,99,8,99,2011,34.59,EUR,2011
A,ITC,SPESA_MEDIA,15,1_7,99,8,99,2012,33.12,EUR,2012
A,ITC,SPESA_MEDIA,15,1_7,99,8,99,2013,38.12,EUR,2013
A,ITC,SPESA_MEDIA,15,1_7,99,9,99,2010,36.54,EUR,2010
A,ITC,SPESA_MEDIA,15,1_7,99,9,99,2011,25.99,EUR,2011
A,ITC,SPESA_MEDIA,15,1_7,99,9,99,2012,35.38,EUR,2012
A,ITC,SPESA_MEDIA,15,1_7,99,9,99,2013,31.92,EUR,2013
A,ITC,SPESA_MEDIA,15,1_7,99,99,1A1,2010,35.07,EUR,2010
A,ITC,SPESA_MEDIA,15,1_7,99,99,1A1,2011,32.76,EUR,2011
A,ITC,SPESA_MEDIA,15,1_7,99,99,1A1,2012,40.57,EUR,2012
A,ITC,SPESA_MEDIA,15,1_7,99,99,1A1,2013,37.79,EUR,2013
A,ITC,SPESA_MEDIA,15,1_7,99,99,1AB,2010,36.02,EUR,2010
A,ITC,SPESA_MEDIA,15,1_7,99,99,1AB,2011,35.55,EUR,2011
A,ITC,SPESA_MEDIA,15,1_7,99,99,1AB,2012,36.45,EUR,2012
A,ITC,SPESA_MEDIA,15,1_7,99,99,1AB,2013,38.27,EUR,2013
A,ITC,SPESA_MEDIA,15,1_7,99,99,1B1,2010,33.64,EUR,2010
A,ITC,SPESA_MEDIA,15,1_7,99,99,1B1,2011,36.64,EUR,2011
A,ITC,SPESA_MEDIA,15,1_7,99,99,1B1,2012,37.86,EUR,2012
A,ITC,SPESA_MEDIA,15,1_7,99,99,1B1,2013,35.69,EUR,2013
A,ITC,SPESA_MEDIA,15,1_7,99,99,1B2,2010,35.07,EUR,2010
A,ITC,SPESA_MEDIA,15,1_7,99,99,1B2,2011,39.17,EUR,2011
A,ITC,SPESA_MEDIA,15,1_7,99,99,1B2,2012,37.88,EUR,2012
A,ITC,SPESA_MEDIA,15,1_7,99,99,1B2,2013,37.33,EUR,2013
A,ITC,SPESA_MEDIA,15,1_7,99,99,2A,2010,29.6,EUR,2010
A,ITC,SPESA_MEDIA,15,1_7,99,99,2A,2011,31.12,EUR,2011
A,ITC,SPESA_MEDIA,15,1_7,99,99,2A,2012,31.67,EUR,2012
A,ITC,SPESA_MEDIA,15,1_7,99,99,2A,2013,34.04,EUR,2013
A,ITC,SPESA_MEDIA,15,1_7,99,99,2D,2010,30.4,EUR,2010
