freq,cittadinanza,durata_disoccupaz,classe_eta,itter107,sesso,tipo_dato,titolo_studio,time_period,obs_value,year
A,TOTAL,TOTAL,Y20-64,ITC17,9,UNEM_R,99,2022,7.45123,2022
A,TOTAL,TOTAL,Y20-64,ITC17,9,UNEM_R,99,2023,6.584541,2023
A,TOTAL,TOTAL,Y20-64,ITC17,9,UNEM_R,99,2024,6.133228,2024
A,TOTAL,TOTAL,Y20-64,ITC18,1,UNEM_R,99,2018,9.560573,2018
A,TOTAL,TOTAL,Y20-64,ITC18,1,UNEM_R,99,2019,7.150286,2019
A,TOTAL,TOTAL,Y20-64,ITC18,1,UNEM_R,99,2020,8.372294,2020
A,TOTAL,TOTAL,Y20-64,ITC18,1,UNEM_R,99,2021,5.49391,2021
A,TOTAL,TOTAL,Y20-64,ITC18,1,UNEM_R,99,2022,5.124473,2022
A,TOTAL,TOTAL,Y20-64,ITC18,1,UNEM_R,99,2023,5.530018,2023
A,TOTAL,TOTAL,Y20-64,ITC18,1,UNEM_R,99,2024,4.407196,2024
A,TOTAL,TOTAL,Y20-64,ITC18,2,UNEM_R,99,2018,9.950103,2018
A,TOTAL,TOTAL,Y20-64,ITC18,2,UNEM_R,99,2019,11.268921,2019
A,TOTAL,TOTAL,Y20-64,ITC18,2,UNEM_R,99,2020,11.417809,2020
A,TOTAL,TOTAL,Y20-64,ITC18,2,UNEM_R,99,2021,8.686545,2021
A,TOTAL,TOTAL,Y20-64,ITC18,2,UNEM_R,99,2022,9.416392,2022
A,TOTAL,TOTAL,Y20-64,ITC18,2,UNEM_R,99,2023,7.837453,2023
A,TOTAL,TOTAL,Y20-64,ITC18,2,UNEM_R,99,2024,4.870718,2024
A,TOTAL,TOTAL,Y20-64,ITC18,9,UNEM_R,99,2018,9.735039,2018
A,TOTAL,TOTAL,Y20-64,ITC18,9,UNEM_R,99,2019,8.961536,2019
A,TOTAL,TOTAL,Y20-64,ITC18,9,UNEM_R,99,2020,9.709583,2020
A,TOTAL,TOTAL,Y20-64,ITC18,9,UNEM_R,99,2021,6.956723,2021
A,TOTAL,TOTAL,Y20-64,ITC18,9,UNEM_R,99,2022,7.00717,2022
A,TOTAL,TOTAL,Y20-64,ITC18,9,UNEM_R,99,2023,6.51297,2023
A,TOTAL,TOTAL,Y20-64,ITC18,9,UNEM_R,99,2024,4.610725,2024
A,TOTAL,TOTAL,Y20-64,ITC2,1,UNEM_R,11,2018,1.82565,2018
A,TOTAL,TOTAL,Y20-64,ITC2,1,UNEM_R,11,2019,2.310453,2019
A,TOTAL,TOTAL,Y20-64,ITC2,1,UNEM_R,11,2020,3.630515,2020
A,TOTAL,TOTAL,Y20-64,ITC2,1,UNEM_R,11,2021,2.365787,2021
A,TOTAL,TOTAL,Y20-64,ITC2,1,UNEM_R,11,2022,2.85469,2022
A,TOTAL,TOTAL,Y20-64,ITC2,1,UNEM_R,11,2023,3.572166,2023
A,TOTAL,TOTAL,Y20-64,ITC2,1,UNEM_R,11,2024,2.003501,2024
A,TOTAL,TOTAL,Y20-64,ITC2,1,UNEM_R,13,2018,9.841619,2018
A,TOTAL,TOTAL,Y20-64,ITC2,1,UNEM_R,13,2019,8.134654,2019
A,TOTAL,TOTAL,Y20-64,ITC2,1,UNEM_R,13,2020,8.477597,2020
A,TOTAL,TOTAL,Y20-64,ITC2,1,UNEM_R,13,2021,9.829132,2021
A,TOTAL,TOTAL,Y20-64,ITC2,1,UNEM_R,13,2022,5.691612,2022
A,TOTAL,TOTAL,Y20-64,ITC2,1,UNEM_R,13,2023,5.087454,2023
A,TOTAL,TOTAL,Y20-64,ITC2,1,UNEM_R,13,2024,4.872657,2024
A,TOTAL,TOTAL,Y20-64,ITC2,1,UNEM_R,7,2018,5.869205,2018
A,TOTAL,TOTAL,Y20-64,ITC2,1,UNEM_R,7,2019,4.721157,2019
A,TOTAL,TOTAL,Y20-64,ITC2,1,UNEM_R,7,2020,4.346471,2020
A,TOTAL,TOTAL,Y20-64,ITC2,1,UNEM_R,7,2021,6.249512,2021
A,TOTAL,TOTAL,Y20-64,ITC2,1,UNEM_R,7,2022,3.501347,2022
A,TOTAL,TOTAL,Y20-64,ITC2,1,UNEM_R,7,2023,2.807196,2023
A,TOTAL,TOTAL,Y20-64,ITC2,1,UNEM_R,7,2024,3.085874,2024
A,TOTAL,TOTAL,Y20-64,ITC2,1,UNEM_R,99,2018,6.840109,2018
A,TOTAL,TOTAL,Y20-64,ITC2,1,UNEM_R,99,2019,5.724119,2019
A,TOTAL,TOTAL,Y20-64,ITC2,1,UNEM_R,99,2020,5.9191,2020
A,TOTAL,TOTAL,Y20-64,ITC2,1,UNEM_R,99,2021,7.116027,2021
A,TOTAL,TOTAL,Y20-64,ITC2,1,UNEM_R,99,2022,4.269227,2022
A,TOTAL,TOTAL,Y20-64,ITC2,1,UNEM_R,99,2023,3.790185,2023
A,TOTAL,TOTAL,Y20-64,ITC2,1,UNEM_R,99,2024,3.573451,2024
A,TOTAL,TOTAL,Y20-64,ITC2,2,UNEM_R,11,2018,4.7196,2018
A,TOTAL,TOTAL,Y20-64,ITC2,2,UNEM_R,11,2019,3.148736,2019
A,TOTAL,TOTAL,Y20-64,ITC2,2,UNEM_R,11,2020,2.449986,2020
A,TOTAL,TOTAL,Y20-64,ITC2,2,UNEM_R,11,2021,4.476123,2021
A,TOTAL,TOTAL,Y20-64,ITC2,2,UNEM_R,11,2022,3.491343,2022
A,TOTAL,TOTAL,Y20-64,ITC2,2,UNEM_R,11,2023,2.885124,2023
A,TOTAL,TOTAL,Y20-64,ITC2,2,UNEM_R,11,2024,2.164339,2024
A,TOTAL,TOTAL,Y20-64,ITC2,2,UNEM_R,13,2018,10.896951,2018
A,TOTAL,TOTAL,Y20-64,ITC2,2,UNEM_R,13,2019,10.410438,2019
A,TOTAL,TOTAL,Y20-64,ITC2,2,UNEM_R,13,2020,8.699862,2020
A,TOTAL,TOTAL,Y20-64,ITC2,2,UNEM_R,13,2021,10.928814,2021
A,TOTAL,TOTAL,Y20-64,ITC2,2,UNEM_R,13,2022,9.434212,2022
A,TOTAL,TOTAL,Y20-64,ITC2,2,UNEM_R,13,2023,5.636827,2023
A,TOTAL,TOTAL,Y20-64,ITC2,2,UNEM_R,13,2024,7.894033,2024
A,TOTAL,TOTAL,Y20-64,ITC2,2,UNEM_R,7,2018,6.427977,2018
A,TOTAL,TOTAL,Y20-64,ITC2,2,UNEM_R,7,2019,7.344405,2019
A,TOTAL,TOTAL,Y20-64,ITC2,2,UNEM_R,7,2020,5.14099,2020
A,TOTAL,TOTAL,Y20-64,ITC2,2,UNEM_R,7,2021,6.642471,2021
A,TOTAL,TOTAL,Y20-64,ITC2,2,UNEM_R,7,2022,5.719392,2022
A,TOTAL,TOTAL,Y20-64,ITC2,2,UNEM_R,7,2023,3.522652,2023
A,TOTAL,TOTAL,Y20-64,ITC2,2,UNEM_R,7,2024,3.183137,2024
A,TOTAL,TOTAL,Y20-64,ITC2,2,UNEM_R,99,2018,7.2815,2018
A,TOTAL,TOTAL,Y20-64,ITC2,2,UNEM_R,99,2019,7.054772,2019
A,TOTAL,TOTAL,Y20-64,ITC2,2,UNEM_R,99,2020,5.419255,2020
A,TOTAL,TOTAL,Y20-64,ITC2,2,UNEM_R,99,2021,7.268084,2021
A,TOTAL,TOTAL,Y20-64,ITC2,2,UNEM_R,99,2022,6.177979,2022
A,TOTAL,TOTAL,Y20-64,ITC2,2,UNEM_R,99,2023,3.923746,2023
A,TOTAL,TOTAL,Y20-64,ITC2,2,UNEM_R,99,2024,4.178489,2024
A,TOTAL,TOTAL,Y20-64,ITC2,9,UNEM_R,11,2018,3.625378,2018
A,TOTAL,TOTAL,Y20-64,ITC2,9,UNEM_R,11,2019,2.829544,2019
A,TOTAL,TOTAL,Y20-64,ITC2,9,UNEM_R,11,2020,2.89752,2020
A,TOTAL,TOTAL,Y20-64,ITC2,9,UNEM_R,11,2021,3.663132,2021
A,TOTAL,TOTAL,Y20-64,ITC2,9,UNEM_R,11,2022,3.238209,2022
A,TOTAL,TOTAL,Y20-64,ITC2,9,UNEM_R,11,2023,3.15348,2023
A,TOTAL,TOTAL,Y20-64,ITC2,9,UNEM_R,11,2024,2.101161,2024
A,TOTAL,TOTAL,Y20-64,ITC2,9,UNEM_R,13,2018,10.26589,2018
A,TOTAL,TOTAL,Y20-64,ITC2,9,UNEM_R,13,2019,9.008822,2019
A,TOTAL,TOTAL,Y20-64,ITC2,9,UNEM_R,13,2020,8.567371,2020
A,TOTAL,TOTAL,Y20-64,ITC2,9,UNEM_R,13,2021,10.251602,2021
A,TOTAL,TOTAL,Y20-64,ITC2,9,UNEM_R,13,2022,7.157687,2022
A,TOTAL,TOTAL,Y20-64,ITC2,9,UNEM_R,13,2023,5.306188,2023
A,TOTAL,TOTAL,Y20-64,ITC2,9,UNEM_R,13,2024,6.074965,2024
A,TOTAL,TOTAL,Y20-64,ITC2,9,UNEM_R,7,2018,6.128521,2018
A,TOTAL,TOTAL,Y20-64,ITC2,9,UNEM_R,7,2019,5.978428,2019
A,TOTAL,TOTAL,Y20-64,ITC2,9,UNEM_R,7,2020,4.724152,2020
A,TOTAL,TOTAL,Y20-64,ITC2,9,UNEM_R,7,2021,6.438395,2021
A,TOTAL,TOTAL,Y20-64,ITC2,9,UNEM_R,7,2022,4.580485,2022
A,TOTAL,TOTAL,Y20-64,ITC2,9,UNEM_R,7,2023,3.140265,2023
A,TOTAL,TOTAL,Y20-64,ITC2,9,UNEM_R,7,2024,3.131054,2024
A,TOTAL,TOTAL,Y20-64,ITC2,9,UNEM_R,99,2018,7.04959,2018
A,TOTAL,TOTAL,Y20-64,ITC2,9,UNEM_R,99,2019,6.355396,2019
A,TOTAL,TOTAL,Y20-64,ITC2,9,UNEM_R,99,2020,5.683853,2020
A,TOTAL,TOTAL,Y20-64,ITC2,9,UNEM_R,99,2021,7.190039,2021
A,TOTAL,TOTAL,Y20-64,ITC2,9,UNEM_R,99,2022,5.183566,2022
A,TOTAL,TOTAL,Y20-64,ITC2,9,UNEM_R,99,2023,3.855345,2023
A,TOTAL,TOTAL,Y20-64,ITC2,9,UNEM_R,99,2024,3.862436,2024
A,TOTAL,TOTAL,Y20-64,ITC20,1,UNEM_R,99,2018,6.840109,2018
A,TOTAL,TOTAL,Y20-64,ITC20,1,UNEM_R,99,2019,5.724119,2019
A,TOTAL,TOTAL,Y20-64,ITC20,1,UNEM_R,99,2020,5.9191,2020
A,TOTAL,TOTAL,Y20-64,ITC20,1,UNEM_R,99,2021,7.116027,2021
A,TOTAL,TOTAL,Y20-64,ITC20,1,UNEM_R,99,2022,4.269227,2022
A,TOTAL,TOTAL,Y20-64,ITC20,1,UNEM_R,99,2023,3.790185,2023
A,TOTAL,TOTAL,Y20-64,ITC20,1,UNEM_R,99,2024,3.573451,2024
A,TOTAL,TOTAL,Y20-64,ITC20,2,UNEM_R,99,2018,7.2815,2018
A,TOTAL,TOTAL,Y20-64,ITC20,2,UNEM_R,99,2019,7.054772,2019
A,TOTAL,TOTAL,Y20-64,ITC20,2,UNEM_R,99,2020,5.419255,2020
A,TOTAL,TOTAL,Y20-64,ITC20,2,UNEM_R,99,2021,7.268084,2021
A,TOTAL,TOTAL,Y20-64,ITC20,2,UNEM_R,99,2022,6.177979,2022
A,TOTAL,TOTAL,Y20-64,ITC20,2,UNEM_R,99,2023,3.923746,2023
A,TOTAL,TOTAL,Y20-64,ITC20,2,UNEM_R,99,2024,4.178489,2024
A,TOTAL,TOTAL,Y20-64,ITC20,9,UNEM_R,99,2018,7.04959,2018
A,TOTAL,TOTAL,Y20-64,ITC20,9,UNEM_R,99,2019,6.355396,2019
A,TOTAL,TOTAL,Y20-64,ITC20,9,UNEM_R,99,2020,5.683853,2020
A,TOTAL,TOTAL,Y20-64,ITC20,9,UNEM_R,99,2021,7.190039,2021
A,TOTAL,TOTAL,Y20-64,ITC20,9,UNEM_R,99,2022,5.183566,2022
A,TOTAL,TOTAL,Y20-64,ITC20,9,UNEM_R,99,2023,3.855345,2023
A,TOTAL,TOTAL,Y20-64,ITC20,9,UNEM_R,99,2024,3.862436,2024
A,TOTAL,TOTAL,Y20-64,ITC3,1,UNEM_R,11,2018,2.482108,2018
A,TOTAL,TOTAL,Y20-64,ITC3,1,UNEM_R,11,2019,4.221497,2019
A,TOTAL,TOTAL,Y20-64,ITC3,1,UNEM_R,11,2020,4.17795,2020
A,TOTAL,TOTAL,Y20-64,ITC3,1,UNEM_R,11,2021,4.325394,2021
A,TOTAL,TOTAL,Y20-64,ITC3,1,UNEM_R,11,2022,1.93425,2022
A,TOTAL,TOTAL,Y20-64,ITC3,1,UNEM_R,11,2023,3.587204,2023
A,TOTAL,TOTAL,Y20-64,ITC3,1,UNEM_R,11,2024,2.306795,2024
A,TOTAL,TOTAL,Y20-64,ITC3,1,UNEM_R,13,2018,12.910491,2018
A,TOTAL,TOTAL,Y20-64,ITC3,1,UNEM_R,13,2019,11.498281,2019
A,TOTAL,TOTAL,Y20-64,ITC3,1,UNEM_R,13,2020,12.139661,2020
A,TOTAL,TOTAL,Y20-64,ITC3,1,UNEM_R,13,2021,9.956212,2021
A,TOTAL,TOTAL,Y20-64,ITC3,1,UNEM_R,13,2022,10.131064,2022
A,TOTAL,TOTAL,Y20-64,ITC3,1,UNEM_R,13,2023,6.549046,2023
A,TOTAL,TOTAL,Y20-64,ITC3,1,UNEM_R,13,2024,5.937137,2024
A,TOTAL,TOTAL,Y20-64,ITC3,1,UNEM_R,7,2018,6.485413,2018
A,TOTAL,TOTAL,Y20-64,ITC3,1,UNEM_R,7,2019,5.92984,2019
A,TOTAL,TOTAL,Y20-64,ITC3,1,UNEM_R,7,2020,5.599228,2020
A,TOTAL,TOTAL,Y20-64,ITC3,1,UNEM_R,7,2021,5.421733,2021
A,TOTAL,TOTAL,Y20-64,ITC3,1,UNEM_R,7,2022,4.246747,2022
A,TOTAL,TOTAL,Y20-64,ITC3,1,UNEM_R,7,2023,4.214411,2023
A,TOTAL,TOTAL,Y20-64,ITC3,1,UNEM_R,7,2024,4.207461,2024
A,TOTAL,TOTAL,Y20-64,ITC3,1,UNEM_R,99,2018,7.870706,2018
A,TOTAL,TOTAL,Y20-64,ITC3,1,UNEM_R,99,2019,7.280602,2019
A,TOTAL,TOTAL,Y20-64,ITC3,1,UNEM_R,99,2020,7.27169,2020
A,TOTAL,TOTAL,Y20-64,ITC3,1,UNEM_R,99,2021,6.603254,2021
A,TOTAL,TOTAL,Y20-64,ITC3,1,UNEM_R,99,2022,5.590842,2022
A,TOTAL,TOTAL,Y20-64,ITC3,1,UNEM_R,99,2023,4.76455,2023
A,TOTAL,TOTAL,Y20-64,ITC3,1,UNEM_R,99,2024,4.336611,2024
A,TOTAL,TOTAL,Y20-64,ITC3,2,UNEM_R,11,2018,6.567215,2018
A,TOTAL,TOTAL,Y20-64,ITC3,2,UNEM_R,11,2019,5.23758,2019
A,TOTAL,TOTAL,Y20-64,ITC3,2,UNEM_R,11,2020,4.425062,2020
A,TOTAL,TOTAL,Y20-64,ITC3,2,UNEM_R,11,2021,4.736238,2021
A,TOTAL,TOTAL,Y20-64,ITC3,2,UNEM_R,11,2022,4.10773,2022
A,TOTAL,TOTAL,Y20-64,ITC3,2,UNEM_R,11,2023,3.140429,2023
A,TOTAL,TOTAL,Y20-64,ITC3,2,UNEM_R,11,2024,4.351521,2024
A,TOTAL,TOTAL,Y20-64,ITC3,2,UNEM_R,13,2018,18.013674,2018
A,TOTAL,TOTAL,Y20-64,ITC3,2,UNEM_R,13,2019,21.420889,2019
A,TOTAL,TOTAL,Y20-64,ITC3,2,UNEM_R,13,2020,16.093922,2020
A,TOTAL,TOTAL,Y20-64,ITC3,2,UNEM_R,13,2021,17.043393,2021
A,TOTAL,TOTAL,Y20-64,ITC3,2,UNEM_R,13,2022,14.277049,2022
A,TOTAL,TOTAL,Y20-64,ITC3,2,UNEM_R,13,2023,15.609421,2023
A,TOTAL,TOTAL,Y20-64,ITC3,2,UNEM_R,13,2024,12.121268,2024
A,TOTAL,TOTAL,Y20-64,ITC3,2,UNEM_R,7,2018,12.491022,2018
A,TOTAL,TOTAL,Y20-64,ITC3,2,UNEM_R,7,2019,11.61827,2019
A,TOTAL,TOTAL,Y20-64,ITC3,2,UNEM_R,7,2020,10.285557,2020
A,TOTAL,TOTAL,Y20-64,ITC3,2,UNEM_R,7,2021,10.511143,2021
A,TOTAL,TOTAL,Y20-64,ITC3,2,UNEM_R,7,2022,8.723803,2022
A,TOTAL,TOTAL,Y20-64,ITC3,2,UNEM_R,7,2023,7.280003,2023
A,TOTAL,TOTAL,Y20-64,ITC3,2,UNEM_R,7,2024,5.18131,2024
A,TOTAL,TOTAL,Y20-64,ITC3,2,UNEM_R,99,2018,12.009286,2018
A,TOTAL,TOTAL,Y20-64,ITC3,2,UNEM_R,99,2019,12.151521,2019
A,TOTAL,TOTAL,Y20-64,ITC3,2,UNEM_R,99,2020,9.796658,2020
A,TOTAL,TOTAL,Y20-64,ITC3,2,UNEM_R,99,2021,10.267403,2021
A,TOTAL,TOTAL,Y20-64,ITC3,2,UNEM_R,99,2022,8.55101,2022
A,TOTAL,TOTAL,Y20-64,ITC3,2,UNEM_R,99,2023,7.60211,2023
A,TOTAL,TOTAL,Y20-64,ITC3,2,UNEM_R,99,2024,6.216542,2024
A,TOTAL,TOTAL,Y20-64,ITC3,9,UNEM_R,11,2018,4.823326,2018
A,TOTAL,TOTAL,Y20-64,ITC3,9,UNEM_R,11,2019,4.796906,2019
A,TOTAL,TOTAL,Y20-64,ITC3,9,UNEM_R,11,2020,4.316261,2020
A,TOTAL,TOTAL,Y20-64,ITC3,9,UNEM_R,11,2021,4.555527,2021
A,TOTAL,TOTAL,Y20-64,ITC3,9,UNEM_R,11,2022,3.143654,2022
A,TOTAL,TOTAL,Y20-64,ITC3,9,UNEM_R,11,2023,3.329545,2023
A,TOTAL,TOTAL,Y20-64,ITC3,9,UNEM_R,11,2024,3.483417,2024
A,TOTAL,TOTAL,Y20-64,ITC3,9,UNEM_R,13,2018,14.818702,2018
A,TOTAL,TOTAL,Y20-64,ITC3,9,UNEM_R,13,2019,15.584644,2019
A,TOTAL,TOTAL,Y20-64,ITC3,9,UNEM_R,13,2020,13.659269,2020
A,TOTAL,TOTAL,Y20-64,ITC3,9,UNEM_R,13,2021,12.63449,2021
A,TOTAL,TOTAL,Y20-64,ITC3,9,UNEM_R,13,2022,11.635505,2022
A,TOTAL,TOTAL,Y20-64,ITC3,9,UNEM_R,13,2023,9.853177,2023
A,TOTAL,TOTAL,Y20-64,ITC3,9,UNEM_R,13,2024,8.075414,2024
A,TOTAL,TOTAL,Y20-64,ITC3,9,UNEM_R,7,2018,9.157612,2018
A,TOTAL,TOTAL,Y20-64,ITC3,9,UNEM_R,7,2019,8.423601,2019
A,TOTAL,TOTAL,Y20-64,ITC3,9,UNEM_R,7,2020,7.663647,2020
A,TOTAL,TOTAL,Y20-64,ITC3,9,UNEM_R,7,2021,7.690346,2021
A,TOTAL,TOTAL,Y20-64,ITC3,9,UNEM_R,7,2022,6.194816,2022
A,TOTAL,TOTAL,Y20-64,ITC3,9,UNEM_R,7,2023,5.545138,2023
A,TOTAL,TOTAL,Y20-64,ITC3,9,UNEM_R,7,2024,4.633728,2024
A,TOTAL,TOTAL,Y20-64,ITC3,9,UNEM_R,99,2018,9.754628,2018
A,TOTAL,TOTAL,Y20-64,ITC3,9,UNEM_R,99,2019,9.530021,2019
A,TOTAL,TOTAL,Y20-64,ITC3,9,UNEM_R,99,2020,8.421172,2020
A,TOTAL,TOTAL,Y20-64,ITC3,9,UNEM_R,99,2021,8.270262,2021
A,TOTAL,TOTAL,Y20-64,ITC3,9,UNEM_R,99,2022,6.907492,2022
A,TOTAL,TOTAL,Y20-64,ITC3,9,UNEM_R,99,2023,6.050511,2023
A,TOTAL,TOTAL,Y20-64,ITC3,9,UNEM_R,99,2024,5.183359,2024
A,TOTAL,TOTAL,Y20-64,ITC31,1,UNEM_R,99,2018,12.61459,2018
A,TOTAL,TOTAL,Y20-64,ITC31,1,UNEM_R,99,2019,9.435415,2019
A,TOTAL,TOTAL,Y20-64,ITC31,1,UNEM_R,99,2020,9.332887,2020
A,TOTAL,TOTAL,Y20-64,ITC31,1,UNEM_R,99,2021,9.605782,2021
A,TOTAL,TOTAL,Y20-64,ITC31,1,UNEM_R,99,2022,7.022853,2022
A,TOTAL,TOTAL,Y20-64,ITC31,1,UNEM_R,99,2023,8.47883,2023
A,TOTAL,TOTAL,Y20-64,ITC31,1,UNEM_R,99,2024,5.789452,2024
A,TOTAL,TOTAL,Y20-64,ITC31,2,UNEM_R,99,2018,14.703626,2018
A,TOTAL,TOTAL,Y20-64,ITC31,2,UNEM_R,99,2019,18.26491,2019
A,TOTAL,TOTAL,Y20-64,ITC31,2,UNEM_R,99,2020,10.771192,2020
A,TOTAL,TOTAL,Y20-64,ITC31,2,UNEM_R,99,2021,12.57564,2021
A,TOTAL,TOTAL,Y20-64,ITC31,2,UNEM_R,99,2022,12.177033,2022
A,TOTAL,TOTAL,Y20-64,ITC31,2,UNEM_R,99,2023,7.785444,2023
A,TOTAL,TOTAL,Y20-64,ITC31,2,UNEM_R,99,2024,5.254576,2024
A,TOTAL,TOTAL,Y20-64,ITC31,9,UNEM_R,99,2018,13.521217,2018
A,TOTAL,TOTAL,Y20-64,ITC31,9,UNEM_R,99,2019,13.47116,2019
A,TOTAL,TOTAL,Y20-64,ITC31,9,UNEM_R,99,2020,9.974415,2020
A,TOTAL,TOTAL,Y20-64,ITC31,9,UNEM_R,99,2021,10.967627,2021
A,TOTAL,TOTAL,Y20-64,ITC31,9,UNEM_R,99,2022,9.280479,2022
A,TOTAL,TOTAL,Y20-64,ITC31,9,UNEM_R,99,2023,8.169428,2023
A,TOTAL,TOTAL,Y20-64,ITC31,9,UNEM_R,99,2024,5.555428,2024
A,TOTAL,TOTAL,Y20-64,ITC32,1,UNEM_R,99,2018,5.903809,2018
A,TOTAL,TOTAL,Y20-64,ITC32,1,UNEM_R,99,2019,4.767509,2019
A,TOTAL,TOTAL,Y20-64,ITC32,1,UNEM_R,99,2020,6.713903,2020
A,TOTAL,TOTAL,Y20-64,ITC32,1,UNEM_R,99,2021,5.793999,2021
A,TOTAL,TOTAL,Y20-64,ITC32,1,UNEM_R,99,2022,3.690507,2022
A,TOTAL,TOTAL,Y20-64,ITC32,1,UNEM_R,99,2023,4.985849,2023
A,TOTAL,TOTAL,Y20-64,ITC32,1,UNEM_R,99,2024,5.155612,2024
A,TOTAL,TOTAL,Y20-64,ITC32,2,UNEM_R,99,2018,9.972541,2018
A,TOTAL,TOTAL,Y20-64,ITC32,2,UNEM_R,99,2019,6.110408,2019
A,TOTAL,TOTAL,Y20-64,ITC32,2,UNEM_R,99,2020,5.818845,2020
A,TOTAL,TOTAL,Y20-64,ITC32,2,UNEM_R,99,2021,9.347899,2021
A,TOTAL,TOTAL,Y20-64,ITC32,2,UNEM_R,99,2022,7.009307,2022
A,TOTAL,TOTAL,Y20-64,ITC32,2,UNEM_R,99,2023,7.104709,2023
A,TOTAL,TOTAL,Y20-64,ITC32,2,UNEM_R,99,2024,5.689465,2024
A,TOTAL,TOTAL,Y20-64,ITC32,9,UNEM_R,99,2018,7.636522,2018
A,TOTAL,TOTAL,Y20-64,ITC32,9,UNEM_R,99,2019,5.369281,2019
A,TOTAL,TOTAL,Y20-64,ITC32,9,UNEM_R,99,2020,6.313724,2020
A,TOTAL,TOTAL,Y20-64,ITC32,9,UNEM_R,99,2021,7.382932,2021
A,TOTAL,TOTAL,Y20-64,ITC32,9,UNEM_R,99,2022,5.140658,2022
A,TOTAL,TOTAL,Y20-64,ITC32,9,UNEM_R,99,2023,5.945715,2023
A,TOTAL,TOTAL,Y20-64,ITC32,9,UNEM_R,99,2024,5.396709,2024
A,TOTAL,TOTAL,Y20-64,ITC33,1,UNEM_R,99,2018,7.427353,2018
A,TOTAL,TOTAL,Y20-64,ITC33,1,UNEM_R,99,2019,7.753139,2019
A,TOTAL,TOTAL,Y20-64,ITC33,1,UNEM_R,99,2020,6.931954,2020
A,TOTAL,TOTAL,Y20-64,ITC33,1,UNEM_R,99,2021,5.96011,2021
A,TOTAL,TOTAL,Y20-64,ITC33,1,UNEM_R,99,2022,6.014283,2022
A,TOTAL,TOTAL,Y20-64,ITC33,1,UNEM_R,99,2023,4.216488,2023
A,TOTAL,TOTAL,Y20-64,ITC33,1,UNEM_R,99,2024,3.952902,2024
A,TOTAL,TOTAL,Y20-64,ITC33,2,UNEM_R,99,2018,11.67463,2018
A,TOTAL,TOTAL,Y20-64,ITC33,2,UNEM_R,99,2019,12.648567,2019
A,TOTAL,TOTAL,Y20-64,ITC33,2,UNEM_R,99,2020,9.815379,2020
A,TOTAL,TOTAL,Y20-64,ITC33,2,UNEM_R,99,2021,9.249692,2021
A,TOTAL,TOTAL,Y20-64,ITC33,2,UNEM_R,99,2022,7.376929,2022
A,TOTAL,TOTAL,Y20-64,ITC33,2,UNEM_R,99,2023,7.723791,2023
A,TOTAL,TOTAL,Y20-64,ITC33,2,UNEM_R,99,2024,6.500367,2024
A,TOTAL,TOTAL,Y20-64,ITC33,9,UNEM_R,99,2018,9.43057,2018
A,TOTAL,TOTAL,Y20-64,ITC33,9,UNEM_R,99,2019,10.047354,2019
A,TOTAL,TOTAL,Y20-64,ITC33,9,UNEM_R,99,2020,8.27093,2020
A,TOTAL,TOTAL,Y20-64,ITC33,9,UNEM_R,99,2021,7.469866,2021
A,TOTAL,TOTAL,Y20-64,ITC33,9,UNEM_R,99,2022,6.625638,2022
A,TOTAL,TOTAL,Y20-64,ITC33,9,UNEM_R,99,2023,5.822985,2023
A,TOTAL,TOTAL,Y20-64,ITC33,9,UNEM_R,99,2024,5.10333,2024
A,TOTAL,TOTAL,Y20-64,ITC34,1,UNEM_R,99,2018,7.347602,2018
A,TOTAL,TOTAL,Y20-64,ITC34,1,UNEM_R,99,2019,6.556501,2019
A,TOTAL,TOTAL,Y20-64,ITC34,1,UNEM_R,99,2020,7.282591,2020
A,TOTAL,TOTAL,Y20-64,ITC34,1,UNEM_R,99,2021,7.170232,2021
A,TOTAL,TOTAL,Y20-64,ITC34,1,UNEM_R,99,2022,4.941022,2022
A,TOTAL,TOTAL,Y20-64,ITC34,1,UNEM_R,99,2023,3.217956,2023
A,TOTAL,TOTAL,Y20-64,ITC34,1,UNEM_R,99,2024,3.456125,2024
A,TOTAL,TOTAL,Y20-64,ITC34,2,UNEM_R,99,2018,13.244029,2018
A,TOTAL,TOTAL,Y20-64,ITC34,2,UNEM_R,99,2019,11.53484,2019
A,TOTAL,TOTAL,Y20-64,ITC34,2,UNEM_R,99,2020,13.498151,2020
A,TOTAL,TOTAL,Y20-64,ITC34,2,UNEM_R,99,2021,13.022023,2021
A,TOTAL,TOTAL,Y20-64,ITC34,2,UNEM_R,99,2022,11.599358,2022
A,TOTAL,TOTAL,Y20-64,ITC34,2,UNEM_R,99,2023,7.53936,2023
A,TOTAL,TOTAL,Y20-64,ITC34,2,UNEM_R,99,2024,6.608397,2024
A,TOTAL,TOTAL,Y20-64,ITC34,9,UNEM_R,99,2018,9.98113,2018
A,TOTAL,TOTAL,Y20-64,ITC34,9,UNEM_R,99,2019,8.830138,2019
A,TOTAL,TOTAL,Y20-64,ITC34,9,UNEM_R,99,2020,10.020495,2020
A,TOTAL,TOTAL,Y20-64,ITC34,9,UNEM_R,99,2021,9.77785,2021
A,TOTAL,TOTAL,Y20-64,ITC34,9,UNEM_R,99,2022,7.911061,2022
A,TOTAL,TOTAL,Y20-64,ITC34,9,UNEM_R,99,2023,5.116989,2023
