freq,ref_area,ind_type,measure,tipologia_fam,ampiezza_comune,time_period,obs_value,year
A,ITCD,SOGLIA_POVASS,14,4,1,2013,1131.36,2013
A,ITCD,SOGLIA_POVASS,14,4,4,2010,1012.38,2010
A,ITCD,SOGLIA_POVASS,14,4,4,2011,1036.37,2011
A,ITCD,SOGLIA_POVASS,14,4,4,2012,1065.76,2012
A,ITCD,SOGLIA_POVASS,14,4,4,2013,1084.33,2013
A,ITCD,SOGLIA_POVASS,14,4,5,2010,961.58,2010
A,ITCD,SOGLIA_POVASS,14,4,5,2011,984.73,2011
A,ITCD,SOGLIA_POVASS,14,4,5,2012,1013.19,2012
A,ITCD,SOGLIA_POVASS,14,4,5,2013,1030.99,2013
A,ITCD,SOGLIA_POVASS,14,5,1,2010,998.82,2010
A,ITCD,SOGLIA_POVASS,14,5,1,2011,1022.83,2011
A,ITCD,SOGLIA_POVASS,14,5,1,2012,1052.57,2012
A,ITCD,SOGLIA_POVASS,14,5,1,2013,1070.82,2013
A,ITCD,SOGLIA_POVASS,14,5,4,2010,954.03,2010
A,ITCD,SOGLIA_POVASS,14,5,4,2011,977.29,2011
A,ITCD,SOGLIA_POVASS,14,5,4,2012,1006.21,2012
A,ITCD,SOGLIA_POVASS,14,5,4,2013,1023.79,2013
A,ITCD,SOGLIA_POVASS,14,5,5,2010,903.23,2010
A,ITCD,SOGLIA_POVASS,14,5,5,2011,925.65,2011
A,ITCD,SOGLIA_POVASS,14,5,5,2012,953.64,2012
A,ITCD,SOGLIA_POVASS,14,5,5,2013,970.45,2013
A,ITCD,SOGLIA_POVASS,14,6,1,2010,931.56,2010
A,ITCD,SOGLIA_POVASS,14,6,1,2011,953.96,2011
A,ITCD,SOGLIA_POVASS,14,6,1,2012,981.98,2012
A,ITCD,SOGLIA_POVASS,14,6,1,2013,998.93,2013
A,ITCD,SOGLIA_POVASS,14,6,4,2010,886.76,2010
A,ITCD,SOGLIA_POVASS,14,6,4,2011,908.42,2011
A,ITCD,SOGLIA_POVASS,14,6,4,2012,935.62,2012
A,ITCD,SOGLIA_POVASS,14,6,4,2013,951.9,2013
A,ITCD,SOGLIA_POVASS,14,6,5,2010,835.97,2010
A,ITCD,SOGLIA_POVASS,14,6,5,2011,856.78,2011
A,ITCD,SOGLIA_POVASS,14,6,5,2012,883.05,2012
A,ITCD,SOGLIA_POVASS,14,6,5,2013,898.56,2013
A,ITCD,SOGLIA_POVASS,14,7,1,2010,964.92,2010
A,ITCD,SOGLIA_POVASS,14,7,1,2011,988.12,2011
A,ITCD,SOGLIA_POVASS,14,7,1,2012,1016.99,2012
A,ITCD,SOGLIA_POVASS,14,7,1,2013,1034.6,2013
A,ITCD,SOGLIA_POVASS,14,7,4,2010,920.13,2010
A,ITCD,SOGLIA_POVASS,14,7,4,2011,942.58,2011
A,ITCD,SOGLIA_POVASS,14,7,4,2012,970.63,2012
A,ITCD,SOGLIA_POVASS,14,7,4,2013,987.57,2013
A,ITCD,SOGLIA_POVASS,14,7,5,2010,869.33,2010
A,ITCD,SOGLIA_POVASS,14,7,5,2011,890.94,2011
A,ITCD,SOGLIA_POVASS,14,7,5,2012,918.06,2012
A,ITCD,SOGLIA_POVASS,14,7,5,2013,934.23,2013
A,ITCD,SOGLIA_POVASS,14,8,1,2010,992.57,2010
A,ITCD,SOGLIA_POVASS,14,8,1,2011,1016.11,2011
A,ITCD,SOGLIA_POVASS,14,8,1,2012,1045.2,2012
A,ITCD,SOGLIA_POVASS,14,8,1,2013,1063.28,2013
A,ITCD,SOGLIA_POVASS,14,8,4,2010,947.77,2010
A,ITCD,SOGLIA_POVASS,14,8,4,2011,970.57,2011
A,ITCD,SOGLIA_POVASS,14,8,4,2012,998.84,2012
A,ITCD,SOGLIA_POVASS,14,8,4,2013,1016.25,2013
A,ITCD,SOGLIA_POVASS,14,8,5,2010,896.97,2010
A,ITCD,SOGLIA_POVASS,14,8,5,2011,918.93,2011
A,ITCD,SOGLIA_POVASS,14,8,5,2012,946.27,2012
A,ITCD,SOGLIA_POVASS,14,8,5,2013,962.91,2013
A,ITCD,SOGLIA_POVASS,14,9,1,2010,1027.36,2010
A,ITCD,SOGLIA_POVASS,14,9,1,2011,1051.72,2011
A,ITCD,SOGLIA_POVASS,14,9,1,2012,1081.7,2012
A,ITCD,SOGLIA_POVASS,14,9,1,2013,1100.43,2013
A,ITCD,SOGLIA_POVASS,14,9,4,2010,982.57,2010
A,ITCD,SOGLIA_POVASS,14,9,4,2011,1006.18,2011
A,ITCD,SOGLIA_POVASS,14,9,4,2012,1035.34,2012
A,ITCD,SOGLIA_POVASS,14,9,4,2013,1053.4,2013
A,ITCD,SOGLIA_POVASS,14,9,5,2010,931.77,2010
A,ITCD,SOGLIA_POVASS,14,9,5,2011,954.54,2011
A,ITCD,SOGLIA_POVASS,14,9,5,2012,982.77,2012
A,ITCD,SOGLIA_POVASS,14,9,5,2013,1000.06,2013
A,ITE,SOGLIA_POVASS,14,1,1,2010,740.96,2010
A,ITE,SOGLIA_POVASS,14,1,1,2011,758.16,2011
A,ITE,SOGLIA_POVASS,14,1,1,2012,785.84,2012
A,ITE,SOGLIA_POVASS,14,1,1,2013,798.76,2013
A,ITE,SOGLIA_POVASS,14,1,4,2010,701.95,2010
A,ITE,SOGLIA_POVASS,14,1,4,2011,718.47,2011
A,ITE,SOGLIA_POVASS,14,1,4,2012,744.56,2012
A,ITE,SOGLIA_POVASS,14,1,4,2013,756.93,2013
A,ITE,SOGLIA_POVASS,14,1,5,2010,656.88,2010
A,ITE,SOGLIA_POVASS,14,1,5,2011,672.63,2011
A,ITE,SOGLIA_POVASS,14,1,5,2012,696.88,2012
A,ITE,SOGLIA_POVASS,14,1,5,2013,708.62,2013
A,ITE,SOGLIA_POVASS,14,10,1,2010,1020.42,2010
A,ITE,SOGLIA_POVASS,14,10,1,2011,1044.52,2011
A,ITE,SOGLIA_POVASS,14,10,1,2012,1079.51,2012
A,ITE,SOGLIA_POVASS,14,10,1,2013,1098.0,2013
A,ITE,SOGLIA_POVASS,14,10,4,2010,973.33,2010
A,ITE,SOGLIA_POVASS,14,10,4,2011,996.63,2011
A,ITE,SOGLIA_POVASS,14,10,4,2012,1029.69,2012
A,ITE,SOGLIA_POVASS,14,10,4,2013,1047.52,2013
A,ITE,SOGLIA_POVASS,14,10,5,2010,919.94,2010
A,ITE,SOGLIA_POVASS,14,10,5,2011,942.31,2011
A,ITE,SOGLIA_POVASS,14,10,5,2012,973.2,2012
A,ITE,SOGLIA_POVASS,14,10,5,2013,990.28,2013
A,ITE,SOGLIA_POVASS,14,11,1,2010,975.21,2010
A,ITE,SOGLIA_POVASS,14,11,1,2011,998.14,2011
A,ITE,SOGLIA_POVASS,14,11,1,2012,1032.26,2012
A,ITE,SOGLIA_POVASS,14,11,1,2013,1049.75,2013
A,ITE,SOGLIA_POVASS,14,11,4,2010,928.13,2010
A,ITE,SOGLIA_POVASS,14,11,4,2011,950.25,2011
A,ITE,SOGLIA_POVASS,14,11,4,2012,982.44,2012
A,ITE,SOGLIA_POVASS,14,11,4,2013,999.27,2013
A,ITE,SOGLIA_POVASS,14,11,5,2010,874.73,2010
A,ITE,SOGLIA_POVASS,14,11,5,2011,895.93,2011
A,ITE,SOGLIA_POVASS,14,11,5,2012,925.95,2012
A,ITE,SOGLIA_POVASS,14,11,5,2013,942.03,2013
A,ITE,SOGLIA_POVASS,14,12,1,2010,1134.6,2010
A,ITE,SOGLIA_POVASS,14,12,1,2011,1162.12,2011
A,ITE,SOGLIA_POVASS,14,12,1,2012,1202.57,2012
A,ITE,SOGLIA_POVASS,14,12,1,2013,1223.78,2013
A,ITE,SOGLIA_POVASS,14,12,4,2010,1080.26,2010
A,ITE,SOGLIA_POVASS,14,12,4,2011,1106.85,2011
A,ITE,SOGLIA_POVASS,14,12,4,2012,1145.08,2012
A,ITE,SOGLIA_POVASS,14,12,4,2013,1165.53,2013
A,ITE,SOGLIA_POVASS,14,12,5,2010,1019.5,2010
A,ITE,SOGLIA_POVASS,14,12,5,2011,1045.05,2011
A,ITE,SOGLIA_POVASS,14,12,5,2012,1080.8,2012
A,ITE,SOGLIA_POVASS,14,12,5,2013,1100.4,2013
A,ITE,SOGLIA_POVASS,14,13,1,2010,1163.82,2010
A,ITE,SOGLIA_POVASS,14,13,1,2011,1192.1,2011
A,ITE,SOGLIA_POVASS,14,13,1,2012,1233.17,2012
A,ITE,SOGLIA_POVASS,14,13,1,2013,1254.91,2013
A,ITE,SOGLIA_POVASS,14,13,4,2010,1109.49,2010
A,ITE,SOGLIA_POVASS,14,13,4,2011,1136.83,2011
A,ITE,SOGLIA_POVASS,14,13,4,2012,1175.68,2012
A,ITE,SOGLIA_POVASS,14,13,4,2013,1196.66,2013
A,ITE,SOGLIA_POVASS,14,13,5,2010,1048.73,2010
A,ITE,SOGLIA_POVASS,14,13,5,2011,1075.03,2011
A,ITE,SOGLIA_POVASS,14,13,5,2012,1111.4,2012
A,ITE,SOGLIA_POVASS,14,13,5,2013,1131.53,2013
A,ITE,SOGLIA_POVASS,14,14,1,2010,1193.54,2010
A,ITE,SOGLIA_POVASS,14,14,1,2011,1222.58,2011
A,ITE,SOGLIA_POVASS,14,14,1,2012,1264.26,2012
A,ITE,SOGLIA_POVASS,14,14,1,2013,1286.55,2013
A,ITE,SOGLIA_POVASS,14,14,4,2010,1139.2,2010
A,ITE,SOGLIA_POVASS,14,14,4,2011,1167.31,2011
A,ITE,SOGLIA_POVASS,14,14,4,2012,1206.77,2012
A,ITE,SOGLIA_POVASS,14,14,4,2013,1228.3,2013
A,ITE,SOGLIA_POVASS,14,14,5,2010,1078.45,2010
A,ITE,SOGLIA_POVASS,14,14,5,2011,1105.51,2011
A,ITE,SOGLIA_POVASS,14,14,5,2012,1142.49,2012
A,ITE,SOGLIA_POVASS,14,14,5,2013,1163.17,2013
A,ITE,SOGLIA_POVASS,14,15,1,2010,1189.23,2010
A,ITE,SOGLIA_POVASS,14,15,1,2011,1217.9,2011
A,ITE,SOGLIA_POVASS,14,15,1,2012,1259.0,2012
A,ITE,SOGLIA_POVASS,14,15,1,2013,1281.1,2013
A,ITE,SOGLIA_POVASS,14,15,4,2010,1134.89,2010
A,ITE,SOGLIA_POVASS,14,15,4,2011,1162.63,2011
A,ITE,SOGLIA_POVASS,14,15,4,2012,1201.51,2012
A,ITE,SOGLIA_POVASS,14,15,4,2013,1222.85,2013
A,ITE,SOGLIA_POVASS,14,15,5,2010,1074.13,2010
A,ITE,SOGLIA_POVASS,14,15,5,2011,1100.83,2011
A,ITE,SOGLIA_POVASS,14,15,5,2012,1137.23,2012
A,ITE,SOGLIA_POVASS,14,15,5,2013,1157.72,2013
A,ITE,SOGLIA_POVASS,14,16,1,2010,1219.77,2010
A,ITE,SOGLIA_POVASS,14,16,1,2011,1249.22,2011
A,ITE,SOGLIA_POVASS,14,16,1,2012,1290.95,2012
A,ITE,SOGLIA_POVASS,14,16,1,2013,1313.6,2013
A,ITE,SOGLIA_POVASS,14,16,4,2010,1165.43,2010
A,ITE,SOGLIA_POVASS,14,16,4,2011,1193.95,2011
A,ITE,SOGLIA_POVASS,14,16,4,2012,1233.46,2012
A,ITE,SOGLIA_POVASS,14,16,4,2013,1255.35,2013
A,ITE,SOGLIA_POVASS,14,16,5,2010,1104.67,2010
A,ITE,SOGLIA_POVASS,14,16,5,2011,1132.15,2011
A,ITE,SOGLIA_POVASS,14,16,5,2012,1169.18,2012
A,ITE,SOGLIA_POVASS,14,16,5,2013,1190.22,2013
A,ITE,SOGLIA_POVASS,14,17,1,2010,1247.22,2010
A,ITE,SOGLIA_POVASS,14,17,1,2011,1277.12,2011
A,ITE,SOGLIA_POVASS,14,17,1,2012,1318.9,2012
A,ITE,SOGLIA_POVASS,14,17,1,2013,1341.9,2013
A,ITE,SOGLIA_POVASS,14,17,4,2010,1192.88,2010
A,ITE,SOGLIA_POVASS,14,17,4,2011,1221.85,2011
A,ITE,SOGLIA_POVASS,14,17,4,2012,1261.41,2012
A,ITE,SOGLIA_POVASS,14,17,4,2013,1283.65,2013
A,ITE,SOGLIA_POVASS,14,17,5,2010,1132.12,2010
A,ITE,SOGLIA_POVASS,14,17,5,2011,1160.05,2011
A,ITE,SOGLIA_POVASS,14,17,5,2012,1197.13,2012
A,ITE,SOGLIA_POVASS,14,17,5,2013,1218.52,2013
A,ITE,SOGLIA_POVASS,14,18,1,2010,1258.35,2010
A,ITE,SOGLIA_POVASS,14,18,1,2011,1288.43,2011
A,ITE,SOGLIA_POVASS,14,18,1,2012,1330.21,2012
A,ITE,SOGLIA_POVASS,14,18,1,2013,1353.44,2013
A,ITE,SOGLIA_POVASS,14,18,4,2010,1204.01,2010
A,ITE,SOGLIA_POVASS,14,18,4,2011,1233.16,2011
A,ITE,SOGLIA_POVASS,14,18,4,2012,1272.72,2012
A,ITE,SOGLIA_POVASS,14,18,4,2013,1295.19,2013
A,ITE,SOGLIA_POVASS,14,18,5,2010,1143.25,2010
A,ITE,SOGLIA_POVASS,14,18,5,2011,1171.36,2011
A,ITE,SOGLIA_POVASS,14,18,5,2012,1208.44,2012
A,ITE,SOGLIA_POVASS,14,18,5,2013,1230.06,2013
A,ITE,SOGLIA_POVASS,14,19,1,2010,1218.29,2010
A,ITE,SOGLIA_POVASS,14,19,1,2011,1247.34,2011
A,ITE,SOGLIA_POVASS,14,19,1,2012,1288.32,2012
A,ITE,SOGLIA_POVASS,14,19,1,2013,1310.64,2013
A,ITE,SOGLIA_POVASS,14,19,4,2010,1163.95,2010
A,ITE,SOGLIA_POVASS,14,19,4,2011,1192.07,2011
A,ITE,SOGLIA_POVASS,14,19,4,2012,1230.83,2012
A,ITE,SOGLIA_POVASS,14,19,4,2013,1252.39,2013
A,ITE,SOGLIA_POVASS,14,19,5,2010,1103.19,2010
A,ITE,SOGLIA_POVASS,14,19,5,2011,1130.27,2011
A,ITE,SOGLIA_POVASS,14,19,5,2012,1166.55,2012
A,ITE,SOGLIA_POVASS,14,19,5,2013,1187.26,2013
A,ITE,SOGLIA_POVASS,14,2,1,2010,716.07,2010
A,ITE,SOGLIA_POVASS,14,2,1,2011,732.85,2011
A,ITE,SOGLIA_POVASS,14,2,1,2012,760.45,2012
A,ITE,SOGLIA_POVASS,14,2,1,2013,772.95,2013
A,ITE,SOGLIA_POVASS,14,2,4,2010,677.06,2010
A,ITE,SOGLIA_POVASS,14,2,4,2011,693.16,2011
A,ITE,SOGLIA_POVASS,14,2,4,2012,719.17,2012
A,ITE,SOGLIA_POVASS,14,2,4,2013,731.12,2013
A,ITE,SOGLIA_POVASS,14,2,5,2010,631.99,2010
A,ITE,SOGLIA_POVASS,14,2,5,2011,647.32,2011
A,ITE,SOGLIA_POVASS,14,2,5,2012,671.49,2012
A,ITE,SOGLIA_POVASS,14,2,5,2013,682.81,2013
A,ITE,SOGLIA_POVASS,14,20,1,2010,1134.18,2010
A,ITE,SOGLIA_POVASS,14,20,1,2011,1160.99,2011
A,ITE,SOGLIA_POVASS,14,20,1,2012,1200.09,2012
A,ITE,SOGLIA_POVASS,14,20,1,2013,1220.8,2013
A,ITE,SOGLIA_POVASS,14,20,4,2010,1079.84,2010
A,ITE,SOGLIA_POVASS,14,20,4,2011,1105.72,2011
A,ITE,SOGLIA_POVASS,14,20,4,2012,1142.6,2012
A,ITE,SOGLIA_POVASS,14,20,4,2013,1162.55,2013
A,ITE,SOGLIA_POVASS,14,20,5,2010,1019.08,2010
A,ITE,SOGLIA_POVASS,14,20,5,2011,1043.92,2011
A,ITE,SOGLIA_POVASS,14,20,5,2012,1078.32,2012
A,ITE,SOGLIA_POVASS,14,20,5,2013,1097.42,2013
A,ITE,SOGLIA_POVASS,14,21,1,2010,1439.33,2010
A,ITE,SOGLIA_POVASS,14,21,1,2011,1474.59,2011
A,ITE,SOGLIA_POVASS,14,21,1,2012,1523.74,2012
A,ITE,SOGLIA_POVASS,14,21,1,2013,1550.8,2013
A,ITE,SOGLIA_POVASS,14,21,4,2010,1372.16,2010
A,ITE,SOGLIA_POVASS,14,21,4,2011,1406.26,2011
A,ITE,SOGLIA_POVASS,14,21,4,2012,1452.68,2012
A,ITE,SOGLIA_POVASS,14,21,4,2013,1478.79,2013
A,ITE,SOGLIA_POVASS,14,21,5,2010,1298.64,2010
A,ITE,SOGLIA_POVASS,14,21,5,2011,1331.47,2011
A,ITE,SOGLIA_POVASS,14,21,5,2012,1374.89,2012
A,ITE,SOGLIA_POVASS,14,21,5,2013,1399.97,2013
A,ITE,SOGLIA_POVASS,14,22,1,2010,1467.85,2010
A,ITE,SOGLIA_POVASS,14,22,1,2011,1503.56,2011
A,ITE,SOGLIA_POVASS,14,22,1,2012,1552.77,2012
A,ITE,SOGLIA_POVASS,14,22,1,2013,1580.18,2013
A,ITE,SOGLIA_POVASS,14,22,4,2010,1400.68,2010
A,ITE,SOGLIA_POVASS,14,22,4,2011,1435.23,2011
A,ITE,SOGLIA_POVASS,14,22,4,2012,1481.71,2012
A,ITE,SOGLIA_POVASS,14,22,4,2013,1508.17,2013
A,ITE,SOGLIA_POVASS,14,22,5,2010,1327.15,2010
A,ITE,SOGLIA_POVASS,14,22,5,2011,1360.44,2011
A,ITE,SOGLIA_POVASS,14,22,5,2012,1403.92,2012
A,ITE,SOGLIA_POVASS,14,22,5,2013,1429.35,2013
A,ITE,SOGLIA_POVASS,14,23,1,2010,1497.71,2010
A,ITE,SOGLIA_POVASS,14,23,1,2011,1533.92,2011
A,ITE,SOGLIA_POVASS,14,23,1,2012,1583.19,2012
A,ITE,SOGLIA_POVASS,14,23,1,2013,1610.95,2013
A,ITE,SOGLIA_POVASS,14,23,4,2010,1430.54,2010
A,ITE,SOGLIA_POVASS,14,23,4,2011,1465.59,2011
A,ITE,SOGLIA_POVASS,14,23,4,2012,1512.13,2012
A,ITE,SOGLIA_POVASS,14,23,4,2013,1538.94,2013
A,ITE,SOGLIA_POVASS,14,23,5,2010,1357.02,2010
A,ITE,SOGLIA_POVASS,14,23,5,2011,1390.8,2011
A,ITE,SOGLIA_POVASS,14,23,5,2012,1434.34,2012
A,ITE,SOGLIA_POVASS,14,23,5,2013,1460.12,2013
A,ITE,SOGLIA_POVASS,14,24,1,2010,1508.2,2010
A,ITE,SOGLIA_POVASS,14,24,1,2011,1544.58,2011
A,ITE,SOGLIA_POVASS,14,24,1,2012,1593.84,2012
A,ITE,SOGLIA_POVASS,14,24,1,2013,1621.82,2013
A,ITE,SOGLIA_POVASS,14,24,4,2010,1441.03,2010
A,ITE,SOGLIA_POVASS,14,24,4,2011,1476.25,2011
A,ITE,SOGLIA_POVASS,14,24,4,2012,1522.78,2012
A,ITE,SOGLIA_POVASS,14,24,4,2013,1549.81,2013
A,ITE,SOGLIA_POVASS,14,24,5,2010,1367.51,2010
A,ITE,SOGLIA_POVASS,14,24,5,2011,1401.46,2011
A,ITE,SOGLIA_POVASS,14,24,5,2012,1444.99,2012
A,ITE,SOGLIA_POVASS,14,24,5,2013,1470.99,2013
A,ITE,SOGLIA_POVASS,14,25,1,2010,1518.7,2010
A,ITE,SOGLIA_POVASS,14,25,1,2011,1555.25,2011
A,ITE,SOGLIA_POVASS,14,25,1,2012,1604.5,2012
A,ITE,SOGLIA_POVASS,14,25,1,2013,1632.69,2013
A,ITE,SOGLIA_POVASS,14,25,4,2010,1451.53,2010
A,ITE,SOGLIA_POVASS,14,25,4,2011,1486.92,2011
A,ITE,SOGLIA_POVASS,14,25,4,2012,1533.44,2012
A,ITE,SOGLIA_POVASS,14,25,4,2013,1560.68,2013
A,ITE,SOGLIA_POVASS,14,25,5,2010,1378.01,2010
A,ITE,SOGLIA_POVASS,14,25,5,2011,1412.13,2011
A,ITE,SOGLIA_POVASS,14,25,5,2012,1455.65,2012
A,ITE,SOGLIA_POVASS,14,25,5,2013,1481.86,2013
A,ITE,SOGLIA_POVASS,14,26,1,2010,1482.22,2010
A,ITE,SOGLIA_POVASS,14,26,1,2011,1517.8,2011
A,ITE,SOGLIA_POVASS,14,26,1,2012,1566.32,2012
A,ITE,SOGLIA_POVASS,14,26,1,2013,1593.67,2013
A,ITE,SOGLIA_POVASS,14,26,4,2010,1415.05,2010
A,ITE,SOGLIA_POVASS,14,26,4,2011,1449.47,2011
A,ITE,SOGLIA_POVASS,14,26,4,2012,1495.26,2012
A,ITE,SOGLIA_POVASS,14,26,4,2013,1521.66,2013
A,ITE,SOGLIA_POVASS,14,26,5,2010,1341.53,2010
A,ITE,SOGLIA_POVASS,14,26,5,2011,1374.68,2011
A,ITE,SOGLIA_POVASS,14,26,5,2012,1417.47,2012
A,ITE,SOGLIA_POVASS,14,26,5,2013,1442.84,2013
A,ITE,SOGLIA_POVASS,14,27,1,2010,1445.38,2010
A,ITE,SOGLIA_POVASS,14,27,1,2011,1479.98,2011
A,ITE,SOGLIA_POVASS,14,27,1,2012,1527.77,2012
A,ITE,SOGLIA_POVASS,14,27,1,2013,1554.26,2013
A,ITE,SOGLIA_POVASS,14,27,4,2010,1378.2,2010
A,ITE,SOGLIA_POVASS,14,27,4,2011,1411.65,2011
A,ITE,SOGLIA_POVASS,14,27,4,2012,1456.71,2012
A,ITE,SOGLIA_POVASS,14,27,4,2013,1482.25,2013
A,ITE,SOGLIA_POVASS,14,27,5,2010,1304.68,2010
A,ITE,SOGLIA_POVASS,14,27,5,2011,1336.86,2011
A,ITE,SOGLIA_POVASS,14,27,5,2012,1378.92,2012
A,ITE,SOGLIA_POVASS,14,27,5,2013,1403.43,2013
A,ITE,SOGLIA_POVASS,14,28,1,2010,1362.9,2010
A,ITE,SOGLIA_POVASS,14,28,1,2011,1395.34,2011
A,ITE,SOGLIA_POVASS,14,28,1,2012,1441.28,2012
A,ITE,SOGLIA_POVASS,14,28,1,2013,1466.24,2013
A,ITE,SOGLIA_POVASS,14,28,4,2010,1295.73,2010
A,ITE,SOGLIA_POVASS,14,28,4,2011,1327.01,2011
A,ITE,SOGLIA_POVASS,14,28,4,2012,1370.22,2012
A,ITE,SOGLIA_POVASS,14,28,4,2013,1394.23,2013
A,ITE,SOGLIA_POVASS,14,28,5,2010,1222.21,2010
A,ITE,SOGLIA_POVASS,14,28,5,2011,1252.22,2011
A,ITE,SOGLIA_POVASS,14,28,5,2012,1292.43,2012
A,ITE,SOGLIA_POVASS,14,28,5,2013,1315.41,2013
A,ITE,SOGLIA_POVASS,14,29,1,2010,1471.68,2010
A,ITE,SOGLIA_POVASS,14,29,1,2011,1507.08,2011
A,ITE,SOGLIA_POVASS,14,29,1,2012,1555.61,2012
A,ITE,SOGLIA_POVASS,14,29,1,2013,1582.75,2013
A,ITE,SOGLIA_POVASS,14,29,4,2010,1404.51,2010
A,ITE,SOGLIA_POVASS,14,29,4,2011,1438.75,2011
A,ITE,SOGLIA_POVASS,14,29,4,2012,1484.55,2012
A,ITE,SOGLIA_POVASS,14,29,4,2013,1510.74,2013
A,ITE,SOGLIA_POVASS,14,29,5,2010,1330.98,2010
A,ITE,SOGLIA_POVASS,14,29,5,2011,1363.96,2011
A,ITE,SOGLIA_POVASS,14,29,5,2012,1406.76,2012
A,ITE,SOGLIA_POVASS,14,29,5,2013,1431.92,2013
A,ITE,SOGLIA_POVASS,14,3,1,2010,682.01,2010
A,ITE,SOGLIA_POVASS,14,3,1,2011,697.91,2011
A,ITE,SOGLIA_POVASS,14,3,1,2012,724.8,2012
A,ITE,SOGLIA_POVASS,14,3,1,2013,736.61,2013
A,ITE,SOGLIA_POVASS,14,3,4,2010,642.99,2010
A,ITE,SOGLIA_POVASS,14,3,4,2011,658.22,2011
A,ITE,SOGLIA_POVASS,14,3,4,2012,683.52,2012
A,ITE,SOGLIA_POVASS,14,3,4,2013,694.78,2013
A,ITE,SOGLIA_POVASS,14,3,5,2010,597.93,2010
A,ITE,SOGLIA_POVASS,14,3,5,2011,612.38,2011
A,ITE,SOGLIA_POVASS,14,3,5,2012,635.84,2012
A,ITE,SOGLIA_POVASS,14,3,5,2013,646.47,2013
A,ITE,SOGLIA_POVASS,14,30,1,2010,1282.55,2010
A,ITE,SOGLIA_POVASS,14,30,1,2011,1312.86,2011
A,ITE,SOGLIA_POVASS,14,30,1,2012,1356.98,2012
A,ITE,SOGLIA_POVASS,14,30,1,2013,1380.43,2013
A,ITE,SOGLIA_POVASS,14,30,4,2010,1215.38,2010
A,ITE,SOGLIA_POVASS,14,30,4,2011,1244.53,2011
A,ITE,SOGLIA_POVASS,14,30,4,2012,1285.92,2012
A,ITE,SOGLIA_POVASS,14,30,4,2013,1308.42,2013
A,ITE,SOGLIA_POVASS,14,30,5,2010,1141.86,2010
A,ITE,SOGLIA_POVASS,14,30,5,2011,1169.74,2011
A,ITE,SOGLIA_POVASS,14,30,5,2012,1208.13,2012
A,ITE,SOGLIA_POVASS,14,30,5,2013,1229.6,2013
A,ITE,SOGLIA_POVASS,14,31,1,2010,1437.17,2010
A,ITE,SOGLIA_POVASS,14,31,1,2011,1472.13,2011
A,ITE,SOGLIA_POVASS,14,31,1,2012,1520.71,2012
A,ITE,SOGLIA_POVASS,14,31,1,2013,1547.59,2013
A,ITE,SOGLIA_POVASS,14,31,4,2010,1370.0,2010
A,ITE,SOGLIA_POVASS,14,31,4,2011,1403.8,2011
A,ITE,SOGLIA_POVASS,14,31,4,2012,1449.65,2012
A,ITE,SOGLIA_POVASS,14,31,4,2013,1475.58,2013
A,ITE,SOGLIA_POVASS,14,31,5,2010,1296.48,2010
A,ITE,SOGLIA_POVASS,14,31,5,2011,1329.01,2011
A,ITE,SOGLIA_POVASS,14,31,5,2012,1371.86,2012
A,ITE,SOGLIA_POVASS,14,31,5,2013,1396.76,2013
A,ITE,SOGLIA_POVASS,14,32,1,2010,1399.69,2010
A,ITE,SOGLIA_POVASS,14,32,1,2011,1433.09,2011
A,ITE,SOGLIA_POVASS,14,32,1,2012,1479.77,2012
A,ITE,SOGLIA_POVASS,14,32,1,2013,1505.59,2013
A,ITE,SOGLIA_POVASS,14,32,4,2010,1332.52,2010
A,ITE,SOGLIA_POVASS,14,32,4,2011,1364.76,2011
A,ITE,SOGLIA_POVASS,14,32,4,2012,1408.71,2012
A,ITE,SOGLIA_POVASS,14,32,4,2013,1433.58,2013
A,ITE,SOGLIA_POVASS,14,32,5,2010,1258.99,2010
A,ITE,SOGLIA_POVASS,14,32,5,2011,1289.97,2011
A,ITE,SOGLIA_POVASS,14,32,5,2012,1330.92,2012
A,ITE,SOGLIA_POVASS,14,32,5,2013,1354.76,2013
A,ITE,SOGLIA_POVASS,14,33,1,2010,1722.58,2010
A,ITE,SOGLIA_POVASS,14,33,1,2011,1764.5,2011
A,ITE,SOGLIA_POVASS,14,33,1,2012,1820.21,2012
A,ITE,SOGLIA_POVASS,14,33,1,2013,1852.25,2013
A,ITE,SOGLIA_POVASS,14,33,4,2010,1645.21,2010
A,ITE,SOGLIA_POVASS,14,33,4,2011,1685.81,2011
A,ITE,SOGLIA_POVASS,14,33,4,2012,1738.36,2012
A,ITE,SOGLIA_POVASS,14,33,4,2013,1769.32,2013
A,ITE,SOGLIA_POVASS,14,33,5,2010,1561.76,2010
A,ITE,SOGLIA_POVASS,14,33,5,2011,1600.93,2011
A,ITE,SOGLIA_POVASS,14,33,5,2012,1650.07,2012
A,ITE,SOGLIA_POVASS,14,33,5,2013,1679.86,2013
A,ITE,SOGLIA_POVASS,14,34,1,2010,1732.65,2010
A,ITE,SOGLIA_POVASS,14,34,1,2011,1774.73,2011
A,ITE,SOGLIA_POVASS,14,34,1,2012,1830.42,2012
A,ITE,SOGLIA_POVASS,14,34,1,2013,1862.66,2013
A,ITE,SOGLIA_POVASS,14,34,4,2010,1655.29,2010
A,ITE,SOGLIA_POVASS,14,34,4,2011,1696.04,2011
