ANNO_ACCADEMICO;Area_Istituto;TIPO_ISTITUTO;NOME_ISTITUTO;COMUNE_ISTITUTO;COD_ISTITUTO;REGIONE_ISTITUTO;TIPO_CORSO;CLASSE_ETA';ISCRITTIx ETA'
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Luisa D’Annunzio;PESCARA;7314 ;ABRUZZO;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;68
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Luisa D’Annunzio;PESCARA;7314 ;ABRUZZO;AFAM_Corso Diploma accademico 2L;da 18 a 19 anni;2
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Nicolini;PIACENZA;7287 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;26
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Nicolini;PIACENZA;7287 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;28
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Nicolini;PIACENZA;7287 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;69
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Nicolini;PIACENZA;7287 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;19
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Nicolini;PIACENZA;7287 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;fino a 17 anni;17
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Nicolini;PIACENZA;7287 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;39
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Nicolini;PIACENZA;7287 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 18 a 19 anni;6
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Nicolini;PIACENZA;7287 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;44
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Nicolini;PIACENZA;7287 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;66
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Gesualdo da Venosa;POTENZA;7307 ;BASILICATA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;60
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Gesualdo da Venosa;POTENZA;7307 ;BASILICATA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;47
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Gesualdo da Venosa;POTENZA;7307 ;BASILICATA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;17
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Gesualdo da Venosa;POTENZA;7307 ;BASILICATA;AFAM_Corso Diploma accademico 1L;fino a 17 anni;7
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Gesualdo da Venosa;POTENZA;7307 ;BASILICATA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;40
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Gesualdo da Venosa;POTENZA;7307 ;BASILICATA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;24
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Gesualdo da Venosa;POTENZA;7307 ;BASILICATA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;39
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Gesualdo da Venosa;POTENZA;7307 ;BASILICATA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;35
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Verdi;RAVENNA;54173;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;17
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Verdi;RAVENNA;54173;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;fino a 17 anni;7
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Verdi;RAVENNA;54173;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;63
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Verdi;RAVENNA;54173;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;36
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Verdi;RAVENNA;54173;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;12
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Verdi;RAVENNA;54173;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;10
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Verdi;RAVENNA;54173;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;26
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Verdi;RAVENNA;54173;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;22
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Francesco Cilea;REGGIO CALABRIA;7206 ;CALABRIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;15
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Francesco Cilea;REGGIO CALABRIA;7206 ;CALABRIA;AFAM_Corso Diploma accademico 1L;fino a 17 anni;8
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Francesco Cilea;REGGIO CALABRIA;7206 ;CALABRIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;41
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Francesco Cilea;REGGIO CALABRIA;7206 ;CALABRIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;22
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Francesco Cilea;REGGIO CALABRIA;7206 ;CALABRIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;86
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Francesco Cilea;REGGIO CALABRIA;7206 ;CALABRIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;70
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Francesco Cilea;REGGIO CALABRIA;7206 ;CALABRIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;42
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Francesco Cilea;REGGIO CALABRIA;7206 ;CALABRIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;42
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);54177;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;4
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);54177;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;29
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);54177;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;61
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);54177;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;15
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);54177;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;fino a 17 anni;6
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);54177;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;51
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);54177;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;20
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);54177;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 18 a 19 anni;1
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);54177;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;8
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Arturo Toscanini;RIBERA (AG);54184;SICILIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;36
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Arturo Toscanini;RIBERA (AG);54184;SICILIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;30
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Arturo Toscanini;RIBERA (AG);54184;SICILIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;57
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Arturo Toscanini;RIBERA (AG);54184;SICILIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;18
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Arturo Toscanini;RIBERA (AG);54184;SICILIA;AFAM_Corso Diploma accademico 1L;fino a 17 anni;8
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Arturo Toscanini;RIBERA (AG);54184;SICILIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;43
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Arturo Toscanini;RIBERA (AG);54184;SICILIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;34
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Arturo Toscanini;RIBERA (AG);54184;SICILIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;21
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Santa Cecilia;ROMA;7309 ;LAZIO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;71
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Santa Cecilia;ROMA;7309 ;LAZIO;AFAM_Corso Diploma accademico 1L;fino a 17 anni;52
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Santa Cecilia;ROMA;7309 ;LAZIO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;260
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Santa Cecilia;ROMA;7309 ;LAZIO;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;120
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Santa Cecilia;ROMA;7309 ;LAZIO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;85
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Santa Cecilia;ROMA;7309 ;LAZIO;AFAM_Corso Diploma accademico 2L;da 18 a 19 anni;15
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Santa Cecilia;ROMA;7309 ;LAZIO;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;236
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Santa Cecilia;ROMA;7309 ;LAZIO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;166
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Santa Cecilia;ROMA;7309 ;LAZIO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;141
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Francesco Venezze;ROVIGO;7294 ;VENETO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;59
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Francesco Venezze;ROVIGO;7294 ;VENETO;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;31
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Francesco Venezze;ROVIGO;7294 ;VENETO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;109
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Francesco Venezze;ROVIGO;7294 ;VENETO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;31
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Francesco Venezze;ROVIGO;7294 ;VENETO;AFAM_Corso Diploma accademico 1L;fino a 17 anni;24
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Francesco Venezze;ROVIGO;7294 ;VENETO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;111
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Francesco Venezze;ROVIGO;7294 ;VENETO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;69
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Francesco Venezze;ROVIGO;7294 ;VENETO;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;71
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Francesco Venezze;ROVIGO;7294 ;VENETO;AFAM_Corso Diploma accademico 2L;da 18 a 19 anni;4
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Martucci;SALERNO;7214 ;CAMPANIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;334
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Martucci;SALERNO;7214 ;CAMPANIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;51
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Martucci;SALERNO;7214 ;CAMPANIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;175
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Martucci;SALERNO;7214 ;CAMPANIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;38
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Martucci;SALERNO;7214 ;CAMPANIA;AFAM_Corso Diploma accademico 1L;fino a 17 anni;42
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Martucci;SALERNO;7214 ;CAMPANIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;96
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Martucci;SALERNO;7214 ;CAMPANIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;84
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Martucci;SALERNO;7214 ;CAMPANIA;AFAM_Corso Diploma accademico 2L;da 18 a 19 anni;11
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Martucci;SALERNO;7214 ;CAMPANIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;246
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Luigi Canepa;SASSARI;7211 ;SARDEGNA;AFAM_Corso Diploma accademico 1L;fino a 17 anni;2
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Luigi Canepa;SASSARI;7211 ;SARDEGNA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;12
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Luigi Canepa;SASSARI;7211 ;SARDEGNA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;31
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Luigi Canepa;SASSARI;7211 ;SARDEGNA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;45
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Luigi Canepa;SASSARI;7211 ;SARDEGNA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;84
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Luigi Canepa;SASSARI;7211 ;SARDEGNA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;37
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Luigi Canepa;SASSARI;7211 ;SARDEGNA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;32
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Luigi Canepa;SASSARI;7211 ;SARDEGNA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;36
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;R. Franci;SIENA;54174;TOSCANA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;5
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;R. Franci;SIENA;54174;TOSCANA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;25
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;R. Franci;SIENA;54174;TOSCANA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;41
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;R. Franci;SIENA;54174;TOSCANA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;7
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;R. Franci;SIENA;54174;TOSCANA;AFAM_Corso Diploma accademico 1L;fino a 17 anni;3
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;R. Franci;SIENA;54174;TOSCANA;AFAM_Corso Diploma accademico 2L;da 18 a 19 anni;1
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;R. Franci;SIENA;54174;TOSCANA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;41
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;R. Franci;SIENA;54174;TOSCANA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;10
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;R. Franci;SIENA;54174;TOSCANA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;18
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giovanni Paisiello;TARANTO;54181;PUGLIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;25
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giovanni Paisiello;TARANTO;54181;PUGLIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;30
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giovanni Paisiello;TARANTO;54181;PUGLIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;44
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giovanni Paisiello;TARANTO;54181;PUGLIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;20
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giovanni Paisiello;TARANTO;54181;PUGLIA;AFAM_Corso Diploma accademico 1L;fino a 17 anni;16
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giovanni Paisiello;TARANTO;54181;PUGLIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;20
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giovanni Paisiello;TARANTO;54181;PUGLIA;AFAM_Corso Diploma accademico 2L;da 18 a 19 anni;4
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giovanni Paisiello;TARANTO;54181;PUGLIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;45
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giovanni Paisiello;TARANTO;54181;PUGLIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;27
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Gaetano Braga;TERAMO;19454;ABRUZZO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;16
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Gaetano Braga;TERAMO;19454;ABRUZZO;AFAM_Corso Diploma accademico 1L;fino a 17 anni;8
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Gaetano Braga;TERAMO;19454;ABRUZZO;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;32
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Gaetano Braga;TERAMO;19454;ABRUZZO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;26
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Gaetano Braga;TERAMO;19454;ABRUZZO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;46
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Gaetano Braga;TERAMO;19454;ABRUZZO;AFAM_Corso Diploma accademico 2L;da 18 a 19 anni;1
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Gaetano Braga;TERAMO;19454;ABRUZZO;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;26
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Gaetano Braga;TERAMO;19454;ABRUZZO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;23
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Gaetano Braga;TERAMO;19454;ABRUZZO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;63
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giulio Briccialdi;TERNI;54175;UMBRIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;25
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giulio Briccialdi;TERNI;54175;UMBRIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;45
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giulio Briccialdi;TERNI;54175;UMBRIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;9
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giulio Briccialdi;TERNI;54175;UMBRIA;AFAM_Corso Diploma accademico 1L;fino a 17 anni;6
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giulio Briccialdi;TERNI;54175;UMBRIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;15
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giulio Briccialdi;TERNI;54175;UMBRIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;33
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giulio Briccialdi;TERNI;54175;UMBRIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;17
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giulio Briccialdi;TERNI;54175;UMBRIA;AFAM_Corso Diploma accademico 2L;da 18 a 19 anni;3
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giulio Briccialdi;TERNI;54175;UMBRIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;24
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Verdi;TORINO;7311 ;PIEMONTE;AFAM_Corso Diploma accademico 1L;30 anni e oltre;29
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Verdi;TORINO;7311 ;PIEMONTE;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;64
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Verdi;TORINO;7311 ;PIEMONTE;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;132
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Verdi;TORINO;7311 ;PIEMONTE;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;43
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Verdi;TORINO;7311 ;PIEMONTE;AFAM_Corso Diploma accademico 1L;fino a 17 anni;25
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Verdi;TORINO;7311 ;PIEMONTE;AFAM_Corso Diploma accademico 2L;30 anni e oltre;68
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Verdi;TORINO;7311 ;PIEMONTE;AFAM_Corso Diploma accademico 2L;da 18 a 19 anni;5
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Verdi;TORINO;7311 ;PIEMONTE;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;140
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Verdi;TORINO;7311 ;PIEMONTE;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;98
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Antonio Scontrino;TRAPANI;7269 ;SICILIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;42
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Antonio Scontrino;TRAPANI;7269 ;SICILIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;76
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Antonio Scontrino;TRAPANI;7269 ;SICILIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;17
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Antonio Scontrino;TRAPANI;7269 ;SICILIA;AFAM_Corso Diploma accademico 1L;fino a 17 anni;15
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Antonio Scontrino;TRAPANI;7269 ;SICILIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;22
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Antonio Scontrino;TRAPANI;7269 ;SICILIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;41
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Antonio Scontrino;TRAPANI;7269 ;SICILIA;AFAM_Corso Diploma accademico 2L;da 18 a 19 anni;1
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Antonio Scontrino;TRAPANI;7269 ;SICILIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;52
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Antonio Scontrino;TRAPANI;7269 ;SICILIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;33
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Francesco Antonio Bonporti;TRENTO;7288 ;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 1L;30 anni e oltre;19
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Francesco Antonio Bonporti;TRENTO;7288 ;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;13
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Francesco Antonio Bonporti;TRENTO;7288 ;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;122
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Francesco Antonio Bonporti;TRENTO;7288 ;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;17
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Francesco Antonio Bonporti;TRENTO;7288 ;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 1L;fino a 17 anni;2
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Francesco Antonio Bonporti;TRENTO;7288 ;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;40
2024-2025;Area Musicale/Coreutica;Conservatorio di Musica statale;Francesco Antonio Bonporti;TRENTO;7288 ;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;40
