ANNO_ACCADEMICO;TIPO_ISTITUTO;AREA ISTITUTO;NOME_ISTITUTO;COMUNE_SEDE;COD_ISTITUTO;REGIONE_ISTITUTO;AREA_CORSO;TIPO_CORSO;SCUOLA_AGGREGAZIONE;CLASSE;CORSO;GENERE;ISCR_STRANIERI
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Europeo del Design (IED) di Milano;MILANO;11892;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Product Design;M;15
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Europeo del Design (IED) di Roma;ROMA;14887;LAZIO;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica - Ind. Illustrazione;F;2
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Europeo del Design (IED) di Roma;ROMA;14887;LAZIO;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica - Ind. Illustrazione;M;3
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Europeo del Design (IED) di Roma;ROMA;14887;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Computer generated animation;F;3
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Europeo del Design (IED) di Roma;ROMA;14887;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Media Design;F;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Europeo del Design (IED) di Roma;ROMA;14887;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Video Design;M;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Europeo del Design (IED) di Roma;ROMA;14887;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design del gioiello;F;4
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Europeo del Design (IED) di Roma;ROMA;14887;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design del gioiello;M;2
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Europeo del Design (IED) di Roma;ROMA;14887;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design della Comunicazione visiva - Ind. Graphic design;F;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Europeo del Design (IED) di Roma;ROMA;14887;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design della Comunicazione visiva - Ind. Graphic design;M;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Europeo del Design (IED) di Roma;ROMA;14887;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design della Moda - Ind. Fashion design;F;3
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Europeo del Design (IED) di Roma;ROMA;14887;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Fotografia;F;2
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Europeo del Design (IED) di Roma;ROMA;14887;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Interior Design;F;16
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Europeo del Design (IED) di Roma;ROMA;14887;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Product Design;M;21
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Europeo del Design (IED) di Roma;ROMA;14887;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Product Design;F;54
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Europeo del Design (IED) di Torino;TORINO;15501;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica - Ind. Illustrazione;F;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Europeo del Design (IED) di Torino;TORINO;15501;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design del gioiello;F;2
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Europeo del Design (IED) di Torino;TORINO;15501;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design della Comunicazione;F;2
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Europeo del Design (IED) di Torino;TORINO;15501;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design della Comunicazione visiva - Ind. Graphic design;M;2
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Europeo del Design (IED) di Torino;TORINO;15501;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design della Moda - Ind. Fashion design;F;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Europeo del Design (IED) di Torino;TORINO;15501;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Interior Design;M;3
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Europeo del Design (IED) di Torino;TORINO;15501;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Product Design;M;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Europeo del Design (IED) di Torino;TORINO;15501;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Product Design;F;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Europeo del Design (IED) di Torino;TORINO;15501;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Transportation design;F;5
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Europeo del Design (IED) di Torino;TORINO;15501;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Transportation design;M;63
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Marangoni di Milano;MILANO;30557;LOMBARDIA;Disegno industriale;AFAM_Corso Diploma accademico 1L;DESIGN;DIPL02;Fashion Design & Accessories;F;104
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Marangoni di Milano;MILANO;30557;LOMBARDIA;Disegno industriale;AFAM_Corso Diploma accademico 1L;DESIGN;DIPL02;Fashion Design & Accessories;M;24
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Marangoni di Milano;MILANO;30557;LOMBARDIA;Disegno industriale;AFAM_Corso Diploma accademico 1L;DESIGN;DIPL02;Fashion Design & Accessories - sede di Firenze;F;17
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Marangoni di Milano;MILANO;30557;LOMBARDIA;Disegno industriale;AFAM_Corso Diploma accademico 1L;DESIGN;DIPL02;Interior Design;F;22
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Marangoni di Milano;MILANO;30557;LOMBARDIA;Disegno industriale;AFAM_Corso Diploma accademico 1L;DESIGN;DIPL02;Interior Design;M;6
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Marangoni di Milano;MILANO;30557;LOMBARDIA;Disegno industriale;AFAM_Corso Diploma accademico 1L;DESIGN;DIPL02;Product Design;M;6
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Marangoni di Milano;MILANO;30557;LOMBARDIA;Disegno industriale;AFAM_Corso Diploma accademico 1L;DESIGN;DIPL02;Product Design;F;8
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Marangoni di Milano;MILANO;30557;LOMBARDIA;Disegno industriale;AFAM_Corso Diploma accademico 1L;DESIGN;DIPL02;Visual Design;F;14
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Marangoni di Milano;MILANO;30557;LOMBARDIA;Disegno industriale;AFAM_Corso Diploma accademico 1L;DESIGN;DIPL02;Visual Design;M;3
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Istituto Mussida Music Publishing di Milano;MILANO;33750;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ - POPULAR MUSIC;DCPL67;Popular music - Ind. Basso Elettrico;F;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Pantheon Design e Technology di Roma;ROMA;16005;LAZIO;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Applicazioni digitali per le arti visive;F;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Pantheon Design e Technology di Roma;ROMA;16005;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design;M;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Pantheon Design e Technology di Roma;ROMA;16005;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design;F;2
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Pantheon Design e Technology di Roma;ROMA;16005;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Graphic Design;F;2
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Poliarte di Ancona;ANCONA;32950;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Interior Design;F;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Polo Michelangelo Arte e Design di Bologna;BOLOGNA;39394;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design;F;3
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Istituto Polo Michelangelo Arte e Design di Bologna;BOLOGNA;39394;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design;M;2
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Libera Accademia di Belle Arti di Firenze;FIRENZE;33890;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;F;4
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Libera Accademia di Belle Arti di Firenze;FIRENZE;33890;TOSCANA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;M;3
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Libera Accademia di Belle Arti di Firenze;FIRENZE;33890;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design;M;6
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Libera Accademia di Belle Arti di Firenze;FIRENZE;33890;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design;F;20
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Libera Accademia di Belle Arti di Firenze;FIRENZE;33890;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Fashion Design;F;18
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Libera Accademia di Belle Arti di Firenze;FIRENZE;33890;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Fashion Design;M;9
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Libera Accademia di Belle Arti di Firenze;FIRENZE;33890;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Graphic Design - Ind. Multimedia;M;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Libera Accademia di Belle Arti di Firenze;FIRENZE;33890;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Interior Design;F;4
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Libera Accademia di Belle Arti di Firenze;FIRENZE;33890;TOSCANA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;Interior Design;M;4
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Libera Accademia di Belle Arti di Rimini;RIMINI;33751;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design;F;7
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Libera Accademia di Belle Arti di Rimini;RIMINI;33751;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design;M;2
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Libera Accademia di Belle Arti di Rimini;RIMINI;33751;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Fashion Design;F;6
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Libera Accademia di Belle Arti di Rimini;RIMINI;33751;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Fotografia;F;3
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Libera Accademia di Belle Arti di Rimini;RIMINI;33751;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Graphic Design - Ind. Multimedia;F;4
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Libera Accademia di Belle Arti di Rimini;RIMINI;33751;EMILIA ROMAGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Graphic Design - Ind. Multimedia;M;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Milano Civica Scuola di Musica di Milano;MILANO;16007;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;Canto;F;3
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Milano Civica Scuola di Musica di Milano;MILANO;16007;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL08;Canto rinascimentale barocco;F;3
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Milano Civica Scuola di Musica di Milano;MILANO;16007;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL08;Canto rinascimentale barocco;M;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Milano Civica Scuola di Musica di Milano;MILANO;16007;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;MUSICA VOCALE DA CAMERA;DCPL35;Musica vocale da camera;F;2
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Milano Civica Scuola di Musica di Milano;MILANO;16007;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;Canto;M;5
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Milano Civica Scuola di Musica di Milano;MILANO;16007;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL08;Canto rinascimentale barocco;M;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Milano Civica Scuola di Musica di Milano;MILANO;16007;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA VOCALE DA CAMERA;DCSL35;Musica vocale da camera;M;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Milano Civica Scuola di Musica di Milano;MILANO;16007;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA VOCALE DA CAMERA;DCSL35;Musica vocale da camera;F;2
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Milano Civica Scuola di Musica di Milano;MILANO;16007;LOMBARDIA;Musica da camera;AFAM_Corso Diploma accademico 2L;MUSICA D'INSIEME/DA CAMERA;DCSL68;Musica d'insieme - Ind. Formazione orchestrale;M;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Milano Civica Scuola di Musica di Milano;MILANO;16007;LOMBARDIA;Musica da camera;AFAM_Corso Diploma accademico 2L;MUSICA D'INSIEME/DA CAMERA;DCSL68;Musica d'insieme - Ind. Musica medievale;F;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Milano Civica Scuola di Musica di Milano;MILANO;16007;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL03;Basso Elettrico;M;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Milano Civica Scuola di Musica di Milano;MILANO;16007;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL42;Saxofono Jazz;M;2
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Milano Civica Scuola di Musica di Milano;MILANO;16007;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FLAUTO DOLCE;DCPL18;Cornetto;F;2
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Milano Civica Scuola di Musica di Milano;MILANO;16007;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;FLAUTO DOLCE;DCSL28;Flauto dolce;F;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Milano Civica Scuola di Musica di Milano;MILANO;16007;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;TROMBA;DCSL46;Tromba;M;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Milano Civica Scuola di Musica di Milano;MILANO;16007;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;Pianoforte;F;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Milano Civica Scuola di Musica di Milano;MILANO;16007;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;ARPA;DCPL01;Arpa;F;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Milano Civica Scuola di Musica di Milano;MILANO;16007;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;ARPA;DCPL01;Arpa;M;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Milano Civica Scuola di Musica di Milano;MILANO;16007;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;ARPA;DCPL02;Arpa rinascimentale barocca;F;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Milano Civica Scuola di Musica di Milano;MILANO;16007;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;Chitarra;F;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Milano Civica Scuola di Musica di Milano;MILANO;16007;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CONTRABBASSO;DCPL16;Contrabbasso;M;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Milano Civica Scuola di Musica di Milano;MILANO;16007;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLA DA GAMBA;DCPL53;Viola da gamba;M;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Milano Civica Scuola di Musica di Milano;MILANO;16007;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;ARPA;DCSL02;Arpa rinascimentale barocca;F;2
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Milano Civica Scuola di Musica di Milano;MILANO;16007;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;LIUTO;DCSL30;Liuto;M;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Milano Civica Scuola di Musica di Milano;MILANO;16007;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;Violino;M;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Milano Civica Scuola di Musica di Milano;MILANO;16007;LOMBARDIA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;DIREZIONE D'ORCHESTRA;DCPL22;Direzione d'Orchestra;M;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Quasar progetto S.R.L. di Roma;ROMA;30553;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Grafica e Comunicazione visiva;F;1
2019-2020;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Quasar progetto S.R.L. di Roma;ROMA;30553;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Habitat Design;F;1
