ANNO_ACCADEMICO;AREA_ISTITUTO;CONTINENTE;PROVENIENZA;GENERE;ISCR_STRANIERI
2017-2018;Area Artistica;EUROPA extra UE;Islanda;M;1
2017-2018;Area Artistica;EUROPA extra UE;Kosovo;F;3
2017-2018;Area Artistica;EUROPA extra UE;Macedonia del Nord;F;10
2017-2018;Area Artistica;EUROPA extra UE;Macedonia del Nord;M;5
2017-2018;Area Artistica;EUROPA extra UE;Moldavia;F;45
2017-2018;Area Artistica;EUROPA extra UE;Moldavia;M;9
2017-2018;Area Artistica;EUROPA extra UE;Monaco;F;1
2017-2018;Area Artistica;EUROPA extra UE;Montenegro;F;6
2017-2018;Area Artistica;EUROPA extra UE;Montenegro;M;1
2017-2018;Area Artistica;EUROPA extra UE;Norvegia;F;17
2017-2018;Area Artistica;EUROPA extra UE;Norvegia;M;2
2017-2018;Area Artistica;EUROPA extra UE;San Marino;F;10
2017-2018;Area Artistica;EUROPA extra UE;San Marino;M;9
2017-2018;Area Artistica;EUROPA extra UE;Serbia;F;23
2017-2018;Area Artistica;EUROPA extra UE;Serbia;M;8
2017-2018;Area Artistica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);F;12
2017-2018;Area Artistica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);M;3
2017-2018;Area Artistica;EUROPA extra UE;Svizzera;F;68
2017-2018;Area Artistica;EUROPA extra UE;Svizzera;M;30
2017-2018;Area Artistica;EUROPA extra UE;Turchia;F;179
2017-2018;Area Artistica;EUROPA extra UE;Turchia;M;67
2017-2018;Area Artistica;EUROPA extra UE;Ucraina;F;76
2017-2018;Area Artistica;EUROPA extra UE;Ucraina;M;25
2017-2018;Area Artistica;EUROPA UE;Austria;M;2
2017-2018;Area Artistica;EUROPA UE;Austria;F;5
2017-2018;Area Artistica;EUROPA UE;Belgio;F;7
2017-2018;Area Artistica;EUROPA UE;Belgio;M;6
2017-2018;Area Artistica;EUROPA UE;Bulgaria;F;88
2017-2018;Area Artistica;EUROPA UE;Bulgaria;M;17
2017-2018;Area Artistica;EUROPA UE;Cipro;F;29
2017-2018;Area Artistica;EUROPA UE;Cipro;M;12
2017-2018;Area Artistica;EUROPA UE;Croazia;F;12
2017-2018;Area Artistica;EUROPA UE;Croazia;M;3
2017-2018;Area Artistica;EUROPA UE;Danimarca;F;4
2017-2018;Area Artistica;EUROPA UE;Danimarca;M;1
2017-2018;Area Artistica;EUROPA UE;Estonia;F;5
2017-2018;Area Artistica;EUROPA UE;Finlandia;M;3
2017-2018;Area Artistica;EUROPA UE;Finlandia;F;6
2017-2018;Area Artistica;EUROPA UE;Francia;M;24
2017-2018;Area Artistica;EUROPA UE;Francia;F;43
2017-2018;Area Artistica;EUROPA UE;Germania;F;59
2017-2018;Area Artistica;EUROPA UE;Germania;M;13
2017-2018;Area Artistica;EUROPA UE;Grecia;F;33
2017-2018;Area Artistica;EUROPA UE;Grecia;M;13
2017-2018;Area Artistica;EUROPA UE;Irlanda;F;3
2017-2018;Area Artistica;EUROPA UE;Irlanda;M;3
2017-2018;Area Artistica;EUROPA UE;Lettonia;F;3
2017-2018;Area Artistica;EUROPA UE;Lettonia;M;2
2017-2018;Area Artistica;EUROPA UE;Lituania;F;15
2017-2018;Area Artistica;EUROPA UE;Lussemburgo;F;3
2017-2018;Area Artistica;EUROPA UE;Malta;F;4
2017-2018;Area Artistica;EUROPA UE;Malta;M;1
2017-2018;Area Artistica;EUROPA UE;Paesi Bassi - Olanda;F;8
2017-2018;Area Artistica;EUROPA UE;Paesi Bassi - Olanda;M;6
2017-2018;Area Artistica;EUROPA UE;Polonia;F;30
2017-2018;Area Artistica;EUROPA UE;Polonia;M;9
2017-2018;Area Artistica;EUROPA UE;Portogallo;F;14
2017-2018;Area Artistica;EUROPA UE;Portogallo;M;3
2017-2018;Area Artistica;EUROPA UE;Regno Unito;F;21
2017-2018;Area Artistica;EUROPA UE;Regno Unito;M;6
2017-2018;Area Artistica;EUROPA UE;Repubblica Ceca;F;7
2017-2018;Area Artistica;EUROPA UE;Romania;M;62
2017-2018;Area Artistica;EUROPA UE;Romania;F;135
2017-2018;Area Artistica;EUROPA UE;Slovacchia;M;1
2017-2018;Area Artistica;EUROPA UE;Slovacchia;F;10
2017-2018;Area Artistica;EUROPA UE;Slovenia;F;17
2017-2018;Area Artistica;EUROPA UE;Slovenia;M;1
2017-2018;Area Artistica;EUROPA UE;Spagna;F;43
2017-2018;Area Artistica;EUROPA UE;Spagna;M;17
2017-2018;Area Artistica;EUROPA UE;Svezia;F;16
2017-2018;Area Artistica;EUROPA UE;Svezia;M;4
2017-2018;Area Artistica;EUROPA UE;Ungheria;F;8
2017-2018;Area Artistica;EUROPA UE;Ungheria;M;2
2017-2018;Area Artistica;NORD AMERICA;Canada;F;5
2017-2018;Area Artistica;NORD AMERICA;Canada;M;5
2017-2018;Area Artistica;NORD AMERICA;Costa Rica;F;2
2017-2018;Area Artistica;NORD AMERICA;Costa Rica;M;1
2017-2018;Area Artistica;NORD AMERICA;Cuba;M;3
2017-2018;Area Artistica;NORD AMERICA;Cuba;F;5
2017-2018;Area Artistica;NORD AMERICA;Dominica;F;1
2017-2018;Area Artistica;NORD AMERICA;El Salvador;F;5
2017-2018;Area Artistica;NORD AMERICA;El Salvador;M;2
2017-2018;Area Artistica;NORD AMERICA;Guatemala;F;2
2017-2018;Area Artistica;NORD AMERICA;Guatemala;M;1
2017-2018;Area Artistica;NORD AMERICA;Haiti;F;2
2017-2018;Area Artistica;NORD AMERICA;Honduras;F;2
2017-2018;Area Artistica;NORD AMERICA;Messico;F;25
2017-2018;Area Artistica;NORD AMERICA;Messico;M;13
2017-2018;Area Artistica;NORD AMERICA;Panama;F;4
2017-2018;Area Artistica;NORD AMERICA;Repubblica Dominicana;M;1
2017-2018;Area Artistica;NORD AMERICA;Repubblica Dominicana;F;2
2017-2018;Area Artistica;NORD AMERICA;Stati Uniti di America;F;31
2017-2018;Area Artistica;NORD AMERICA;Stati Uniti di America;M;13
2017-2018;Area Artistica;OCEANIA;Australia;F;5
2017-2018;Area Artistica;SUD AMERICA;Argentina;F;19
2017-2018;Area Artistica;SUD AMERICA;Argentina;M;8
2017-2018;Area Artistica;SUD AMERICA;Bolivia;F;13
2017-2018;Area Artistica;SUD AMERICA;Bolivia;M;1
2017-2018;Area Artistica;SUD AMERICA;Brasile;F;40
2017-2018;Area Artistica;SUD AMERICA;Brasile;M;15
2017-2018;Area Artistica;SUD AMERICA;Cile;M;5
2017-2018;Area Artistica;SUD AMERICA;Cile;F;7
2017-2018;Area Artistica;SUD AMERICA;Colombia;F;30
2017-2018;Area Artistica;SUD AMERICA;Colombia;M;25
2017-2018;Area Artistica;SUD AMERICA;Ecuador;F;27
2017-2018;Area Artistica;SUD AMERICA;Ecuador;M;12
2017-2018;Area Artistica;SUD AMERICA;Paraguay;F;4
2017-2018;Area Artistica;SUD AMERICA;Perù;F;14
2017-2018;Area Artistica;SUD AMERICA;Perù;M;13
2017-2018;Area Artistica;SUD AMERICA;Uruguay;M;3
2017-2018;Area Artistica;SUD AMERICA;Venezuela;F;9
2017-2018;Area Artistica;SUD AMERICA;Venezuela;M;4
2017-2018;Area Musicale/Coreutica;AFRICA;Algeria;M;2
2017-2018;Area Musicale/Coreutica;AFRICA;Congo;M;1
2017-2018;Area Musicale/Coreutica;AFRICA;Egitto;F;1
2017-2018;Area Musicale/Coreutica;AFRICA;Eswatini;M;1
2017-2018;Area Musicale/Coreutica;AFRICA;Guinea;F;1
2017-2018;Area Musicale/Coreutica;AFRICA;Kenya;M;1
2017-2018;Area Musicale/Coreutica;AFRICA;Madagascar;M;1
2017-2018;Area Musicale/Coreutica;AFRICA;Malawi;F;1
2017-2018;Area Musicale/Coreutica;AFRICA;Marocco;M;1
2017-2018;Area Musicale/Coreutica;AFRICA;Somalia;F;1
2017-2018;Area Musicale/Coreutica;AFRICA;Sud Africa;F;2
2017-2018;Area Musicale/Coreutica;AFRICA;Togo;M;1
2017-2018;Area Musicale/Coreutica;ASIA;Afghanistan;F;1
2017-2018;Area Musicale/Coreutica;ASIA;Arabia Saudita;F;1
2017-2018;Area Musicale/Coreutica;ASIA;Armenia;M;1
2017-2018;Area Musicale/Coreutica;ASIA;Armenia;F;6
2017-2018;Area Musicale/Coreutica;ASIA;Cina;F;769
2017-2018;Area Musicale/Coreutica;ASIA;Cina;M;521
2017-2018;Area Musicale/Coreutica;ASIA;Corea del Nord;F;1
2017-2018;Area Musicale/Coreutica;ASIA;Corea del Sud;F;200
2017-2018;Area Musicale/Coreutica;ASIA;Corea del Sud;M;132
2017-2018;Area Musicale/Coreutica;ASIA;Filippine;F;1
2017-2018;Area Musicale/Coreutica;ASIA;Filippine;M;1
2017-2018;Area Musicale/Coreutica;ASIA;Georgia;F;11
2017-2018;Area Musicale/Coreutica;ASIA;Georgia;M;6
2017-2018;Area Musicale/Coreutica;ASIA;Giappone;F;65
2017-2018;Area Musicale/Coreutica;ASIA;Giappone;M;16
2017-2018;Area Musicale/Coreutica;ASIA;Giordania;M;4
2017-2018;Area Musicale/Coreutica;ASIA;India;F;1
2017-2018;Area Musicale/Coreutica;ASIA;India;M;1
2017-2018;Area Musicale/Coreutica;ASIA;Indonesia;F;3
2017-2018;Area Musicale/Coreutica;ASIA;Indonesia;M;1
2017-2018;Area Musicale/Coreutica;ASIA;Iran;F;14
2017-2018;Area Musicale/Coreutica;ASIA;Iran;M;34
2017-2018;Area Musicale/Coreutica;ASIA;Iraq;M;2
2017-2018;Area Musicale/Coreutica;ASIA;Israele;F;7
2017-2018;Area Musicale/Coreutica;ASIA;Israele;M;6
2017-2018;Area Musicale/Coreutica;ASIA;Kazakistan;F;8
2017-2018;Area Musicale/Coreutica;ASIA;Kazakistan;M;4
2017-2018;Area Musicale/Coreutica;ASIA;Kirghizistan;M;1
2017-2018;Area Musicale/Coreutica;ASIA;Libano;M;2
2017-2018;Area Musicale/Coreutica;ASIA;Malaysia;F;1
2017-2018;Area Musicale/Coreutica;ASIA;Malaysia;M;1
2017-2018;Area Musicale/Coreutica;ASIA;Mongolia;F;4
2017-2018;Area Musicale/Coreutica;ASIA;Siria;F;3
2017-2018;Area Musicale/Coreutica;ASIA;Siria;M;1
2017-2018;Area Musicale/Coreutica;ASIA;Tagikistan;M;1
2017-2018;Area Musicale/Coreutica;ASIA;Taiwan;F;9
2017-2018;Area Musicale/Coreutica;ASIA;Taiwan;M;1
2017-2018;Area Musicale/Coreutica;ASIA;Thailandia;M;1
2017-2018;Area Musicale/Coreutica;ASIA;Uzbekistan;F;1
2017-2018;Area Musicale/Coreutica;ASIA;Uzbekistan;M;1
2017-2018;Area Musicale/Coreutica;EUROPA extra UE;Albania;M;26
2017-2018;Area Musicale/Coreutica;EUROPA extra UE;Albania;F;24
2017-2018;Area Musicale/Coreutica;EUROPA extra UE;Bielorussia;M;3
2017-2018;Area Musicale/Coreutica;EUROPA extra UE;Bielorussia;F;9
2017-2018;Area Musicale/Coreutica;EUROPA extra UE;Bosnia-Erzegovina;F;2
2017-2018;Area Musicale/Coreutica;EUROPA extra UE;Bosnia-Erzegovina;M;2
2017-2018;Area Musicale/Coreutica;EUROPA extra UE;Federazione Russa;F;73
2017-2018;Area Musicale/Coreutica;EUROPA extra UE;Federazione Russa;M;25
2017-2018;Area Musicale/Coreutica;EUROPA extra UE;Islanda;F;1
2017-2018;Area Musicale/Coreutica;EUROPA extra UE;Islanda;M;1
2017-2018;Area Musicale/Coreutica;EUROPA extra UE;Kosovo;F;2
2017-2018;Area Musicale/Coreutica;EUROPA extra UE;Kosovo;M;2
2017-2018;Area Musicale/Coreutica;EUROPA extra UE;Macedonia del Nord;F;5
2017-2018;Area Musicale/Coreutica;EUROPA extra UE;Macedonia del Nord;M;3
2017-2018;Area Musicale/Coreutica;EUROPA extra UE;Moldavia;F;13
2017-2018;Area Musicale/Coreutica;EUROPA extra UE;Moldavia;M;10
2017-2018;Area Musicale/Coreutica;EUROPA extra UE;Montenegro;M;1
2017-2018;Area Musicale/Coreutica;EUROPA extra UE;Montenegro;F;2
2017-2018;Area Musicale/Coreutica;EUROPA extra UE;Norvegia;F;2
2017-2018;Area Musicale/Coreutica;EUROPA extra UE;Norvegia;M;2
2017-2018;Area Musicale/Coreutica;EUROPA extra UE;San Marino;M;6
2017-2018;Area Musicale/Coreutica;EUROPA extra UE;Serbia;F;23
2017-2018;Area Musicale/Coreutica;EUROPA extra UE;Serbia;M;8
2017-2018;Area Musicale/Coreutica;EUROPA extra UE;Svizzera;F;9
2017-2018;Area Musicale/Coreutica;EUROPA extra UE;Svizzera;M;6
2017-2018;Area Musicale/Coreutica;EUROPA extra UE;Turchia;F;23
2017-2018;Area Musicale/Coreutica;EUROPA extra UE;Turchia;M;11
2017-2018;Area Musicale/Coreutica;EUROPA extra UE;Ucraina;F;35
2017-2018;Area Musicale/Coreutica;EUROPA extra UE;Ucraina;M;14
2017-2018;Area Musicale/Coreutica;EUROPA UE;Austria;F;5
2017-2018;Area Musicale/Coreutica;EUROPA UE;Austria;M;4
2017-2018;Area Musicale/Coreutica;EUROPA UE;Belgio;F;2
2017-2018;Area Musicale/Coreutica;EUROPA UE;Belgio;M;3
2017-2018;Area Musicale/Coreutica;EUROPA UE;Bulgaria;F;12
2017-2018;Area Musicale/Coreutica;EUROPA UE;Bulgaria;M;4
2017-2018;Area Musicale/Coreutica;EUROPA UE;Cipro;M;1
2017-2018;Area Musicale/Coreutica;EUROPA UE;Croazia;F;19
2017-2018;Area Musicale/Coreutica;EUROPA UE;Croazia;M;29
2017-2018;Area Musicale/Coreutica;EUROPA UE;Estonia;F;2
2017-2018;Area Musicale/Coreutica;EUROPA UE;Estonia;M;1
2017-2018;Area Musicale/Coreutica;EUROPA UE;Finlandia;F;5
2017-2018;Area Musicale/Coreutica;EUROPA UE;Finlandia;M;1
2017-2018;Area Musicale/Coreutica;EUROPA UE;Francia;M;5
2017-2018;Area Musicale/Coreutica;EUROPA UE;Francia;F;14
2017-2018;Area Musicale/Coreutica;EUROPA UE;Germania;F;20
2017-2018;Area Musicale/Coreutica;EUROPA UE;Germania;M;12
2017-2018;Area Musicale/Coreutica;EUROPA UE;Grecia;F;7
2017-2018;Area Musicale/Coreutica;EUROPA UE;Grecia;M;7
2017-2018;Area Musicale/Coreutica;EUROPA UE;Irlanda;F;1
2017-2018;Area Musicale/Coreutica;EUROPA UE;Irlanda;M;1
2017-2018;Area Musicale/Coreutica;EUROPA UE;Lettonia;F;9
2017-2018;Area Musicale/Coreutica;EUROPA UE;Lettonia;M;2
2017-2018;Area Musicale/Coreutica;EUROPA UE;Lituania;M;1
2017-2018;Area Musicale/Coreutica;EUROPA UE;Lituania;F;8
2017-2018;Area Musicale/Coreutica;EUROPA UE;Malta;M;1
2017-2018;Area Musicale/Coreutica;EUROPA UE;Malta;F;1
2017-2018;Area Musicale/Coreutica;EUROPA UE;Paesi Bassi - Olanda;F;7
2017-2018;Area Musicale/Coreutica;EUROPA UE;Paesi Bassi - Olanda;M;1
2017-2018;Area Musicale/Coreutica;EUROPA UE;Polonia;F;24
2017-2018;Area Musicale/Coreutica;EUROPA UE;Polonia;M;7
2017-2018;Area Musicale/Coreutica;EUROPA UE;Regno Unito;F;8
2017-2018;Area Musicale/Coreutica;EUROPA UE;Regno Unito;M;5
2017-2018;Area Musicale/Coreutica;EUROPA UE;Repubblica Ceca;F;4
2017-2018;Area Musicale/Coreutica;EUROPA UE;Repubblica Ceca;M;1
2017-2018;Area Musicale/Coreutica;EUROPA UE;Romania;F;30
2017-2018;Area Musicale/Coreutica;EUROPA UE;Romania;M;15
2017-2018;Area Musicale/Coreutica;EUROPA UE;Slovacchia;F;3
2017-2018;Area Musicale/Coreutica;EUROPA UE;Slovacchia;M;1
2017-2018;Area Musicale/Coreutica;EUROPA UE;Slovenia;M;9
2017-2018;Area Musicale/Coreutica;EUROPA UE;Slovenia;F;8
2017-2018;Area Musicale/Coreutica;EUROPA UE;Spagna;F;24
2017-2018;Area Musicale/Coreutica;EUROPA UE;Spagna;M;25
2017-2018;Area Musicale/Coreutica;EUROPA UE;Svezia;F;1
2017-2018;Area Musicale/Coreutica;EUROPA UE;Svezia;M;1
2017-2018;Area Musicale/Coreutica;EUROPA UE;Ungheria;F;12
2017-2018;Area Musicale/Coreutica;EUROPA UE;Ungheria;M;6
2017-2018;Area Musicale/Coreutica;NORD AMERICA;Canada;F;2
2017-2018;Area Musicale/Coreutica;NORD AMERICA;Canada;M;1
2017-2018;Area Musicale/Coreutica;NORD AMERICA;Costa Rica;M;2
2017-2018;Area Musicale/Coreutica;NORD AMERICA;Costa Rica;F;1
2017-2018;Area Musicale/Coreutica;NORD AMERICA;Cuba;M;2
2017-2018;Area Musicale/Coreutica;NORD AMERICA;Cuba;F;5
2017-2018;Area Musicale/Coreutica;NORD AMERICA;El Salvador;M;1
2017-2018;Area Musicale/Coreutica;NORD AMERICA;Guatemala;F;2
2017-2018;Area Musicale/Coreutica;NORD AMERICA;Honduras;M;2
2017-2018;Area Musicale/Coreutica;NORD AMERICA;Messico;F;27
2017-2018;Area Musicale/Coreutica;NORD AMERICA;Messico;M;32
2017-2018;Area Musicale/Coreutica;NORD AMERICA;Nicaragua;F;1
2017-2018;Area Musicale/Coreutica;NORD AMERICA;Panama;M;9
2017-2018;Area Musicale/Coreutica;NORD AMERICA;Repubblica Dominicana;M;1
2017-2018;Area Musicale/Coreutica;NORD AMERICA;Stati Uniti di America;M;9
2017-2018;Area Musicale/Coreutica;NORD AMERICA;Stati Uniti di America;F;8
2017-2018;Area Musicale/Coreutica;OCEANIA;Australia;F;1
2017-2018;Area Musicale/Coreutica;SUD AMERICA;Argentina;M;5
2017-2018;Area Musicale/Coreutica;SUD AMERICA;Argentina;F;16
2017-2018;Area Musicale/Coreutica;SUD AMERICA;Bolivia;F;3
2017-2018;Area Musicale/Coreutica;SUD AMERICA;Brasile;F;6
2017-2018;Area Musicale/Coreutica;SUD AMERICA;Brasile;M;19
2017-2018;Area Musicale/Coreutica;SUD AMERICA;Cile;F;3
2017-2018;Area Musicale/Coreutica;SUD AMERICA;Cile;M;5
2017-2018;Area Musicale/Coreutica;SUD AMERICA;Colombia;F;10
2017-2018;Area Musicale/Coreutica;SUD AMERICA;Colombia;M;9
2017-2018;Area Musicale/Coreutica;SUD AMERICA;Ecuador;F;4
2017-2018;Area Musicale/Coreutica;SUD AMERICA;Ecuador;M;6
2017-2018;Area Musicale/Coreutica;SUD AMERICA;Paraguay;F;2
2017-2018;Area Musicale/Coreutica;SUD AMERICA;Paraguay;M;2
2017-2018;Area Musicale/Coreutica;SUD AMERICA;Perù;F;5
2017-2018;Area Musicale/Coreutica;SUD AMERICA;Perù;M;4
2017-2018;Area Musicale/Coreutica;SUD AMERICA;Uruguay;F;1
2017-2018;Area Musicale/Coreutica;SUD AMERICA;Venezuela;F;11
2017-2018;Area Musicale/Coreutica;SUD AMERICA;Venezuela;M;11
2016-2017;Area Artistica;AFRICA;Algeria;F;1
2016-2017;Area Artistica;AFRICA;Algeria;M;1
2016-2017;Area Artistica;AFRICA;Angola;F;1
2016-2017;Area Artistica;AFRICA;Benin;F;1
2016-2017;Area Artistica;AFRICA;Burkina Faso;M;1
2016-2017;Area Artistica;AFRICA;Camerun;M;4
2016-2017;Area Artistica;AFRICA;Camerun;F;3
2016-2017;Area Artistica;AFRICA;Congo;M;1
2016-2017;Area Artistica;AFRICA;Costa d Avorio;M;1
2016-2017;Area Artistica;AFRICA;Costa d Avorio;F;1
2016-2017;Area Artistica;AFRICA;Egitto;F;14
2016-2017;Area Artistica;AFRICA;Egitto;M;10
2016-2017;Area Artistica;AFRICA;Eritrea;F;2
2016-2017;Area Artistica;AFRICA;Etiopia;F;1
2016-2017;Area Artistica;AFRICA;Etiopia;M;3
2016-2017;Area Artistica;AFRICA;Ghana;F;1
2016-2017;Area Artistica;AFRICA;Ghana;M;1
2016-2017;Area Artistica;AFRICA;Kenya;F;2
2016-2017;Area Artistica;AFRICA;Libia;M;4
2016-2017;Area Artistica;AFRICA;Libia;F;2
2016-2017;Area Artistica;AFRICA;Madagascar;M;1
2016-2017;Area Artistica;AFRICA;Madagascar;F;1
2016-2017;Area Artistica;AFRICA;Marocco;F;13
2016-2017;Area Artistica;AFRICA;Marocco;M;15
2016-2017;Area Artistica;AFRICA;Mauritius;F;1
2016-2017;Area Artistica;AFRICA;Mozambico;F;1
2016-2017;Area Artistica;AFRICA;Nigeria;F;3
2016-2017;Area Artistica;AFRICA;Nigeria;M;1
2016-2017;Area Artistica;AFRICA;Repubblica Democratica del Congo (ex Zaire);M;1
2016-2017;Area Artistica;AFRICA;Senegal;F;1
2016-2017;Area Artistica;AFRICA;Senegal;M;1
2016-2017;Area Artistica;AFRICA;Sud Africa;M;5
2016-2017;Area Artistica;AFRICA;Sud Africa;F;3
2016-2017;Area Artistica;AFRICA;Tunisia;F;2
2016-2017;Area Artistica;AFRICA;Tunisia;M;3
2016-2017;Area Artistica;ASIA;Afghanistan;M;2
2016-2017;Area Artistica;ASIA;Arabia Saudita;F;3
2016-2017;Area Artistica;ASIA;Arabia Saudita;M;1
2016-2017;Area Artistica;ASIA;Armenia;F;4
2016-2017;Area Artistica;ASIA;Armenia;M;2
2016-2017;Area Artistica;ASIA;Azerbaigian;F;6
2016-2017;Area Artistica;ASIA;Azerbaigian;M;2
2016-2017;Area Artistica;ASIA;Bangladesh;F;1
2016-2017;Area Artistica;ASIA;Cambogia;F;1
2016-2017;Area Artistica;ASIA;Cambogia;M;1
2016-2017;Area Artistica;ASIA;Cina;F;3715
2016-2017;Area Artistica;ASIA;Cina;M;2057
2016-2017;Area Artistica;ASIA;Corea del Nord;F;1
2016-2017;Area Artistica;ASIA;Corea del Sud;F;79
2016-2017;Area Artistica;ASIA;Corea del Sud;M;31
2016-2017;Area Artistica;ASIA;Emirati Arabi Uniti;M;1
2016-2017;Area Artistica;ASIA;Filippine;F;9
2016-2017;Area Artistica;ASIA;Filippine;M;13
2016-2017;Area Artistica;ASIA;Georgia;F;6
2016-2017;Area Artistica;ASIA;Georgia;M;2
2016-2017;Area Artistica;ASIA;Giappone;F;28
2016-2017;Area Artistica;ASIA;Giappone;M;6
2016-2017;Area Artistica;ASIA;Giordania;F;3
2016-2017;Area Artistica;ASIA;Hong Kong (Cina);M;1
2016-2017;Area Artistica;ASIA;India;F;117
2016-2017;Area Artistica;ASIA;India;M;51
2016-2017;Area Artistica;ASIA;Indonesia;F;17
2016-2017;Area Artistica;ASIA;Indonesia;M;6
2016-2017;Area Artistica;ASIA;Iran;F;379
2016-2017;Area Artistica;ASIA;Iran;M;118
2016-2017;Area Artistica;ASIA;Iraq;M;4
2016-2017;Area Artistica;ASIA;Israele;F;11
2016-2017;Area Artistica;ASIA;Israele;M;3
2016-2017;Area Artistica;ASIA;Kazakistan;F;7
2016-2017;Area Artistica;ASIA;Libano;F;19
2016-2017;Area Artistica;ASIA;Libano;M;8
2016-2017;Area Artistica;ASIA;Malaysia;M;3
2016-2017;Area Artistica;ASIA;Mongolia;M;5
2016-2017;Area Artistica;ASIA;Mongolia;F;14
2016-2017;Area Artistica;ASIA;Nepal;F;1
2016-2017;Area Artistica;ASIA;Pakistan;F;1
2016-2017;Area Artistica;ASIA;Pakistan;M;3
2016-2017;Area Artistica;ASIA;Palestina;M;1
2016-2017;Area Artistica;ASIA;Siria;F;7
2016-2017;Area Artistica;ASIA;Siria;M;2
2016-2017;Area Artistica;ASIA;Sri Lanka;M;3
2016-2017;Area Artistica;ASIA;Taiwan;F;26
2016-2017;Area Artistica;ASIA;Taiwan;M;10
2016-2017;Area Artistica;ASIA;Thailandia;F;25
2016-2017;Area Artistica;ASIA;Thailandia;M;15
2016-2017;Area Artistica;ASIA;Uzbekistan;F;2
2016-2017;Area Artistica;ASIA;Vietnam;F;5
2016-2017;Area Artistica;ASIA;Vietnam;M;6
2016-2017;Area Artistica;EUROPA extra UE;Albania;F;78
2016-2017;Area Artistica;EUROPA extra UE;Albania;M;57
2016-2017;Area Artistica;EUROPA extra UE;Bielorussia;F;11
2016-2017;Area Artistica;EUROPA extra UE;Bielorussia;M;4
2016-2017;Area Artistica;EUROPA extra UE;Bosnia-Erzegovina;M;3
2016-2017;Area Artistica;EUROPA extra UE;Federazione Russa;F;136
2016-2017;Area Artistica;EUROPA extra UE;Federazione Russa;M;30
2016-2017;Area Artistica;EUROPA extra UE;Islanda;M;3
2016-2017;Area Artistica;EUROPA extra UE;Islanda;F;6
2016-2017;Area Artistica;EUROPA extra UE;Kosovo;M;1
2016-2017;Area Artistica;EUROPA extra UE;Kosovo;F;4
2016-2017;Area Artistica;EUROPA extra UE;Macedonia del Nord;F;8
2016-2017;Area Artistica;EUROPA extra UE;Macedonia del Nord;M;5
2016-2017;Area Artistica;EUROPA extra UE;Moldavia;F;47
2016-2017;Area Artistica;EUROPA extra UE;Moldavia;M;8
2016-2017;Area Artistica;EUROPA extra UE;Monaco;F;2
2016-2017;Area Artistica;EUROPA extra UE;Montenegro;F;6
2016-2017;Area Artistica;EUROPA extra UE;Montenegro;M;1
2016-2017;Area Artistica;EUROPA extra UE;Norvegia;F;26
2016-2017;Area Artistica;EUROPA extra UE;Norvegia;M;4
2016-2017;Area Artistica;EUROPA extra UE;San Marino;M;8
2016-2017;Area Artistica;EUROPA extra UE;San Marino;F;10
2016-2017;Area Artistica;EUROPA extra UE;Serbia;F;17
2016-2017;Area Artistica;EUROPA extra UE;Serbia;M;6
2016-2017;Area Artistica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);F;9
2016-2017;Area Artistica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);M;1
2016-2017;Area Artistica;EUROPA extra UE;Svizzera;F;83
2016-2017;Area Artistica;EUROPA extra UE;Svizzera;M;27
2016-2017;Area Artistica;EUROPA extra UE;Turchia;F;163
2016-2017;Area Artistica;EUROPA extra UE;Turchia;M;57
2016-2017;Area Artistica;EUROPA extra UE;Ucraina;F;79
2016-2017;Area Artistica;EUROPA extra UE;Ucraina;M;18
2016-2017;Area Artistica;EUROPA UE;Austria;F;8
2016-2017;Area Artistica;EUROPA UE;Austria;M;2
2016-2017;Area Artistica;EUROPA UE;Belgio;F;8
2016-2017;Area Artistica;EUROPA UE;Belgio;M;5
2016-2017;Area Artistica;EUROPA UE;Bulgaria;F;75
2016-2017;Area Artistica;EUROPA UE;Bulgaria;M;23
2016-2017;Area Artistica;EUROPA UE;Cipro;F;24
2016-2017;Area Artistica;EUROPA UE;Cipro;M;11
2016-2017;Area Artistica;EUROPA UE;Croazia;F;22
2016-2017;Area Artistica;EUROPA UE;Croazia;M;5
2016-2017;Area Artistica;EUROPA UE;Danimarca;F;3
2016-2017;Area Artistica;EUROPA UE;Danimarca;M;2
2016-2017;Area Artistica;EUROPA UE;Estonia;F;2
2016-2017;Area Artistica;EUROPA UE;Finlandia;M;3
2016-2017;Area Artistica;EUROPA UE;Finlandia;F;7
2016-2017;Area Artistica;EUROPA UE;Francia;F;43
2016-2017;Area Artistica;EUROPA UE;Francia;M;18
2016-2017;Area Artistica;EUROPA UE;Germania;F;52
2016-2017;Area Artistica;EUROPA UE;Germania;M;16
2016-2017;Area Artistica;EUROPA UE;Grecia;F;25
2016-2017;Area Artistica;EUROPA UE;Grecia;M;14
2016-2017;Area Artistica;EUROPA UE;Irlanda;M;1
2016-2017;Area Artistica;EUROPA UE;Lettonia;F;4
2016-2017;Area Artistica;EUROPA UE;Lettonia;M;4
2016-2017;Area Artistica;EUROPA UE;Lituania;F;8
2016-2017;Area Artistica;EUROPA UE;Lussemburgo;F;1
2016-2017;Area Artistica;EUROPA UE;Lussemburgo;M;1
