ANNO_ACCADEMICO;TIPO_ISTITUTO;AREA ISTITUTO;NOME_ISTITUTO;COMUNE_SEDE;COD_ISTITUTO;REGIONE_ISTITUTO;AREA_CORSO;TIPO_CORSO;SCUOLA_AGGREGAZIONE;CLASSE;CORSO;GENERE;ISCR_STRANIERI
2024-2025;Accademia di Belle Arti statale;Area Artistica;Ligustica;GENOVA;54188;LIGURIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA;M;2
2024-2025;Accademia di Belle Arti statale;Area Artistica;Ligustica;GENOVA;54188;LIGURIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA;F;10
2024-2025;Accademia di Belle Arti statale;Area Artistica;Ligustica;GENOVA;54188;LIGURIA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;SCULTURA;F;3
2024-2025;Accademia di Belle Arti statale;Area Artistica;Ligustica;GENOVA;54188;LIGURIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;DIDATTICA DELL'ARTE;F;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;Ligustica;GENOVA;54188;LIGURIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;DIDATTICA DELL'ARTE;M;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;Ligustica;GENOVA;54188;LIGURIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;NUOVE TECNOLOGIE DELL'ARTE;F;6
2024-2025;Accademia di Belle Arti statale;Area Artistica;Ligustica;GENOVA;54188;LIGURIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;NUOVE TECNOLOGIE DELL'ARTE;M;5
2024-2025;Accademia di Belle Arti statale;Area Artistica;Ligustica;GENOVA;54188;LIGURIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;GRAPHIC DESIGN;F;11
2024-2025;Accademia di Belle Arti statale;Area Artistica;Ligustica;GENOVA;54188;LIGURIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;GRAPHIC DESIGN;M;5
2024-2025;Accademia di Belle Arti statale;Area Artistica;Ligustica;GENOVA;54188;LIGURIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA;M;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;Ligustica;GENOVA;54188;LIGURIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA;F;2
2024-2025;Accademia di Belle Arti statale;Area Artistica;Ligustica;GENOVA;54188;LIGURIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;FOTOGRAFIA;M;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;Ligustica;GENOVA;54188;LIGURIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;ILLUSTRAZIONE;F;4
2024-2025;Accademia di Belle Arti statale;Area Artistica;Ligustica;GENOVA;54188;LIGURIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;ILLUSTRAZIONE;M;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;Ligustica;GENOVA;54188;LIGURIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;WEB DESIGN;M;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;Ligustica;GENOVA;54188;LIGURIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;WEB DESIGN;F;8
2024-2025;Accademia di Belle Arti statale;Area Artistica;Ligustica;GENOVA;54188;LIGURIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA;F;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;Ligustica;GENOVA;54188;LIGURIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA - Costume per lo spettacolo;F;2
2024-2025;Accademia di Belle Arti statale;Area Artistica;Mario Sironi;SASSARI;7240 ;SARDEGNA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA;F;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;Mario Sironi;SASSARI;7240 ;SARDEGNA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA;M;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;Mario Sironi;SASSARI;7240 ;SARDEGNA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 2L;DIDATTICA DELL'ARTE;DASL10;DIDATTICA DEI TERRITORI E COMUNICAZIONE GLOBALE;F;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;Mario Sironi;SASSARI;7240 ;SARDEGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DAPL11;ARTE DEL CINEMA E TECNOLOGIE DELL'AUDIOVISIVO;F;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;Mario Sironi;SASSARI;7240 ;SARDEGNA;Progettazione e arti applicate;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;RESTAURO;DASLQ01;"RESTAURO - ciclo unico abilitante alla professione di ""Restauratore di beni culturali""";M;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA E ILLUSTRAZIONE D'ARTE;F;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;ILLUSTRAZIONE E LINGUAGGI DEL FUMETTO;F;2
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;M;13
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;F;26
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;SCULTURA;F;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;SCULTURA;M;3
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;ARTI VISIVE E DISCIPLINE DELLO SPETTACOLO - Pittura;F;6
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;ARTI VISIVE E DISCIPLINE DELLO SPETTACOLO - Pittura;M;2
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;ARTI VISIVE E DISCIPLINE DELLO SPETTACOLO - Scultura;M;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;ARTI VISIVE E DISCIPLINE DELLO SPETTACOLO - Scultura;F;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DAPL11;CINEMA E AUDIOVISIVO;M;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;FOTOGRAFIA, VIDEO E SOCIAL MEDIA PER LE ARTI;F;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;FOTOGRAFIA, VIDEO E SOCIAL MEDIA PER LE ARTI;M;4
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;CHARACTER DESIGN E GAMING;F;2
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;CHARACTER DESIGN E GAMING;M;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;DESIGN;F;20
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;DESIGN;M;26
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FASHION DESIGN;F;21
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FASHION DESIGN;M;5
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;GRAPHIC DESIGN;M;4
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;GRAPHIC DESIGN;F;3
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;PRODUCT DESIGN SOSTENIBILE;F;7
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;PRODUCT DESIGN SOSTENIBILE;M;3
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA;F;10
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA;M;6
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;BRAND DESIGN TERRITORIALE;F;14
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;BRAND DESIGN TERRITORIALE;M;4
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;PRODUCT DESIGN - Progettazione sostenibile;F;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;PRODUCT DESIGN - Progettazione sostenibile;M;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;ARTI VISIVE E DISCIPLINE DELLO SPETTACOLO - Scenografia;F;4
2024-2025;Accademia di Belle Arti statale;Area Artistica;Pietro Vannucci;PERUGIA;54186;UMBRIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;ARTI VISIVE E DISCIPLINE DELLO SPETTACOLO - Scenografia;M;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;Politecnico delle Arti Gaetano Donizetti - Giacomo Carrara di BERGAMO (area artistica);BERGAMO;59090;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;F;11
2024-2025;Accademia di Belle Arti statale;Area Artistica;Politecnico delle Arti Gaetano Donizetti - Giacomo Carrara di BERGAMO (area artistica);BERGAMO;59090;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;M;2
2024-2025;Accademia di Belle Arti statale;Area Artistica;Politecnico delle Arti Gaetano Donizetti - Giacomo Carrara di BERGAMO (area artistica);BERGAMO;59090;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA;F;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;Politecnico delle Arti Gaetano Donizetti - Giacomo Carrara di BERGAMO (area artistica);BERGAMO;59090;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;MULTIMEDIA;F;3
2024-2025;Accademia di Belle Arti statale;Area Artistica;Politecnico delle Arti Gaetano Donizetti - Giacomo Carrara di BERGAMO (area artistica);BERGAMO;59090;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;MULTIMEDIA;M;2
2024-2025;Accademia di Belle Arti statale;Area Artistica;Politecnico delle Arti Gaetano Donizetti - Giacomo Carrara di BERGAMO (area artistica);BERGAMO;59090;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;DESIGN DELLA COMUNICAZIONE VISIVA;F;1
2024-2025;Accademia di Belle Arti statale;Area Artistica;Politecnico delle Arti Gaetano Donizetti - Giacomo Carrara di BERGAMO (area artistica);BERGAMO;59090;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;NUOVE TECNOLOGIE PER L’ARTE;DASL08;AUDIOVISIVI E MULTIMEDIA;F;1
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti ACME di MILANO;MILANO;7308 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA;F;3
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti ACME di MILANO;MILANO;7308 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA;M;1
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti ACME di MILANO;MILANO;7308 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;F;2
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti ACME di MILANO;MILANO;7308 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;M;4
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti ACME di MILANO;MILANO;7308 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA PER SISTEMI MULTIMEDIALI INTERATTIVI;F;3
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti ACME di MILANO;MILANO;7308 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA PER SISTEMI MULTIMEDIALI INTERATTIVI;M;3
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti ACME di MILANO;MILANO;7308 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA E TECNICHE ESPRESSIVE CONTEMPORANEE;F;6
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti ACME di MILANO;MILANO;7308 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA E TECNICHE ESPRESSIVE CONTEMPORANEE;M;1
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti ACME di MILANO;MILANO;7308 ;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 2L;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;DASL09;INNOVAZIONI DIGITALI PER LA VALORIZZAZIONE DELL'ARTE E DELLA CULTURA;F;1
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti ACME di MILANO;MILANO;7308 ;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;NUOVE TECNOLOGIE DELL'ARTE;F;6
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti ACME di MILANO;MILANO;7308 ;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;NUOVE TECNOLOGIE DELL'ARTE;M;5
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti ACME di MILANO;MILANO;7308 ;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;PROGETTAZIONE ARTISTICA PER L'IMPRESA;M;9
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti ACME di MILANO;MILANO;7308 ;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;PROGETTAZIONE ARTISTICA PER L'IMPRESA;F;12
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti ACME di MILANO;MILANO;7308 ;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA;F;5
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti ACME di MILANO;MILANO;7308 ;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA;M;6
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti ACME di MILANO;MILANO;7308 ;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA VIRTUALE PER IL CINEMA E I NUOVI MEDIA;F;3
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti Aldo Galli di COMO;COMO;7231 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA - Linguaggi visivi;F;1
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti Aldo Galli di COMO;COMO;7231 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PAINTING AND DIGITAL ART;F;4
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti Aldo Galli di COMO;COMO;7231 ;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PAINTING AND DIGITAL ART;M;1
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti Aldo Galli di COMO;COMO;7231 ;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FASHION AND TEXTILE DESIGN;F;1
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti Aldo Galli di COMO;COMO;7231 ;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;RESTAURO;DASLQ01;"RESTAURO - ciclo unico abilitante alla professione di ""Restauratore di beni culturali""";F;3
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti Aldo Galli di COMO;COMO;7231 ;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;RESTAURO;DASLQ01;"RESTAURO - ciclo unico abilitante alla professione di ""Restauratore di beni culturali""";M;1
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti Aldo Galli di COMO;COMO;7231 ;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico di Perfezionamento/Master I liv.;DISCIPLINE ARTISTICHE;Master 1L;TEXTILE DESIGN - Product Research Sustainability;F;7
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti Aldo Galli di COMO;COMO;7231 ;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico di Perfezionamento/Master I liv.;DISCIPLINE ARTISTICHE;Master 1L;TEXTILE DESIGN - Product Research Sustainability;M;1
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti di CUNEO;CUNEO;7336 ;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA;F;15
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti di CUNEO;CUNEO;7336 ;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA;M;5
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti di CUNEO;CUNEO;7336 ;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;F;20
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti di CUNEO;CUNEO;7336 ;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;M;10
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti di CUNEO;CUNEO;7336 ;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA;F;4
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti di CUNEO;CUNEO;7336 ;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA;M;6
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti di CUNEO;CUNEO;7336 ;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA;M;4
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti di CUNEO;CUNEO;7336 ;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA;F;6
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti di CUNEO;CUNEO;7336 ;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;NUOVE TECNOLOGIE DELL'ARTE;F;15
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti di CUNEO;CUNEO;7336 ;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;NUOVE TECNOLOGIE DELL'ARTE;M;30
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti di CUNEO;CUNEO;7336 ;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;DESIGN;F;50
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti di CUNEO;CUNEO;7336 ;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;DESIGN;M;20
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti di CUNEO;CUNEO;7336 ;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;NUOVE TECNOLOGIE PER L’ARTE;DASL08;NUOVE TECNOLOGIE DELL'ARTE;M;3
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti di CUNEO;CUNEO;7336 ;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;NUOVE TECNOLOGIE PER L’ARTE;DASL08;NUOVE TECNOLOGIE DELL'ARTE;F;5
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti di CUNEO;CUNEO;7336 ;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;DESIGN;M;5
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti di CUNEO;CUNEO;7336 ;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;DESIGN;F;4
2024-2025;Accademia Legalmente Riconosciuta;Area Artistica;Accademia di Belle Arti di CUNEO;CUNEO;7336 ;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;FASHION DESIGN;F;3
