ANNO_ACCADEMICO;AREA_ISTITUTO;CONTINENTE;PROVENIENZA;GENERE;ISCR_STRANIERI
2023-2024;Area Artistica;AFRICA;Gambia;M;1
2023-2024;Area Artistica;AFRICA;Ghana;F;1
2023-2024;Area Artistica;AFRICA;Ghana;M;2
2023-2024;Area Artistica;AFRICA;Guinea;F;1
2023-2024;Area Artistica;AFRICA;Guinea Equatoriale;F;1
2023-2024;Area Artistica;AFRICA;Kenya;M;2
2023-2024;Area Artistica;AFRICA;Kenya;F;3
2023-2024;Area Artistica;AFRICA;Libia;F;2
2023-2024;Area Artistica;AFRICA;Libia;M;3
2023-2024;Area Artistica;AFRICA;Madagascar;F;1
2023-2024;Area Artistica;AFRICA;Madagascar;M;1
2023-2024;Area Artistica;AFRICA;Marocco;F;25
2023-2024;Area Artistica;AFRICA;Marocco;M;8
2023-2024;Area Artistica;AFRICA;Mauritius;F;1
2023-2024;Area Artistica;AFRICA;Mozambico;M;1
2023-2024;Area Artistica;AFRICA;Nigeria;M;4
2023-2024;Area Artistica;AFRICA;Nigeria;F;6
2023-2024;Area Artistica;AFRICA;Repubblica Democratica del Congo (ex Zaire);F;1
2023-2024;Area Artistica;AFRICA;Ruanda;F;1
2023-2024;Area Artistica;AFRICA;Senegal;F;4
2023-2024;Area Artistica;AFRICA;Senegal;M;1
2023-2024;Area Artistica;AFRICA;Somalia;M;1
2023-2024;Area Artistica;AFRICA;Sud Africa;F;3
2023-2024;Area Artistica;AFRICA;Sud Africa;M;3
2023-2024;Area Artistica;AFRICA;Tunisia;F;17
2023-2024;Area Artistica;AFRICA;Tunisia;M;5
2023-2024;Area Artistica;ASIA;Afghanistan;F;2
2023-2024;Area Artistica;ASIA;Afghanistan;M;2
2023-2024;Area Artistica;ASIA;Arabia Saudita;M;2
2023-2024;Area Artistica;ASIA;Armenia;F;13
2023-2024;Area Artistica;ASIA;Armenia;M;2
2023-2024;Area Artistica;ASIA;Azerbaigian;F;18
2023-2024;Area Artistica;ASIA;Azerbaigian;M;2
2023-2024;Area Artistica;ASIA;Bangladesh;F;3
2023-2024;Area Artistica;ASIA;Bangladesh;M;2
2023-2024;Area Artistica;ASIA;Cambogia;F;2
2023-2024;Area Artistica;ASIA;Cambogia;M;1
2023-2024;Area Artistica;ASIA;Cina;F;3131
2023-2024;Area Artistica;ASIA;Cina;M;1798
2023-2024;Area Artistica;ASIA;Corea del Nord;F;1
2023-2024;Area Artistica;ASIA;Corea del Sud;F;56
2023-2024;Area Artistica;ASIA;Corea del Sud;M;24
2023-2024;Area Artistica;ASIA;Emirati Arabi Uniti;F;7
2023-2024;Area Artistica;ASIA;Filippine;F;30
2023-2024;Area Artistica;ASIA;Filippine;M;22
2023-2024;Area Artistica;ASIA;Georgia;F;44
2023-2024;Area Artistica;ASIA;Georgia;M;8
2023-2024;Area Artistica;ASIA;Giappone;F;20
2023-2024;Area Artistica;ASIA;Giappone;M;6
2023-2024;Area Artistica;ASIA;Giordania;F;7
2023-2024;Area Artistica;ASIA;Hong Kong (Cina);F;2
2023-2024;Area Artistica;ASIA;Hong Kong (Cina);M;3
2023-2024;Area Artistica;ASIA;India;M;83
2023-2024;Area Artistica;ASIA;India;F;202
2023-2024;Area Artistica;ASIA;Indonesia;F;22
2023-2024;Area Artistica;ASIA;Indonesia;M;1
2023-2024;Area Artistica;ASIA;Iran;F;161
2023-2024;Area Artistica;ASIA;Iran;M;42
2023-2024;Area Artistica;ASIA;Iraq;F;1
2023-2024;Area Artistica;ASIA;Israele;F;48
2023-2024;Area Artistica;ASIA;Israele;M;18
2023-2024;Area Artistica;ASIA;Kazakistan;F;60
2023-2024;Area Artistica;ASIA;Kazakistan;M;11
2023-2024;Area Artistica;ASIA;Kirghizistan;F;9
2023-2024;Area Artistica;ASIA;Kirghizistan;M;1
2023-2024;Area Artistica;ASIA;Laos;F;1
2023-2024;Area Artistica;ASIA;Libano;F;23
2023-2024;Area Artistica;ASIA;Libano;M;6
2023-2024;Area Artistica;ASIA;Malaysia;F;2
2023-2024;Area Artistica;ASIA;Mongolia;F;32
2023-2024;Area Artistica;ASIA;Mongolia;M;4
2023-2024;Area Artistica;ASIA;Myanmar/Birmania;F;1
2023-2024;Area Artistica;ASIA;Nepal;F;1
2023-2024;Area Artistica;ASIA;Nepal;M;1
2023-2024;Area Artistica;ASIA;Oman;F;1
2023-2024;Area Artistica;ASIA;Pakistan;F;11
2023-2024;Area Artistica;ASIA;Pakistan;M;4
2023-2024;Area Artistica;ASIA;Palestina;F;3
2023-2024;Area Artistica;ASIA;Palestina;M;2
2023-2024;Area Artistica;ASIA;Singapore;F;3
2023-2024;Area Artistica;ASIA;Siria;F;5
2023-2024;Area Artistica;ASIA;Siria;M;5
2023-2024;Area Artistica;ASIA;Sri Lanka;F;8
2023-2024;Area Artistica;ASIA;Sri Lanka;M;3
2023-2024;Area Artistica;ASIA;Taiwan;F;62
2023-2024;Area Artistica;ASIA;Taiwan;M;21
2023-2024;Area Artistica;ASIA;Thailandia;F;42
2023-2024;Area Artistica;ASIA;Thailandia;M;12
2023-2024;Area Artistica;ASIA;Turkmenistan;F;2
2023-2024;Area Artistica;ASIA;Uzbekistan;F;9
2023-2024;Area Artistica;ASIA;Vietnam;F;16
2023-2024;Area Artistica;ASIA;Vietnam;M;8
2023-2024;Area Artistica;ASIA;Yemen;M;1
2023-2024;Area Artistica;EUROPA extra UE;Albania;M;49
2023-2024;Area Artistica;EUROPA extra UE;Albania;F;98
2023-2024;Area Artistica;EUROPA extra UE;Andorra;F;1
2023-2024;Area Artistica;EUROPA extra UE;Bielorussia;F;29
2023-2024;Area Artistica;EUROPA extra UE;Bielorussia;M;4
2023-2024;Area Artistica;EUROPA extra UE;Bosnia-Erzegovina;F;2
2023-2024;Area Artistica;EUROPA extra UE;Bosnia-Erzegovina;M;2
2023-2024;Area Artistica;EUROPA extra UE;Federazione Russa;F;245
2023-2024;Area Artistica;EUROPA extra UE;Federazione Russa;M;70
2023-2024;Area Artistica;EUROPA extra UE;Islanda;M;10
2023-2024;Area Artistica;EUROPA extra UE;Islanda;F;16
2023-2024;Area Artistica;EUROPA extra UE;Kosovo;F;6
2023-2024;Area Artistica;EUROPA extra UE;Kosovo;M;1
2023-2024;Area Artistica;EUROPA extra UE;Liechtenstein;F;1
2023-2024;Area Artistica;EUROPA extra UE;Macedonia del Nord;M;6
2023-2024;Area Artistica;EUROPA extra UE;Macedonia del Nord;F;27
2023-2024;Area Artistica;EUROPA extra UE;Moldavia;M;10
2023-2024;Area Artistica;EUROPA extra UE;Moldavia;F;51
2023-2024;Area Artistica;EUROPA extra UE;Monaco;F;3
2023-2024;Area Artistica;EUROPA extra UE;Montenegro;F;5
2023-2024;Area Artistica;EUROPA extra UE;Norvegia;F;52
2023-2024;Area Artistica;EUROPA extra UE;Norvegia;M;14
2023-2024;Area Artistica;EUROPA extra UE;San Marino;F;15
2023-2024;Area Artistica;EUROPA extra UE;San Marino;M;1
2023-2024;Area Artistica;EUROPA extra UE;Serbia;F;18
2023-2024;Area Artistica;EUROPA extra UE;Serbia;M;10
2023-2024;Area Artistica;EUROPA extra UE;Svizzera;F;97
2023-2024;Area Artistica;EUROPA extra UE;Svizzera;M;35
2023-2024;Area Artistica;EUROPA extra UE;Turchia;F;352
2023-2024;Area Artistica;EUROPA extra UE;Turchia;M;83
2023-2024;Area Artistica;EUROPA extra UE;Ucraina;F;128
2023-2024;Area Artistica;EUROPA extra UE;Ucraina;M;36
2023-2024;Area Artistica;EUROPA UE;Austria;F;22
2023-2024;Area Artistica;EUROPA UE;Austria;M;5
2023-2024;Area Artistica;EUROPA UE;Belgio;F;24
2023-2024;Area Artistica;EUROPA UE;Belgio;M;9
2023-2024;Area Artistica;EUROPA UE;Bulgaria;F;138
2023-2024;Area Artistica;EUROPA UE;Bulgaria;M;30
2023-2024;Area Artistica;EUROPA UE;Cipro;F;35
2023-2024;Area Artistica;EUROPA UE;Cipro;M;4
2023-2024;Area Artistica;EUROPA UE;Croazia;M;5
2023-2024;Area Artistica;EUROPA UE;Croazia;F;22
2023-2024;Area Artistica;EUROPA UE;Danimarca;F;11
2023-2024;Area Artistica;EUROPA UE;Danimarca;M;3
2023-2024;Area Artistica;EUROPA UE;Estonia;F;9
2023-2024;Area Artistica;EUROPA UE;Estonia;M;1
2023-2024;Area Artistica;EUROPA UE;Finlandia;F;12
2023-2024;Area Artistica;EUROPA UE;Finlandia;M;2
2023-2024;Area Artistica;EUROPA UE;Francia;F;91
2023-2024;Area Artistica;EUROPA UE;Francia;M;27
2023-2024;Area Artistica;EUROPA UE;Germania;F;110
2023-2024;Area Artistica;EUROPA UE;Germania;M;29
2023-2024;Area Artistica;EUROPA UE;Grecia;F;40
2023-2024;Area Artistica;EUROPA UE;Grecia;M;9
2023-2024;Area Artistica;EUROPA UE;Irlanda;F;9
2023-2024;Area Artistica;EUROPA UE;Irlanda;M;3
2023-2024;Area Artistica;EUROPA UE;Lettonia;F;10
2023-2024;Area Artistica;EUROPA UE;Lettonia;M;6
2023-2024;Area Artistica;EUROPA UE;Lituania;F;28
2023-2024;Area Artistica;EUROPA UE;Lituania;M;6
2023-2024;Area Artistica;EUROPA UE;Lussemburgo;M;4
2023-2024;Area Artistica;EUROPA UE;Lussemburgo;F;4
2023-2024;Area Artistica;EUROPA UE;Malta;M;1
2023-2024;Area Artistica;EUROPA UE;Malta;F;4
2023-2024;Area Artistica;EUROPA UE;Paesi Bassi - Olanda;F;21
2023-2024;Area Artistica;EUROPA UE;Paesi Bassi - Olanda;M;1
2023-2024;Area Artistica;EUROPA UE;Polonia;F;77
2023-2024;Area Artistica;EUROPA UE;Polonia;M;14
2023-2024;Area Artistica;EUROPA UE;Portogallo;M;13
2023-2024;Area Artistica;EUROPA UE;Portogallo;F;66
2023-2024;Area Artistica;EUROPA UE;Regno Unito;F;30
2023-2024;Area Artistica;EUROPA UE;Regno Unito;M;12
2023-2024;Area Artistica;EUROPA UE;Repubblica Ceca;F;19
2023-2024;Area Artistica;EUROPA UE;Repubblica Ceca;M;3
2023-2024;Area Artistica;EUROPA UE;Romania;F;312
2023-2024;Area Artistica;EUROPA UE;Romania;M;104
2023-2024;Area Artistica;EUROPA UE;Slovacchia;M;8
2023-2024;Area Artistica;EUROPA UE;Slovacchia;F;18
2023-2024;Area Artistica;EUROPA UE;Slovenia;M;2
2023-2024;Area Artistica;EUROPA UE;Slovenia;F;13
2023-2024;Area Artistica;EUROPA UE;Spagna;F;152
2023-2024;Area Artistica;EUROPA UE;Spagna;M;27
2023-2024;Area Artistica;EUROPA UE;Svezia;F;103
2023-2024;Area Artistica;EUROPA UE;Svezia;M;17
2023-2024;Area Artistica;EUROPA UE;Ungheria;M;1
2023-2024;Area Artistica;EUROPA UE;Ungheria;F;23
2023-2024;Area Artistica;NON DEFINITO;Stato non definito;F;1
2023-2024;Area Artistica;NORD AMERICA;Antigua e Barbuda;F;1
2023-2024;Area Artistica;NORD AMERICA;Belize;F;1
2023-2024;Area Artistica;NORD AMERICA;Canada;F;17
2023-2024;Area Artistica;NORD AMERICA;Canada;M;4
2023-2024;Area Artistica;NORD AMERICA;Costa Rica;F;8
2023-2024;Area Artistica;NORD AMERICA;Cuba;M;3
2023-2024;Area Artistica;NORD AMERICA;Cuba;F;6
2023-2024;Area Artistica;NORD AMERICA;Dominica;F;1
2023-2024;Area Artistica;NORD AMERICA;El Salvador;F;9
2023-2024;Area Artistica;NORD AMERICA;El Salvador;M;7
2023-2024;Area Artistica;NORD AMERICA;Giamaica;F;1
2023-2024;Area Artistica;NORD AMERICA;Giamaica;M;1
2023-2024;Area Artistica;NORD AMERICA;Guatemala;F;10
2023-2024;Area Artistica;NORD AMERICA;Guatemala;M;2
2023-2024;Area Artistica;NORD AMERICA;Honduras;F;8
2023-2024;Area Artistica;NORD AMERICA;Honduras;M;1
2023-2024;Area Artistica;NORD AMERICA;Messico;M;28
2023-2024;Area Artistica;NORD AMERICA;Messico;F;124
2023-2024;Area Artistica;NORD AMERICA;Nicaragua;F;1
2023-2024;Area Artistica;NORD AMERICA;Nicaragua;M;1
2023-2024;Area Artistica;NORD AMERICA;Panama;F;12
2023-2024;Area Artistica;NORD AMERICA;Panama;M;1
2023-2024;Area Artistica;NORD AMERICA;Repubblica Dominicana;F;30
2023-2024;Area Artistica;NORD AMERICA;Repubblica Dominicana;M;11
2023-2024;Area Artistica;NORD AMERICA;Saint Kitts e Nevis;F;1
2023-2024;Area Artistica;NORD AMERICA;Stati Uniti di America;F;118
2023-2024;Area Artistica;NORD AMERICA;Stati Uniti di America;M;24
2023-2024;Area Artistica;OCEANIA;Australia;F;4
2023-2024;Area Artistica;OCEANIA;Australia;M;1
2023-2024;Area Artistica;OCEANIA;Figi;F;1
2023-2024;Area Artistica;SUD AMERICA;Argentina;F;26
2023-2024;Area Artistica;SUD AMERICA;Argentina;M;13
2023-2024;Area Artistica;SUD AMERICA;Bolivia;F;19
2023-2024;Area Artistica;SUD AMERICA;Bolivia;M;5
2023-2024;Area Artistica;SUD AMERICA;Brasile;F;108
2023-2024;Area Artistica;SUD AMERICA;Brasile;M;19
2023-2024;Area Artistica;SUD AMERICA;Cile;M;4
2023-2024;Area Artistica;SUD AMERICA;Cile;F;13
2023-2024;Area Artistica;SUD AMERICA;Colombia;M;32
2023-2024;Area Artistica;SUD AMERICA;Colombia;F;67
2023-2024;Area Artistica;SUD AMERICA;Ecuador;F;33
2023-2024;Area Artistica;SUD AMERICA;Ecuador;M;18
2023-2024;Area Artistica;SUD AMERICA;Paraguay;F;1
2023-2024;Area Artistica;SUD AMERICA;Paraguay;M;1
2023-2024;Area Artistica;SUD AMERICA;Perù;M;28
2023-2024;Area Artistica;SUD AMERICA;Perù;F;85
2023-2024;Area Artistica;SUD AMERICA;Uruguay;F;3
2023-2024;Area Artistica;SUD AMERICA;Uruguay;M;2
2023-2024;Area Artistica;SUD AMERICA;Venezuela;F;15
2023-2024;Area Artistica;SUD AMERICA;Venezuela;M;8
2023-2024;Area Musicale/Coreutica;AFRICA;Algeria;M;2
2023-2024;Area Musicale/Coreutica;AFRICA;Congo;F;1
2023-2024;Area Musicale/Coreutica;AFRICA;Congo;M;1
2023-2024;Area Musicale/Coreutica;AFRICA;Costa d Avorio;M;1
2023-2024;Area Musicale/Coreutica;AFRICA;Egitto;M;2
2023-2024;Area Musicale/Coreutica;AFRICA;Egitto;F;1
2023-2024;Area Musicale/Coreutica;AFRICA;Marocco;M;2
2023-2024;Area Musicale/Coreutica;AFRICA;Mozambico;F;1
2023-2024;Area Musicale/Coreutica;AFRICA;Mozambico;M;4
2023-2024;Area Musicale/Coreutica;AFRICA;Nigeria;M;2
2023-2024;Area Musicale/Coreutica;AFRICA;Sud Africa;F;2
2023-2024;Area Musicale/Coreutica;AFRICA;Togo;M;1
2023-2024;Area Musicale/Coreutica;AFRICA;Tunisia;F;1
2023-2024;Area Musicale/Coreutica;AFRICA;Uganda;M;1
2023-2024;Area Musicale/Coreutica;ASIA;Afghanistan;F;1
2023-2024;Area Musicale/Coreutica;ASIA;Armenia;F;7
2023-2024;Area Musicale/Coreutica;ASIA;Armenia;M;1
2023-2024;Area Musicale/Coreutica;ASIA;Azerbaigian;F;1
2023-2024;Area Musicale/Coreutica;ASIA;Cambogia;F;1
2023-2024;Area Musicale/Coreutica;ASIA;Cina;M;942
2023-2024;Area Musicale/Coreutica;ASIA;Cina;F;1094
2023-2024;Area Musicale/Coreutica;ASIA;Corea del Nord;F;3
2023-2024;Area Musicale/Coreutica;ASIA;Corea del Sud;F;109
2023-2024;Area Musicale/Coreutica;ASIA;Corea del Sud;M;57
2023-2024;Area Musicale/Coreutica;ASIA;Filippine;F;1
2023-2024;Area Musicale/Coreutica;ASIA;Georgia;M;4
2023-2024;Area Musicale/Coreutica;ASIA;Georgia;F;12
2023-2024;Area Musicale/Coreutica;ASIA;Giappone;F;65
2023-2024;Area Musicale/Coreutica;ASIA;Giappone;M;17
2023-2024;Area Musicale/Coreutica;ASIA;Hong Kong (Cina);M;1
2023-2024;Area Musicale/Coreutica;ASIA;India;F;1
2023-2024;Area Musicale/Coreutica;ASIA;India;M;4
2023-2024;Area Musicale/Coreutica;ASIA;Indonesia;F;1
2023-2024;Area Musicale/Coreutica;ASIA;Iran;M;20
2023-2024;Area Musicale/Coreutica;ASIA;Iran;F;21
2023-2024;Area Musicale/Coreutica;ASIA;Iraq;M;2
2023-2024;Area Musicale/Coreutica;ASIA;Israele;F;10
2023-2024;Area Musicale/Coreutica;ASIA;Israele;M;4
2023-2024;Area Musicale/Coreutica;ASIA;Kazakistan;F;14
2023-2024;Area Musicale/Coreutica;ASIA;Kazakistan;M;12
2023-2024;Area Musicale/Coreutica;ASIA;Kirghizistan;F;2
2023-2024;Area Musicale/Coreutica;ASIA;Libano;F;1
2023-2024;Area Musicale/Coreutica;ASIA;Libano;M;3
2023-2024;Area Musicale/Coreutica;ASIA;Malaysia;M;2
2023-2024;Area Musicale/Coreutica;ASIA;Mongolia;F;5
2023-2024;Area Musicale/Coreutica;ASIA;Mongolia;M;1
2023-2024;Area Musicale/Coreutica;ASIA;Nepal;M;2
2023-2024;Area Musicale/Coreutica;ASIA;Taiwan;F;4
2023-2024;Area Musicale/Coreutica;ASIA;Vietnam;M;1
2023-2024;Area Musicale/Coreutica;ASIA;Vietnam;F;1
2023-2024;Area Musicale/Coreutica;EUROPA extra UE;Albania;M;28
2023-2024;Area Musicale/Coreutica;EUROPA extra UE;Albania;F;31
2023-2024;Area Musicale/Coreutica;EUROPA extra UE;Bielorussia;F;15
2023-2024;Area Musicale/Coreutica;EUROPA extra UE;Bielorussia;M;4
2023-2024;Area Musicale/Coreutica;EUROPA extra UE;Bosnia-Erzegovina;F;10
2023-2024;Area Musicale/Coreutica;EUROPA extra UE;Bosnia-Erzegovina;M;2
2023-2024;Area Musicale/Coreutica;EUROPA extra UE;Federazione Russa;M;30
2023-2024;Area Musicale/Coreutica;EUROPA extra UE;Federazione Russa;F;73
2023-2024;Area Musicale/Coreutica;EUROPA extra UE;Kosovo;F;1
2023-2024;Area Musicale/Coreutica;EUROPA extra UE;Macedonia del Nord;M;5
2023-2024;Area Musicale/Coreutica;EUROPA extra UE;Macedonia del Nord;F;11
2023-2024;Area Musicale/Coreutica;EUROPA extra UE;Moldavia;F;9
2023-2024;Area Musicale/Coreutica;EUROPA extra UE;Moldavia;M;6
2023-2024;Area Musicale/Coreutica;EUROPA extra UE;Monaco;M;2
2023-2024;Area Musicale/Coreutica;EUROPA extra UE;Montenegro;M;5
2023-2024;Area Musicale/Coreutica;EUROPA extra UE;Montenegro;F;15
2023-2024;Area Musicale/Coreutica;EUROPA extra UE;Norvegia;F;6
2023-2024;Area Musicale/Coreutica;EUROPA extra UE;San Marino;F;3
2023-2024;Area Musicale/Coreutica;EUROPA extra UE;San Marino;M;11
2023-2024;Area Musicale/Coreutica;EUROPA extra UE;Serbia;F;22
2023-2024;Area Musicale/Coreutica;EUROPA extra UE;Serbia;M;9
2023-2024;Area Musicale/Coreutica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);F;1
2023-2024;Area Musicale/Coreutica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);M;2
2023-2024;Area Musicale/Coreutica;EUROPA extra UE;Svizzera;F;8
2023-2024;Area Musicale/Coreutica;EUROPA extra UE;Svizzera;M;1
2023-2024;Area Musicale/Coreutica;EUROPA extra UE;Turchia;M;18
2023-2024;Area Musicale/Coreutica;EUROPA extra UE;Turchia;F;32
2023-2024;Area Musicale/Coreutica;EUROPA extra UE;Ucraina;F;90
2023-2024;Area Musicale/Coreutica;EUROPA extra UE;Ucraina;M;33
2023-2024;Area Musicale/Coreutica;EUROPA UE;Austria;F;3
2023-2024;Area Musicale/Coreutica;EUROPA UE;Austria;M;4
2023-2024;Area Musicale/Coreutica;EUROPA UE;Belgio;F;1
2023-2024;Area Musicale/Coreutica;EUROPA UE;Belgio;M;2
2023-2024;Area Musicale/Coreutica;EUROPA UE;Bulgaria;F;8
2023-2024;Area Musicale/Coreutica;EUROPA UE;Bulgaria;M;7
2023-2024;Area Musicale/Coreutica;EUROPA UE;Cipro;F;1
2023-2024;Area Musicale/Coreutica;EUROPA UE;Cipro;M;1
2023-2024;Area Musicale/Coreutica;EUROPA UE;Croazia;F;20
2023-2024;Area Musicale/Coreutica;EUROPA UE;Croazia;M;22
2023-2024;Area Musicale/Coreutica;EUROPA UE;Danimarca;F;1
2023-2024;Area Musicale/Coreutica;EUROPA UE;Estonia;F;1
2023-2024;Area Musicale/Coreutica;EUROPA UE;Estonia;M;1
2023-2024;Area Musicale/Coreutica;EUROPA UE;Finlandia;F;1
2023-2024;Area Musicale/Coreutica;EUROPA UE;Finlandia;M;3
2023-2024;Area Musicale/Coreutica;EUROPA UE;Francia;F;17
2023-2024;Area Musicale/Coreutica;EUROPA UE;Francia;M;9
2023-2024;Area Musicale/Coreutica;EUROPA UE;Germania;M;16
2023-2024;Area Musicale/Coreutica;EUROPA UE;Germania;F;19
2023-2024;Area Musicale/Coreutica;EUROPA UE;Grecia;M;4
2023-2024;Area Musicale/Coreutica;EUROPA UE;Grecia;F;8
2023-2024;Area Musicale/Coreutica;EUROPA UE;Irlanda;F;2
2023-2024;Area Musicale/Coreutica;EUROPA UE;Irlanda;M;2
2023-2024;Area Musicale/Coreutica;EUROPA UE;Lettonia;M;2
2023-2024;Area Musicale/Coreutica;EUROPA UE;Lituania;F;3
2023-2024;Area Musicale/Coreutica;EUROPA UE;Lussemburgo;M;1
2023-2024;Area Musicale/Coreutica;EUROPA UE;Malta;F;1
2023-2024;Area Musicale/Coreutica;EUROPA UE;Malta;M;1
2023-2024;Area Musicale/Coreutica;EUROPA UE;Paesi Bassi - Olanda;F;3
2023-2024;Area Musicale/Coreutica;EUROPA UE;Paesi Bassi - Olanda;M;4
2023-2024;Area Musicale/Coreutica;EUROPA UE;Polonia;F;10
2023-2024;Area Musicale/Coreutica;EUROPA UE;Polonia;M;12
2023-2024;Area Musicale/Coreutica;EUROPA UE;Portogallo;M;5
2023-2024;Area Musicale/Coreutica;EUROPA UE;Portogallo;F;9
2023-2024;Area Musicale/Coreutica;EUROPA UE;Regno Unito;M;1
2023-2024;Area Musicale/Coreutica;EUROPA UE;Regno Unito;F;5
2023-2024;Area Musicale/Coreutica;EUROPA UE;Repubblica Ceca;M;1
2023-2024;Area Musicale/Coreutica;EUROPA UE;Romania;F;27
2023-2024;Area Musicale/Coreutica;EUROPA UE;Romania;M;23
2023-2024;Area Musicale/Coreutica;EUROPA UE;Slovacchia;F;5
2023-2024;Area Musicale/Coreutica;EUROPA UE;Slovacchia;M;1
2023-2024;Area Musicale/Coreutica;EUROPA UE;Slovenia;F;14
2023-2024;Area Musicale/Coreutica;EUROPA UE;Slovenia;M;21
2023-2024;Area Musicale/Coreutica;EUROPA UE;Spagna;M;20
2023-2024;Area Musicale/Coreutica;EUROPA UE;Spagna;F;28
2023-2024;Area Musicale/Coreutica;EUROPA UE;Ungheria;F;10
2023-2024;Area Musicale/Coreutica;EUROPA UE;Ungheria;M;3
2023-2024;Area Musicale/Coreutica;NON DEFINITO;_APOLIDE;F;9
2023-2024;Area Musicale/Coreutica;NON DEFINITO;_APOLIDE;M;5
2023-2024;Area Musicale/Coreutica;NORD AMERICA;Canada;M;1
2023-2024;Area Musicale/Coreutica;NORD AMERICA;Costa Rica;M;1
2023-2024;Area Musicale/Coreutica;NORD AMERICA;Costa Rica;F;1
2023-2024;Area Musicale/Coreutica;NORD AMERICA;Cuba;F;1
2023-2024;Area Musicale/Coreutica;NORD AMERICA;Cuba;M;3
2023-2024;Area Musicale/Coreutica;NORD AMERICA;El Salvador;M;1
2023-2024;Area Musicale/Coreutica;NORD AMERICA;Guatemala;F;1
2023-2024;Area Musicale/Coreutica;NORD AMERICA;Haiti;F;1
2023-2024;Area Musicale/Coreutica;NORD AMERICA;Honduras;F;1
2023-2024;Area Musicale/Coreutica;NORD AMERICA;Messico;F;14
2023-2024;Area Musicale/Coreutica;NORD AMERICA;Messico;M;20
2023-2024;Area Musicale/Coreutica;NORD AMERICA;Nicaragua;F;1
2023-2024;Area Musicale/Coreutica;NORD AMERICA;Panama;M;11
2023-2024;Area Musicale/Coreutica;NORD AMERICA;Repubblica Dominicana;M;1
2023-2024;Area Musicale/Coreutica;NORD AMERICA;Stati Uniti di America;M;10
2023-2024;Area Musicale/Coreutica;NORD AMERICA;Stati Uniti di America;F;5
2023-2024;Area Musicale/Coreutica;OCEANIA;Australia;M;1
2023-2024;Area Musicale/Coreutica;OCEANIA;Nuova Zelanda;F;1
2023-2024;Area Musicale/Coreutica;SUD AMERICA;Argentina;F;5
2023-2024;Area Musicale/Coreutica;SUD AMERICA;Argentina;M;3
2023-2024;Area Musicale/Coreutica;SUD AMERICA;Bolivia;F;5
2023-2024;Area Musicale/Coreutica;SUD AMERICA;Bolivia;M;4
2023-2024;Area Musicale/Coreutica;SUD AMERICA;Brasile;M;21
2023-2024;Area Musicale/Coreutica;SUD AMERICA;Brasile;F;15
2023-2024;Area Musicale/Coreutica;SUD AMERICA;Cile;F;6
2023-2024;Area Musicale/Coreutica;SUD AMERICA;Cile;M;15
2023-2024;Area Musicale/Coreutica;SUD AMERICA;Colombia;F;6
2023-2024;Area Musicale/Coreutica;SUD AMERICA;Colombia;M;4
2023-2024;Area Musicale/Coreutica;SUD AMERICA;Ecuador;F;4
2023-2024;Area Musicale/Coreutica;SUD AMERICA;Ecuador;M;4
2023-2024;Area Musicale/Coreutica;SUD AMERICA;Paraguay;M;3
2023-2024;Area Musicale/Coreutica;SUD AMERICA;Perù;F;1
2023-2024;Area Musicale/Coreutica;SUD AMERICA;Perù;M;12
2023-2024;Area Musicale/Coreutica;SUD AMERICA;Uruguay;F;2
2023-2024;Area Musicale/Coreutica;SUD AMERICA;Uruguay;M;1
2023-2024;Area Musicale/Coreutica;SUD AMERICA;Venezuela;F;14
2023-2024;Area Musicale/Coreutica;SUD AMERICA;Venezuela;M;13
2022-2023;Area Artistica;AFRICA;Algeria;F;1
2022-2023;Area Artistica;AFRICA;Algeria;M;1
2022-2023;Area Artistica;AFRICA;Angola;F;1
2022-2023;Area Artistica;AFRICA;Burkina Faso;F;3
2022-2023;Area Artistica;AFRICA;Burkina Faso;M;1
2022-2023;Area Artistica;AFRICA;Camerun;F;2
2022-2023;Area Artistica;AFRICA;Camerun;M;3
2022-2023;Area Artistica;AFRICA;Capo Verde;F;1
2022-2023;Area Artistica;AFRICA;Ciad;F;1
2022-2023;Area Artistica;AFRICA;Congo;F;2
2022-2023;Area Artistica;AFRICA;Congo;M;1
2022-2023;Area Artistica;AFRICA;Costa d Avorio;F;3
2022-2023;Area Artistica;AFRICA;Egitto;F;24
2022-2023;Area Artistica;AFRICA;Egitto;M;17
2022-2023;Area Artistica;AFRICA;Eritrea;M;2
2022-2023;Area Artistica;AFRICA;Eswatini;M;1
2022-2023;Area Artistica;AFRICA;Etiopia;M;4
2022-2023;Area Artistica;AFRICA;Etiopia;F;5
2022-2023;Area Artistica;AFRICA;Gabon;F;1
2022-2023;Area Artistica;AFRICA;Ghana;M;2
2022-2023;Area Artistica;AFRICA;Ghana;F;2
2022-2023;Area Artistica;AFRICA;Kenya;F;1
2022-2023;Area Artistica;AFRICA;Kenya;M;2
2022-2023;Area Artistica;AFRICA;Libia;F;1
2022-2023;Area Artistica;AFRICA;Libia;M;1
2022-2023;Area Artistica;AFRICA;Madagascar;F;1
2022-2023;Area Artistica;AFRICA;Madagascar;M;1
2022-2023;Area Artistica;AFRICA;Marocco;F;34
2022-2023;Area Artistica;AFRICA;Marocco;M;3
2022-2023;Area Artistica;AFRICA;Mozambico;M;2
