ANNO_SOLARE;COD_Ateneo;NOME_ATENEO;CODICE_GETTITO;DESCRIZIONE_GETTITO;CONTO_ECONOMICO
2023;02701;Venezia - Università Ca' Foscari Venezia;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;26102833,18
2023;02701;Venezia - Università Ca' Foscari Venezia;02 ;Gettito relativo a corsi di dottorato;0
2023;02701;Venezia - Università Ca' Foscari Venezia;03 ;Gettito relativo a corsi di specializzazione;1251,2
2023;02701;Venezia - Università Ca' Foscari Venezia;040;Gettito relativo a corsi di master di primo e secondo livello;1897660,71
2023;02701;Venezia - Università Ca' Foscari Venezia;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;16002
2023;02701;Venezia - Università Ca' Foscari Venezia;04a;Gettito relativo ad altri corsi;1427754,79
2023;02701;Venezia - Università Ca' Foscari Venezia;04b;Gettito relativo a corsi di perfezionamento;7799,03
2023;02701;Venezia - Università Ca' Foscari Venezia;05 ;Tassa regionale per il DSU (se riscossa da università);3349129,84
2023;02701;Venezia - Università Ca' Foscari Venezia;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;257999,62
2023;02701;Venezia - Università Ca' Foscari Venezia;07 ;Altre entrate non necessarie per l'iscrizione;1260874,91
2023;02701;Venezia - Università Ca' Foscari Venezia;08 ;Altro da studenti, non costituente gettito;424765,24
2023;02702;Venezia - Università IUAV;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;6829119
2023;02702;Venezia - Università IUAV;02 ;Gettito relativo a corsi di dottorato;0
2023;02702;Venezia - Università IUAV;03 ;Gettito relativo a corsi di specializzazione;52244,64
2023;02702;Venezia - Università IUAV;040;Gettito relativo a corsi di master di primo e secondo livello;849322,01
2023;02702;Venezia - Università IUAV;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;0
2023;02702;Venezia - Università IUAV;04a;Gettito relativo ad altri corsi;56034,35
2023;02702;Venezia - Università IUAV;04b;Gettito relativo a corsi di perfezionamento;53499
2023;02702;Venezia - Università IUAV;05 ;Tassa regionale per il DSU (se riscossa da università);878326
2023;02702;Venezia - Università IUAV;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;269793,5
2023;02702;Venezia - Università IUAV;07 ;Altre entrate non necessarie per l'iscrizione;115772,5
2023;02702;Venezia - Università IUAV;08 ;Altro da studenti, non costituente gettito;126704
2023;02801;Padova - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;87746704,29
2023;02801;Padova - Università degli studi;02 ;Gettito relativo a corsi di dottorato;0
2023;02801;Padova - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;4427732,48
2023;02801;Padova - Università degli studi;040;Gettito relativo a corsi di master di primo e secondo livello;6808203,71
2023;02801;Padova - Università degli studi;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;1048325,87
2023;02801;Padova - Università degli studi;04a;Gettito relativo ad altri corsi;1959484,24
2023;02801;Padova - Università degli studi;04b;Gettito relativo a corsi di perfezionamento;415142,15
2023;02801;Padova - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);12319171,38
2023;02801;Padova - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;2889119,6
2023;02801;Padova - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;920600,03
2023;02801;Padova - Università degli studi;08 ;Altro da studenti, non costituente gettito;2512816
2023;03001;Udine - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;18346715
2023;03001;Udine - Università degli studi;02 ;Gettito relativo a corsi di dottorato;21766
2023;03001;Udine - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;1046197
2023;03001;Udine - Università degli studi;040;Gettito relativo a corsi di master di primo e secondo livello;2280470
2023;03001;Udine - Università degli studi;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;426565
2023;03001;Udine - Università degli studi;04a;Gettito relativo ad altri corsi;146761
2023;03001;Udine - Università degli studi;04b;Gettito relativo a corsi di perfezionamento;156642
2023;03001;Udine - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);2126640
2023;03001;Udine - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;391997
2023;03001;Udine - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;402820
2023;03001;Udine - Università degli studi;08 ;Altro da studenti, non costituente gettito;382640
2023;03201;Trieste - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;17104035,67
2023;03201;Trieste - Università degli studi;02 ;Gettito relativo a corsi di dottorato;94500
2023;03201;Trieste - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;722418,38
2023;03201;Trieste - Università degli studi;040;Gettito relativo a corsi di master di primo e secondo livello;736560,32
2023;03201;Trieste - Università degli studi;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;12997,56
2023;03201;Trieste - Università degli studi;04a;Gettito relativo ad altri corsi;87485,79
2023;03201;Trieste - Università degli studi;04b;Gettito relativo a corsi di perfezionamento;14569,79
2023;03201;Trieste - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);2555240
2023;03201;Trieste - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;267974,69
2023;03201;Trieste - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;281854,51
2023;03201;Trieste - Università degli studi;08 ;Altro da studenti, non costituente gettito;527984
2023;03202;Trieste - Scuola internazionale superiore di studi avanzati;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;0
2023;03202;Trieste - Scuola internazionale superiore di studi avanzati;02 ;Gettito relativo a corsi di dottorato;0
2023;03202;Trieste - Scuola internazionale superiore di studi avanzati;03 ;Gettito relativo a corsi di specializzazione;0
2023;03202;Trieste - Scuola internazionale superiore di studi avanzati;040;Gettito relativo a corsi di master di primo e secondo livello;0
2023;03202;Trieste - Scuola internazionale superiore di studi avanzati;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;0
2023;03202;Trieste - Scuola internazionale superiore di studi avanzati;04a;Gettito relativo ad altri corsi;0
2023;03202;Trieste - Scuola internazionale superiore di studi avanzati;04b;Gettito relativo a corsi di perfezionamento;130176
2023;03202;Trieste - Scuola internazionale superiore di studi avanzati;05 ;Tassa regionale per il DSU (se riscossa da università);47299,99
2023;03202;Trieste - Scuola internazionale superiore di studi avanzati;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2023;03202;Trieste - Scuola internazionale superiore di studi avanzati;07 ;Altre entrate non necessarie per l'iscrizione;980159
2023;03202;Trieste - Scuola internazionale superiore di studi avanzati;08 ;Altro da studenti, non costituente gettito;0
2023;03401;Parma - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;31589443,03
2023;03401;Parma - Università degli studi;02 ;Gettito relativo a corsi di dottorato;12500
2023;03401;Parma - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;1591848,96
2023;03401;Parma - Università degli studi;040;Gettito relativo a corsi di master di primo e secondo livello;2047456
2023;03401;Parma - Università degli studi;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;660522,15
2023;03401;Parma - Università degli studi;04a;Gettito relativo ad altri corsi;563652,74
2023;03401;Parma - Università degli studi;04b;Gettito relativo a corsi di perfezionamento;25454,49
2023;03401;Parma - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);4788000
2023;03401;Parma - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;561656,13
2023;03401;Parma - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;646560,76
2023;03401;Parma - Università degli studi;08 ;Altro da studenti, non costituente gettito;1000881
2023;03601;Modena e Reggio Emilia - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;30563841
2023;03601;Modena e Reggio Emilia - Università degli studi;02 ;Gettito relativo a corsi di dottorato;4747
2023;03601;Modena e Reggio Emilia - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;2585769
2023;03601;Modena e Reggio Emilia - Università degli studi;040;Gettito relativo a corsi di master di primo e secondo livello;808775
2023;03601;Modena e Reggio Emilia - Università degli studi;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;3840
2023;03601;Modena e Reggio Emilia - Università degli studi;04a;Gettito relativo ad altri corsi;98385
2023;03601;Modena e Reggio Emilia - Università degli studi;04b;Gettito relativo a corsi di perfezionamento;120260
2023;03601;Modena e Reggio Emilia - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);4132280
2023;03601;Modena e Reggio Emilia - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;1415206
2023;03601;Modena e Reggio Emilia - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;871549
2023;03601;Modena e Reggio Emilia - Università degli studi;08 ;Altro da studenti, non costituente gettito;777472
2023;03701;Bologna - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;108528640,3
2023;03701;Bologna - Università degli studi;02 ;Gettito relativo a corsi di dottorato;0
2023;03701;Bologna - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;5186062,03
2023;03701;Bologna - Università degli studi;040;Gettito relativo a corsi di master di primo e secondo livello;6681478,13
2023;03701;Bologna - Università degli studi;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;872724,18
2023;03701;Bologna - Università degli studi;04a;Gettito relativo ad altri corsi;755982,06
2023;03701;Bologna - Università degli studi;04b;Gettito relativo a corsi di perfezionamento;281462,23
2023;03701;Bologna - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);13923000
2023;03701;Bologna - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;2398689,41
2023;03701;Bologna - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;6905701,36
2023;03701;Bologna - Università degli studi;08 ;Altro da studenti, non costituente gettito;0
2023;03801;Ferrara - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;24899552,54
2023;03801;Ferrara - Università degli studi;02 ;Gettito relativo a corsi di dottorato;83332
2023;03801;Ferrara - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;1626267,46
2023;03801;Ferrara - Università degli studi;040;Gettito relativo a corsi di master di primo e secondo livello;1085241,73
2023;03801;Ferrara - Università degli studi;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;306476
2023;03801;Ferrara - Università degli studi;04a;Gettito relativo ad altri corsi;161867,25
2023;03801;Ferrara - Università degli studi;04b;Gettito relativo a corsi di perfezionamento;175437,7
2023;03801;Ferrara - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);0
2023;03801;Ferrara - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;378686
2023;03801;Ferrara - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;621947
2023;03801;Ferrara - Università degli studi;08 ;Altro da studenti, non costituente gettito;0
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;12852195,04
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";02 ;Gettito relativo a corsi di dottorato;0
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";03 ;Gettito relativo a corsi di specializzazione;26904
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";040;Gettito relativo a corsi di master di primo e secondo livello;241705,37
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;459200
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";04a;Gettito relativo ad altri corsi;190352,74
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";04b;Gettito relativo a corsi di perfezionamento;98237,8
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";05 ;Tassa regionale per il DSU (se riscossa da università);1899164
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;305342
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";07 ;Altre entrate non necessarie per l'iscrizione;387983,11
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";08 ;Altro da studenti, non costituente gettito;427036,8
2023;04201;Ancona - Università Politecnica delle Marche;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;12502453,69
2023;04201;Ancona - Università Politecnica delle Marche;02 ;Gettito relativo a corsi di dottorato;0
2023;04201;Ancona - Università Politecnica delle Marche;03 ;Gettito relativo a corsi di specializzazione;1078631,57
2023;04201;Ancona - Università Politecnica delle Marche;040;Gettito relativo a corsi di master di primo e secondo livello;456455,88
2023;04201;Ancona - Università Politecnica delle Marche;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;0
2023;04201;Ancona - Università Politecnica delle Marche;04a;Gettito relativo ad altri corsi;87023,39
2023;04201;Ancona - Università Politecnica delle Marche;04b;Gettito relativo a corsi di perfezionamento;85171,02
2023;04201;Ancona - Università Politecnica delle Marche;05 ;Tassa regionale per il DSU (se riscossa da università);2462690
2023;04201;Ancona - Università Politecnica delle Marche;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;383930
2023;04201;Ancona - Università Politecnica delle Marche;07 ;Altre entrate non necessarie per l'iscrizione;220952
2023;04201;Ancona - Università Politecnica delle Marche;08 ;Altro da studenti, non costituente gettito;454864
2023;04301;Macerata - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;6562524,03
2023;04301;Macerata - Università degli studi;02 ;Gettito relativo a corsi di dottorato;69656
2023;04301;Macerata - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;1828871,5
2023;04301;Macerata - Università degli studi;040;Gettito relativo a corsi di master di primo e secondo livello;289444
2023;04301;Macerata - Università degli studi;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;0
2023;04301;Macerata - Università degli studi;04a;Gettito relativo ad altri corsi;154507,44
2023;04301;Macerata - Università degli studi;04b;Gettito relativo a corsi di perfezionamento;27748
2023;04301;Macerata - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);1325240
2023;04301;Macerata - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;316800
2023;04301;Macerata - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;365965,38
2023;04301;Macerata - Università degli studi;08 ;Altro da studenti, non costituente gettito;288192
2023;04302;Camerino - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;4668169,67
2023;04302;Camerino - Università degli studi;02 ;Gettito relativo a corsi di dottorato;0
2023;04302;Camerino - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;438164,86
2023;04302;Camerino - Università degli studi;040;Gettito relativo a corsi di master di primo e secondo livello;2163006,47
2023;04302;Camerino - Università degli studi;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;0
2023;04302;Camerino - Università degli studi;04a;Gettito relativo ad altri corsi;132080
2023;04302;Camerino - Università degli studi;04b;Gettito relativo a corsi di perfezionamento;61900
2023;04302;Camerino - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);944160
2023;04302;Camerino - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;96438
2023;04302;Camerino - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;750228,79
2023;04302;Camerino - Università degli studi;08 ;Altro da studenti, non costituente gettito;202208
2023;04601;Lucca - Scuola IMT Alti Studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;0
2023;04601;Lucca - Scuola IMT Alti Studi;02 ;Gettito relativo a corsi di dottorato;0
2023;04601;Lucca - Scuola IMT Alti Studi;03 ;Gettito relativo a corsi di specializzazione;0
2023;04601;Lucca - Scuola IMT Alti Studi;040;Gettito relativo a corsi di master di primo e secondo livello;0
2023;04601;Lucca - Scuola IMT Alti Studi;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;0
2023;04601;Lucca - Scuola IMT Alti Studi;04a;Gettito relativo ad altri corsi;0
2023;04601;Lucca - Scuola IMT Alti Studi;04b;Gettito relativo a corsi di perfezionamento;53100
2023;04601;Lucca - Scuola IMT Alti Studi;05 ;Tassa regionale per il DSU (se riscossa da università);0
2023;04601;Lucca - Scuola IMT Alti Studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2023;04601;Lucca - Scuola IMT Alti Studi;07 ;Altre entrate non necessarie per l'iscrizione;0
2023;04601;Lucca - Scuola IMT Alti Studi;08 ;Altro da studenti, non costituente gettito;0
2023;04801;Firenze - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;50185421,55
2023;04801;Firenze - Università degli studi;02 ;Gettito relativo a corsi di dottorato;0
2023;04801;Firenze - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;4357696,3
2023;04801;Firenze - Università degli studi;040;Gettito relativo a corsi di master di primo e secondo livello;2385467,5
2023;04801;Firenze - Università degli studi;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;377958,24
2023;04801;Firenze - Università degli studi;04a;Gettito relativo ad altri corsi;372396,31
2023;04801;Firenze - Università degli studi;04b;Gettito relativo a corsi di perfezionamento;534474,37
2023;04801;Firenze - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);0
2023;04801;Firenze - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;2009958,92
2023;04801;Firenze - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;1724739,53
2023;04801;Firenze - Università degli studi;08 ;Altro da studenti, non costituente gettito;0
2023;04804;"Firenze - Università telematica ""Italian University line""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;3047964,83
2023;04804;"Firenze - Università telematica ""Italian University line""";02 ;Gettito relativo a corsi di dottorato;0
2023;04804;"Firenze - Università telematica ""Italian University line""";03 ;Gettito relativo a corsi di specializzazione;0
2023;04804;"Firenze - Università telematica ""Italian University line""";040;Gettito relativo a corsi di master di primo e secondo livello;204654,02
2023;04804;"Firenze - Università telematica ""Italian University line""";041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;0
2023;04804;"Firenze - Università telematica ""Italian University line""";04a;Gettito relativo ad altri corsi;245076
2023;04804;"Firenze - Università telematica ""Italian University line""";04b;Gettito relativo a corsi di perfezionamento;3294,9
2023;04804;"Firenze - Università telematica ""Italian University line""";05 ;Tassa regionale per il DSU (se riscossa da università);252560
2023;04804;"Firenze - Università telematica ""Italian University line""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2023;04804;"Firenze - Università telematica ""Italian University line""";07 ;Altre entrate non necessarie per l'iscrizione;40535
2023;04804;"Firenze - Università telematica ""Italian University line""";08 ;Altro da studenti, non costituente gettito;0
2023;05001;Pisa - Università;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;46427230
2023;05001;Pisa - Università;02 ;Gettito relativo a corsi di dottorato;0
2023;05001;Pisa - Università;03 ;Gettito relativo a corsi di specializzazione;2371013
2023;05001;Pisa - Università;040;Gettito relativo a corsi di master di primo e secondo livello;3771176
2023;05001;Pisa - Università;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;1112672
2023;05001;Pisa - Università;04a;Gettito relativo ad altri corsi;532427
2023;05001;Pisa - Università;04b;Gettito relativo a corsi di perfezionamento;358384
2023;05001;Pisa - Università;05 ;Tassa regionale per il DSU (se riscossa da università);6088400
2023;05001;Pisa - Università;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;1239769
2023;05001;Pisa - Università;07 ;Altre entrate non necessarie per l'iscrizione;1240878
2023;05001;Pisa - Università;08 ;Altro da studenti, non costituente gettito;214569
2023;05002;Pisa - Scuola normale superiore;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;0
2023;05002;Pisa - Scuola normale superiore;02 ;Gettito relativo a corsi di dottorato;0
2023;05002;Pisa - Scuola normale superiore;03 ;Gettito relativo a corsi di specializzazione;0
2023;05002;Pisa - Scuola normale superiore;040;Gettito relativo a corsi di master di primo e secondo livello;0
2023;05002;Pisa - Scuola normale superiore;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;0
2023;05002;Pisa - Scuola normale superiore;04a;Gettito relativo ad altri corsi;0
2023;05002;Pisa - Scuola normale superiore;04b;Gettito relativo a corsi di perfezionamento;0
2023;05002;Pisa - Scuola normale superiore;05 ;Tassa regionale per il DSU (se riscossa da università);0
2023;05002;Pisa - Scuola normale superiore;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2023;05002;Pisa - Scuola normale superiore;07 ;Altre entrate non necessarie per l'iscrizione;0
2023;05002;Pisa - Scuola normale superiore;08 ;Altro da studenti, non costituente gettito;0
2023;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;206827
2023;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";02 ;Gettito relativo a corsi di dottorato;0
2023;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";03 ;Gettito relativo a corsi di specializzazione;0
2023;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";040;Gettito relativo a corsi di master di primo e secondo livello;1250409
2023;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;0
2023;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";04a;Gettito relativo ad altri corsi;1622632
2023;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";04b;Gettito relativo a corsi di perfezionamento;0
2023;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";05 ;Tassa regionale per il DSU (se riscossa da università);0
2023;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2023;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";07 ;Altre entrate non necessarie per l'iscrizione;0
2023;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";08 ;Altro da studenti, non costituente gettito;0
2023;05201;Siena - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;17177751,3
2023;05201;Siena - Università degli studi;02 ;Gettito relativo a corsi di dottorato;152240,88
2023;05201;Siena - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;2175916,78
2023;05201;Siena - Università degli studi;040;Gettito relativo a corsi di master di primo e secondo livello;2002601,57
2023;05201;Siena - Università degli studi;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;0
2023;05201;Siena - Università degli studi;04a;Gettito relativo ad altri corsi;930646,98
2023;05201;Siena - Università degli studi;04b;Gettito relativo a corsi di perfezionamento;46574,67
2023;05201;Siena - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);0
2023;05201;Siena - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;611528,85
2023;05201;Siena - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;318618,83
2023;05201;Siena - Università degli studi;08 ;Altro da studenti, non costituente gettito;0
2023;05202;Siena - Università per stranieri;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;2268710,9
2023;05202;Siena - Università per stranieri;02 ;Gettito relativo a corsi di dottorato;12367,83
2023;05202;Siena - Università per stranieri;03 ;Gettito relativo a corsi di specializzazione;31478,83
2023;05202;Siena - Università per stranieri;040;Gettito relativo a corsi di master di primo e secondo livello;144565,52
2023;05202;Siena - Università per stranieri;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;0
2023;05202;Siena - Università per stranieri;04a;Gettito relativo ad altri corsi;4709454,19
2023;05202;Siena - Università per stranieri;04b;Gettito relativo a corsi di perfezionamento;1200
2023;05202;Siena - Università per stranieri;05 ;Tassa regionale per il DSU (se riscossa da università);0
2023;05202;Siena - Università per stranieri;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2023;05202;Siena - Università per stranieri;07 ;Altre entrate non necessarie per l'iscrizione;0
2023;05202;Siena - Università per stranieri;08 ;Altro da studenti, non costituente gettito;0
2023;05401;Perugia - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;23262309,44
2023;05401;Perugia - Università degli studi;02 ;Gettito relativo a corsi di dottorato;0
2023;05401;Perugia - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;1673834,43
2023;05401;Perugia - Università degli studi;040;Gettito relativo a corsi di master di primo e secondo livello;881954,19
2023;05401;Perugia - Università degli studi;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;967400
2023;05401;Perugia - Università degli studi;04a;Gettito relativo ad altri corsi;96824,17
2023;05401;Perugia - Università degli studi;04b;Gettito relativo a corsi di perfezionamento;65240
2023;05401;Perugia - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);230720
2023;05401;Perugia - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;502955,45
2023;05401;Perugia - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;1224711,17
2023;05401;Perugia - Università degli studi;08 ;Altro da studenti, non costituente gettito;420544
2023;05403;Perugia - Università per stranieri;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;447378,25
2023;05403;Perugia - Università per stranieri;02 ;Gettito relativo a corsi di dottorato;0
2023;05403;Perugia - Università per stranieri;03 ;Gettito relativo a corsi di specializzazione;0
2023;05403;Perugia - Università per stranieri;040;Gettito relativo a corsi di master di primo e secondo livello;124181,15
2023;05403;Perugia - Università per stranieri;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;0
2023;05403;Perugia - Università per stranieri;04a;Gettito relativo ad altri corsi;2777077,1
2023;05403;Perugia - Università per stranieri;04b;Gettito relativo a corsi di perfezionamento;0
2023;05403;Perugia - Università per stranieri;05 ;Tassa regionale per il DSU (se riscossa da università);141120
2023;05403;Perugia - Università per stranieri;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;34461,93
2023;05403;Perugia - Università per stranieri;07 ;Altre entrate non necessarie per l'iscrizione;59579,85
2023;05403;Perugia - Università per stranieri;08 ;Altro da studenti, non costituente gettito;13856
2023;05601;Viterbo - Università della Tuscia;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;5961751,01
2023;05601;Viterbo - Università della Tuscia;02 ;Gettito relativo a corsi di dottorato;2504,67
2023;05601;Viterbo - Università della Tuscia;03 ;Gettito relativo a corsi di specializzazione;20793,63
2023;05601;Viterbo - Università della Tuscia;040;Gettito relativo a corsi di master di primo e secondo livello;133151,65
2023;05601;Viterbo - Università della Tuscia;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;615695,86
2023;05601;Viterbo - Università della Tuscia;04a;Gettito relativo ad altri corsi;32464,44
2023;05601;Viterbo - Università della Tuscia;04b;Gettito relativo a corsi di perfezionamento;19142,78
2023;05601;Viterbo - Università della Tuscia;05 ;Tassa regionale per il DSU (se riscossa da università);0
