ANNO_SOLARE;TIPO_ISTITUTO;Area_Istituto;NOME_ISTITUTO;COMUNE_ISTITUTO;COD_ISTITUTO;REGIONE_ISTITUTO;TIPO_CORSO;CLASSE_ETA';DIPLOMATI
2019;Conservatorio di Musica;Area Musicale/Coreutica;Arrigo Boito;PARMA;7220;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;30
2019;Conservatorio di Musica;Area Musicale/Coreutica;Arrigo Boito;PARMA;7220;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;34
2019;Conservatorio di Musica;Area Musicale/Coreutica;Arrigo Boito;PARMA;7220;EMILIA ROMAGNA;AFAM_Corso Diploma accademico Perfez./Master/Specializz.;da 20 a 24 anni;7
2019;Conservatorio di Musica;Area Musicale/Coreutica;Arrigo Boito;PARMA;7220;EMILIA ROMAGNA;AFAM_Corso Diploma accademico Perfez./Master/Specializz.;da 25 a 29 anni;11
2019;Conservatorio di Musica;Area Musicale/Coreutica;Arrigo Boito;PARMA;7220;EMILIA ROMAGNA;AFAM_Corso Diploma accademico Perfez./Master/Specializz.;30 anni e oltre;15
2019;Conservatorio di Musica;Area Musicale/Coreutica;Arrigo Boito;PARMA;7220;EMILIA ROMAGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 18 a 19 anni;1
2019;Conservatorio di Musica;Area Musicale/Coreutica;Arrigo Boito;PARMA;7220;EMILIA ROMAGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;7
2019;Conservatorio di Musica;Area Musicale/Coreutica;Arrigo Boito;PARMA;7220;EMILIA ROMAGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;3
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Morlacchi;PERUGIA;7247;UMBRIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;10
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Morlacchi;PERUGIA;7247;UMBRIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;22
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Morlacchi;PERUGIA;7247;UMBRIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;11
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Morlacchi;PERUGIA;7247;UMBRIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;2
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Morlacchi;PERUGIA;7247;UMBRIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;18
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Morlacchi;PERUGIA;7247;UMBRIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;9
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Morlacchi;PERUGIA;7247;UMBRIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;4
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Morlacchi;PERUGIA;7247;UMBRIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;4
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Morlacchi;PERUGIA;7247;UMBRIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;3
2019;Conservatorio di Musica;Area Musicale/Coreutica;Gioacchino Rossini;PESARO (PU);7205;MARCHE;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;2
2019;Conservatorio di Musica;Area Musicale/Coreutica;Gioacchino Rossini;PESARO (PU);7205;MARCHE;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;24
2019;Conservatorio di Musica;Area Musicale/Coreutica;Gioacchino Rossini;PESARO (PU);7205;MARCHE;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;13
2019;Conservatorio di Musica;Area Musicale/Coreutica;Gioacchino Rossini;PESARO (PU);7205;MARCHE;AFAM_Corso Diploma accademico 1L;30 anni e oltre;10
2019;Conservatorio di Musica;Area Musicale/Coreutica;Gioacchino Rossini;PESARO (PU);7205;MARCHE;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;8
2019;Conservatorio di Musica;Area Musicale/Coreutica;Gioacchino Rossini;PESARO (PU);7205;MARCHE;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;25
2019;Conservatorio di Musica;Area Musicale/Coreutica;Gioacchino Rossini;PESARO (PU);7205;MARCHE;AFAM_Corso Diploma accademico 2L;30 anni e oltre;10
2019;Conservatorio di Musica;Area Musicale/Coreutica;Gioacchino Rossini;PESARO (PU);7205;MARCHE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 18 a 19 anni;1
2019;Conservatorio di Musica;Area Musicale/Coreutica;Gioacchino Rossini;PESARO (PU);7205;MARCHE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;8
2019;Conservatorio di Musica;Area Musicale/Coreutica;Gioacchino Rossini;PESARO (PU);7205;MARCHE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;4
2019;Conservatorio di Musica;Area Musicale/Coreutica;Gioacchino Rossini;PESARO (PU);7205;MARCHE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;1
2019;Conservatorio di Musica;Area Musicale/Coreutica;Luisa D’Annunzio;PESCARA;7314;ABRUZZO;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;2
2019;Conservatorio di Musica;Area Musicale/Coreutica;Luisa D’Annunzio;PESCARA;7314;ABRUZZO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;46
2019;Conservatorio di Musica;Area Musicale/Coreutica;Luisa D’Annunzio;PESCARA;7314;ABRUZZO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;20
2019;Conservatorio di Musica;Area Musicale/Coreutica;Luisa D’Annunzio;PESCARA;7314;ABRUZZO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;22
2019;Conservatorio di Musica;Area Musicale/Coreutica;Luisa D’Annunzio;PESCARA;7314;ABRUZZO;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;6
2019;Conservatorio di Musica;Area Musicale/Coreutica;Luisa D’Annunzio;PESCARA;7314;ABRUZZO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;38
2019;Conservatorio di Musica;Area Musicale/Coreutica;Luisa D’Annunzio;PESCARA;7314;ABRUZZO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;10
2019;Conservatorio di Musica;Area Musicale/Coreutica;Luisa D’Annunzio;PESCARA;7314;ABRUZZO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 18 a 19 anni;2
2019;Conservatorio di Musica;Area Musicale/Coreutica;Luisa D’Annunzio;PESCARA;7314;ABRUZZO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;6
2019;Conservatorio di Musica;Area Musicale/Coreutica;Luisa D’Annunzio;PESCARA;7314;ABRUZZO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;2
2019;Conservatorio di Musica;Area Musicale/Coreutica;Luisa D’Annunzio;PESCARA;7314;ABRUZZO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;1
2019;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Nicolini;PIACENZA;7287;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;16
2019;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Nicolini;PIACENZA;7287;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;4
2019;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Nicolini;PIACENZA;7287;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;4
2019;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Nicolini;PIACENZA;7287;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;6
2019;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Nicolini;PIACENZA;7287;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;27
2019;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Nicolini;PIACENZA;7287;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;16
2019;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Nicolini;PIACENZA;7287;EMILIA ROMAGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 18 a 19 anni;4
2019;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Nicolini;PIACENZA;7287;EMILIA ROMAGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;10
2019;Conservatorio di Musica;Area Musicale/Coreutica;Gesualdo da Venosa;POTENZA;7307;BASILICATA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;9
2019;Conservatorio di Musica;Area Musicale/Coreutica;Gesualdo da Venosa;POTENZA;7307;BASILICATA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;4
2019;Conservatorio di Musica;Area Musicale/Coreutica;Gesualdo da Venosa;POTENZA;7307;BASILICATA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;1
2019;Conservatorio di Musica;Area Musicale/Coreutica;Gesualdo da Venosa;POTENZA;7307;BASILICATA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;1
2019;Conservatorio di Musica;Area Musicale/Coreutica;Gesualdo da Venosa;POTENZA;7307;BASILICATA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;2
2019;Conservatorio di Musica;Area Musicale/Coreutica;Gesualdo da Venosa;POTENZA;7307;BASILICATA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 18 a 19 anni;1
2019;Conservatorio di Musica;Area Musicale/Coreutica;Gesualdo da Venosa;POTENZA;7307;BASILICATA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;2
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Cilea;REGGIO CALABRIA;7206;CALABRIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;24
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Cilea;REGGIO CALABRIA;7206;CALABRIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;9
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Cilea;REGGIO CALABRIA;7206;CALABRIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;6
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Cilea;REGGIO CALABRIA;7206;CALABRIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;12
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Cilea;REGGIO CALABRIA;7206;CALABRIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;11
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Cilea;REGGIO CALABRIA;7206;CALABRIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;6
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Cilea;REGGIO CALABRIA;7206;CALABRIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;7
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Cilea;REGGIO CALABRIA;7206;CALABRIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;2
2019;Conservatorio di Musica;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309;LAZIO;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;1
2019;Conservatorio di Musica;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309;LAZIO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;45
2019;Conservatorio di Musica;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309;LAZIO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;33
2019;Conservatorio di Musica;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309;LAZIO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;36
2019;Conservatorio di Musica;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309;LAZIO;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;10
2019;Conservatorio di Musica;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309;LAZIO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;55
2019;Conservatorio di Musica;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309;LAZIO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;47
2019;Conservatorio di Musica;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309;LAZIO;AFAM_Corso Diploma accademico Perfez./Master/Specializz.;da 20 a 24 anni;1
2019;Conservatorio di Musica;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309;LAZIO;AFAM_Corso Diploma accademico Perfez./Master/Specializz.;da 25 a 29 anni;5
2019;Conservatorio di Musica;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309;LAZIO;AFAM_Corso Diploma accademico Perfez./Master/Specializz.;30 anni e oltre;5
2019;Conservatorio di Musica;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309;LAZIO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 18 a 19 anni;2
2019;Conservatorio di Musica;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309;LAZIO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;14
2019;Conservatorio di Musica;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309;LAZIO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;4
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Venezze;ROVIGO;7294;VENETO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;17
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Venezze;ROVIGO;7294;VENETO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;5
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Venezze;ROVIGO;7294;VENETO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;9
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Venezze;ROVIGO;7294;VENETO;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;4
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Venezze;ROVIGO;7294;VENETO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;12
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Venezze;ROVIGO;7294;VENETO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;19
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Venezze;ROVIGO;7294;VENETO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 18 a 19 anni;3
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Venezze;ROVIGO;7294;VENETO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;5
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Venezze;ROVIGO;7294;VENETO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;2
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Venezze;ROVIGO;7294;VENETO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;3
2019;Conservatorio di Musica;Area Musicale/Coreutica;;SALERNO;7214;CAMPANIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;6
2019;Conservatorio di Musica;Area Musicale/Coreutica;;SALERNO;7214;CAMPANIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;85
2019;Conservatorio di Musica;Area Musicale/Coreutica;;SALERNO;7214;CAMPANIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;25
2019;Conservatorio di Musica;Area Musicale/Coreutica;;SALERNO;7214;CAMPANIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;18
2019;Conservatorio di Musica;Area Musicale/Coreutica;;SALERNO;7214;CAMPANIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;24
2019;Conservatorio di Musica;Area Musicale/Coreutica;;SALERNO;7214;CAMPANIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;50
2019;Conservatorio di Musica;Area Musicale/Coreutica;;SALERNO;7214;CAMPANIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;35
2019;Conservatorio di Musica;Area Musicale/Coreutica;;SALERNO;7214;CAMPANIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 18 a 19 anni;3
2019;Conservatorio di Musica;Area Musicale/Coreutica;;SALERNO;7214;CAMPANIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;7
2019;Conservatorio di Musica;Area Musicale/Coreutica;;SALERNO;7214;CAMPANIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;5
2019;Conservatorio di Musica;Area Musicale/Coreutica;;SALERNO;7214;CAMPANIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;1
2019;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;2
2019;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;18
2019;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;12
2019;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;4
2019;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;6
2019;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;9
2019;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;4
2019;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;1
2019;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;2
2019;Conservatorio di Musica;Area Musicale/Coreutica;Gaetano Braga;TERAMO;19454;ABRUZZO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;4
2019;Conservatorio di Musica;Area Musicale/Coreutica;Gaetano Braga;TERAMO;19454;ABRUZZO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;3
2019;Conservatorio di Musica;Area Musicale/Coreutica;Gaetano Braga;TERAMO;19454;ABRUZZO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;1
2019;Conservatorio di Musica;Area Musicale/Coreutica;Gaetano Braga;TERAMO;19454;ABRUZZO;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;1
2019;Conservatorio di Musica;Area Musicale/Coreutica;Gaetano Braga;TERAMO;19454;ABRUZZO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;3
2019;Conservatorio di Musica;Area Musicale/Coreutica;Gaetano Braga;TERAMO;19454;ABRUZZO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;7
2019;Conservatorio di Musica;Area Musicale/Coreutica;Gaetano Braga;TERAMO;19454;ABRUZZO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;3
2019;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;1
2019;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;41
2019;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;26
2019;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;AFAM_Corso Diploma accademico 1L;30 anni e oltre;9
2019;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;9
2019;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;25
2019;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;AFAM_Corso Diploma accademico 2L;30 anni e oltre;22
2019;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 18 a 19 anni;1
2019;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;13
2019;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;1
2019;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Verdi;TORINO;7311;PIEMONTE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;1
2019;Conservatorio di Musica;Area Musicale/Coreutica;Antonio Scontrino;TRAPANI;7269;SICILIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;21
2019;Conservatorio di Musica;Area Musicale/Coreutica;Antonio Scontrino;TRAPANI;7269;SICILIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;15
2019;Conservatorio di Musica;Area Musicale/Coreutica;Antonio Scontrino;TRAPANI;7269;SICILIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;8
2019;Conservatorio di Musica;Area Musicale/Coreutica;Antonio Scontrino;TRAPANI;7269;SICILIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;4
2019;Conservatorio di Musica;Area Musicale/Coreutica;Antonio Scontrino;TRAPANI;7269;SICILIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;6
2019;Conservatorio di Musica;Area Musicale/Coreutica;Antonio Scontrino;TRAPANI;7269;SICILIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;7
2019;Conservatorio di Musica;Area Musicale/Coreutica;Antonio Scontrino;TRAPANI;7269;SICILIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;6
2019;Conservatorio di Musica;Area Musicale/Coreutica;Antonio Scontrino;TRAPANI;7269;SICILIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;2
2019;Conservatorio di Musica;Area Musicale/Coreutica;Antonio Scontrino;TRAPANI;7269;SICILIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;3
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Antonio Bonporti;TRENTO;7288;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;26
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Antonio Bonporti;TRENTO;7288;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;12
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Antonio Bonporti;TRENTO;7288;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 1L;30 anni e oltre;3
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Antonio Bonporti;TRENTO;7288;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;4
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Antonio Bonporti;TRENTO;7288;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;5
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Antonio Bonporti;TRENTO;7288;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 2L;30 anni e oltre;15
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Antonio Bonporti;TRENTO;7288;TRENTINO-ALTO ADIGE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;1
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco Antonio Bonporti;TRENTO;7288;TRENTINO-ALTO ADIGE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;1
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;1
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;4
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;2
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;2
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;3
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 2L;30 anni e oltre;2
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;1
2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;1
2019;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;27
2019;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;11
2019;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;5
2019;Conservatorio di Musica;Area Musicale/Coreutica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;6
