ANNO_SOLARE;TIPO_ISTITUTO;AREA_ISTITUTO;NOME_ISTITUTO;COMUNE_SEDE;COD_ISTITUTO;REGIONE_ISTITUTO;AREA_CORSO;TIPO_CORSO;SCUOLA_AGGREGAZIONE;CLASSE;CORSO;GENERE;DIPL_STRANIERI
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);54177;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;VIOLINO;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;;REGGIO EMILIA e CASTELNOVO NE' MONTI (RE);54177;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLONCELLO;DCPL57;VIOLONCELLO;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Agostino Steffani;CASTELFRANCO VENETO (TV);7201 ;VENETO;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;F;2
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Agostino Steffani;CASTELFRANCO VENETO (TV);7201 ;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Agostino Steffani;CASTELFRANCO VENETO (TV);7201 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLONCELLO;DCSL57;VIOLONCELLO;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Agostino Steffani;CASTELFRANCO VENETO (TV);7201 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLONCELLO;DCSL57;VIOLONCELLO;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Alfredo Casella;L'AQUILA;7204 ;ABRUZZO;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Alfredo Casella;L'AQUILA;7204 ;ABRUZZO;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Antonio Buzzolla;ADRIA (RO);7198 ;VENETO;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Antonio Buzzolla;ADRIA (RO);7198 ;VENETO;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA VOCALE DA CAMERA;DCSL35;MUSICA VOCALE DA CAMERA;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Antonio Buzzolla;ADRIA (RO);7198 ;VENETO;Musica d'insieme;AFAM_Corso Diploma accademico 2L;MUSICA D'INSIEME;DCSL68;MUSICA D'INSIEME;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Antonio Buzzolla;ADRIA (RO);7198 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CHITARRA;DCSL09;CHITARRA;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Antonio Scontrino;TRAPANI;7269 ;SICILIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Antonio Scontrino;TRAPANI;7269 ;SICILIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Antonio Vivaldi;ALESSANDRIA;7262 ;PIEMONTE;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO - Canto lirico;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Antonio Vivaldi;ALESSANDRIA;7262 ;PIEMONTE;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO - Canto lirico;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Antonio Vivaldi;ALESSANDRIA;7262 ;PIEMONTE;Musica d'insieme;AFAM_Corso Diploma accademico 2L;MUSICA D'INSIEME;DCSL68;MUSICA DA CAMERA - Vocale e strumentale;M;2
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Antonio Vivaldi;ALESSANDRIA;7262 ;PIEMONTE;Musica d'insieme;AFAM_Corso Diploma accademico 2L;MUSICA D'INSIEME;DCSL68;MUSICA DA CAMERA - Vocale e strumentale;F;2
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Antonio Vivaldi;ALESSANDRIA;7262 ;PIEMONTE;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL07;CANTO JAZZ;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Antonio Vivaldi;ALESSANDRIA;7262 ;PIEMONTE;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL40;PIANOFORTE JAZZ;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Antonio Vivaldi;ALESSANDRIA;7262 ;PIEMONTE;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL10;CHITARRA JAZZ;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Antonio Vivaldi;ALESSANDRIA;7262 ;PIEMONTE;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;CLARINETTO;DCSL11;CLARINETTO;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Antonio Vivaldi;ALESSANDRIA;7262 ;PIEMONTE;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE - Concertistico;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Antonio Vivaldi;ALESSANDRIA;7262 ;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CHITARRA;DCSL09;CHITARRA;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Antonio Vivaldi;ALESSANDRIA;7262 ;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CHITARRA;DCSL09;CHITARRA;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Antonio Vivaldi;ALESSANDRIA;7262 ;PIEMONTE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;CHITARRA;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Arcangelo Corelli;MESSINA;7290 ;SICILIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Arcangelo Corelli;MESSINA;7290 ;SICILIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Arcangelo Corelli;MESSINA;7290 ;SICILIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;VIOLINO;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Arrigo Boito;PARMA;7220 ;EMILIA ROMAGNA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;10
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Arrigo Boito;PARMA;7220 ;EMILIA ROMAGNA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;M;9
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Arrigo Boito;PARMA;7220 ;EMILIA ROMAGNA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL08;CANTO RINASCIMENTALE E BAROCCO;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Arrigo Boito;PARMA;7220 ;EMILIA ROMAGNA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA VOCALE DA CAMERA;DCSL35;MUSICA VOCALE DA CAMERA;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Arrigo Boito;PARMA;7220 ;EMILIA ROMAGNA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA VOCALE DA CAMERA;DCSL35;MUSICA VOCALE DA CAMERA;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Arrigo Boito;PARMA;7220 ;EMILIA ROMAGNA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;F;2
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Arrigo Boito;PARMA;7220 ;EMILIA ROMAGNA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Arrigo Boito;PARMA;7220 ;EMILIA ROMAGNA;Musica d'insieme;AFAM_Corso Diploma accademico 2L;MUSICA D'INSIEME;DCSL68;MUSICA D'INSIEME - Musica da camera;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Arrigo Boito;PARMA;7220 ;EMILIA ROMAGNA;Musica d'insieme;AFAM_Corso Diploma accademico 2L;MUSICA D'INSIEME;DCSL68;MUSICA D'INSIEME - Voci e strumenti antichi;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Arrigo Boito;PARMA;7220 ;EMILIA ROMAGNA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL31;MAESTRO COLLABORATORE;F;3
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Arrigo Boito;PARMA;7220 ;EMILIA ROMAGNA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL31;MAESTRO COLLABORATORE;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Arrigo Boito;PARMA;7220 ;EMILIA ROMAGNA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Arrigo Boito;PARMA;7220 ;EMILIA ROMAGNA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL31;MAESTRO COLLABORATORE;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Arrigo Boito;PARMA;7220 ;EMILIA ROMAGNA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;PIANOFORTE;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Arrigo Boito;PARMA;7220 ;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;LIUTO;DCSL30;LIUTO;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Arrigo Boito;PARMA;7220 ;EMILIA ROMAGNA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico di Perfezionamento/Master II liv.;DISCIPLINE MUSICALI;Master 2L;SPECIALIZZAZIONE IN TEORIA, RITMICA E PERCEZIONE MUSICALE - Ear training;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Arrigo Pedrollo;VICENZA;7325 ;VENETO;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;6
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Arrigo Pedrollo;VICENZA;7325 ;VENETO;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;M;2
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Arrigo Pedrollo;VICENZA;7325 ;VENETO;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA VOCALE DA CAMERA;DCSL35;MUSICA VOCALE DA CAMERA;F;2
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Arrigo Pedrollo;VICENZA;7325 ;VENETO;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA VOCALE DA CAMERA;DCSL35;MUSICA VOCALE DA CAMERA;M;3
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Arrigo Pedrollo;VICENZA;7325 ;VENETO;Didattica della musica;AFAM_Corso Diploma accademico 2L;DIDATTICA DELLA MUSICA;DCSL21;DIDATTICA DELLA MUSICA;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Arrigo Pedrollo;VICENZA;7325 ;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Arrigo Pedrollo;VICENZA;7325 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;ARPA;DCSL01;ARPA;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Arrigo Pedrollo;VICENZA;7325 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;CHITARRA;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);54184;SICILIA;Musica d'insieme;AFAM_Corso Diploma accademico 2L;MUSICA D'INSIEME;DCSL68;MUSICA D'INSIEME - Musica da camera;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Arturo Toscanini;RIBERA (AG);54184;SICILIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CONTRABBASSO;DCSL16;CONTRABBASSO;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;B. Maderna – G. Lettimi;CESENA (FC) e RIMINI;57930;EMILIA ROMAGNA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO LIRICO;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;B. Maderna – G. Lettimi;CESENA (FC) e RIMINI;57930;EMILIA ROMAGNA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL08;CANTO RINASCIMENTALE E BAROCCO;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;B. Maderna – G. Lettimi;CESENA (FC) e RIMINI;57930;EMILIA ROMAGNA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;B. Maderna – G. Lettimi;CESENA (FC) e RIMINI;57930;EMILIA ROMAGNA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;FLAUTO;DCSL27;FLAUTO;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;B. Maderna – G. Lettimi;CESENA (FC) e RIMINI;57930;EMILIA ROMAGNA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;TROMBONE;DCSL49;TROMBONE;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;B. Maderna – G. Lettimi;CESENA (FC) e RIMINI;57930;EMILIA ROMAGNA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CLARINETTO;DCPL11;CLARINETTO;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;B. Maderna – G. Lettimi;CESENA (FC) e RIMINI;57930;EMILIA ROMAGNA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;SAXOFONO;DCPL41;SAXOFONO;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;B. Maderna – G. Lettimi;CESENA (FC) e RIMINI;57930;EMILIA ROMAGNA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;ORGANO E COMPOSIZIONE ORGANISTICA;DCPL38;ORGANO;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;B. Maderna – G. Lettimi;CESENA (FC) e RIMINI;57930;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL55;VIOLINO BAROCCO;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;B. Maderna – G. Lettimi;CESENA (FC) e RIMINI;57930;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLA;DCPL52;VIOLA;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207 ;VENETO;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;7
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207 ;VENETO;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;M;5
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207 ;VENETO;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA D'INSIEME;DCSL68;MUSICA DA CAMERA;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207 ;VENETO;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA D'INSIEME;DCSL68;MUSICA DA CAMERA;F;2
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207 ;VENETO;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207 ;VENETO;Didattica della musica;AFAM_Corso Diploma accademico 2L;DIDATTICA DELLA MUSICA;DCSL21;DIDATTICA DELLA MUSICA - Didattica della musica - Didattica dello strumento;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207 ;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;CLARINETTO;DCSL11;CLARINETTO;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207 ;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;CLARINETTO;DCSL11;CLARINETTO;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207 ;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;SAXOFONO;DCPL41;SAXOFONO;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207 ;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBA;DCPL46;TROMBA;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207 ;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL31;MAESTRO COLLABORATORE;F;2
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207 ;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207 ;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;F;4
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207 ;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;PIANOFORTE;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207 ;VENETO;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;COMPOSIZIONE;DCPL15;COMPOSIZIONE;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207 ;VENETO;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;COMPOSIZIONE;DCPL15;COMPOSIZIONE - Nuove tecnologie;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Cesare Pollini;PADOVA;7327 ;VENETO;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO LIRICO;F;5
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Cesare Pollini;PADOVA;7327 ;VENETO;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO LIRICO;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Cesare Pollini;PADOVA;7327 ;VENETO;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Cesare Pollini;PADOVA;7327 ;VENETO;Didattica della musica;AFAM_Corso Diploma accademico 2L;DIDATTICA DELLA MUSICA;DCSL21;DIDATTICA DELLA MUSICA;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Cesare Pollini;PADOVA;7327 ;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;OBOE;DCSL36;OBOE;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Cesare Pollini;PADOVA;7327 ;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL31;MAESTRO COLLABORATORE;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Cesare Pollini;PADOVA;7327 ;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Cesare Pollini;PADOVA;7327 ;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;F;2
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Cesare Pollini;PADOVA;7327 ;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;PIANOFORTE;F;2
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Cesare Pollini;PADOVA;7327 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;MANDOLINO;DCSL32;MANDOLINO;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Cesare Pollini;PADOVA;7327 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;VIOLINO;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Cesare Pollini;PADOVA;7327 ;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLONCELLO;DCPL57;VIOLONCELLO;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Claudio Monteverdi;BOLZANO;7270 ;TRENTINO-ALTO ADIGE;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;M;2
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Claudio Monteverdi;BOLZANO;7270 ;TRENTINO-ALTO ADIGE;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;3
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Claudio Monteverdi;BOLZANO;7270 ;TRENTINO-ALTO ADIGE;Didattica della musica;AFAM_Corso Diploma accademico 2L;DIDATTICA DELLA MUSICA;DCSL21;DIDATTICA DELLA MUSICA - Didattica dello strumento;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Claudio Monteverdi;BOLZANO;7270 ;TRENTINO-ALTO ADIGE;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;FLAUTO;DCSL27;FLAUTO;F;2
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Claudio Monteverdi;BOLZANO;7270 ;TRENTINO-ALTO ADIGE;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;BASSO TUBA;DCPL04;BASSO TUBA;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Claudio Monteverdi;BOLZANO;7270 ;TRENTINO-ALTO ADIGE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico di Perfezionamento/Master I liv.;DISCIPLINE MUSICALI;Master 1L;QUARTETTO D'ARCHI;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Claudio Monteverdi;BOLZANO;7270 ;TRENTINO-ALTO ADIGE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CHITARRA;DCSL09;CHITARRA;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Claudio Monteverdi;BOLZANO;7270 ;TRENTINO-ALTO ADIGE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLA;DCSL52;VIOLA;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Domenico Cimarosa;AVELLINO;7257 ;CAMPANIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Domenico Cimarosa;AVELLINO;7257 ;CAMPANIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Domenico Cimarosa;AVELLINO;7257 ;CAMPANIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;F;2
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Domenico Cimarosa;AVELLINO;7257 ;CAMPANIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;M;2
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Domenico Cimarosa;AVELLINO;7257 ;CAMPANIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL10;CHITARRA JAZZ;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Domenico Cimarosa;AVELLINO;7257 ;CAMPANIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL17;CONTRABBASSO JAZZ;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Domenico Cimarosa;AVELLINO;7257 ;CAMPANIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FLAUTO;DCPL27;FLAUTO;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Domenico Cimarosa;AVELLINO;7257 ;CAMPANIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;F;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Domenico Cimarosa;AVELLINO;7257 ;CAMPANIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;M;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Domenico Cimarosa;AVELLINO;7257 ;CAMPANIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE - Pianista accompagnatore;F;1
