ANNO_SOLARE;TIPO_ISTITUTO;Area_Istituto;NOME_ISTITUTO;COMUNE_SEDE;COD_ISTITUTO;REGIONE_ISTITUTO;TIPO_CORSO;CLASSE_ETA';DIPLOMATI
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Orazio Vecchi - Antonio Tonelli;MODENA e CARPI (MO);54182;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;9
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Orazio Vecchi - Antonio Tonelli;MODENA e CARPI (MO);54182;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;9
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Orazio Vecchi - Antonio Tonelli;MODENA e CARPI (MO);54182;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;6
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Ottorino Respighi;LATINA;7286 ;LAZIO;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Ottorino Respighi;LATINA;7286 ;LAZIO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;21
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Ottorino Respighi;LATINA;7286 ;LAZIO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;5
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Ottorino Respighi;LATINA;7286 ;LAZIO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;11
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Ottorino Respighi;LATINA;7286 ;LAZIO;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;6
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Ottorino Respighi;LATINA;7286 ;LAZIO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;10
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Ottorino Respighi;LATINA;7286 ;LAZIO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;17
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;P.I. Tchaikovsky;NOCERA TERINESE (CZ);54179;CALABRIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;5
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;P.I. Tchaikovsky;NOCERA TERINESE (CZ);54179;CALABRIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;23
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;P.I. Tchaikovsky;NOCERA TERINESE (CZ);54179;CALABRIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;19
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;P.I. Tchaikovsky;NOCERA TERINESE (CZ);54179;CALABRIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;31
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;P.I. Tchaikovsky;NOCERA TERINESE (CZ);54179;CALABRIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;13
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;P.I. Tchaikovsky;NOCERA TERINESE (CZ);54179;CALABRIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;17
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;P.I. Tchaikovsky;NOCERA TERINESE (CZ);54179;CALABRIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;22
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Pierluigi da Palestrina;CAGLIARI;7320 ;SARDEGNA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;16
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Pierluigi da Palestrina;CAGLIARI;7320 ;SARDEGNA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;5
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Pierluigi da Palestrina;CAGLIARI;7320 ;SARDEGNA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;21
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Pierluigi da Palestrina;CAGLIARI;7320 ;SARDEGNA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;2
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Pierluigi da Palestrina;CAGLIARI;7320 ;SARDEGNA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;13
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Pierluigi da Palestrina;CAGLIARI;7320 ;SARDEGNA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;21
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Pietro Mascagni;LIVORNO;54172;TOSCANA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;8
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Pietro Mascagni;LIVORNO;54172;TOSCANA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;11
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Pietro Mascagni;LIVORNO;54172;TOSCANA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;9
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Pietro Mascagni;LIVORNO;54172;TOSCANA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Pietro Mascagni;LIVORNO;54172;TOSCANA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;15
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Pietro Mascagni;LIVORNO;54172;TOSCANA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;14
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Politecnico delle Arti Gaetano Donizetti - Giacomo Carrara di BERGAMO  (area musicale);BERGAMO;54190;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Politecnico delle Arti Gaetano Donizetti - Giacomo Carrara di BERGAMO  (area musicale);BERGAMO;54190;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;12
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Politecnico delle Arti Gaetano Donizetti - Giacomo Carrara di BERGAMO  (area musicale);BERGAMO;54190;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;2
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Politecnico delle Arti Gaetano Donizetti - Giacomo Carrara di BERGAMO  (area musicale);BERGAMO;54190;LOMBARDIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;4
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Politecnico delle Arti Gaetano Donizetti - Giacomo Carrara di BERGAMO  (area musicale);BERGAMO;54190;LOMBARDIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;4
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Politecnico delle Arti Gaetano Donizetti - Giacomo Carrara di BERGAMO  (area musicale);BERGAMO;54190;LOMBARDIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;5
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Politecnico delle Arti Gaetano Donizetti - Giacomo Carrara di BERGAMO  (area musicale);BERGAMO;54190;LOMBARDIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;4
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;R. Franci;SIENA;54174;TOSCANA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;R. Franci;SIENA;54174;TOSCANA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;9
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;R. Franci;SIENA;54174;TOSCANA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;R. Franci;SIENA;54174;TOSCANA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;R. Franci;SIENA;54174;TOSCANA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;7
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;R. Franci;SIENA;54174;TOSCANA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;8
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;R. Franci;SIENA;54174;TOSCANA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;2
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;S. Pietro a Majella;NAPOLI;7222 ;CAMPANIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;4
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;S. Pietro a Majella;NAPOLI;7222 ;CAMPANIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;56
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;S. Pietro a Majella;NAPOLI;7222 ;CAMPANIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;17
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;S. Pietro a Majella;NAPOLI;7222 ;CAMPANIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;14
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;S. Pietro a Majella;NAPOLI;7222 ;CAMPANIA;AFAM_Corso Diploma accademico 2L;da 18 a 19 anni;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;S. Pietro a Majella;NAPOLI;7222 ;CAMPANIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;21
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;S. Pietro a Majella;NAPOLI;7222 ;CAMPANIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;50
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;S. Pietro a Majella;NAPOLI;7222 ;CAMPANIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;32
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309 ;LAZIO;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;6
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309 ;LAZIO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;73
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309 ;LAZIO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;34
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309 ;LAZIO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;15
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309 ;LAZIO;AFAM_Corso Diploma accademico 2L;da 18 a 19 anni;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309 ;LAZIO;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;26
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309 ;LAZIO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;104
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309 ;LAZIO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;54
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;34
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;22
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;12
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;13
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;14
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;15
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa;LECCE;7239 ;PUGLIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;4
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa;LECCE;7239 ;PUGLIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;27
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa;LECCE;7239 ;PUGLIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;8
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa;LECCE;7239 ;PUGLIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;13
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa;LECCE;7239 ;PUGLIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;12
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa;LECCE;7239 ;PUGLIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;16
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa;LECCE;7239 ;PUGLIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;15
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa (sezione staccata);LECCE - CEGLIE MESSAPICA (BR);49350;PUGLIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa (sezione staccata);LECCE - CEGLIE MESSAPICA (BR);49350;PUGLIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;3
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa (sezione staccata);LECCE - CEGLIE MESSAPICA (BR);49350;PUGLIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;2
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa (sezione staccata);LECCE - CEGLIE MESSAPICA (BR);49350;PUGLIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;3
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Umberto Giordano;FOGGIA;7322 ;PUGLIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Umberto Giordano;FOGGIA;7322 ;PUGLIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;40
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Umberto Giordano;FOGGIA;7322 ;PUGLIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;7
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Umberto Giordano;FOGGIA;7322 ;PUGLIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;3
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Umberto Giordano;FOGGIA;7322 ;PUGLIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;16
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Umberto Giordano;FOGGIA;7322 ;PUGLIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;9
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Umberto Giordano;FOGGIA;7322 ;PUGLIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;9
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);7328 ;PUGLIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);7328 ;PUGLIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;20
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);7328 ;PUGLIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;3
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);7328 ;PUGLIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;1
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);7328 ;PUGLIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;5
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);7328 ;PUGLIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;5
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);7328 ;PUGLIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;6
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Vincenzo Bellini;CALTANISSETTA;54185;SICILIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;2
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Vincenzo Bellini;CALTANISSETTA;54185;SICILIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;28
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Vincenzo Bellini;CALTANISSETTA;54185;SICILIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;9
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Vincenzo Bellini;CALTANISSETTA;54185;SICILIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;3
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Vincenzo Bellini;CALTANISSETTA;54185;SICILIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;7
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Vincenzo Bellini;CALTANISSETTA;54185;SICILIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;15
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Vincenzo Bellini;CALTANISSETTA;54185;SICILIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;7
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Vincenzo Bellini;CATANIA;54170;SICILIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;7
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Vincenzo Bellini;CATANIA;54170;SICILIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;48
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Vincenzo Bellini;CATANIA;54170;SICILIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;12
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Vincenzo Bellini;CATANIA;54170;SICILIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;7
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Vincenzo Bellini;CATANIA;54170;SICILIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;38
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Vincenzo Bellini;CATANIA;54170;SICILIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;24
2023;Conservatorio di Musica statale;Area Musicale/Coreutica;Vincenzo Bellini;CATANIA;54170;SICILIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;19
2023;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;2
2023;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;2
2023;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;7
2023;Istituto Musicale Pareggiato;Area Musicale/Coreutica;della VALLE D'AOSTA;AOSTA;7265 ;VALLE D'AOSTA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;4
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;FAENZA (RA);7303 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;17
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;FAENZA (RA);7303 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;6
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;FAENZA (RA);7303 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;1
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;FAENZA (RA);7303 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;1
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;FAENZA (RA);7303 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;18
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;FAENZA (RA);7303 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;2
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;FIRENZE;7197 ;TOSCANA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;20
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;FIRENZE;7197 ;TOSCANA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;2
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;FIRENZE;7197 ;TOSCANA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;4
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;FIRENZE;7197 ;TOSCANA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;25
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;FIRENZE;7197 ;TOSCANA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;1
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;PESCARA;34050;ABRUZZO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;28
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;PESCARA;34050;ABRUZZO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;4
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;PESCARA;34050;ABRUZZO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;3
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;PESCARA;34050;ABRUZZO;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;6
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;PESCARA;34050;ABRUZZO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;14
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;PESCARA;34050;ABRUZZO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;5
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;PORDENONE;72411;FRIULI VENEZIA GIULIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;47
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;PORDENONE;72411;FRIULI VENEZIA GIULIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;5
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;ROMA;7241 ;LAZIO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;15
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;ROMA;7241 ;LAZIO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;2
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;ROMA;7241 ;LAZIO;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;2
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;ROMA;7241 ;LAZIO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;26
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;ROMA;7241 ;LAZIO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;3
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;URBINO (PU);7252 ;MARCHE;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;14
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;URBINO (PU);7252 ;MARCHE;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;2
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;URBINO (PU);7252 ;MARCHE;AFAM_Corso Diploma accademico 1L;30 anni e oltre;2
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;URBINO (PU);7252 ;MARCHE;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;1
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;URBINO (PU);7252 ;MARCHE;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;50
2023;Istituto superiore per le Industrie Artistiche;Area Artistica;;URBINO (PU);7252 ;MARCHE;AFAM_Corso Diploma accademico 2L;30 anni e oltre;6
2023;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia ABADIR di Sant'Agata Li Battiati;S.AGATA LI BATTIATI (CT);7236 ;SICILIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;17
2023;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia ABADIR di Sant'Agata Li Battiati;S.AGATA LI BATTIATI (CT);7236 ;SICILIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;3
2023;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia ABADIR di Sant'Agata Li Battiati;S.AGATA LI BATTIATI (CT);7236 ;SICILIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;1
2023;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia della Moda di MILANO (sede decentrata dell'Accademia della Moda di NAPOLI);MILANO;34890;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;29
2023;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia della Moda di MILANO (sede decentrata dell'Accademia della Moda di NAPOLI);MILANO;34890;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;20
2023;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia della Moda di MILANO (sede decentrata dell'Accademia della Moda di NAPOLI);MILANO;34890;LOMBARDIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;2
2023;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia della Moda di NAPOLI;NAPOLI;16006;CAMPANIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;136
2023;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia della Moda di NAPOLI;NAPOLI;16006;CAMPANIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;101
2023;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Accademia della Moda di NAPOLI;NAPOLI;16006;CAMPANIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;23
