"flow_id","name_it"
"83_85_DF_DCCV_AVQ_PERSONE1_245","Pane, legumi, dolci, latte e formaggi - età, titolo di studio"
"83_85_DF_DCCV_AVQ_PERSONE1_249","Verdure, ortaggi e frutta - età, titolo di studio"
"83_85_DF_DCCV_AVQ_PERSONE1_253","Olio e sale - età, titolo di studio"
"85_83_DF_DCSA_VOLON_4","Titolo di studio, condizione lavorativa"
"85_83_DF_DCSA_VOLON_5","Ampiezza della famiglia e risorse economiche"
"85_84_DF_DCSA_VOLON1_4","Volontariato - Titolo di studio, condizione lavorativa"
"85_84_DF_DCSA_VOLON1_5","Volontariato - Ampiezza della famiglia e risorse economiche"
"DCSS_BULK_FAM_POP","Numero di famiglie e popolazione residente in famiglia"
"DF_BULK_CEN2011_DICA_N06ECOM","Titolo di studio dei volontari - dati comunali"
"DF_BULK_CPO2011_DICA_CARATT_ATTL_TS","Occupati e in cerca di prima occupazione per titolo di studio"
"DF_BULK_CPO2011_DICA_CONDPROF_NUC","Condizione professionale o non professionale dei nuclei familiari costituiti da un solo genitore"
"DF_BULK_CPO2011_DICA_FAM_CARATT4","Famiglie per tipologia di famiglia"
"DF_BULK_CPO2011_DICA_FAMST_CARATT1","Famiglie con almeno uno straniero residente per tipologia della famiglia"
"DF_BULK_CPO2011_DICA_POPINALL","Popolazione residente in famiglia che vive in alloggio"
"DF_BULK_CPO2011_DICA_POPINFM","Popolazione residente in famiglia"
"DF_BULK_CPO2011_DICA_POPINFM1","Popolazione residente in famiglia per tipologia della famiglia"
"DF_BULK_CPO2011_DICA_TITSTUDIO","Titolo di studio della popolazione residente di 6 anni e più"
"DF_DCAT_CENSAGRIC2020_AGE_EDU","Aziende per titolo di studio ed età del capo azienda"
"DF_DCAT_CENSAGRIC2020_QUAL_ALL","Numero e giornate di lavoro del capo azienda per titolo di studio, categoria di manodopera del capo azienda, sesso, età del capo azienda"
"DF_DCAT_CENSAGRIC2020_QUAL_SPA2023_1","Numero e giornate di lavoro del capo azienda per titolo di studio, categoria di manodopera del capo azienda, sesso, età del capo azienda"
"DF_DCSS_CARS_2","Automobili di proprietà per numero di componenti della famiglia - comuni"
"DF_DCSS_CARS_3","Automobili di proprietà per cittadinanza dei componenti della famiglia - comuni"
"DF_DCSS_CARS_PARK_2","Automobili di proprietà per numero di componenti della famiglia - comuni"
"DF_DCSS_CARS_PARK_3","Automobili di proprietà per cittadinanza dei componenti della famiglia - comuni"
"DF_DCSS_FAM_POP_TV_1","Numero di famiglie e popolazione residente in famiglia - comuni"
"DF_DCSS_FAM_POP_TV_2","Numero medio di componenti per famiglia - comuni"
"DF_DCSS_FAMILY_NUCLEI_4_GC","Nuclei familiari monogenitore per tipo di nucleo, sesso e classe di età del genitore - province e grandi comuni"
"DF_DCSS_FORPOP_2_GC","Popolazione straniera per posizione in famiglia o non in famiglia - province e grandi comuni"
"DF_DCSS_FPHH_FNCL_1_GC","Popolazione straniera residente in famiglia per sesso, classe di età e tipologia della famiglia - province e grandi comuni"
"DF_DCSS_FPHH_FNCL_2_GC","Famiglie con almeno uno straniero residente per tipologia di famiglia - province e grandi comuni"
"DF_DCSS_HCUE_COM_2_COM","Popolazione per posizione in famiglia o non in famiglia - comuni"
"DF_DCSS_HCUE_COM_4_COM","Famiglie per tipo di famiglia - comuni"
"DF_DCSS_MIGR_BACKG_PAR_TV_1_COM","Popolazione italiana dalla nascita, italiana per acquisizione e straniera/apolide per luogo di nascita dei genitori - comuni"
"DF_DCSS_MIGR_BACKG_PAR_TV_10_COM","Popolazione straniera nata in italia e all'estero per grado di istruzione, cittadinanza e luogo di nascita dei genitori - comuni"
"DF_DCSS_MIGR_BACKG_PAR_TV_2_COM","Popolazione italiana nata in Italia per luogo di nascita dei genitori - comuni"
"DF_DCSS_MIGR_BACKG_PAR_TV_3_COM","Popolazione italiana nata all'estero (immigrata) per luogo di nascita dei genitori - comuni"
"DF_DCSS_MIGR_BACKG_PAR_TV_4_COM","Popolazione italiana per acquisizione nata in Italia per cittadinanza precedente e luogo di nascita dei genitori - comuni"
"DF_DCSS_MIGR_BACKG_PAR_TV_5_COM","Popolazione italiana per acquisizione nata all'estero (immigrata) per cittadinanza precedente e luogo di nascita dei genitori - comuni"
"DF_DCSS_MIGR_BACKG_PAR_TV_6_COM","Popolazione straniera nata in Italia per cittadinanza e luogo di nascita dei genitori - comuni"
"DF_DCSS_MIGR_BACKG_PAR_TV_7_COM","Popolazione straniera nata all'estero (immigrata) per cittadinanza e luogo di nascita dei genitori - comuni"
"DF_DCSS_MIGR_BACKG_PAR_TV_8_COM","Popolazione italiana nata in Italia e all'estero per grado di istruzione e luogo di nascita dei genitori - comuni"
"DF_DCSS_MIGR_BACKG_PAR_TV_9_COM","Popolazione italiana per acquisizione nata in Italia e all'estero per grado di istruzione, cittadinanza precedente e luogo di nascita dei genitori - comuni"
"DF_DCSS_POPHH_PHH_1_GC","Popolazione residente in famiglia per sesso, classe di età, e posizione nella famiglia - province e grandi comuni"
"DF_DCSS_POPHH_PHH_2_COM","Popolazione residente in famiglia per tipologia della famiglia - comuni"
"DF_DCSS_POPHH_PHH_3_GC","Popolazione residente in famiglia per numero di componenti e tpologia della famiglia - province e grandi comuni"
"DF_DCSS_POPHH_PHH_4_COM","Famiglie per tipologia della famiglia - comuni"
"DF_DCSS_POPHH_PHH_5_GC","Famiglie per numero di componenti e tipologia della famiglia - province e grandi comuni"
