Title: ,The structure of European education systems,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
CH,2025/2026,CH09.Baccalaureate school,CH09.Baccalaureate,Gymnasiale Maturitätsschule / école de maturité générale / scuola di maturità,Gymnasiale Maturität / maturité gymnasiale / maturità liceale,ISCED 3 general,,,15,0,4,0,Not applicable (general education),na,na,
CH,2025/2026,CH10.Vocational education and training school,CH10.Vocational education and training with Federal certificate 2 years,Berufsfachschule; Lehrbetrieb / école professionnelle; entreprise formatrice / scuola professionale,Berufliche Grundbildung mit eidgenössischem Berufsattest 2 Jahre /  Formation professionnelle initiale avec attestation fédérale 2 ans / formazione professionale di base con certificato federale 2 anni,ISCED 3 vocational,,,15,0,2,0,Combined school- and work-based programme,na,na,
CH,2025/2026,CH10.Vocational education and training school,CH11.Vocational education and training with Federal diploma 3 and 4 years,Berufsfachschule; Lehrbetrieb / école professionnelle; entreprise formatrice / scuola professionale,Berufliche Grundbildung mit eidgenössischem Fähigkeitszeugnis 3-4 Jahre /  Formation professionnelle initiale avec un certificat fédéral de capacité 3-4 ans / Formazione professionale di base con con attestato federale di capacità 3-4 anni,ISCED 3 vocational,,,15,0,3,0,Combined school- and work-based programme,na,na,
CH,2025/2026,CH11.Vocational baccalaureate school,CH12.Vocational baccalaureate after initial vocational education and training ,Berufsmaturitätsschule / école de maturité professionnelle / scuola di maturità professionale,Berufsmaturität nach der beruflichen Grundbildung / maturité professionnelle après la formation professionnelle initiale / maturità professionale dopo la formazione professionale di base,ISCED 3 general,,,18,0,1,0,Not applicable (general education),na,na,
CH,2025/2026,,,,,,Full-time compulsory education/training,Obligatorische Schule / scolarité obligatoire / scuola obbligatoria,4,0,11,0,,,,
CH,2025/2026,,,,,,Part-time,,0,0,0,0,,,,
CY,2025/2026,CY01.Home caregivers,CY01.Home caregivers,Kat΄Oikon Paidokomoi,Kat΄Oikon Paidokomoi,Non-ISCED home-based,,,0,0,2,0,Not applicable (general education),home-based,na,
CY,2025/2026,CY02.Day nursery,CY02.Early childhood development programme,Vrefopaidokomikoi stathmoi,Pedokomikos Stathmos,ISCED 0 centre-based,,,0,0,2,0,Not applicable (general education),centre-based,na,
CY,2025/2026,CY03.Kindergarten,CY03.Pre-primary education,Nipiagogeio,Nipiagogeio,ISCED 0 centre-based,,,2,0,2,5,Not applicable (general education),centre-based,na,
CY,2025/2026,CY04.Kindergarten / Pre-primary class,CY04.Pre-primary class,Prodimotiki,Nipiagogeio / Prodimotiki,ISCED 0 centre-based,,,4,5,1,7,Not applicable (general education),centre-based,na,
CY,2025/2026,CY05.Primary school,CY05.Primary education,Dimotiko scholeio,Dimotiko,ISCED 1,,,6,0,6,0,Not applicable (general education),na,na,
CY,2025/2026,CY06.Gymnasium,CY06.Lower secondary general education,Gymnasio,Gymnasio,ISCED 2 general,,,12,0,3,0,Not applicable (general education),na,na,
CY,2025/2026,CY07.Lyceum,CY07.Upper secondary general education,Lykeio,Lykeio,ISCED 3 general,,,15,0,3,0,Not applicable (general education),na,na,
CY,2025/2026,CY08.Technical school,CY08.Upper secondary technical and vocational education,Techniki scholi,Techniki & Epaggelmatiki,ISCED 3 vocational,,,15,0,3,0,School-based programme,na,na,
CY,2025/2026,,,,,,Full-time compulsory education/training,Ipoxreotiki ekpedevsi/katartisi plirous fitisis,4,5,10,7,,,,
CY,2025/2026,,,,,,Part-time,Ipoxreotiki ekpedevsi/katartisi merikis fitisis,0,0,0,0,,,,
CZ,2025/2026,CZ01.Children's group,CZ01.Children's group,Dětská skupina,Dětská skupina,Non-ISCED centre-based,,,0,6,4,6,Not applicable (general education),centre-based,na,
CZ,2025/2026,CZ02.Nursery school,CZ02.Pre-primary education,Mateřská škola,Předškolní vzdělávání,ISCED 0 centre-based,,,2,0,4,0,Not applicable (general education),centre-based,na,
CZ,2025/2026,CZ03.Basic school ,CZ03.Preparatory classes mainly for children with postponed primary education,Základní škola ,Přípravné třídy převážně pro děti s odkladem povinné školní docházky,ISCED 0 centre-based,,,6,0,1,0,Not applicable (general education),centre-based,YES,
CZ,2025/2026,CZ03.Basic school ,CZ04.Basic education – 1st stage,Základní škola,Základní vzdělání – 1. stupeň,ISCED 1,,,6,0,5,0,Not applicable (general education),na,na,CZ_GroupA
CZ,2025/2026,CZ03.Basic school ,CZ05.Basic education – 2nd stage,Základní škola,Základní vzdělání – 2. stupeň,ISCED 2 general,,,11,0,4,0,Not applicable (general education),na,na,CZ_GroupA
CZ,2025/2026,CZ04.Secondary school,CZ06.Secondary general education with Maturita examination  –  8-year secondary general school  –  Lower stage (grades 1-4),Střední škola,"Střední vzdělání s maturitní zkouškou, 8leté gymnázium, nižší stupeň",ISCED 2 general,,,11,0,4,0,Not applicable (general education),na,na,CZ_GroupB
CZ,2025/2026,CZ04.Secondary school,CZ07.Secondary general education with Maturita examination  –  8-year secondary general school  – Upper stage (grades 5-8),Střední škola,"Střední vzdělání s maturitní zkouškou, 8leté gymnázium, vyšší stupeň",ISCED 3 general,,,15,0,4,0,Not applicable (general education),na,na,CZ_GroupB
CZ,2025/2026,CZ04.Secondary school,CZ08.Secondary general education with Maturita examination  –  6-year secondary general school  – Lower stage (grades 1-2),Střední škola,"Střední vzdělání s maturitní zkouškou, 6leté gymnázium, nižší stupeň",ISCED 2 general,,,13,0,2,0,Not applicable (general education),na,na,CZ_GroupC
CZ,2025/2026,CZ04.Secondary school,CZ09.Secondary general education with Maturita examination  –  6-year secondary general school  – Upper stage (grades 3-6),Střední škola,"Střední vzdělání s maturitní zkouškou, 6leté gymnázium, vyšší stupeň",ISCED 3 general,,,15,0,4,0,Not applicable (general education),na,na,CZ_GroupC
CZ,2025/2026,CZ04.Secondary school,CZ10.Secondary general education with Maturita examination  –  Four-year secondary general school,Střední škola,"Střední vzdělání s maturitní zkouškou, 4leté gymnázium",ISCED 3 general,,,15,0,4,0,Not applicable (general education),na,na,
CZ,2025/2026,CZ04.Secondary school,CZ11.Secondary general education with Maturita examination  –  Lyceum,Střední škola,"Střední vzdělání s maturitní zkouškou, Lyceum",ISCED 3 general,,,15,0,4,0,Not applicable (general education),na,na,
CZ,2025/2026,CZ04.Secondary school,CZ12.Secondary education with VET certificate,Střední škola,Střední vzdělání s výučním listem,ISCED 3 vocational,,,15,0,3,0,Combined school- and work-based programme,na,na,
CZ,2025/2026,CZ04.Secondary school,CZ13.Secondary vocational education with Maturita examination,Střední škola,Střední vzdělání s maturitní zkouškou (odborné obory),ISCED 3 vocational,,,15,0,4,0,Combined school- and work-based programme,na,na,
CZ,2025/2026,CZ04.Secondary school,CZ14.Follow-up courses (for graduates of upper secondary education with VET certificate),Střední škola,Nástavbové studium,ISCED 3 vocational,,,18,0,2,0,School-based programme,na,na,
CZ,2025/2026,,,,,,Full-time compulsory education/training,Povinné vzdělávání,5,0,10,0,,,,
CZ,2025/2026,,,,,,Part-time,,0,0,0,0,,,,
DE,2025/2026,DE01.Childminder,DE01.Family daycare,Kindertagespflege; Tagespflege; Tagesmutter,Kindertagespflege ,ISCED 0 home-based,,,0,0,3,0,Not applicable (general education),home-based,na,
DE,2025/2026,DE02.Day nursery,DE02.Day nursery,Krippe,Krippe,ISCED 0 centre-based,,,0,0,3,0,Not applicable (general education),centre-based,na,
DE,2025/2026,DE03.Daycare centre,DE03.Mixed-age settings,Kindertageseinrichtung,Altersgemischte Kindertageseinrichtungen,ISCED 0 centre-based,,,0,0,6,0,Not applicable (general education),centre-based,na,
DE,2025/2026,DE04.Kindergarten,DE04.Kindergarten,Kindergarten ,Kindergarten ,ISCED 0 centre-based,,,3,0,3,0,Not applicable (general education),centre-based,na,
DE,2025/2026,DE05.Primary school / Comprehensive school (grades 1-4),DE05.Primary education,Grundschule/Gemeinschaftsschule (Klassen 1-4),Primarbereich,ISCED 1,,,6,0,4,0,Not applicable (general education),na,na,
DE,2025/2026,DE06.Grammar school,"DE06.Grammar school, Grades 5-9/10",Gymnasium,Sekundarbereich I - Gymnasium,ISCED 2 general,,,10,0,6,0,Not applicable (general education),na,na,DE_GroupA
DE,2025/2026,DE06.Grammar school,"DE07.Grammar school, Grades 11-13 or 10-12",Gymnasium,Sekundarbereich II - Gymnasiale Oberstufe,ISCED 3 general,,,16,0,3,0,Not applicable (general education),na,na,DE_GroupA
DE,2025/2026,DE07.Schools with three educational programmes,"DE08.Schools with three educational programmes, Grades 5-10",Schularten mit drei Bildungsgängen,Sekundarbereich I - Schularten mit drei Bildungsgängen,ISCED 2 general,,,10,0,6,0,Not applicable (general education),na,na,DE_GroupB
DE,2025/2026,DE07.Schools with three educational programmes,"DE09.Schools with three educational programmes, Grades 11-13",Schularten mit drei Bildungsgängen,Sekundarbereich II - Gymnasiale Oberstufe an Schularten mit drei Bildungsgängen,ISCED 3 general,,,16,0,3,0,Not applicable (general education),na,na,DE_GroupB
DE,2025/2026,DE08.Schools with two educational programmes,DE10.Schools with two educational programmes,Schularten mit zwei Bildungsgängen ,Sekundarbereich I - Schularten mit zwei Bildungsgängen,ISCED 2 general,,,10,0,6,0,Not applicable (general education),na,na,
DE,2025/2026,DE09.Lower secondary school (Realschule),DE11.Lower secondary school - Realschule,Realschule,Sekundarbereich I - Realschule,ISCED 2 general,,,10,0,6,0,Not applicable (general education),na,na,
DE,2025/2026,DE10.Lower secondary school (Hauptschule/Mittelschule),DE12.Lower secondary school - Hauptschule/Mittelschule,Hauptschule/Mittelschule,Sekundarbereich I - Hauptschule/Mittelschule,ISCED 2 general,,,10,0,6,0,Not applicable (general education),na,na,
DE,2025/2026,DE11.Various institutions,DE13.Pre-vocational programmes,Verschiedene Institutionen ,Berufsvorbereitende Programme,ISCED 2 vocational,,,16,0,1,0,School-based programme,na,na,
DE,2025/2026,DE12.Specialised upper secondary vocational school,DE14.Upper secondary general programmes at vocational schools - Specialised upper secondary vocational school,Fachoberschule,Sekundarbereich II an beruflichen Schulen - Fachoberschule,ISCED 3 general,,,16,0,2,0,Not applicable (general education),na,na,
DE,2025/2026,DE13.Specialised grammar school,DE15.Upper secondary general programmes at vocational schools - Specialised grammar school,Fachgymnasium,Sekundarbereich II an beruflichen Schulen - Fachgymnasium,ISCED 3 general,,,16,0,3,0,Not applicable (general education),na,na,
DE,2025/2026,DE14.Full-time vocational school,DE16.Upper secondary general programmes at vocational schools - Full-time vocational school,Berufsfachschule,Sekundarbereich II an beruflichen Schulen - Berufsfachschule,ISCED 3 general,,,16,0,2,0,Not applicable (general education),na,na,
DE,2025/2026,DE14.Full-time vocational school,DE17.Basic vocational training at specialised vocational schools with consideration as first year in the Dual System,Berufsfachschule,"Berufsfachschulen, Duale Ausbildung",ISCED 3 vocational,,,16,0,1,0,School-based programme,na,na,
DE,2025/2026,DE14.Full-time vocational school,DE18.Specialised vocational schools: occupational qualification,Berufsfachschule,"Berufsfachschulen, Berufsabschluss",ISCED 3 vocational,,,16,0,3,0,School-based programme,na,na,
DE,2025/2026,DE15.Training school for civil servants and public employees,DE19.Training for civil servants (medium level),Verwaltungsschulen,Beamtenausbildung (mittlerer Dienst),ISCED 3 vocational,,,16,0,2,0,Combined school- and work-based programme,na,na,
DE,2025/2026,DE16.In-company training and part-time vocational school,DE20.Dual System,Betriebliche Ausbildung und Berufsschule,Duales Ausbildungssystem (Erstausbildung),ISCED 3 vocational,,,16,0,3,0,Combined school- and work-based programme,na,na,
DE,2025/2026,DE16.In-company training and part-time vocational school,DE21.Dual System (second cycle) (second education after obtaining a higher education entrance qualification),Betriebliche Ausbildung und Berufsschule,Duales Ausbildungssystem (Zweitausbildung),ISCED 4,,,19,0,3,0,Combined school- and work-based programme,na,na,
DE,2025/2026,DE17.Health sector schools,DE22.Health sector and social programmes (2 and 3 years),Schule des Gesundheitswesens,Programme in Gesundheits- und Sozialberufen,ISCED 4,,,19,0,3,0,Combined school- and work-based programme,na,na,
DE,2025/2026,"DE18.In-company training and part-time vocational school, full-time vocational school, specialised grammar school",DE23.Vocational programmes offering both an occupational qualification and a higher education entrance qualification,"Betriebliche Ausbildung, Berufsschule, Berufsfachschule, Fachgymnasium",Berufliche Programme,ISCED 4,,,19,0,3,0,Combined school- and work-based programme,na,na,
DE,2025/2026,,,,,,Full-time compulsory education/training,Vollzeitschulpflicht,6,0,13,0,,,,
DE,2025/2026,,,,,,Part-time compulsory education/training,Teilzeitschulpflicht/Berufsschulpflicht,0,0,0,0,,,,
DK,2025/2026,DK01.Family daycare,DK01.Family Daycare,Dagpleje,Dagpleje,ISCED 0 home-based,,,0,6,2,6,Not applicable (general education),home-based,na,
DK,2025/2026,DK02.Nursery,DK02.Nursery,Vuggestue,Vuggestue,ISCED 0 centre-based,,,0,6,2,6,Not applicable (general education),centre-based,na,
DK,2025/2026,DK03.Age-integrated institution (ages 0-6),DK03.Age-integrated institution (ages 0-6),Aldersintegreret institution,Aldersintegreret institution,ISCED 0 centre-based,,,0,6,5,6,Not applicable (general education),centre-based,na,
DK,2025/2026,DK04.Kindergarten,DK04.Kindergarten,Børnehave,Børnehave,ISCED 0 centre-based,,,3,0,3,0,Not applicable (general education),centre-based,na,
DK,2025/2026,DK05.Primary and lower secondary school,"DK05.Primary school, Pre-school class",Folkeskole / Grundskole,Børnehaveklasse,ISCED 1,,,6,0,1,0,Not applicable (general education),na,na,DK_GroupA
DK,2025/2026,DK05.Primary and lower secondary school,"DK06.Primary school, Grades 1-6",Folkeskole / Grundskole,Grundskole 1.-6. klasse,ISCED 1,,,7,0,6,0,Not applicable (general education),na,na,DK_GroupA
DK,2025/2026,DK05.Primary and lower secondary school,"DK07.Primary school, Grades 7-9",Folkeskole / Grundskole,Grundskole 7.-9. klasse,ISCED 2 general,,,13,0,3,0,Not applicable (general education),na,na,DK_GroupA
DK,2025/2026,DK05.Primary and lower secondary school,"DK08.Primary school, Grade 10",Folkeskole / Grundskole,Grundskole 10. klasse,ISCED 2 general,,,16,0,1,0,Not applicable (general education),na,YES,DK_GroupA
DK,2025/2026,DK05.Primary and lower secondary school,DK09.Junior apprenticeship,Folkeskole / Grundskole,Juniormesterlære,ISCED 2 general,,,14,0,2,0,Not applicable (general education),na,na,
DK,2025/2026,DK06.Gymnasium,DK10.Higher preparatory examination (hf) ,Gymnasium,Hf-eksamen (hf) ,ISCED 3 general,,,16,0,2,0,Not applicable (general education),na,na,
DK,2025/2026,DK06.Gymnasium,DK11.Higher general examination programme (STX),Gymnasium,Almen studentereksamen (STX),ISCED 3 general,,,16,0,3,0,Not applicable (general education),na,na,
DK,2025/2026,DK06.Gymnasium,DK12.Higher commercial examination programme (HHX),Gymnasium,Merkantil studentereksamen (HHX) ,ISCED 3 general,,,16,0,3,0,Not applicable (general education),na,na,
DK,2025/2026,DK06.Gymnasium,DK13.Higher technical examination programme (HTX),Gymnasium,Teknisk studentereksamen (HTX) ,ISCED 3 general,,,16,0,3,0,Not applicable (general education),na,na,
DK,2025/2026,DK07.Vocational education and training institution,"DK14.Vocational educational training, basic course",Institution for erhvervsrettet uddannelse,"EUD, grundforløb",ISCED 3 vocational,,,16,0,1,0,School-based programme,na,na,
DK,2025/2026,DK07.Vocational education and training institution,DK15.Vocational education programme qualifying for access to higher education (EUX),Institution for erhvervsrettet uddannelse,Erhvervsfaglig studentereksamen (EUX),ISCED 3 vocational,,,16,0,5,0,Combined school- and work-based programme,na,na,
DK,2025/2026,DK07.Vocational education and training institution,"DK16.Vocational educational training, main course",Institution for erhvervsrettet uddannelse,"EUD, hovedforløb",ISCED 3 vocational,,,17,0,3,6,Combined school- and work-based programme,na,na,
DK,2025/2026,,,,,,Full-time compulsory education/training,Obligatorisk uddannelse fuldtidsstuderende,6,0,10,0,,,,
DK,2025/2026,,,,,,Part-time,Obligatorisk uddannelse deltidsstuderende,0,0,0,0,,,,
EE,2025/2026,EE01.Childcare,EE01.Childcare services,Lastehoid,Lapsehoiuteenus,Non-ISCED home-based,,,0,0,7,0,Not applicable (general education),home-based,na,
EE,2025/2026,EE02.Childcare/Kindergarten,EE02.Early childhood education,Lastehoid / Lasteaed,Alusharidus,ISCED 0 centre-based,,,1,6,5,6,Not applicable (general education),centre-based,na,
EE,2025/2026,EE03.Basic school,"EE03.Basic education, Grades 1-6",Põhikool,Põhiharidus (1.–6. klass),ISCED 1,,,7,0,6,0,Not applicable (general education),na,na,EE_GroupA
EE,2025/2026,EE03.Basic school,"EE04.Basic education, Grades 7-9",Põhikool,Põhiharidus (7.–9. klass),ISCED 2 general,,,13,0,3,0,Not applicable (general education),na,na,EE_GroupA
EE,2025/2026,EE04.Vocational education institution,EE05.Second-level vocational training,Kutseõppeasutus,Teise taseme kutseõpe,ISCED 2 vocational,,,16,0,0,6,Combined school- and work-based programme,na,na,
EE,2025/2026,EE04.Vocational education institution,EE06.Third-level vocational training,Kutseõppeasutus,Kolmanda taseme kutseõpe,ISCED 2 vocational,,,16,0,1,0,Combined school- and work-based programme,na,na,
EE,2025/2026,EE05.Upper secondary school,EE07.General secondary education,Gümnaasium,Üldkeskharidus,ISCED 3 general,,,16,0,3,0,Not applicable (general education),na,na,
EE,2025/2026,EE06.Vocational education institution,EE08.Fourth-level initial vocational training,Kutseõppeasutus,Neljanda taseme kutseõppe esmaõpe,ISCED 3 vocational,,,16,0,1,0,Combined school- and work-based programme,na,na,
EE,2025/2026,EE06.Vocational education institution,EE09.Fourth-level vocational training (vocational secondary education),Kutseõppeasutus,Neljanda taseme kutseõpe (kutsekeskharidus),ISCED 3 vocational,,,16,0,3,0,School-based programme,na,na,
EE,2025/2026,EE06.Vocational education institution,EE10.Fifth-level initial vocational training,Kutseõppeasutus,Viienda taseme kutseõppe esmaõpe,ISCED 4,,,19,0,1,0,Combined school- and work-based programme,na,na,
EE,2025/2026,,,,,,Full-time compulsory education/training,Täiskoormusega kohustuslik haridus,7,0,11,0,,,,
EE,2025/2026,,,,,,Part-time,,0,0,0,0,,,,
EL,2025/2026,EL01.Infant centre,EL01.Infant centre,Vrefonipiakos stathmos,Vrefonipiakos stathmos,ISCED 0 centre-based,,,0,6,3,6,Not applicable (general education),centre-based,na,
EL,2025/2026,EL02.Child centre,EL02.Child centre,Paidikos stathmos,Paidikos stathmos,ISCED 0 centre-based,,,2,6,1,6,Not applicable (general education),centre-based,na,
EL,2025/2026,EL03.Kindergarten,EL03.Pre-school education,Nipiagogeio,Nipiagogeio,ISCED 0 centre-based,,,4,0,2,0,Not applicable (general education),centre-based,na,
EL,2025/2026,EL04.Primary school,EL04.Primary school,Dimotiko Scholeio,Dimotiko Scholeio,ISCED 1,,,6,0,6,0,Not applicable (general education),na,na,
EL,2025/2026,EL05.Gymnasium,EL05.Gymnasium,Gymnasio,Gymnasio,ISCED 2 general,,,12,0,3,0,Not applicable (general education),na,na,
EL,2025/2026,EL06.General Lyceum,EL06.General Lyceum,Geniko Lykeio (ΓΕΛ),Geniko Lykeio (ΓΕΛ),ISCED 3 general,,,15,0,3,0,Not applicable (general education),na,na,
EL,2025/2026,EL07.Technical-Vocational Lyceum,EL07.Technical-Vocational Lyceum,Epaggelmatiko Lykeio (ΕΠΑΛ),Epaggelmatiko Lykeio (ΕΠΑΛ),ISCED 3 vocational,,,15,0,3,0,School-based programme,na,na,
EL,2025/2026,EL08.Technical-Vocational School,EL08.Technical Vocational School Apprenticeship Programme,Epaggelmatiki Sxoli (ΕΠΑΣ),Programma ΕΠΑΣ/Mathiteias-DYPA,ISCED 3 vocational,,,16,0,2,0,Combined school- and work-based programme,na,na,
EL,2025/2026,EL09.Technical-Vocational Lyceum,EL09. Post-secondary Apprenticeship Year,Epaggelmatiko Lykeio (ΕΠΑΛ),Metalykeiako Etos taksi Mathiteias,ISCED 4,,,18,0,1,0,Combined school- and work-based programme,na,na,
EL,2025/2026,EL10.Higher Vocational Training School,EL10.Higher Vocational Training School,Sxoli Anoteris Epaggelmatikis Katartisis (SAEK) ,Sxoli Anoteris Epaggelmatikis Katartisis (SAEK) ,ISCED 4,,,18,0,2,6,School-based programme,na,na,
EL,2025/2026,,,,,,Full-time compulsory education/training,Ypochreotiki Ekpaidefsi,4,0,11,0,,,,
EL,2025/2026,,,,,,Part-time,,0,0,0,0,,,,
ES,2025/2026,ES01.Early childhood education school,"ES01.Early childhood education, first cycle",Escuela Infantil,"Educación Infantil, primer ciclo",ISCED 0 centre-based,,,0,0,3,0,Not applicable (general education),centre-based,na,ES_GroupA
ES,2025/2026,ES01.Early childhood education school,"ES02.Early childhood education, second cycle",Escuela Infantil,"Educación Infantil, segundo ciclo",ISCED 0 centre-based,,,3,0,3,0,Not applicable (general education),centre-based,na,ES_GroupA
ES,2025/2026,ES02.Early childhood and primary education school,"ES03.Early childhood education, second cycle",Colegio de Educación Infantil y Primaria (CEIP) ,"Educación Infantil, segundo ciclo",ISCED 0 centre-based,,,3,0,3,0,Not applicable (general education),centre-based,na,
ES,2025/2026,ES03.Early childhood and primary education school / Primary school,ES04.Primary education,Colegio de Educación Infantil y Primaria (CEIP) / Colegio de Educatión Primaria (CEP),Educación Primaria,ISCED 1,,,6,0,6,0,Not applicable (general education),na,na,
ES,2025/2026,ES04.Secondary school,ES05.Compulsory lower secondary education,Instituto de Educación Secundaria (IES),Educación Secundaria Obligatoria - Primer ciclo,ISCED 2 general,,,12,0,3,0,Not applicable (general education),na,na,ES_GroupB
ES,2025/2026,ES04.Secondary school,ES06.Compulsory upper secondary education,Instituto de Educación Secundaria (IES),Educación Secundaria Obligatoria - Segundo ciclo,ISCED 3 general,,,15,0,1,0,Not applicable (general education),na,na,ES_GroupB
ES,2025/2026,ES04.Secondary school,ES07.General upper secondary education,Instituto de Educación Secundaria (IES),Bachillerato,ISCED 3 general,,,16,0,2,0,Not applicable (general education),na,na,
ES,2025/2026,ES05.Secondary school / Vocational secondary school / Integrated Vocational Training Centre,ES08.Basic Vocational Training,Instituto de Educación Secundaria (IES) / Instituto de Formación Profesional / Centro Integrado de Formación Profesional,Formación Profesional Básica,ISCED 3 vocational,,,15,0,2,0,School-based programme,na,na,
ES,2025/2026,ES05.Secondary school / Vocational secondary school / Integrated Vocational Training Centre,ES09.Vocational training - intermediate level,Instituto de Educación Secundaria (IES) / Instituto de Formación Profesional / Centro Integrado de Formación Profesional,Ciclos Formativos de Grado Medio,ISCED 3 vocational,,,16,0,2,0,School-based programme,na,na,
ES,2025/2026,,,,,,Full-time compulsory education/training,Educación básica obligatoria,6,0,10,0,,na,na,
ES,2025/2026,,,,,,Part-time,,0,0,0,0,,,,
FI,2025/2026,FI01.Premises for home-based childcare,FI01.Home-based childcare,Perhepäivähoito / Familje­dagvård ,Perhepäivähoito / Familje­dagvård,ISCED 0 home-based,,,0,9,5,3,Not applicable (general education),home-based,na,
FI,2025/2026,FI02.Early education centre (EEC),FI02.Centre basic early education activities,Päiväkoti / Daghem,Päiväkotitoiminta / Daghemsverksamhet,ISCED 0 centre-based,,,0,9,5,3,Not applicable (general education),centre-based,na,
FI,2025/2026,FI03.Early education centre / comprehensive school,FI03.Pre-primary education,"Päiväkoti, Peruskoulu / Daghem, Grundskola",Esiopetus / Förskoleundervisning,ISCED 0 centre-based,,,6,0,1,0,Not applicable (general education),centre-based,na,
FI,2025/2026,FI04.Comprehensive school ,"FI04.Comprehensive school, Grades 1-6",Peruskoulu / Grundskola,Peruskoulun luokat 1-6 / Grundskoleklass 1-6,ISCED 1,,,7,0,6,0,Not applicable (general education),na,na,FI_GroupA
FI,2025/2026,FI04.Comprehensive school,"FI05.Comprehensive school, Grades 7-9 ",Peruskoulu / Grundskola,Peruskoulun luokat 7-9 / Grundskoleklass 7-9 ,ISCED 2 general,,,13,0,3,0,Not applicable (general education),na,na,FI_GroupA
FI,2025/2026,FI05.Vocational institution / General upper secondary school,FI06.Preparatory education for programmes leading to an upper secondary qualification,Ammatillinen oppilaitos / Yrkesskola / Lukio / Gymnasium,Tutkintokoulutukseen valmentava koulutus - TUVA / Utbildning som handleder för examensutbildning - HUX,ISCED 2 vocational,,,16,0,1,0,School-based programme,na,YES,
FI,2025/2026,FI06.General upper secondary school,FI07.General upper secondary programmes,Lukio / Gymnasium,Lukiokoulutus (ylioppilastutkinto) / Gymnasieutbildning (studentexam),ISCED 3 general,,,16,0,3,0,Not applicable (general education),na,na,
FI,2025/2026,FI07.Vocational institution ,FI08.Initial vocational qualification,Ammatillinen oppilaitos / Yrkesskola,Ammatillinen perustutkinto / Yrkesinriktad grundexam,ISCED 3 vocational,,,16,0,3,0,Combined school- and work-based programme,na,na,
FI,2025/2026,FI07.Vocational institution ,FI09.Further vocational qualifications,Ammatillinen oppilaitos / Yrkesskola,Ammattitutkinto / Yrkesexam,ISCED 3 vocational,,,19,0,2,0,Combined school- and work-based programme,na,na,
FI,2025/2026,FI07.Vocational institution ,FI10.Specialist vocational qualifications,Ammatillinen oppilaitos / Yrkesskola,Erikoisammattitutkinto / Specialyrkesexam,ISCED 4,,,19,0,2,0,Combined school- and work-based programme,na,na,
FI,2025/2026,,,,,,Full-time compulsory education/training,Koko-aikainen oppivelvollisuus / Heltidsläroplikt,6,0,12,0,,,,
FI,2025/2026,,,,,,Part-time,Osa-aikainen oppivelvollisuus / Deltidsläroplikt,0,0,0,0,,,,
FR,2025/2026,FR01.Childminders,FR01.Childminders,Assistant(e)s maternel(le)s,Accueil du jeune enfant,Non-ISCED home-based,,,0,0,3,0,Not applicable (general education),home-based,na,
FR,2025/2026,"FR02.Childcare centres (nurseries, daycare centres, crèches and kindergartens)",FR02.Centre-based group settings ,Crèches et autres structures collectives ,Accueil du jeune enfant,Non-ISCED centre-based,,,0,0,3,0,Not applicable (general education),centre-based,na,
FR,2025/2026,FR03.Pre-primary school,FR03.Pre-primary education,École maternelle,Enseignement préélémentaire,ISCED 0 centre-based,,,3,0,3,0,Not applicable (general education),centre-based,na,
FR,2025/2026,FR04.Primary school,FR04.Primary education,École élémentaire,Enseignement élémentaire,ISCED 1,,,6,0,5,0,Not applicable (general education),na,na,
FR,2025/2026,FR05.Lower secondary school,FR05.Secondary education (1st cycle),Collège,Enseignement du 1er cycle du 2d degré,ISCED 2 general,,,11,0,4,0,Not applicable (general education),na,na,
FR,2025/2026,FR06.General and technological upper secondary school,"FR06.General secondary education (2nd cycle), preparing to Bac général, technologique and Brevet de technicien",Lycée général et technologique,Enseignement de 2d cycle général du 2d degré,ISCED 3 general,,,15,0,3,0,Not applicable (general education),na,na,
FR,2025/2026,FR07.Vocational upper secondary school,FR07.Vocational secondary education (2nd cycle) preparing to Certificat d'aptitude professionnelle (CAP) ,Lycée professionnel,Enseignement de 2d cycle professionnel du 2d degré (CAP),ISCED 3 vocational,,,15,0,2,0,School-based programme,na,na,
FR,2025/2026,FR07.Vocational upper secondary school,FR08.Vocational secondary education (2nd cycle) preparing to Bac Professionnel or to an equivalent diploma,Lycée professionnel,Enseignement de 2d cycle professionnel du 2d degré (Bacccalauréat Professionnel),ISCED 3 vocational,,,15,0,3,0,School-based programme,na,na,
FR,2025/2026,FR08.Apprenticeship training centres (CFAs),FR09.Vocational secondary education (2nd cycle) preparing to Certificat d'aptitude professionnelle (CAP) ,Centre de formation d’apprentis,Enseignement de 2d cycle professionnel du 2d degré (CAP),ISCED 3 vocational,,,15,0,2,0,Combined school- and work-based programme,na,na,
FR,2025/2026,FR08.Apprenticeship training centres (CFAs),FR10.Vocational secondary education (2nd cycle) preparing to Bac Professionnel or to an equivalent diploma,Centre de formation d’apprentis,Enseignement de 2d cycle professionnel du 2d degré (Bacccalauréat Professionnel),ISCED 3 vocational,,,15,0,3,0,Combined school- and work-based programme,na,na,
