school_type,academic_year,codice_istituto,rows,avg_score,min_score,low_score_rows,weak_score_rows,proxy_rows,keyword_hits,proxy_rate,school_proxy_flag
statale,2015/16,PAIC84200X,4,5.0,4,0,0,2,3,0.5,True
statale,2015/16,PAIC84400G,4,4.5,3,0,1,2,3,0.5,True
statale,2015/16,PAIC84800V,4,4.5,4,0,0,2,2,0.5,True
statale,2015/16,PAIC84900P,4,2.75,2,2,3,2,0,0.5,True
statale,2015/16,PAIC85200E,4,2.75,2,2,3,2,3,0.5,True
statale,2015/16,PAIC85300A,4,2.25,1,2,4,2,0,0.5,True
statale,2015/16,PAIC854006,4,4.0,4,0,0,2,2,0.5,True
statale,2015/16,PAIC855002,4,3.75,1,1,1,2,2,0.5,True
statale,2015/16,PAIC859009,4,4.0,3,0,1,2,4,0.5,True
statale,2015/16,PAIC861009,4,4.75,2,1,1,2,3,0.5,True
statale,2015/16,PAIC87400B,4,4.25,4,0,0,2,2,0.5,True
statale,2015/16,PAIC88000P,4,4.75,4,0,0,2,2,0.5,True
statale,2015/16,PAIC89900Q,4,5.0,5,0,0,2,4,0.5,True
statale,2015/16,PAIC8A000C,4,3.0,1,2,2,2,0,0.5,True
statale,2015/16,PAIC8A2004,4,3.75,2,1,1,2,3,0.5,True
statale,2015/16,PAIC8A400Q,4,4.25,4,0,0,2,2,0.5,True
statale,2015/16,PAIC8AF00B,4,4.75,4,0,0,2,3,0.5,True
statale,2015/16,PAIC8AP007,4,4.75,4,0,0,2,2,0.5,True
statale,2015/16,PAIC8AS004,4,4.75,3,0,1,2,2,0.5,True
statale,2015/16,PAIC8AT00X,4,2.75,1,2,2,2,0,0.5,True
statale,2015/16,PAIC8AX007,4,4.75,3,0,1,2,5,0.5,True
statale,2015/16,PAIS00700R,4,3.75,3,0,1,2,2,0.5,True
statale,2015/16,PAIS02900N,4,4.0,2,1,1,2,1,0.5,True
statale,2015/16,PAIS03100N,4,2.5,1,1,4,2,1,0.5,True
statale,2015/16,PAIS03600R,4,3.0,1,2,2,2,0,0.5,True
statale,2015/16,PAMM01500L,4,4.25,3,0,1,2,4,0.5,True
statale,2015/16,PAMM09900R,4,3.5,3,0,3,2,2,0.5,True
statale,2015/16,PAMM12600X,4,4.0,4,0,0,2,3,0.5,True
statale,2015/16,PAPM010003,4,4.0,2,1,1,2,2,0.5,True
statale,2015/16,PAPM02000N,4,4.5,2,1,1,2,2,0.5,True
statale,2015/16,PAPS080008,4,4.75,2,1,1,2,1,0.5,True
statale,2015/16,PARH02000A,4,3.0,2,2,2,2,1,0.5,True
statale,2015/16,PARH050006,4,3.0,2,1,3,2,1,0.5,True
statale,2015/16,PARI010007,4,3.25,2,1,2,2,1,0.5,True
statale,2015/16,PATF030009,4,3.25,2,1,2,2,1,0.5,True
statale,2015/16,PATN01000Q,4,3.25,2,1,2,2,1,0.5,True
statale,2015/16,PCEE005008,4,4.0,2,1,1,2,1,0.5,True
statale,2015/16,PCIC81100D,4,4.5,3,0,1,2,4,0.5,True
statale,2015/16,PCIS001003,4,5.5,4,0,0,2,2,0.5,True
statale,2015/16,PCMM00200Q,4,5.75,5,0,0,2,5,0.5,True
statale,2015/16,PCMM00300G,4,3.5,2,1,2,2,3,0.5,True
statale,2015/16,PDIC824006,4,4.0,4,0,0,2,4,0.5,True
statale,2015/16,PDIC838004,4,5.0,4,0,0,2,3,0.5,True
statale,2015/16,PDIC84200Q,4,4.0,3,0,1,2,4,0.5,True
statale,2015/16,PDIC860009,4,5.0,4,0,0,2,2,0.5,True
statale,2015/16,PDIC86400L,4,4.5,4,0,0,2,4,0.5,True
statale,2015/16,PDIC87100Q,4,4.5,4,0,0,2,4,0.5,True
statale,2015/16,PDIC882006,4,5.5,3,0,1,2,3,0.5,True
statale,2015/16,PDIC88600D,4,3.75,2,1,1,2,2,0.5,True
statale,2015/16,PDIC887009,4,4.5,4,0,0,2,2,0.5,True
statale,2015/16,PDIC889001,4,5.0,5,0,0,2,2,0.5,True
statale,2015/16,PDIC89200R,4,5.0,4,0,0,2,2,0.5,True
statale,2015/16,PDIS00200D,4,5.0,4,0,0,2,2,0.5,True
statale,2015/16,PDIS01300X,4,5.25,5,0,0,2,3,0.5,True
statale,2015/16,PDIS018003,4,2.5,2,2,4,2,1,0.5,True
statale,2015/16,PDIS026002,4,4.25,4,0,0,2,2,0.5,True
statale,2015/16,PEIC807003,4,4.25,3,0,1,2,4,0.5,True
statale,2015/16,PEIC81000V,4,4.5,4,0,0,2,2,0.5,True
statale,2015/16,PEIC823001,4,3.25,1,1,2,2,3,0.5,True
statale,2015/16,PEIC82900X,4,3.5,3,0,2,2,2,0.5,True
statale,2015/16,PEIC83400B,4,3.75,3,0,1,2,2,0.5,True
statale,2015/16,PEIC835007,4,5.75,5,0,0,2,4,0.5,True
statale,2015/16,PEIC83700V,4,5.25,5,0,0,2,4,0.5,True
statale,2015/16,PEPM020004,4,5.0,2,1,1,2,1,0.5,True
statale,2015/16,PERH010006,4,3.25,3,0,3,2,2,0.5,True
statale,2015/16,PERI03000V,4,3.0,2,1,3,2,1,0.5,True
statale,2015/16,PGEE02300N,4,5.5,5,0,0,2,2,0.5,True
statale,2015/16,PGEE026005,4,3.0,1,2,2,2,0,0.5,True
statale,2015/16,PGEE042003,4,5.0,5,0,0,2,2,0.5,True
statale,2015/16,PGIC82800P,4,4.5,4,0,0,2,3,0.5,True
statale,2015/16,PGIC82900E,4,4.0,2,1,1,2,2,0.5,True
statale,2015/16,PGIC840009,4,5.25,5,0,0,2,4,0.5,True
statale,2015/16,PGIC84400L,4,4.0,2,1,1,2,1,0.5,True
statale,2015/16,PGIC86400T,4,4.75,4,0,0,2,2,0.5,True
statale,2015/16,PGIC86500N,4,5.0,5,0,0,2,3,0.5,True
statale,2015/16,PGIS013005,4,4.25,3,0,1,2,3,0.5,True
statale,2015/16,PGMM18600L,4,6.0,4,0,0,2,2,0.5,True
statale,2015/16,PGTE01000A,4,2.75,1,2,3,2,1,0.5,True
statale,2015/16,PGVC010007,4,4.5,4,0,0,2,4,0.5,True
statale,2015/16,PIIC810006,4,3.0,1,1,2,2,1,0.5,True
statale,2015/16,PIIC81300N,4,5.0,4,0,0,2,2,0.5,True
statale,2015/16,PIIC81400D,4,5.25,5,0,0,2,4,0.5,True
statale,2015/16,PIIC82200C,4,3.5,3,0,2,2,2,0.5,True
statale,2015/16,PIIC83300V,4,4.75,4,0,0,2,3,0.5,True
statale,2015/16,PIIC84200N,4,4.25,4,0,0,2,2,0.5,True
statale,2015/16,PIPM050007,4,3.75,2,1,1,2,2,0.5,True
statale,2015/16,PIRI010001,4,2.75,2,2,3,2,1,0.5,True
statale,2015/16,PITF01000T,4,3.25,2,1,2,2,1,0.5,True
statale,2015/16,PNIC81100E,4,5.25,5,0,0,2,2,0.5,True
statale,2015/16,PNIC818009,4,4.5,4,0,0,2,2,0.5,True
statale,2015/16,PNIC83000X,4,4.25,2,1,1,2,3,0.5,True
statale,2015/16,POIC80500X,4,4.75,4,0,0,2,4,0.5,True
statale,2015/16,POIC812003,4,3.75,3,0,1,2,2,0.5,True
statale,2015/16,POIC81300V,4,4.0,4,0,0,2,4,0.5,True
statale,2015/16,POIC82200N,4,5.0,4,0,0,2,2,0.5,True
statale,2015/16,PORC01000D,4,2.5,1,2,3,2,0,0.5,True
statale,2015/16,PRIC81000E,4,5.0,4,0,0,2,5,0.5,True
statale,2015/16,PRIC817009,4,4.75,2,1,1,2,3,0.5,True
statale,2015/16,PRIC83200B,4,5.25,5,0,0,2,4,0.5,True
statale,2015/16,PRIC834003,4,6.0,6,0,0,2,2,0.5,True
statale,2015/16,PRIC83500V,4,4.0,3,0,1,2,3,0.5,True
statale,2015/16,PRIS00400B,4,3.5,2,1,2,2,2,0.5,True
statale,2015/16,PSIC80400P,4,5.5,4,0,0,2,2,0.5,True
statale,2015/16,PSIC80500E,4,5.0,4,0,0,2,2,0.5,True
statale,2015/16,PSIC81100T,4,3.5,2,1,2,2,1,0.5,True
statale,2015/16,PSIC83800T,4,4.5,4,0,0,2,5,0.5,True
statale,2015/16,PSIC84200D,4,5.25,5,0,0,2,2,0.5,True
statale,2015/16,PSIS00100B,4,5.0,5,0,0,2,4,0.5,True
statale,2015/16,PSSD04000T,4,3.25,2,1,3,2,1,0.5,True
statale,2015/16,PTIC81700X,4,5.0,4,0,0,2,4,0.5,True
statale,2015/16,PTIC81900G,4,4.5,4,0,0,2,4,0.5,True
statale,2015/16,PTIC823007,4,4.75,4,0,0,2,8,0.5,True
statale,2015/16,PTRC010007,4,3.0,2,1,3,2,1,0.5,True
statale,2015/16,PVIC805008,4,4.5,4,0,0,2,4,0.5,True
statale,2015/16,PVIC813007,4,3.0,2,1,3,2,2,0.5,True
statale,2015/16,PVIS00900Q,4,5.25,5,0,0,2,2,0.5,True
statale,2015/16,PZIC815001,4,3.75,3,0,1,2,3,0.5,True
statale,2015/16,PZIC821008,4,4.75,2,1,1,2,1,0.5,True
statale,2015/16,PZIC822004,4,4.25,4,0,0,2,4,0.5,True
statale,2015/16,PZIC85500B,4,7.0,7,0,0,2,2,0.5,True
statale,2015/16,PZIC857003,4,5.5,5,0,0,2,4,0.5,True
statale,2015/16,PZIC88800P,4,4.25,4,0,0,2,4,0.5,True
statale,2015/16,PZIS002003,4,5.25,2,1,1,2,1,0.5,True
statale,2015/16,PZRH010005,4,3.0,1,1,2,2,1,0.5,True
statale,2015/16,PZSD030003,4,4.5,2,1,1,2,3,0.5,True
statale,2015/16,RAIC810006,4,3.0,2,1,3,2,3,0.5,True
statale,2015/16,RAIC811002,4,4.5,4,0,0,2,2,0.5,True
statale,2015/16,RAIC82800B,4,5.0,5,0,0,2,3,0.5,True
statale,2015/16,RARC07000X,4,3.5,2,1,1,2,1,0.5,True
statale,2015/16,RASL020007,4,4.5,2,1,1,2,1,0.5,True
statale,2015/16,RCIC81000B,4,4.25,3,0,1,2,2,0.5,True
statale,2015/16,RCIC812003,4,5.5,4,0,0,2,3,0.5,True
statale,2015/16,RCIC81500E,4,6.0,5,0,0,2,4,0.5,True
statale,2015/16,RCIC81600A,4,4.5,3,0,1,2,2,0.5,True
statale,2015/16,RCIC85200D,4,4.5,3,0,1,2,2,0.5,True
statale,2015/16,RCIC853009,4,4.0,3,0,2,2,3,0.5,True
statale,2015/16,RCIC854005,4,3.75,2,1,1,2,2,0.5,True
statale,2015/16,RCIC86600B,4,2.75,2,2,3,2,0,0.5,True
statale,2015/16,RCIS03100L,4,3.25,2,1,2,2,1,0.5,True
statale,2015/16,RCSL030003,4,5.0,2,1,1,2,1,0.5,True
statale,2015/16,RCVC010005,4,6.0,4,0,0,2,2,0.5,True
statale,2015/16,REIC81100C,4,3.0,2,1,3,2,1,0.5,True
statale,2015/16,REIC826006,4,4.0,4,0,0,2,3,0.5,True
statale,2015/16,REIC827002,4,3.25,2,2,2,2,0,0.5,True
statale,2015/16,REIC82800T,4,4.0,2,1,1,2,1,0.5,True
statale,2015/16,REIC82900N,4,4.0,4,0,0,2,7,0.5,True
statale,2015/16,REIC833009,4,4.25,4,0,0,2,2,0.5,True
statale,2015/16,REIC83800C,4,4.25,4,0,0,2,4,0.5,True
statale,2015/16,REIC84500G,4,6.5,6,0,0,2,2,0.5,True
statale,2015/16,REIC850003,4,5.25,4,0,0,2,2,0.5,True
statale,2015/16,REIS00200T,4,5.25,5,0,0,2,2,0.5,True
statale,2015/16,RESD01000L,4,5.5,4,0,0,2,4,0.5,True
statale,2015/16,RGEE009005,4,5.5,5,0,0,2,2,0.5,True
statale,2015/16,RGEE02600V,4,4.5,1,1,1,2,1,0.5,True
statale,2015/16,RGIC80100C,4,4.5,3,0,1,2,3,0.5,True
statale,2015/16,RGIC809003,4,5.5,5,0,0,2,2,0.5,True
statale,2015/16,RGIC81200V,4,4.25,2,1,1,2,1,0.5,True
statale,2015/16,RGIC82000T,4,5.25,5,0,0,2,2,0.5,True
statale,2015/16,RGIC82700L,4,4.0,4,0,0,2,2,0.5,True
statale,2015/16,RGIC829008,4,3.0,2,1,3,2,1,0.5,True
statale,2015/16,RGIS00600Q,4,3.5,3,0,2,2,2,0.5,True
statale,2015/16,RIIC81000X,4,4.0,2,1,1,2,1,0.5,True
statale,2015/16,RIIC81800E,4,4.75,2,1,1,2,3,0.5,True
statale,2015/16,RIIC82100A,4,4.0,3,0,2,2,3,0.5,True
statale,2015/16,RIIC823002,4,4.25,4,0,0,2,4,0.5,True
statale,2015/16,RIIC829001,4,4.75,4,0,0,2,2,0.5,True
statale,2015/16,RIIS001009,4,3.25,2,2,2,2,0,0.5,True
statale,2015/16,RMEE220001,4,4.75,4,0,0,2,2,0.5,True
statale,2015/16,RMIC80200G,4,5.25,2,1,1,2,1,0.5,True
statale,2015/16,RMIC80600V,4,5.75,5,0,0,2,2,0.5,True
statale,2015/16,RMIC817009,4,4.25,2,1,1,2,1,0.5,True
statale,2015/16,RMIC82400C,4,4.25,3,0,1,2,4,0.5,True
statale,2015/16,RMIC833007,4,5.25,5,0,0,2,2,0.5,True
statale,2015/16,RMIC83700E,4,4.75,4,0,0,2,3,0.5,True
statale,2015/16,RMIC841006,4,5.0,4,0,0,2,3,0.5,True
statale,2015/16,RMIC84400N,4,3.75,2,1,1,2,3,0.5,True
statale,2015/16,RMIC85100R,4,4.75,4,0,0,2,4,0.5,True
statale,2015/16,RMIC85200L,4,4.5,4,0,0,2,4,0.5,True
statale,2015/16,RMIC85300C,4,4.25,4,0,0,2,4,0.5,True
statale,2015/16,RMIC85800G,4,5.25,4,0,0,2,3,0.5,True
statale,2015/16,RMIC862007,4,4.25,4,0,0,2,4,0.5,True
statale,2015/16,RMIC86600E,4,4.0,4,0,0,2,2,0.5,True
statale,2015/16,RMIC87400D,4,4.0,3,0,1,2,5,0.5,True
statale,2015/16,RMIC883008,4,4.75,2,1,1,2,1,0.5,True
statale,2015/16,RMIC88700G,4,4.0,3,0,2,2,3,0.5,True
statale,2015/16,RMIC892003,4,4.5,4,0,0,2,2,0.5,True
statale,2015/16,RMIC89300V,4,5.0,3,0,1,2,3,0.5,True
statale,2015/16,RMIC897006,4,3.75,2,1,2,2,1,0.5,True
statale,2015/16,RMIC89900T,4,4.5,4,0,0,2,3,0.5,True
statale,2015/16,RMIC8A600D,4,4.25,2,1,1,2,2,0.5,True
statale,2015/16,RMIC8AA00A,4,3.5,3,0,2,2,4,0.5,True
statale,2015/16,RMIC8AE00N,4,3.5,3,0,2,2,4,0.5,True
statale,2015/16,RMIC8AG009,4,3.5,3,0,2,2,2,0.5,True
statale,2015/16,RMIC8AU001,4,3.0,2,2,2,2,1,0.5,True
statale,2015/16,RMIC8AY002,4,4.25,4,0,0,2,3,0.5,True
statale,2015/16,RMIC8B300L,4,2.5,2,2,4,2,1,0.5,True
statale,2015/16,RMIC8BR004,4,4.0,4,0,0,2,3,0.5,True
statale,2015/16,RMIC8C600P,4,4.5,4,0,0,2,2,0.5,True
statale,2015/16,RMIC8CB00B,4,4.0,3,0,1,2,2,0.5,True
statale,2015/16,RMIC8CD003,4,4.0,3,0,1,2,4,0.5,True
statale,2015/16,RMIC8CP00E,4,3.25,2,1,2,2,4,0.5,True
statale,2015/16,RMIC8CT007,4,4.5,4,0,0,2,4,0.5,True
statale,2015/16,RMIC8CW00P,4,5.25,5,0,0,2,5,0.5,True
statale,2015/16,RMIC8DA006,4,3.5,3,0,2,2,2,0.5,True
statale,2015/16,RMIC8DL00T,4,3.5,1,1,2,2,1,0.5,True
statale,2015/16,RMIC8E800G,4,4.0,4,0,0,2,3,0.5,True
statale,2015/16,RMIC8E900B,4,4.25,2,1,2,2,1,0.5,True
statale,2015/16,RMIC8EB00L,4,4.75,4,0,0,2,4,0.5,True
statale,2015/16,RMIC8ED008,4,6.0,6,0,0,2,3,0.5,True
statale,2015/16,RMIC8EK00L,4,4.5,4,0,0,2,5,0.5,True
statale,2015/16,RMIC8EL00C,4,3.25,2,1,2,2,1,0.5,True
statale,2015/16,RMIC8EQ00G,4,4.0,4,0,0,2,2,0.5,True
statale,2015/16,RMIC8ES00L,4,5.0,4,0,0,2,3,0.5,True
statale,2015/16,RMIC8EZ00B,4,4.75,4,0,0,2,2,0.5,True
statale,2015/16,RMIC8F700A,4,2.5,1,2,3,2,0,0.5,True
statale,2015/16,RMIC8FA00B,4,3.25,2,1,2,2,1,0.5,True
statale,2015/16,RMIC8FC003,4,3.5,3,0,2,2,4,0.5,True
statale,2015/16,RMIC8FD00V,4,5.75,5,0,0,2,4,0.5,True
statale,2015/16,RMIC8FK007,4,3.0,2,1,3,2,1,0.5,True
statale,2015/16,RMIC8FQ006,4,5.25,4,0,0,2,4,0.5,True
statale,2015/16,RMIC8G400D,4,4.25,3,0,1,2,2,0.5,True
statale,2015/16,RMIC8G6005,4,4.5,4,0,0,2,2,0.5,True
statale,2015/16,RMIC8GA002,4,4.5,4,0,0,2,2,0.5,True
statale,2015/16,RMIC8GH00R,4,4.0,3,0,1,2,3,0.5,True
statale,2015/16,RMIC8GM00D,4,5.0,5,0,0,2,3,0.5,True
statale,2015/16,RMIC8GN009,4,4.0,2,1,1,2,1,0.5,True
statale,2015/16,RMIC8GS00T,4,4.25,4,0,0,2,3,0.5,True
statale,2015/16,RMIC8GU00D,4,6.25,6,0,0,2,4,0.5,True
statale,2015/16,RMIC8GX001,4,4.75,4,0,0,2,4,0.5,True
statale,2015/16,RMIS01600N,4,4.0,2,1,1,2,1,0.5,True
statale,2015/16,RMIS02300R,4,3.75,2,1,1,2,2,0.5,True
statale,2015/16,RMIS027004,4,3.5,2,1,2,2,2,0.5,True
statale,2015/16,RMIS05800Q,4,3.25,2,1,2,2,1,0.5,True
statale,2015/16,RMIS071006,4,4.5,2,1,1,2,2,0.5,True
statale,2015/16,RMIS08200L,4,4.0,1,1,1,2,1,0.5,True
statale,2015/16,RMIS09600E,4,3.5,2,1,1,2,1,0.5,True
statale,2015/16,RMIS10300C,4,3.5,2,1,2,2,2,0.5,True
statale,2015/16,RMIS11700A,4,3.25,2,1,2,2,1,0.5,True
statale,2015/16,RMPC05000B,4,4.25,2,1,2,2,1,0.5,True
statale,2015/16,RMPC14000N,4,3.25,2,1,2,2,1,0.5,True
statale,2015/16,RMPC40000T,4,4.25,2,1,1,2,1,0.5,True
statale,2015/16,RMPM180008,4,3.25,2,1,2,2,3,0.5,True
statale,2015/16,RMPQ010009,4,4.5,2,1,1,2,3,0.5,True
statale,2015/16,RMPS090001,4,3.75,2,1,1,2,1,0.5,True
statale,2015/16,RMPS160002,4,4.0,2,1,1,2,1,0.5,True
statale,2015/16,RMRC03000T,4,3.5,2,1,2,2,1,0.5,True
statale,2015/16,RMRI08000G,4,3.25,2,1,2,2,2,0.5,True
statale,2015/16,RMTD030005,4,3.5,1,1,1,2,1,0.5,True
statale,2015/16,RMTD65000G,4,3.5,2,1,1,2,1,0.5,True
statale,2015/16,RMTF110003,4,5.25,2,1,1,2,1,0.5,True
statale,2015/16,RMTF330002,4,2.75,2,1,4,2,1,0.5,True
statale,2015/16,RMTF350007,4,3.5,2,1,1,2,1,0.5,True
statale,2015/16,RMVC010008,4,6.0,4,0,0,2,2,0.5,True
statale,2015/16,RNEE01600D,4,5.75,5,0,0,2,2,0.5,True
statale,2015/16,RNIC812004,4,5.75,5,0,0,2,3,0.5,True
statale,2015/16,RNIC81900V,4,3.75,2,1,1,2,1,0.5,True
statale,2015/16,RNIS00200N,4,3.0,2,1,3,2,2,0.5,True
statale,2015/16,RNMM02100X,4,5.5,5,0,0,2,4,0.5,True
statale,2015/16,RNPS02000L,4,5.5,4,0,0,2,3,0.5,True
statale,2015/16,RNRI010007,4,4.5,3,0,1,2,2,0.5,True
statale,2015/16,ROIC80000E,4,4.5,4,0,0,2,2,0.5,True
statale,2015/16,ROIC80500N,4,3.25,2,1,2,2,3,0.5,True
statale,2015/16,ROIC808005,4,4.25,4,0,0,2,4,0.5,True
statale,2015/16,ROIC81400C,4,3.75,3,0,1,2,4,0.5,True
statale,2015/16,ROIC816004,4,4.0,3,0,1,2,2,0.5,True
statale,2015/16,ROIC82200B,4,4.25,4,0,0,2,2,0.5,True
statale,2015/16,SAEE04100Q,4,5.75,5,0,0,2,3,0.5,True
statale,2015/16,SAEE06200R,4,4.5,4,0,0,2,2,0.5,True
statale,2015/16,SAEE10400N,4,3.5,1,1,1,2,1,0.5,True
statale,2015/16,SAIC80900T,4,4.75,4,0,0,2,4,0.5,True
statale,2015/16,SAIC81300D,4,5.0,2,1,1,2,3,0.5,True
statale,2015/16,SAIC81800L,4,2.75,2,2,3,2,1,0.5,True
statale,2015/16,SAIC830007,4,4.75,4,0,0,2,4,0.5,True
statale,2015/16,SAIC84100N,4,4.0,3,0,1,2,2,0.5,True
statale,2015/16,SAIC857007,4,4.5,3,0,1,2,4,0.5,True
statale,2015/16,SAIC873005,4,5.0,4,0,0,2,2,0.5,True
statale,2015/16,SAIC878008,4,5.0,2,1,1,2,3,0.5,True
statale,2015/16,SAIC887003,4,3.75,2,1,1,2,1,0.5,True
statale,2015/16,SAIC88900P,4,4.75,4,0,0,2,2,0.5,True
statale,2015/16,SAIC89200E,4,6.0,6,0,0,2,2,0.5,True
statale,2015/16,SAIC89800D,4,4.5,3,0,1,2,2,0.5,True
statale,2015/16,SAIC8A6001,4,4.5,4,0,0,2,2,0.5,True
statale,2015/16,SAIC8AB00N,4,3.0,2,1,3,2,1,0.5,True
statale,2015/16,SAIC8AJ00T,4,5.25,5,0,0,2,4,0.5,True
statale,2015/16,SAIC8AP00R,4,4.75,4,0,0,2,2,0.5,True
statale,2015/16,SAIC8AZ00C,4,3.0,3,0,4,2,2,0.5,True
statale,2015/16,SAIC8BD00X,4,4.25,3,0,1,2,3,0.5,True
statale,2015/16,SAIS00600E,4,2.5,1,2,3,2,0,0.5,True
statale,2015/16,SAIS02100L,4,3.0,2,1,3,2,1,0.5,True
statale,2015/16,SAIS037006,4,3.0,2,2,2,2,0,0.5,True
statale,2015/16,SAIS053004,4,3.25,2,1,3,2,1,0.5,True
statale,2015/16,SAIS058007,4,5.0,2,1,1,2,1,0.5,True
statale,2015/16,SAIS061003,4,3.5,2,1,1,2,1,0.5,True
statale,2015/16,SAPM020007,4,4.5,2,1,1,2,1,0.5,True
statale,2015/16,SAPS15000V,4,5.0,1,1,1,2,1,0.5,True
statale,2015/16,SIIC80900G,4,4.5,4,0,0,2,2,0.5,True
statale,2015/16,SIIC813007,4,5.25,5,0,0,2,2,0.5,True
statale,2015/16,SIIS00400L,4,4.0,2,1,1,2,3,0.5,True
statale,2015/16,SIMM022003,4,5.5,5,0,0,2,2,0.5,True
statale,2015/16,SOIC807005,4,4.75,4,0,0,2,4,0.5,True
statale,2015/16,SOIC810001,4,4.5,4,0,0,2,4,0.5,True
statale,2015/16,SOIC81200L,4,4.25,4,0,0,2,4,0.5,True
statale,2015/16,SOIC81600X,4,5.5,5,0,0,2,3,0.5,True
statale,2015/16,SPIC814006,4,3.75,3,0,1,2,4,0.5,True
statale,2015/16,SPIC81700N,4,5.0,2,1,1,2,1,0.5,True
statale,2015/16,SPIC82000D,4,3.75,3,0,1,2,3,0.5,True
statale,2015/16,SPIC821009,4,4.25,4,0,0,2,5,0.5,True
statale,2015/16,SRIC802005,4,6.0,6,0,0,2,3,0.5,True
statale,2015/16,SRIC810004,4,4.0,4,0,0,2,2,0.5,True
statale,2015/16,SRIC81100X,4,5.75,5,0,0,2,3,0.5,True
statale,2015/16,SRIC81200Q,4,5.75,5,0,0,2,3,0.5,True
statale,2015/16,SRIC81400B,4,5.0,5,0,0,2,3,0.5,True
statale,2015/16,SRIC816003,4,5.75,5,0,0,2,3,0.5,True
statale,2015/16,SRIC82100E,4,3.0,2,1,3,2,1,0.5,True
statale,2015/16,SRIC828009,4,3.25,3,0,3,2,4,0.5,True
statale,2015/16,SRIC83400L,4,4.25,4,0,0,2,2,0.5,True
statale,2015/16,SRIC84100Q,4,5.5,5,0,0,2,3,0.5,True
statale,2015/16,SRIC853002,4,5.5,5,0,0,2,2,0.5,True
statale,2015/16,SRIS003005,4,3.5,2,1,1,2,1,0.5,True
statale,2015/16,SRIS00700C,4,3.0,2,2,3,2,0,0.5,True
statale,2015/16,SRIS02200E,4,3.5,2,1,2,2,1,0.5,True
statale,2015/16,SRIS02300A,4,3.75,2,1,1,2,1,0.5,True
statale,2015/16,SSEE027003,4,4.5,1,1,1,2,1,0.5,True
statale,2015/16,SSIC800001,4,3.5,2,1,2,2,1,0.5,True
statale,2015/16,SSIC80200L,4,4.75,4,0,0,2,4,0.5,True
statale,2015/16,SSIC80600X,4,4.0,1,1,1,2,2,0.5,True
statale,2015/16,SSIC812007,4,5.5,5,0,0,2,2,0.5,True
statale,2015/16,SSIC83000R,4,4.0,4,0,0,2,2,0.5,True
statale,2015/16,SSIC85100T,4,3.75,2,1,1,2,1,0.5,True
statale,2015/16,SSIC85200N,4,3.75,2,1,1,2,2,0.5,True
statale,2015/16,SSIS00300L,4,3.75,2,1,1,2,1,0.5,True
statale,2015/16,SSIS01100G,4,3.75,2,1,2,2,2,0.5,True
statale,2015/16,SSMM027002,4,6.0,6,0,0,2,4,0.5,True
statale,2015/16,SSMM02800T,4,4.25,4,0,0,2,5,0.5,True
statale,2015/16,SSPC07000N,4,3.75,2,1,1,2,1,0.5,True
statale,2015/16,SSPM010006,4,3.75,2,1,1,2,1,0.5,True
statale,2015/16,SSPS05000G,4,3.75,2,1,1,2,1,0.5,True
statale,2015/16,SSRH02000D,4,2.75,1,1,3,2,2,0.5,True
statale,2015/16,SSSL030007,4,3.0,1,1,3,2,1,0.5,True
statale,2015/16,SSTD09000T,4,3.5,2,1,1,2,1,0.5,True
statale,2015/16,SSVC010009,4,6.0,5,0,0,2,4,0.5,True
statale,2015/16,SVIC803006,4,5.25,5,0,0,2,2,0.5,True
statale,2015/16,SVIC80600N,4,5.5,5,0,0,2,3,0.5,True
statale,2015/16,SVIC81400L,4,5.0,4,0,0,2,4,0.5,True
statale,2015/16,SVIS009009,4,3.75,2,1,1,2,1,0.5,True
statale,2015/16,SVPM01000X,4,3.0,2,1,3,2,1,0.5,True
statale,2015/16,TAEE01300L,4,3.5,2,2,2,2,0,0.5,True
statale,2015/16,TAIC80400Q,4,4.75,4,0,0,2,4,0.5,True
statale,2015/16,TAIC810003,4,4.75,2,1,1,2,1,0.5,True
statale,2015/16,TAIC81200P,4,5.0,5,0,0,2,4,0.5,True
statale,2015/16,TAIC82600L,4,4.25,4,0,0,2,2,0.5,True
statale,2015/16,TAIC829004,4,3.5,3,0,2,2,2,0.5,True
statale,2015/16,TAIC830008,4,4.5,4,0,0,2,4,0.5,True
statale,2015/16,TAIC831004,4,3.25,3,0,3,2,3,0.5,True
statale,2015/16,TAIC84000V,4,4.5,3,0,1,2,3,0.5,True
statale,2015/16,TAIC84100P,4,4.25,4,0,0,2,4,0.5,True
statale,2015/16,TAIC85000D,4,4.0,2,1,1,2,2,0.5,True
statale,2015/16,TAIC851009,4,5.0,2,1,1,2,1,0.5,True
statale,2015/16,TAIC85600C,4,4.25,3,0,1,2,3,0.5,True
statale,2015/16,TAIC858004,4,4.75,4,0,0,2,2,0.5,True
statale,2015/16,TAIC85900X,4,3.75,3,0,2,2,3,0.5,True
statale,2015/16,TAIC86800P,4,3.0,2,1,3,2,1,0.5,True
statale,2015/16,TAIS00700B,4,3.25,2,1,2,2,1,0.5,True
statale,2015/16,TAIS023009,4,4.75,3,0,1,2,4,0.5,True
statale,2015/16,TAIS029008,4,3.75,2,1,1,2,1,0.5,True
statale,2015/16,TAIS032004,4,4.25,4,0,0,2,5,0.5,True
statale,2015/16,TAIS03300X,4,4.75,2,1,1,2,1,0.5,True
