Indicator 4,"Allowances - school heads, per type and ISCED level",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
Heads,2020/2021,ISCED 24,Family status,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance
Heads,2020/2021,ISCED 34,Family status,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance
Heads,2021/2022,ISCED 02,Other management tasks,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Information not available,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Information not available,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Heads,2021/2022,ISCED 1,Other management tasks,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Information not available,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Heads,2021/2022,ISCED 24,Other management tasks,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Information not available,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Not applicable at this ISCED level,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Heads,2021/2022,ISCED 34,Other management tasks,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Not applicable at this ISCED level,Information not available,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Not applicable at this ISCED level,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Heads,2021/2022,ISCED 02,Working overtime,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Information not available,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Information not available,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Not applicable at this ISCED level,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance
Heads,2021/2022,ISCED 1,Working overtime,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Information not available,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Not applicable at this ISCED level,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance
Heads,2021/2022,ISCED 24,Working overtime,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Information not available,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance
Heads,2021/2022,ISCED 34,Working overtime,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Not applicable at this ISCED level,Information not available,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance
Heads,2021/2022,ISCED 02,Student counselling,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Not applicable at this ISCED level,Non existing allowance,Information not available,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Heads,2021/2022,ISCED 1,Student counselling,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Information not available,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Heads,2021/2022,ISCED 24,Student counselling,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Information not available,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Not applicable at this ISCED level,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Heads,2021/2022,ISCED 34,Student counselling,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Information not available,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Not applicable at this ISCED level,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Heads,2021/2022,ISCED 02,Extracurricular activities,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Information not available,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance
Heads,2021/2022,ISCED 1,Extracurricular activities,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Information not available,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance
Heads,2021/2022,ISCED 24,Extracurricular activities,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Information not available,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Not applicable at this ISCED level,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance
Heads,2021/2022,ISCED 34,Extracurricular activities,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Information not available,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Not applicable at this ISCED level,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance
Heads,2021/2022,ISCED 02,Support/training for teachers,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Information not available,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Heads,2021/2022,ISCED 1,Support/training for teachers,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Information not available,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Heads,2021/2022,ISCED 24,Support/training for teachers,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Information not available,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Not applicable at this ISCED level,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Heads,2021/2022,ISCED 34,Support/training for teachers,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Information not available,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Not applicable at this ISCED level,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Heads,2021/2022,ISCED 02,Tutor responsibilities,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Not applicable at this ISCED level,Non existing allowance,Information not available,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Heads,2021/2022,ISCED 1,Tutor responsibilities,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Information not available,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Heads,2021/2022,ISCED 24,Tutor responsibilities,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Information not available,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Heads,2021/2022,ISCED 34,Tutor responsibilities,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Information not available,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Heads,2021/2022,ISCED 02,Mentoring,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Information not available,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Information not available,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Heads,2021/2022,ISCED 1,Mentoring,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Information not available,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Information not available,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Heads,2021/2022,ISCED 24,Mentoring,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Information not available,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Not applicable at this ISCED level,Information not available,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Heads,2021/2022,ISCED 34,Mentoring,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Information not available,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Not applicable at this ISCED level,Information not available,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Heads,2021/2022,ISCED 02,Further qualifications,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Information not available,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Information not available,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Not applicable at this ISCED level,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance
Heads,2021/2022,ISCED 1,Further qualifications,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Information not available,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Not applicable at this ISCED level,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance
Heads,2021/2022,ISCED 24,Further qualifications,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Information not available,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance
Heads,2021/2022,ISCED 34,Further qualifications,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Not applicable at this ISCED level,Information not available,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance
Heads,2021/2022,ISCED 02,Continuing professional development,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Information not available,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Not applicable at this ISCED level,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Heads,2021/2022,ISCED 1,Continuing professional development,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Information not available,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Not applicable at this ISCED level,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Heads,2021/2022,ISCED 24,Continuing professional development,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Information not available,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Not applicable at this ISCED level,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Heads,2021/2022,ISCED 34,Continuing professional development,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Not applicable at this ISCED level,Information not available,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Not applicable at this ISCED level,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance
Heads,2021/2022,ISCED 02,Performance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Information not available,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Information not available,Not applicable at this ISCED level,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance
Heads,2021/2022,ISCED 1,Performance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Information not available,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance
Heads,2021/2022,ISCED 24,Performance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Information not available,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Non existing allowance,Existing allowance,Existing allowance,Non existing allowance
