iso3,education_spending_pct_gdp_year,education_spending_pct_gdp,tertiary_enrollment_gross_pct_year,tertiary_enrollment_gross_pct,learning_poverty_pct_year,learning_poverty_pct,access_minus_learning_gap_year,access_minus_learning_gap,cost_intensity_x_access_year,cost_intensity_x_access,country,oecd_funding_year,state_pct_gdp_oecd,private_pct_gdp_oecd,total_pct_gdp_oecd,oecd_funding_year_usd,state_usd_ppp_oecd,private_usd_ppp_oecd,total_usd_ppp_oecd,state_share_pct_oecd,private_share_pct_oecd,per_student_usd_ppp_oecd_year,per_student_usd_ppp_oecd,education_spending_pct_gdp_rank,education_spending_pct_gdp_n,education_spending_pct_gdp_pct_better,tertiary_enrollment_gross_pct_rank,tertiary_enrollment_gross_pct_n,tertiary_enrollment_gross_pct_pct_better,learning_poverty_pct_rank,learning_poverty_pct_n,learning_poverty_pct_pct_better,access_minus_learning_gap_rank,access_minus_learning_gap_n,access_minus_learning_gap_pct_better,cost_intensity_x_access_rank,cost_intensity_x_access_n,cost_intensity_x_access_pct_better,state_pct_gdp_oecd_rank,state_pct_gdp_oecd_n,state_pct_gdp_oecd_pct_better,private_pct_gdp_oecd_rank,private_pct_gdp_oecd_n,private_pct_gdp_oecd_pct_better,state_share_pct_oecd_rank,state_share_pct_oecd_n,state_share_pct_oecd_pct_better,private_share_pct_oecd_rank,private_share_pct_oecd_n,private_share_pct_oecd_pct_better,per_student_usd_ppp_oecd_rank,per_student_usd_ppp_oecd_n,per_student_usd_ppp_oecd_pct_better
ESP,2022.0,4.58553981781006,2024.0,93.7689666748047,2021.0,7.30008029937744,2021.0,88.07681941986085,2016.0,1959.3939446166992,Spain,2022.0,3.75738362687451,0.740718512786203,4.52399035256245,2022.0,79273.4662707728,15627.7159509364,95447.3730225628,83.05463394161026,16.3731231735861,2022.0,13385.0433204206,85.0,244.0,65.4320987654321,15.0,245.0,94.26229508196722,23.0,155.0,85.71428571428572,10.0,137.0,93.38235294117648,37.0,194.0,81.34715025906736,27.0,47.0,43.47826086956522,25.0,40.0,38.46153846153846,22.0,41.0,47.5,23.0,40.0,43.58974358974359,20.0,40.0,51.28205128205128
EST,2022.0,5.20733976364136,2024.0,65.6692276000977,,,,,2016.0,2696.641893026884,Estonia,2022.0,4.04720218435436,0.288001980089074,4.45151793337533,2022.0,2346.49667711836,166.978485012437,2580.91184057421,90.91735100088903,6.4697477220022765,2022.0,12362.0327818488,57.0,244.0,76.95473251028805,69.0,245.0,72.1311475409836,,,,,,,13.0,194.0,93.78238341968913,21.0,47.0,56.52173913043479,7.0,40.0,84.61538461538461,9.0,41.0,80.0,8.0,40.0,82.05128205128204,25.0,40.0,38.46153846153846
ETH,2024.0,2.2978069565991,2014.0,5.9192507771213,2015.0,90.3896408081054,,,2014.0,1575.8671586885373,Ethiopia,,,,,,,,,,,,,216.0,244.0,11.52263374485597,225.0,245.0,8.196721311475407,142.0,155.0,8.441558441558438,,,,63.0,194.0,67.87564766839378,,,,,,,,,,,,,,,
EUU,2022.0,4.65688991546631,2024.0,79.4997329711914,,,,,2016.0,1855.0785298387536,European Union,,,,,,,,,,,,,81.0,244.0,67.07818930041152,36.0,245.0,85.65573770491804,,,,,,,42.0,194.0,78.75647668393782,,,,,,,,,,,,,,,
FCS,2021.0,3.14335470187693,2019.0,14.5780601501465,2019.0,90.3344408644642,2019.0,-75.7563807143177,,,Fragile and conflict affected situations,,,,,,,,,,,,,184.0,244.0,24.691358024691358,183.0,245.0,25.409836065573764,141.0,155.0,9.090909090909093,123.0,137.0,10.29411764705882,,,,,,,,,,,,,,,,,,
FIN,2022.0,6.37578010559082,2024.0,110.304496765137,2021.0,4.78112697601318,2021.0,96.0869455337528,2016.0,3031.0822618103025,Finland,2022.0,5.01115292778781,0.0889468223198069,5.19504398478626,2022.0,15279.1046720954,271.200625496486,15839.792152328,96.46025986426724,1.7121476272441316,2022.0,15000.4907615107,23.0,244.0,90.94650205761316,6.0,245.0,97.95081967213115,14.0,155.0,91.55844155844156,4.0,137.0,97.79411764705883,7.0,194.0,96.89119170984456,7.0,47.0,86.95652173913044,2.0,40.0,97.43589743589743,1.0,41.0,100.0,2.0,40.0,97.43589743589743,16.0,40.0,61.53846153846154
FJI,2023.0,4.24679790890603,2024.0,75.0089752283697,,,,,2004.0,913.3068253175384,Fiji,,,,,,,,,,,,,108.0,244.0,55.96707818930041,53.0,245.0,78.68852459016394,,,,,,,115.0,194.0,40.932642487046635,,,,,,,,,,,,,,,
FRA,2022.0,5.32434988021851,2024.0,71.5346908569336,2021.0,6.63674163818359,2021.0,63.30304718017581,2016.0,2047.008234947053,France,2022.0,4.43467454484858,0.899314048357425,5.36676288442383,2022.0,162626.368901177,32979.2359522923,196807.488761784,82.63220567689886,16.757104193433612,2022.0,15427.0937000399,47.0,244.0,81.06995884773663,57.0,245.0,77.04918032786885,20.0,155.0,87.66233766233766,34.0,137.0,75.73529411764706,28.0,194.0,86.01036269430051,12.0,47.0,76.08695652173914,29.0,40.0,28.205128205128204,24.0,41.0,42.50000000000001,24.0,40.0,41.02564102564102,15.0,40.0,64.1025641025641
FSM,2020.0,11.5591397849462,2000.0,13.3582201004028,,,,,,,"Micronesia, Fed. Sts.",,,,,,,,,,,,,4.0,244.0,98.76543209876543,187.0,245.0,23.77049180327869,,,,,,,,,,,,,,,,,,,,,,,,
GAB,2023.0,2.31594287726056,2003.0,7.65526008605957,2019.0,30.6775608062744,,,,,Gabon,,,,,,,,,,,,,215.0,244.0,11.934156378600825,216.0,245.0,11.88524590163934,64.0,155.0,59.09090909090908,,,,,,,,,,,,,,,,,,,,,
GBR,2021.0,5.90681982040405,2023.0,80.4146499633789,2021.0,3.39390325546264,2021.0,73.36045312881465,2016.0,2206.632937375945,United Kingdom,2022.0,3.88995027399477,2.16546362321842,6.12370218357385,2022.0,145230.531846033,80847.1603854938,228627.222032284,63.52285198370878,35.36200093183896,2022.0,19072.2824630822,32.0,244.0,87.24279835390946,32.0,245.0,87.29508196721312,6.0,155.0,96.75324675324676,22.0,137.0,84.55882352941177,21.0,194.0,89.63730569948186,23.0,47.0,52.17391304347826,39.0,40.0,2.564102564102566,40.0,41.0,2.500000000000002,39.0,40.0,2.564102564102566,7.0,40.0,84.61538461538461
GEO,2024.0,3.98011682083814,2025.0,89.4861221313477,2021.0,13.5263748168945,2021.0,63.70393625123209,2017.0,636.678927298978,Georgia,,,,,,,,,,,,,120.0,244.0,51.028806584362144,17.0,245.0,93.44262295081968,41.0,155.0,74.02597402597402,32.0,137.0,77.20588235294117,144.0,194.0,25.90673575129534,,,,,,,,,,,,,,,
GHA,2022.0,2.90963831638452,2024.0,21.330810546875,,,,,2014.0,837.638675169501,Ghana,,,,,,,,,,,,,193.0,244.0,20.98765432098766,165.0,245.0,32.786885245901644,,,,,,,124.0,194.0,36.269430051813465,,,,,,,,,,,,,,,
GIN,2023.0,1.72470879088585,2014.0,10.8547201156616,2019.0,82.6748275756835,,,2014.0,973.385194727028,Guinea,,,,,,,,,,,,,234.0,244.0,4.115226337448563,196.0,245.0,20.081967213114748,132.0,155.0,14.935064935064934,,,,106.0,194.0,45.59585492227979,,,,,,,,,,,,,,,
GMB,2023.0,2.80838156544977,2024.0,13.4765901565552,,,,,2012.0,135.79607060231163,"Gambia, The",,,,,,,,,,,,,204.0,244.0,16.460905349794242,186.0,245.0,24.18032786885246,,,,,,,191.0,194.0,1.5544041450777257,,,,,,,,,,,,,,,
GNB,2013.0,2.01027011871338,2006.0,2.62031006813049,,,,,,,Guinea-Bissau,,,,,,,,,,,,,225.0,244.0,7.818930041152261,238.0,245.0,2.868852459016391,,,,,,,,,,,,,,,,,,,,,,,,
GNQ,1998.0,2.18796992301941,2000.0,1.84452998638153,,,,,,,Equatorial Guinea,,,,,,,,,,,,,220.0,244.0,9.876543209876543,243.0,245.0,0.8196721311475419,,,,,,,,,,,,,,,,,,,,,,,,
GRC,2022.0,3.37547993659973,2023.0,165.113418579102,2001.0,7.68641948699951,2001.0,52.23849201202389,2005.0,2196.640701431273,Greece,2022.0,3.08975250902666,0.456418816999042,3.89271736827662,2022.0,11216.6059832168,1656.91912819805,14131.5774633801,79.37263912880908,11.724941058361756,2022.0,7136.89919473357,159.0,244.0,34.97942386831275,1.0,245.0,100.0,24.0,155.0,85.06493506493507,42.0,137.0,69.85294117647058,22.0,194.0,89.11917098445596,38.0,47.0,19.565217391304344,15.0,40.0,64.1025641025641,29.0,41.0,30.000000000000004,13.0,40.0,69.23076923076923,35.0,40.0,12.82051282051282
GRD,2023.0,5.12544845968893,2018.0,99.9891967773438,,,,,2017.0,513.1398469116211,Grenada,,,,,,,,,,,,,63.0,244.0,74.48559670781893,11.0,245.0,95.90163934426229,,,,,,,160.0,194.0,17.616580310880824,,,,,,,,,,,,,,,
GTM,2024.0,3.07588005065918,2023.0,27.2948879201171,2019.0,78.5161895751953,2019.0,-55.956688145402296,2015.0,396.5388755173856,Guatemala,,,,,,,,,,,,,188.0,244.0,23.04526748971193,145.0,245.0,40.98360655737705,120.0,155.0,22.72727272727273,107.0,137.0,22.058823529411764,170.0,194.0,12.435233160621761,,,,,,,,,,,,,,,
GUY,2018.0,4.45058012008667,2024.0,26.4315792489043,,,,,2012.0,160.79474858922936,Guyana,,,,,,,,,,,,,93.0,244.0,62.139917695473244,147.0,245.0,40.16393442622951,,,,,,,190.0,194.0,2.072538860103623,,,,,,,,,,,,,,,
HKG,2024.0,3.80552005767822,2024.0,120.08978583196,2021.0,5.39016532897949,2021.0,91.99116162040492,2018.0,1893.798803159529,"Hong Kong SAR, China",,,,,,,,,,,,,129.0,244.0,47.325102880658434,4.0,245.0,98.77049180327869,17.0,155.0,89.6103896103896,6.0,137.0,96.32352941176471,40.0,194.0,79.79274611398964,,,,,,,,,,,,,,,
HND,2023.0,4.54962037172702,2024.0,23.3177890777588,2019.0,79.2916030883789,2019.0,-53.96846482744851,2015.0,831.6370200357949,Honduras,,,,,,,,,,,,,88.0,244.0,64.19753086419753,157.0,245.0,36.065573770491795,123.0,155.0,20.779220779220775,106.0,137.0,22.79411764705882,125.0,194.0,35.75129533678757,,,,,,,,,,,,,,,
HPC,2023.0,3.24413772101569,2021.0,9.09300994873047,,,,,2012.0,797.0762637307597,Heavily indebted poor countries (HIPC),,,,,,,,,,,,,170.0,244.0,30.452674897119337,211.0,245.0,13.934426229508201,,,,,,,131.0,194.0,32.64248704663213,,,,,,,,,,,,,,,
HRV,2021.0,4.0916600227356,2023.0,81.1775207519531,2021.0,3.89054417610168,2021.0,74.11624598503111,2013.0,1717.548984459915,Croatia,2022.0,3.02648763112185,0.404420344785589,3.43090797590744,2022.0,4522.98618527286,604.39289878428,5127.37908405714,88.21243974989963,11.787560250100372,2022.0,9033.17830206496,113.0,244.0,53.90946502057613,29.0,245.0,88.52459016393442,9.0,155.0,94.8051948051948,21.0,137.0,85.29411764705883,51.0,194.0,74.09326424870466,39.0,47.0,17.391304347826086,10.0,40.0,76.92307692307692,12.0,41.0,72.5,14.0,40.0,66.66666666666667,31.0,40.0,23.076923076923073
HTI,2023.0,0.964648012977964,1986.0,1.05140995979309,,,,,,,Haiti,,,,,,,,,,,,,240.0,244.0,1.6460905349794275,245.0,245.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
HUN,2022.0,3.8011999130249,2024.0,60.5168685913086,2021.0,9.15569114685058,2021.0,49.49791908264162,2016.0,1289.1482100295636,Hungary,2022.0,2.69157765872033,0.711150847083322,3.41537857843653,2022.0,10344.2405624595,2733.08682533953,13125.9440026766,78.80759326986413,20.82202106593025,2022.0,10096.9322629007,130.0,244.0,46.913580246913575,75.0,245.0,69.67213114754098,31.0,155.0,80.51948051948052,45.0,137.0,67.64705882352942,81.0,194.0,58.54922279792747,45.0,47.0,4.347826086956519,24.0,40.0,41.02564102564102,32.0,41.0,22.499999999999996,31.0,40.0,23.076923076923073,29.0,40.0,28.205128205128204
IBD,2023.0,3.6590050458908,2024.0,52.829891204834,2019.0,44.0478212001144,2019.0,-0.1391603114424953,2013.0,670.9442506095319,IBRD only,,,,,,,,,,,,,142.0,244.0,41.9753086419753,98.0,245.0,60.24590163934427,80.0,155.0,48.701298701298704,79.0,137.0,42.64705882352941,142.0,194.0,26.943005181347147,,,,,,,,,,,,,,,
IBT,2023.0,3.51481008529663,2024.0,39.3488082885742,2019.0,53.6333492822321,2019.0,-19.8828991479548,,,IDA & IBRD total,,,,,,,,,,,,,150.0,244.0,38.68312757201646,121.0,245.0,50.81967213114754,93.0,155.0,40.25974025974026,89.0,137.0,35.29411764705882,,,,,,,,,,,,,,,,,,
IDA,2023.0,3.22974322056608,2024.0,12.7190599441528,2019.0,81.0302555413028,2019.0,-69.33886550376619,2010.0,802.1475591854094,IDA total,,,,,,,,,,,,,176.0,244.0,27.9835390946502,191.0,245.0,22.13114754098361,127.0,155.0,18.181818181818176,117.0,137.0,14.70588235294118,128.0,194.0,34.196891191709845,,,,,,,,,,,,,,,
IDB,2023.0,3.34005209256916,2024.0,12.5017795562744,2019.0,76.8750621325166,2019.0,-66.10848250452591,,,IDA blend,,,,,,,,,,,,,160.0,244.0,34.5679012345679,192.0,245.0,21.721311475409834,116.0,155.0,25.324675324675326,113.0,137.0,17.647058823529417,,,,,,,,,,,,,,,,,,
IDN,2023.0,1.27517088245674,2023.0,44.8813034886441,2015.0,52.82275390625,2015.0,-20.3637338628742,2015.0,674.1670299067063,Indonesia,2015.0,3.00630602924618,,,2015.0,81176.3980665059,,,,,,,237.0,244.0,2.8806584362139898,110.0,245.0,55.32786885245902,91.0,155.0,41.55844155844156,90.0,137.0,34.55882352941176,141.0,194.0,27.461139896373055,40.0,47.0,15.217391304347828,,,,,,,,,,,,
IDX,2023.0,3.21562023947166,2024.0,12.8071804046631,2019.0,82.4246018635552,2019.0,-70.2739623295586,2012.0,902.5093250726226,IDA only,,,,,,,,,,,,,178.0,244.0,27.160493827160494,190.0,245.0,22.540983606557376,131.0,155.0,15.58441558441559,120.0,137.0,12.5,117.0,194.0,39.89637305699482,,,,,,,,,,,,,,,
IND,2022.0,4.09865814174589,2025.0,34.4465039692543,2017.0,56.0705604553222,2017.0,-28.161508550388803,2013.0,1201.792854722851,India,2015.0,3704.0274028035,,,2015.0,300467408.298335,,,,,,,112.0,244.0,54.32098765432099,134.0,245.0,45.49180327868852,97.0,155.0,37.66233766233766,96.0,137.0,30.147058823529417,85.0,194.0,56.476683937823836,1.0,47.0,100.0,,,,,,,,,,,,
IRL,2021.0,2.90461993217468,2022.0,77.5933380126953,2021.0,2.3305127620697,2021.0,76.13081383705139,2016.0,1205.473675458984,Ireland,2022.0,2.26758235171319,0.546602526202774,2.83436407270816,2022.0,14113.4132894234,3402.04947860627,17641.0579049538,80.00321389716771,19.284838227592562,2022.0,15915.3671430404,194.0,244.0,20.576131687242793,44.0,245.0,82.37704918032787,1.0,155.0,100.0,17.0,137.0,88.23529411764706,84.0,194.0,56.994818652849744,47.0,47.0,0.0,21.0,40.0,48.71794871794872,28.0,41.0,32.49999999999999,28.0,40.0,30.76923076923077,14.0,40.0,66.66666666666667
IRN,2023.0,2.82443290958712,2022.0,58.6838607788086,2021.0,41.5363006591796,2021.0,12.768898010254,2017.0,1602.827380727462,"Iran, Islamic Rep.",,,,,,,,,,,,,203.0,244.0,16.872427983539097,81.0,245.0,67.21311475409837,77.0,155.0,50.64935064935065,62.0,137.0,55.14705882352941,60.0,194.0,69.43005181347151,,,,,,,,,,,,,,,
IRQ,1989.0,3.55150008201599,2005.0,15.5580997467041,,,,,,,Iraq,,,,,,,,,,,,,147.0,244.0,39.91769547325102,177.0,245.0,27.86885245901639,,,,,,,,,,,,,,,,,,,,,,,,
ISL,2022.0,7.30798006057739,2023.0,76.5200729370117,2006.0,9.32339096069335,2006.0,63.64481735229494,2016.0,2040.4155923139197,Iceland,2022.0,5.32008076664979,0.209860776689994,5.57522103011495,2022.0,1247.93896260313,49.2273428620369,1307.78757950815,95.42367446802571,3.764169627650919,2022.0,18707.0961583578,15.0,244.0,94.23868312757202,49.0,245.0,80.32786885245902,32.0,155.0,79.87012987012987,33.0,137.0,76.47058823529412,30.0,194.0,84.97409326424871,4.0,47.0,93.47826086956522,5.0,40.0,89.74358974358975,2.0,41.0,97.5,5.0,40.0,89.74358974358975,10.0,40.0,76.92307692307692
ISR,2022.0,5.93291997909546,2024.0,56.2561111450195,2021.0,14.3992156982421,2021.0,45.8593330383302,2016.0,1117.1066351332856,Israel,2022.0,4.93756637775411,1.15228207424464,6.08984845199875,2022.0,21661.0507962338,5055.04911372065,26716.0999099545,81.07864122847822,18.9213587715216,2022.0,12876.94123219,31.0,244.0,87.65432098765432,87.0,245.0,64.75409836065573,43.0,155.0,72.72727272727273,49.0,137.0,64.70588235294117,96.0,194.0,50.77720207253886,8.0,47.0,84.78260869565217,34.0,40.0,15.384615384615385,26.0,41.0,37.5,27.0,40.0,33.333333333333336,22.0,40.0,46.15384615384615
ITA,2022.0,4.06775999069214,2023.0,75.9496536254883,2021.0,5.49675559997558,2021.0,65.77776527404781,2016.0,1492.6188674659734,Italy,2022.0,3.32550643467073,0.490998520472824,3.8709779075407,2022.0,100290.649044868,14807.53721746,116740.981986415,85.90869062291998,12.6840951356595,2022.0,13750.4075177952,116.0,244.0,52.674897119341566,51.0,245.0,79.50819672131148,18.0,155.0,88.96103896103897,27.0,137.0,80.88235294117648,68.0,194.0,65.28497409326425,32.0,47.0,32.608695652173914,16.0,40.0,61.53846153846154,18.0,41.0,57.49999999999999,19.0,40.0,53.84615384615385,19.0,40.0,53.84615384615385
JAM,2024.0,5.51383018493652,2015.0,26.2334142821948,,,,,2015.0,959.8898102805066,Jamaica,,,,,,,,,,,,,36.0,244.0,85.59670781893004,148.0,245.0,39.754098360655746,,,,,,,108.0,194.0,44.55958549222798,,,,,,,,,,,,,,,
JOR,2024.0,3.23356008529663,2024.0,35.9184001120427,2021.0,62.24605178833,2021.0,-31.794737521509,2018.0,799.2124887166872,Jordan,,,,,,,,,,,,,175.0,244.0,28.395061728395067,131.0,245.0,46.721311475409834,102.0,155.0,34.41558441558441,99.0,137.0,27.941176470588236,130.0,194.0,33.16062176165803,,,,,,,,,,,,,,,
JPN,2021.0,3.33663988113403,2023.0,64.4907608032227,2019.0,3.59502744674682,2019.0,58.80581331253048,2016.0,1288.0142918746951,Japan,2022.0,2.85973766521308,1.04254587807558,3.90228354328866,2022.0,161025.131276973,58703.3170634831,219728.448340456,73.28369744252427,26.716302557475778,2022.0,14129.6474273749,162.0,244.0,33.744855967078195,70.0,245.0,71.72131147540983,7.0,155.0,96.1038961038961,39.0,137.0,72.05882352941177,82.0,194.0,58.03108808290156,43.0,47.0,8.695652173913048,31.0,40.0,23.076923076923073,36.0,41.0,12.5,35.0,40.0,12.82051282051282,18.0,40.0,56.41025641025641
KAZ,2023.0,4.86469984054565,2025.0,52.8612860406142,2021.0,10.4149551391601,2021.0,48.9699864478208,2018.0,387.8148739963133,Kazakhstan,,,,,,,,,,,,,73.0,244.0,70.37037037037037,97.0,245.0,60.65573770491803,38.0,155.0,75.97402597402598,46.0,137.0,66.91176470588236,171.0,194.0,11.917098445595853,,,,,,,,,,,,,,,
KEN,2024.0,4.02242346098974,2024.0,10.4185962462804,2023.0,79.2863388061523,2023.0,-70.6095715054825,2015.0,707.1577513598529,Kenya,,,,,,,,,,,,,119.0,244.0,51.440329218106996,199.0,245.0,18.852459016393443,122.0,155.0,21.42857142857143,121.0,137.0,11.764705882352944,137.0,194.0,29.53367875647669,,,,,,,,,,,,,,,
KGZ,2023.0,6.82694680798777,2025.0,53.8761747562613,2014.0,64.4912490844726,2014.0,-18.1309287566696,2017.0,203.62941801362447,Kyrgyz Republic,,,,,,,,,,,,,17.0,244.0,93.4156378600823,95.0,245.0,61.47540983606557,103.0,155.0,33.76623376623377,87.0,137.0,36.76470588235294,189.0,194.0,2.590673575129532,,,,,,,,,,,,,,,
KHM,2023.0,2.1809128340295,2024.0,21.4437426836662,2019.0,90.0033493041992,2019.0,-77.0623646287296,2011.0,60.3811083345758,Cambodia,,,,,,,,,,,,,221.0,244.0,9.465020576131689,163.0,245.0,33.606557377049185,139.0,155.0,10.389610389610393,125.0,137.0,8.823529411764708,192.0,194.0,1.0362694300518172,,,,,,,,,,,,,,,
KIR,2023.0,16.39053,2024.0,4.96087980270386,,,,,,,Kiribati,,,,,,,,,,,,,1.0,244.0,100.0,228.0,245.0,6.9672131147541005,,,,,,,,,,,,,,,,,,,,,,,,
KNA,2023.0,3.49726171629099,2015.0,93.92236328125,,,,,2015.0,548.6578165673828,St. Kitts and Nevis,,,,,,,,,,,,,155.0,244.0,36.62551440329218,14.0,245.0,94.67213114754098,,,,,,,153.0,194.0,21.243523316062173,,,,,,,,,,,,,,,
KOR,2022.0,5.40910005569458,2024.0,111.853302001953,2019.0,3.23008060455322,2019.0,90.76883602142338,2016.0,1407.0920811603542,"Korea, Rep.",2022.0,4.6520696429373,0.978698184137657,5.63076782707496,2022.0,124085.171005117,26104.9255196534,150190.096524771,82.61874376294278,17.381256237056807,2022.0,19805.1208107164,44.0,244.0,82.3045267489712,5.0,245.0,98.36065573770492,3.0,155.0,98.7012987012987,8.0,137.0,94.85294117647058,73.0,194.0,62.69430051813472,11.0,47.0,78.26086956521739,30.0,40.0,25.64102564102564,25.0,41.0,40.0,26.0,40.0,35.89743589743589,4.0,40.0,92.3076923076923
KWT,2024.0,6.43592667889685,2021.0,51.8967176944636,2016.0,51.0825309753418,2016.0,8.1388084461178,2004.0,2255.0671323788424,Kuwait,,,,,,,,,,,,,22.0,244.0,91.35802469135803,100.0,245.0,59.42622950819671,86.0,155.0,44.8051948051948,68.0,137.0,50.73529411764706,19.0,194.0,90.67357512953367,,,,,,,,,,,,,,,
LAC,2023.0,3.79014883614714,2024.0,56.6634292602539,2019.0,53.006642911884,2019.0,-1.9739318828313015,2015.0,1503.334108385238,Latin America & Caribbean (excluding high income),,,,,,,,,,,,,131.0,244.0,46.50205761316872,86.0,245.0,65.1639344262295,92.0,155.0,40.90909090909091,81.0,137.0,41.17647058823529,67.0,194.0,65.80310880829016,,,,,,,,,,,,,,,
LAO,2023.0,1.23375160355741,2023.0,14.8841695785522,2019.0,97.71728515625,2019.0,-83.9768831345158,2014.0,376.2751299832127,Lao PDR,,,,,,,,,,,,,238.0,244.0,2.4691358024691357,181.0,245.0,26.22950819672131,154.0,155.0,0.649350649350644,130.0,137.0,5.147058823529416,174.0,194.0,10.362694300518138,,,,,,,,,,,,,,,
LBN,2024.0,1.22490869993085,2023.0,54.4012561547071,,,,,2013.0,941.0471594745304,Lebanon,,,,,,,,,,,,,239.0,244.0,2.0576131687242816,94.0,245.0,61.88524590163935,,,,,,,112.0,194.0,42.48704663212435,,,,,,,,,,,,,,,
LBR,2023.0,2.2665256232687,2012.0,10.838520055325,,,,,2012.0,556.5755632434284,Liberia,,,,,,,,,,,,,217.0,244.0,11.111111111111116,198.0,245.0,19.262295081967217,,,,,,,151.0,194.0,22.27979274611399,,,,,,,,,,,,,,,
LBY,1999.0,2.26416993141174,2003.0,58.543701171875,,,,,1999.0,1028.298226576919,Libya,,,,,,,,,,,,,218.0,244.0,10.699588477366252,82.0,245.0,66.80327868852459,,,,,,,103.0,194.0,47.15025906735752,,,,,,,,,,,,,,,
LCA,2024.0,3.84700018653403,2023.0,15.0396404266357,,,,,2018.0,0.0,St. Lucia,,,,,,,,,,,,,127.0,244.0,48.14814814814815,179.0,245.0,27.04918032786885,,,,,,,194.0,194.0,0.0,,,,,,,,,,,,,,,
LCN,2023.0,3.81964993476868,2024.0,58.9027099609375,2019.0,52.252166193728,2019.0,1.105553227658696,2013.0,1416.015422207679,Latin America & Caribbean,,,,,,,,,,,,,128.0,244.0,47.7366255144033,80.0,245.0,67.62295081967213,89.0,155.0,42.85714285714286,77.0,137.0,44.11764705882353,71.0,194.0,63.730569948186535,,,,,,,,,,,,,,,
LDC,2023.0,3.20149725837724,2024.0,11.0492496490478,2019.0,83.9955127000902,2019.0,-73.3131825685594,2011.0,848.7090475462481,Least developed countries: UN classification,,,,,,,,,,,,,180.0,244.0,26.337448559670783,194.0,245.0,20.90163934426229,133.0,155.0,14.28571428571429,122.0,137.0,11.029411764705888,123.0,194.0,36.787564766839374,,,,,,,,,,,,,,,
LIE,2011.0,2.55604004859924,2021.0,46.0189590454102,,,,,2007.0,288.7959445301054,Liechtenstein,,,,,,,,,,,,,209.0,244.0,14.40329218106996,107.0,245.0,56.55737704918033,,,,,,,183.0,194.0,5.699481865284972,,,,,,,,,,,,,,,
LKA,2023.0,1.82774571561927,2023.0,20.7412633848006,2015.0,14.8060665130615,2015.0,3.366579406707098,2018.0,564.4782516589065,Sri Lanka,,,,,,,,,,,,,232.0,244.0,4.938271604938271,167.0,245.0,31.967213114754102,44.0,155.0,72.07792207792207,73.0,137.0,47.05882352941176,149.0,194.0,23.316062176165808,,,,,,,,,,,,,,,
LMY,2023.0,3.51481008529663,2024.0,38.7901611328125,2019.0,57.2122879,2019.0,-24.0334396333984,,,Low & middle income,,,,,,,,,,,,,150.0,244.0,38.68312757201646,122.0,245.0,50.409836065573764,99.0,155.0,36.36363636363637,92.0,137.0,33.08823529411765,,,,,,,,,,,,,,,,,,
LSO,2024.0,6.62253066096596,2018.0,9.93844298033582,2016.0,96.8991394,,,2018.0,444.189366869708,Lesotho,,,,,,,,,,,,,19.0,244.0,92.5925925925926,205.0,245.0,16.393442622950815,153.0,155.0,1.2987012987012991,,,,166.0,194.0,14.507772020725385,,,,,,,,,,,,,,,
LTE,2023.0,4.03084428001739,2024.0,69.3638916015625,,,,,2016.0,1154.5785411655802,Late-demographic dividend,,,,,,,,,,,,,118.0,244.0,51.85185185185186,63.0,245.0,74.59016393442623,,,,,,,90.0,194.0,53.8860103626943,,,,,,,,,,,,,,,
LTU,2022.0,4.25285005569458,2024.0,75.6177368164062,2021.0,3.27572441101074,2021.0,71.75574684143066,2016.0,1333.0004215370186,Lithuania,2022.0,3.163101805956,0.453746786175839,3.66657325194591,2022.0,4001.08090701996,573.954843745889,4637.93362734241,86.26861073284971,12.375227630732004,2022.0,11312.895315541,106.0,244.0,56.790123456790134,52.0,245.0,79.0983606557377,4.0,155.0,98.05194805194806,23.0,137.0,83.82352941176471,79.0,194.0,59.58549222797927,35.0,47.0,26.086956521739136,14.0,40.0,66.66666666666667,17.0,41.0,60.0,16.0,40.0,61.53846153846154,27.0,40.0,33.333333333333336
LUX,2022.0,3.74451994895935,2024.0,22.4103698730469,2006.0,2.95047807693481,2006.0,6.90383195877076,2015.0,867.536021190798,Luxembourg,2022.0,3.13405368488219,0.100857519911044,3.33662478048828,2022.0,2621.32808728441,84.3574093934533,2790.75891265466,93.928861980805,3.022740839810122,2022.0,31439.2861121795,137.0,244.0,44.03292181069959,162.0,245.0,34.01639344262295,2.0,155.0,99.35064935064936,70.0,137.0,49.26470588235294,121.0,194.0,37.82383419689119,36.0,47.0,23.913043478260864,3.0,40.0,94.87179487179486,6.0,41.0,87.5,3.0,40.0,94.87179487179486,1.0,40.0,100.0
LVA,2022.0,4.3196702003479,2024.0,82.917350769043,2021.0,8.4379014968872,2021.0,85.04603099823001,2016.0,1429.0814132867429,Latvia,2022.0,3.12111084677175,0.542768708085261,3.77445025006004,2022.0,2114.41437636046,367.701762531472,2557.02288812939,82.69047516845953,14.380073179574357,2022.0,9204.39090093039,100.0,244.0,59.25925925925925,26.0,245.0,89.75409836065573,26.0,155.0,83.76623376623377,11.0,137.0,92.64705882352942,70.0,194.0,64.24870466321244,37.0,47.0,21.739130434782606,19.0,40.0,53.84615384615385,23.0,41.0,44.99999999999999,21.0,40.0,48.71794871794872,30.0,40.0,25.64102564102564
