Indicator 1,"Teachers’ annual gross statutory salaries (in national currency) at different stages of the career, by ISCED level, and qualification",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43
Teachers,2021/2022,ISCED 02,Other (if different from minimum and most common),After 10 years,52894.47,:,44492.3034826751,19440,a,a,:,a,a,a,a,a,a,a,a,a,a,a,a,28909.52,a,a,a,a,:,a,15552,a,a,:,:,a,a,:,13451.78,a,a,:,159430
Teachers,2021/2022,ISCED 1,Other (if different from minimum and most common),After 10 years,52894.47,:,44492.3034826751,19440,a,461741,a,a,56386,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,:,a,15552,a,a,:,:,a,a,:,13451.78,a,608900,:,159430
Teachers,2021/2022,ISCED 24,Other (if different from minimum and most common),After 10 years,52894.47,:,a,19440,a,a,a,a,56386,a,a,43355.64072715897,a,a,a,a,a,a,a,a,a,a,a,a,:,a,15552,a,a,:,:,a,a,:,13451.78,a,608900,:,161275
Teachers,2021/2022,ISCED 34,Other (if different from minimum and most common),After 10 years,a,:,56420.085816709514,19440,a,510629,a,a,56386,a,a,43355.64072715897,16378.37414559692,a,a,a,a,a,a,a,a,a,a,a,:,a,15552,a,a,:,:,a,a,:,13451.78,a,a,:,161275
Teachers,2021/2022,ISCED 02,Other (if different from minimum and most common),After 15 years,60304.71,:,50091.8891581061,20112,a,a,:,a,a,a,a,a,a,a,a,a,a,a,a,28909.52,a,a,a,a,:,a,15926,a,a,:,:,:,a,:,13792.71,a,a,:,:
Teachers,2021/2022,ISCED 1,Other (if different from minimum and most common),After 15 years,60304.71,:,50091.8891581061,20112,a,478704,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,:,a,15926,a,a,:,:,:,a,:,13792.71,a,608900,:,:
Teachers,2021/2022,ISCED 24,Other (if different from minimum and most common),After 15 years,60304.71,:,64341.5496651385,20112,a,a,a,a,a,a,a,45763.29348635898,a,a,a,a,a,a,a,a,a,a,a,a,:,a,15926,a,a,:,:,:,a,:,13792.71,a,608900,:,:
Teachers,2021/2022,ISCED 34,Other (if different from minimum and most common),After 15 years,a,:,a,20112,a,a,a,a,a,a,a,45763.29348635898,16768.33631959652,a,a,a,a,a,a,a,a,a,a,a,:,a,15926,a,a,:,:,:,a,:,13792.71,a,a,:,:
Teachers,2021/2022,ISCED 02,Other (if different from minimum and most common),At the top of the range,72655.11,:,63157.5890674451,:,a,a,:,a,a,a,a,a,a,a,a,a,a,a,a,28909.52,a,a,a,a,:,a,17814,a,a,:,:,a,a,:,15886.7,a,a,:,:
Teachers,2021/2022,ISCED 1,Other (if different from minimum and most common),At the top of the range,72655.11,:,63157.5890674451,:,a,478704,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,:,a,17814,a,a,:,:,137400,a,:,15886.7,a,674900,:,:
Teachers,2021/2022,ISCED 24,Other (if different from minimum and most common),At the top of the range,72655.11,:,80184.4773619964,:,a,a,a,a,a,a,a,60832.73698219487,a,a,a,a,a,a,a,a,a,a,a,a,:,a,17814,a,a,:,:,a,a,:,15886.7,a,674900,:,:
Teachers,2021/2022,ISCED 34,Other (if different from minimum and most common),At the top of the range,a,:,a,:,a,a,a,a,a,a,a,60832.73698219487,18718.141880682193,a,a,a,a,a,a,a,a,a,a,a,:,a,17814,a,a,:,:,a,a,:,15886.7,a,a,:,:
Teachers,2022/2023,ISCED 02,Minimum,Starting salary,37648.53,39898.84,38597.39211536807,20508,369600,372904,:,:,a,13104,32905.938344274124,29512.3862352,:,25194.893333333333,24496.81,11640,19441,74637.36,4406112,18532.135384615383,44394.21007628345,:,44953,23430,62592,21508.3,9744,31952.856000000003,416400,744408,15600,75900,7666324,86782,11940,516778,459100,943404,194550.1
Teachers,2022/2023,ISCED 1,Minimum,Starting salary,37648.53,39898.84,38597.39211536807,20508,392400,429785,56371.999147708666,19640,39838,13104,32905.938344274124,29512.3862352,15947.33,25194.893333333333,24496.81,10800,19441,74637.36,4406112,27655.99,44394.21007628345,42585.899999999994,44953,23430,62592,21508.3,12066,35432.384,420000,784920,17700,81900,7666324,86782,11940,531404,500100,1103520,194550.1
Teachers,2022/2023,ISCED 24,Minimum,Starting salary,37648.53,39898.84,38597.39211536807,20508,392400,431690,62321.83313506448,19640,41191,13104,36849.99401630169,32196,15947.33,27078.636666666665,24496.81,10800,19441,84589.01,4406112,27655.99,44228.74159967598,42585.899999999994,44953,23430,64776,21508.3,12066,38061.608,435000,825432,17700,90300,7666324,94631,11940,531404,500100,1103520,194550.1
Teachers,2022/2023,ISCED 34,Minimum,Starting salary,44013.12,49992.73,38597.39211536807,20508,392400,400281,64717.32007860409,19640,41191,13104,36849.99401630169,32196,17115.993373343244,27186.97,24496.81,10800,19441,84589.01,4406112,27655.99,44228.74159967598,42585.899999999994,46085,23430,64776,21508.3,12066,39963.934400000006,444000,872274,18444,102100,6959380,102488,11940,554780,500100,1103520,194550.1
Teachers,2022/2023,ISCED 02,Minimum,After 10 years,47034.48,49911.94,48400.664876757546,21156,380400,422697,:,:,a,15936,35808.1508200274,32799.7742768,:,27613.57583333333,37860.68,a,20066,96530.99,4406112,23072.05846153846,63641.26273558012,:,52850,28360,77436,25442.34,11112,34840.9026,439200,794808,16068,95300,8342836,:,12511,543205,529900,981140,208838.3
Teachers,2022/2023,ISCED 1,Minimum,After 10 years,47034.48,49911.94,48400.664876757546,21156,416400,477550,64718.350441728864,a,55068,15936,35808.1508200274,32799.7742768,16661.39,27613.57583333333,37860.68,a,20066,96530.99,4406112,30951.029230769236,63641.26273558012,54352.4,52850,28360,77436,26354.5,13562,40619.33069376001,466800,835320,18231,102200,8342836,:,12511,558580,552900,1147661,208838.3
Teachers,2022/2023,ISCED 24,Minimum,After 10 years,47034.48,49911.94,48400.664876757546,21156,417600,482692,70774.33086681756,a,56434,15936,40119.13533878374,35483,16661.39,29895.097499999996,37860.68,a,20066,105736.26,4406112,30951.029230769236,67277.73037899326,54352.4,52850,28360,81124,26354.5,13562,43633.446795120006,480000,875832,18231,115600,8342836,:,12511,558580,552900,1147661,208838.3
Teachers,2022/2023,ISCED 34,Minimum,After 10 years,53509.56,64142.38,48400.664876757546,21156,417600,520190,72998.52940008965,a,56434,15936,40119.13533878374,35483,17882.381136328768,30603.3375,37860.68,a,20066,105736.26,4473552,30951.029230769236,67277.73037899326,54352.4,55743,28360,81124,26354.5,13562,47986.92479196001,480000,922674,18997,131500,8224232,:,12511,583151,552900,1147661,208838.3
Teachers,2022/2023,ISCED 02,Minimum,After 15 years,52933.76,53917.19,54490.59930880494,21972,390000,422697,:,:,a,17352,38164.831860911756,34534.6556304,:,30271.445833333335,45375.98,a,22342,108970.55,4429704,23072.05846153846,72411.39047303081,:,59136,30046,79824,31953.89,11380,35172.72072,447828,828408,16302,:,8710744,:,12920,556922,529900,1000008,219641.5
Teachers,2022/2023,ISCED 1,Minimum,After 15 years,52933.76,53917.19,54490.59930880494,21972,435600,495097,68290.66384446844,a,63969,17352,38164.831860911756,34534.6556304,17058.07823106637,30271.445833333335,45375.98,a,22342,108970.55,4429704,32411.525384615383,72411.39047303081,60243.799999999996,59136,30046,79824,33126.65,13894,43466.552350008336,481548,868920,18496,:,8710744,:,12920,572686,552900,1169731,219641.5
Teachers,2022/2023,ISCED 24,Minimum,After 15 years,52933.76,53917.19,54490.59930880494,21972,435600,499103,74392.59013686991,a,65336,17352,42709.345396681616,37218,17058.07823106637,32891.5525,45375.98,a,22342,116683.07,4429704,32411.525384615383,77098.4363312094,60243.799999999996,59136,30046,84828,33126.65,13894,46691.94363713985,498000,909432,18496,:,8710744,:,12920,572686,552900,1169731,219641.5
Teachers,2022/2023,ISCED 34,Minimum,After 15 years,59409.04,69801.69,54490.59930880494,21972,435600,520190,76893.5725590248,a,65336,17352,42709.345396681616,37218,18308.152115765162,33806.31916666667,45375.98,a,22342,116683.07,4570992,32411.525384615383,77098.4363312094,60243.799999999996,67880,30046,84828,33126.65,13894,50381.700848244494,501600,956274,19274,:,8839584,:,12920,597877,552900,1169731,219641.5
Teachers,2022/2023,ISCED 02,Minimum,At the top of the range,64732.32,64853.46,68700.44631691554,:,434400,422697,m,:,a,25848,47186.938689569426,49661.1997712,:,36733.26333333333,59594.34,a,25422,131859.34,5331917,23072.05846153846,90751,:,61633,49921,83640,36838.8,12730,35172.72072,484572,862008,17608,116800,8901764,140840,15424,620133,537900,1094348,259333.1
Teachers,2022/2023,ISCED 1,Minimum,At the top of the range,64732.32,64853.46,68700.44631691554,:,513600,495097,73254.59697973296,a,76924,25848,47186.938689569426,49661.1997712,19041.57569979502,36733.26333333333,59594.34,a,25422,131859.34,5331917,36709.51615384615,90751,75671.9,61633,49921,83640,39629.75,15540,46074.54549100883,557130,902520,19978,124500,8901764,140840,15424,637684,565900,1280083,259333.1
Teachers,2022/2023,ISCED 24,Minimum,At the top of the range,64732.32,64853.46,68700.44631691554,:,517200,499103,81367.66834747864,a,78272,25848,52690.549024079024,52607,19041.57569979502,40308.75083333333,59594.34,a,25422,147035.6,5331917,36709.51615384615,90752.0652,75671.9,61633,49921,96780,39629.75,15540,49493.460255368234,576000,943032,19978,138000,8901764,153570,15424,637684,565900,1280083,259333.1
Teachers,2022/2023,ISCED 34,Minimum,At the top of the range,71207.99,82427.2,68700.44631691554,:,516000,520190,87647.8770149222,a,78272,25848,52690.549024079024,52607,20437.00701294716,42115.85916666667,59594.34,a,25422,147035.6,5924352,36709.51615384615,90752.0652,75671.9,70758,49921,96780,39629.75,15540,53404.602899139165,576000,989874,20818,155800,8839584,166650,15424,665735,565900,1280083,259333.1
Teachers,2022/2023,ISCED 02,Higher (if most common),Starting salary,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,22411.98153846154,a,a,46085,a,64776,a,a,a,a,a,a,a,a,a,a,a,a,a,a
Teachers,2022/2023,ISCED 1,Higher (if most common),Starting salary,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,46085,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
Teachers,2022/2023,ISCED 24,Higher (if most common),Starting salary,a,a,a,a,a,a,a,a,a,a,a,a,17115.9933733432,a,a,a,a,a,4406112,a,a,a,46085,a,a,a,a,a,a,a,a,a,a,a,a,a,535000,a,a
Teachers,2022/2023,ISCED 34,Higher (if most common),Starting salary,46794.98,a,48153.290293997685,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,582300,a,a
Teachers,2022/2023,ISCED 02,Higher (if most common),After 10 years,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,27845.21230769231,a,a,55743,a,81124,a,a,a,a,a,a,a,a,a,a,a,a,a,a
Teachers,2022/2023,ISCED 1,Higher (if most common),After 10 years,a,a,a,a,a,a,a,a,a,a,a,a,17882.381136328768,a,a,a,a,a,a,a,a,a,55743,a,81124,a,a,a,a,a,a,a,a,a,a,a,572200,a,a
Teachers,2022/2023,ISCED 24,Higher (if most common),After 10 years,a,a,a,a,a,a,a,a,a,a,a,a,17882.381136328768,a,a,a,a,a,4473552,a,a,a,55743,a,a,a,a,a,a,a,a,a,a,a,a,a,572200,a,a
Teachers,2022/2023,ISCED 34,Higher (if most common),After 10 years,59600.87,a,61372.94828206714,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,625000,a,a
Teachers,2022/2023,ISCED 02,Higher (if most common),After 15 years,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,27845.21230769231,a,a,67880,a,84828,a,a,a,a,a,a,a,a,a,a,a,a,a,a
Teachers,2022/2023,ISCED 1,Higher (if most common),After 15 years,a,a,a,a,a,a,a,a,a,a,a,a,18308.152115765162,a,a,a,a,a,a,a,a,a,67880,a,84828,a,a,a,a,a,a,a,a,a,a,a,572200,a,a
Teachers,2022/2023,ISCED 24,Higher (if most common),After 15 years,a,a,a,a,a,a,a,a,a,a,a,a,18308.152115765162,a,a,a,a,a,4570992,a,a,a,67880,a,a,a,a,a,a,a,a,a,a,a,a,a,572200,a,a
Teachers,2022/2023,ISCED 34,Higher (if most common),After 15 years,67946.25,a,69988.08487233873,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,625000,a,a
Teachers,2022/2023,ISCED 02,Higher (if most common),At the top of the range,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,27845.21230769231,a,a,70758,a,96780,a,a,a,a,a,a,a,a,a,a,a,a,a,a
Teachers,2022/2023,ISCED 1,Higher (if most common),At the top of the range,a,a,a,a,a,a,a,a,a,a,a,a,20437.00701294716,a,a,a,a,a,a,a,a,a,70758,a,96780,a,a,a,a,a,a,a,a,a,a,a,612700,a,a
Teachers,2022/2023,ISCED 24,Higher (if most common),At the top of the range,a,a,a,a,a,a,a,a,a,a,a,a,20437.00701294716,a,a,a,a,a,5924352,a,a,a,70758,a,a,a,a,a,a,a,a,a,a,a,a,a,612700,a,a
Teachers,2022/2023,ISCED 34,Higher (if most common),At the top of the range,81855.23,a,87218.35805288189,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,691000,a,a
Teachers,2022/2023,ISCED 02,Other (if different from minimum and most common),Starting salary,46794.98,a,a,22428,a,a,a,a,a,a,a,a,:,a,a,a,a,a,a,25399.212307692305,a,a,a,a,a,a,12066,a,416400,a,a,a,a,a,13028,a,459100,a,200497
Teachers,2022/2023,ISCED 1,Other (if different from minimum and most common),Starting salary,46794.98,a,a,22428,a,a,a,a,a,a,a,a,17115.993373343244,a,a,a,a,a,a,a,a,a,a,a,64776,a,a,a,416400,a,a,a,a,a,13028,a,582300,a,200497
Teachers,2022/2023,ISCED 24,Other (if different from minimum and most common),Starting salary,46794.98,a,a,22428,a,a,a,a,a,a,a,36715,17115.993373343244,a,a,a,a,a,a,a,a,a,a,a,64776,a,a,a,416400,a,a,a,a,102488,13028,a,a,a,200497
Teachers,2022/2023,ISCED 34,Other (if different from minimum and most common),Starting salary,a,a,48153.290293997685,22428,a,a,a,a,a,a,a,36715,a,a,a,a,a,a,a,a,a,a,a,a,64776,a,a,a,416400,a,a,a,a,a,13028,a,a,a,200497
Teachers,2022/2023,ISCED 02,Other (if different from minimum and most common),After 10 years,59600.87,a,a,23076,a,a,a,a,a,a,a,a,:,a,a,a,a,a,a,29661.827692307696,a,a,a,a,a,a,17006,a,416400,a,a,a,a,a,16089,a,529900,a,214786
Teachers,2022/2023,ISCED 1,Other (if different from minimum and most common),After 10 years,59600.87,a,a,23076,a,a,a,a,a,a,a,a,17882.381136328768,a,a,a,a,a,a,a,a,a,a,a,a,a,17006,a,416400,a,a,a,a,a,16089,a,625000,a,214786
Teachers,2022/2023,ISCED 24,Other (if different from minimum and most common),After 10 years,59600.87,a,a,23076,a,a,a,a,a,a,a,44884,17882.381136328768,a,a,a,a,a,a,a,a,a,a,a,81124,a,17006,a,416400,a,a,a,a,m,16089,a,625000,a,214786
Teachers,2022/2023,ISCED 34,Other (if different from minimum and most common),After 10 years,a,a,61372.94828206714,23076,a,a,a,a,a,a,a,44884,a,a,a,a,a,a,a,a,a,a,a,a,81124,a,17006,a,416400,a,a,a,a,a,16089,a,a,a,214786
Teachers,2022/2023,ISCED 02,Other (if different from minimum and most common),After 15 years,67946.25,a,a,23892,a,a,a,a,a,a,a,a,:,a,a,a,a,a,a,29661.827692307696,a,a,a,a,a,a,17418,a,416400,a,a,a,a,a,16496,a,529900,a,235477
Teachers,2022/2023,ISCED 1,Other (if different from minimum and most common),After 15 years,67946.25,a,a,23892,a,a,a,a,a,a,a,a,18308.152115765162,a,a,a,a,a,a,a,a,a,a,a,a,a,17418,a,416400,a,a,a,a,a,16496,a,625000,a,235477
Teachers,2022/2023,ISCED 24,Other (if different from minimum and most common),After 15 years,67946.25,a,a,23892,a,a,a,a,a,a,a,47384,18308.152115765162,a,a,a,a,a,a,a,a,a,a,a,84828,a,17418,a,416400,a,a,a,a,m,16496,a,625000,a,235477
Teachers,2022/2023,ISCED 34,Other (if different from minimum and most common),After 15 years,a,a,69988.08487233873,23892,a,a,a,a,a,a,a,47384,a,a,a,a,a,a,a,a,a,a,a,a,84828,a,17418,a,416400,a,a,a,a,a,16496,a,a,a,235477
Teachers,2022/2023,ISCED 02,Other (if different from minimum and most common),At the top of the range,81855.23,a,a,:,a,a,a,a,a,a,a,a,:,a,a,a,a,a,a,29661.827692307696,a,a,a,a,a,a,19480,a,416400,a,a,a,a,a,19001,a,537900,a,265280
Teachers,2022/2023,ISCED 1,Other (if different from minimum and most common),At the top of the range,81855.23,a,a,:,a,a,a,a,a,a,a,a,20437.00701294716,a,a,a,a,a,a,a,a,a,a,a,a,a,19480,a,416400,a,a,a,a,a,19001,a,691000,a,265280
Teachers,2022/2023,ISCED 24,Other (if different from minimum and most common),At the top of the range,81855.23,a,a,:,a,a,a,a,a,a,a,62772,20437.00701294716,a,a,a,a,a,a,a,a,a,a,a,96780,a,19480,a,416400,a,a,a,a,166650,19001,a,691000,a,265280
Teachers,2022/2023,ISCED 34,Other (if different from minimum and most common),At the top of the range,a,a,87218.35805288189,:,a,a,a,a,a,a,a,62772,a,a,a,a,a,a,a,a,a,a,a,a,96780,a,19480,a,416400,a,a,a,a,a,19001,a,a,a,265280
Teachers,2023/2024,ISCED 02,Minimum,Starting salary,38402.19,40700.4,40062,22236,369600,396885,:,:,a,13664,33905.418722177405,32164.249063679992,:,25194.893333333333,25290.31,14880,21384,79230.39,5870400,19507.563076923077,46681.12173630574,:,56345,24249,74736,22313.08,11256,32845.696,427200,744408,17000,76300,8092140,88086,13058,:,485400,1079236,436443.18
Teachers,2023/2024,ISCED 1,Minimum,Starting salary,38402.19,40700.4,40062,22236,392400,455224,57990.77899528746,21556,39838,13664,33905.418722177405,32164.249063679992,18550.79,25194.893333333333,25290.31,14688,21384,79230.39,5870400,28764.853846153845,46681.12173630574,46191.3,56345,24249,74736,22313.08,13938,36194.13200000001,432000,784920,18500,82100,8092140,88086,13058,:,592100,1274566,436443.18
Teachers,2023/2024,ISCED 24,Minimum,Starting salary,38402.19,40700.4,40062,22236,392400,456911,64029.86067727048,21556,41191,13664,38003.840748580726,34837.62154398768,18550.79,27078.636666666665,25290.31,14688,21384,89794.44,5870400,28764.853846153845,46536.10433816502,46191.3,56345,24249,77352,22313.08,13938,38879.8592,444360,825432,18500,90400,8092140,96048,13058,:,592100,1274566,436443.18
Teachers,2023/2024,ISCED 34,Minimum,Starting salary,44894.08,51165.24,40062,22236,392400,428063,66562.87684090913,21556,41191,13664,38003.840748580726,34837.62154398768,20540.16,27186.97,25290.31,14688,21384,89794.44,5955008,28764.853846153845,46536.10433816502,46191.3,57696,24249,77352,22313.08,13938,40823.1408,450000,872274,20400,102600,7514688,104028,13058,:,592100,1274566,436443.18
Teachers,2023/2024,ISCED 02,Minimum,After 10 years,47975.88,50913.78,50178,22932,381600,449587,:,a,a,16496,36894.82754797586,35328.83292032,:,27613.57583333333,38653.68,:,22074,102471.31,6080000,24190.64307692308,66991.60146542557,:,64983,29231,92220,26385.52,12840,35814.4416,447000,794808,17500,95800,8806788,:,13687,:,556600,1122406,470588.08
Teachers,2023/2024,ISCED 1,Minimum,After 10 years,47975.88,50913.78,50178,22932,416400,505778,66734.64522840589,a,55068,16496,36894.82754797586,35328.83292032,19381.43,27613.57583333333,38653.68,:,22074,102471.31,6080000,32104.10076923077,66991.60146542557,58954.5,64983,29231,92220,27329.98,15672,41492.59098348001,476880,835320,19100,102600,8806788,:,13687,:,643700,1325548,470588.08
Teachers,2023/2024,ISCED 24,Minimum,After 10 years,47975.88,50913.78,50178,22932,417600,510891,72546.69176134003,a,56434,16496,41383.95538539935,38002.20540062769,19381.43,29895.097499999996,38653.68,:,22074,112243.05,6080000,32104.10076923077,70972.67449221165,58954.5,64983,29231,96864,27329.98,15672,44571.481788288016,489000,875832,19100,116000,8806788,:,13687,:,643700,1325548,470588.08
Teachers,2023/2024,ISCED 34,Minimum,After 10 years,54580.46,65645.85,50178,22932,417600,556294,74807.12243133712,a,56434,16496,41383.95538539935,38002.20540062769,21459.87,30603.3375,38653.68,:,22074,112243.05,6168800,32104.10076923077,70972.67449221165,58954.5,68399,29231,96864,27329.98,15672,49018.62183372001,497400,922674,21012,131500,9099888,:,13687,:,643700,1325548,470588.08
Teachers,2023/2024,ISCED 02,Minimum,After 15 years,53993.15,54999.13,56461,23820,391200,449587,:,a,a,17912,39342.326172791945,36491.57890176,:,30271.445833333335,48086.04,:,24590,115676.37,6680000,24190.64307692308,76168.60322782677,:,72640,30950,95316,33126.49,13152,36155.531520000004,455400,828408,18025,:,9192552,:,14136,:,556600,1143990,489933.4
Teachers,2023/2024,ISCED 1,Minimum,After 15 years,53993.15,54999.13,56461,23820,435600,524351,70304.12528211816,a,63969,17912,39342.326172791945,36491.57890176,19842.89,30271.445833333335,48086.04,:,24590,115676.37,6680000,33564.59076923077,76168.60322782677,65345.4,72640,30950,95316,34340.35,16050,44401.02402765537,496800,868920,19700,:,9192552,:,14136,:,643700,1351039,489933.4
Teachers,2023/2024,ISCED 24,Minimum,After 15 years,53993.15,54999.13,56461,23820,435600,528260,76400.37594272668,a,65336,17912,44090.77348152561,39164.95138206769,19842.89,32891.5525,48086.04,:,24590,123863.51,6680000,33564.59076923077,81281.78372397802,65345.4,72640,30950,100536,34340.35,16050,47695.73041649563,505200,909432,19700,:,9192552,:,14136,:,643700,1351039,489933.4
Teachers,2023/2024,ISCED 34,Minimum,After 15 years,60597.93,71438.06,56461,23820,435600,556294,79001.5807826998,a,65336,17912,44090.77348152561,39164.95138206769,21970.82,33806.31916666667,48086.04,:,24590,123863.51,6780800,33564.59076923077,81281.78372397802,65345.4,83102,30950,100536,34340.35,16050,51464.88448523138,513600,956274,21640,:,9546924,:,14136,:,643700,1351039,489933.4
Teachers,2023/2024,ISCED 02,Minimum,At the top of the range,66027.69,67257.87,71123,:,434400,449587,:,a,a,26408,48602.55639411326,51811.70887807999,:,36733.26333333333,63057.41,23808,27981,139973.69,7832846,24190.64307692308,95773,:,75693,51270,99324,38183.2,14706,36155.531520000004,489000,862008,18930,116600,9390348,142950,16891,:,569100,1251913,565186.62
Teachers,2023/2024,ISCED 1,Minimum,At the top of the range,66027.69,67257.87,71123,:,513600,524351,75288.5776465185,a,76924,26408,48602.55639411326,51811.70887807999,22150.2,36733.26333333333,63057.41,23496,27981,139973.69,7832846,37899.07384615384,95773,82078.79999999999,75693,51270,99324,41072.47,17952,47065.0854693147,572400,902520,20700,124500,9390348,142950,16891,:,709600,1478496,565186.62
Teachers,2023/2024,ISCED 24,Minimum,At the top of the range,66027.69,67257.87,71123,:,517200,528260,83450.3200173537,a,78272,26408,54326.27025775229,54752.418606418454,22150.2,40308.75083333333,63057.41,23496,27981,156083.87,7832846,37899.07384615384,95776.2250282,82078.79999999999,75693,51270,110170,41072.47,17952,50557.47424148537,585600,943032,20700,137700,9390348,155870,16891,:,665000,1478496,565186.62
Teachers,2023/2024,ISCED 34,Minimum,At the top of the range,72632.88,85916.12,71123,:,516000,556294,89849.29349155654,a,78272,26408,54326.27025775229,54752.418606418454,24525.57,42115.85916666667,63057.41,23496,27981,156083.87,8156496,37899.07384615384,95776.2250282,82078.79999999999,86610,51270,110170,41072.47,17952,54552.77755434526,591600,989874,22700,155800,9546924,168820,16891,:,709600,1478496,565186.62
Teachers,2023/2024,ISCED 02,Higher (if most common),Starting salary,a,a,a,a,a,a,a,a,a,a,a,a,:,a,a,a,a,a,a,23601,a,a,57696,a,77352,a,:,a,a,a,a,a,a,a,a,:,a,a,a
Teachers,2023/2024,ISCED 1,Higher (if most common),Starting salary,a,a,a,a,a,a,a,a,a,a,a,a,20540,a,a,a,a,a,a,a,a,a,57696,a,77352,a,a,a,a,a,a,a,a,a,a,:,a,a,a
Teachers,2023/2024,ISCED 24,Higher (if most common),Starting salary,a,a,a,a,a,a,a,a,a,a,a,a,20540,a,a,a,a,a,5955008,a,a,a,57696,a,a,a,a,a,a,a,a,a,a,a,a,:,a,a,a
Teachers,2023/2024,ISCED 34,Higher (if most common),Starting salary,47732,a,49922,a,a,a,a,a,a,a,a,a,:,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,:,611600,a,a
Teachers,2023/2024,ISCED 02,Higher (if most common),After 10 years,a,a,a,a,a,a,a,a,a,a,a,a,:,a,a,a,a,a,a,29169,a,a,68399,a,96864,a,a,a,a,a,a,a,a,a,a,:,a,a,a
Teachers,2023/2024,ISCED 1,Higher (if most common),After 10 years,a,a,a,a,a,a,a,a,a,a,a,a,21460,a,a,a,a,a,a,a,a,a,68399,a,96864,a,a,a,a,a,a,a,a,a,a,:,a,a,a
Teachers,2023/2024,ISCED 24,Higher (if most common),After 10 years,a,a,a,a,a,a,a,a,a,a,a,a,21460,a,a,a,a,a,6168800,a,a,a,68399,a,a,a,a,a,a,a,a,a,a,a,a,:,a,a,a
Teachers,2023/2024,ISCED 34,Higher (if most common),After 10 years,60794,a,63563,a,a,a,a,a,a,a,a,a,:,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,:,665000,a,a
Teachers,2023/2024,ISCED 02,Higher (if most common),After 15 years,a,a,a,a,a,a,a,a,a,a,a,a,:,a,a,a,a,a,a,29169,a,a,83102,a,100536,a,a,a,a,a,a,a,a,a,a,:,a,a,a
Teachers,2023/2024,ISCED 1,Higher (if most common),After 15 years,a,a,a,a,a,a,a,a,a,a,a,a,21971,a,a,a,a,a,a,a,a,a,83102,a,100536,a,a,a,a,a,a,a,a,a,a,:,a,a,a
Teachers,2023/2024,ISCED 24,Higher (if most common),After 15 years,a,a,a,a,a,a,a,a,a,a,a,a,21971,a,a,a,a,a,6780800,a,a,a,83102,a,a,a,a,a,a,a,a,a,a,a,a,:,a,a,a
Teachers,2023/2024,ISCED 34,Higher (if most common),After 15 years,69306,a,72452,a,a,a,a,a,a,a,a,a,:,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,:,665000,a,a
Teachers,2023/2024,ISCED 02,Higher (if most common),At the top of the range,a,a,a,a,a,a,a,a,a,a,a,a,:,a,a,a,a,a,a,29169,a,a,86610,a,110170,a,a,a,a,a,a,a,a,a,a,:,a,a,a
Teachers,2023/2024,ISCED 1,Higher (if most common),At the top of the range,a,a,a,a,a,a,a,a,a,a,a,a,24526,a,a,a,a,a,a,a,a,a,86610,a,110170,a,a,a,a,a,a,a,a,a,a,:,a,a,a
Teachers,2023/2024,ISCED 24,Higher (if most common),At the top of the range,a,a,a,a,a,a,a,a,a,a,a,a,24526,a,a,a,a,a,8156496,a,a,a,86610,a,a,a,a,a,a,a,a,a,a,a,a,:,a,a,a
