codice_ente,anno,importo_euro,codice_regione,codice_provincia,codice_comune,denominazione,mese
12520070,2024,398886.57,11.0,37.0,N.A.,LICEO LEONARDO DA VINCI,12
12520070,2025,871775.56,11.0,37.0,N.A.,LICEO LEONARDO DA VINCI,12
12520781,2024,159004.35,130.0,15.0,N.A.,LICEO STATALE SALVATORE QUASIMODO,12
12520781,2025,569312.1,130.0,15.0,N.A.,LICEO STATALE SALVATORE QUASIMODO,12
12521493,2024,280281.31,10.0,72.0,N.A.,LICEO E. AMALDI,11
12521493,2025,463764.82,10.0,72.0,N.A.,LICEO E. AMALDI,12
12522422,2025,215860.65,34.0,63.0,N.A.,DIREZIONE DIDATTICA IV CIRCOLO DON GIUSEPPE DIANA,11
12522919,2024,585879.13,24.0,16.0,N.A.,LICEO SCIENTIFICO STATALE LORENZO MASCHERONI,12
12522919,2025,665738.22,24.0,16.0,N.A.,LICEO SCIENTIFICO STATALE LORENZO MASCHERONI,12
12526895,2025,315380.15,91.0,58.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE LUCIO ANNEO SENECA,7
12527031,2025,188194.75,91.0,58.0,N.A.,ISTITUTO ISTRUZIONE SUPERIORE E. AMALDI,2
12529988,2024,135003.87,39.0,54.0,N.A.,DIREZIONE DIDATTICA COMPAROZZI 2 CIRCOLO,11
12529988,2025,231621.14,39.0,54.0,N.A.,DIREZIONE DIDATTICA COMPAROZZI 2 CIRCOLO,12
12530005,2024,101080.14,36.0,19.0,N.A.,LICEO SCIENTIFICO GASPARE ASELLI,5
12530005,2025,422262.06,36.0,19.0,N.A.,LICEO SCIENTIFICO GASPARE ASELLI,12
12530042,2025,98368.53,119.0,78.0,N.A.,ISTITUTO COMPRENSIVO ALIGHIERI - BANDIERA,7
12530064,2024,29181.98,36.0,19.0,N.A.,ISTITUTO COMPRENSIVO CREMONA QUATTRO,2
12530064,2025,320898.09,36.0,19.0,N.A.,ISTITUTO COMPRENSIVO CREMONA QUATTRO,11
12530090,2025,3926.24,63.0,76.0,N.A.,ISTITUTO COMPRENSIVO STATALE DON MILANI - LEOPARDI,1
12530123,2024,22322.55,32.0,33.0,N.A.,DIREZIONE DIDATTICA SETTIMO CIRCOLO,7
12530123,2025,144090.84,32.0,33.0,N.A.,DIREZIONE DIDATTICA SETTIMO CIRCOLO,11
12530137,2024,110413.65,32.0,33.0,N.A.,DIREZIONE DIDATTICA 3 CIRCOLO DI PIACENZA,12
12530137,2025,205776.16,32.0,33.0,N.A.,DIREZIONE DIDATTICA 3 CIRCOLO DI PIACENZA,12
12530146,2024,139395.59999999998,32.0,33.0,N.A.,DIREZIONE DIDATTICA SECONDO CIRCOLO DI PIACENZA,12
12530146,2025,205566.88999999998,32.0,33.0,N.A.,DIREZIONE DIDATTICA SECONDO CIRCOLO DI PIACENZA,12
12530168,2024,74061.19,29.0,75.0,N.A.,ISTITUTO COMPRENSIVO STATALE GALATINA POLO 1,5
12530168,2025,196729.91999999998,29.0,75.0,N.A.,ISTITUTO COMPRENSIVO STATALE GALATINA POLO 1,12
12530195,2024,97174.9,53.0,82.0,N.A.,LICEO SCIENTIFICO STATALE ALBERT EINSTEIN,3
12530195,2025,237262.30000000002,53.0,82.0,N.A.,LICEO SCIENTIFICO STATALE ALBERT EINSTEIN,12
12530261,2024,13297.75,49.0,63.0,N.A.,21 CIRCOLO DIDATTICO STATALE MAMELI ZUPPETTA,4
12530261,2025,89720.33,49.0,63.0,N.A.,21 CIRCOLO DIDATTICO STATALE MAMELI ZUPPETTA,12
12530336,2024,21976.38,29.0,17.0,N.A.,ISTITUTO COMPRENSIVO CENTRO 3 BRESCIA,2
12530336,2025,267748.87,29.0,17.0,N.A.,ISTITUTO COMPRENSIVO CENTRO 3 BRESCIA,12
12530585,2025,70713.19,7.0,40.0,N.A.,CIRCOLO DIDATTICO CESENA 2,3
12530609,2024,107306.5,27.0,82.0,N.A.,ISTITUTO COMPRENSIVO NICOLA BOTTA,4
12530609,2025,197679.31,27.0,82.0,N.A.,ISTITUTO COMPRENSIVO NICOLA BOTTA,12
12530754,2024,349733.34,153.0,22.0,N.A.,LICEO ANDREA MAFFEI,12
12530754,2025,749591.6900000001,153.0,22.0,N.A.,LICEO ANDREA MAFFEI,12
12530788,2024,671215.47,161.0,22.0,N.A.,"LICEO """"ANTONIO ROSMINI"""" - ROVERETO",12
12530788,2025,954660.33,161.0,22.0,N.A.,"LICEO """"ANTONIO ROSMINI"""" - ROVERETO",12
12530792,2024,31962.44,177.0,18.0,N.A.,LICEO CLASSICO BENEDETTO CAIROLI - VIGEVANO,5
12530792,2025,535507.64,177.0,18.0,N.A.,LICEO CLASSICO BENEDETTO CAIROLI - VIGEVANO,12
12530851,2025,275619.23,50.0,56.0,N.A.,ISTITUTO D'ISTRUZIONE SUPERIORE VINCENZO CARDARELLI,10
12531145,2024,2676.52,17.0,87.0,N.A.,ISTITUTO COMPRENSIVO SAN GIOVANNI BOSCO,1
12531145,2025,180537.98,17.0,87.0,N.A.,ISTITUTO COMPRENSIVO SAN GIOVANNI BOSCO,12
12531347,2024,11726.14,6.0,72.0,N.A.,27 CIRCOLO DIDATTICO BARI - PALESE,2
12531347,2025,92152.9,6.0,72.0,N.A.,27 CIRCOLO DIDATTICO BARI - PALESE,12
12531402,2025,126344.64,44.0,87.0,N.A.,ISTITUTO COMPRENSIVO STATALE ELIO VITTORINI,9
12537807,2024,83402.15000000001,128.0,16.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE DECIO CELERI,2
12537807,2025,466405.83,128.0,16.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE DECIO CELERI,12
12538449,2025,511376.19,5.0,100.0,N.A.,LICEO SCIENTIFICO STATALE NICCOLO' COPERNICO,9
12538679,2024,49231.81,23.0,31.0,N.A.,ISTITUTO COMPRENSIVO DANTE ALIGHIERI,8
12538679,2025,112543.94,23.0,31.0,N.A.,ISTITUTO COMPRENSIVO DANTE ALIGHIERI,12
12538680,2025,82735.68,16.0,31.0,N.A.,ISTITUTO COMPRENSIVO LEONARDO DA VINCI,6
12538713,2025,481432.42,59.0,8.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE E. RUFFINI - D. AICARDI,8
12538844,2025,404204.08,32.0,59.0,N.A.,ISTITUTO COMPRENSIVO MARIA MONTESSORI,10
12538848,2024,94567.10999999999,11.0,59.0,N.A.,LICEO STATALE ALESSANDRO MANZONI,6
12538848,2025,352584.09,11.0,59.0,N.A.,LICEO STATALE ALESSANDRO MANZONI,12
12538941,2024,126029.59,17.0,20.0,N.A.,ISTITUTO COMPRENSIVO 2 DI CASTIGLIONE STIVIERE,10
12538941,2025,121768.34999999999,17.0,20.0,N.A.,ISTITUTO COMPRENSIVO 2 DI CASTIGLIONE STIVIERE,12
12539058,2024,188423.44,146.0,15.0,N.A.,ISTITUTO TECNICO PER LE ATTIVITA' SOCIALI GIULIO NATTA,4
12539058,2025,453829.5,146.0,15.0,N.A.,ISTITUTO TECNICO PER LE ATTIVITA' SOCIALI GIULIO NATTA,12
12539220,2025,391602.58999999997,146.0,15.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE G. GIORGI,9
12539273,2024,88918.34,168.0,15.0,N.A.,ISTITUTO TECNICO ECONOMICO E TECNOLOGICO STATALE G. MAGGIOLINI,11
12539273,2025,329682.11,168.0,15.0,N.A.,ISTITUTO TECNICO ECONOMICO E TECNOLOGICO STATALE G. MAGGIOLINI,12
12539297,2025,46050.07,192.0,15.0,N.A.,ISTITUTO SUPERIORE STATALE PIERO DELLA FRANCESCA,2
12539339,2024,48922.3,93.0,15.0,N.A.,ISTITUTO COMPRENSIVO STATALE COPERNICO,12
12539339,2025,173925.95,93.0,15.0,N.A.,ISTITUTO COMPRENSIVO STATALE COPERNICO,12
12539341,2025,226150.0,146.0,15.0,N.A.,ISTITUTO COMPRENSIVO FRANCESCHI,9
12539349,2024,44285.68,220.0,15.0,N.A.,ISTITUTO COMPRENSIVO R. FRANCESCHI,5
12539349,2025,243388.24,220.0,15.0,N.A.,ISTITUTO COMPRENSIVO R. FRANCESCHI,12
12539363,2024,85023.4,76.0,15.0,N.A.,ISTITUTO COMPRENSIVO GIOVANNI XXIII,10
12539363,2025,176266.23,76.0,15.0,N.A.,ISTITUTO COMPRENSIVO GIOVANNI XXIII,12
12539368,2024,48331.659999999996,93.0,15.0,N.A.,ISTITUTO COMPRENSIVO GALILEO GALILEI - CORSICO,6
12539368,2025,161346.72999999998,93.0,15.0,N.A.,ISTITUTO COMPRENSIVO GALILEO GALILEI - CORSICO,12
12539391,2024,200407.63999999998,146.0,15.0,N.A.,ISTITUTO COMPRENSIVO ITALO CALVINO,12
12539391,2025,354350.52,146.0,15.0,N.A.,ISTITUTO COMPRENSIVO ITALO CALVINO,12
12539395,2024,155793.04,146.0,15.0,N.A.,SCUOLA MEDIA STATALE PER CIECHI,12
12539395,2025,213117.93,146.0,15.0,N.A.,SCUOLA MEDIA STATALE PER CIECHI,12
12539398,2024,143824.49,146.0,15.0,N.A.,ISTITUTO COMPRENSIVO FRANCESCO CAPPELLI,10
12539398,2025,596866.26,146.0,15.0,N.A.,ISTITUTO COMPRENSIVO FRANCESCO CAPPELLI,12
12539469,2024,98416.12,201.0,15.0,N.A.,ISTITUTO COMPRENSIVO STATALE G. CARDUCCI,12
12539469,2025,96696.39,201.0,15.0,N.A.,ISTITUTO COMPRENSIVO STATALE G. CARDUCCI,12
12539472,2024,100025.32,146.0,15.0,N.A.,ISTITUTO COMPRENSIVO VIA GATTAMELATA 35,9
12539472,2025,335345.85000000003,146.0,15.0,N.A.,ISTITUTO COMPRENSIVO VIA GATTAMELATA 35,12
12539473,2024,26.4,25.0,108.0,N.A.,ISTITUTO COMPRENSIVO A. VOLTA,1
12539473,2025,272144.08,25.0,108.0,N.A.,ISTITUTO COMPRENSIVO A. VOLTA,12
12539557,2025,434221.27,146.0,15.0,N.A.,ISTITUTO COMPRENSIVO P.THOUAR E L.GONZAGA,11
12539711,2025,130361.9,146.0,15.0,N.A.,ISTITUTO COMPRENSIVO STATALE E. MOROSINI E B. SAVOIA,3
12539724,2024,90635.18000000001,173.0,15.0,N.A.,ISTITUTO COMPRENSIVO STATALE DI VIA DELLE BETULLE,12
12539763,2025,17923.01,206.0,15.0,N.A.,ISTITUTO COMPRENSIVO MARCO POLO,1
12539920,2024,55322.840000000004,82.0,63.0,N.A.,ISTITUTO COMPRENSIVO TERZIGNO GIUSTI,9
12539920,2025,139969.31,82.0,63.0,N.A.,ISTITUTO COMPRENSIVO TERZIGNO GIUSTI,12
12540193,2024,107906.25,8.0,63.0,N.A.,ISTITUTO COMPRENSIVO 1 CANGEMI BOSCOREALE,11
12540193,2025,141293.57,8.0,63.0,N.A.,ISTITUTO COMPRENSIVO 1 CANGEMI BOSCOREALE,12
12540201,2025,171000.86,48.0,63.0,N.A.,1 CIRCOLO DIDATTICO G. SEQUINO,10
12540502,2024,44307.36,43.0,68.0,N.A.,ISTITUTO COMPRENSIVO ALBERTO MANZI,7
12540502,2025,205846.99,43.0,68.0,N.A.,ISTITUTO COMPRENSIVO ALBERTO MANZI,12
12540636,2025,112089.85,12.0,39.0,N.A.,ISTITUTO COMPRENSIVO LUGO 1 F. BARACCA,7
12541490,2024,514637.19,117.0,22.0,N.A.,"ISTITUTO DI ISTRUZIONE """"MARTINO MARTINI",12
12541490,2025,1069041.34,117.0,22.0,N.A.,"ISTITUTO DI ISTRUZIONE """"MARTINO MARTINI",12
12541491,2024,84582.19,229.0,22.0,N.A.,ISTITUTO COMPRENSIVO VALLE DI LEDRO,12
12541491,2025,225041.99,229.0,22.0,N.A.,ISTITUTO COMPRENSIVO VALLE DI LEDRO,12
12541505,2024,346204.41,21.0,26.0,N.A.,"ISTITUTO DI ISTRUZIONE SECONDARIA SUPERIORE """"MARCO FANNO",12
12541505,2025,306655.89,21.0,26.0,N.A.,"ISTITUTO DI ISTRUZIONE SECONDARIA SUPERIORE """"MARCO FANNO",12
12541629,2024,15715.76,14.0,24.0,N.A.,ISTITUTO COMPRENSIVO LAVERDA - DON MILANI,5
12541629,2025,114403.41,14.0,24.0,N.A.,ISTITUTO COMPRENSIVO LAVERDA - DON MILANI,12
12541631,2024,52358.54,84.0,24.0,N.A.,"ISTITUTO COMPRENSIVO RECOARO TERME """"FLORIANI",7
12542835,2024,48464.15,179.0,6.0,N.A.,ISTITUTO COMPRENSIVO OZZANO - VIGNALE MONFERRATO,11
12542835,2025,246486.44,179.0,6.0,N.A.,ISTITUTO COMPRENSIVO OZZANO - VIGNALE MONFERRATO,12
12543139,2024,5436.43,2.0,109.0,N.A.,ISTITUTO OMNICOMPRENSIVO TEC.COMM. AMANDOLA,2
12543139,2025,258826.92,2.0,109.0,N.A.,ISTITUTO OMNICOMPRENSIVO TEC.COMM. AMANDOLA,12
12547092,2024,34559.09,4.0,87.0,N.A.,ISTITUTO ISTRUZIONE SUPERIORE STATALE GALILEO FERRARIS,3
12547092,2025,557500.33,4.0,87.0,N.A.,ISTITUTO ISTRUZIONE SUPERIORE STATALE GALILEO FERRARIS,12
12547556,2024,134000.31,69.0,79.0,N.A.,ISTITUTO COMPRENSIVO STATALE MAIDA,11
12547556,2025,153251.45,69.0,79.0,N.A.,ISTITUTO COMPRENSIVO STATALE MAIDA,11
12547851,2024,20910.8,42.0,97.0,N.A.,ISTITUTO SUPERIORE P. A. FIOCCHI,5
12547851,2025,258676.39,42.0,97.0,N.A.,ISTITUTO SUPERIORE P. A. FIOCCHI,12
12548000,2025,208374.97,95.0,13.0,N.A.,ISTITUTO STATALE DI ISTRUZIONE SUPERIORE G. D. ROMAGNOSI,8
12548389,2025,56588.5,35.0,19.0,N.A.,ISTITUTO COMPRENSIVO CREMA TRE - NELSON MANDELA,3
12548446,2024,324303.24,3.0,4.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE G. GOVONE,11
12548446,2025,443287.07,3.0,4.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE G. GOVONE,12
12548490,2025,166554.74,3.0,4.0,N.A.,ISTITUTO DI ISTRUZIONE SECONDARIA SUPERIORE PIERA CILLARIO FERRERO,3
12553324,2024,206465.28,146.0,15.0,N.A.,ISTITUTO STATALE DI ISTRUZIONE SECONDARIA PAOLO FRISI,10
12553324,2025,532117.92,146.0,15.0,N.A.,ISTITUTO STATALE DI ISTRUZIONE SECONDARIA PAOLO FRISI,12
12555541,2024,44897.47,31.0,98.0,N.A.,ISTITUTO PROFESSIONALE PER I SERVIZI COMERCIALI E TURISTICI - IPSCT LUIGI EINAUDI,12
12555541,2025,299459.03,31.0,98.0,N.A.,ISTITUTO PROFESSIONALE PER I SERVIZI COMERCIALI E TURISTICI - IPSCT LUIGI EINAUDI,12
12556764,2024,70146.65,15.0,36.0,N.A.,SCUOLA SECONDARIA DI I GRADO AMEDEO FIORI,7
12556764,2025,186970.3,15.0,36.0,N.A.,SCUOLA SECONDARIA DI I GRADO AMEDEO FIORI,12
12558894,2024,60554.9,76.0,28.0,N.A.,ISTITUTO COMPRENSIVO DI SAN GIORGIO IN BOSCO,10
12558894,2025,94358.19,76.0,28.0,N.A.,ISTITUTO COMPRENSIVO DI SAN GIORGIO IN BOSCO,11
12565981,2024,275875.67,18.0,14.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE LEONARDO DA VINCI,10
12565981,2025,319734.93,18.0,14.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE LEONARDO DA VINCI,12
12565991,2024,24681.31,7.0,14.0,N.A.,ISTITUTO COMPRENSIVO G. FUMASONI,12
12565991,2025,84782.36,7.0,14.0,N.A.,ISTITUTO COMPRENSIVO G. FUMASONI,12
12569231,2024,4473.110000000001,42.0,27.0,N.A.,ISTITUTO COMPRENSIVO UGO FOSCOLO DI MURANO - BURANO - VENEZIA,3
12569231,2025,55032.53,42.0,27.0,N.A.,ISTITUTO COMPRENSIVO UGO FOSCOLO DI MURANO - BURANO - VENEZIA,12
12572010,2025,171031.91999999998,17.0,42.0,N.A.,ISTITUTO COMPRENSIVO IMONDI ROMAGNOLI,9
12574453,2024,85041.6,243.0,16.0,N.A.,ISTITUTO COMPRENSIVO DI VILMINORE DI SCALVE,12
12574453,2025,68670.2,243.0,16.0,N.A.,ISTITUTO COMPRENSIVO DI VILMINORE DI SCALVE,12
12574863,2024,41300.67,1.0,37.0,N.A.,ISTITUTO COMPRENSIVO E. DE AMICIS,9
12574863,2025,142549.04,1.0,37.0,N.A.,ISTITUTO COMPRENSIVO E. DE AMICIS,12
12590752,2025,16328.32,49.0,63.0,N.A.,SCUOLA MEDIA STATALE VIALE DELLE ACACIE,3
12594724,2025,115022.67,12.0,33.0,N.A.,ISTITUTO COMPRENSIVO CASTELL'ARQUATO,10
12594739,2024,125163.11,11.0,33.0,N.A.,ISTITUTO COMPRENSIVO DI CARPANETO PIACENTINO,12
12594739,2025,166646.56,11.0,33.0,N.A.,ISTITUTO COMPRENSIVO DI CARPANETO PIACENTINO,12
12748747,2024,162743.15,81.0,17.0,N.A.,ISTITUTO COMPRENSIVO DI GUSSAGO,12
12748747,2025,139078.87,81.0,17.0,N.A.,ISTITUTO COMPRENSIVO DI GUSSAGO,10
12970374,2025,121510.70000000001,15.0,61.0,N.A.,ISTITUTO MAGISTRALE SALVATORE PIZZI,7
15314507,2025,27132.05,50.0,96.0,N.A.,ISTITUTO COMPRENSIVO DI PRAY,9
15316542,2024,107863.43,89.0,4.0,N.A.,ISTRUZIONE SECONDARIA SUPERIORE FOSSANO - G. VALLAURI,6
15316542,2025,805215.3,89.0,4.0,N.A.,ISTRUZIONE SECONDARIA SUPERIORE FOSSANO - G. VALLAURI,12
15459845,2024,149526.85,108.0,12.0,N.A.,ISTITUTO COMPRENSIVO BEATO CONTARDO FERRINI - OLGIATE,12
15459845,2025,138788.68,108.0,12.0,N.A.,ISTITUTO COMPRENSIVO BEATO CONTARDO FERRINI - OLGIATE,12
15735784,2024,415448.41,205.0,22.0,N.A.,ISTITUTO COMPRENSIVO TRENTO 5,12
15735784,2025,876203.87,205.0,22.0,N.A.,ISTITUTO COMPRENSIVO TRENTO 5,12
15736032,2024,290290.7,205.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO TRENTO 4,12
15736032,2025,492870.67,205.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO TRENTO 4,12
15736221,2024,459566.41000000003,205.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO TRENTO 7,12
15736221,2025,634286.09,205.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO TRENTO 7,12
15736489,2024,91849.06,236.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO - VIGOLO VATTARO,12
15736489,2025,215880.51,236.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO - VIGOLO VATTARO,12
15742702,2024,25967.61,148.0,17.0,N.A.,ISTITUTO COMPRENSIVO DON GIOVANNI ANTONIOLI,6
15742702,2025,112977.62,148.0,17.0,N.A.,ISTITUTO COMPRENSIVO DON GIOVANNI ANTONIOLI,12
15744384,2025,174111.16,59.0,17.0,N.A.,ISTITUTO COMPRENSIVO MONTE ORFANO,11
15744643,2024,80314.02,52.0,17.0,N.A.,ISTITUTO COMPRENSIVO CITTA' DI CHIARI,8
15744643,2025,267705.5,52.0,17.0,N.A.,ISTITUTO COMPRENSIVO CITTA' DI CHIARI,12
15749590,2024,200185.47,161.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO ROVERETO - SUD,12
15749590,2025,592373.71,161.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO ROVERETO - SUD,12
15751011,2024,212074.35,170.0,17.0,N.A.,LICEO SCIENTIFICO ENRICO FERMI DI SALO',12
15751011,2025,472180.4,170.0,17.0,N.A.,LICEO SCIENTIFICO ENRICO FERMI DI SALO',12
15751024,2025,27700.0,10.0,17.0,N.A.,ISTITUTO COMPRENSIVO DI BAGOLINO,7
15751375,2024,21559.93,88.0,17.0,N.A.,ISTITUTO COMPRENSIVO DI LENO,2
15751375,2025,336249.75,88.0,17.0,N.A.,ISTITUTO COMPRENSIVO DI LENO,12
15897076,2024,17657.42,93.0,28.0,N.A.,"ISTITUTO COMPRENSIVO STATALE """" G. PONTI",5
15897076,2025,169608.13,93.0,28.0,N.A.,"ISTITUTO COMPRENSIVO STATALE """" G. PONTI",12
16049410,2025,22407.039999999997,56.0,37.0,N.A.,ISTITUTO COMPRENSIVO DI SANT'AGATA BOLOGNESE,2
16368748,2024,49019.16,91.0,58.0,N.A.,ISTITUTO COMPRENSIVO VILLAGGIO PRENESTINO,6
16368748,2025,228917.48,91.0,58.0,N.A.,ISTITUTO COMPRENSIVO VILLAGGIO PRENESTINO,12
16368801,2024,14581.529999999999,79.0,58.0,N.A.,ISTITUTO COMPRENSIVO ORAZIO,4
16368801,2025,299823.32,79.0,58.0,N.A.,ISTITUTO COMPRENSIVO ORAZIO,12
16553117,2025,68809.82,49.0,63.0,N.A.,LICEO SCIENTIFICO GIUSEPPE MERCALLI,3
16553560,2025,310189.77,116.0,65.0,N.A.,LICEO CLASSICO E SCIENTIFICO STATALE FRANCESCO DE SANCTIS,9
16554175,2025,152810.33,116.0,65.0,N.A.,LICEO SCIENTIFICO FRANCESCO SEVERI,3
16554276,2025,331379.42,99.0,65.0,N.A.,ISTITUTO COMPRENSIVO AMEDEO MOSCATI,7
16554655,2025,397516.73,32.0,63.0,N.A.,LICEO CLASSICO E DELLE SCIENZE UMANE FRANCESCO DURANTE,10
16564192,2025,130322.4,134.0,65.0,N.A.,ISTITUTO COMPRENSIVO SANTA CROCE,7
16567761,2024,151633.62,5.0,61.0,N.A.,ISTITUTO PROFESSIONALE PER I SERVIZI PER L'ENOGASTRONOMIA E L'OSITALITA' RAINULFO DRENGOT,8
16567761,2025,420232.89,5.0,61.0,N.A.,ISTITUTO PROFESSIONALE PER I SERVIZI PER L'ENOGASTRONOMIA E L'OSITALITA' RAINULFO DRENGOT,12
16756170,2025,229820.19,57.0,70.0,N.A.,ISTITUTO OMNICOMPRENSIVO DEL FORTORE RICCIA - S. ELIA,9
16762848,2025,204929.14,7.0,71.0,N.A.,ISTITUTO OMNICOMPRENSIVO DEI MONTI DAUNI - BOVINO,11
17025362,2025,193618.47,53.0,82.0,N.A.,ISTITUTO COMPRENSIVO STATALE RITA LEVI MONTALCINI,8
17026281,2024,20670.989999999998,53.0,82.0,N.A.,ISTITUTO COMPRENSIVO STATALE GIUSEPPE SCELSA,4
17026281,2025,250006.5,53.0,82.0,N.A.,ISTITUTO COMPRENSIVO STATALE GIUSEPPE SCELSA,12
17029245,2025,21314.89,103.0,78.0,N.A.,ISTITUTO COMPRENSIVO FEDERICO II,1
17030065,2025,87063.36,17.0,82.0,N.A.,ISTITUTO COMPRENSIVO CAMPOFELICE DI ROCCELLA,8
17040610,2025,100839.12,22.0,82.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE LUIGI FAILLA TEDALDI,9
17089155,2024,9506.75,138.0,79.0,N.A.,ISTITUTO COMPRENSIVO G. RODARI DI SOVERIA MANNELLI,3
17089155,2025,156946.49,138.0,79.0,N.A.,ISTITUTO COMPRENSIVO G. RODARI DI SOVERIA MANNELLI,12
17175666,2025,2878.4100000000003,18.0,119.0,N.A.,ISTITUTO COMPRENSIVO SANTADI NARCAO,2
17357290,2024,47120.49,146.0,15.0,N.A.,ISTITUTO COMPRENSIVO CAVALIERI,7
17357290,2025,383847.83999999997,146.0,15.0,N.A.,ISTITUTO COMPRENSIVO CAVALIERI,12
17384804,2024,114997.14,87.0,22.0,N.A.,ISTITUTO COMPRENSIVO FOLGARIA LAVARONE LUSERNA,12
17384804,2025,147870.74,87.0,22.0,N.A.,ISTITUTO COMPRENSIVO FOLGARIA LAVARONE LUSERNA,12
17428477,2024,200893.01,32.0,33.0,N.A.,SCUOLA SECONDARIA DI PRIMO GRADO ITALO CALVINO,12
17428477,2025,421778.6,32.0,33.0,N.A.,SCUOLA SECONDARIA DI PRIMO GRADO ITALO CALVINO,12
17444782,2025,360841.28,6.0,37.0,N.A.,IPSAS ALDROVANDI - RUBBIANI,12
17460003,2024,58533.83,19.0,41.0,N.A.,"ISTITUTO COMPRENSIVO """"G. LANFRANCO",10
17460003,2025,257941.19,19.0,41.0,N.A.,"ISTITUTO COMPRENSIVO """"G. LANFRANCO",12
17807119,2024,38673.58,30.0,12.0,N.A.,ISTITUTO COMPRENSIVO CANTELLO GIOVANNI XXIII,9
17807119,2025,108655.4,30.0,12.0,N.A.,ISTITUTO COMPRENSIVO CANTELLO GIOVANNI XXIII,12
17913601,2025,139952.37,57.0,56.0,N.A.,ISTITUTO COMPRENSIVO STATALE ANDREA SCRIATTOLI,7
17935805,2025,184191.56,24.0,63.0,N.A.,ISTITUTO PROFESSIONALE STATALE PER I SERVIZI ENOGASTRONOMICI E L'OSPITALITA' ALBERGHIERA RAFFAELE VIVIANI,9
18501988,2024,266733.08,29.0,17.0,N.A.,ITCS ABBA - BALLINI DI BRESCIA,12
18501988,2025,419143.24,29.0,17.0,N.A.,ITCS ABBA - BALLINI DI BRESCIA,12
18520029,2024,359785.83,50.0,22.0,N.A.,ISTITUTO DI ISTRUZIONE LA ROSA BIANCA WEISSE ROSE DI CAVALESE,12
18520029,2025,875524.98,50.0,22.0,N.A.,ISTITUTO DI ISTRUZIONE LA ROSA BIANCA WEISSE ROSE DI CAVALESE,12
18527530,2024,40606.69,45.0,23.0,N.A.,ISTITUTO COMPRENSIVO MALCESINE,3
18527530,2025,161553.63,45.0,23.0,N.A.,ISTITUTO COMPRENSIVO MALCESINE,12
18534901,2024,66858.27,95.0,24.0,N.A.,"ISTITUTO COMPRENSIVO SANTORSO """" G.B. CIPANI",8
18535337,2025,70328.51,128.0,24.0,N.A.,ISTITUTO COMPRENSIVO DI SOVIZZO,10
18544198,2025,17792.29,87.0,26.0,N.A.,ISTITUTO DI ISTRUZIONE SECONDARIA SUPERIORE VERDI,2
18544557,2025,337000.41,49.0,26.0,N.A.,ISTITUTO SUPERIORE ANTONIO SCARPA,7
18566891,2024,68384.27,69.0,30.0,N.A.,ISTITUTO COMPRENSIVO C. CAVOUR - PALAZZOLO,9
18567168,2024,6202.16,103.0,30.0,N.A.,ISTITUTO COMPRENSIVO DI SAN PIETRO AL NATISONE,12
18568555,2024,12049.14,2.0,31.0,N.A.,ISTITUTO COMPRENSIVO GIOVANNI PASCOLI,2
18568555,2025,175043.1,2.0,31.0,N.A.,ISTITUTO COMPRENSIVO GIOVANNI PASCOLI,12
18568567,2024,200980.59999999998,7.0,31.0,N.A.,ISTITUTO STATALE DI ISTRUZIONE SUPERIORE COSSAR - LEONARDO DA VINCI,11
18568567,2025,226282.15,7.0,31.0,N.A.,ISTITUTO STATALE DI ISTRUZIONE SUPERIORE COSSAR - LEONARDO DA VINCI,12
18568569,2024,51968.15,7.0,31.0,N.A.,ISTITUTO SUPERIORE STATALE SIMON GREGORCIC (L.SLOVENA),6
18568569,2025,148698.4,7.0,31.0,N.A.,ISTITUTO SUPERIORE STATALE SIMON GREGORCIC (L.SLOVENA),12
18572849,2024,142980.16,33.0,33.0,N.A.,ISTITUTO COMPRENSIVO E. CARELLA,12
