FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,AGE,Età,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,ITF4,Puglia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023,134.478,,
A,Annuale,ITF4,Puglia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024,130.316,,
A,Annuale,ITF4,Puglia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023,136.946,,
A,Annuale,ITF4,Puglia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024,131.192,,
A,Annuale,ITF4,Puglia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023,210.276,,
A,Annuale,ITF4,Puglia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024,214.207,,
A,Annuale,ITF5,Basilicata,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023,7.033,,
A,Annuale,ITF5,Basilicata,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024,7.131,,
A,Annuale,ITF5,Basilicata,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023,13.37,,
A,Annuale,ITF5,Basilicata,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024,13.408,,
A,Annuale,ITF5,Basilicata,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023,13.768,,
A,Annuale,ITF5,Basilicata,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024,13.822,,
A,Annuale,ITF5,Basilicata,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023,22.327,,
A,Annuale,ITF5,Basilicata,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024,22.525,,
A,Annuale,ITF6,Calabria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023,35.257,,
A,Annuale,ITF6,Calabria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024,36.261,,
A,Annuale,ITF6,Calabria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023,75.653,,
A,Annuale,ITF6,Calabria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024,73.296,,
A,Annuale,ITF6,Calabria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023,77.702,,
A,Annuale,ITF6,Calabria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024,74.717,,
A,Annuale,ITF6,Calabria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023,118.962,,
A,Annuale,ITF6,Calabria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024,117.694,,
A,Annuale,ITG1,Sicilia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023,111.745,,
A,Annuale,ITG1,Sicilia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024,98.664,,
A,Annuale,ITG1,Sicilia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023,209.172,,
A,Annuale,ITG1,Sicilia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024,192.763,,
A,Annuale,ITG1,Sicilia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023,212.985,,
A,Annuale,ITG1,Sicilia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024,196.347,,
A,Annuale,ITG1,Sicilia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023,335.413,,
A,Annuale,ITG1,Sicilia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024,312.877,,
A,Annuale,ITG2,Sardegna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023,23.627,,
A,Annuale,ITG2,Sardegna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024,16.455,,
A,Annuale,ITG2,Sardegna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023,39.63,,
A,Annuale,ITG2,Sardegna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024,35.738,,
A,Annuale,ITG2,Sardegna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023,40.648,,
A,Annuale,ITG2,Sardegna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024,36.95,,
A,Annuale,ITG2,Sardegna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023,65.766,,
A,Annuale,ITG2,Sardegna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024,58.036,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022-Q2,968.689,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022-Q3,809.454,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022-Q4,796.123,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023-Q1,743.892,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023-Q2,716.72,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023-Q3,748.353,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023-Q4,725.858,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024-Q1,685.761,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024-Q2,658.59,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024-Q3,763.35,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024-Q4,678.035,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2025-Q1,621.268,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2025-Q2,532.6,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2022-Q2,1545.485,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2022-Q3,1489.969,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2022-Q4,1485.844,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023-Q1,1401.709,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023-Q2,1336.223,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023-Q3,1405.577,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023-Q4,1317.52,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024-Q1,1298.026,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024-Q2,1235.221,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024-Q3,1364.769,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024-Q4,1311.822,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2025-Q1,1244.615,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2025-Q2,1070.708,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2022-Q2,1699.516,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2022-Q3,1547.687,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2022-Q4,1538.685,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023-Q1,1442.598,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023-Q2,1372.841,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023-Q3,1448.637,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023-Q4,1356.054,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024-Q1,1332.303,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024-Q2,1269.942,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024-Q3,1404.582,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024-Q4,1342.998,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2025-Q1,1271.391,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2025-Q2,1093.418,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022-Q2,2530.219,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022-Q3,2350.404,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022-Q4,2299.484,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023-Q1,2238.548,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023-Q2,2093.302,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023-Q3,2192.045,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023-Q4,2086.828,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024-Q1,2090.023,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024-Q2,1998.703,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024-Q3,2132.755,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024-Q4,2093.339,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2025-Q1,1989.159,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2025-Q2,1748.172,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022-Q2,337.22,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022-Q3,282.402,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022-Q4,229.713,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023-Q1,213.807,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023-Q2,236.075,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023-Q3,247.969,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023-Q4,224.281,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024-Q1,204.49,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024-Q2,218.521,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024-Q3,253.338,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024-Q4,204.115,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2025-Q1,185.559,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2025-Q2,172.818,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2022-Q2,489.946,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2022-Q3,469.719,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2022-Q4,435.945,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023-Q1,406.191,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023-Q2,414.004,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023-Q3,444.391,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023-Q4,384.934,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024-Q1,382.403,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024-Q2,359.668,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024-Q3,403.198,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024-Q4,367.047,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2025-Q1,354.159,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2025-Q2,329.323,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2022-Q2,550.398,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2022-Q3,497.014,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2022-Q4,449.825,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023-Q1,421.352,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023-Q2,430.733,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023-Q3,463.244,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023-Q4,398.28,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024-Q1,393.47,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024-Q2,376.384,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024-Q3,419.763,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024-Q4,379.952,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2025-Q1,364.351,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2025-Q2,335.742,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022-Q2,792.305,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022-Q3,731.561,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022-Q4,647.989,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023-Q1,635.954,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023-Q2,622.392,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023-Q3,676.372,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023-Q4,604.92,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024-Q1,607.934,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024-Q2,562.735,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024-Q3,618.696,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024-Q4,608.139,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2025-Q1,569.52,,
Q,Trimestrale,ITCD,Nord,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2025-Q2,511.353,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022-Q2,198.935,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022-Q3,176.445,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022-Q4,137.484,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023-Q1,122.324,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023-Q2,134.944,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023-Q3,151.316,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023-Q4,132.189,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024-Q1,115.988,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024-Q2,136.283,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024-Q3,170.61,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024-Q4,130.708,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2025-Q1,117.431,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2025-Q2,102.136,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2022-Q2,293.594,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2022-Q3,290.768,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2022-Q4,268.16,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023-Q1,229.975,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023-Q2,235.206,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023-Q3,268.659,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023-Q4,219.844,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024-Q1,214.281,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024-Q2,211.092,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024-Q3,253.358,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024-Q4,224.244,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2025-Q1,228.578,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2025-Q2,204.037,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2022-Q2,331.377,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2022-Q3,304.311,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2022-Q4,278.862,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023-Q1,239.513,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023-Q2,247.785,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023-Q3,285.271,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023-Q4,230.152,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024-Q1,223.517,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024-Q2,220.731,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024-Q3,266.571,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024-Q4,232.494,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2025-Q1,235.614,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2025-Q2,208.587,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022-Q2,472.132,,
