FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,SEX,Sesso,AGE,Età,EURO_LABOUR_STATUS,Condizione lavorativa europea,CITIZENSHIP,Cittadinanza,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione',NOTE_REF_AREA,Territorio (NOTE_REF_AREA),NOTE_DATA_TYPE,Indicatore (NOTE_DATA_TYPE),NOTE_SEX,Sesso (NOTE_SEX),NOTE_AGE,Età (NOTE_AGE),NOTE_EURO_LABOUR_STATUS,Condizione lavorativa europea (NOTE_EURO_LABOUR_STATUS),NOTE_CITIZENSHIP,Cittadinanza (NOTE_CITIZENSHIP),NOTE_TIME_PERIOD,Tempo (NOTE_TIME_PERIOD),BASE_PER,Anno base,UNIT_MEAS,Unità di misura,UNIT_MULT,Unità di moltiplicazione
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-29,15-29 anni,UNEM,Disoccupati,TOTAL,Totale,2023,67.245,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-29,15-29 anni,UNEM,Disoccupati,TOTAL,Totale,2024,48.333,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-29,15-29 anni,TOTIN,Totale inattivi,TOTAL,Totale,2023,110.477,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-29,15-29 anni,TOTIN,Totale inattivi,TOTAL,Totale,2024,108.232,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-29,15-29 anni,TOT,Totale,ITL,Italiano-a,2023,125.672,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-29,15-29 anni,TOT,Totale,ITL,Italiano-a,2024,108.366,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-29,15-29 anni,TOT,Totale,FRG,Straniero-a,2023,52.05,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-29,15-29 anni,TOT,Totale,FRG,Straniero-a,2024,48.199,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-29,15-29 anni,TOT,Totale,TOTAL,Totale,2023,177.722,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-29,15-29 anni,TOT,Totale,TOTAL,Totale,2024,156.564,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-34,15-34 anni,UNEM,Disoccupati,TOTAL,Totale,2023,88.22,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-34,15-34 anni,UNEM,Disoccupati,TOTAL,Totale,2024,67.321,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-34,15-34 anni,TOTIN,Totale inattivi,TOTAL,Totale,2023,172.942,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-34,15-34 anni,TOTIN,Totale inattivi,TOTAL,Totale,2024,172.342,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-34,15-34 anni,TOT,Totale,ITL,Italiano-a,2023,174.647,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-34,15-34 anni,TOT,Totale,ITL,Italiano-a,2024,154.812,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-34,15-34 anni,TOT,Totale,FRG,Straniero-a,2023,86.515,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-34,15-34 anni,TOT,Totale,FRG,Straniero-a,2024,84.851,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-34,15-34 anni,TOT,Totale,TOTAL,Totale,2023,261.162,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-34,15-34 anni,TOT,Totale,TOTAL,Totale,2024,239.663,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,UNEM,Disoccupati,TOTAL,Totale,2023,26.007,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,UNEM,Disoccupati,TOTAL,Totale,2024,23.495,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,TOTIN,Totale inattivi,TOTAL,Totale,2023,29.241,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,TOTIN,Totale inattivi,TOTAL,Totale,2024,35.511,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,TOT,Totale,ITL,Italiano-a,2023,47.031,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,TOT,Totale,ITL,Italiano-a,2024,51.97,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,TOT,Totale,FRG,Straniero-a,2023,8.217,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,TOT,Totale,FRG,Straniero-a,2024,7.036,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,TOT,Totale,TOTAL,Totale,2023,55.248,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,TOT,Totale,TOTAL,Totale,2024,59.006,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,UNEM,Disoccupati,TOTAL,Totale,2023,46.946,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,UNEM,Disoccupati,TOTAL,Totale,2024,38.25,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,TOTIN,Totale inattivi,TOTAL,Totale,2023,46.228,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,TOTIN,Totale inattivi,TOTAL,Totale,2024,59.892,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,TOT,Totale,ITL,Italiano-a,2023,78.481,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,TOT,Totale,ITL,Italiano-a,2024,84.491,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,TOT,Totale,FRG,Straniero-a,2023,14.693,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,TOT,Totale,FRG,Straniero-a,2024,13.651,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,TOT,Totale,TOTAL,Totale,2023,93.174,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,TOT,Totale,TOTAL,Totale,2024,98.142,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-29,15-29 anni,UNEM,Disoccupati,TOTAL,Totale,2023,47.885,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-29,15-29 anni,UNEM,Disoccupati,TOTAL,Totale,2024,39.155,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-29,15-29 anni,TOTIN,Totale inattivi,TOTAL,Totale,2023,48.782,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-29,15-29 anni,TOTIN,Totale inattivi,TOTAL,Totale,2024,62.931,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-29,15-29 anni,TOT,Totale,ITL,Italiano-a,2023,81.554,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-29,15-29 anni,TOT,Totale,ITL,Italiano-a,2024,87.49,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-29,15-29 anni,TOT,Totale,FRG,Straniero-a,2023,15.112,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-29,15-29 anni,TOT,Totale,FRG,Straniero-a,2024,14.596,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-29,15-29 anni,TOT,Totale,TOTAL,Totale,2023,96.666,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-29,15-29 anni,TOT,Totale,TOTAL,Totale,2024,102.086,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,UNEM,Disoccupati,TOTAL,Totale,2023,62.51,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,UNEM,Disoccupati,TOTAL,Totale,2024,51.819,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOTIN,Totale inattivi,TOTAL,Totale,2023,65.046,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOTIN,Totale inattivi,TOTAL,Totale,2024,86.239,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,ITL,Italiano-a,2023,106.436,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,ITL,Italiano-a,2024,119.005,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,FRG,Straniero-a,2023,21.119,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,FRG,Straniero-a,2024,19.052,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,TOTAL,Totale,2023,127.555,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,TOTAL,Totale,2024,138.057,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,UNEM,Disoccupati,TOTAL,Totale,2023,18.062,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,UNEM,Disoccupati,TOTAL,Totale,2024,18.503,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOTIN,Totale inattivi,TOTAL,Totale,2023,28.623,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOTIN,Totale inattivi,TOTAL,Totale,2024,29.903,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOT,Totale,ITL,Italiano-a,2023,36.955,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOT,Totale,ITL,Italiano-a,2024,38.622,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOT,Totale,FRG,Straniero-a,2023,9.73,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOT,Totale,FRG,Straniero-a,2024,9.783,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOT,Totale,TOTAL,Totale,2023,46.685,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOT,Totale,TOTAL,Totale,2024,48.405,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,UNEM,Disoccupati,TOTAL,Totale,2023,36.433,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,UNEM,Disoccupati,TOTAL,Totale,2024,35.165,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,TOTIN,Totale inattivi,TOTAL,Totale,2023,69.058,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,TOTIN,Totale inattivi,TOTAL,Totale,2024,77.091,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,TOT,Totale,ITL,Italiano-a,2023,75.91,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,TOT,Totale,ITL,Italiano-a,2024,82.549,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,TOT,Totale,FRG,Straniero-a,2023,29.581,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
