STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sector,Sector,expend,Expenditure and investment,isced11,International Standard Classification of Education (ISCED 2011),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NO,Norway,2016,,2171.4,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NO,Norway,2017,,2238.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NO,Norway,2018,,1981.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NO,Norway,2019,,2110.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NO,Norway,2020,,3003.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NO,Norway,2021,,3605.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NO,Norway,2022,,3240.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PL,Poland,2014,,2269.4,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PL,Poland,2015,,2198.0,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PL,Poland,2016,,2189.2,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PL,Poland,2017,,2620.9,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PL,Poland,2018,,3271.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PL,Poland,2019,,3380.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PL,Poland,2020,,3471.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PL,Poland,2021,,3477.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PL,Poland,2022,,3866.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PT,Portugal,2013,,2220.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PT,Portugal,2014,,2157.2,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PT,Portugal,2015,,2165.0,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PT,Portugal,2016,,2195.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PT,Portugal,2017,,2289.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PT,Portugal,2018,,2444.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PT,Portugal,2019,,2559.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PT,Portugal,2020,,2428.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PT,Portugal,2021,,2563.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PT,Portugal,2022,,2684.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RO,Romania,2013,,144.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RO,Romania,2014,,177.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RO,Romania,2015,,157.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RO,Romania,2016,,142.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RO,Romania,2017,,157.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RO,Romania,2018,,200.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RO,Romania,2019,,218.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RO,Romania,2020,,235.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RO,Romania,2021,,246.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RO,Romania,2022,,279.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RS,Serbia,2014,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RS,Serbia,2015,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RS,Serbia,2017,,270.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RS,Serbia,2019,,266.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RS,Serbia,2020,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RS,Serbia,2021,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RS,Serbia,2022,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SE,Sweden,2013,,3797.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SE,Sweden,2014,,3862.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SE,Sweden,2015,,4033.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SE,Sweden,2016,,4266.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SE,Sweden,2017,,4429.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SE,Sweden,2018,,4668.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SE,Sweden,2019,,4648.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SE,Sweden,2020,,4921.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SE,Sweden,2021,,5340.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SE,Sweden,2022,,5567.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SI,Slovenia,2013,,57.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SI,Slovenia,2014,,56.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SI,Slovenia,2015,,59.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SI,Slovenia,2016,,65.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SI,Slovenia,2017,,65.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SI,Slovenia,2018,,69.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SI,Slovenia,2019,,75.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SI,Slovenia,2020,,139.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SI,Slovenia,2021,,103.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SI,Slovenia,2022,,112.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SK,Slovakia,2014,,221.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SK,Slovakia,2015,,285.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SK,Slovakia,2021,,430.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SK,Slovakia,2022,,487.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,TR,Türkiye,2015,,9488.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,TR,Türkiye,2016,,9365.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,TR,Türkiye,2017,,8704.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,TR,Türkiye,2018,,8305.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,TR,Türkiye,2019,,7246.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,TR,Türkiye,2020,,6047.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,TR,Türkiye,2021,,5884.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,TR,Türkiye,2022,,6774.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,UK,United Kingdom,2013,,86078.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,UK,United Kingdom,2014,,92033.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,UK,United Kingdom,2015,,103898.0,,b,break in time series,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,UK,United Kingdom,2016,,104159.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,UK,United Kingdom,2017,,97364.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,UK,United Kingdom,2018,,112485.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,UK,United Kingdom,2019,,108467.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,UK,United Kingdom,2020,,112990.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV,Private institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,UK,United Kingdom,2021,,132634.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,AT,Austria,2013,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,AT,Austria,2014,,2105.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,AT,Austria,2015,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,AT,Austria,2016,,,,d,definition differs (see metadata),,
