FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,SEX,Sesso,AGE,Età,EURO_LABOUR_STATUS,Condizione lavorativa europea,EDU_LEV_HIGHEST,Titolo di studio,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione',NOTE_REF_AREA,Territorio (NOTE_REF_AREA),NOTE_DATA_TYPE,Indicatore (NOTE_DATA_TYPE),NOTE_SEX,Sesso (NOTE_SEX),NOTE_AGE,Età (NOTE_AGE),NOTE_EURO_LABOUR_STATUS,Condizione lavorativa europea (NOTE_EURO_LABOUR_STATUS),NOTE_EDU_LEV_HIGHEST,Titolo di studio (NOTE_EDU_LEV_HIGHEST),NOTE_TIME_PERIOD,Tempo (NOTE_TIME_PERIOD),BASE_PER,Anno base,UNIT_MEAS,Unità di misura,UNIT_MULT,Unità di moltiplicazione
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,99,Totale,2023,89.388,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,99,Totale,2024,78.942,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,UNEM,Disoccupati,99,Totale,2023,20.859,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,UNEM,Disoccupati,99,Totale,2024,11.381,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOTIN,Totale inattivi,99,Totale,2023,27.783,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOTIN,Totale inattivi,99,Totale,2024,31.684,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,LFP,Forze lavoro potenziali,99,Totale,2023,7.564,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,LFP,Forze lavoro potenziali,99,Totale,2024,10.393,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,NOT,Non cercano e non disponibili,99,Totale,2023,20.219,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,NOT,Non cercano e non disponibili,99,Totale,2024,21.291,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOT,Totale,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,16.264,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOT,Totale,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,15.038,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOT,Totale,7,Diploma,2023,28.576,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOT,Totale,7,Diploma,2024,25.401,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOT,Totale,11,Laurea e post-laurea,2023,3.803,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOT,Totale,11,Laurea e post-laurea,2024,2.627,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOT,Totale,99,Totale,2023,48.642,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOT,Totale,99,Totale,2024,43.065,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,UNEM,Disoccupati,99,Totale,2023,34.464,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,UNEM,Disoccupati,99,Totale,2024,23.16,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,TOTIN,Totale inattivi,99,Totale,2023,72.19,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,TOTIN,Totale inattivi,99,Totale,2024,70.176,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,LFP,Forze lavoro potenziali,99,Totale,2023,17.334,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,LFP,Forze lavoro potenziali,99,Totale,2024,20.647,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,NOT,Non cercano e non disponibili,99,Totale,2023,54.856,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,NOT,Non cercano e non disponibili,99,Totale,2024,49.529,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,TOT,Totale,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,31.22,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,TOT,Totale,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,31.852,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,TOT,Totale,7,Diploma,2023,56.953,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,TOT,Totale,7,Diploma,2024,49.147,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,TOT,Totale,11,Laurea e post-laurea,2023,18.481,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,TOT,Totale,11,Laurea e post-laurea,2024,12.337,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,TOT,Totale,99,Totale,2023,106.654,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,TOT,Totale,99,Totale,2024,93.336,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,UNEM,Disoccupati,99,Totale,2023,34.707,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,UNEM,Disoccupati,99,Totale,2024,23.839,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,TOTIN,Totale inattivi,99,Totale,2023,74.298,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,TOTIN,Totale inattivi,99,Totale,2024,71.806,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,LFP,Forze lavoro potenziali,99,Totale,2023,17.938,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,LFP,Forze lavoro potenziali,99,Totale,2024,20.703,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,NOT,Non cercano e non disponibili,99,Totale,2023,56.36,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,NOT,Non cercano e non disponibili,99,Totale,2024,51.103,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,TOT,Totale,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,33.393,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,TOT,Totale,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,33.751,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,TOT,Totale,7,Diploma,2023,57.132,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,TOT,Totale,7,Diploma,2024,49.558,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,TOT,Totale,11,Laurea e post-laurea,2023,18.481,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,TOT,Totale,11,Laurea e post-laurea,2024,12.337,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,TOT,Totale,99,Totale,2023,109.005,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,TOT,Totale,99,Totale,2024,95.645,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,UNEM,Disoccupati,99,Totale,2023,44.75,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,UNEM,Disoccupati,99,Totale,2024,34.221,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,TOTIN,Totale inattivi,99,Totale,2023,127.023,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,TOTIN,Totale inattivi,99,Totale,2024,126.5,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,LFP,Forze lavoro potenziali,99,Totale,2023,28.452,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,LFP,Forze lavoro potenziali,99,Totale,2024,28.105,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,NOT,Non cercano e non disponibili,99,Totale,2023,98.571,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,NOT,Non cercano e non disponibili,99,Totale,2024,98.395,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,TOT,Totale,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,49.596,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,TOT,Totale,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,53.006,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,TOT,Totale,7,Diploma,2023,92.392,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,TOT,Totale,7,Diploma,2024,82.459,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,TOT,Totale,11,Laurea e post-laurea,2023,29.786,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,TOT,Totale,11,Laurea e post-laurea,2024,25.255,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,TOT,Totale,99,Totale,2023,171.774,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,TOT,Totale,99,Totale,2024,160.721,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,UNEM,Disoccupati,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,12.101,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,UNEM,Disoccupati,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,8.251,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,UNEM,Disoccupati,7,Diploma,2023,26.179,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,UNEM,Disoccupati,7,Diploma,2024,16.649,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,UNEM,Disoccupati,11,Laurea e post-laurea,2023,5.287,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,UNEM,Disoccupati,11,Laurea e post-laurea,2024,1.962,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,UNEM,Disoccupati,99,Totale,2023,43.567,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,UNEM,Disoccupati,99,Totale,2024,26.862,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,TOTIN,Totale inattivi,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,20.494,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,TOTIN,Totale inattivi,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,21.108,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,TOTIN,Totale inattivi,7,Diploma,2023,29.021,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,TOTIN,Totale inattivi,7,Diploma,2024,30.596,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,TOTIN,Totale inattivi,11,Laurea e post-laurea,2023,2.258,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,TOTIN,Totale inattivi,11,Laurea e post-laurea,2024,3.153,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,TOTIN,Totale inattivi,99,Totale,2023,51.773,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,TOTIN,Totale inattivi,99,Totale,2024,54.857,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,LFP,Forze lavoro potenziali,99,Totale,2023,18.158,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,LFP,Forze lavoro potenziali,99,Totale,2024,21.218,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,NOT,Non cercano e non disponibili,99,Totale,2023,33.615,,,,,,,,,,,,,,,,,,,,,,
