ANNO;CL_ETA';COD_QUALIFICA;DESC_QUALIFICA;AREA_SD;N_PERS_DR
2004;35 - 39;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;357
2004;40 - 44;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;166
2004;45 - 49;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;85
2004;50 - 54;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;108
2004;55 - 59;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;74
2004;60 - 64;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;10
2004;25 - 29;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;2
2004;30 - 34;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;60
2004;35 - 39;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;223
2004;40 - 44;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;214
2004;45 - 49;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;98
2004;50 - 54;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;87
2004;55 - 59;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;74
2004;60 - 64;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;22
2004;>= 65;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;3
2004;25 - 29;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;11
2004;30 - 34;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;179
2004;35 - 39;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;344
2004;40 - 44;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;250
2004;45 - 49;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;105
2004;50 - 54;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;85
2004;55 - 59;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;46
2004;60 - 64;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;7
2004;>= 65;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;1
2004;30 - 34;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;18
2004;35 - 39;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;102
2004;40 - 44;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;117
2004;45 - 49;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;60
2004;50 - 54;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;42
2004;55 - 59;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;44
2004;60 - 64;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;16
2004;>= 65;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;3
2004;25 - 29;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;8
2004;30 - 34;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;125
2004;35 - 39;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;449
2004;40 - 44;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;524
2004;45 - 49;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;350
2004;50 - 54;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;270
2004;55 - 59;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;198
2004;60 - 64;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;33
2004;>= 65;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;9
2004;25 - 29;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;9
2004;30 - 34;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;162
2004;35 - 39;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;543
2004;40 - 44;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;852
2004;45 - 49;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;1207
2004;50 - 54;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;1330
2004;55 - 59;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;837
2004;60 - 64;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;115
2004;>= 65;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;16
2004;25 - 29;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;16
2004;30 - 34;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;112
2004;35 - 39;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;297
2004;40 - 44;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;338
2004;45 - 49;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;219
2004;50 - 54;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;77
2004;55 - 59;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;65
2004;60 - 64;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;17
2004;>= 65;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;2
2004;25 - 29;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;5
2004;30 - 34;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;91
2004;35 - 39;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;258
2004;40 - 44;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;296
2004;45 - 49;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;152
2004;50 - 54;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;132
2004;55 - 59;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;217
2004;60 - 64;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;126
2004;>= 65;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;31
2004;25 - 29;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;31
2004;30 - 34;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;437
2004;35 - 39;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;514
2004;40 - 44;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;216
2004;45 - 49;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;97
2004;50 - 54;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;42
2004;55 - 59;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;51
2004;60 - 64;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;22
2004;>= 65;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;4
2004;25 - 29;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;7
2004;30 - 34;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;96
2004;35 - 39;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;315
2004;40 - 44;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;377
2004;45 - 49;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;224
2004;50 - 54;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;351
2004;55 - 59;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;478
2004;60 - 64;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;140
2004;>= 65;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;25
2004;25 - 29;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;15
2004;30 - 34;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;126
2004;35 - 39;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;288
2004;40 - 44;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;289
2004;45 - 49;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;187
2004;50 - 54;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;263
2004;55 - 59;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;365
2004;60 - 64;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;101
2004;>= 65;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;19
2004;25 - 29;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;33
2004;30 - 34;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;280
2004;35 - 39;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;417
2004;40 - 44;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;211
2004;45 - 49;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;132
2004;50 - 54;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;163
2004;55 - 59;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;263
2004;60 - 64;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;52
2004;>= 65;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;15
2004;25 - 29;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;37
2004;30 - 34;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;290
2004;35 - 39;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;402
2004;40 - 44;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;219
2004;45 - 49;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;107
2004;50 - 54;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;58
2004;55 - 59;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;125
2004;60 - 64;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;35
2004;>= 65;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;5
2004;25 - 29;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;3
2004;30 - 34;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;35
2004;35 - 39;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;114
2004;40 - 44;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;104
2004;45 - 49;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;66
2004;50 - 54;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;55
2004;55 - 59;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;97
2004;60 - 64;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;42
2004;>= 65;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;4
2004;25 - 29;3RU;Ricercatore a tempo indeterminato;99 - Non definito;1
2004;30 - 34;3RU;Ricercatore a tempo indeterminato;99 - Non definito;1
2004;35 - 39;3RU;Ricercatore a tempo indeterminato;99 - Non definito;8
2004;40 - 44;3RU;Ricercatore a tempo indeterminato;99 - Non definito;6
2004;45 - 49;3RU;Ricercatore a tempo indeterminato;99 - Non definito;7
2004;50 - 54;3RU;Ricercatore a tempo indeterminato;99 - Non definito;10
2004;55 - 59;3RU;Ricercatore a tempo indeterminato;99 - Non definito;14
2004;60 - 64;3RU;Ricercatore a tempo indeterminato;99 - Non definito;1
2005;35 - 39;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;27
2005;40 - 44;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;120
2005;45 - 49;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;164
2005;50 - 54;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;182
2005;55 - 59;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;253
2005;60 - 64;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;197
2005;>= 65;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;130
2005;40 - 44;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;18
2005;45 - 49;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;47
2005;50 - 54;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;114
2005;55 - 59;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;201
2005;60 - 64;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;187
2005;>= 65;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;293
2005;35 - 39;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;6
2005;40 - 44;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;21
2005;45 - 49;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;89
2005;50 - 54;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;116
2005;55 - 59;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;227
2005;60 - 64;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;241
2005;>= 65;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;324
2005;35 - 39;1PO;Professore I fascia (ordinario);04 - Scienze della terra;2
2005;40 - 44;1PO;Professore I fascia (ordinario);04 - Scienze della terra;12
2005;45 - 49;1PO;Professore I fascia (ordinario);04 - Scienze della terra;35
2005;50 - 54;1PO;Professore I fascia (ordinario);04 - Scienze della terra;36
2005;55 - 59;1PO;Professore I fascia (ordinario);04 - Scienze della terra;90
2005;60 - 64;1PO;Professore I fascia (ordinario);04 - Scienze della terra;74
2005;>= 65;1PO;Professore I fascia (ordinario);04 - Scienze della terra;159
2005;35 - 39;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;4
2005;40 - 44;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;45
2005;45 - 49;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;153
2005;50 - 54;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;238
2005;55 - 59;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;385
2005;60 - 64;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;358
2005;>= 65;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;362
2005;35 - 39;1PO;Professore I fascia (ordinario);06 - Scienze mediche;2
2005;40 - 44;1PO;Professore I fascia (ordinario);06 - Scienze mediche;35
2005;45 - 49;1PO;Professore I fascia (ordinario);06 - Scienze mediche;190
2005;50 - 54;1PO;Professore I fascia (ordinario);06 - Scienze mediche;385
2005;55 - 59;1PO;Professore I fascia (ordinario);06 - Scienze mediche;744
2005;60 - 64;1PO;Professore I fascia (ordinario);06 - Scienze mediche;529
2005;>= 65;1PO;Professore I fascia (ordinario);06 - Scienze mediche;698
2005;35 - 39;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;7
2005;40 - 44;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;48
2005;45 - 49;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;162
2005;50 - 54;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;161
2005;55 - 59;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;239
2005;60 - 64;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;195
2005;>= 65;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;257
2005;35 - 39;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;11
2005;40 - 44;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;61
2005;45 - 49;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;84
2005;50 - 54;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;135
2005;55 - 59;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;285
2005;60 - 64;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;306
2005;>= 65;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;315
2005;35 - 39;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;34
2005;40 - 44;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;200
2005;45 - 49;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;284
2005;50 - 54;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;257
2005;55 - 59;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;372
2005;60 - 64;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;352
2005;>= 65;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;332
2005;35 - 39;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;8
2005;40 - 44;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;39
2005;45 - 49;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;129
2005;50 - 54;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;205
2005;55 - 59;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;601
2005;60 - 64;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;495
2005;>= 65;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;451
2005;35 - 39;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;9
2005;40 - 44;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;39
2005;45 - 49;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;104
2005;50 - 54;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;205
2005;55 - 59;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;540
2005;60 - 64;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;398
2005;>= 65;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;371
2005;25 - 29;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;1
2005;30 - 34;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;12
2005;35 - 39;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;102
2005;40 - 44;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;231
2005;45 - 49;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;248
2005;50 - 54;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;210
2005;55 - 59;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;322
2005;60 - 64;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;279
2005;>= 65;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;437
2005;30 - 34;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;5
2005;35 - 39;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;64
2005;40 - 44;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;221
2005;45 - 49;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;271
2005;50 - 54;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;169
2005;55 - 59;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;367
2005;60 - 64;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;330
2005;>= 65;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;296
2005;35 - 39;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;4
2005;40 - 44;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;13
2005;45 - 49;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;31
2005;50 - 54;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;59
2005;55 - 59;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;171
2005;60 - 64;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;122
2005;>= 65;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;124
2005;55 - 59;1PO;Professore I fascia (ordinario);99 - Non definito;1
2005;30 - 34;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;20
2005;35 - 39;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;147
2005;40 - 44;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;222
2005;45 - 49;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;131
2005;50 - 54;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;165
2005;55 - 59;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;215
2005;60 - 64;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;141
2005;>= 65;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;75
2005;30 - 34;2PA;Professore II fascia (associato);02 - Scienze fisiche;1
2005;35 - 39;2PA;Professore II fascia (associato);02 - Scienze fisiche;32
2005;40 - 44;2PA;Professore II fascia (associato);02 - Scienze fisiche;182
2005;45 - 49;2PA;Professore II fascia (associato);02 - Scienze fisiche;163
2005;50 - 54;2PA;Professore II fascia (associato);02 - Scienze fisiche;104
2005;55 - 59;2PA;Professore II fascia (associato);02 - Scienze fisiche;156
2005;60 - 64;2PA;Professore II fascia (associato);02 - Scienze fisiche;169
2005;>= 65;2PA;Professore II fascia (associato);02 - Scienze fisiche;125
2005;30 - 34;2PA;Professore II fascia (associato);03 - Scienze chimiche;6
2005;35 - 39;2PA;Professore II fascia (associato);03 - Scienze chimiche;85
2005;40 - 44;2PA;Professore II fascia (associato);03 - Scienze chimiche;217
2005;45 - 49;2PA;Professore II fascia (associato);03 - Scienze chimiche;215
2005;50 - 54;2PA;Professore II fascia (associato);03 - Scienze chimiche;134
2005;55 - 59;2PA;Professore II fascia (associato);03 - Scienze chimiche;193
2005;60 - 64;2PA;Professore II fascia (associato);03 - Scienze chimiche;157
2005;>= 65;2PA;Professore II fascia (associato);03 - Scienze chimiche;132
2005;30 - 34;2PA;Professore II fascia (associato);04 - Scienze della terra;1
2005;35 - 39;2PA;Professore II fascia (associato);04 - Scienze della terra;10
2005;40 - 44;2PA;Professore II fascia (associato);04 - Scienze della terra;80
2005;45 - 49;2PA;Professore II fascia (associato);04 - Scienze della terra;94
2005;50 - 54;2PA;Professore II fascia (associato);04 - Scienze della terra;62
2005;55 - 59;2PA;Professore II fascia (associato);04 - Scienze della terra;90
2005;60 - 64;2PA;Professore II fascia (associato);04 - Scienze della terra;69
2005;>= 65;2PA;Professore II fascia (associato);04 - Scienze della terra;58
2005;30 - 34;2PA;Professore II fascia (associato);05 - Scienze biologiche;6
2005;35 - 39;2PA;Professore II fascia (associato);05 - Scienze biologiche;59
2005;40 - 44;2PA;Professore II fascia (associato);05 - Scienze biologiche;236
2005;45 - 49;2PA;Professore II fascia (associato);05 - Scienze biologiche;338
2005;50 - 54;2PA;Professore II fascia (associato);05 - Scienze biologiche;290
2005;55 - 59;2PA;Professore II fascia (associato);05 - Scienze biologiche;358
2005;60 - 64;2PA;Professore II fascia (associato);05 - Scienze biologiche;214
2005;>= 65;2PA;Professore II fascia (associato);05 - Scienze biologiche;124
2005;30 - 34;2PA;Professore II fascia (associato);06 - Scienze mediche;6
2005;35 - 39;2PA;Professore II fascia (associato);06 - Scienze mediche;75
2005;40 - 44;2PA;Professore II fascia (associato);06 - Scienze mediche;316
2005;45 - 49;2PA;Professore II fascia (associato);06 - Scienze mediche;601
2005;50 - 54;2PA;Professore II fascia (associato);06 - Scienze mediche;715
2005;55 - 59;2PA;Professore II fascia (associato);06 - Scienze mediche;987
2005;60 - 64;2PA;Professore II fascia (associato);06 - Scienze mediche;496
2005;>= 65;2PA;Professore II fascia (associato);06 - Scienze mediche;235
2005;30 - 34;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;11
2005;35 - 39;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;39
2005;40 - 44;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;249
2005;45 - 49;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;292
2005;50 - 54;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;118
2005;55 - 59;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;109
2005;60 - 64;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;78
2005;>= 65;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;46
2005;30 - 34;2PA;Professore II fascia (associato);08 - Ingegneria civile e Architettura;10
2005;35 - 39;2PA;Professore II fascia (associato);08 - Ingegneria civile e Architettura;81
2005;40 - 44;2PA;Professore II fascia (associato);08 - Ingegneria civile e Architettura;246
2005;45 - 49;2PA;Professore II fascia (associato);08 - Ingegneria civile e Architettura;227
2005;50 - 54;2PA;Professore II fascia (associato);08 - Ingegneria civile e Architettura;124
2005;55 - 59;2PA;Professore II fascia (associato);08 - Ingegneria civile e Architettura;237
2005;60 - 64;2PA;Professore II fascia (associato);08 - Ingegneria civile e Architettura;204
2005;>= 65;2PA;Professore II fascia (associato);08 - Ingegneria civile e Architettura;141
2005;30 - 34;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;46
2005;35 - 39;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;308
2005;40 - 44;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;475
2005;45 - 49;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;233
2005;50 - 54;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;138
2005;55 - 59;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;134
2005;60 - 64;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;136
2005;>= 65;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;99
2005;30 - 34;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;17
2005;35 - 39;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;112
2005;40 - 44;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;231
2005;45 - 49;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;293
2005;50 - 54;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;279
2005;55 - 59;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;518
2005;60 - 64;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;268
